actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
21,PT10M01.00S,2022-02-17T01:13:50.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626159,92.85479632063075,35.78431372549019,1610612757,2,2,2022-02-17T01:13:55Z,210000,-71.0,15.0,1,right,MISS J. Winslow 7' running Layup - blocked,"[1626159, 203500]",1610612757.0,POR,running,,,Winslow,J. Winslow,,,,,7.26,Missed,,,,,,,,,,,,Adams,203500.0,,,,,,
22,PT10M01.00S,2022-02-17T01:13:50.9Z,1,REGULAR,block,,[],203500,,,1610612757,2,2,2022-02-17T01:13:53Z,220000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M58.00S,2022-02-17T01:13:53.9Z,1,REGULAR,rebound,offensive,[],1629604,,,1610612757,2,2,2022-02-17T01:13:55Z,230000,,,0,,C. Elleby REBOUND (Off:1 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
24,PT09M57.00S,2022-02-17T01:13:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629604,91.80354796320631,50.49019607843137,1610612757,2,2,2022-02-17T01:13:58Z,240000,2.0,25.0,1,right,MISS C. Elleby putback Layup - blocked,"[1629604, 1628991]",1610612757.0,POR,putback,,,Elleby,C. Elleby,,,,,2.46,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,
25,PT09M57.00S,2022-02-17T01:13:54.9Z,1,REGULAR,block,,[],1628991,,,1610612757,2,2,2022-02-17T01:13:57Z,250000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M54.00S,2022-02-17T01:13:57.9Z,1,REGULAR,rebound,offensive,[],1629604,,,1610612757,2,2,2022-02-17T01:13:58Z,260000,,,0,,C. Elleby REBOUND (Off:2 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,24.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
27,PT09M52.00S,2022-02-17T01:14:00.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,93.9060446780552,94.6078431372549,1610612757,2,5,2022-02-17T01:14:02Z,270000,223.0,5.0,1,right,J. Hart 3PT  (3 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,22.31,Made,,,,,3.0,,,,,,,,,,,,,,
28,PT09M33.00S,2022-02-17T01:14:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,10.5946123521682,39.705882352941174,1610612763,2,5,2022-02-17T01:14:24Z,280000,51.0,47.0,1,left,MISS D. Bane 6' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,6.98,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M31.00S,2022-02-17T01:14:20.8Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,2,5,2022-02-17T01:14:24Z,290000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
30,PT09M28.00S,2022-02-17T01:14:24.4Z,1,REGULAR,turnover,lost ball,[],203500,,,1610612763,2,5,2022-02-17T01:14:27Z,300000,,,0,,S. Adams lost ball TURNOVER (1 TO),"[203500, 1626159]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,1.0,Winslow,1626159.0,,,,,,,,,,,
31,PT09M28.00S,2022-02-17T01:14:24.4Z,1,REGULAR,steal,,[],1626159,,,1610612757,2,5,2022-02-17T01:14:26Z,310000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M16.00S,2022-02-17T01:14:36.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629014,77.61169513797634,28.431372549019606,1610612757,2,7,2022-02-17T01:14:38Z,320000,-108.0,158.0,1,right,A. Simons 19' pullup Jump Shot (2 PTS) (J. Nurkic 2 AST),"[1629014, 203994]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,19.13,Made,,,,,2.0,,,,J. Nurkic,203994.0,2.0,,,,,,,,
34,PT09M01.00S,2022-02-17T01:14:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,10.068988173455978,47.794117647058826,1610612763,2,7,2022-02-17T01:14:56Z,340000,11.0,42.0,1,left,MISS S. Adams floating Shot,[203500],1610612763.0,MEM,floating,,,Adams,S. Adams,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,,
35,PT08M56.00S,2022-02-17T01:14:56.0Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,2,7,2022-02-17T01:14:56Z,350000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
36,PT08M53.00S,2022-02-17T01:15:01.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626159,93.77463863337714,51.71568627450981,1610612757,2,9,2022-02-17T01:15:08Z,360000,9.0,6.0,1,right,J. Winslow driving finger roll Layup (4 PTS) (A. Simons 1 AST),"[1626159, 1629014]",1610612757.0,POR,driving finger roll,,,Winslow,J. Winslow,,,,,1.05,Made,,,,,4.0,,,,A. Simons,1629014.0,1.0,,,,,,,,
38,PT08M53.00S,2022-02-17T01:15:04.1Z,1,REGULAR,foul,personal,['1freethrow'],203500,,,1610612757,2,9,2022-02-17T01:15:11Z,380000,,,0,,S. Adams shooting personal FOUL (1 PF) (Winslow 1 FT),"[203500, 1626159]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Winslow,1626159.0,
40,PT08M53.00S,2022-02-17T01:15:30.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626159,,,1610612757,2,10,2022-02-17T01:15:30Z,400000,,,0,,J. Winslow Free Throw 1 of 1 (5 PTS),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
41,PT08M32.00S,2022-02-17T01:15:53.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630533,5.995400788436268,49.26470588235294,1610612763,4,10,2022-02-17T01:15:56Z,410000,4.0,4.0,1,left,Z. Williams alley-oop DUNK (4 PTS) (J. Morant 1 AST),"[1630533, 1629630]",1610612763.0,MEM,alley-oop,,,Williams,Z. Williams,,,,,0.54,Made,,,,,4.0,,,,J. Morant,1629630.0,1.0,,,,,,,,
43,PT08M12.00S,2022-02-17T01:16:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.24901445466492,53.67647058823529,1610612757,4,12,2022-02-17T03:36:42Z,430000,18.0,11.0,1,right,J. Nurkic Layup (2 PTS) (J. Winslow 1 AST),"[203994, 1626159]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,2.14,Made,,,,,2.0,,,,J. Winslow,1626159.0,1.0,,,,,,,,
45,PT07M55.00S,2022-02-17T01:16:29.1Z,1,REGULAR,3pt,Jump Shot,[],1630217,4.812746386333772,94.6078431372549,1610612763,7,12,2022-02-17T01:16:34Z,450000,-223.0,-7.0,1,left,D. Bane 3PT  (3 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,22.31,Made,,,,,3.0,,,,J. Morant,1629630.0,2.0,,,,,,,,
47,PT07M43.00S,2022-02-17T01:16:42.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.99014454664915,24.754901960784316,1610612757,7,15,2022-02-17T01:16:45Z,470000,-126.0,230.0,1,right,A. Simons 26' 3PT pullup (5 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.2,Made,,,,,5.0,,,,,,,,,,,,,,
48,PT07M15.00S,2022-02-17T01:17:10.0Z,1,REGULAR,3pt,Jump Shot,[],1628991,4.681340341655716,95.34313725490196,1610612763,7,15,2022-02-17T01:17:14Z,480000,-227.0,-8.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M14.00S,2022-02-17T01:17:11.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,7,15,2022-02-17T01:17:14Z,490000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,
50,PT07M14.00S,2022-02-17T01:17:15.0Z,1,REGULAR,foul,personal,[],203994,,,1610612763,7,15,2022-02-17T01:17:23Z,500000,,,0,,J. Nurkic loose ball personal FOUL (1 PF),"[203994, 203500]",1610612757.0,POR,loose ball,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Adams,203500.0,
52,PT07M05.00S,2022-02-17T01:17:40.8Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,7,15,2022-02-17T01:17:43Z,520000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1628404]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,,
53,PT07M05.00S,2022-02-17T01:17:40.8Z,1,REGULAR,steal,,[],1628404,,,1610612757,7,15,2022-02-17T01:17:42Z,530000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M58.00S,2022-02-17T01:17:47.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629604,91.80354796320631,45.09803921568628,1610612757,7,15,2022-02-17T01:17:50Z,540000,-25.0,25.0,1,right,MISS C. Elleby Layup,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,3.46,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M56.00S,2022-02-17T01:17:49.7Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,7,15,2022-02-17T01:17:50Z,550000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
56,PT06M52.00S,2022-02-17T01:17:53.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,6.389618922470433,46.81372549019608,1610612763,9,15,2022-02-17T01:17:59Z,560000,16.0,8.0,1,left,Z. Williams running finger roll Layup (6 PTS) (S. Adams 1 AST),"[1630533, 203500]",1610612763.0,MEM,running finger roll,,,Williams,Z. Williams,,,,,1.76,Made,,,,,6.0,,,,S. Adams,203500.0,1.0,,,,,,,,
58,PT06M38.00S,2022-02-17T01:18:07.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,67.7562417871222,64.4607843137255,1610612757,9,18,2022-02-17T01:18:10Z,580000,72.0,251.0,1,right,A. Simons 26' 3PT pullup (8 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.08,Made,,,,,8.0,,,,,,,,,,,,,,
59,PT06M38.00S,2022-02-17T01:18:10.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,9,18,2022-02-17T01:18:10Z,590000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M23.00S,2022-02-17T01:21:18.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,7.178055190538765,51.9607843137255,1610612763,11,18,2022-02-17T01:21:40Z,600000,-10.0,15.0,1,left,J. Morant driving floating bank Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,1.79,Made,,,,,2.0,,,,,,,,,,,,,,
61,PT06M02.00S,2022-02-17T01:21:39.3Z,1,REGULAR,3pt,Jump Shot,[],203994,70.51576872536137,74.50980392156863,1610612757,11,18,2022-02-17T01:21:43Z,610000,123.0,225.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
62,PT05M59.00S,2022-02-17T01:21:42.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,11,18,2022-02-17T01:21:43Z,620000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
63,PT05M52.00S,2022-02-17T01:21:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.258212877792378,50.73529411764706,1610612763,13,18,2022-02-17T01:21:52Z,630000,-4.0,6.0,1,left,J. Morant driving finger roll Layup (4 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,0.73,Made,,,,,4.0,,,,,,,,,,,,,,
64,PT05M39.00S,2022-02-17T01:22:01.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,68.15045992115637,31.61764705882353,1610612757,13,21,2022-02-17T01:22:04Z,640000,-92.0,247.0,1,right,A. Simons 26' 3PT  (11 PTS) (J. Hart 1 AST),"[1629014, 1628404]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.34,Made,,,,,11.0,,,,J. Hart,1628404.0,1.0,,,,,,,,
66,PT05M16.00S,2022-02-17T01:22:24.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,12.040078843626807,41.42156862745098,1610612763,13,21,2022-02-17T01:22:29Z,660000,43.0,61.0,1,left,MISS D. Bane 7' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,7.43,Missed,,,,,,,,,,,,,,,,,,,
67,PT05M14.00S,2022-02-17T01:22:26.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,13,21,2022-02-17T01:22:29Z,670000,,,0,,S. Adams REBOUND (Off:2 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,66.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
68,PT05M14.00S,2022-02-17T01:22:29.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,13,21,2022-02-17T01:22:32Z,680000,0.0,0.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M14.00S,2022-02-17T01:22:29.1Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,13,21,2022-02-17T01:22:32Z,690000,,,0,,D. Bane REBOUND (Off:1 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
70,PT05M14.00S,2022-02-17T01:22:31.4Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612763,13,21,2022-02-17T01:22:41Z,700000,,,0,,J. Hart shooting personal FOUL (1 PF) (Bane 2 FT),"[1628404, 1630217]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,Bane,1630217.0,
72,PT05M14.00S,2022-02-17T01:22:56.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630217,,,1610612763,14,21,2022-02-17T01:22:56Z,720000,,,0,,D. Bane Free Throw 1 of 2 (4 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
73,PT05M14.00S,2022-02-17T01:22:57.2Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,14,21,2022-02-17T01:23:05Z,730000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M14.00S,2022-02-17T01:22:57.2Z,1,REGULAR,substitution,out,[],1628404,,,1610612763,14,21,2022-02-17T01:23:05Z,740000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M14.00S,2022-02-17T01:22:57.2Z,1,REGULAR,substitution,in,[],203937,,,1610612763,14,21,2022-02-17T01:23:05Z,750000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M14.00S,2022-02-17T01:22:57.2Z,1,REGULAR,substitution,in,[],203463,,,1610612763,14,21,2022-02-17T01:23:05Z,760000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2022-02-17T01:23:16.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630217,,,1610612763,15,21,2022-02-17T01:23:16Z,770000,,,0,,D. Bane Free Throw 2 of 2 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
78,PT04M58.00S,2022-02-17T01:23:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,85.75886990801577,50.49019607843137,1610612757,15,21,2022-02-17T01:23:39Z,780000,2.0,81.0,1,right,MISS J. Winslow 8' driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,8.14,Missed,,,,,,,,,,,,,,,,,,,
79,PT04M54.00S,2022-02-17T01:23:37.8Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612757,15,21,2022-02-17T01:23:39Z,790000,,,0,,J. Winslow REBOUND (Off:1 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,78.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
80,PT04M54.00S,2022-02-17T01:23:38.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626159,94.40999984741211,50.0,1610612757,15,21,2022-02-17T01:23:39Z,800000,0.0,0.0,1,right,MISS J. Winslow tip Layup,[1626159],1610612757.0,POR,tip,,,Winslow,J. Winslow,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M54.00S,2022-02-17T01:23:38.0Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,15,21,2022-02-17T01:23:39Z,810000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
82,PT04M51.00S,2022-02-17T01:23:42.6Z,1,REGULAR,foul,personal,['2freethrow'],1629604,,,1610612763,15,21,2022-02-17T01:24:00Z,820000,,,0,,C. Elleby shooting personal FOUL (1 PF) (Morant 2 FT),"[1629604, 1629630]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Morant,1629630.0,
84,PT04M51.00S,2022-02-17T01:24:05.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,16,21,2022-02-17T01:24:05Z,840000,,,0,,J. Morant Free Throw 1 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
85,PT04M51.00S,2022-02-17T01:24:06.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,16,21,2022-02-17T01:24:17Z,850000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M51.00S,2022-02-17T01:24:06.9Z,1,REGULAR,substitution,out,[],1629604,,,1610612763,16,21,2022-02-17T01:24:17Z,860000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M51.00S,2022-02-17T01:24:06.9Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,16,21,2022-02-17T01:24:17Z,870000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2022-02-17T01:24:06.9Z,1,REGULAR,substitution,in,[],1630535,,,1610612763,16,21,2022-02-17T01:24:17Z,880000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
