actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
267,PT05M33.00S,2021-11-11T01:53:21.4Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,40,48,2021-11-11T01:53:23Z,2620000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,
268,PT05M27.00S,2021-11-11T01:53:27.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,29.517082785808146,72.05882352941177,1610612763,40,48,2021-11-11T01:53:32Z,2630000,-110.0,225.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,,,,25.06,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
269,PT05M23.00S,2021-11-11T01:53:31.6Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,40,48,2021-11-11T01:53:32Z,2640000,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,
270,PT05M16.00S,2021-11-11T01:53:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,89.70105124835742,49.50980392156863,1610612766,40,48,2021-11-11T01:53:43Z,2650000,-2.0,44.0,1,right,MISS M. Plumlee cutting Layup,[203486],1610612766.0,CHA,cutting,,,,,,4.44,Missed,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
271,PT05M13.00S,2021-11-11T01:53:42.1Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,40,48,2021-11-11T01:53:43Z,2660000,,,0,,D. Brooks REBOUND (Off:0 Def:3),[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,270.0,3.0,3.0,0.0,,,,,,,,,,,
272,PT05M04.00S,2021-11-11T01:53:51.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,15.719448094612352,39.21568627450981,1610612763,42,48,2021-11-11T01:53:55Z,2670000,54.0,95.0,1,left,D. Brooks 10' floating Jump Shot (7 PTS),[1628415],1610612763.0,MEM,floating,,,,,,10.95,Made,7.0,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
273,PT04M52.00S,2021-11-11T01:54:02.3Z,2,REGULAR,2pt,Jump Shot,[],203486,90.09526938239159,30.637254901960787,1610612766,42,50,2021-11-11T01:54:06Z,2680000,-97.0,41.0,1,right,M. Plumlee 10' driving floating bank Jump Shot (6 PTS) (G. Hayward 3 AST),"[203486, 202330]",1610612766.0,CHA,driving floating bank,,,,,,10.5,Made,6.0,Plumlee,M. Plumlee,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,,
275,PT04M36.00S,2021-11-11T01:54:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.783837056504599,52.69607843137255,1610612763,42,50,2021-11-11T01:59:54Z,2700000,-13.0,11.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,,,,1.76,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
276,PT04M32.00S,2021-11-11T01:54:23.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,42,50,2021-11-11T01:57:24Z,2710000,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,275.0,4.0,4.0,0.0,,,,,,,,,,,
277,PT04M17.00S,2021-11-11T01:54:37.3Z,2,REGULAR,3pt,Jump Shot,[],1630163,65.91655716162943,70.09803921568627,1610612766,42,53,2021-11-11T01:54:41Z,2720000,100.0,268.0,1,right,L. Ball 28' 3PT  (6 PTS) (G. Hayward 4 AST),"[1630163, 202330]",1610612766.0,CHA,,,,,,,28.61,Made,6.0,Ball,L. Ball,G. Hayward,202330.0,4.0,,,,,,,,,,,,,,,
279,PT04M03.00S,2021-11-11T01:54:52.6Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,42,53,2021-11-11T01:56:02Z,2740000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1630163]",1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,1.0,Ball,1630163.0,,,,,
280,PT04M03.00S,2021-11-11T01:54:52.6Z,2,REGULAR,steal,,[],1630163,,,1610612766,42,53,2021-11-11T01:54:55Z,2750000,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
281,PT03M57.00S,2021-11-11T01:54:57.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628998,90.09526938239159,2.941176470588235,1610612766,42,56,2021-11-11T01:55:02Z,2760000,-235.0,41.0,1,right,C. Martin 3PT running (7 PTS) (L. Ball 5 AST),"[1628998, 1630163]",1610612766.0,CHA,running,,,,,,23.88,Made,7.0,Martin,C. Martin,L. Ball,1630163.0,5.0,,,,,,,,,,,,,,,
283,PT03M56.00S,2021-11-11T01:55:03.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,42,56,2021-11-11T01:55:03Z,2780000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M44.00S,2021-11-11T01:56:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.040078843626807,41.42156862745098,1610612763,42,56,2021-11-11T01:56:49Z,2790000,43.0,61.0,1,left,MISS K. Anderson 7' floating Shot - blocked,"[203937, 203486]",1610612763.0,MEM,floating,,,,,,7.43,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,Plumlee,203486.0,
285,PT03M44.00S,2021-11-11T01:56:45.1Z,2,REGULAR,block,,[],203486,,,1610612763,42,56,2021-11-11T01:56:47Z,2800000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
286,PT03M41.00S,2021-11-11T01:56:48.1Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,42,56,2021-11-11T01:56:49Z,2810000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,284.0,2.0,2.0,0.0,,,,,,,,,,,
287,PT03M38.00S,2021-11-11T01:56:51.8Z,2,REGULAR,turnover,lost ball,[],1630163,,,1610612766,42,56,2021-11-11T01:57:16Z,2820000,,,0,,L. Ball lost ball TURNOVER (1 TO),"[1630163, 203937]",1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,1.0,Anderson,203937.0,,,,,
288,PT03M38.00S,2021-11-11T01:56:51.8Z,2,REGULAR,steal,,[],203937,,,1610612763,42,56,2021-11-11T01:56:54Z,2830000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
289,PT03M38.00S,2021-11-11T01:56:59.9Z,2,REGULAR,foul,personal,[],1630163,,,1610612763,42,56,2021-11-11T01:57:07Z,2840000,,,0,,L. Ball take personal FOUL (1 PF),"[1630163, 203937]",1610612766.0,CHA,take,,,,,,,,,Ball,L. Ball,,,,,,,,1146.0,1.0,0.0,,,,Anderson,203937.0,,,
291,PT03M26.00S,2021-11-11T01:57:28.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,5.863994743758213,96.32352941176471,1610612763,42,56,2021-11-11T01:57:33Z,2860000,-232.0,3.0,1,left,MISS D. Brooks 3PT,[1628415],1610612763.0,MEM,,,,,,,23.16,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
292,PT03M23.00S,2021-11-11T01:57:31.4Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,42,56,2021-11-11T01:57:33Z,2870000,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,291.0,6.0,2.0,4.0,,,,,,,,,,,
293,PT03M14.00S,2021-11-11T01:57:40.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628415,29.911300919842315,24.509803921568626,1610612763,45,56,2021-11-11T01:57:43Z,2880000,127.0,229.0,1,left,D. Brooks 26' 3PT pullup (10 PTS) (K. Anderson 2 AST),"[1628415, 203937]",1610612763.0,MEM,pullup,,,,,,26.18,Made,10.0,Brooks,D. Brooks,K. Anderson,203937.0,2.0,,,,,,,,,,,,,,,
295,PT02M56.00S,2021-11-11T01:57:58.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,83.52496714848883,55.392156862745104,1610612766,45,58,2021-11-11T01:58:01Z,2900000,27.0,102.0,1,right,L. Ball 10' driving floating Jump Shot (8 PTS),[1630163],1610612766.0,CHA,driving floating,,,,,,10.59,Made,8.0,Ball,L. Ball,,,,,,,,,,,,,,,,,,
296,PT02M36.00S,2021-11-11T01:58:17.8Z,2,REGULAR,3pt,Jump Shot,[],203937,9.149145860709593,1.9607843137254901,1610612763,45,58,2021-11-11T01:58:22Z,2910000,240.0,34.0,1,left,MISS K. Anderson 24' 3PT,[203937],1610612763.0,MEM,,,,,,,24.25,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
297,PT02M32.00S,2021-11-11T01:58:21.8Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,45,58,2021-11-11T01:58:22Z,2920000,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,296.0,3.0,3.0,0.0,,,,,,,,,,,
298,PT02M15.00S,2021-11-11T01:58:38.7Z,2,REGULAR,3pt,Jump Shot,[],202330,68.67608409986859,26.715686274509803,1610612766,45,58,2021-11-11T01:58:46Z,2930000,-116.0,242.0,1,right,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,,,,26.84,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
299,PT02M12.00S,2021-11-11T01:58:41.7Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,45,58,2021-11-11T01:58:46Z,2940000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,298.0,4.0,3.0,1.0,,,,,,,,,,,
300,PT02M11.00S,2021-11-11T01:58:47.0Z,2,REGULAR,foul,personal,[],1630163,,,1610612763,45,58,2021-11-11T01:58:51Z,2950000,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 1629630]",1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,2002.0,2.0,0.0,,,,Morant,1629630.0,,,
302,PT02M11.00S,2021-11-11T01:58:53.1Z,2,REGULAR,substitution,out,[],203937,,,1610612763,45,58,2021-11-11T01:59:01Z,2970000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
303,PT02M11.00S,2021-11-11T01:58:53.1Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,45,58,2021-11-11T01:59:01Z,2980000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
304,PT02M04.00S,2021-11-11T01:59:19.2Z,2,REGULAR,3pt,Jump Shot,[],1628991,31.225361366622867,73.2843137254902,1610612763,45,58,2021-11-11T01:59:23Z,2990000,-116.0,241.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,,,,26.76,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
305,PT02M00.00S,2021-11-11T01:59:22.4Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,45,58,2021-11-11T01:59:22Z,3000000,,,0,,S. Adams REBOUND (Off:5 Def:2),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,304.0,7.0,2.0,5.0,,,,,,,,,,,
306,PT01M59.00S,2021-11-11T01:59:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,6.521024967148489,48.77450980392157,1610612763,47,58,2021-11-11T01:59:30Z,3010000,6.0,9.0,1,left,J. Morant driving Layup (21 PTS) (S. Adams 3 AST),"[1629630, 203500]",1610612763.0,MEM,driving,,,,,,1.07,Made,21.0,Morant,J. Morant,S. Adams,203500.0,3.0,,,,,,,,,,,,,,,
308,PT01M59.00S,2021-11-11T01:59:28.7Z,2,REGULAR,foul,personal,['1freethrow'],203486,,,1610612763,47,58,2021-11-11T01:59:37Z,3030000,,,0,,M. Plumlee shooting personal FOUL (3 PF) (Morant 1 FT),"[203486, 1629630]",1610612766.0,CHA,shooting,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,202035.0,3.0,0.0,,,,Morant,1629630.0,,,
310,PT01M59.00S,2021-11-11T01:59:44.2Z,2,REGULAR,substitution,out,[],203486,,,1610612763,47,58,2021-11-11T01:59:54Z,3050000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
311,PT01M59.00S,2021-11-11T01:59:44.2Z,2,REGULAR,substitution,in,[],1628970,,,1610612763,47,58,2021-11-11T01:59:54Z,3060000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
312,PT01M59.00S,2021-11-11T02:00:02.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629630,,,1610612763,48,58,2021-11-11T02:00:02Z,3070000,,,0,,J. Morant Free Throw 1 of 1 (22 PTS),[1629630],1610612763.0,MEM,,,,,,,,Made,22.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
313,PT01M45.00S,2021-11-11T02:00:19.0Z,2,REGULAR,3pt,Jump Shot,[],1628998,87.33574244415243,94.85294117647058,1610612766,48,58,2021-11-11T02:00:26Z,3080000,224.0,67.0,1,right,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,,,,23.4,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
314,PT01M42.00S,2021-11-11T02:00:22.0Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,48,58,2021-11-11T02:00:26Z,3090000,,,0,,S. Adams REBOUND (Off:5 Def:3),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,313.0,8.0,3.0,5.0,,,,,,,,,,,
315,PT01M32.00S,2021-11-11T02:00:32.7Z,2,REGULAR,turnover,bad pass,[],1629001,,,1610612763,48,58,2021-11-11T02:00:46Z,3100000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1628998]",1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,1.0,Martin,1628998.0,,,,,
316,PT01M32.00S,2021-11-11T02:00:32.7Z,2,REGULAR,steal,,[],1628998,,,1610612766,48,58,2021-11-11T02:00:34Z,3110000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
317,PT01M27.00S,2021-11-11T02:00:37.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628998,93.38042049934296,50.98039215686274,1610612766,48,58,2021-11-11T02:01:00Z,3120000,5.0,10.0,1,right,MISS C. Martin running Layup - blocked,"[1628998, 203500]",1610612766.0,CHA,running,,,,,,1.09,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,Adams,203500.0,
318,PT01M27.00S,2021-11-11T02:00:37.3Z,2,REGULAR,block,,[],203500,,,1610612766,48,58,2021-11-11T02:00:39Z,3130000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
319,PT01M22.00S,2021-11-11T02:00:42.3Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,48,58,2021-11-11T02:01:00Z,3140000,,,0,,D. Melton REBOUND (Off:1 Def:4),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,317.0,5.0,4.0,1.0,,,,,,,,,,,
320,PT01M15.00S,2021-11-11T02:00:49.2Z,2,REGULAR,3pt,Jump Shot,[],1628415,33.065045992115635,57.35294117647059,1610612763,48,58,2021-11-11T02:01:06Z,3150000,-37.0,258.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,,,,26.09,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
321,PT01M12.00S,2021-11-11T02:00:52.2Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,48,58,2021-11-11T02:01:06Z,3160000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,320.0,2.0,2.0,0.0,,,,,,,,,,,
322,PT01M06.00S,2021-11-11T02:01:01.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629630,,,1610612766,48,58,2021-11-11T02:01:09Z,3170000,,,0,,J. Morant personal FOUL (1 PF) (Hayward 2 FT),"[1629630, 202330]",1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,202035.0,1.0,0.0,,,,Hayward,202330.0,,,
324,PT01M06.00S,2021-11-11T02:01:30.0Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,48,59,2021-11-11T02:01:30Z,3190000,,,0,,G. Hayward Free Throw 1 of 2 (11 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,11.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
325,PT01M06.00S,2021-11-11T02:01:43.9Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,48,60,2021-11-11T02:01:43Z,3200000,,,0,,G. Hayward Free Throw 2 of 2 (12 PTS),[202330],1610612766.0,CHA,,,,,,,,Made,12.0,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
326,PT00M59.00S,2021-11-11T02:01:57.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,18.873193166885677,35.294117647058826,1610612763,50,60,2021-11-11T02:02:02Z,3210000,74.0,125.0,1,left,J. Jackson Jr. 14' Jump Shot (7 PTS) (D. Melton 1 AST),"[1628991, 1629001]",1610612763.0,MEM,,,,,,,14.49,Made,7.0,Jackson Jr.,J. Jackson Jr.,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,,
328,PT00M42.00S,2021-11-11T02:02:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.9060446780552,51.225490196078425,1610612766,50,60,2021-11-11T02:03:35Z,3230000,6.0,5.0,1,right,MISS M. Bridges driving Layup - blocked,"[1628970, 1628991]",1610612766.0,CHA,driving,,,,,,0.78,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
329,PT00M42.00S,2021-11-11T02:02:18.4Z,2,REGULAR,block,,[],1628991,,,1610612766,50,60,2021-11-11T02:02:20Z,3240000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
330,PT00M38.90S,2021-11-11T02:02:21.5Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,50,60,2021-11-11T02:02:25Z,3250000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,328.0,2.0,1.0,1.0,,,,,,,,,,,
331,PT00M37.30S,2021-11-11T02:02:23.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202330,71.30420499342969,76.9607843137255,1610612766,50,60,2021-11-11T02:02:28Z,3260000,135.0,217.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,,,,25.56,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
332,PT00M37.30S,2021-11-11T02:02:23.2Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,50,60,2021-11-11T02:02:28Z,3270000,,,0,,S. Adams REBOUND (Off:5 Def:4),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,331.0,9.0,4.0,5.0,,,,,,,,,,,
333,PT00M17.00S,2021-11-11T02:02:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629630,9.543363994743759,3.9215686274509802,1610612763,50,60,2021-11-11T02:02:51Z,3280000,230.0,37.0,1,left,MISS J. Morant pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,,,,23.34,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
334,PT00M12.90S,2021-11-11T02:02:47.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,50,60,2021-11-11T02:02:51Z,3290000,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,333.0,4.0,4.0,0.0,,,,,,,,,,,
335,PT00M06.00S,2021-11-11T02:02:54.4Z,2,REGULAR,turnover,bad pass,[],202330,,,1610612766,50,60,2021-11-11T02:02:59Z,3300000,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 1629630]",1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,2.0,Morant,1629630.0,,,,,
336,PT00M06.00S,2021-11-11T02:02:54.4Z,2,REGULAR,steal,,[],1629630,,,1610612763,50,60,2021-11-11T02:02:56Z,3310000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
337,PT00M01.70S,2021-11-11T02:02:59.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,7.835085413929041,49.01960784313725,1610612763,52,60,2021-11-11T02:03:18Z,3320000,5.0,21.0,1,left,D. Brooks running DUNK (12 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,running,,,,,,2.17,Made,12.0,Brooks,D. Brooks,J. Morant,1629630.0,3.0,,,,,,,,,,,,,,,
339,PT00M00.00S,2021-11-11T02:03:21.8Z,2,REGULAR,period,end,[],0,,,1610612766,52,60,2021-11-11T02:03:21Z,3340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-11-11T02:17:14.5Z,3,REGULAR,substitution,out,['startperiod'],1628415,,,1610612766,52,60,2021-11-11T02:18:27Z,3350000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-11-11T02:17:14.5Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,52,60,2021-11-11T02:18:27Z,3360000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-11-11T02:17:14.5Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,52,60,2021-11-11T02:18:27Z,3370000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-11-11T02:17:14.5Z,3,REGULAR,substitution,in,['startperiod'],1630217,,,1610612766,52,60,2021-11-11T02:18:27Z,3380000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-11T02:17:14.5Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,52,60,2021-11-11T02:18:27Z,3390000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-11-11T02:17:14.5Z,3,REGULAR,substitution,in,['startperiod'],1626179,,,1610612766,52,60,2021-11-11T02:18:27Z,3400000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-11-11T02:18:29.9Z,3,REGULAR,period,start,[],0,,,1610612766,52,60,2021-11-11T02:18:29Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M51.00S,2021-11-11T02:18:40.0Z,3,REGULAR,foul,personal,[],1630217,,,1610612766,52,60,2021-11-11T02:18:47Z,3420000,,,0,,D. Bane personal FOUL (4 PF),"[1630217, 202330]",1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,1146.0,4.0,0.0,,,,Hayward,202330.0,,,
350,PT11M47.00S,2021-11-11T02:18:59.9Z,3,REGULAR,3pt,Jump Shot,[],1628970,22.683968462549277,87.99019607843137,1610612766,52,60,2021-11-11T02:19:06Z,3440000,-190.0,161.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,,,,24.88,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
351,PT11M43.00S,2021-11-11T02:19:03.9Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,52,60,2021-11-11T02:19:06Z,3450000,,,0,,D. Melton REBOUND (Off:1 Def:5),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,350.0,6.0,5.0,1.0,,,,,,,,,,,
352,PT11M36.00S,2021-11-11T02:19:11.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,86.67871222076215,47.549019607843135,1610612763,52,60,2021-11-11T02:19:21Z,3460000,-12.0,73.0,1,right,MISS D. Bane 7' driving Layup - blocked,"[1630217, 1626179]",1610612763.0,MEM,driving,,,,,,7.37,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,Rozier,1626179.0,
353,PT11M36.00S,2021-11-11T02:19:11.1Z,3,REGULAR,block,,[],1626179,,,1610612763,52,60,2021-11-11T02:19:13Z,3470000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
354,PT11M36.00S,2021-11-11T02:19:11.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,52,60,2021-11-11T02:19:21Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,
355,PT11M36.00S,2021-11-11T02:19:22.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,52,60,2021-11-11T02:19:22Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
