actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
275,PT06M57.00S,2022-01-01T01:56:24.4Z,2,REGULAR,rebound,offensive,[],203926,,,1610612759,44,44,2022-01-01T01:56:24Z,2700000,,,0,,D. McDermott REBOUND (Off:1 Def:4),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,273.0,5.0,4.0,1.0,,,,,,,,,,,,,,
276,PT06M55.00S,2022-01-01T01:56:25.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630200,84.31340341655716,50.0,1610612759,44,46,2022-01-01T01:56:29Z,2710000,0.0,95.0,1,right,T. Jones 9' driving floating Jump Shot (4 PTS) (D. McDermott 1 AST),"[1630200, 203926]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,9.5,Made,4.0,,,,,,,,,,,,D. McDermott,203926.0,1.0,,,,
278,PT06M33.00S,2022-01-01T01:56:47.7Z,2,REGULAR,3pt,Jump Shot,[],1626145,12.302890932982917,95.83333333333334,1610612763,47,46,2022-01-01T01:56:51Z,2730000,-229.0,63.0,1,left,T. Jones 3PT  (5 PTS) (D. Bane 3 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,23.77,Made,5.0,,,,,,,,,,,,D. Bane,1630217.0,3.0,,,,
280,PT06M17.00S,2022-01-01T01:57:03.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,87.46714848883047,38.72549019607843,1610612759,47,46,2022-01-01T01:57:06Z,2750000,-56.0,65.0,1,right,MISS K. Bates-Diop 8' driving floating Shot - blocked,"[1628966, 1628991]",1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,8.63,Missed,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
281,PT06M17.00S,2022-01-01T01:57:03.7Z,2,REGULAR,block,,[],1628991,,,1610612759,47,46,2022-01-01T01:57:05Z,2760000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M15.00S,2022-01-01T01:57:05.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,47,46,2022-01-01T01:57:06Z,2770000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,280.0,6.0,4.0,2.0,,,,,,,,,,,,,,
283,PT06M01.00S,2022-01-01T01:57:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,14.931011826544022,49.01960784313725,1610612763,47,46,2022-01-01T01:57:26Z,2780000,5.0,88.0,1,left,MISS J. Jackson Jr. 8' floating Shot,[1628991],1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,8.8,Missed,,,,,,,,,,,,,,,,,,,
284,PT05M57.00S,2022-01-01T01:57:24.5Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,47,46,2022-01-01T01:57:26Z,2790000,,,0,,J. Poeltl REBOUND (Off:3 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,283.0,5.0,2.0,3.0,,,,,,,,,,,,,,
285,PT05M52.00S,2022-01-01T01:57:28.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627854,67.49342969776609,59.068627450980394,1610612759,47,46,2022-01-01T01:57:33Z,2800000,45.0,253.0,1,right,MISS B. Forbes 25' 3PT,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
286,PT05M49.00S,2022-01-01T01:57:31.8Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,47,46,2022-01-01T01:57:33Z,2810000,,,0,,S. Adams REBOUND (Off:4 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,285.0,6.0,2.0,4.0,,,,,,,,,,,,,,
287,PT05M38.00S,2022-01-01T01:57:43.0Z,2,REGULAR,3pt,Jump Shot,[],1628991,11.645860709592641,95.34313725490196,1610612763,47,46,2022-01-01T01:57:46Z,2820000,-227.0,57.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
288,PT05M36.00S,2022-01-01T01:57:45.0Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,47,46,2022-01-01T01:57:46Z,2830000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:5),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,287.0,7.0,5.0,2.0,,,,,,,,,,,,,,
289,PT05M33.00S,2022-01-01T01:57:48.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627854,93.51182654402102,50.98039215686274,1610612759,47,46,2022-01-01T01:57:55Z,2840000,5.0,8.0,1,right,MISS B. Forbes running finger roll Layup - blocked,"[1627854, 1628991]",1610612759.0,SAS,running finger roll,,,Forbes,B. Forbes,,,,,0.98,Missed,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
290,PT05M33.00S,2022-01-01T01:57:48.9Z,2,REGULAR,block,,[],1628991,,,1610612759,47,46,2022-01-01T01:57:51Z,2850000,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M31.00S,2022-01-01T01:57:50.9Z,2,REGULAR,rebound,offensive,[],1630200,,,1610612759,47,46,2022-01-01T01:57:55Z,2860000,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,289.0,1.0,0.0,1.0,,,,,,,,,,,,,,
292,PT05M31.00S,2022-01-01T01:57:54.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630200,94.40999984741211,50.0,1610612759,47,48,2022-01-01T01:57:54Z,2870000,0.0,0.0,1,right,T. Jones putback Layup (6 PTS),[1630200],1610612759.0,SAS,putback,,,Jones,T. Jones,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
293,PT05M31.00S,2022-01-01T01:58:01.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,47,48,2022-01-01T01:58:01Z,2880000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,out,[],203937,,,1610612763,47,48,2022-01-01T02:00:40Z,2890000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,47,48,2022-01-01T02:00:40Z,2900000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,out,[],1626145,,,1610612763,47,48,2022-01-01T02:00:40Z,2910000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,out,[],1627854,,,1610612763,47,48,2022-01-01T02:00:40Z,2920000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,out,[],1627751,,,1610612763,47,48,2022-01-01T02:00:40Z,2930000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,out,[],1628966,,,1610612763,47,48,2022-01-01T02:00:40Z,2940000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,in,[],1629681,,,1610612763,47,48,2022-01-01T02:00:40Z,2950000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,47,48,2022-01-01T02:00:40Z,2960000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,47,48,2022-01-01T02:00:40Z,2970000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,in,[],1629022,,,1610612763,47,48,2022-01-01T02:00:40Z,2980000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,in,[],1629640,,,1610612763,47,48,2022-01-01T02:00:40Z,2990000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT05M31.00S,2022-01-01T01:59:38.7Z,2,REGULAR,substitution,in,[],201152,,,1610612763,47,48,2022-01-01T02:00:40Z,3000000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT05M15.00S,2022-01-01T02:01:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630217,28.991458607095925,74.26470588235294,1610612763,47,48,2022-01-01T02:01:15Z,3010000,-121.0,220.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
307,PT05M12.00S,2022-01-01T02:01:13.4Z,2,REGULAR,rebound,offensive,[],1629681,,,1610612763,47,48,2022-01-01T02:10:42Z,3020000,,,0,,K. Tillie REBOUND (Off:1 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,,,
308,PT05M03.00S,2022-01-01T02:01:23.7Z,2,REGULAR,foul,personal,['2freethrow'],201152,,,1610612763,47,48,2022-01-01T02:01:31Z,3030000,,,0,,T. Young shooting personal FOUL (1 PF) (Adams 2 FT),"[201152, 203500]",1610612759.0,SAS,shooting,,,Young,T. Young,,,,,,,,,,,,1201.0,1.0,0.0,Adams,203500.0,,,,,,,,,
310,PT05M03.00S,2022-01-01T02:01:51.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,47,48,2022-01-01T02:01:51Z,3050000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
311,PT05M03.00S,2022-01-01T02:01:51.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,47,48,2022-01-01T02:01:51Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,
312,PT05M03.00S,2022-01-01T02:02:08.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,48,48,2022-01-01T02:02:08Z,3070000,,,0,,S. Adams Free Throw 2 of 2 (7 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
313,PT04M50.00S,2022-01-01T02:02:23.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,81.8166885676741,40.44117647058824,1610612759,48,48,2022-01-01T02:02:27Z,3080000,-48.0,118.0,1,right,MISS K. Johnson 12' pullup Shot,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,12.77,Missed,,,,,,,,,,,,,,,,,,,
314,PT04M47.00S,2022-01-01T02:02:26.1Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,48,48,2022-01-01T02:02:27Z,3090000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,313.0,2.0,2.0,0.0,,,,,,,,,,,,,,
315,PT04M41.00S,2022-01-01T02:02:31.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.251642575558476,45.588235294117645,1610612763,48,48,2022-01-01T02:02:34Z,3100000,22.0,53.0,1,left,MISS D. Bane driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,,
316,PT04M38.00S,2022-01-01T02:02:34.7Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,48,48,2022-01-01T02:02:34Z,3110000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,315.0,2.0,2.0,0.0,,,,,,,,,,,,,,
317,PT04M29.00S,2022-01-01T02:02:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629640,69.99014454664915,74.01960784313727,1610612759,48,51,2022-01-01T02:02:47Z,3120000,120.0,230.0,1,right,K. Johnson 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1629640, 1630200]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,25.91,Made,3.0,,,,,,,,,,,,T. Jones,1630200.0,1.0,,,,
319,PT04M09.00S,2022-01-01T02:03:04.3Z,2,REGULAR,foul,personal,[],1630200,,,1610612763,48,51,2022-01-01T02:03:12Z,3140000,,,0,,T. Jones personal FOUL (2 PF),"[1630200, 203500]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,1201.0,2.0,0.0,Adams,203500.0,,,,,,,,,
321,PT04M09.00S,2022-01-01T02:03:14.5Z,2,REGULAR,substitution,out,[],203926,,,1610612763,48,51,2022-01-01T02:03:19Z,3160000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT04M09.00S,2022-01-01T02:03:14.5Z,2,REGULAR,substitution,in,[],1630170,,,1610612763,48,51,2022-01-01T02:03:19Z,3170000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT04M06.00S,2022-01-01T02:03:35.3Z,2,REGULAR,foul,personal,[],201152,,,1610612763,48,51,2022-01-01T02:03:38Z,3180000,,,0,,T. Young personal FOUL (2 PF),"[201152, 203500]",1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,1628485.0,2.0,0.0,Adams,203500.0,,,,,,,,,
325,PT03M59.00S,2022-01-01T02:03:56.0Z,2,REGULAR,2pt,Jump Shot,[],1630217,25.18068331143233,49.50980392156863,1610612763,50,51,2022-01-01T02:03:59Z,3200000,2.0,184.0,1,left,D. Bane 18' Jump Shot (6 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,18.42,Made,6.0,,,,,,,,,,,,J. Morant,1629630.0,2.0,,,,
327,PT03M45.00S,2022-01-01T02:04:10.1Z,2,REGULAR,3pt,Jump Shot,[],1630200,67.09921156373193,42.8921568627451,1610612759,50,54,2022-01-01T02:04:12Z,3220000,-36.0,257.0,1,right,T. Jones 25' 3PT  (9 PTS) (T. Young 1 AST),"[1630200, 201152]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,25.92,Made,9.0,,,,,,,,,,,,T. Young,201152.0,1.0,,,,
329,PT03M32.00S,2022-01-01T02:04:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,16.507884362680684,50.98039215686274,1610612763,52,54,2022-01-01T02:04:26Z,3240000,-5.0,103.0,1,left,J. Morant 10' turnaround Jump Shot (12 PTS),[1629630],1610612763.0,MEM,turnaround,,,Morant,J. Morant,,,,,10.28,Made,12.0,,,,,,,,,,,,,,,,,,
330,PT03M22.00S,2022-01-01T02:04:32.7Z,2,REGULAR,2pt,Jump Shot,[],1629022,73.40670170827858,41.42156862745098,1610612759,52,54,2022-01-01T02:04:36Z,3250000,-43.0,197.0,1,right,MISS L. Walker IV 20' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,20.21,Missed,,,,,,,,,,,,,,,,,,,
331,PT03M19.00S,2022-01-01T02:04:35.7Z,2,REGULAR,rebound,defensive,[],1629681,,,1610612763,52,54,2022-01-01T02:04:36Z,3260000,,,0,,K. Tillie REBOUND (Off:1 Def:2),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,330.0,3.0,2.0,1.0,,,,,,,,,,,,,,
332,PT03M14.00S,2022-01-01T02:04:41.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.1268068331143235,53.67647058823529,1610612763,52,54,2022-01-01T02:04:46Z,3270000,-18.0,5.0,1,left,MISS J. Morant running reverse Layup,[1629630],1610612763.0,MEM,running reverse,,,Morant,J. Morant,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
333,PT03M11.00S,2022-01-01T02:04:43.7Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,52,54,2022-01-01T02:04:43Z,3280000,,,0,,S. Adams REBOUND (Off:5 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,332.0,7.0,2.0,5.0,,,,,,,,,,,,,,
334,PT03M11.00S,2022-01-01T02:04:43.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,52,54,2022-01-01T02:04:48Z,3290000,0.0,0.0,1,left,MISS S. Adams tip Layup,[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
335,PT03M09.00S,2022-01-01T02:04:45.7Z,2,REGULAR,rebound,defensive,[],201152,,,1610612759,52,54,2022-01-01T02:04:48Z,3300000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,334.0,1.0,1.0,0.0,,,,,,,,,,,,,,
336,PT03M04.00S,2022-01-01T02:04:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,91.27792378449409,45.09803921568628,1610612759,52,56,2022-01-01T02:04:57Z,3310000,-25.0,29.0,1,right,D. Vassell driving Layup (4 PTS) (T. Jones 2 AST),"[1630170, 1630200]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,3.83,Made,4.0,,,,,,,,,,,,T. Jones,1630200.0,2.0,,,,
338,PT02M41.00S,2022-01-01T02:05:13.0Z,2,REGULAR,3pt,Jump Shot,[],1629630,24.392247043363994,84.80392156862744,1610612763,55,56,2022-01-01T02:05:16Z,3330000,-174.0,177.0,1,left,J. Morant 24' 3PT  (15 PTS) (K. Tillie 2 AST),"[1629630, 1629681]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,24.81,Made,15.0,,,,,,,,,,,,K. Tillie,1629681.0,2.0,,,,
340,PT02M23.00S,2022-01-01T02:05:31.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.72339027595268,45.588235294117645,1610612759,55,56,2022-01-01T02:05:38Z,3350000,-22.0,16.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
341,PT02M20.00S,2022-01-01T02:05:34.7Z,2,REGULAR,rebound,offensive,[],201152,,,1610612759,55,56,2022-01-01T02:06:18Z,3360000,,,0,,T. Young REBOUND (Off:1 Def:1),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,340.0,2.0,1.0,1.0,,,,,,,,,,,,,,
347,PT02M20.00S,2022-01-01T02:05:44.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,55,56,2022-01-01T02:06:26Z,3370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT02M20.00S,2022-01-01T02:05:56.6Z,2,REGULAR,substitution,out,[],1630583,,,1610612759,55,56,2022-01-01T02:06:18Z,3380000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT02M20.00S,2022-01-01T02:05:56.6Z,2,REGULAR,substitution,in,[],1626145,,,1610612759,55,56,2022-01-01T02:06:18Z,3390000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT02M13.00S,2022-01-01T02:06:18.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629640,67.7562417871222,67.8921568627451,1610612759,55,56,2022-01-01T02:06:30Z,3400000,89.0,251.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
346,PT02M11.00S,2022-01-01T02:06:20.5Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,55,56,2022-01-01T02:06:20Z,3410000,,,0,,T. Jones REBOUND (Off:0 Def:4),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,345.0,4.0,4.0,0.0,,,,,,,,,,,,,,
348,PT02M01.00S,2022-01-01T02:06:29.5Z,2,REGULAR,3pt,Jump Shot,[],1629681,28.465834428383708,73.0392156862745,1610612763,58,56,2022-01-01T02:06:41Z,3420000,-115.0,215.0,1,left,K. Tillie 24' 3PT pullup (3 PTS),[1629681],1610612763.0,MEM,pullup,,,Tillie,K. Tillie,,,,,24.4,Made,3.0,,,,,,,,,,,,,,,,,,
349,PT01M42.00S,2022-01-01T02:06:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,94.03745072273325,51.225490196078425,1610612759,58,56,2022-01-01T02:06:53Z,3430000,6.0,4.0,1,right,MISS L. Walker IV driving Layup,[1629022],1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,0.7,Missed,,,,,,,,,,,,,,,,,,,
350,PT01M40.00S,2022-01-01T02:06:50.8Z,2,REGULAR,rebound,defensive,[],1629681,,,1610612763,58,56,2022-01-01T02:06:53Z,3440000,,,0,,K. Tillie REBOUND (Off:1 Def:3),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,349.0,4.0,3.0,1.0,,,,,,,,,,,,,,
351,PT01M21.00S,2022-01-01T02:07:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.171484888304862,48.529411764705884,1610612763,60,56,2022-01-01T02:07:13Z,3450000,7.0,62.0,1,left,J. Morant 6' driving floating Jump Shot (17 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,6.23,Made,17.0,,,,,,,,,,,,,,,,,,
352,PT01M09.00S,2022-01-01T02:07:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,94.03745072273325,48.77450980392157,1610612759,60,58,2022-01-01T02:07:26Z,3460000,-6.0,4.0,1,right,T. Jones driving finger roll Layup (11 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,0.7,Made,11.0,,,,,,,,,,,,,,,,,,
353,PT00M57.00S,2022-01-01T02:07:37.4Z,2,REGULAR,turnover,traveling,[],1630217,,,1610612763,60,58,2022-01-01T02:07:42Z,3470000,,,0,,D. Bane traveling TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,1201.0,,,,,,,,,,1.0,,,
354,PT00M57.00S,2022-01-01T02:07:41.1Z,2,REGULAR,substitution,out,[],203500,,,1610612759,60,58,2022-01-01T02:07:46Z,3480000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M57.00S,2022-01-01T02:07:41.1Z,2,REGULAR,substitution,in,[],1629634,,,1610612759,60,58,2022-01-01T02:07:46Z,3490000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M39.60S,2022-01-01T02:08:10.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,89.43823915900131,43.13725490196079,1610612759,60,58,2022-01-01T02:08:14Z,3500000,-34.0,47.0,1,right,MISS K. Johnson driving Layup - blocked,"[1629640, 1629681]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,5.8,Missed,,,,,,,,,,,Tillie,1629681.0,,,,,,,
357,PT00M39.60S,2022-01-01T02:08:10.3Z,2,REGULAR,block,,[],1629681,,,1610612759,60,58,2022-01-01T02:08:13Z,3510000,,,0,,K. Tillie BLOCK (2 BLK),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M35.40S,2022-01-01T02:08:14.5Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,60,58,2022-01-01T02:08:14Z,3520000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,,,,,
359,PT00M33.40S,2022-01-01T02:08:16.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,34.37910643889619,27.205882352941174,1610612763,63,58,2022-01-01T02:08:24Z,3530000,114.0,271.0,1,left,J. Morant 29' 3PT running pullup (20 PTS),[1629630],1610612763.0,MEM,running pullup,,,Morant,J. Morant,,,,,29.37,Made,20.0,,,,,,,,,,,,,,,,,,
360,PT00M26.20S,2022-01-01T02:08:25.6Z,2,REGULAR,3pt,Jump Shot,[],1629022,77.08607095926413,9.803921568627452,1610612759,63,61,2022-01-01T02:08:28Z,3540000,-201.0,163.0,1,right,L. Walker IV 25' 3PT  (9 PTS) (T. Jones 3 AST),"[1629022, 1630200]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.87,Made,9.0,,,,,,,,,,,,T. Jones,1630200.0,3.0,,,,
