actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT05M08.00S,2022-01-07T01:23:45.2Z,1,REGULAR,3pt,Jump Shot,[],1628977,66.83639947437582,31.372549019607842,1610612765,21,8,2022-01-07T01:23:52Z,910000,-93.0,259.0,1,right,MISS H. Diallo 27' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,
92,PT05M04.00S,2022-01-07T01:23:49.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,21,8,2022-01-07T01:23:52Z,920000,,,0,,J. Morant REBOUND (Off:2 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,91.0,5.0,3.0,2.0,,,,,,,
93,PT05M02.00S,2022-01-07T01:23:51.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630533,8.09789750328515,37.00980392156863,1610612763,23,8,2022-01-07T01:23:55Z,930000,65.0,24.0,1,left,Z. Williams 6' turnaround fadeaway Jump Shot (11 PTS) (J. Morant 2 AST),"[1630533, 1629630]",1610612763.0,MEM,turnaround fadeaway,,,Williams,Z. Williams,,,,,,6.92,Made,11.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
95,PT04M40.00S,2022-01-07T01:24:12.5Z,1,REGULAR,2pt,Jump Shot,[],1628977,79.31997371879106,49.26470588235294,1610612765,23,8,2022-01-07T01:24:20Z,950000,-4.0,142.0,1,right,MISS H. Diallo 14' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,
96,PT04M33.00S,2022-01-07T01:24:19.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,23,8,2022-01-07T01:24:20Z,960000,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,95.0,4.0,4.0,0.0,,,,,,,
97,PT04M29.00S,2022-01-07T01:24:23.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,31.225361366622867,35.049019607843135,1610612763,23,8,2022-01-07T01:24:28Z,970000,75.0,241.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
98,PT04M24.00S,2022-01-07T01:24:28.3Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,23,8,2022-01-07T01:24:28Z,980000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,
99,PT04M19.00S,2022-01-07T01:24:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628367,86.41590013140605,50.49019607843137,1610612765,23,8,2022-01-07T01:24:38Z,990000,2.0,75.0,1,right,MISS J. Jackson 7' driving floating Shot,[1628367],1610612765.0,DET,driving floating,,,Jackson,J. Jackson,,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2022-01-07T01:24:37.6Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,23,8,2022-01-07T01:24:38Z,1000000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,
101,PT04M11.00S,2022-01-07T01:24:41.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.783837056504599,47.794117647058826,1610612763,25,8,2022-01-07T01:24:47Z,1010000,11.0,11.0,1,left,J. Morant running finger roll Layup (8 PTS) (D. Melton 1 AST),"[1629630, 1629001]",1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,,1.58,Made,8.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
103,PT04M04.00S,2022-01-07T01:24:52.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,25,8,2022-01-07T01:24:52Z,1030000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,out,[],203500,,,1610612765,25,8,2022-01-07T01:27:31Z,1040000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,out,[],1630533,,,1610612765,25,8,2022-01-07T01:27:31Z,1050000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,25,8,2022-01-07T01:27:31Z,1060000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,25,8,2022-01-07T01:27:31Z,1070000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612765,25,8,2022-01-07T01:27:31Z,1080000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,in,[],1629681,,,1610612765,25,8,2022-01-07T01:27:31Z,1090000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,in,[],1630568,,,1610612765,25,8,2022-01-07T01:27:31Z,1100000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M04.00S,2022-01-07T01:27:00.5Z,1,REGULAR,substitution,in,[],1629620,,,1610612765,25,8,2022-01-07T01:27:31Z,1110000,,,0,,SUB in: J. Robinson,[1629620],1610612765.0,DET,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M47.00S,2022-01-07T01:27:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628367,94.56307490144546,49.754901960784316,1610612765,25,10,2022-01-07T01:28:01Z,1120000,-1.0,-1.0,1,right,J. Jackson cutting DUNK (2 PTS) (J. Robinson 1 AST),"[1628367, 1629620]",1610612765.0,DET,cutting,,,Jackson,J. Jackson,,,,,,0.18,Made,2.0,J. Robinson,1629620.0,1.0,,,,,,,,,,,,,,
114,PT03M25.00S,2022-01-07T01:28:23.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,25,10,2022-01-07T01:28:23Z,1140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M25.00S,2022-01-07T01:28:23.7Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,25,10,2022-01-07T01:28:30Z,1150000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M25.00S,2022-01-07T01:28:23.7Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,25,10,2022-01-07T01:28:30Z,1160000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M23.00S,2022-01-07T01:28:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629001,10.726018396846255,96.07843137254902,1610612763,25,10,2022-01-07T01:28:51Z,1170000,-230.0,48.0,1,left,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,
118,PT03M17.00S,2022-01-07T01:28:50.9Z,1,REGULAR,rebound,offensive,[],1629681,,,1610612763,25,10,2022-01-07T01:36:11Z,1180000,,,0,,K. Tillie REBOUND (Off:1 Def:0),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,117.0,1.0,0.0,1.0,,,,,,,
119,PT03M16.00S,2022-01-07T01:28:51.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,32.013797634691194,43.872549019607845,1610612763,25,10,2022-01-07T01:28:57Z,1190000,31.0,248.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,
120,PT03M10.00S,2022-01-07T01:28:57.0Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,25,10,2022-01-07T01:28:57Z,1200000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,
121,PT03M09.00S,2022-01-07T01:29:00.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,25,10,2022-01-07T01:29:00Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M08.00S,2022-01-07T01:29:22.5Z,1,REGULAR,turnover,out-of-bounds,[],1628367,,,1610612765,25,10,2022-01-07T01:36:46Z,1220000,,,0,,J. Jackson bad pass out-of-bounds TURNOVER (1 TO),[1628367],1610612765.0,DET,bad pass,,,Jackson,J. Jackson,,,,,203177.0,,,,,,,1.0,,,,,,,,,,,,,
123,PT02M56.00S,2022-01-07T01:29:40.0Z,1,REGULAR,turnover,bad pass,[],1626145,,,1610612763,25,10,2022-01-07T01:29:43Z,1230000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1626168]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,1.0,Lyles,1626168.0,,,,,,,,,,,
124,PT02M56.00S,2022-01-07T01:29:40.0Z,1,REGULAR,steal,,[],1626168,,,1610612765,25,10,2022-01-07T01:29:42Z,1240000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2022-01-07T01:29:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628367,93.38042049934296,49.26470588235294,1610612765,25,10,2022-01-07T01:29:49Z,1250000,-4.0,10.0,1,right,MISS J. Jackson running finger roll Layup - blocked,"[1628367, 1629001]",1610612765.0,DET,running finger roll,,,Jackson,J. Jackson,,,,,,1.04,Missed,,,,,,,,,,,,Melton,1629001.0,,,,,
126,PT02M51.00S,2022-01-07T01:29:44.4Z,1,REGULAR,block,,[],1629001,,,1610612765,25,10,2022-01-07T01:29:47Z,1260000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M46.00S,2022-01-07T01:29:49.4Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,25,10,2022-01-07T01:29:49Z,1270000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
128,PT02M44.00S,2022-01-07T01:29:51.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629681,30.305519053876477,25.98039215686275,1610612763,25,10,2022-01-07T01:29:55Z,1280000,120.0,232.0,1,left,MISS K. Tillie 26' running 3PT,[1629681],1610612763.0,MEM,running,,,Tillie,K. Tillie,,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2022-01-07T01:29:55.5Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,25,10,2022-01-07T01:29:55Z,1290000,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,
130,PT02M36.00S,2022-01-07T01:29:59.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629620,77.7431011826544,49.01960784313725,1610612765,25,10,2022-01-07T01:30:09Z,1300000,-5.0,157.0,1,right,MISS J. Robinson 15' pullup Shot,[1629620],1610612765.0,DET,pullup,,,Robinson,J. Robinson,,,,,,15.68,Missed,,,,,,,,,,,,,,,,,,
131,PT02M32.00S,2022-01-07T01:30:03.7Z,1,REGULAR,rebound,defensive,[],1629681,,,1610612763,25,10,2022-01-07T01:30:09Z,1310000,,,0,,K. Tillie REBOUND (Off:1 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,
132,PT02M28.00S,2022-01-07T01:30:08.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626145,31.488173455978973,40.19607843137255,1610612763,28,10,2022-01-07T01:30:12Z,1320000,49.0,243.0,1,left,T. Jones 24' 3PT  (3 PTS) (D. Melton 2 AST),"[1626145, 1629001]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,24.84,Made,3.0,D. Melton,1629001.0,2.0,,,,,,,,,,,,,,
134,PT02M08.00S,2022-01-07T01:30:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,90.48948751642575,62.00980392156863,1610612765,28,12,2022-01-07T01:30:31Z,1340000,60.0,37.0,1,right,T. Lyles 7' turnaround fadeaway Jump Shot (2 PTS) (L. Garza 1 AST),"[1626168, 1630568]",1610612765.0,DET,turnaround fadeaway,,,Lyles,T. Lyles,,,,,,7.04,Made,2.0,L. Garza,1630568.0,1.0,,,,,,,,,,,,,,
136,PT02M01.00S,2022-01-07T01:30:35.9Z,1,REGULAR,turnover,lost ball,[],1629001,,,1610612763,28,12,2022-01-07T01:30:38Z,1360000,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 1628367]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,1.0,Jackson,1628367.0,,,,,,,,,,,
375,PT02M01.00S,2022-01-07T01:30:35.9Z,1,REGULAR,steal,,[],1628367,,,1610612765,28,12,2022-01-07T02:14:00Z,1370000,,,0,,J. Jackson STEAL (1 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M00.00S,2022-01-07T01:30:46.0Z,1,REGULAR,foul,personal,[],1629634,,,1610612765,28,12,2022-01-07T01:31:00Z,1380000,,,0,,B. Clarke loose ball personal FOUL (1 PF),"[1629634, 1628367]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,1628171.0,,,,,,,,,,,,,,,,1.0,0.0,Jackson,1628367.0,
140,PT01M50.00S,2022-01-07T01:31:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630568,92.06636005256242,44.6078431372549,1610612765,28,12,2022-01-07T01:31:21Z,1400000,-27.0,22.0,1,right,MISS L. Garza Layup - blocked,"[1630568, 1629634]",1610612765.0,DET,,,,Garza,L. Garza,,,,,,3.49,Missed,,,,,,,,,,,,Clarke,1629634.0,,,,,
141,PT01M50.00S,2022-01-07T01:31:15.3Z,1,REGULAR,block,,[],1629634,,,1610612765,28,12,2022-01-07T01:31:17Z,1410000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M47.00S,2022-01-07T01:31:18.3Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,28,12,2022-01-07T01:31:21Z,1420000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,
143,PT01M43.00S,2022-01-07T01:31:23.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626145,18.347568988173457,60.5392156862745,1610612763,30,12,2022-01-07T01:31:26Z,1430000,-53.0,120.0,1,left,T. Jones 13' pullup Jump Shot (5 PTS) (D. Melton 3 AST),"[1626145, 1629001]",1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,,13.11,Made,5.0,D. Melton,1629001.0,3.0,,,,,,,,,,,,,,
145,PT01M27.00S,2022-01-07T01:31:41.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630583,,,1610612765,30,12,2022-01-07T01:31:48Z,1450000,,,0,,S. Aldama shooting personal FOUL (1 PF) (Lyles 2 FT),"[1630583, 1626168]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,1830.0,,,,,,,,,,,,,,,,1.0,0.0,Lyles,1626168.0,
147,PT01M27.00S,2022-01-07T01:32:13.6Z,1,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,30,13,2022-01-07T01:32:13Z,1470000,,,0,,T. Lyles Free Throw 1 of 2 (3 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
148,PT01M27.00S,2022-01-07T01:32:17.6Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,30,13,2022-01-07T01:32:27Z,1480000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M27.00S,2022-01-07T01:32:17.6Z,1,REGULAR,substitution,in,[],1630240,,,1610612765,30,13,2022-01-07T01:32:27Z,1490000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M27.00S,2022-01-07T01:32:33.2Z,1,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,30,14,2022-01-07T01:32:33Z,1500000,,,0,,T. Lyles Free Throw 2 of 2 (4 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
151,PT01M08.00S,2022-01-07T01:32:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,5.601182654402102,47.30392156862745,1610612763,30,14,2022-01-07T02:20:03Z,1510000,13.0,0.0,1,left,MISS D. Melton driving finger roll Layup,[1629001],1610612763.0,MEM,driving finger roll,,,Melton,D. Melton,,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,
152,PT01M05.00S,2022-01-07T01:32:55.2Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,30,14,2022-01-07T01:32:57Z,1520000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,
153,PT00M59.70S,2022-01-07T01:33:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,92.9862023653088,48.03921568627451,1610612765,30,16,2022-01-07T02:24:05Z,1530000,-10.0,13.0,1,right,S. Lee cutting finger roll Layup (2 PTS) (J. Robinson 2 AST),"[1630240, 1629620]",1610612765.0,DET,cutting finger roll,,,Lee,S. Lee,,,,,,1.66,Made,2.0,J. Robinson,1629620.0,2.0,,,,,,,,,,,,,,
155,PT00M42.80S,2022-01-07T01:33:23.9Z,1,REGULAR,2pt,Jump Shot,[],1626145,12.171484888304862,68.62745098039215,1610612763,32,16,2022-01-07T01:33:28Z,1550000,-93.0,62.0,1,left,T. Jones 11' driving floating bank Jump Shot (7 PTS),[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,,11.18,Made,7.0,,,,,,,,,,,,,,,,,
156,PT00M33.80S,2022-01-07T01:33:35.7Z,1,REGULAR,3pt,Jump Shot,[],1626168,70.77858081471747,74.75490196078431,1610612765,32,16,2022-01-07T01:33:40Z,1560000,124.0,222.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
157,PT00M30.20S,2022-01-07T01:33:39.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,32,16,2022-01-07T01:33:40Z,1570000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,
158,PT00M11.70S,2022-01-07T01:33:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,15.456636005256241,3.9215686274509802,1610612763,32,16,2022-01-07T01:34:01Z,1580000,230.0,93.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,
159,PT00M08.80S,2022-01-07T01:34:00.4Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,32,16,2022-01-07T01:34:00Z,1590000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,
160,PT00M02.60S,2022-01-07T01:34:08.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612765,32,16,2022-01-07T01:34:14Z,1600000,,,0,,D. Melton shooting personal FOUL (1 PF) (Lee 2 FT),"[1629001, 1630240]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Lee,1630240.0,
162,PT00M02.60S,2022-01-07T01:34:32.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630240,,,1610612765,32,17,2022-01-07T01:34:32Z,1620000,,,0,,S. Lee Free Throw 1 of 2 (3 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
163,PT00M02.60S,2022-01-07T01:34:52.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630240,,,1610612765,32,18,2022-01-07T01:34:52Z,1630000,,,0,,S. Lee Free Throw 2 of 2 (4 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-01-07T01:35:15.7Z,1,REGULAR,period,end,[],0,,,1610612763,32,18,2022-01-07T01:35:15Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-07T01:36:56.3Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,32,18,2022-01-07T01:37:22Z,1670000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-07T01:36:56.3Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,32,18,2022-01-07T01:37:22Z,1680000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-01-07T01:36:56.3Z,2,REGULAR,substitution,out,['startperiod'],1629620,,,1610612763,32,18,2022-01-07T01:37:22Z,1690000,,,0,,SUB out: J. Robinson,[1629620],1610612765.0,DET,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-01-07T01:36:56.3Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,32,18,2022-01-07T01:37:22Z,1700000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-01-07T01:36:56.3Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612763,32,18,2022-01-07T01:37:22Z,1710000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-07T01:36:56.3Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612763,32,18,2022-01-07T01:37:22Z,1720000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-07T01:37:42.3Z,2,REGULAR,period,start,[],0,,,1610612765,32,18,2022-01-07T01:37:42Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M46.00S,2022-01-07T01:37:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,94.1688567674113,51.470588235294116,1610612765,32,20,2022-01-07T01:37:59Z,1740000,7.0,2.0,1,right,L. Garza cutting Layup (2 PTS) (C. Cunningham 2 AST),"[1630568, 1630595]",1610612765.0,DET,cutting,,,Garza,L. Garza,,,,,,0.77,Made,2.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
176,PT11M46.00S,2022-01-07T01:37:59.2Z,2,REGULAR,foul,personal,['1freethrow'],1629681,,,1610612765,32,20,2022-01-07T01:38:06Z,1760000,,,0,,K. Tillie shooting personal FOUL (1 PF) (Garza 1 FT),"[1629681, 1630568]",1610612763.0,MEM,shooting,,,Tillie,K. Tillie,,,,,1628171.0,,,,,,,,,,,,,,,,1.0,0.0,Garza,1630568.0,
178,PT11M46.00S,2022-01-07T01:38:25.3Z,2,REGULAR,freethrow,1 of 1,[],1630568,,,1610612765,32,21,2022-01-07T01:38:25Z,1780000,,,0,,L. Garza Free Throw 1 of 1 (3 PTS),[1630568],1610612765.0,DET,,,,Garza,L. Garza,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
179,PT11M31.00S,2022-01-07T01:38:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,7.703679369250986,47.30392156862745,1610612763,34,21,2022-01-07T01:38:46Z,1790000,13.0,20.0,1,left,B. Clarke Layup (2 PTS) (D. Brooks 3 AST),"[1629634, 1628415]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,2.4,Made,2.0,D. Brooks,1628415.0,3.0,,,,,,,,,,,,,,
181,PT11M23.00S,2022-01-07T01:38:52.7Z,2,REGULAR,violation,kicked ball,[],1629681,,,1610612765,34,21,2022-01-07T01:38:57Z,1810000,,,0,,K. Tillie kicked ball VIOLATION,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,1628171.0,,,,,,,,,,,,,,,,,,,,
