actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
180,PT11M09.00S,2022-03-29T00:41:21.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,20,16,2022-03-29T00:44:43Z,1800000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
181,PT11M01.00S,2022-03-29T00:41:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.514454664914586,42.64705882352941,1610612763,20,16,2022-03-29T00:41:33Z,1810000,37.0,56.0,1,left,MISS D. Bane 6' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,6.68,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M59.00S,2022-03-29T00:41:32.3Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,20,16,2022-03-29T00:41:32Z,1820000,,,0,,B. Clarke REBOUND (Off:2 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,181.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
183,PT10M58.00S,2022-03-29T00:41:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,9.017739816031538,49.01960784313725,1610612763,20,16,2022-03-29T00:41:36Z,1830000,5.0,32.0,1,left,MISS B. Clarke putback Layup - blocked,"[1629634, 202357]",1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,3.27,Missed,,,,,,,,,,,,,,,Bjelica,202357.0,,,
184,PT10M58.00S,2022-03-29T00:41:33.3Z,2,REGULAR,block,,[],202357,,,1610612763,20,16,2022-03-29T00:41:35Z,1840000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M54.00S,2022-03-29T00:41:37.3Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,20,16,2022-03-29T00:41:36Z,1850000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
186,PT10M45.00S,2022-03-29T00:41:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,90.62089356110381,37.745098039215684,1610612744,20,16,2022-03-29T00:41:49Z,1860000,-61.0,36.0,1,right,MISS D. Lee 7' driving floating Shot,[1627814],1610612744.0,GSW,driving floating,,,Lee,D. Lee,,,,,7.09,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M42.00S,2022-03-29T00:41:49.5Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,20,16,2022-03-29T00:41:49Z,1870000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,186.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
188,PT10M40.00S,2022-03-29T00:41:54.1Z,2,REGULAR,foul,personal,['2freethrow'],1629185,,,1610612763,20,16,2022-03-29T00:42:10Z,1880000,,,0,,C. Chiozza shooting personal FOUL (2 PF) (Bane 2 FT),"[1629185, 1630217]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,1155.0,2.0,0.0,Bane,1630217.0,,,,,,
190,PT10M40.00S,2022-03-29T00:42:16.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630217,,,1610612763,20,16,2022-03-29T00:42:16Z,1900000,,,0,,MISS D. Bane Free Throw 1 of 2,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M40.00S,2022-03-29T00:42:16.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,20,16,2022-03-29T00:42:16Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,
192,PT10M40.00S,2022-03-29T00:42:31.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630217,,,1610612763,21,16,2022-03-29T00:42:31Z,1920000,,,0,,D. Bane Free Throw 2 of 2 (3 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
193,PT10M21.00S,2022-03-29T00:42:52.2Z,2,REGULAR,3pt,Jump Shot,[],2738,70.12155059132719,72.79411764705883,1610612744,21,16,2022-03-29T00:42:57Z,1930000,114.0,228.0,1,right,MISS A. Iguodala 25' pullup 3PT,[2738],1610612744.0,GSW,pullup,,,Iguodala,A. Iguodala,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M19.00S,2022-03-29T00:42:54.2Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,21,16,2022-03-29T00:42:57Z,1940000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
195,PT10M12.00S,2022-03-29T00:43:03.1Z,2,REGULAR,turnover,traveling,[],1628415,,,1610612763,21,16,2022-03-29T00:43:07Z,1950000,,,0,,D. Brooks traveling TURNOVER (1 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,202035.0,,,,,,,,1.0,,
196,PT09M57.00S,2022-03-29T00:43:30.8Z,2,REGULAR,turnover,traveling,[],1629185,,,1610612744,21,16,2022-03-29T00:43:36Z,1960000,,,0,,C. Chiozza traveling TURNOVER (2 TO),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,2004.0,,,,,,,,2.0,,
197,PT09M45.00S,2022-03-29T00:43:59.5Z,2,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612763,21,16,2022-03-29T00:44:08Z,1970000,,,0,,D. Lee shooting personal FOUL (1 PF) (Clarke 2 FT),"[1627814, 1629634]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,,,,,,202035.0,1.0,0.0,Clarke,1629634.0,,,,,,
199,PT09M45.00S,2022-03-29T00:44:20.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629634,,,1610612763,22,16,2022-03-29T00:44:20Z,1990000,,,0,,B. Clarke Free Throw 1 of 2 (6 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
200,PT09M45.00S,2022-03-29T00:44:32.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629634,,,1610612763,23,16,2022-03-29T00:44:32Z,2000000,,,0,,B. Clarke Free Throw 2 of 2 (7 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
201,PT09M35.00S,2022-03-29T00:44:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629185,92.85479632063075,45.83333333333333,1610612744,23,16,2022-03-29T00:45:39Z,2010000,-21.0,15.0,1,right,MISS C. Chiozza driving reverse Layup - blocked,"[1629185, 1629634]",1610612744.0,GSW,driving reverse,,,Chiozza,C. Chiozza,,,,,2.55,Missed,,,,,,,,,,,,,,,Clarke,1629634.0,,,
213,PT09M35.00S,2022-03-29T00:44:44.3Z,2,REGULAR,block,,[],1629634,,,1610612744,23,16,2022-03-29T00:46:42Z,2015000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M35.00S,2022-03-29T00:44:44.3Z,2,REGULAR,rebound,offensive,[],2738,,,1610612744,23,16,2022-03-29T00:45:39Z,2020000,,,0,,A. Iguodala REBOUND (Off:1 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,201.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
203,PT09M35.00S,2022-03-29T00:44:48.5Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612744,23,16,2022-03-29T00:44:59Z,2030000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Iguodala 2 FT),"[1629634, 2738]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,,,2004.0,1.0,0.0,Iguodala,2738.0,,,,,,
205,PT09M35.00S,2022-03-29T00:45:10.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],2738,,,1610612744,23,16,2022-03-29T00:45:10Z,2050000,,,0,,MISS A. Iguodala Free Throw 1 of 2,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
206,PT09M35.00S,2022-03-29T00:45:10.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,23,16,2022-03-29T00:45:10Z,2060000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,205.0,,,,,,,,,,,,,,,,,,
207,PT09M35.00S,2022-03-29T00:45:25.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],2738,,,1610612744,23,17,2022-03-29T00:45:25Z,2070000,,,0,,A. Iguodala Free Throw 2 of 2 (4 PTS),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
208,PT09M21.00S,2022-03-29T00:45:39.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629723,6.1268068331143235,49.50980392156863,1610612763,25,17,2022-03-29T00:45:43Z,2080000,2.0,5.0,1,left,J. Konchar driving DUNK (2 PTS) (D. Bane 1 AST),"[1629723, 1630217]",1610612763.0,MEM,driving,,,Konchar,J. Konchar,,,,,0.57,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,
210,PT09M03.00S,2022-03-29T00:46:02.2Z,2,REGULAR,turnover,3-second-violation,[],202357,,,1610612744,25,17,2022-03-29T00:46:11Z,2100000,,,0,,N. Bjelica 3-second-violation TURNOVER (2 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,2004.0,,,,,,,,2.0,,
211,PT08M51.00S,2022-03-29T00:46:28.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,20.18725361366623,73.77450980392157,1610612763,27,17,2022-03-29T00:46:32Z,2110000,-119.0,137.0,1,left,D. Brooks 18' pullup Jump Shot (2 PTS) (J. Konchar 1 AST),"[1628415, 1629723]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,18.16,Made,,,,,2.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,
214,PT08M31.00S,2022-03-29T00:46:52.4Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612744,27,17,2022-03-29T00:47:05Z,2130000,,,0,,B. Clarke shooting personal FOUL (2 PF) (Moody 2 FT),"[1629634, 1630541]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,,,1155.0,2.0,0.0,Moody,1630541.0,,,,,,
216,PT08M31.00S,2022-03-29T00:47:23.8Z,2,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,27,18,2022-03-29T00:47:23Z,2150000,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
217,PT08M31.00S,2022-03-29T00:47:24.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612744,27,18,2022-03-29T00:47:30Z,2160000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2022-03-29T00:47:24.4Z,2,REGULAR,substitution,in,[],203937,,,1610612744,27,18,2022-03-29T00:47:30Z,2170000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M31.00S,2022-03-29T00:47:43.0Z,2,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,27,18,2022-03-29T00:47:43Z,2180000,,,0,,MISS M. Moody Free Throw 2 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M29.00S,2022-03-29T00:47:44.4Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,27,18,2022-03-29T00:47:44Z,2190000,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,219.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
221,PT08M18.00S,2022-03-29T00:47:55.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,16.770696452036795,45.34313725490196,1610612763,27,18,2022-03-29T00:48:00Z,2200000,23.0,105.0,1,left,MISS D. Brooks 10' turnaround fadeaway Shot,[1628415],1610612763.0,MEM,turnaround fadeaway,,,Brooks,D. Brooks,,,,,10.77,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M16.00S,2022-03-29T00:47:57.1Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,27,18,2022-03-29T00:48:00Z,2210000,,,0,,M. Moody REBOUND (Off:0 Def:3),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
223,PT08M11.00S,2022-03-29T00:48:02.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202357,65.65374507227332,40.931372549019606,1610612744,27,21,2022-03-29T00:48:07Z,2220000,-45.0,270.0,1,right,N. Bjelica 27' 3PT  (5 PTS) (A. Iguodala 1 AST),"[202357, 2738]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,27.42,Made,,,,,5.0,A. Iguodala,2738.0,1.0,,,,,,,,,,,
225,PT07M52.00S,2022-03-29T00:48:21.0Z,2,REGULAR,2pt,Jump Shot,[],1628415,18.610381077529567,68.38235294117648,1610612763,29,21,2022-03-29T00:48:24Z,2240000,-92.0,122.0,1,left,D. Brooks 15' pullup Jump Shot (4 PTS) (X. Tillman 1 AST),"[1628415, 1630214]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,15.31,Made,,,,,4.0,X. Tillman,1630214.0,1.0,,,,,,,,,,,
227,PT07M40.00S,2022-03-29T00:48:32.8Z,2,REGULAR,3pt,Jump Shot,[],1630541,70.12155059132719,72.54901960784314,1610612744,29,24,2022-03-29T00:48:36Z,2260000,113.0,228.0,1,right,M. Moody 25' 3PT  (4 PTS) (C. Chiozza 2 AST),"[1630541, 1629185]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,25.47,Made,,,,,4.0,C. Chiozza,1629185.0,2.0,,,,,,,,,,,
229,PT07M20.00S,2022-03-29T00:48:52.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630214,5.863994743758213,50.245098039215684,1610612763,29,24,2022-03-29T00:48:58Z,2280000,-1.0,3.0,1,left,MISS X. Tillman cutting DUNK,[1630214],1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,0.29,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M20.00S,2022-03-29T00:48:54.1Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,29,24,2022-03-29T00:48:54Z,2290000,,,0,,X. Tillman REBOUND (Off:2 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,229.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
231,PT07M20.00S,2022-03-29T00:48:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,7.178055190538765,50.49019607843137,1610612763,29,24,2022-03-29T00:49:02Z,2300000,-2.0,15.0,1,left,MISS X. Tillman putback Layup - blocked,"[1630214, 1630541]",1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,1.52,Missed,,,,,,,,,,,,,,,Moody,1630541.0,,,
233,PT07M20.00S,2022-03-29T00:48:56.1Z,2,REGULAR,block,,[],1630541,,,1610612763,29,24,2022-03-29T00:51:08Z,2305000,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M20.00S,2022-03-29T00:48:56.1Z,2,REGULAR,rebound,offensive,[],1630214,,,1610612763,29,24,2022-03-29T00:49:12Z,2310000,,,0,,X. Tillman REBOUND (Off:3 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,231.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
234,PT07M20.00S,2022-03-29T00:49:12.5Z,2,REGULAR,foul,personal,['2freethrow'],2738,,,1610612763,29,24,2022-03-29T01:10:16Z,2320000,,,0,,A. Iguodala shooting personal FOUL (1 PF) (Tillman 2 FT),"[2738, 1630214]",1610612744.0,GSW,shooting,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,202035.0,1.0,0.0,Tillman,1630214.0,,,,,,
236,PT07M20.00S,2022-03-29T00:49:27.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630214,,,1610612763,30,24,2022-03-29T00:49:27Z,2340000,,,0,,X. Tillman Free Throw 1 of 2 (3 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
237,PT07M20.00S,2022-03-29T00:49:28.3Z,2,REGULAR,substitution,out,[],1627814,,,1610612763,30,24,2022-03-29T00:49:47Z,2350000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M20.00S,2022-03-29T00:49:28.3Z,2,REGULAR,substitution,out,[],2738,,,1610612763,30,24,2022-03-29T00:49:47Z,2360000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M20.00S,2022-03-29T00:49:28.3Z,2,REGULAR,substitution,in,[],203952,,,1610612763,30,24,2022-03-29T00:49:47Z,2370000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M20.00S,2022-03-29T00:49:28.3Z,2,REGULAR,substitution,in,[],1630228,,,1610612763,30,24,2022-03-29T00:49:47Z,2380000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M20.00S,2022-03-29T00:49:27.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630214,,,1610612763,30,24,2022-03-29T01:09:05Z,2390000,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Missed,,,,,,,,,,,,,,,,,,,
242,PT07M14.00S,2022-03-29T00:49:33.5Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,30,24,2022-03-29T01:10:31Z,2400000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
243,PT06M56.00S,2022-03-29T00:50:20.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,91.67214191852825,49.50980392156863,1610612744,30,24,2022-03-29T00:50:24Z,2410000,-2.0,26.0,1,right,MISS N. Bjelica turnaround Shot,[202357],1610612744.0,GSW,turnaround,,,Bjelica,N. Bjelica,,,,,2.59,Missed,,,,,,,,,,,,,,,,,,,
244,PT06M53.00S,2022-03-29T00:50:23.2Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,30,24,2022-03-29T00:50:24Z,2420000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,243.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
245,PT06M53.00S,2022-03-29T00:50:22.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,94.40999984741211,50.0,1610612744,30,24,2022-03-29T00:50:22Z,2430000,0.0,0.0,1,right,MISS N. Bjelica tip Layup,[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
246,PT06M52.00S,2022-03-29T00:50:23.4Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,30,24,2022-03-29T00:50:23Z,2440000,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
247,PT06M46.00S,2022-03-29T00:50:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,14.14257555847569,55.14705882352941,1610612763,32,24,2022-03-29T00:50:35Z,2450000,-26.0,80.0,1,left,K. Anderson 8' pullup Jump Shot (6 PTS),[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,8.44,Made,,,,,6.0,,,,,,,,,,,,,,
248,PT06M46.00S,2022-03-29T00:50:36.0Z,2,REGULAR,foul,personal,['1freethrow'],1629185,,,1610612763,32,24,2022-03-29T00:53:34Z,2460000,,,0,,C. Chiozza shooting personal FOUL (3 PF) (Anderson 1 FT),"[1629185, 203937]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,2004.0,3.0,0.0,Anderson,203937.0,,,,,,
250,PT06M46.00S,2022-03-29T00:50:42.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,32,24,2022-03-29T00:54:13Z,2480000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M46.00S,2022-03-29T00:52:58.7Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,32,24,2022-03-29T00:54:13Z,2490000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M46.00S,2022-03-29T00:52:58.7Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,32,24,2022-03-29T00:54:13Z,2500000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M46.00S,2022-03-29T00:52:58.7Z,2,REGULAR,substitution,out,[],1629185,,,1610612763,32,24,2022-03-29T00:54:13Z,2510000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M46.00S,2022-03-29T00:52:58.7Z,2,REGULAR,substitution,in,[],203500,,,1610612763,32,24,2022-03-29T00:54:13Z,2520000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M46.00S,2022-03-29T00:52:58.7Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,32,24,2022-03-29T00:54:13Z,2530000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M46.00S,2022-03-29T00:52:58.7Z,2,REGULAR,substitution,in,[],1629673,,,1610612763,32,24,2022-03-29T00:54:13Z,2540000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M46.00S,2022-03-29T00:53:58.3Z,2,REGULAR,freethrow,1 of 1,[],203937,,,1610612763,33,24,2022-03-29T00:53:58Z,2550000,,,0,,K. Anderson Free Throw 1 of 1 (7 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
258,PT06M36.00S,2022-03-29T00:54:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630541,69.72733245729303,25.98039215686275,1610612744,33,24,2022-03-29T00:54:14Z,2560000,-120.0,232.0,1,right,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
259,PT06M33.00S,2022-03-29T00:54:13.7Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,33,24,2022-03-29T00:54:14Z,2570000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
260,PT06M29.00S,2022-03-29T00:54:19.1Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1628415,7.440867279894875,42.40196078431372,1610612763,35,24,2022-03-29T00:54:44Z,2580000,38.0,17.0,1,left,D. Brooks driving floating bank Jump Shot (6 PTS),[1628415],1610612763.0,MEM,driving floating bank,,,Brooks,D. Brooks,,,,,4.18,Made,,,,,6.0,,,,,,,,,,,,,,
261,PT06M29.00S,2022-03-29T00:54:22.6Z,2,REGULAR,violation,defensive goaltending,[],1630228,,,1610612763,35,24,2022-03-29T00:54:30Z,2590000,,,0,,J. Kuminga defensive goaltending VIOLATION,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,1155.0,,,,,,,,,,
262,PT06M15.00S,2022-03-29T00:54:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,86.41590013140605,44.85294117647059,1610612744,35,24,2022-03-29T00:54:53Z,2600000,-26.0,75.0,1,right,MISS A. Wiggins 7' driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,7.95,Missed,,,,,,,,,,,,,,,,,,,
263,PT06M12.00S,2022-03-29T00:54:51.5Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,35,24,2022-03-29T00:54:53Z,2610000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,262.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
264,PT06M09.00S,2022-03-29T00:54:54.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,29.517082785808146,24.264705882352942,1610612763,35,24,2022-03-29T00:54:58Z,2620000,129.0,225.0,1,left,MISS J. Konchar 25' running 3PT,[1629723],1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
265,PT06M06.00S,2022-03-29T00:54:57.6Z,2,REGULAR,rebound,offensive,[],1628415,,,1610612763,35,24,2022-03-29T00:54:57Z,2630000,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,264.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
