actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
16,PT11M06.00S,2022-03-09T00:49:26.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,5,0,2022-03-09T00:49:26Z,160000,,,0,,J. Morant Free Throw 2 of 2 (2 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
17,PT10M57.00S,2022-03-09T00:49:38.9Z,1,REGULAR,3pt,Jump Shot,[],203468,18.74178712220762,8.57843137254902,1610612740,5,3,2022-03-09T00:49:46Z,170000,207.0,124.0,1,left,C. McCollum 24' 3PT step back (3 PTS),[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,24.12,Made,,,,,,,3.0,,,,,,,,,,,,
18,PT10M39.00S,2022-03-09T00:49:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,94.30026281208936,50.98039215686274,1610612763,7,3,2022-03-09T00:50:01Z,180000,5.0,1.0,1,right,S. Adams Layup (2 PTS) (D. Bane 1 AST),"[203500, 1630217]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,0.5,Made,,,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,
20,PT10M25.00S,2022-03-09T00:50:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203503,17.16491458607096,54.166666666666664,1610612740,7,3,2022-03-09T00:50:15Z,200000,-21.0,109.0,1,left,MISS T. Snell 11' driving floating Shot,[203503],1610612740.0,NOP,driving floating,,,Snell,T. Snell,,,,,11.09,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2022-03-09T00:50:14.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,7,3,2022-03-09T00:50:15Z,210000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,
22,PT10M16.00S,2022-03-09T00:50:19.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628991,70.64717477003943,73.52941176470588,1610612763,10,3,2022-03-09T00:50:26Z,220000,118.0,223.0,1,right,J. Jackson Jr. 25' 3PT running (3 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,25.25,Made,,,,,,,3.0,J. Morant,1629630.0,1.0,,,,,,,,,
24,PT09M51.00S,2022-03-09T00:50:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,6.521024967148489,50.49019607843137,1610612740,10,5,2022-03-09T00:50:50Z,240000,-2.0,9.0,1,left,J. Valanciunas cutting finger roll Layup (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,cutting finger roll,,,Valanciunas,J. Valanciunas,,,,,0.91,Made,,,,,,,2.0,C. McCollum,203468.0,1.0,,,,,,,,,
26,PT09M38.00S,2022-03-09T00:50:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,86.15308804204993,49.01960784313725,1610612763,12,5,2022-03-09T00:51:02Z,260000,-5.0,78.0,1,right,J. Jackson Jr. 7' driving floating Jump Shot (5 PTS) (J. Morant 2 AST),"[1628991, 1629630]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,7.79,Made,,,,,,,5.0,J. Morant,1629630.0,2.0,,,,,,,,,
27,PT09M18.00S,2022-03-09T00:51:17.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,12.302890932982917,62.745098039215684,1610612740,12,5,2022-03-09T00:51:22Z,270000,-64.0,63.0,1,left,MISS J. Valanciunas 8' fadeaway Shot,[202685],1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,8.97,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M16.00S,2022-03-09T00:51:19.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,12,5,2022-03-09T00:51:22Z,280000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,
29,PT09M12.00S,2022-03-09T00:51:24.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630533,94.56307490144546,51.225490196078425,1610612763,14,5,2022-03-09T00:51:32Z,290000,6.0,-1.0,1,right,Z. Williams running alley-oop DUNK (2 PTS) (J. Morant 3 AST),"[1630533, 1629630]",1610612763.0,MEM,running alley-oop,,,Williams,Z. Williams,,,,,0.63,Made,,,,,,,2.0,J. Morant,1629630.0,3.0,,,,,,,,,
31,PT09M12.00S,2022-03-09T00:51:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,14,5,2022-03-09T00:51:28Z,310000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2022-03-09T00:55:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,15.719448094612352,48.77450980392157,1610612740,14,5,2022-03-09T00:55:06Z,320000,6.0,95.0,1,left,MISS C. McCollum 9' driving floating Shot - blocked,"[203468, 1629630]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,9.55,Missed,Morant,1629630.0,,,,,,,,,,,,,,,,,
35,PT08M58.00S,2022-03-09T00:55:00.0Z,1,REGULAR,block,,[],1629630,,,1610612740,14,5,2022-03-09T00:55:02Z,330000,,,0,,J. Morant BLOCK (1 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M53.00S,2022-03-09T00:55:05.0Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,14,5,2022-03-09T00:55:06Z,340000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,
37,PT08M53.00S,2022-03-09T00:55:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,5.590000152587891,50.0,1610612740,14,5,2022-03-09T00:55:04Z,350000,0.0,0.0,1,left,MISS J. Hayes putback Layup,[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M52.00S,2022-03-09T00:55:05.4Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,14,5,2022-03-09T00:55:05Z,360000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,
39,PT08M48.00S,2022-03-09T00:55:09.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,66.96780551905388,57.84313725490197,1610612763,17,5,2022-03-09T00:55:15Z,370000,39.0,258.0,1,right,D. Bane 26' 3PT running pullup (6 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,26.1,Made,,,,,,,6.0,,,,,,,,,,,,
40,PT08M36.00S,2022-03-09T00:55:21.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,9.017739816031538,43.38235294117647,1610612740,17,7,2022-03-09T00:55:28Z,380000,33.0,32.0,1,left,J. Hayes pullup bank Jump Shot (2 PTS) (C. McCollum 2 AST),"[1629637, 203468]",1610612740.0,NOP,pullup bank,,,Hayes,J. Hayes,,,,,4.62,Made,,,,,,,2.0,C. McCollum,203468.0,2.0,,,,,,,,,
41,PT08M17.00S,2022-03-09T00:55:40.3Z,1,REGULAR,foul,personal,['3freethrow'],1629637,,,1610612763,17,7,2022-03-09T00:55:54Z,390000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Williams 3 FT),"[1629637, 1630533]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Williams,1630533.0,,,,
43,PT08M17.00S,2022-03-09T00:56:13.0Z,1,REGULAR,freethrow,1 of 3,[],1630533,,,1610612763,18,7,2022-03-09T00:56:55Z,410000,,,0,,Z. Williams Free Throw 1 of 3 (3 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
44,PT08M17.00S,2022-03-09T00:56:13.0Z,1,REGULAR,freethrow,2 of 3,[],1630533,,,1610612763,19,7,2022-03-09T00:56:55Z,420000,,,0,,Z. Williams Free Throw 2 of 3 (4 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
46,PT08M17.00S,2022-03-09T00:56:13.0Z,1,REGULAR,freethrow,3 of 3,[],1630533,,,1610612763,19,7,2022-03-09T00:56:55Z,430000,,,0,,MISS Z. Williams Free Throw 3 of 3,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2022-03-09T00:56:13.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,19,7,2022-03-09T00:56:55Z,440000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,
48,PT08M11.00S,2022-03-09T00:57:08.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,19,7,2022-03-09T00:57:08Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M08.00S,2022-03-09T00:57:10.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,81.2910643889619,49.01960784313725,1610612763,21,7,2022-03-09T00:57:15Z,460000,-5.0,123.0,1,right,D. Bane 12' driving floating Jump Shot (8 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,12.35,Made,,,,,,,8.0,S. Adams,203500.0,1.0,,,,,,,,,
50,PT08M00.00S,2022-03-09T00:57:18.5Z,1,REGULAR,2pt,Jump Shot,[],1630529,25.969119579500656,27.941176470588236,1610612740,21,7,2022-03-09T00:57:23Z,470000,110.0,192.0,1,left,MISS H. Jones 22' pullup Shot,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,22.11,Missed,,,,,,,,,,,,,,,,,,,
51,PT07M58.00S,2022-03-09T00:57:20.5Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,21,7,2022-03-09T00:57:23Z,480000,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,
52,PT07M46.00S,2022-03-09T00:57:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,83.78777923784494,52.94117647058824,1610612763,23,7,2022-03-09T00:57:39Z,490000,15.0,100.0,1,right,J. Morant 10' driving floating Jump Shot (4 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,10.1,Made,,,,,,,4.0,,,,,,,,,,,,
53,PT07M33.00S,2022-03-09T00:57:45.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,5.732588699080158,50.0,1610612740,23,9,2022-03-09T00:57:50Z,500000,0.0,1.0,1,left,J. Valanciunas cutting DUNK (4 PTS) (C. McCollum 3 AST),"[202685, 203468]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,0.14,Made,,,,,,,4.0,C. McCollum,203468.0,3.0,,,,,,,,,
55,PT07M06.00S,2022-03-09T00:58:12.3Z,1,REGULAR,3pt,Jump Shot,[],1629630,55.53547963206308,19.362745098039216,1610612763,26,9,2022-03-09T00:58:17Z,520000,-153.0,365.0,1,right,J. Morant 39' 3PT pullup (7 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,39.63,Made,,,,,,,7.0,,,,,,,,,,,,
56,PT06M54.00S,2022-03-09T00:58:23.9Z,1,REGULAR,3pt,Jump Shot,[],203468,31.750985545335087,49.50980392156863,1610612740,26,9,2022-03-09T00:58:30Z,530000,2.0,246.0,1,left,MISS C. McCollum 24' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
57,PT06M52.00S,2022-03-09T00:58:25.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,26,9,2022-03-09T00:58:30Z,540000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,
58,PT06M46.00S,2022-03-09T00:58:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,65.25952693823915,52.69607843137255,1610612763,29,9,2022-03-09T00:58:37Z,550000,13.0,274.0,1,right,D. Bane 27' 3PT pullup (11 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,27.44,Made,,,,,,,11.0,,,,,,,,,,,,
59,PT06M28.00S,2022-03-09T00:58:52.2Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612740,29,9,2022-03-09T00:59:02Z,560000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (McCollum 2 FT),"[1628991, 203468]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,McCollum,203468.0,,,,
61,PT06M28.00S,2022-03-09T00:59:22.9Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,29,10,2022-03-09T00:59:22Z,580000,,,0,,C. McCollum Free Throw 1 of 2 (4 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
63,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,out,[],1628991,,,1610612740,29,10,2022-03-09T00:59:38Z,590000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,out,[],1630533,,,1610612740,29,10,2022-03-09T00:59:38Z,600000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,29,10,2022-03-09T00:59:38Z,610000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,out,[],202685,,,1610612740,29,10,2022-03-09T00:59:38Z,620000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612740,29,10,2022-03-09T00:59:38Z,630000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,in,[],203937,,,1610612740,29,10,2022-03-09T00:59:38Z,640000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,29,10,2022-03-09T00:59:38Z,650000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M28.00S,2022-03-09T00:59:23.5Z,1,REGULAR,substitution,in,[],1626195,,,1610612740,29,10,2022-03-09T00:59:38Z,660000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M28.00S,2022-03-09T00:59:22.9Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,29,10,2022-03-09T00:59:50Z,670000,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2022-03-09T00:59:24.9Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,29,10,2022-03-09T00:59:50Z,680000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT06M12.00S,2022-03-09T01:00:02.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,75.64060446780552,58.333333333333336,1610612763,29,10,2022-03-09T01:00:06Z,690000,42.0,176.0,1,right,MISS D. Bane 18' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,18.14,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M08.00S,2022-03-09T01:00:06.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,29,10,2022-03-09T01:00:06Z,700000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT06M04.00S,2022-03-09T01:00:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,6.521024967148489,47.794117647058826,1610612740,29,12,2022-03-09T01:00:17Z,710000,11.0,9.0,1,left,C. McCollum running finger roll Layup (6 PTS),[203468],1610612740.0,NOP,running finger roll,,,McCollum,C. McCollum,,,,,1.41,Made,,,,,,,6.0,,,,,,,,,,,,
76,PT05M50.00S,2022-03-09T01:00:23.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,72.22404730617609,18.38235294117647,1610612763,29,12,2022-03-09T01:00:28Z,720000,-158.0,209.0,1,right,MISS J. Morant 26' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2022-03-09T01:00:26.5Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,29,12,2022-03-09T01:00:28Z,730000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,
78,PT05M44.00S,2022-03-09T01:00:32.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",1630529,6.1268068331143235,47.549019607843135,1610612740,29,14,2022-03-09T01:01:06Z,740000,12.0,5.0,1,left,H. Jones running Layup (2 PTS) (C. McCollum 4 AST),"[1630529, 203468]",1610612740.0,NOP,running,,,Jones,H. Jones,,,,,1.33,Made,,,,,,,2.0,C. McCollum,203468.0,4.0,,,,,,,,,
80,PT05M44.00S,2022-03-09T01:00:39.4Z,1,REGULAR,violation,defensive goaltending,[],1629630,,,1610612740,29,14,2022-03-09T01:01:06Z,760000,,,0,,J. Morant defensive goaltending VIOLATION,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,201640.0,,,,,,,,
81,PT05M44.00S,2022-03-09T01:00:44.3Z,1,REGULAR,foul,personal,['1freethrow'],1629630,,,1610612740,29,14,2022-03-09T01:01:04Z,770000,,,0,,J. Morant shooting personal FOUL (1 PF) (Jones 1 FT),"[1629630, 1630529]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Jones,1630529.0,,,,
83,PT05M44.00S,2022-03-09T01:01:05.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630529,,,1610612740,29,15,2022-03-09T01:01:05Z,790000,,,0,,H. Jones Free Throw 1 of 1 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
84,PT05M31.00S,2022-03-09T01:01:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,95.0886990801577,51.71568627450981,1610612763,31,15,2022-03-09T01:01:20Z,800000,9.0,-6.0,1,right,J. Morant driving finger roll Layup (9 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,1.07,Made,,,,,,,9.0,,,,,,,,,,,,
85,PT05M18.00S,2022-03-09T01:01:29.2Z,1,REGULAR,3pt,Jump Shot,[],203503,29.122864651773984,22.54901960784314,1610612740,31,15,2022-03-09T01:01:33Z,810000,137.0,221.0,1,left,MISS T. Snell 26' 3PT,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M15.00S,2022-03-09T01:01:32.2Z,1,REGULAR,rebound,offensive,[],1630529,,,1610612740,31,15,2022-03-09T01:01:33Z,820000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,85.0,1.0,0.0,1.0,,,,,,,,,,,,,
87,PT05M13.00S,2022-03-09T01:01:34.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,32.40801576872536,47.794117647058826,1610612740,31,18,2022-03-09T01:01:37Z,830000,11.0,252.0,1,left,C. McCollum 25' 3PT  (9 PTS) (H. Jones 1 AST),"[203468, 1630529]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,25.23,Made,,,,,,,9.0,H. Jones,1630529.0,1.0,,,,,,,,,
89,PT04M58.00S,2022-03-09T01:01:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203500,92.19776609724047,49.26470588235294,1610612763,31,18,2022-03-09T01:01:55Z,850000,-4.0,21.0,1,right,MISS S. Adams driving finger roll Layup - blocked,"[203500, 203503]",1610612763.0,MEM,driving finger roll,,,Adams,S. Adams,,,,,2.11,Missed,Snell,203503.0,,,,,,,,,,,,,,,,,
90,PT04M58.00S,2022-03-09T01:01:48.4Z,1,REGULAR,block,,[],203503,,,1610612763,31,18,2022-03-09T01:03:27Z,860000,,,0,,T. Snell BLOCK (2 BLK),[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
