actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
188,PT09M38.00S,2021-12-12T01:43:07.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,43,33,2021-12-12T01:43:07Z,1870000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,187.0,,,,,,,,,,,,
189,PT09M38.00S,2021-12-12T01:43:07.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630214,,,1610612763,43,33,2021-12-12T01:43:12Z,1880000,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,Missed,,,,,,,,,,,,,,
190,PT09M30.00S,2021-12-12T01:43:15.4Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,43,33,2021-12-12T01:43:12Z,1890000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,
191,PT09M17.00S,2021-12-12T01:43:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,94.03745072273325,53.92156862745098,1610612745,43,33,2021-12-12T01:43:26Z,1900000,20.0,4.0,1,right,MISS J. Christopher driving floating Shot - blocked,"[1630528, 1630214]",1610612745.0,HOU,driving floating,,,Christopher,J. Christopher,,,,,,,,,,,Missed,,,,,,1.99,,,,,,Tillman,1630214.0,
192,PT09M17.00S,2021-12-12T01:43:21.8Z,2,REGULAR,block,,[],1630214,,,1610612745,43,33,2021-12-12T01:43:25Z,1910000,,,0,,X. Tillman BLOCK (2 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M13.00S,2021-12-12T01:43:25.8Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,43,33,2021-12-12T01:50:42Z,1920000,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,191.0,3.0,2.0,1.0,,,,,,,,,
194,PT09M08.00S,2021-12-12T01:43:31.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630214,7.046649145860711,50.0,1610612763,45,33,2021-12-12T01:43:37Z,1930000,0.0,14.0,1,left,X. Tillman driving DUNK (2 PTS) (J. Culver 1 AST),"[1630214, 1629633]",1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,,,,,,,Made,2.0,,,,,1.37,,,J. Culver,1629633.0,1.0,,,
196,PT09M08.00S,2021-12-12T01:43:35.3Z,2,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612763,45,33,2021-12-12T01:43:49Z,1950000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Tillman 1 FT),"[1630578, 1630214]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,1627529.0,,2.0,0.0,Tillman,1630214.0,,,,,,,,,,,,,,,
198,PT09M08.00S,2021-12-12T01:44:04.8Z,2,REGULAR,freethrow,1 of 1,[],1630214,,,1610612763,45,33,2021-12-12T01:44:04Z,1970000,,,0,,MISS X. Tillman Free Throw 1 of 1,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,Missed,,,,,,,,,,,,,,
199,PT09M06.00S,2021-12-12T01:44:05.9Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,45,33,2021-12-12T01:44:05Z,1980000,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,198.0,3.0,2.0,1.0,,,,,,,,,
200,PT08M53.00S,2021-12-12T01:44:21.5Z,2,REGULAR,violation,kicked ball,[],1630214,,,1610612745,45,33,2021-12-12T01:44:26Z,1990000,,,0,,X. Tillman kicked ball VIOLATION,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
201,PT08M40.00S,2021-12-12T01:44:55.3Z,2,REGULAR,3pt,Jump Shot,[],1629726,92.85479632063075,2.941176470588235,1610612745,45,33,2021-12-12T01:44:58Z,2000000,-235.0,15.0,1,right,MISS G. Mathews step back 3PT,[1629726],1610612745.0,HOU,step back,,,Mathews,G. Mathews,,,,,,,,,,,Missed,,,,,,23.58,,,,,,,,
202,PT08M37.00S,2021-12-12T01:44:58.3Z,2,REGULAR,rebound,offensive,[],1629717,,,1610612745,45,33,2021-12-12T01:44:58Z,2010000,,,0,,A. Brooks REBOUND (Off:1 Def:2),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,201.0,3.0,2.0,1.0,,,,,,,,,
203,PT08M35.00S,2021-12-12T01:44:59.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630528,77.4802890932983,88.48039215686273,1610612745,45,36,2021-12-12T01:45:03Z,2020000,192.0,159.0,1,right,J. Christopher 24' 3PT  (8 PTS) (A. Brooks 3 AST),"[1630528, 1629717]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,Made,8.0,,,,,24.97,,,A. Brooks,1629717.0,3.0,,,
205,PT08M25.00S,2021-12-12T01:45:09.7Z,2,REGULAR,2pt,Jump Shot,[],1629723,24.26084099868594,25.49019607843137,1610612763,45,36,2021-12-12T01:45:17Z,2040000,123.0,176.0,1,left,MISS J. Konchar 21' pullup Shot,[1629723],1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,,,,,,,Missed,,,,,,21.41,,,,,,,,
206,PT08M23.00S,2021-12-12T01:45:14.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,36,2021-12-12T01:45:14Z,2050000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,205.0,,,,,,,,,,,,
207,PT08M23.00S,2021-12-12T01:45:15.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,45,36,2021-12-12T01:45:15Z,2060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M23.00S,2021-12-12T01:45:16.1Z,2,REGULAR,substitution,out,[],1630214,,,1610612763,45,36,2021-12-12T01:45:27Z,2070000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M23.00S,2021-12-12T01:45:16.1Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,45,36,2021-12-12T01:45:27Z,2080000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M23.00S,2021-12-12T01:45:16.1Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,45,36,2021-12-12T01:45:27Z,2090000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M23.00S,2021-12-12T01:45:16.1Z,2,REGULAR,substitution,in,[],203500,,,1610612763,45,36,2021-12-12T01:45:27Z,2100000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M15.00S,2021-12-12T01:45:43.2Z,2,REGULAR,turnover,out-of-bounds,[],203500,,,1610612763,45,36,2021-12-12T01:45:46Z,2110000,,,0,,S. Adams lost ball out-of-bounds TURNOVER (1 TO),[203500],1610612763.0,MEM,lost ball,,,Adams,S. Adams,,,,,1146.0,1.0,,,,,,,,,,,,,,,,,,,
213,PT08M02.00S,2021-12-12T01:46:00.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629717,66.5735873850197,35.294117647058826,1610612745,45,36,2021-12-12T01:46:03Z,2120000,-74.0,262.0,1,right,MISS A. Brooks 27' pullup 3PT,[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,,,,,,,Missed,,,,,,27.18,,,,,,,,
214,PT08M00.00S,2021-12-12T01:46:02.0Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,45,36,2021-12-12T01:46:03Z,2130000,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,213.0,4.0,4.0,0.0,,,,,,,,,
215,PT07M43.00S,2021-12-12T01:46:19.4Z,2,REGULAR,3pt,Jump Shot,[],1629633,26.888961892247043,20.588235294117645,1610612763,45,36,2021-12-12T01:46:28Z,2140000,147.0,200.0,1,left,MISS J. Culver 24' 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,Missed,,,,,,24.85,,,,,,,,
216,PT07M42.00S,2021-12-12T01:46:20.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,45,36,2021-12-12T01:46:28Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,215.0,,,,,,,,,,,,
217,PT07M42.00S,2021-12-12T01:46:28.4Z,2,REGULAR,foul,personal,[],1630578,,,1610612763,45,36,2021-12-12T01:46:36Z,2160000,,,0,,A. Sengun loose ball personal FOUL (3 PF),"[1630578, 203500]",1610612745.0,HOU,loose ball,,,Sengun,A. Sengun,,,,,1146.0,,3.0,0.0,Adams,203500.0,,,,,,,,,,,,,,,
219,PT07M42.00S,2021-12-12T01:46:37.5Z,2,REGULAR,substitution,out,[],1630578,,,1610612763,45,36,2021-12-12T01:46:43Z,2180000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M42.00S,2021-12-12T01:46:37.5Z,2,REGULAR,substitution,in,[],1626174,,,1610612763,45,36,2021-12-12T01:46:43Z,2190000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M34.00S,2021-12-12T01:46:58.2Z,2,REGULAR,foul,personal,['2freethrow'],1628021,,,1610612763,45,36,2021-12-12T01:47:04Z,2200000,,,0,,D. Nwaba shooting personal FOUL (2 PF) (Anderson 2 FT),"[1628021, 203937]",1610612745.0,HOU,shooting,,,Nwaba,D. Nwaba,,,,,202037.0,,2.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
223,PT07M34.00S,2021-12-12T01:47:23.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203937,,,1610612763,45,36,2021-12-12T01:47:23Z,2220000,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,Missed,,,,,,,,,,,,,,
224,PT07M34.00S,2021-12-12T01:47:23.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,45,36,2021-12-12T01:47:23Z,2230000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,
225,PT07M34.00S,2021-12-12T01:47:37.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203937,,,1610612763,46,36,2021-12-12T01:47:37Z,2240000,,,0,,K. Anderson Free Throw 2 of 2 (3 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
226,PT07M23.00S,2021-12-12T01:47:52.0Z,2,REGULAR,3pt,Jump Shot,[],1626174,68.54467805519053,30.392156862745097,1610612745,46,36,2021-12-12T01:47:56Z,2250000,-98.0,243.0,1,right,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,Missed,,,,,,26.22,,,,,,,,
227,PT07M20.00S,2021-12-12T01:47:55.0Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,46,36,2021-12-12T01:47:56Z,2260000,,,0,,K. Anderson REBOUND (Off:0 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,226.0,4.0,4.0,0.0,,,,,,,,,
228,PT07M12.00S,2021-12-12T01:48:02.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629633,7.5722733245729295,43.627450980392155,1610612763,48,36,2021-12-12T01:48:06Z,2270000,32.0,19.0,1,left,J. Culver driving Layup (2 PTS),[1629633],1610612763.0,MEM,driving,,,Culver,J. Culver,,,,,,,,,,,Made,2.0,,,,,3.7,,,,,,,,
229,PT06M56.00S,2021-12-12T01:48:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,93.77463863337714,53.92156862745098,1610612745,48,38,2021-12-12T01:48:22Z,2280000,20.0,6.0,1,right,C. Wood cutting Layup (9 PTS) (A. Brooks 4 AST),"[1626174, 1629717]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,,,,,,,Made,9.0,,,,,2.05,,,A. Brooks,1629717.0,4.0,,,
231,PT06M41.00S,2021-12-12T01:48:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,13.222733245729303,52.450980392156865,1610612763,50,38,2021-12-12T01:48:37Z,2300000,-12.0,72.0,1,left,T. Jones 7' driving floating Jump Shot (7 PTS) (S. Adams 1 AST),"[1626145, 203500]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,,,,,,Made,7.0,,,,,7.28,,,S. Adams,203500.0,1.0,,,
233,PT06M26.00S,2021-12-12T01:48:47.9Z,2,REGULAR,2pt,Jump Shot,[],1626174,72.22404730617609,69.11764705882352,1610612745,50,38,2021-12-12T01:48:51Z,2320000,96.0,209.0,1,right,MISS C. Wood 22' step back Shot,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,,,,,,,Missed,,,,,,22.95,,,,,,,,
234,PT06M24.00S,2021-12-12T01:48:49.9Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,50,38,2021-12-12T01:48:51Z,2330000,,,0,,T. Jones REBOUND (Off:1 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,233.0,2.0,1.0,1.0,,,,,,,,,
235,PT06M18.00S,2021-12-12T01:48:57.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.521024967148489,52.20588235294118,1610612763,50,38,2021-12-12T01:49:02Z,2340000,-11.0,9.0,1,left,MISS S. Adams Layup,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,Missed,,,,,,1.41,,,,,,,,
236,PT06M12.00S,2021-12-12T01:49:03.5Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,50,38,2021-12-12T01:49:02Z,2350000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,235.0,1.0,1.0,0.0,,,,,,,,,
237,PT06M09.00S,2021-12-12T01:49:05.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630528,87.33574244415243,94.6078431372549,1610612745,50,38,2021-12-12T01:49:11Z,2360000,223.0,67.0,1,right,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,Missed,,,,,,23.27,,,,,,,,
238,PT06M07.00S,2021-12-12T01:49:07.3Z,2,REGULAR,rebound,offensive,[],1628021,,,1610612745,50,38,2021-12-12T01:49:11Z,2370000,,,0,,D. Nwaba REBOUND (Off:1 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,237.0,2.0,1.0,1.0,,,,,,,,,
239,PT06M07.00S,2021-12-12T01:49:11.3Z,2,REGULAR,turnover,out-of-bounds,[],1628021,,,1610612745,50,38,2021-12-12T01:49:17Z,2380000,,,0,,D. Nwaba lost ball out-of-bounds TURNOVER (1 TO),[1628021],1610612745.0,HOU,lost ball,,,Nwaba,D. Nwaba,,,,,202037.0,1.0,,,,,,,,,,,,,,,,,,,
240,PT06M07.00S,2021-12-12T01:49:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,50,38,2021-12-12T01:49:28Z,2390000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,out,[],1629633,,,1610612763,50,38,2021-12-12T01:51:49Z,2400000,,,0,,SUB out: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,50,38,2021-12-12T01:51:49Z,2410000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,out,[],1628021,,,1610612763,50,38,2021-12-12T01:51:49Z,2420000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,out,[],1630528,,,1610612763,50,38,2021-12-12T01:51:49Z,2430000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,in,[],1629001,,,1610612763,50,38,2021-12-12T01:51:49Z,2440000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,in,[],1628415,,,1610612763,50,38,2021-12-12T01:51:49Z,2450000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,in,[],201571,,,1610612763,50,38,2021-12-12T01:51:49Z,2460000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M07.00S,2021-12-12T01:51:32.3Z,2,REGULAR,substitution,in,[],1630256,,,1610612763,50,38,2021-12-12T01:51:49Z,2470000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M57.00S,2021-12-12T01:52:13.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628415,21.23850197109067,63.725490196078425,1610612763,52,38,2021-12-12T01:52:37Z,2480000,-69.0,147.0,1,left,D. Brooks 16' pullup Jump Shot (11 PTS) (S. Adams 2 AST),"[1628415, 203500]",1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,,,,,,,Made,11.0,,,,,16.23,,,S. Adams,203500.0,2.0,,,
251,PT05M29.00S,2021-12-12T01:52:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201571,91.67214191852825,62.00980392156863,1610612745,52,38,2021-12-12T01:52:47Z,2500000,60.0,26.0,1,right,MISS D. Augustin 6' pullup bank Shot,[201571],1610612745.0,HOU,pullup bank,,,Augustin,D. Augustin,,,,,,,,,,,Missed,,,,,,6.53,,,,,,,,
252,PT05M25.00S,2021-12-12T01:52:46.4Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,52,38,2021-12-12T01:52:47Z,2510000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,,,,,
253,PT05M15.00S,2021-12-12T01:52:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,15.719448094612352,39.950980392156865,1610612763,54,38,2021-12-12T01:53:01Z,2520000,50.0,95.0,1,left,K. Anderson 10' turnaround Jump Shot (5 PTS),[203937],1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,,,,,,,Made,5.0,,,,,10.77,,,,,,,,
255,PT04M52.00S,2021-12-12T01:53:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629726,92.72339027595268,50.0,1610612745,54,40,2021-12-12T01:53:24Z,2540000,0.0,16.0,1,right,G. Mathews driving Layup (2 PTS) (A. Brooks 5 AST),"[1629726, 1629717]",1610612745.0,HOU,driving,,,Mathews,G. Mathews,,,,,,,,,,,Made,2.0,,,,,1.59,,,A. Brooks,1629717.0,5.0,,,
257,PT04M37.00S,2021-12-12T01:53:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,5.863994743758213,47.05882352941176,1610612763,56,40,2021-12-12T01:53:47Z,2560000,15.0,3.0,1,left,K. Anderson cutting finger roll Layup (7 PTS) (S. Adams 3 AST),"[203937, 203500]",1610612763.0,MEM,cutting finger roll,,,Anderson,K. Anderson,,,,,,,,,,,Made,7.0,,,,,1.49,,,S. Adams,203500.0,3.0,,,
259,PT04M37.00S,2021-12-12T01:53:42.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629726,,,1610612763,56,40,2021-12-12T01:54:03Z,2580000,,,0,,G. Mathews shooting personal FOUL (2 PF) (Anderson 1 FT),"[1629726, 203937]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,202037.0,,2.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,,
261,PT04M37.00S,2021-12-12T01:53:51.3Z,2,REGULAR,substitution,out,[],1629717,,,1610612763,56,40,2021-12-12T01:54:12Z,2600000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M37.00S,2021-12-12T01:53:51.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612763,56,40,2021-12-12T01:54:12Z,2610000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M37.00S,2021-12-12T01:54:08.3Z,2,REGULAR,freethrow,1 of 1,[],203937,,,1610612763,56,40,2021-12-12T01:54:08Z,2620000,,,0,,MISS K. Anderson Free Throw 1 of 1,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,Missed,,,,,,,,,,,,,,
264,PT04M32.00S,2021-12-12T01:54:12.4Z,2,REGULAR,rebound,offensive,[],203937,,,1610612763,56,40,2021-12-12T01:54:12Z,2630000,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,263.0,5.0,4.0,1.0,,,,,,,,,
265,PT04M32.00S,2021-12-12T01:54:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,5.590000152587891,50.0,1610612763,58,40,2021-12-12T01:54:12Z,2640000,0.0,0.0,1,left,K. Anderson putback Layup (9 PTS),[203937],1610612763.0,MEM,putback,,,Anderson,K. Anderson,,,,,,,,,,,Made,9.0,,,,,0.0,,,,,,,,
266,PT04M16.00S,2021-12-12T01:54:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,92.59198423127464,39.46078431372549,1610612745,58,42,2021-12-12T01:54:31Z,2650000,-53.0,17.0,1,right,J. Tate Layup (5 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,Made,5.0,,,,,5.54,,,,,,,,
267,PT04M14.00S,2021-12-12T01:54:36.8Z,2,REGULAR,stoppage,other,[],0,,,1610612763,58,42,2021-12-12T01:54:36Z,2660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M56.00S,2021-12-12T01:54:59.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,12.959921156373195,53.92156862745098,1610612763,58,42,2021-12-12T01:55:03Z,2670000,-20.0,69.0,1,left,MISS D. Brooks 7' driving floating Shot,[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,,,,,,Missed,,,,,,7.2,,,,,,,,
269,PT03M54.00S,2021-12-12T01:55:01.3Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,58,42,2021-12-12T01:55:03Z,2680000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,268.0,2.0,1.0,1.0,,,,,,,,,
270,PT03M48.00S,2021-12-12T01:55:09.5Z,2,REGULAR,foul,personal,[],1628415,,,1610612745,58,42,2021-12-12T01:55:14Z,2690000,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1630256]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,1146.0,,2.0,0.0,Tate,1630256.0,,,,,,,,,,,,,,,
272,PT03M32.00S,2021-12-12T01:55:41.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,90.75229960578186,57.84313725490197,1610612745,58,42,2021-12-12T01:55:45Z,2710000,39.0,34.0,1,right,MISS J. Tate turnaround Hook,[1630256],1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,,,,,,,Missed,,,,,,5.22,,,,,,,,
273,PT03M29.00S,2021-12-12T01:55:44.9Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,58,42,2021-12-12T01:55:45Z,2720000,,,0,,S. Adams REBOUND (Off:0 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,272.0,5.0,5.0,0.0,,,,,,,,,
274,PT03M21.00S,2021-12-12T01:55:56.7Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1626174,,,1610612763,58,42,2021-12-12T01:56:07Z,2730000,,,0,,C. Wood defensive-3-second technical FOUL (1 Tech),[1626174],1610612745.0,HOU,defensive-3-second,,,Wood,C. Wood,,,,,1146.0,,0.0,1.0,,,,,,,,,,,,,,,,,
275,PT03M21.00S,2021-12-12T01:56:25.9Z,2,REGULAR,freethrow,1 of 1,[],1626145,,,1610612763,59,42,2021-12-12T01:56:25Z,2740000,,,0,,T. Jones technical Free Throw 1 of 1 (8 PTS),[1626145],1610612763.0,MEM,technical,,,Jones,T. Jones,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
276,PT03M11.00S,2021-12-12T01:56:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,8.360709592641262,37.00980392156863,1610612763,61,42,2021-12-12T01:56:47Z,2750000,65.0,26.0,1,left,K. Anderson 7' driving floating Jump Shot (11 PTS) (T. Jones 4 AST),"[203937, 1626145]",1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,,,,,,,Made,11.0,,,,,7.0,,,T. Jones,1626145.0,4.0,,,
