actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-10-21T00:13:38.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-21T00:13:38Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-10-21T00:13:40.5Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612739,0,0,2021-10-21T00:13:40Z,40000,,,0,,Jump Ball J. Allen vs. S. Adams: Tip to C. Sexton,"[1629012, 1628386, 203500]",1610612739.0,CLE,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Allen,1628386.0,Adams,203500.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2021-10-21T00:13:51.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,83.26215505913272,36.51960784313725,1610612739,0,2,2021-10-21T00:14:14Z,70000,-67.0,105.0,1,right,E. Mobley 12' pullup Jump Shot (2 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,12.46,Made,2.0,,,,,,,,,,,,,,,,,,
8,PT11M23.00S,2021-10-21T00:14:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.835085413929041,48.77450980392157,1610612763,2,2,2021-10-21T00:14:18Z,80000,6.0,21.0,1,left,J. Morant driving Layup (2 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,2.2,Made,2.0,,,,,,,,,,,,,,,,,,
9,PT11M08.00S,2021-10-21T00:14:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628386,86.41590013140605,41.17647058823529,1610612739,2,4,2021-10-21T00:14:34Z,90000,-44.0,75.0,1,right,J. Allen 8' floating Jump Shot (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,8.72,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,,
11,PT10M59.00S,2021-10-21T00:14:37.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,33.722076215505915,35.78431372549019,1610612763,2,4,2021-10-21T00:14:43Z,110000,71.0,264.0,1,left,MISS D. Bane 27' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,27.39,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2021-10-21T00:14:42.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,2,4,2021-10-21T00:14:42Z,120000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,
13,PT10M58.00S,2021-10-21T00:14:43.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,2,4,2021-10-21T00:14:43Z,130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT10M55.00S,2021-10-21T00:15:02.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629001,18.74178712220762,87.00980392156863,1610612763,2,4,2021-10-21T00:15:06Z,140000,-185.0,124.0,1,left,MISS D. Melton 22' Jump Shot,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,22.25,Missed,,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2021-10-21T00:15:06.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,2,4,2021-10-21T00:15:06Z,150000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT10M43.00S,2021-10-21T00:15:14.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,87.86136662286465,40.44117647058824,1610612739,2,4,2021-10-21T00:15:18Z,160000,-48.0,62.0,1,right,MISS L. Markkanen 7' turnaround bank Hook,[1628374],1610612739.0,CLE,turnaround bank,,,Markkanen,L. Markkanen,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2021-10-21T00:15:18.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,4,2021-10-21T00:15:18Z,170000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M37.00S,2021-10-21T00:15:20.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,32.013797634691194,57.107843137254896,1610612763,2,4,2021-10-21T00:15:26Z,180000,-36.0,248.0,1,left,MISS J. Morant 25' running pullup 3PT,[1629630],1610612763.0,MEM,running pullup,,,Morant,J. Morant,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2021-10-21T00:15:24.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,2,4,2021-10-21T00:15:26Z,190000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,
20,PT10M21.00S,2021-10-21T00:15:36.7Z,1,REGULAR,2pt,Jump Shot,[],1629012,87.99277266754271,27.941176470588236,1610612739,2,6,2021-10-21T00:15:39Z,200000,-110.0,60.0,1,right,C. Sexton 12' pullup Jump Shot (2 PTS),[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,12.58,Made,2.0,,,,,,,,,,,,,,,,,,
21,PT10M03.00S,2021-10-21T00:15:53.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,32.276609724047304,42.40196078431372,1610612763,5,6,2021-10-21T00:16:01Z,210000,38.0,251.0,1,left,D. Bane 25' 3PT  (3 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.38,Made,3.0,S. Adams,203500.0,1.0,,,,,,,,,,,,,,,
23,PT09M47.00S,2021-10-21T00:16:09.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,92.59198423127464,4.166666666666666,1610612739,5,6,2021-10-21T00:16:13Z,230000,-229.0,17.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
24,PT09M46.00S,2021-10-21T00:16:10.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,5,6,2021-10-21T00:16:13Z,240000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,
25,PT09M38.00S,2021-10-21T00:16:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,6.521024967148489,49.754901960784316,1610612763,7,6,2021-10-21T00:16:28Z,250000,1.0,9.0,1,left,J. Morant driving finger roll Layup (4 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,0.89,Made,4.0,,,,,,,,,,,,,,,,,,
26,PT09M21.00S,2021-10-21T00:16:35.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,76.5604467805519,87.74509803921569,1610612739,7,6,2021-10-21T00:16:39Z,260000,189.0,168.0,1,right,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M20.00S,2021-10-21T00:16:36.5Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,7,6,2021-10-21T00:16:39Z,270000,,,0,,S. Adams REBOUND (Off:0 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M13.00S,2021-10-21T00:16:44.5Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,7,6,2021-10-21T00:16:47Z,280000,,,0,,J. Morant lost ball TURNOVER (1 TO),"[1629630, 1628386]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,1.0,Allen,1628386.0,,,,,,,,
29,PT09M13.00S,2021-10-21T00:16:44.5Z,1,REGULAR,steal,,[],1628386,,,1610612739,7,6,2021-10-21T00:16:46Z,290000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M08.00S,2021-10-21T00:16:49.6Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,7,6,2021-10-21T00:16:52Z,300000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1630217]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,1.0,Bane,1630217.0,,,,,,,,
31,PT09M08.00S,2021-10-21T00:16:49.6Z,1,REGULAR,steal,,[],1630217,,,1610612763,7,6,2021-10-21T00:16:51Z,310000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M51.00S,2021-10-21T00:17:06.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203500,12.434296977660972,59.31372549019608,1610612763,7,6,2021-10-21T00:17:12Z,320000,-47.0,64.0,1,left,MISS S. Adams 7' turnaround Shot,[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,7.95,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M49.00S,2021-10-21T00:17:08.0Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,7,6,2021-10-21T00:17:12Z,330000,,,0,,D. Bane REBOUND (Off:1 Def:0),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,
