actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
95,PT04M38.00S,2021-12-30T01:25:47.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202340,87.46714848883047,36.76470588235294,1610612747,11,23,2021-12-30T01:25:52Z,950000,-66.0,65.0,1,right,A. Bradley 9' driving floating Jump Shot (7 PTS),[202340],1610612747.0,LAL,driving floating,,,Bradley,A. Bradley,,,,,9.3,Made,7.0,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2021-12-30T01:26:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,9.937582128777924,40.44117647058824,1610612763,13,23,2021-12-30T01:26:07Z,960000,48.0,41.0,1,left,D. Bane 6' driving Layup (6 PTS),[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,6.29,Made,6.0,,,,,,,,,,,,,,,,,,
97,PT04M14.00S,2021-12-30T01:26:12.7Z,1,REGULAR,2pt,Jump Shot,[],2546,92.19776609724047,68.38235294117648,1610612747,13,23,2021-12-30T01:26:17Z,970000,92.0,21.0,1,right,MISS C. Anthony 9' Jump Shot - blocked,"[2546, 1630214]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,9.42,Missed,,,,,,,,,,,,,,,,,Tillman,1630214.0,
98,PT04M14.00S,2021-12-30T01:26:12.7Z,1,REGULAR,block,,[],1630214,,,1610612747,13,23,2021-12-30T01:26:15Z,980000,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M14.00S,2021-12-30T01:26:12.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,13,23,2021-12-30T01:26:17Z,990000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,
100,PT04M14.00S,2021-12-30T01:26:16.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,13,23,2021-12-30T01:26:16Z,1000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M14.00S,2021-12-30T01:26:17.3Z,1,REGULAR,substitution,out,[],2544,,,1610612747,13,23,2021-12-30T01:26:32Z,1010000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M14.00S,2021-12-30T01:26:17.3Z,1,REGULAR,substitution,out,[],202340,,,1610612747,13,23,2021-12-30T01:26:32Z,1020000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M14.00S,2021-12-30T01:26:17.3Z,1,REGULAR,substitution,in,[],1626169,,,1610612747,13,23,2021-12-30T01:26:32Z,1030000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M14.00S,2021-12-30T01:26:17.3Z,1,REGULAR,substitution,in,[],201566,,,1610612747,13,23,2021-12-30T01:26:32Z,1040000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M09.00S,2021-12-30T01:26:40.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,91.80354796320631,48.529411764705884,1610612747,13,25,2021-12-30T01:26:45Z,1050000,-7.0,25.0,1,right,T. Horton-Tucker finger roll Layup (2 PTS) (R. Westbrook 3 AST),"[1629659, 201566]",1610612747.0,LAL,finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,2.56,Made,2.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,,
107,PT04M00.00S,2021-12-30T01:26:48.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.434296977660972,36.029411764705884,1610612763,13,25,2021-12-30T01:26:51Z,1070000,70.0,64.0,1,left,MISS J. Morant 9' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M58.00S,2021-12-30T01:26:50.9Z,1,REGULAR,rebound,offensive,[],1629681,,,1610612763,13,25,2021-12-30T01:26:50Z,1080000,,,0,,K. Tillie REBOUND (Off:1 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,107.0,2.0,1.0,1.0,,,,,,,
109,PT03M57.00S,2021-12-30T01:26:52.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629681,11.12023653088042,45.588235294117645,1610612763,13,25,2021-12-30T01:26:57Z,1090000,22.0,52.0,1,left,MISS K. Tillie fadeaway Shot,[1629681],1610612763.0,MEM,fadeaway,,,Tillie,K. Tillie,,,,,5.65,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2021-12-30T01:26:56.1Z,1,REGULAR,rebound,offensive,[],1629681,,,1610612763,13,25,2021-12-30T01:26:57Z,1100000,,,0,,K. Tillie REBOUND (Off:2 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,109.0,3.0,1.0,2.0,,,,,,,
111,PT03M53.00S,2021-12-30T01:26:57.2Z,1,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1629681,5.590000152587891,50.0,1610612763,13,25,2021-12-30T01:27:08Z,1110000,0.0,0.0,1,left,MISS K. Tillie bank Shot,[1629681],1610612763.0,MEM,bank,,,Tillie,K. Tillie,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2021-12-30T01:26:57.2Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,13,25,2021-12-30T01:27:01Z,1120000,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,111.0,2.0,1.0,1.0,,,,,,,
113,PT03M50.00S,2021-12-30T01:27:00.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629630,5.590000152587891,50.0,1610612763,15,25,2021-12-30T01:27:16Z,1130000,0.0,0.0,1,left,J. Morant tip Layup (5 PTS),[1629630],1610612763.0,MEM,tip,,,Morant,J. Morant,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
114,PT03M45.00S,2021-12-30T01:27:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.03745072273325,49.01960784313725,1610612747,15,25,2021-12-30T01:27:13Z,1140000,-5.0,4.0,1,right,MISS R. Westbrook driving finger roll Layup,[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,0.6,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M42.00S,2021-12-30T01:27:08.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,15,25,2021-12-30T01:27:13Z,1150000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,
116,PT03M26.00S,2021-12-30T01:27:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,11.251642575558476,54.65686274509803,1610612763,17,25,2021-12-30T01:28:06Z,1160000,-23.0,53.0,1,left,J. Morant driving Layup (7 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,5.82,Made,7.0,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2021-12-30T01:27:32.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,17,25,2021-12-30T01:27:32Z,1170000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M11.00S,2021-12-30T01:30:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.72339027595268,51.225490196078425,1610612747,17,25,2021-12-30T01:31:01Z,1180000,6.0,16.0,1,right,MISS T. Horton-Tucker reverse Layup,[1629659],1610612747.0,LAL,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,1.7,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2021-12-30T01:30:56.7Z,1,REGULAR,rebound,defensive,[],1629681,,,1610612763,17,25,2021-12-30T01:31:01Z,1190000,,,0,,K. Tillie REBOUND (Off:2 Def:2),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,118.0,4.0,2.0,2.0,,,,,,,
120,PT02M54.00S,2021-12-30T01:31:11.5Z,1,REGULAR,3pt,Jump Shot,[],1630217,30.962549277266753,61.51960784313726,1610612763,17,25,2021-12-30T01:31:16Z,1200000,-58.0,239.0,1,left,MISS D. Bane 24' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M51.00S,2021-12-30T01:31:14.5Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,17,25,2021-12-30T01:31:16Z,1210000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,
122,PT02M42.00S,2021-12-30T01:31:23.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2546,87.46714848883047,61.029411764705884,1610612747,17,25,2021-12-30T01:31:28Z,1220000,55.0,65.0,1,right,MISS C. Anthony 8' pullup Shot,[2546],1610612747.0,LAL,pullup,,,Anthony,C. Anthony,,,,,8.54,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M39.00S,2021-12-30T01:31:26.6Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,17,25,2021-12-30T01:31:28Z,1230000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,
170,PT02M28.00S,2021-12-30T01:31:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,10.90670170827858,46.85968137254902,1610612763,17,25,2021-12-30T01:40:09Z,1235000,16.0,50.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 1626169]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,5.24,Missed,,,,,,,,,,,,,,,,,Johnson,1626169.0,
171,PT02M28.00S,2021-12-30T01:31:33.0Z,1,REGULAR,block,,[],1626169,,,1610612763,17,25,2021-12-30T01:40:01Z,1237500,,,0,,S. Johnson BLOCK (1 BLK),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT02M26.00S,2021-12-30T01:31:35.0Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,17,25,2021-12-30T01:40:01Z,1238750,,,0,,J. Morant REBOUND (Off:2 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,170.0,3.0,1.0,2.0,,,,,,,
124,PT02M23.00S,2021-12-30T01:31:42.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629634,31.750985545335087,58.82352941176471,1610612763,17,25,2021-12-30T01:40:01Z,1240000,-44.0,246.0,1,left,MISS B. Clarke 24' 3PT,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M18.00S,2021-12-30T01:31:47.5Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,17,25,2021-12-30T01:31:49Z,1250000,,,0,,S. Johnson REBOUND (Off:0 Def:2),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,124.0,2.0,2.0,0.0,,,,,,,
126,PT02M18.00S,2021-12-30T01:31:50.0Z,1,REGULAR,turnover,bad pass,[],201954,,,1610612747,17,25,2021-12-30T01:31:55Z,1260000,,,0,,D. Collison bad pass TURNOVER (1 TO),"[201954, 1630214]",1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,1.0,Tillman,1630214.0,,,,,,,,,,,,
127,PT02M18.00S,2021-12-30T01:31:50.0Z,1,REGULAR,steal,,[],1630214,,,1610612763,17,25,2021-12-30T01:31:53Z,1270000,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M18.00S,2021-12-30T01:31:56.9Z,1,REGULAR,foul,personal,['2freethrow'],201954,,,1610612763,17,25,2021-12-30T01:32:23Z,1280000,,,0,,D. Collison shooting personal FOUL (1 PF) (Tillman 2 FT),"[201954, 1630214]",1610612747.0,LAL,shooting,,,Collison,D. Collison,,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Tillman,1630214.0,,,
130,PT02M18.00S,2021-12-30T01:32:24.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630214,,,1610612763,18,25,2021-12-30T01:32:24Z,1300000,,,0,,X. Tillman Free Throw 1 of 2 (1 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
131,PT02M18.00S,2021-12-30T01:32:24.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,18,25,2021-12-30T01:32:28Z,1310000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M18.00S,2021-12-30T01:32:24.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,18,25,2021-12-30T01:32:28Z,1320000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M18.00S,2021-12-30T01:32:37.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630214,,,1610612763,19,25,2021-12-30T01:32:37Z,1330000,,,0,,X. Tillman Free Throw 2 of 2 (2 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
134,PT02M07.00S,2021-12-30T01:32:51.6Z,1,REGULAR,2pt,Jump Shot,[],201566,89.70105124835742,32.59803921568628,1610612747,19,27,2021-12-30T01:32:57Z,1340000,-87.0,44.0,1,right,R. Westbrook 9' fadeaway bank Jump Shot (2 PTS),[201566],1610612747.0,LAL,fadeaway bank,,,Westbrook,R. Westbrook,,,,,9.76,Made,2.0,,,,,,,,,,,,,,,,,,
135,PT01M47.00S,2021-12-30T01:33:14.2Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612763,19,27,2021-12-30T01:33:25Z,1350000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Bane 2 FT),"[1629659, 1630217]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,1629174.0,,,,,1.0,0.0,Bane,1630217.0,,,
137,PT01M47.00S,2021-12-30T01:33:47.8Z,1,REGULAR,freethrow,1 of 2,[],1630217,,,1610612763,20,27,2021-12-30T01:33:47Z,1370000,,,0,,D. Bane Free Throw 1 of 2 (7 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
138,PT01M47.00S,2021-12-30T01:34:07.4Z,1,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,21,27,2021-12-30T01:34:07Z,1380000,,,0,,D. Bane Free Throw 2 of 2 (8 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
139,PT01M39.00S,2021-12-30T01:34:16.6Z,1,REGULAR,3pt,Jump Shot,[],1626169,67.62483574244416,34.80392156862745,1610612747,21,27,2021-12-30T01:34:24Z,1390000,-76.0,252.0,1,right,MISS S. Johnson 26' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M36.00S,2021-12-30T01:34:19.4Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,21,27,2021-12-30T01:34:19Z,1400000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,139.0,2.0,1.0,1.0,,,,,,,
141,PT01M22.00S,2021-12-30T01:34:33.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201954,76.42904073587385,19.11764705882353,1610612747,21,27,2021-12-30T01:34:39Z,1410000,-154.0,169.0,1,right,MISS D. Collison 22' pullup Shot,[201954],1610612747.0,LAL,pullup,,,Collison,D. Collison,,,,,22.9,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M21.00S,2021-12-30T01:34:37.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,21,27,2021-12-30T01:34:37Z,1420000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,,
143,PT01M21.00S,2021-12-30T01:34:38.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,21,27,2021-12-30T01:34:38Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M21.00S,2021-12-30T01:34:42.8Z,1,REGULAR,substitution,out,[],1630217,,,1610612747,21,27,2021-12-30T01:34:53Z,1440000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M21.00S,2021-12-30T01:34:42.8Z,1,REGULAR,substitution,in,[],1629783,,,1610612747,21,27,2021-12-30T01:34:53Z,1450000,,,0,,SUB in: S. Buchanan,[1629783],1610612763.0,MEM,,,,Buchanan,S. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M15.00S,2021-12-30T01:35:00.5Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,21,27,2021-12-30T01:35:03Z,1460000,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629783]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,1.0,Buchanan,1629783.0,,,,,,,,,,,,
147,PT01M15.00S,2021-12-30T01:35:00.5Z,1,REGULAR,steal,,[],1629783,,,1610612763,21,27,2021-12-30T01:35:02Z,1470000,,,0,,S. Buchanan STEAL (1 STL),[1629783],1610612763.0,MEM,,,,Buchanan,S. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M12.00S,2021-12-30T01:35:06.6Z,1,REGULAR,turnover,out-of-bounds,[],1629783,,,1610612763,21,27,2021-12-30T01:35:14Z,1480000,,,0,,S. Buchanan step out-of-bounds TURNOVER (1 TO),[1629783],1610612763.0,MEM,step,,,Buchanan,S. Buchanan,,,,,,,,,,,1.0,,,1627961.0,,,,,,,,,,,
149,PT00M56.00S,2021-12-30T01:35:35.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201566,89.43823915900131,41.66666666666667,1610612747,21,27,2021-12-30T01:35:39Z,1490000,-42.0,47.0,1,right,MISS R. Westbrook 6' driving floating bank Shot,[201566],1610612747.0,LAL,driving floating bank,,,Westbrook,R. Westbrook,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M53.10S,2021-12-30T01:35:38.2Z,1,REGULAR,rebound,defensive,[],1629783,,,1610612763,21,27,2021-12-30T01:35:39Z,1500000,,,0,,S. Buchanan REBOUND (Off:0 Def:1),[1629783],1610612763.0,MEM,,,,Buchanan,S. Buchanan,,,,,,,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,
151,PT00M47.10S,2021-12-30T01:35:44.6Z,1,REGULAR,3pt,Jump Shot,[],1629681,31.09395532194481,25.245098039215684,1610612763,21,27,2021-12-30T01:35:48Z,1510000,124.0,240.0,1,left,MISS K. Tillie 26' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M44.40S,2021-12-30T01:35:47.3Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,21,27,2021-12-30T01:35:48Z,1520000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,
153,PT00M40.30S,2021-12-30T01:35:53.6Z,1,REGULAR,foul,offensive,[],1626169,,,1610612747,21,27,2021-12-30T01:35:58Z,1530000,,,0,,S. Johnson offensive FOUL (1 PF),"[1626169, 1626145]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,1629174.0,,,,,1.0,0.0,Jones,1626145.0,,,
155,PT00M40.30S,2021-12-30T01:35:53.6Z,1,REGULAR,turnover,offensive foul,[],1626169,,,1610612747,21,27,2021-12-30T01:35:53Z,1550000,,,0,,S. Johnson offensive foul TURNOVER (1 TO),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,1.0,,,1629174.0,,,,,,,,,,,
156,PT00M40.30S,2021-12-30T01:36:02.5Z,1,REGULAR,substitution,out,[],1630214,,,1610612763,21,27,2021-12-30T01:36:07Z,1560000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M40.30S,2021-12-30T01:36:02.5Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,21,27,2021-12-30T01:36:07Z,1570000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M29.60S,2021-12-30T01:36:24.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629681,6.521024967148489,95.09803921568627,1610612763,21,27,2021-12-30T01:36:28Z,1580000,-225.0,9.0,1,left,MISS K. Tillie 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,22.57,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M25.80S,2021-12-30T01:36:28.1Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,21,27,2021-12-30T01:36:28Z,1590000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,
160,PT00M05.10S,2021-12-30T01:36:48.7Z,1,REGULAR,3pt,Jump Shot,[],201566,71.04139290407359,20.588235294117645,1610612747,21,30,2021-12-30T01:36:52Z,1600000,-147.0,220.0,1,right,R. Westbrook 26' 3PT pullup (5 PTS),[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,26.44,Made,5.0,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-12-30T01:36:56.9Z,1,REGULAR,2pt,Jump Shot,[],1626145,21.107095926412615,48.77450980392157,1610612763,23,30,2021-12-30T01:37:01Z,1610000,6.0,146.0,1,left,T. Jones 14' driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,14.6,Made,2.0,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2021-12-30T01:37:07.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612747,23,30,2021-12-30T01:37:51Z,1620000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,,End Period - Good Basket
163,PT00M00.00S,2021-12-30T01:37:27.8Z,1,REGULAR,period,end,[],0,,,1610612747,23,30,2021-12-30T01:37:27Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-30T01:38:36.0Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612747,23,30,2021-12-30T01:39:46Z,1640000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-30T01:38:36.0Z,2,REGULAR,substitution,out,['startperiod'],1629681,,,1610612747,23,30,2021-12-30T01:39:46Z,1650000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-30T01:38:36.0Z,2,REGULAR,substitution,out,['startperiod'],201954,,,1610612747,23,30,2021-12-30T01:39:46Z,1660000,,,0,,SUB out: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-30T01:38:36.0Z,2,REGULAR,substitution,in,['startperiod'],203500,,,1610612747,23,30,2021-12-30T01:39:46Z,1670000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-30T01:38:36.0Z,2,REGULAR,substitution,in,['startperiod'],203937,,,1610612747,23,30,2021-12-30T01:39:46Z,1680000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-30T01:38:36.0Z,2,REGULAR,substitution,in,['startperiod'],1628370,,,1610612747,23,30,2021-12-30T01:39:46Z,1690000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-30T01:40:02.7Z,2,REGULAR,period,start,[],0,,,1610612747,23,30,2021-12-30T01:40:02Z,1700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M40.00S,2021-12-30T01:40:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626169,81.2910643889619,60.78431372549019,1610612747,23,32,2021-12-30T01:40:26Z,1710000,54.0,123.0,1,right,S. Johnson 13' step back Jump Shot (2 PTS) (M. Monk 1 AST),"[1626169, 1628370]",1610612747.0,LAL,step back,,,Johnson,S. Johnson,,,,,13.47,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,,
176,PT11M26.00S,2021-12-30T01:40:36.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.966491458607096,53.431372549019606,1610612763,23,32,2021-12-30T01:40:45Z,1730000,-17.0,22.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,,
