actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
16,PT10M41.00S,2022-01-15T03:12:47.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,2,0,2022-01-15T03:12:47Z,160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2022-01-15T03:13:05.2Z,1,REGULAR,2pt,Jump Shot,[],1630217,8.886333771353483,15.686274509803921,1610612763,2,0,2022-01-15T03:13:10Z,170000,172.0,31.0,1,left,MISS D. Bane 17' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,17.44,Missed,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2022-01-15T03:13:07.2Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,2,0,2022-01-15T03:13:10Z,180000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,
19,PT10M30.00S,2022-01-15T03:13:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.11760840998686,48.529411764705884,1610612742,2,0,2022-01-15T03:13:19Z,190000,-7.0,12.0,1,right,MISS D. Finney-Smith Layup,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,1.43,Missed,,,,,,,,,,,,,,,,,
20,PT10M26.00S,2022-01-15T03:13:17.6Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,2,0,2022-01-15T03:13:19Z,200000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,
21,PT10M22.00S,2022-01-15T03:13:21.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629630,28.33442838370565,18.627450980392158,1610612763,2,0,2022-01-15T03:13:26Z,210000,157.0,214.0,1,left,MISS J. Morant 26' running 3PT,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,,,26.52,Missed,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2022-01-15T03:13:24.9Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,2,0,2022-01-15T03:13:26Z,220000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,
23,PT10M07.00S,2022-01-15T03:13:36.0Z,1,REGULAR,2pt,Jump Shot,[],1629029,89.04402102496715,65.93137254901961,1610612742,2,0,2022-01-15T03:13:41Z,230000,80.0,50.0,1,right,MISS L. Doncic 9' driving floating bank Shot,[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,9.44,Missed,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2022-01-15T03:13:39.0Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,0,2022-01-15T03:13:41Z,240000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,
25,PT09M57.00S,2022-01-15T03:13:46.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,10.726018396846255,4.166666666666666,1610612763,5,0,2022-01-15T03:13:50Z,250000,229.0,48.0,1,left,Z. Williams 3PT  (5 PTS) (B. Clarke 1 AST),"[1630533, 1629634]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,23.42,Made,,,,,,,5.0,B. Clarke,1629634.0,1.0,,,,,,,
27,PT09M31.00S,2022-01-15T03:14:11.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.38436268068331,78.43137254901961,1610612742,5,0,2022-01-15T03:14:15Z,270000,142.0,226.0,1,right,MISS L. Doncic 26' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,26.69,Missed,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2022-01-15T03:14:14.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,5,0,2022-01-15T03:14:15Z,280000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,,,,
29,PT09M21.00S,2022-01-15T03:14:21.4Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.40801576872536,60.049019607843135,1610612763,5,0,2022-01-15T03:14:24Z,290000,-50.0,252.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,25.7,Missed,,,,,,,,,,,,,,,,,
30,PT09M19.00S,2022-01-15T03:14:23.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,5,0,2022-01-15T03:14:24Z,300000,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M05.00S,2022-01-15T03:14:38.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,93.51182654402102,50.98039215686274,1610612742,5,2,2022-01-15T03:14:41Z,310000,5.0,8.0,1,right,D. Finney-Smith driving DUNK (2 PTS) (L. Doncic 1 AST),"[1627827, 1629029]",1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,,,0.98,Made,,,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,
33,PT09M03.00S,2022-01-15T03:14:47.7Z,1,REGULAR,stoppage,other,[],0,,,1610612763,5,2,2022-01-15T03:14:47Z,330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M50.00S,2022-01-15T03:15:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,7.046649145860711,48.28431372549019,1610612763,5,2,2022-01-15T03:15:06Z,340000,9.0,14.0,1,left,MISS B. Clarke alley-oop Layup,[1629634],1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,,,1.62,Missed,,,,,,,,,,,,,,,,,
35,PT08M47.00S,2022-01-15T03:15:07.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,5,2,2022-01-15T03:15:06Z,350000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,
36,PT08M44.00S,2022-01-15T03:15:14.1Z,1,REGULAR,turnover,out-of-bounds,[],1628467,,,1610612742,5,2,2022-01-15T03:15:23Z,360000,,,0,,M. Kleber step out-of-bounds TURNOVER (1 TO),[1628467],1610612742.0,DAL,step,,,Kleber,M. Kleber,,,,,2004.0,1.0,,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2022-01-15T03:15:36.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,6.258212877792378,49.01960784313725,1610612763,7,2,2022-01-15T03:15:40Z,370000,5.0,6.0,1,left,J. Morant driving finger roll Layup (2 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,0.8,Made,,,,,,,2.0,,,,,,,,,,
38,PT08M16.00S,2022-01-15T03:15:51.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629029,92.72339027595268,52.20588235294118,1610612742,7,4,2022-01-15T03:15:55Z,380000,11.0,16.0,1,right,L. Doncic driving bank Hook (2 PTS),[1629029],1610612742.0,DAL,driving bank,,,Doncic,L. Doncic,,,,,,,1.93,Made,,,,,,,2.0,,,,,,,,,,
39,PT07M57.00S,2022-01-15T03:16:09.4Z,1,REGULAR,3pt,Jump Shot,[],1629634,4.155716162943495,96.56862745098039,1610612763,10,4,2022-01-15T03:16:13Z,390000,-233.0,-13.0,1,left,B. Clarke 3PT  (3 PTS) (Z. Williams 1 AST),"[1629634, 1630533]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,23.32,Made,,,,,,,3.0,Z. Williams,1630533.0,1.0,,,,,,,
41,PT07M45.00S,2022-01-15T03:16:21.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,75.77201051248358,9.558823529411764,1610612742,10,4,2022-01-15T03:16:31Z,410000,-202.0,175.0,1,right,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,26.75,Missed,,,,,,,,,,,,,,,,,
42,PT07M39.00S,2022-01-15T03:16:27.5Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,10,4,2022-01-15T03:16:31Z,420000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,
43,PT07M38.00S,2022-01-15T03:16:31.3Z,1,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,10,4,2022-01-15T03:16:40Z,430000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (1 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,204058.0,1.0,,,,,,,,,,,,,,,,,,,
44,PT07M26.00S,2022-01-15T03:16:48.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203939,94.1688567674113,49.26470588235294,1610612742,10,6,2022-01-15T03:16:51Z,440000,-4.0,2.0,1,right,D. Powell alley-oop DUNK (2 PTS) (J. Brunson 1 AST),"[203939, 1628973]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,0.44,Made,,,,,,,2.0,J. Brunson,1628973.0,1.0,,,,,,,
46,PT07M03.00S,2022-01-15T03:17:11.6Z,1,REGULAR,3pt,Jump Shot,[],1629634,29.122864651773984,27.450980392156865,1610612763,13,6,2022-01-15T03:17:16Z,460000,113.0,221.0,1,left,B. Clarke 24' 3PT  (6 PTS) (Z. Williams 2 AST),"[1629634, 1630533]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,24.83,Made,,,,,,,6.0,Z. Williams,1630533.0,2.0,,,,,,,
48,PT07M03.00S,2022-01-15T03:17:15.9Z,1,REGULAR,foul,personal,['1freethrow'],1628467,,,1610612763,13,6,2022-01-15T03:17:40Z,480000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Clarke 1 FT),"[1628467, 1629634]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Clarke,1629634.0,,,
50,PT07M03.00S,2022-01-15T03:17:40.8Z,1,REGULAR,freethrow,1 of 1,[],1629634,,,1610612763,14,6,2022-01-15T03:17:40Z,500000,,,0,,B. Clarke Free Throw 1 of 1 (7 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
51,PT06M50.00S,2022-01-15T03:17:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.88370565045992,49.50980392156863,1610612742,14,8,2022-01-15T03:18:02Z,510000,-2.0,33.0,1,right,L. Doncic driving floating Jump Shot (4 PTS) (D. Powell 1 AST),"[1629029, 203939]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,3.33,Made,,,,,,,4.0,D. Powell,203939.0,1.0,,,,,,,
52,PT06M35.00S,2022-01-15T03:18:07.8Z,1,REGULAR,3pt,Jump Shot,[],1630533,8.492115637319317,95.09803921568627,1610612763,14,8,2022-01-15T03:18:11Z,520000,-225.0,27.0,1,left,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,22.71,Missed,,,,,,,,,,,,,,,,,
53,PT06M33.00S,2022-01-15T03:18:09.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,14,8,2022-01-15T03:18:11Z,530000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,
54,PT06M28.00S,2022-01-15T03:18:17.5Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612742,14,8,2022-01-15T03:18:39Z,540000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Powell 2 FT),"[1628991, 203939]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Powell,203939.0,,,
56,PT06M28.00S,2022-01-15T03:18:35.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,8,2022-01-15T03:18:35Z,560000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M28.00S,2022-01-15T03:20:48.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612742,14,8,2022-01-15T03:21:38Z,570000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M28.00S,2022-01-15T03:20:48.9Z,1,REGULAR,substitution,out,[],1629634,,,1610612742,14,8,2022-01-15T03:21:38Z,580000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M28.00S,2022-01-15T03:20:48.9Z,1,REGULAR,substitution,out,[],1628991,,,1610612742,14,8,2022-01-15T03:21:38Z,590000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M28.00S,2022-01-15T03:20:48.9Z,1,REGULAR,substitution,in,[],1629723,,,1610612742,14,8,2022-01-15T03:21:38Z,600000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M28.00S,2022-01-15T03:20:48.9Z,1,REGULAR,substitution,in,[],203937,,,1610612742,14,8,2022-01-15T03:21:38Z,610000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2022-01-15T03:20:48.9Z,1,REGULAR,substitution,in,[],203500,,,1610612742,14,8,2022-01-15T03:21:38Z,620000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-01-15T03:22:02.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203939,,,1610612742,14,8,2022-01-15T03:22:02Z,630000,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2022-01-15T03:22:02.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,14,8,2022-01-15T03:22:02Z,640000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,
66,PT06M28.00S,2022-01-15T03:22:18.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203939,,,1610612742,14,9,2022-01-15T03:22:18Z,650000,,,0,,D. Powell Free Throw 2 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,
67,PT06M17.00S,2022-01-15T03:22:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,16.90210249671485,41.911764705882355,1610612763,14,9,2022-01-15T03:22:37Z,660000,40.0,106.0,1,left,MISS J. Morant 11' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,,11.38,Missed,,,,,,,,,,,,,,,,,
68,PT06M13.00S,2022-01-15T03:22:35.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,14,9,2022-01-15T03:22:37Z,670000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,
69,PT06M12.00S,2022-01-15T03:22:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,7.966491458607096,48.77450980392157,1610612763,14,9,2022-01-15T03:23:21Z,680000,6.0,22.0,1,left,MISS K. Anderson reverse Layup,[203937],1610612763.0,MEM,reverse,,,Anderson,K. Anderson,,,,,,,2.32,Missed,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2022-01-15T03:22:39.3Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,14,9,2022-01-15T03:22:41Z,690000,,,0,,D. Powell REBOUND (Off:0 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,
71,PT06M00.00S,2022-01-15T03:22:49.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,94.43166885676742,49.754901960784316,1610612742,14,11,2022-01-15T03:22:53Z,700000,-1.0,0.0,1,right,D. Powell alley-oop DUNK (5 PTS) (L. Doncic 2 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,0.12,Made,,,,,,,5.0,L. Doncic,1629029.0,2.0,,,,,,,
73,PT05M39.00S,2022-01-15T03:23:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.4053876478318,44.6078431372549,1610612763,16,11,2022-01-15T03:23:12Z,720000,27.0,83.0,1,left,J. Morant 8' pullup Jump Shot (4 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,,8.72,Made,,,,,,,4.0,,,,,,,,,,
74,PT05M19.00S,2022-01-15T03:23:29.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203939,93.38042049934296,49.01960784313725,1610612742,16,13,2022-01-15T03:23:33Z,730000,-5.0,10.0,1,right,D. Powell Hook (7 PTS) (L. Doncic 3 AST),"[203939, 1629029]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,1.09,Made,,,,,,,7.0,L. Doncic,1629029.0,3.0,,,,,,,
76,PT05M07.00S,2022-01-15T03:23:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.302890932982917,64.95098039215686,1610612763,16,13,2022-01-15T03:23:46Z,750000,-75.0,63.0,1,left,MISS J. Morant 9' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,,9.79,Missed,,,,,,,,,,,,,,,,,
77,PT05M04.00S,2022-01-15T03:23:44.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,16,13,2022-01-15T03:25:20Z,760000,,,0,,S. Adams REBOUND (Off:2 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,76.0,2.0,0.0,2.0,,,,,,,,,,,,,
78,PT05M03.00S,2022-01-15T03:23:45.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630533,6.258212877792378,49.50980392156863,1610612763,18,13,2022-01-15T03:23:50Z,770000,2.0,6.0,1,left,Z. Williams driving DUNK (7 PTS) (S. Adams 1 AST),"[1630533, 203500]",1610612763.0,MEM,driving,,,Williams,Z. Williams,,,,,,,0.68,Made,,,,,,,7.0,S. Adams,203500.0,1.0,,,,,,,
79,PT04M49.00S,2022-01-15T03:24:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,81.8166885676741,46.32352941176471,1610612742,18,15,2022-01-15T03:24:08Z,780000,-18.0,118.0,1,right,L. Doncic 11' driving floating Jump Shot (6 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,11.98,Made,,,,,,,6.0,,,,,,,,,,
80,PT04M49.00S,2022-01-15T03:24:05.6Z,1,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612742,18,15,2022-01-15T03:24:34Z,790000,,,0,,Z. Williams shooting personal FOUL (1 PF) (Doncic 1 FT),"[1630533, 1629029]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,
82,PT04M49.00S,2022-01-15T03:24:13.7Z,1,REGULAR,substitution,out,[],203939,,,1610612742,18,15,2022-01-15T03:24:59Z,810000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M49.00S,2022-01-15T03:24:13.7Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,18,15,2022-01-15T03:24:59Z,820000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2022-01-15T03:24:13.7Z,1,REGULAR,substitution,in,[],203501,,,1610612742,18,15,2022-01-15T03:24:59Z,830000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M49.00S,2022-01-15T03:24:13.7Z,1,REGULAR,substitution,in,[],1627737,,,1610612742,18,15,2022-01-15T03:24:59Z,840000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2022-01-15T03:24:35.7Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,18,16,2022-01-15T03:24:35Z,850000,,,0,,L. Doncic Free Throw 1 of 1 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,
87,PT04M25.00S,2022-01-15T03:24:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,16.245072273324574,58.57843137254902,1610612763,18,16,2022-01-15T03:25:13Z,860000,-43.0,100.0,1,left,MISS J. Morant 10' turnaround fadeaway Shot,[1629630],1610612763.0,MEM,turnaround fadeaway,,,Morant,J. Morant,,,,,,,10.9,Missed,,,,,,,,,,,,,,,,,
