actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
270,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,53,40,2021-11-28T23:50:59Z,2680000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M24.00S,2021-11-28T23:50:40.7Z,2,REGULAR,substitution,in,[],1627741,,,1610612763,53,40,2021-11-28T23:50:59Z,2690000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M11.00S,2021-11-28T23:51:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,5.863994743758213,49.50980392156863,1610612763,55,40,2021-11-28T23:51:20Z,2700000,2.0,3.0,1,left,J. Jackson Jr. driving Layup (4 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,0.36,Made,4.0,,,,,,,,,,,,,,,,,,
273,PT06M00.00S,2021-11-28T23:51:27.1Z,2,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612758,55,40,2021-11-28T23:51:34Z,2710000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Metu 2 FT),"[1628991, 1629002]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,203177.0,1.0,0.0,Metu,1629002.0,,,,,,,,,,
275,PT06M00.00S,2021-11-28T23:51:59.7Z,2,REGULAR,freethrow,1 of 2,[],1629002,,,1610612758,55,41,2021-11-28T23:51:59Z,2730000,,,0,,C. Metu Free Throw 1 of 2 (5 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
276,PT06M00.00S,2021-11-28T23:52:13.7Z,2,REGULAR,freethrow,2 of 2,[],1629002,,,1610612758,55,42,2021-11-28T23:52:13Z,2740000,,,0,,C. Metu Free Throw 2 of 2 (6 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
277,PT05M45.00S,2021-11-28T23:52:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,12.959921156373195,58.82352941176471,1610612763,55,42,2021-11-28T23:52:36Z,2750000,-44.0,69.0,1,left,MISS J. Jackson Jr. 8' turnaround Shot,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,8.21,Missed,,,,,,,,,,,,,,,,,,,
278,PT05M42.00S,2021-11-28T23:52:35.4Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,55,42,2021-11-28T23:52:35Z,2760000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,277.0,6.0,4.0,2.0,,,,,
279,PT05M41.00S,2021-11-28T23:52:36.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,7.966491458607096,48.28431372549019,1610612763,55,42,2021-11-28T23:52:42Z,2770000,9.0,22.0,1,left,MISS S. Adams putback Layup - blocked,"[203500, 1627745]",1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,2.4,Missed,,,,,,,,,,,,,,,Jones,1627745.0,,,
329,PT05M41.00S,2021-11-28T23:52:36.1Z,2,REGULAR,block,,[],1627745,,,1610612763,55,42,2021-11-29T00:02:26Z,2775000,,,0,,D. Jones BLOCK (1 BLK),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M34.00S,2021-11-28T23:52:43.1Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612763,55,42,2021-11-28T23:52:42Z,2780000,,,0,,D. Melton REBOUND (Off:1 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,279.0,4.0,3.0,1.0,,,,,
281,PT05M34.00S,2021-11-28T23:52:41.8Z,2,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",1629001,13.272010512483574,48.920036764705884,1610612763,57,42,2021-11-28T23:52:48Z,2790000,5.0,72.0,1,left,D. Melton 7' floating Jump Shot (8 PTS),[1629001],1610612763.0,MEM,floating,,,Melton,D. Melton,,,,,7.25,Made,8.0,,,,,,,,,,,,,,,,,,
282,PT05M29.00S,2021-11-28T23:52:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,93.24901445466492,51.470588235294116,1610612758,57,42,2021-11-28T23:52:51Z,2800000,7.0,11.0,1,right,MISS D. Mitchell driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,1.33,Missed,,,,,,,,,,,,,,,,,,,
283,PT05M27.00S,2021-11-28T23:52:49.4Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612763,57,42,2021-11-28T23:52:49Z,2810000,,,0,,D. Melton REBOUND (Off:1 Def:4),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,282.0,5.0,4.0,1.0,,,,,
284,PT05M19.00S,2021-11-28T23:52:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.389618922470433,52.20588235294118,1610612763,59,42,2021-11-28T23:53:06Z,2820000,-11.0,8.0,1,left,D. Bane driving reverse Layup (12 PTS) (D. Melton 3 AST),"[1630217, 1629001]",1610612763.0,MEM,driving reverse,,,Bane,D. Bane,,,,,1.34,Made,12.0,D. Melton,1629001.0,3.0,,,,,,,,,,,,,,,
286,PT05M02.00S,2021-11-28T23:53:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.9060446780552,50.0,1610612758,59,42,2021-11-28T23:53:20Z,2840000,0.0,5.0,1,right,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,0.48,Missed,,,,,,,,,,,,,,,,,,,
287,PT04M58.00S,2021-11-28T23:53:18.9Z,2,REGULAR,rebound,offensive,[],1627741,,,1610612758,59,42,2021-11-28T23:53:20Z,2850000,,,0,,B. Hield REBOUND (Off:1 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,286.0,3.0,2.0,1.0,,,,,
288,PT04M58.00S,2021-11-28T23:53:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,94.40999984741211,50.0,1610612758,59,44,2021-11-28T23:53:18Z,2860000,0.0,0.0,1,right,B. Hield tip Layup (13 PTS),[1627741],1610612758.0,SAC,tip,,,Hield,B. Hield,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,,
289,PT04M48.00S,2021-11-28T23:53:28.5Z,2,REGULAR,3pt,Jump Shot,[],1630533,21.369908015768726,7.352941176470589,1610612763,59,44,2021-11-28T23:53:35Z,2870000,213.0,148.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
290,PT04M48.00S,2021-11-28T23:53:28.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,59,44,2021-11-28T23:53:35Z,2880000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,289.0,,,,,,,,
291,PT04M48.00S,2021-11-28T23:53:35.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627745,,,1610612763,59,44,2021-11-28T23:56:56Z,2890000,,,0,,D. Jones flagrant-type-1 personal FOUL (3 PF) (Adams 2 FT),"[1627745, 203500]",1610612758.0,SAC,flagrant-type-1,,,Jones,D. Jones,,,,,,,,,,,203177.0,3.0,0.0,Adams,203500.0,,,,,,,,,,
293,PT04M48.00S,2021-11-28T23:53:44.3Z,2,REGULAR,substitution,out,[],1628991,,,1610612763,59,44,2021-11-28T23:53:57Z,2910000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M48.00S,2021-11-28T23:53:44.3Z,2,REGULAR,substitution,in,[],203937,,,1610612763,59,44,2021-11-28T23:53:57Z,2920000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M48.00S,2021-11-28T23:54:25.2Z,2,REGULAR,instantreplay,request,[],0,,,1610612763,59,44,2021-11-28T23:56:47Z,2930000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,203177.0,,,,,,,,,,,,,,Common Foul to Flagrant 1
296,PT04M48.00S,2021-11-28T23:56:53.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612763,59,44,2021-11-28T23:57:10Z,2940000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M48.00S,2021-11-28T23:56:53.6Z,2,REGULAR,substitution,out,[],1627745,,,1610612763,59,44,2021-11-28T23:57:10Z,2950000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M48.00S,2021-11-28T23:56:53.6Z,2,REGULAR,substitution,in,[],202684,,,1610612763,59,44,2021-11-28T23:57:10Z,2960000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M48.00S,2021-11-28T23:56:53.6Z,2,REGULAR,substitution,in,[],1630169,,,1610612763,59,44,2021-11-28T23:57:10Z,2970000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M48.00S,2021-11-28T23:57:14.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,59,44,2021-11-28T23:57:34Z,2980000,,,0,,MISS S. Adams flagrant Free Throw 1 of 2,[203500],1610612763.0,MEM,flagrant,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
301,PT04M48.00S,2021-11-28T23:57:14.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,59,44,2021-11-28T23:57:14Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,,,
302,PT04M48.00S,2021-11-28T23:57:14.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,60,44,2021-11-28T23:57:34Z,3000000,,,0,,S. Adams flagrant Free Throw 2 of 2 (1 PTS),[203500],1610612763.0,MEM,flagrant,,,Adams,S. Adams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
304,PT04M38.00S,2021-11-28T23:57:45.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629001,16.63929040735874,68.87254901960785,1610612763,60,44,2021-11-28T23:57:48Z,3010000,-94.0,104.0,1,left,MISS D. Melton 14' step back Shot,[1629001],1610612763.0,MEM,step back,,,Melton,D. Melton,,,,,14.04,Missed,,,,,,,,,,,,,,,,,,,
305,PT04M35.00S,2021-11-28T23:57:48.0Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612758,60,44,2021-11-28T23:57:48Z,3020000,,,0,,B. Hield REBOUND (Off:1 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,304.0,4.0,3.0,1.0,,,,,
306,PT04M22.00S,2021-11-28T23:58:00.9Z,2,REGULAR,2pt,Jump Shot,[],1628368,87.46714848883047,67.64705882352942,1610612758,60,44,2021-11-28T23:58:03Z,3030000,88.0,65.0,1,right,MISS D. Fox 10' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,10.97,Missed,,,,,,,,,,,,,,,,,,,
307,PT04M20.00S,2021-11-28T23:58:02.9Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,60,44,2021-11-28T23:58:03Z,3040000,,,0,,S. Adams REBOUND (Off:2 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,306.0,7.0,5.0,2.0,,,,,
308,PT04M13.00S,2021-11-28T23:58:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,14.799605781865965,50.98039215686274,1610612763,62,44,2021-11-28T23:58:14Z,3050000,-5.0,87.0,1,left,Z. Williams 8' floating Jump Shot (8 PTS) (K. Anderson 2 AST),"[1630533, 203937]",1610612763.0,MEM,floating,,,Williams,Z. Williams,,,,,8.67,Made,8.0,K. Anderson,203937.0,2.0,,,,,,,,,,,,,,,
310,PT03M59.00S,2021-11-28T23:58:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,82.7365308804205,56.372549019607845,1610612758,62,44,2021-11-28T23:58:27Z,3070000,32.0,110.0,1,right,MISS C. Metu 11' fadeaway Shot,[1629002],1610612758.0,SAC,fadeaway,,,Metu,C. Metu,,,,,11.43,Missed,,,,,,,,,,,,,,,,,,,
311,PT03M57.00S,2021-11-28T23:58:25.7Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,62,44,2021-11-28T23:58:27Z,3080000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,310.0,1.0,1.0,0.0,,,,,
312,PT03M45.00S,2021-11-28T23:58:40.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627741,,,1610612763,62,44,2021-11-28T23:58:52Z,3090000,,,0,,B. Hield personal FOUL (1 PF) (Melton 2 FT),"[1627741, 1629001]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,203177.0,1.0,0.0,Melton,1629001.0,,,,,,,,,,
314,PT03M45.00S,2021-11-28T23:59:11.0Z,2,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,63,44,2021-11-28T23:59:11Z,3110000,,,0,,D. Melton Free Throw 1 of 2 (9 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
315,PT03M45.00S,2021-11-28T23:59:11.8Z,2,REGULAR,substitution,out,[],203500,,,1610612763,63,44,2021-11-28T23:59:15Z,3120000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M45.00S,2021-11-28T23:59:11.8Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,63,44,2021-11-28T23:59:15Z,3130000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M45.00S,2021-11-28T23:59:27.1Z,2,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,64,44,2021-11-28T23:59:27Z,3140000,,,0,,D. Melton Free Throw 2 of 2 (10 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
318,PT03M33.00S,2021-11-28T23:59:41.8Z,2,REGULAR,3pt,Jump Shot,[],1629002,71.82982917214193,18.872549019607842,1610612758,64,44,2021-11-28T23:59:46Z,3150000,-156.0,212.0,1,right,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
319,PT03M30.00S,2021-11-28T23:59:44.8Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,64,44,2021-11-28T23:59:46Z,3160000,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,318.0,2.0,2.0,0.0,,,,,
320,PT03M21.00S,2021-11-28T23:59:53.1Z,2,REGULAR,3pt,Jump Shot,[],1630217,23.866622864651774,86.76470588235294,1610612763,67,44,2021-11-28T23:59:57Z,3170000,-184.0,172.0,1,left,D. Bane 25' 3PT step back (15 PTS) (Z. Williams 1 AST),"[1630217, 1630533]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,25.16,Made,15.0,Z. Williams,1630533.0,1.0,,,,,,,,,,,,,,,
322,PT02M59.00S,2021-11-29T00:00:15.2Z,2,REGULAR,3pt,Jump Shot,[],1630169,71.43561103810775,77.69607843137256,1610612758,67,44,2021-11-29T00:00:19Z,3190000,138.0,216.0,1,right,MISS T. Haliburton 25' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
323,PT02M56.00S,2021-11-29T00:00:18.2Z,2,REGULAR,rebound,offensive,[],1629002,,,1610612758,67,44,2021-11-29T00:00:19Z,3200000,,,0,,C. Metu REBOUND (Off:2 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,322.0,5.0,3.0,2.0,,,,,
324,PT02M52.00S,2021-11-29T00:00:22.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,72.35545335085413,19.607843137254903,1610612758,67,44,2021-11-29T00:00:28Z,3210000,-152.0,207.0,1,right,MISS B. Hield 25' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
325,PT02M51.00S,2021-11-29T00:00:23.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,67,44,2021-11-29T00:00:28Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,
326,PT02M51.00S,2021-11-29T00:00:28.7Z,2,REGULAR,foul,personal,[],1629634,,,1610612758,67,44,2021-11-29T00:00:33Z,3230000,,,0,,B. Clarke loose ball personal FOUL (2 PF),"[1629634, 1630169]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,,,,,,,203177.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,,
328,PT02M51.00S,2021-11-29T00:00:42.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,67,44,2021-11-29T00:00:42Z,3250000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT02M51.00S,2021-11-29T00:02:43.6Z,2,REGULAR,substitution,out,[],1630533,,,1610612758,67,44,2021-11-29T00:03:25Z,3260000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M51.00S,2021-11-29T00:02:43.6Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,67,44,2021-11-29T00:03:25Z,3270000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M51.00S,2021-11-29T00:02:43.6Z,2,REGULAR,substitution,in,[],1628415,,,1610612758,67,44,2021-11-29T00:03:25Z,3280000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M51.00S,2021-11-29T00:02:43.6Z,2,REGULAR,substitution,in,[],1629056,,,1610612758,67,44,2021-11-29T00:03:25Z,3290000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M40.00S,2021-11-29T00:03:48.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,66.3107752956636,39.21568627450981,1610612758,67,47,2021-11-29T00:03:52Z,3300000,-54.0,264.0,1,right,D. Fox 26' 3PT pullup (9 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,26.96,Made,9.0,,,,,,,,,,,,,,,,,,
335,PT02M17.00S,2021-11-29T00:04:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630217,21.369908015768726,88.97058823529412,1610612763,67,47,2021-11-29T00:04:15Z,3310000,-195.0,148.0,1,left,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
336,PT02M14.00S,2021-11-29T00:04:14.9Z,2,REGULAR,rebound,defensive,[],1629056,,,1610612758,67,47,2021-11-29T00:04:15Z,3320000,,,0,,T. Davis REBOUND (Off:0 Def:2),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,335.0,2.0,2.0,0.0,,,,,
337,PT02M09.00S,2021-11-29T00:04:19.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629056,66.96780551905388,49.01960784313725,1610612758,67,47,2021-11-29T00:06:47Z,3330000,-5.0,258.0,1,right,MISS T. Davis 25' pullup 3PT,[1629056],1610612758.0,SAC,pullup,,,Davis,T. Davis,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
338,PT02M04.00S,2021-11-29T00:04:24.7Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612763,67,47,2021-11-29T00:04:26Z,3340000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,337.0,2.0,2.0,0.0,,,,,
339,PT02M00.00S,2021-11-29T00:04:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,8.360709592641262,45.09803921568628,1610612763,67,47,2021-11-29T00:04:33Z,3350000,25.0,26.0,1,left,MISS D. Brooks running Layup - blocked,"[1628415, 1628368]",1610612763.0,MEM,running,,,Brooks,D. Brooks,,,,,3.58,Missed,,,,,,,,,,,,,,,Fox,1628368.0,,,
340,PT02M00.00S,2021-11-29T00:04:28.3Z,2,REGULAR,block,,[],1628368,,,1610612763,67,47,2021-11-29T00:10:30Z,3360000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M55.00S,2021-11-29T00:04:33.3Z,2,REGULAR,rebound,offensive,[],1628415,,,1610612763,67,47,2021-11-29T00:04:33Z,3370000,,,0,,D. Brooks REBOUND (Off:1 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,339.0,3.0,2.0,1.0,,,,,
342,PT01M55.00S,2021-11-29T00:04:36.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,6.915243101182654,95.09803921568627,1610612763,67,47,2021-11-29T00:04:39Z,3380000,-225.0,13.0,1,left,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,,
343,PT01M55.00S,2021-11-29T00:04:36.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,67,47,2021-11-29T00:04:39Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,
344,PT01M55.00S,2021-11-29T00:04:39.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,67,47,2021-11-29T00:04:39Z,3400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT01M55.00S,2021-11-29T00:04:40.1Z,2,REGULAR,substitution,out,[],1629001,,,1610612763,67,47,2021-11-29T00:04:43Z,3410000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT01M55.00S,2021-11-29T00:04:40.1Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,67,47,2021-11-29T00:04:43Z,3420000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT01M47.00S,2021-11-29T00:05:03.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628415,31.488173455978973,27.696078431372552,1610612763,67,47,2021-11-29T00:05:06Z,3430000,112.0,243.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,26.78,Missed,,,,,,,,,,,,,,,,,,,
348,PT01M44.00S,2021-11-29T00:05:06.1Z,2,REGULAR,rebound,defensive,[],202684,,,1610612758,67,47,2021-11-29T00:05:06Z,3440000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,347.0,4.0,2.0,2.0,,,,,
349,PT01M27.00S,2021-11-29T00:05:23.5Z,2,REGULAR,3pt,Jump Shot,[],1628368,69.33311432325887,28.186274509803923,1610612758,67,47,2021-11-29T00:05:26Z,3450000,-109.0,236.0,1,right,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
350,PT01M23.00S,2021-11-29T00:05:27.5Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,67,47,2021-11-29T00:05:26Z,3460000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,349.0,1.0,1.0,0.0,,,,,
351,PT01M18.00S,2021-11-29T00:05:31.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626145,7.5722733245729295,51.71568627450981,1610612763,67,47,2021-11-29T00:05:36Z,3470000,-9.0,19.0,1,left,MISS T. Jones driving floating Shot - blocked,"[1626145, 1628368]",1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,2.06,Missed,,,,,,,,,,,,,,,Fox,1628368.0,,,
352,PT01M18.00S,2021-11-29T00:05:31.9Z,2,REGULAR,block,,[],1628368,,,1610612763,67,47,2021-11-29T00:05:34Z,3480000,,,0,,D. Fox BLOCK (2 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT01M14.00S,2021-11-29T00:05:35.9Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,67,47,2021-11-29T00:05:36Z,3490000,,,0,,C. Metu REBOUND (Off:2 Def:4),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,351.0,6.0,4.0,2.0,,,,,
354,PT01M14.00S,2021-11-29T00:05:35.8Z,2,REGULAR,turnover,lost ball,[],1629002,,,1610612758,67,47,2021-11-29T00:05:39Z,3500000,,,0,,C. Metu lost ball TURNOVER (1 TO),"[1629002, 203937]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,1.0,,,,,,,Anderson,203937.0,
