actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
542,PT11M10.00S,2022-03-01T02:51:58.4Z,4,REGULAR,3pt,Jump Shot,[],1630217,67.62483574244416,34.80392156862745,1610612763,96,87,2022-03-01T02:52:05Z,5290000,-76.0,252.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,26.3,Missed,,,,,,,,,,,,,,,,
543,PT11M06.00S,2022-03-01T02:52:02.3Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,96,87,2022-03-01T02:52:02Z,5300000,,,0,,B. Clarke REBOUND (Off:2 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,542.0,,,,4.0,2.0,2.0,,,,,,
544,PT11M02.00S,2022-03-01T02:52:08.4Z,4,REGULAR,violation,kicked ball,[],1626196,,,1610612763,96,87,2022-03-01T02:52:15Z,5310000,,,0,,J. Richardson kicked ball VIOLATION,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,1179.0,,,,,
545,PT10M52.00S,2022-03-01T02:52:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626145,92.85479632063075,53.18627450980392,1610612763,98,87,2022-03-01T02:52:34Z,5320000,16.0,15.0,1,right,T. Jones driving finger roll Layup (11 PTS),[1626145],1610612763.0,MEM,driving finger roll,,,Jones,T. Jones,,,,,,,,2.17,Made,11.0,,,,,,,,,,,,,,,
546,PT10M38.00S,2022-03-01T02:52:45.0Z,4,REGULAR,3pt,Jump Shot,[],1629022,29.517082785808146,24.264705882352942,1610612759,98,90,2022-03-01T02:52:48Z,5330000,129.0,225.0,1,left,L. Walker IV 25' 3PT  (20 PTS) (T. Jones 3 AST),"[1629022, 1630200]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,25.92,Made,20.0,,,,T. Jones,1630200.0,3.0,,,,,,,,,
548,PT10M22.00S,2022-03-01T02:53:00.3Z,4,REGULAR,2pt,Jump Shot,[],1626145,82.7365308804205,31.372549019607842,1610612763,100,90,2022-03-01T02:53:03Z,5350000,-93.0,110.0,1,right,T. Jones 14' pullup Jump Shot (13 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,,,,14.4,Made,13.0,,,,,,,,,,,,,,,
549,PT10M09.00S,2022-03-01T02:53:17.4Z,4,REGULAR,foul,offensive,[],1628380,,,1610612759,100,90,2022-03-01T02:53:37Z,5360000,,,0,,Z. Collins offensive FOUL (2 PF),"[1628380, 203937]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,202026.0,2.0,0.0,Anderson,203937.0,
551,PT10M09.00S,2022-03-01T02:53:17.4Z,4,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,100,90,2022-03-01T02:53:17Z,5380000,,,0,,Z. Collins offensive foul TURNOVER (3 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,3.0,,,,,,,,,,,,,,,202026.0,,,,,
552,PT09M52.00S,2022-03-01T02:53:45.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630217,77.87450722733246,68.62745098039215,1610612763,100,90,2022-03-01T02:53:49Z,5390000,93.0,155.0,1,right,MISS D. Bane 18' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,18.12,Missed,,,,,,,,,,,,,,,,
553,PT09M48.00S,2022-03-01T02:53:49.7Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,100,90,2022-03-01T02:53:49Z,5400000,,,0,,Z. Collins REBOUND (Off:1 Def:4),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,552.0,,,,5.0,4.0,1.0,,,,,,
554,PT09M40.00S,2022-03-01T02:53:58.2Z,4,REGULAR,2pt,Jump Shot,[],1629022,22.421156373193167,58.08823529411765,1610612759,100,90,2022-03-01T02:54:01Z,5410000,-40.0,158.0,1,left,MISS L. Walker IV 16' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,,,,16.34,Missed,,,,,,,,,,,,,,,,
555,PT09M36.00S,2022-03-01T02:54:02.2Z,4,REGULAR,rebound,defensive,[],203937,,,1610612763,100,90,2022-03-01T02:54:01Z,5420000,,,0,,K. Anderson REBOUND (Off:1 Def:7),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,554.0,,,,8.0,7.0,1.0,,,,,,
556,PT09M22.00S,2022-03-01T02:54:15.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,94.1688567674113,51.225490196078425,1610612763,102,90,2022-03-01T02:54:20Z,5430000,6.0,2.0,1,right,B. Clarke driving reverse Layup (6 PTS) (D. Bane 6 AST),"[1629634, 1630217]",1610612763.0,MEM,driving reverse,,,Clarke,B. Clarke,,,,,,,,0.65,Made,6.0,,,,D. Bane,1630217.0,6.0,,,,,,,,,
558,PT09M10.00S,2022-03-01T02:54:26.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,18.610381077529567,46.07843137254902,1610612759,102,90,2022-03-01T02:54:32Z,5450000,20.0,122.0,1,left,MISS D. Vassell 12' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,,,,12.4,Missed,,,,,,,,,,,,,,,,
559,PT09M10.00S,2022-03-01T02:54:26.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612759,102,90,2022-03-01T02:54:32Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,558.0,,,,,,,,,,,,
560,PT09M10.00S,2022-03-01T02:54:32.1Z,4,REGULAR,foul,personal,[],203937,,,1610612759,102,90,2022-03-01T02:54:38Z,5470000,,,0,,K. Anderson loose ball personal FOUL (1 PF),"[203937, 1630170]",1610612763.0,MEM,loose ball,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Vassell,1630170.0,
562,PT09M10.00S,2022-03-01T02:54:40.2Z,4,REGULAR,substitution,out,[],1628380,,,1610612759,102,90,2022-03-01T02:54:50Z,5490000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT09M10.00S,2022-03-01T02:54:40.2Z,4,REGULAR,substitution,out,[],1630200,,,1610612759,102,90,2022-03-01T02:54:50Z,5500000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT09M10.00S,2022-03-01T02:54:40.2Z,4,REGULAR,substitution,in,[],1627749,,,1610612759,102,90,2022-03-01T02:54:50Z,5510000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M10.00S,2022-03-01T02:54:40.2Z,4,REGULAR,substitution,in,[],1627751,,,1610612759,102,90,2022-03-01T02:54:50Z,5520000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT09M05.00S,2022-03-01T02:55:04.4Z,4,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612759,102,90,2022-03-01T02:55:20Z,5530000,,,0,,B. Clarke shooting personal FOUL (3 PF) (Vassell 2 FT),"[1629634, 1630170]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,202026.0,3.0,0.0,Vassell,1630170.0,
568,PT09M05.00S,2022-03-01T02:55:37.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630170,,,1610612759,102,91,2022-03-01T02:55:37Z,5550000,,,0,,D. Vassell Free Throw 1 of 2 (8 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
569,PT09M05.00S,2022-03-01T02:55:54.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630170,,,1610612759,102,91,2022-03-01T02:55:54Z,5560000,,,0,,MISS D. Vassell Free Throw 2 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,Missed,,,,,,,,,,,,,,,,
570,PT09M02.00S,2022-03-01T02:55:56.3Z,4,REGULAR,rebound,defensive,[],1629681,,,1610612763,102,91,2022-03-01T02:55:56Z,5570000,,,0,,K. Tillie REBOUND (Off:1 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,569.0,,,,2.0,1.0,1.0,,,,,,
571,PT08M52.00S,2022-03-01T02:56:05.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,83.65637319316689,49.754901960784316,1610612763,102,91,2022-03-01T02:56:09Z,5580000,-1.0,101.0,1,right,MISS B. Clarke 10' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,,,,10.11,Missed,,,,,,,,,,,,,,,,
572,PT08M51.00S,2022-03-01T02:56:06.7Z,4,REGULAR,rebound,offensive,[],203937,,,1610612763,102,91,2022-03-01T02:56:09Z,5590000,,,0,,K. Anderson REBOUND (Off:2 Def:7),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,571.0,,,,9.0,7.0,2.0,,,,,,
573,PT08M48.00S,2022-03-01T02:56:10.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629634,81.94809461235218,51.470588235294116,1610612763,104,91,2022-03-01T02:56:13Z,5600000,7.0,117.0,1,right,B. Clarke 11' floating Jump Shot (8 PTS) (K. Anderson 6 AST),"[1629634, 203937]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,,,,11.74,Made,8.0,,,,K. Anderson,203937.0,6.0,,,,,,,,,
575,PT08M33.00S,2022-03-01T02:56:35.3Z,4,REGULAR,foul,offensive,[],1627751,,,1610612759,104,91,2022-03-01T02:56:56Z,5620000,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1629634]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Clarke,1629634.0,
577,PT08M33.00S,2022-03-01T02:56:35.3Z,4,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,104,91,2022-03-01T02:56:35Z,5640000,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1.0,,,,,,,,,,,,,,,1626302.0,,,,,
578,PT08M33.00S,2022-03-01T02:56:46.7Z,4,REGULAR,substitution,out,[],1626196,,,1610612763,104,91,2022-03-01T02:56:49Z,5650000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M33.00S,2022-03-01T02:56:46.7Z,4,REGULAR,substitution,in,[],1629640,,,1610612763,104,91,2022-03-01T02:56:49Z,5660000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT08M14.00S,2022-03-01T02:57:31.5Z,4,REGULAR,jumpball,recovered,[],1629022,,,1610612763,104,91,2022-03-01T02:57:31Z,5670000,,,0,,Jump Ball J. Poeltl vs. B. Clarke: Tip to L. Walker IV,"[1629022, 1627751, 1629634]",1610612759.0,SAS,heldball,L. Walker IV,1629022.0,Walker IV,L. Walker IV,Poeltl,1627751.0,Clarke,1629634.0,,,,,,,,,,,,,,,,,,,,,
583,PT08M14.00S,2022-03-01T02:57:31.5Z,4,REGULAR,turnover,bad pass,[],1626145,,,1610612763,104,91,2022-03-01T02:59:22Z,5700000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 1627751]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,1.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,
584,PT08M14.00S,2022-03-01T02:57:31.5Z,4,REGULAR,steal,,[],1627751,,,1610612759,104,91,2022-03-01T02:57:31Z,5710000,,,0,,J. Poeltl STEAL (2 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M12.00S,2022-03-01T02:57:33.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630170,5.995400788436268,51.9607843137255,1610612759,104,93,2022-03-01T03:04:48Z,5720000,-10.0,4.0,1,left,D. Vassell cutting DUNK (10 PTS) (L. Walker IV 3 AST),"[1630170, 1629022]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,,,,1.05,Made,10.0,,,,L. Walker IV,1629022.0,3.0,,,,,,,,,
587,PT07M53.00S,2022-03-01T02:57:52.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.64323258869908,53.18627450980392,1610612763,104,93,2022-03-01T02:57:58Z,5740000,16.0,7.0,1,right,MISS D. Bane driving Layup - blocked,"[1630217, 1627751]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,,,,1.75,Missed,,Poeltl,1627751.0,,,,,,,,,,,,,
591,PT07M53.00S,2022-03-01T02:57:52.2Z,4,REGULAR,block,,[],1627751,,,1610612763,104,93,2022-03-01T02:58:03Z,5745000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M51.00S,2022-03-01T02:57:54.2Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,104,93,2022-03-01T02:58:03Z,5750000,,,0,,J. Poeltl REBOUND (Off:2 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,587.0,,,,7.0,5.0,2.0,,,,,,
589,PT07M44.00S,2022-03-01T02:58:01.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.783837056504599,54.166666666666664,1610612759,104,95,2022-03-01T02:58:36Z,5760000,-21.0,11.0,1,left,K. Johnson driving Layup (10 PTS) (D. Vassell 5 AST),"[1629640, 1630170]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,,,,2.37,Made,10.0,,,,D. Vassell,1630170.0,5.0,,,,,,,,,
592,PT07M44.00S,2022-03-01T02:58:06.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,104,95,2022-03-01T02:58:25Z,5780000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,out,[],203937,,,1610612763,104,95,2022-03-01T03:00:49Z,5790000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,out,[],1629634,,,1610612763,104,95,2022-03-01T03:00:49Z,5800000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,out,[],1626145,,,1610612763,104,95,2022-03-01T03:00:49Z,5810000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,104,95,2022-03-01T03:00:49Z,5820000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,in,[],203500,,,1610612763,104,95,2022-03-01T03:00:49Z,5830000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,in,[],1629001,,,1610612763,104,95,2022-03-01T03:00:49Z,5840000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,in,[],1630533,,,1610612763,104,95,2022-03-01T03:00:49Z,5850000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M44.00S,2022-03-01T02:59:57.6Z,4,REGULAR,substitution,in,[],1629630,,,1610612763,104,95,2022-03-01T03:00:49Z,5860000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M24.00S,2022-03-01T03:01:26.3Z,4,REGULAR,foul,personal,[],1627749,,,1610612763,104,95,2022-03-01T03:01:31Z,5870000,,,0,,D. Murray personal FOUL (2 PF),"[1627749, 1629630]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Morant,1629630.0,
604,PT07M16.00S,2022-03-01T03:01:54.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,104,95,2022-03-01T03:01:54Z,5890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT07M10.00S,2022-03-01T03:02:08.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612763,104,95,2022-03-01T03:02:17Z,5900000,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M58.00S,2022-03-01T03:02:31.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,6.1268068331143235,46.568627450980394,1610612759,104,97,2022-03-01T03:02:38Z,5910000,17.0,5.0,1,left,L. Walker IV alley-oop Layup (22 PTS) (J. Poeltl 4 AST),"[1629022, 1627751]",1610612759.0,SAS,alley-oop,,,Walker IV,L. Walker IV,,,,,,,,1.79,Made,22.0,,,,J. Poeltl,1627751.0,4.0,,,,,,,,,
608,PT06M41.00S,2022-03-01T03:02:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.59198423127464,48.529411764705884,1610612763,104,97,2022-03-01T03:02:51Z,5930000,-7.0,17.0,1,right,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,,,1.86,Missed,,,,,,,,,,,,,,,,
609,PT06M39.00S,2022-03-01T03:02:49.6Z,4,REGULAR,rebound,offensive,[],203500,,,1610612763,104,97,2022-03-01T03:02:51Z,5940000,,,0,,S. Adams REBOUND (Off:4 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,608.0,,,,11.0,7.0,4.0,,,,,,
610,PT06M37.00S,2022-03-01T03:02:52.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630533,75.90341655716163,86.76470588235294,1610612763,104,97,2022-03-01T03:02:56Z,5950000,184.0,174.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,25.31,Missed,,,,,,,,,,,,,,,,
611,PT06M33.00S,2022-03-01T03:02:56.3Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,104,97,2022-03-01T03:02:56Z,5960000,,,0,,K. Johnson REBOUND (Off:3 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,610.0,,,,8.0,5.0,3.0,,,,,,
612,PT06M29.00S,2022-03-01T03:03:02.2Z,4,REGULAR,turnover,traveling,[],1627751,,,1610612759,104,97,2022-03-01T03:03:08Z,5970000,,,0,,J. Poeltl traveling TURNOVER (2 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,2.0,,,,,,,,,,,,,,,1179.0,,,,,
613,PT06M29.00S,2022-03-01T03:03:05.5Z,4,REGULAR,substitution,out,[],1630170,,,1610612763,104,97,2022-03-01T03:03:12Z,5980000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT06M29.00S,2022-03-01T03:03:05.5Z,4,REGULAR,substitution,in,[],203926,,,1610612763,104,97,2022-03-01T03:03:12Z,5990000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M17.00S,2022-03-01T03:03:33.7Z,4,REGULAR,foul,personal,[],1627751,,,1610612763,104,97,2022-03-01T03:03:40Z,6000000,,,0,,J. Poeltl personal FOUL (3 PF),"[1627751, 1629630]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Morant,1629630.0,
617,PT06M14.00S,2022-03-01T03:03:55.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,74.58935611038108,83.33333333333334,1610612763,104,97,2022-03-01T03:04:02Z,6020000,167.0,186.0,1,right,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,25.01,Missed,,,,,,,,,,,,,,,,
618,PT06M13.00S,2022-03-01T03:03:56.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612759,104,97,2022-03-01T03:04:02Z,6030000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,617.0,,,,,,,,,,,,
619,PT06M13.00S,2022-03-01T03:04:01.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,104,97,2022-03-01T03:04:01Z,6040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT06M07.00S,2022-03-01T03:04:17.2Z,4,REGULAR,foul,personal,[],1629001,,,1610612759,104,97,2022-03-01T03:04:19Z,6050000,,,0,,D. Melton personal FOUL (3 PF),"[1629001, 203926]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,202026.0,3.0,0.0,McDermott,203926.0,
622,PT05M59.00S,2022-03-01T03:04:41.6Z,4,REGULAR,2pt,Jump Shot,[],1627749,24.129434954007884,50.49019607843137,1610612759,104,99,2022-03-01T03:04:45Z,6070000,-2.0,174.0,1,left,D. Murray 17' pullup Jump Shot (19 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,,,,17.43,Made,19.0,,,,,,,,,,,,,,,
623,PT05M37.00S,2022-03-01T03:05:02.6Z,4,REGULAR,3pt,Jump Shot,[],1629681,92.72339027595268,96.07843137254902,1610612763,104,99,2022-03-01T03:05:07Z,6080000,230.0,16.0,1,right,MISS K. Tillie 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,23.09,Missed,,,,,,,,,,,,,,,,
624,PT05M35.00S,2022-03-01T03:05:04.6Z,4,REGULAR,rebound,offensive,[],1629630,,,1610612763,104,99,2022-03-01T03:05:07Z,6090000,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,623.0,,,,5.0,4.0,1.0,,,,,,
625,PT05M33.00S,2022-03-01T03:05:06.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,93.51182654402102,43.38235294117647,1610612763,106,99,2022-03-01T03:09:40Z,6100000,-33.0,8.0,1,right,J. Morant reverse Layup (41 PTS),[1629630],1610612763.0,MEM,reverse,,,Morant,J. Morant,,,,,,,,3.42,Made,41.0,,,,,,,,,,,,,,,
626,PT05M11.00S,2022-03-01T03:05:28.4Z,4,REGULAR,3pt,Jump Shot,[],1629022,30.17411300919842,25.735294117647058,1610612759,106,99,2022-03-01T03:05:32Z,6110000,121.0,231.0,1,left,MISS L. Walker IV 26' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,
627,PT05M09.00S,2022-03-01T03:05:30.4Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,106,99,2022-03-01T03:05:32Z,6120000,,,0,,J. Morant REBOUND (Off:1 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,626.0,,,,6.0,5.0,1.0,,,,,,
628,PT05M02.00S,2022-03-01T03:05:39.3Z,4,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612763,106,99,2022-03-01T03:05:56Z,6130000,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Morant 2 FT),"[1627751, 1629630]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,202026.0,4.0,0.0,Morant,1629630.0,
630,PT05M02.00S,2022-03-01T03:06:10.4Z,4,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,106,99,2022-03-01T03:06:10Z,6150000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,
631,PT05M02.00S,2022-03-01T03:06:10.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,106,99,2022-03-01T03:06:10Z,6160000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,630.0,,,,,,,,,,,,
632,PT05M02.00S,2022-03-01T03:06:11.4Z,4,REGULAR,substitution,out,[],1630533,,,1610612763,106,99,2022-03-01T03:06:24Z,6170000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M02.00S,2022-03-01T03:06:11.4Z,4,REGULAR,substitution,out,[],1629681,,,1610612763,106,99,2022-03-01T03:06:24Z,6180000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M02.00S,2022-03-01T03:06:11.4Z,4,REGULAR,substitution,out,[],1629022,,,1610612763,106,99,2022-03-01T03:06:24Z,6190000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M02.00S,2022-03-01T03:06:11.4Z,4,REGULAR,substitution,in,[],1628991,,,1610612763,106,99,2022-03-01T03:06:24Z,6200000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
