actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT05M32.00S,2022-03-25T00:22:18.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,32.14520367936925,26.96078431372549,1610612763,28,12,2022-03-25T00:22:23Z,880000,115.0,250.0,1,left,T. Jones 27' 3PT  (6 PTS) (D. Melton 2 AST),"[1626145, 1629001]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,27.5,Made,,,,,6.0,D. Melton,1629001.0,2.0,,,,,,,,,,
93,PT05M19.00S,2022-03-25T00:22:31.0Z,1,REGULAR,3pt,Jump Shot,[],1629052,70.64717477003943,75.24509803921569,1610612754,28,15,2022-03-25T00:22:35Z,900000,126.0,223.0,1,right,O. Brissett 25' 3PT  (3 PTS) (T. Haliburton 2 AST),"[1629052, 1630169]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,25.66,Made,,,,,3.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,
95,PT05M11.00S,2022-03-25T00:22:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,6.258212877792378,49.50980392156863,1610612763,30,15,2022-03-25T00:28:02Z,920000,2.0,6.0,1,left,D. Melton driving Layup (2 PTS),[1629001],1610612763.0,MEM,driving,,,Melton,D. Melton,,,,,0.68,Made,,,,,2.0,,,,,,,,,,,,,
96,PT04M59.00S,2022-03-25T00:22:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,94.03745072273325,48.28431372549019,1610612754,30,17,2022-03-25T00:22:55Z,930000,-9.0,4.0,1,right,T. Taylor cutting finger roll Layup (5 PTS) (B. Hield 2 AST),"[1630678, 1627741]",1610612754.0,IND,cutting finger roll,,,Taylor,T. Taylor,,,,,0.93,Made,,,,,5.0,B. Hield,1627741.0,2.0,,,,,,,,,,
98,PT04M47.00S,2022-03-25T00:23:02.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,30.831143232588698,26.96078431372549,1610612763,33,17,2022-03-25T00:23:06Z,950000,115.0,237.0,1,left,D. Melton 26' 3PT  (5 PTS) (T. Jones 1 AST),"[1629001, 1626145]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.38,Made,,,,,5.0,T. Jones,1626145.0,1.0,,,,,,,,,,
100,PT04M37.00S,2022-03-25T00:23:12.5Z,1,REGULAR,3pt,Jump Shot,[],1630678,94.03745072273325,3.6764705882352944,1610612754,33,17,2022-03-25T00:23:18Z,970000,-232.0,4.0,1,right,MISS T. Taylor step back 3PT,[1630678],1610612754.0,IND,step back,,,Taylor,T. Taylor,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
101,PT04M35.00S,2022-03-25T00:23:14.5Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,33,17,2022-03-25T00:23:18Z,980000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M31.00S,2022-03-25T00:23:19.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,31.35676741130092,60.29411764705882,1610612763,33,17,2022-03-25T00:23:24Z,990000,-51.0,242.0,1,left,MISS D. Melton 24' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,
103,PT04M26.00S,2022-03-25T00:23:24.5Z,1,REGULAR,rebound,defensive,[],1626147,,,1610612754,33,17,2022-03-25T00:23:24Z,1000000,,,0,,J. Anderson REBOUND (Off:0 Def:2),[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,,,
104,PT04M14.00S,2022-03-25T00:23:35.8Z,1,REGULAR,3pt,Jump Shot,[],1629052,68.15045992115637,31.127450980392158,1610612754,33,17,2022-03-25T00:23:40Z,1010000,-94.0,247.0,1,right,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,
105,PT04M12.00S,2022-03-25T00:23:37.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,33,17,2022-03-25T00:23:40Z,1020000,,,0,,S. Adams REBOUND (Off:4 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,104.0,9.0,5.0,4.0,,,,,,,,,,,,,,
106,PT04M10.00S,2022-03-25T00:23:43.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,33,17,2022-03-25T00:23:43Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,out,[],203500,,,1610612763,33,17,2022-03-25T00:24:18Z,1040000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,out,[],1630169,,,1610612763,33,17,2022-03-25T00:24:18Z,1050000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,out,[],1626147,,,1610612763,33,17,2022-03-25T00:24:18Z,1060000,,,0,,SUB out: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,out,[],1629052,,,1610612763,33,17,2022-03-25T00:24:18Z,1070000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,33,17,2022-03-25T00:24:18Z,1080000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,in,[],1630613,,,1610612763,33,17,2022-03-25T00:24:18Z,1090000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,in,[],1626208,,,1610612763,33,17,2022-03-25T00:24:18Z,1100000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M10.00S,2022-03-25T00:23:44.8Z,1,REGULAR,substitution,in,[],1629048,,,1610612763,33,17,2022-03-25T00:24:18Z,1110000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M08.00S,2022-03-25T00:24:21.9Z,1,REGULAR,turnover,out-of-bounds,[],1630533,,,1610612763,33,17,2022-03-25T00:24:30Z,1120000,,,0,,Z. Williams lost ball out-of-bounds TURNOVER (1 TO),[1630533],1610612763.0,MEM,lost ball,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,1.0,,,202049.0,,,,
116,PT03M56.00S,2022-03-25T00:24:36.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627741,88.64980289093299,53.18627450980392,1610612754,33,17,2022-03-25T00:24:41Z,1130000,16.0,54.0,1,right,MISS B. Hield driving floating Shot,[1627741],1610612754.0,IND,driving floating,,,Hield,B. Hield,,,,,5.65,Missed,,,,,,,,,,,,,,,,,,
117,PT03M54.00S,2022-03-25T00:24:38.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,33,17,2022-03-25T00:24:41Z,1140000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT03M49.00S,2022-03-25T00:24:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,8.229303547963205,45.34313725490196,1610612763,33,17,2022-03-25T00:33:36Z,1150000,23.0,25.0,1,left,MISS D. Melton running Layup - blocked,"[1629001, 1627741]",1610612763.0,MEM,running,,,Melton,D. Melton,,,,,3.41,Missed,,,,,,,,,Hield,1627741.0,,,,,,,,
119,PT03M49.00S,2022-03-25T00:24:44.1Z,1,REGULAR,block,,[],1627741,,,1610612763,33,17,2022-03-25T00:24:46Z,1160000,,,0,,B. Hield BLOCK (1 BLK),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M44.00S,2022-03-25T00:24:49.1Z,1,REGULAR,rebound,defensive,[],1626208,,,1610612754,33,17,2022-03-25T00:24:50Z,1170000,,,0,,K. Sykes REBOUND (Off:0 Def:1),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT03M42.00S,2022-03-25T00:24:51.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630613,93.9060446780552,4.411764705882353,1610612754,33,17,2022-03-25T00:26:47Z,1180000,-228.0,5.0,1,right,MISS D. Washington Jr. 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
122,PT03M39.00S,2022-03-25T00:24:54.1Z,1,REGULAR,rebound,offensive,[],1630678,,,1610612754,33,17,2022-03-25T00:26:47Z,1190000,,,0,,T. Taylor REBOUND (Off:1 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,121.0,1.0,0.0,1.0,,,,,,,,,,,,,,
123,PT03M38.00S,2022-03-25T00:24:55.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,88.51839684625493,49.50980392156863,1610612754,33,19,2022-03-25T00:25:06Z,1200000,-2.0,55.0,1,right,T. Taylor putback Layup (7 PTS),[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,5.55,Made,,,,,7.0,,,,,,,,,,,,,
124,PT03M21.00S,2022-03-25T00:25:12.2Z,1,REGULAR,3pt,Jump Shot,[],203937,9.017739816031538,95.58823529411765,1610612763,36,19,2022-03-25T00:25:17Z,1210000,-228.0,32.0,1,left,K. Anderson 3PT  (5 PTS) (T. Jones 2 AST),"[203937, 1626145]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,23.02,Made,,,,,5.0,T. Jones,1626145.0,2.0,,,,,,,,,,
126,PT03M04.00S,2022-03-25T00:25:28.7Z,1,REGULAR,3pt,Jump Shot,[],1626208,66.5735873850197,40.931372549019606,1610612754,36,19,2022-03-25T00:25:34Z,1230000,-45.0,262.0,1,right,MISS K. Sykes 26' 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,
127,PT03M01.00S,2022-03-25T00:25:31.7Z,1,REGULAR,rebound,offensive,[],1630678,,,1610612754,36,19,2022-03-25T00:25:34Z,1240000,,,0,,T. Taylor REBOUND (Off:2 Def:0),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,126.0,2.0,0.0,2.0,,,,,,,,,,,,,,
128,PT03M01.00S,2022-03-25T00:25:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,94.40999984741211,50.0,1610612754,36,21,2022-03-25T00:25:34Z,1250000,0.0,0.0,1,right,T. Taylor putback Layup (9 PTS),[1630678],1610612754.0,IND,putback,,,Taylor,T. Taylor,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,,
129,PT03M01.00S,2022-03-25T00:25:40.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,36,21,2022-03-25T00:25:40Z,1260000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M01.00S,2022-03-25T00:27:49.4Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,36,21,2022-03-25T00:28:11Z,1270000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M01.00S,2022-03-25T00:27:49.4Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,36,21,2022-03-25T00:28:11Z,1280000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M01.00S,2022-03-25T00:27:49.4Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,36,21,2022-03-25T00:28:11Z,1290000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M01.00S,2022-03-25T00:27:49.4Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,36,21,2022-03-25T00:28:11Z,1300000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2022-03-25T00:28:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,5.732588699080158,96.32352941176471,1610612763,39,21,2022-03-25T00:28:50Z,1310000,-232.0,1.0,1,left,D. Melton 3PT  (8 PTS) (K. Anderson 1 AST),"[1629001, 203937]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,23.16,Made,,,,,8.0,K. Anderson,203937.0,1.0,,,,,,,,,,
136,PT02M25.00S,2022-03-25T00:29:05.9Z,1,REGULAR,2pt,Jump Shot,[],1627741,76.16622864651774,39.21568627450981,1610612754,39,21,2022-03-25T00:29:11Z,1330000,-54.0,172.0,1,right,MISS B. Hield 17' pullup Shot,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,17.98,Missed,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2022-03-25T00:29:08.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,39,21,2022-03-25T00:29:11Z,1340000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT02M06.00S,2022-03-25T00:29:24.3Z,1,REGULAR,3pt,Jump Shot,[],203937,31.488173455978973,52.450980392156865,1610612763,39,21,2022-03-25T00:29:42Z,1350000,-12.0,243.0,1,left,MISS K. Anderson 24' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,
139,PT02M04.00S,2022-03-25T00:29:26.3Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,39,21,2022-03-25T00:29:42Z,1360000,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M54.00S,2022-03-25T00:29:37.7Z,1,REGULAR,3pt,Jump Shot,[],1626208,88.38699080157687,96.07843137254902,1610612754,39,21,2022-03-25T00:30:01Z,1370000,230.0,57.0,1,right,MISS K. Sykes 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,
141,PT01M54.00S,2022-03-25T00:29:37.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,39,21,2022-03-25T00:30:01Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,
142,PT01M51.00S,2022-03-25T00:29:44.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,39,21,2022-03-25T00:29:44Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M51.00S,2022-03-25T00:29:44.8Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,39,21,2022-03-25T00:29:48Z,1400000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M51.00S,2022-03-25T00:29:44.8Z,1,REGULAR,substitution,in,[],202362,,,1610612754,39,21,2022-03-25T00:29:48Z,1410000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M49.00S,2022-03-25T00:30:04.9Z,1,REGULAR,turnover,out-of-bounds,[],1630613,,,1610612754,39,21,2022-03-25T00:30:10Z,1420000,,,0,,D. Washington Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630613],1610612754.0,IND,bad pass,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,1.0,,,1201.0,,,,
146,PT01M32.00S,2022-03-25T00:30:24.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630214,7.5722733245729295,50.98039215686274,1610612763,39,21,2022-03-25T00:30:30Z,1430000,-5.0,19.0,1,left,MISS X. Tillman Layup - blocked,"[1630214, 1629048]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,1.93,Missed,,,,,,,,,Bitadze,1629048.0,,,,,,,,
147,PT01M32.00S,2022-03-25T00:30:24.6Z,1,REGULAR,block,,[],1629048,,,1610612763,39,21,2022-03-25T00:30:27Z,1440000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M27.00S,2022-03-25T00:30:29.6Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,39,21,2022-03-25T00:30:30Z,1450000,,,0,,T. Taylor REBOUND (Off:2 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,146.0,3.0,1.0,2.0,,,,,,,,,,,,,,
149,PT01M24.00S,2022-03-25T00:30:32.8Z,1,REGULAR,turnover,bad pass,[],1630613,,,1610612754,39,21,2022-03-25T00:30:36Z,1460000,,,0,,D. Washington Jr. bad pass TURNOVER (2 TO),"[1630613, 203937]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,2.0,Anderson,203937.0,,,,,
150,PT01M24.00S,2022-03-25T00:30:32.8Z,1,REGULAR,steal,,[],203937,,,1610612763,39,21,2022-03-25T00:30:34Z,1470000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M22.00S,2022-03-25T00:30:39.1Z,1,REGULAR,violation,kicked ball,[],1630613,,,1610612763,39,21,2022-03-25T00:30:44Z,1480000,,,0,,D. Washington Jr. kicked ball VIOLATION,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,1201.0,,,,
152,PT01M11.00S,2022-03-25T00:30:59.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,31.882391590013142,41.42156862745098,1610612763,42,21,2022-03-25T00:31:06Z,1490000,43.0,247.0,1,left,D. Bane 25' 3PT step back (11 PTS) (K. Anderson 2 AST),"[1630217, 203937]",1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,25.09,Made,,,,,11.0,K. Anderson,203937.0,2.0,,,,,,,,,,
154,PT01M01.00S,2022-03-25T00:31:12.0Z,1,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612754,42,21,2022-03-25T00:31:20Z,1510000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Bitadze 2 FT),"[1629723, 1629048]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Bitadze,1629048.0
156,PT01M01.00S,2022-03-25T00:31:37.9Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,42,22,2022-03-25T00:31:37Z,1530000,,,0,,G. Bitadze Free Throw 1 of 2 (3 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
157,PT01M01.00S,2022-03-25T00:31:40.4Z,1,REGULAR,substitution,out,[],1626208,,,1610612754,42,22,2022-03-25T00:31:45Z,1540000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M01.00S,2022-03-25T00:31:40.4Z,1,REGULAR,substitution,in,[],1630169,,,1610612754,42,22,2022-03-25T00:31:45Z,1550000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M01.00S,2022-03-25T00:31:54.6Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,42,23,2022-03-25T00:31:54Z,1560000,,,0,,G. Bitadze Free Throw 2 of 2 (4 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
160,PT00M42.60S,2022-03-25T00:32:15.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,35.84099868593955,24.486825980392155,1610612763,42,23,2022-03-25T00:38:34Z,1570000,128.0,284.0,1,left,MISS D. Bane 31' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,31.17,Missed,,,,,,,,,,,,,,,,,,
161,PT00M37.10S,2022-03-25T00:32:21.4Z,1,REGULAR,rebound,defensive,[],202362,,,1610612754,42,23,2022-03-25T00:32:22Z,1580000,,,0,,L. Stephenson REBOUND (Off:0 Def:1),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
162,PT00M28.30S,2022-03-25T00:32:30.1Z,1,REGULAR,3pt,Jump Shot,[],1630678,69.07030223390277,25.735294117647058,1610612754,42,23,2022-03-25T00:32:34Z,1590000,-121.0,238.0,1,right,MISS T. Taylor 26' 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,
163,PT00M25.40S,2022-03-25T00:32:33.0Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,42,23,2022-03-25T00:32:34Z,1600000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,
164,PT00M04.70S,2022-03-25T00:32:53.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,6.389618922470433,53.92156862745098,1610612763,42,23,2022-03-25T00:32:59Z,1610000,-20.0,8.0,1,left,MISS K. Anderson driving reverse Layup - blocked,"[203937, 1629048]",1610612763.0,MEM,driving reverse,,,Anderson,K. Anderson,,,,,2.1,Missed,,,,,,,,,Bitadze,1629048.0,,,,,,,,
165,PT00M04.70S,2022-03-25T00:32:53.7Z,1,REGULAR,block,,[],1629048,,,1610612763,42,23,2022-03-25T00:32:56Z,1620000,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M04.50S,2022-03-25T00:32:53.9Z,1,REGULAR,rebound,offensive,[],1630217,,,1610612763,42,23,2022-03-25T00:32:59Z,1630000,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,164.0,3.0,2.0,1.0,,,,,,,,,,,,,,
167,PT00M04.50S,2022-03-25T00:32:58.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,5.590000152587891,50.0,1610612763,44,23,2022-03-25T00:32:58Z,1640000,0.0,0.0,1,left,D. Bane tip Layup (13 PTS),[1630217],1610612763.0,MEM,tip,,,Bane,D. Bane,,,,,0.0,Made,,,,,13.0,,,,,,,,,,,,,
168,PT00M00.00S,2022-03-25T00:33:04.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,69.46452036793693,77.69607843137256,1610612754,44,23,2022-03-25T00:47:56Z,1650000,138.0,235.0,1,right,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-03-25T00:33:04.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,44,23,2022-03-25T00:47:56Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,
170,PT00M00.00S,2022-03-25T00:33:09.3Z,1,REGULAR,period,end,[],0,,,1610612754,44,23,2022-03-25T00:33:09Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-25T00:35:09.6Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612754,44,23,2022-03-25T00:35:28Z,1680000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-25T00:35:09.6Z,2,REGULAR,substitution,out,['startperiod'],1630678,,,1610612754,44,23,2022-03-25T00:35:28Z,1690000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-25T00:35:09.6Z,2,REGULAR,substitution,in,['startperiod'],1630583,,,1610612754,44,23,2022-03-25T00:35:28Z,1700000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-25T00:35:09.6Z,2,REGULAR,substitution,in,['startperiod'],1629052,,,1610612754,44,23,2022-03-25T00:35:28Z,1710000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-25T00:35:44.7Z,2,REGULAR,period,start,[],0,,,1610612754,44,23,2022-03-25T00:35:44Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M47.00S,2022-03-25T00:35:57.0Z,2,REGULAR,2pt,Jump Shot,[],202362,71.69842312746385,31.61764705882353,1610612754,44,25,2022-03-25T00:36:01Z,1730000,-92.0,214.0,1,right,L. Stephenson 23' pullup Jump Shot (2 PTS),[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,23.24,Made,,,,,2.0,,,,,,,,,,,,,
