actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
92,PT05M10.00S,2021-12-14T01:22:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203937,8.09789750328515,41.42156862745098,1610612763,21,18,2021-12-14T01:22:40Z,910000,43.0,24.0,1,left,MISS K. Anderson driving finger roll Layup,[203937],1610612763.0,MEM,driving finger roll,,,Anderson,K. Anderson,,,,,4.9,Missed,,,,,,,,,,,,,,,,,,
93,PT05M05.00S,2021-12-14T01:22:39.8Z,1,REGULAR,rebound,defensive,[],1629003,,,1610612755,21,18,2021-12-14T01:22:40Z,920000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,
94,PT04M58.00S,2021-12-14T01:22:46.8Z,1,REGULAR,2pt,Jump Shot,[],202699,80.50262812089356,32.59803921568628,1610612755,21,20,2021-12-14T01:22:51Z,930000,-87.0,131.0,1,right,T. Harris 15' pullup Jump Shot (7 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,15.71,Made,7.0,,,,,,,,,,,,,,,,,
95,PT04M47.00S,2021-12-14T01:22:58.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,32.40801576872536,46.32352941176471,1610612763,21,20,2021-12-14T01:23:02Z,940000,18.0,252.0,1,left,MISS D. Brooks 25' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,
96,PT04M44.00S,2021-12-14T01:23:01.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,21,20,2021-12-14T01:23:02Z,950000,,,0,,A. Drummond REBOUND (Off:2 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,95.0,4.0,2.0,2.0,,,,,,,,,,
97,PT04M32.00S,2021-12-14T01:23:13.4Z,1,REGULAR,3pt,Jump Shot,[],1627788,88.38699080157687,95.58823529411765,1610612755,21,20,2021-12-14T01:23:17Z,960000,228.0,57.0,1,right,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2021-12-14T01:23:17.4Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,21,20,2021-12-14T01:23:17Z,970000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,
99,PT04M25.00S,2021-12-14T01:23:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,6.1268068331143235,45.588235294117645,1610612763,23,20,2021-12-14T01:23:24Z,980000,22.0,5.0,1,left,D. Brooks running finger roll Layup (8 PTS),[1628415],1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,2.27,Made,8.0,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2021-12-14T01:23:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,93.64323258869908,45.588235294117645,1610612755,23,22,2021-12-14T01:23:34Z,990000,-22.0,7.0,1,right,F. Korkmaz driving reverse Layup (6 PTS) (A. Drummond 3 AST),"[1627788, 203083]",1610612755.0,PHI,driving reverse,,,Korkmaz,F. Korkmaz,,,,,2.33,Made,6.0,A. Drummond,203083.0,3.0,,,,,,,,,,,,,,
102,PT04M01.00S,2021-12-14T01:23:44.1Z,1,REGULAR,3pt,Jump Shot,[],1629001,29.911300919842315,70.09803921568627,1610612763,23,22,2021-12-14T01:23:49Z,1010000,-100.0,229.0,1,left,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,
103,PT03M56.00S,2021-12-14T01:23:49.1Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,23,22,2021-12-14T01:23:49Z,1020000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,
104,PT03M53.00S,2021-12-14T01:23:54.9Z,1,REGULAR,foul,personal,[],203937,,,1610612755,23,22,2021-12-14T01:24:03Z,1030000,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 203083]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Drummond,203083.0,,,,,
106,PT03M53.00S,2021-12-14T01:24:02.9Z,1,REGULAR,substitution,out,[],203500,,,1610612755,23,22,2021-12-14T01:24:11Z,1050000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M53.00S,2021-12-14T01:24:02.9Z,1,REGULAR,substitution,out,[],202699,,,1610612755,23,22,2021-12-14T01:24:11Z,1060000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M53.00S,2021-12-14T01:24:02.9Z,1,REGULAR,substitution,in,[],1630214,,,1610612755,23,22,2021-12-14T01:24:11Z,1070000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M53.00S,2021-12-14T01:24:02.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,23,22,2021-12-14T01:24:11Z,1080000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2021-12-14T01:24:15.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,23,22,2021-12-14T01:24:15Z,1090000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M53.00S,2021-12-14T01:25:51.8Z,1,REGULAR,substitution,out,[],1626145,,,1610612755,23,22,2021-12-14T01:26:48Z,1100000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M53.00S,2021-12-14T01:25:51.8Z,1,REGULAR,substitution,in,[],1629723,,,1610612755,23,22,2021-12-14T01:26:48Z,1110000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M37.00S,2021-12-14T01:27:21.4Z,1,REGULAR,2pt,Jump Shot,[],1627788,78.79434954007884,62.99019607843137,1610612755,23,22,2021-12-14T01:27:26Z,1120000,65.0,147.0,1,right,MISS F. Korkmaz 16' floating Shot,[1627788],1610612755.0,PHI,floating,,,Korkmaz,F. Korkmaz,,,,,16.05,Missed,,,,,,,,,,,,,,,,,,
114,PT03M34.00S,2021-12-14T01:27:24.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,23,22,2021-12-14T01:27:26Z,1130000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,
115,PT03M28.00S,2021-12-14T01:27:32.0Z,1,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612763,23,22,2021-12-14T01:28:49Z,1140000,,,0,,S. Milton shooting personal FOUL (1 PF) (Melton 2 FT),"[1629003, 1629001]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Melton,1629001.0,,,,,
117,PT03M28.00S,2021-12-14T01:27:55.0Z,1,REGULAR,freethrow,1 of 2,[],1629001,,,1610612763,24,22,2021-12-14T01:28:24Z,1160000,,,0,,D. Melton Free Throw 1 of 2 (3 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
122,PT03M28.00S,2021-12-14T01:27:55.0Z,1,REGULAR,freethrow,2 of 2,[],1629001,,,1610612763,25,22,2021-12-14T01:28:24Z,1165000,,,0,,D. Melton Free Throw 2 of 2 (4 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
118,PT03M28.00S,2021-12-14T01:27:56.0Z,1,REGULAR,substitution,out,[],203083,,,1610612755,25,22,2021-12-14T01:28:24Z,1170000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M28.00S,2021-12-14T01:27:56.0Z,1,REGULAR,substitution,out,[],1627788,,,1610612755,25,22,2021-12-14T01:28:24Z,1180000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M28.00S,2021-12-14T01:27:56.0Z,1,REGULAR,substitution,in,[],1629646,,,1610612755,25,22,2021-12-14T01:28:24Z,1190000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M28.00S,2021-12-14T01:27:56.0Z,1,REGULAR,substitution,in,[],1630198,,,1610612755,25,22,2021-12-14T01:28:24Z,1200000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M18.00S,2021-12-14T01:28:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,81.15965834428384,52.20588235294118,1610612755,25,22,2021-12-14T01:28:30Z,1210000,11.0,125.0,1,right,MISS C. Bassey 12' floating Shot,[1629646],1610612755.0,PHI,floating,,,Bassey,C. Bassey,,,,,12.51,Missed,,,,,,,,,,,,,,,,,,
124,PT03M15.00S,2021-12-14T01:28:28.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,25,22,2021-12-14T01:28:30Z,1220000,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,
125,PT03M04.00S,2021-12-14T01:28:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.783837056504599,56.127450980392155,1610612763,27,22,2021-12-14T01:28:45Z,1230000,-31.0,11.0,1,left,D. Brooks driving finger roll Layup (10 PTS),[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,3.26,Made,10.0,,,,,,,,,,,,,,,,,
126,PT02M52.00S,2021-12-14T01:28:51.0Z,1,REGULAR,turnover,bad pass,[],1629003,,,1610612755,27,22,2021-12-14T01:28:54Z,1240000,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 1629001]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,1.0,,,Melton,1629001.0
127,PT02M52.00S,2021-12-14T01:28:51.0Z,1,REGULAR,steal,,[],1629001,,,1610612763,27,22,2021-12-14T01:28:52Z,1250000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2021-12-14T01:28:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203937,5.732588699080158,51.9607843137255,1610612763,29,22,2021-12-14T01:29:00Z,1260000,-10.0,1.0,1,left,K. Anderson running Layup (4 PTS) (D. Melton 1 AST),"[203937, 1629001]",1610612763.0,MEM,running,,,Anderson,K. Anderson,,,,,0.99,Made,4.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,
130,PT02M40.00S,2021-12-14T01:29:02.6Z,1,REGULAR,3pt,Jump Shot,[],201980,73.66951379763469,80.63725490196079,1610612755,29,22,2021-12-14T01:29:08Z,1280000,153.0,195.0,1,right,MISS D. Green 24' running pullup 3PT,[201980],1610612755.0,PHI,running pullup,,,Green,D. Green,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,
131,PT02M37.00S,2021-12-14T01:29:05.6Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,29,22,2021-12-14T01:29:08Z,1290000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,
132,PT02M32.00S,2021-12-14T01:29:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,7.046649145860711,54.90196078431373,1610612763,29,22,2021-12-14T01:29:18Z,1300000,-25.0,14.0,1,left,MISS K. Anderson Layup - blocked,"[203937, 1629646]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,2.81,Missed,,,,,,,,,,,,,,,Bassey,1629646.0,,
133,PT02M32.00S,2021-12-14T01:29:12.0Z,1,REGULAR,block,,[],1629646,,,1610612763,29,22,2021-12-14T01:29:14Z,1310000,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M28.00S,2021-12-14T01:29:16.0Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,29,22,2021-12-14T01:29:18Z,1320000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,
135,PT02M17.00S,2021-12-14T01:29:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,91.93495400788436,44.36274509803921,1610612755,29,24,2021-12-14T01:29:31Z,1330000,-28.0,23.0,1,right,S. Milton driving finger roll Layup (2 PTS) (I. Joe 1 AST),"[1629003, 1630198]",1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,3.66,Made,2.0,I. Joe,1630198.0,1.0,,,,,,,,,,,,,,
137,PT02M10.00S,2021-12-14T01:29:32.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,6.915243101182654,95.83333333333334,1610612763,29,24,2021-12-14T01:29:38Z,1350000,-229.0,13.0,1,left,MISS D. Melton running 3PT,[1629001],1610612763.0,MEM,running,,,Melton,D. Melton,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,
138,PT02M06.00S,2021-12-14T01:29:36.8Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612755,29,24,2021-12-14T01:29:38Z,1360000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,
139,PT01M59.00S,2021-12-14T01:29:44.2Z,1,REGULAR,turnover,lost ball,[],1629003,,,1610612755,29,24,2021-12-14T01:29:47Z,1370000,,,0,,S. Milton lost ball TURNOVER (2 TO),"[1629003, 203937]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,2.0,,,Anderson,203937.0
140,PT01M59.00S,2021-12-14T01:29:44.2Z,1,REGULAR,steal,,[],203937,,,1610612763,29,24,2021-12-14T01:29:46Z,1380000,,,0,,K. Anderson STEAL (1 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M57.00S,2021-12-14T01:29:48.8Z,1,REGULAR,foul,personal,[],1629646,,,1610612763,29,24,2021-12-14T01:30:05Z,1390000,,,0,,C. Bassey take personal FOUL (1 PF),"[1629646, 1628415]",1610612755.0,PHI,take,,,Bassey,C. Bassey,,,,,,,,,,,,,,,200834.0,1.0,0.0,Brooks,1628415.0,,,,,
143,PT01M57.00S,2021-12-14T01:30:05.1Z,1,REGULAR,substitution,out,[],1630198,,,1610612763,29,24,2021-12-14T01:30:07Z,1410000,,,0,,SUB out: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M57.00S,2021-12-14T01:30:05.1Z,1,REGULAR,substitution,in,[],1630178,,,1610612763,29,24,2021-12-14T01:30:07Z,1420000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M47.00S,2021-12-14T01:30:24.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612763,29,24,2021-12-14T01:30:42Z,1430000,,,0,,C. Bassey shooting personal FOUL (2 PF) (Tillman 2 FT),"[1629646, 1630214]",1610612755.0,PHI,shooting,,,Bassey,C. Bassey,,,,,,,,,,,,,,,2715.0,2.0,0.0,Tillman,1630214.0,,,,,
147,PT01M47.00S,2021-12-14T01:30:51.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630214,,,1610612763,30,24,2021-12-14T01:31:11Z,1450000,,,0,,X. Tillman Free Throw 1 of 2 (1 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
148,PT01M47.00S,2021-12-14T01:30:51.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630214,,,1610612763,30,24,2021-12-14T01:31:11Z,1460000,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT01M45.00S,2021-12-14T01:30:53.3Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612755,30,24,2021-12-14T01:31:11Z,1470000,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,
150,PT01M33.00S,2021-12-14T01:31:20.7Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,30,24,2021-12-14T01:31:24Z,1480000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1630214]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1.0,,,Tillman,1630214.0
151,PT01M33.00S,2021-12-14T01:31:20.7Z,1,REGULAR,steal,,[],1630214,,,1610612763,30,24,2021-12-14T01:31:22Z,1490000,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M28.00S,2021-12-14T01:31:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,7.178055190538765,53.67647058823529,1610612763,32,24,2021-12-14T01:31:31Z,1500000,-18.0,15.0,1,left,D. Melton running Layup (6 PTS),[1629001],1610612763.0,MEM,running,,,Melton,D. Melton,,,,,2.37,Made,6.0,,,,,,,,,,,,,,,,,
153,PT01M26.00S,2021-12-14T01:31:30.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612755,32,24,2021-12-14T01:31:30Z,1510000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M26.00S,2021-12-14T01:32:35.6Z,1,REGULAR,substitution,out,[],1628415,,,1610612755,32,24,2021-12-14T01:32:44Z,1520000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M26.00S,2021-12-14T01:32:35.6Z,1,REGULAR,substitution,in,[],1629681,,,1610612755,32,24,2021-12-14T01:32:44Z,1530000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M11.00S,2021-12-14T01:33:13.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629646,93.38042049934296,49.26470588235294,1610612755,32,26,2021-12-14T01:33:17Z,1540000,-4.0,10.0,1,right,C. Bassey alley-oop DUNK (2 PTS) (S. Milton 1 AST),"[1629646, 1629003]",1610612755.0,PHI,alley-oop,,,Bassey,C. Bassey,,,,,1.04,Made,2.0,S. Milton,1629003.0,1.0,,,,,,,,,,,,,,
158,PT00M53.50S,2021-12-14T01:33:32.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,12.171484888304862,50.245098039215684,1610612763,32,26,2021-12-14T01:33:37Z,1560000,-1.0,62.0,1,left,MISS K. Anderson 6' turnaround Hook,[203937],1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,6.19,Missed,,,,,,,,,,,,,,,,,,
159,PT00M49.90S,2021-12-14T01:33:35.7Z,1,REGULAR,rebound,defensive,[],201980,,,1610612755,32,26,2021-12-14T01:33:37Z,1570000,,,0,,D. Green REBOUND (Off:0 Def:3),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,,,
160,PT00M41.50S,2021-12-14T01:33:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,85.49605781865965,48.77450980392157,1610612755,32,28,2021-12-14T01:33:48Z,1580000,-6.0,84.0,1,right,T. Maxey 8' driving floating Jump Shot (9 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,8.4,Made,9.0,,,,,,,,,,,,,,,,,
161,PT00M31.20S,2021-12-14T01:33:57.0Z,1,REGULAR,3pt,Jump Shot,[],203937,23.866622864651774,13.725490196078432,1610612763,35,28,2021-12-14T01:34:01Z,1590000,181.0,172.0,1,left,K. Anderson 24' 3PT pullup (7 PTS),[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,24.98,Made,7.0,,,,,,,,,,,,,,,,,
162,PT00M13.20S,2021-12-14T01:34:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,83.52496714848883,63.725490196078425,1610612755,35,30,2021-12-14T01:34:23Z,1600000,69.0,102.0,1,right,S. Milton 12' driving floating Jump Shot (4 PTS) (T. Maxey 3 AST),"[1629003, 1630178]",1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,12.33,Made,4.0,T. Maxey,1630178.0,3.0,,,,,,,,,,,,,,
164,PT00M02.30S,2021-12-14T01:34:34.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612763,35,30,2021-12-14T01:34:54Z,1620000,,,0,,C. Bassey personal FOUL (3 PF) (Anderson 2 FT),"[1629646, 203937]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,1627534.0,3.0,0.0,Anderson,203937.0,,,,,
166,PT00M02.30S,2021-12-14T01:35:11.9Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612763,36,30,2021-12-14T01:35:11Z,1640000,,,0,,K. Anderson Free Throw 1 of 2 (8 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
167,PT00M02.30S,2021-12-14T01:35:27.2Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612763,37,30,2021-12-14T01:35:27Z,1650000,,,0,,K. Anderson Free Throw 2 of 2 (9 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2021-12-14T01:35:33.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,44.23455978975033,35.78431372549019,1610612755,37,30,2021-12-14T01:36:18Z,1660000,-71.0,472.0,1,right,MISS T. Maxey 47' driving floating bank 3PT,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,47.7,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2021-12-14T01:35:33.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,37,30,2021-12-14T01:36:18Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,
170,PT00M00.00S,2021-12-14T01:35:38.8Z,1,REGULAR,period,end,[],0,,,1610612755,37,30,2021-12-14T01:35:38Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-14T01:37:43.9Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612755,37,30,2021-12-14T01:38:02Z,1690000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-14T01:37:43.9Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612755,37,30,2021-12-14T01:38:02Z,1700000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-14T01:37:43.9Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612755,37,30,2021-12-14T01:38:02Z,1710000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-12-14T01:37:43.9Z,2,REGULAR,substitution,in,['startperiod'],1630217,,,1610612755,37,30,2021-12-14T01:38:02Z,1720000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-12-14T01:38:15.5Z,2,REGULAR,period,start,[],0,,,1610612763,37,30,2021-12-14T01:38:15Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M37.00S,2021-12-14T01:38:37.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.463206307490145,51.9607843137255,1610612763,37,30,2021-12-14T01:38:42Z,1740000,-10.0,46.0,1,left,MISS J. Jackson Jr. turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,
177,PT11M34.00S,2021-12-14T01:38:40.7Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,37,30,2021-12-14T01:38:42Z,1750000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,
178,PT11M28.00S,2021-12-14T01:38:47.0Z,2,REGULAR,3pt,Jump Shot,[],1629003,70.38436268068331,75.73529411764706,1610612755,37,33,2021-12-14T01:38:51Z,1760000,129.0,226.0,1,right,S. Milton 26' 3PT  (7 PTS) (T. Maxey 4 AST),"[1629003, 1630178]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,26.0,Made,7.0,T. Maxey,1630178.0,4.0,,,,,,,,,,,,,,
