actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
85,PT05M13.00S,2022-01-29T01:24:30.3Z,1,REGULAR,foul,personal,['2freethrow'],202355,,,1610612763,11,13,2022-01-29T01:24:44Z,840000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Morant 2 FT),"[202355, 1629630]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,2003.0,2.0,0.0,Morant,1629630.0,,,,,
87,PT05M13.00S,2022-01-29T01:24:52.5Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,12,13,2022-01-29T01:24:52Z,860000,,,0,,J. Morant Free Throw 1 of 2 (3 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
88,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,12,13,2022-01-29T01:25:34Z,870000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,out,[],204060,,,1610612763,12,13,2022-01-29T01:25:34Z,880000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,out,[],202355,,,1610612763,12,13,2022-01-29T01:25:34Z,890000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,12,13,2022-01-29T01:25:34Z,900000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,in,[],1629672,,,1610612763,12,13,2022-01-29T01:25:34Z,910000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,in,[],203903,,,1610612763,12,13,2022-01-29T01:25:34Z,920000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,out,[],203500,,,1610612763,12,13,2022-01-29T01:25:59Z,925000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M13.00S,2022-01-29T01:24:55.2Z,1,REGULAR,substitution,in,[],1629681,,,1610612763,12,13,2022-01-29T01:25:59Z,927500,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M13.00S,2022-01-29T01:25:35.9Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,12,13,2022-01-29T01:25:35Z,930000,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,
95,PT04M59.00S,2022-01-29T01:25:39.4Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,12,13,2022-01-29T01:25:39Z,940000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M55.00S,2022-01-29T01:25:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629672,5.732588699080158,52.94117647058824,1610612762,12,15,2022-01-29T01:25:48Z,950000,-15.0,1.0,1,left,E. Paschall driving Layup (2 PTS),[1629672],1610612762.0,UTA,driving,,,Paschall,E. Paschall,,,,,1.48,Made,,,,,2.0,,,,,,,,,,,,,
97,PT04M42.00S,2022-01-29T01:25:56.0Z,1,REGULAR,3pt,Jump Shot,[],1629681,92.46057818659659,2.450980392156863,1610612763,15,15,2022-01-29T01:26:03Z,960000,-238.0,18.0,1,right,K. Tillie 3PT  (3 PTS) (D. Melton 1 AST),"[1629681, 1629001]",1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,23.84,Made,,,,,3.0,D. Melton,1629001.0,1.0,,,,,,,,,,
101,PT04M27.00S,2022-01-29T01:26:12.3Z,1,REGULAR,3pt,Jump Shot,[],202711,30.042706964520367,24.509803921568626,1610612762,15,15,2022-01-29T01:26:17Z,980000,127.0,230.0,1,left,MISS B. Bogdanovic 26' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2022-01-29T01:26:17.3Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612762,15,15,2022-01-29T01:26:17Z,990000,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,101.0,1.0,0.0,1.0,,,,,,,,,,,,,,
103,PT04M20.00S,2022-01-29T01:26:20.7Z,1,REGULAR,turnover,backcourt,[],1626220,,,1610612762,15,15,2022-01-29T01:26:25Z,1000000,,,0,,R. O'Neale backcourt TURNOVER (1 TO),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,203592.0,,,,,,,1.0,,
104,PT04M20.00S,2022-01-29T01:26:38.6Z,1,REGULAR,foul,technical,['1freethrow'],203903,,,1610612763,15,15,2022-01-29T01:26:55Z,1010000,,,0,,J. Clarkson technical FOUL (1 Tech),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,203592.0,0.0,1.0,,,,,,,
105,PT04M20.00S,2022-01-29T01:27:02.3Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,16,15,2022-01-29T01:27:02Z,1020000,,,0,,J. Morant technical Free Throw 1 of 1 (4 PTS),[1629630],1610612763.0,MEM,technical,,,Morant,J. Morant,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
106,PT04M14.00S,2022-01-29T01:27:26.9Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612763,16,15,2022-01-29T01:27:35Z,1030000,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Clarke 2 FT),"[203903, 1629634]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,203592.0,1.0,1.0,Clarke,1629634.0,,,,,
108,PT04M14.00S,2022-01-29T01:27:52.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629634,,,1610612763,17,15,2022-01-29T01:27:52Z,1050000,,,0,,B. Clarke Free Throw 1 of 2 (1 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
109,PT04M14.00S,2022-01-29T01:27:53.2Z,1,REGULAR,substitution,out,[],1626220,,,1610612763,17,15,2022-01-29T01:28:06Z,1060000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M14.00S,2022-01-29T01:27:53.2Z,1,REGULAR,substitution,out,[],202711,,,1610612763,17,15,2022-01-29T01:28:06Z,1070000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M14.00S,2022-01-29T01:27:53.2Z,1,REGULAR,substitution,in,[],200752,,,1610612763,17,15,2022-01-29T01:28:06Z,1080000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M14.00S,2022-01-29T01:27:53.2Z,1,REGULAR,substitution,in,[],1627863,,,1610612763,17,15,2022-01-29T01:28:06Z,1090000,,,0,,SUB in: D. House Jr.,[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M14.00S,2022-01-29T01:28:14.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629634,,,1610612763,18,15,2022-01-29T01:28:14Z,1100000,,,0,,B. Clarke Free Throw 2 of 2 (2 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
114,PT03M59.00S,2022-01-29T01:28:29.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,17.821944809461236,49.01960784313725,1610612762,18,17,2022-01-29T01:28:32Z,1110000,5.0,115.0,1,left,J. Clarkson 11' pullup Jump Shot (2 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,11.51,Made,,,,,2.0,,,,,,,,,,,,,
115,PT03M49.00S,2022-01-29T01:28:39.7Z,1,REGULAR,3pt,Jump Shot,[],1629001,69.85873850197109,26.715686274509803,1610612763,21,17,2022-01-29T01:28:43Z,1120000,-116.0,231.0,1,right,D. Melton 25' 3PT pullup (3 PTS),[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,25.85,Made,,,,,3.0,,,,,,,,,,,,,
116,PT03M38.00S,2022-01-29T01:28:53.0Z,1,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612762,21,17,2022-01-29T01:29:02Z,1130000,,,0,,J. Konchar shooting personal FOUL (1 PF) (Gay 2 FT),"[1629723, 200752]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Gay,200752.0,,,,,
118,PT03M38.00S,2022-01-29T01:29:19.5Z,1,REGULAR,freethrow,1 of 2,[],200752,,,1610612762,21,18,2022-01-29T01:29:19Z,1150000,,,0,,R. Gay Free Throw 1 of 2 (1 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
119,PT03M38.00S,2022-01-29T01:29:37.6Z,1,REGULAR,freethrow,2 of 2,[],200752,,,1610612762,21,19,2022-01-29T01:29:37Z,1160000,,,0,,R. Gay Free Throw 2 of 2 (2 PTS),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
120,PT03M29.00S,2022-01-29T01:29:52.2Z,1,REGULAR,foul,personal,['2freethrow'],1629672,,,1610612763,21,19,2022-01-29T01:30:01Z,1170000,,,0,,E. Paschall shooting personal FOUL (1 PF) (Morant 2 FT),"[1629672, 1629630]",1610612762.0,UTA,shooting,,,Paschall,E. Paschall,,,,,,,,,,,,,,,203592.0,1.0,0.0,Morant,1629630.0,,,,,
122,PT03M29.00S,2022-01-29T01:30:21.4Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,21,19,2022-01-29T01:30:21Z,1190000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT03M29.00S,2022-01-29T01:30:21.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,21,19,2022-01-29T01:30:21Z,1200000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,
124,PT03M29.00S,2022-01-29T01:30:36.6Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,22,19,2022-01-29T01:30:36Z,1210000,,,0,,J. Morant Free Throw 2 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
125,PT03M14.00S,2022-01-29T01:30:53.2Z,1,REGULAR,turnover,bad pass,[],1630235,,,1610612762,22,19,2022-01-29T01:30:56Z,1220000,,,0,,T. Forrest bad pass TURNOVER (1 TO),"[1630235, 1629634]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,1.0,Clarke,1629634.0
126,PT03M14.00S,2022-01-29T01:30:53.2Z,1,REGULAR,steal,,[],1629634,,,1610612763,22,19,2022-01-29T01:30:54Z,1230000,,,0,,B. Clarke STEAL (1 STL),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M11.00S,2022-01-29T01:30:57.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630235,,,1610612763,22,19,2022-01-29T01:31:11Z,1240000,,,0,,T. Forrest personal FOUL (1 PF) (Morant 2 FT),"[1630235, 1629630]",1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Morant,1629630.0,,,,,
129,PT03M11.00S,2022-01-29T01:31:19.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,23,19,2022-01-29T01:31:19Z,1260000,,,0,,J. Morant Free Throw 1 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
130,PT03M11.00S,2022-01-29T01:31:27.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,23,19,2022-01-29T01:31:27Z,1270000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M11.00S,2022-01-29T01:34:36.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,24,19,2022-01-29T01:34:36Z,1280000,,,0,,J. Morant Free Throw 2 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
132,PT03M00.00S,2022-01-29T01:34:49.7Z,1,REGULAR,3pt,Jump Shot,[],203903,30.17411300919842,26.47058823529412,1610612762,24,19,2022-01-29T01:34:54Z,1290000,118.0,231.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
133,PT02M56.00S,2022-01-29T01:34:53.7Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,24,19,2022-01-29T01:34:54Z,1300000,,,0,,J. Morant REBOUND (Off:2 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,132.0,5.0,3.0,2.0,,,,,,,,,,,,,,
134,PT02M40.00S,2022-01-29T01:35:09.4Z,1,REGULAR,3pt,Jump Shot,[],1629681,71.82982917214193,22.30392156862745,1610612763,24,19,2022-01-29T01:35:14Z,1310000,-138.0,212.0,1,right,MISS K. Tillie 25' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,
135,PT02M36.00S,2022-01-29T01:35:13.4Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612763,24,19,2022-01-29T01:35:14Z,1320000,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,
136,PT02M31.00S,2022-01-29T01:35:19.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629634,90.48948751642575,61.76470588235294,1610612763,24,19,2022-01-29T01:35:22Z,1330000,59.0,37.0,1,right,MISS B. Clarke 6' turnaround Shot,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,6.94,Missed,,,,,,,,,,,,,,,,,,
137,PT02M27.00S,2022-01-29T01:35:23.2Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,24,19,2022-01-29T01:35:22Z,1340000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT02M19.00S,2022-01-29T01:35:30.7Z,1,REGULAR,3pt,Jump Shot,[],1629672,7.440867279894875,3.9215686274509802,1610612762,24,22,2022-01-29T01:35:34Z,1350000,230.0,17.0,1,left,E. Paschall 3PT  (5 PTS) (J. Clarkson 1 AST),"[1629672, 203903]",1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,23.11,Made,,,,,5.0,J. Clarkson,203903.0,1.0,,,,,,,,,,
140,PT02M01.00S,2022-01-29T01:35:48.2Z,1,REGULAR,3pt,Jump Shot,[],1629001,69.33311432325887,66.91176470588235,1610612763,27,22,2022-01-29T01:35:51Z,1370000,85.0,236.0,1,right,D. Melton 25' 3PT  (6 PTS) (J. Konchar 1 AST),"[1629001, 1629723]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.05,Made,,,,,6.0,J. Konchar,1629723.0,1.0,,,,,,,,,,
142,PT01M40.00S,2022-01-29T01:36:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,12.434296977660972,61.274509803921575,1610612762,27,22,2022-01-29T01:36:13Z,1390000,-56.0,64.0,1,left,MISS J. Clarkson 8' turnaround Shot,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,8.56,Missed,,,,,,,,,,,,,,,,,,
143,PT01M38.00S,2022-01-29T01:36:11.5Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,27,22,2022-01-29T01:36:13Z,1400000,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,142.0,2.0,1.0,1.0,,,,,,,,,,,,,,
144,PT01M32.00S,2022-01-29T01:36:17.1Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612763,27,22,2022-01-29T01:36:20Z,1410000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1627863]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,1.0,House Jr.,1627863.0
145,PT01M32.00S,2022-01-29T01:36:17.1Z,1,REGULAR,steal,,[],1627863,,,1610612762,27,22,2022-01-29T01:36:18Z,1420000,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M29.00S,2022-01-29T01:36:21.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627863,5.995400788436268,50.98039215686274,1610612762,27,24,2022-01-29T01:36:27Z,1430000,-5.0,4.0,1,left,D. House Jr. running DUNK (2 PTS) (R. Gay 1 AST),"[1627863, 200752]",1610612762.0,UTA,running,,,House Jr.,D. House Jr.,,,,,0.63,Made,,,,,2.0,R. Gay,200752.0,1.0,,,,,,,,,,
148,PT01M10.00S,2022-01-29T01:36:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,93.77463863337714,51.470588235294116,1610612763,29,24,2022-01-29T01:36:43Z,1450000,7.0,6.0,1,right,B. Clarke cutting Layup (4 PTS) (J. Morant 3 AST),"[1629634, 1629630]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,0.95,Made,,,,,4.0,J. Morant,1629630.0,3.0,,,,,,,,,,
150,PT00M55.00S,2022-01-29T01:36:58.0Z,1,REGULAR,foul,personal,['3freethrow'],1629630,,,1610612762,29,24,2022-01-29T01:37:13Z,1470000,,,0,,J. Morant shooting personal FOUL (1 PF) (House Jr. 3 FT),"[1629630, 1627863]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,,,,,,,,,,,1627529.0,1.0,0.0,House Jr.,1627863.0,,,,,
152,PT00M55.00S,2022-01-29T01:37:28.8Z,1,REGULAR,freethrow,1 of 3,[],1627863,,,1610612762,29,25,2022-01-29T01:37:28Z,1490000,,,0,,D. House Jr. Free Throw 1 of 3 (3 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
153,PT00M55.00S,2022-01-29T01:37:43.7Z,1,REGULAR,freethrow,2 of 3,[],1627863,,,1610612762,29,26,2022-01-29T01:37:43Z,1500000,,,0,,D. House Jr. Free Throw 2 of 3 (4 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
154,PT00M55.00S,2022-01-29T01:37:44.7Z,1,REGULAR,substitution,out,[],1629681,,,1610612762,29,26,2022-01-29T01:38:04Z,1510000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M55.00S,2022-01-29T01:37:44.7Z,1,REGULAR,substitution,out,[],1630235,,,1610612762,29,26,2022-01-29T01:38:04Z,1530000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M55.00S,2022-01-29T01:37:44.7Z,1,REGULAR,substitution,in,[],1628991,,,1610612762,29,26,2022-01-29T01:38:04Z,1540000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M55.00S,2022-01-29T01:37:44.7Z,1,REGULAR,substitution,in,[],1630217,,,1610612762,29,26,2022-01-29T01:38:04Z,1550000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M55.00S,2022-01-29T01:37:44.7Z,1,REGULAR,substitution,in,[],201144,,,1610612762,29,26,2022-01-29T01:38:04Z,1560000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M55.00S,2022-01-29T01:37:44.7Z,1,REGULAR,substitution,out,[],1629630,,,1610612762,29,26,2022-01-29T01:38:13Z,1565000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M55.00S,2022-01-29T01:38:06.6Z,1,REGULAR,freethrow,3 of 3,[],1627863,,,1610612762,29,27,2022-01-29T01:38:06Z,1570000,,,0,,D. House Jr. Free Throw 3 of 3 (5 PTS),[1627863],1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
162,PT00M40.30S,2022-01-29T01:38:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,86.41590013140605,47.30392156862745,1610612763,29,27,2022-01-29T01:38:24Z,1580000,-13.0,75.0,1,right,MISS B. Clarke 7' turnaround Shot,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,7.64,Missed,,,,,,,,,,,,,,,,,,
163,PT00M37.50S,2022-01-29T01:38:23.9Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,29,27,2022-01-29T01:38:24Z,1590000,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,
164,PT00M29.30S,2022-01-29T01:38:32.1Z,1,REGULAR,3pt,Jump Shot,[],1627863,6.1268068331143235,3.6764705882352944,1610612762,29,30,2022-01-29T01:38:35Z,1600000,232.0,5.0,1,left,D. House Jr. 3PT  (8 PTS) (J. Clarkson 2 AST),"[1627863, 203903]",1610612762.0,UTA,,,,House Jr.,D. House Jr.,,,,,23.17,Made,,,,,8.0,J. Clarkson,203903.0,2.0,,,,,,,,,,
166,PT00M15.40S,2022-01-29T01:38:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,94.82588699080158,49.754901960784316,1610612763,31,30,2022-01-29T01:38:52Z,1620000,-1.0,-4.0,1,right,B. Clarke alley-oop Layup (6 PTS) (J. Jackson Jr. 1 AST),"[1629634, 1628991]",1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,0.41,Made,,,,,6.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,
168,PT00M03.90S,2022-01-29T01:39:03.7Z,1,REGULAR,3pt,Jump Shot,[],201144,30.831143232588698,26.47058823529412,1610612762,31,30,2022-01-29T01:39:06Z,1640000,118.0,237.0,1,left,MISS M. Conley 26' pullup 3PT,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,
169,PT00M01.90S,2022-01-29T01:39:05.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,31,30,2022-01-29T01:39:05Z,1650000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT00M00.00S,2022-01-29T01:39:08.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,46.46846254927727,20.588235294117645,1610612763,31,30,2022-01-29T01:39:22Z,1660000,-147.0,451.0,1,right,MISS D. Bane 47' running pullup 3PT,[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,47.41,Missed,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-01-29T01:39:08.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,31,30,2022-01-29T01:39:22Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2022-01-29T01:39:38.1Z,1,REGULAR,period,end,[],0,,,1610612763,31,30,2022-01-29T01:39:38Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-29T01:40:29.8Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612763,31,30,2022-01-29T01:41:50Z,1690000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-29T01:40:29.8Z,2,REGULAR,substitution,in,['startperiod'],1630533,,,1610612763,31,30,2022-01-29T01:41:50Z,1700000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-29T01:41:55.9Z,2,REGULAR,period,start,[],0,,,1610612762,31,30,2022-01-29T01:41:55Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
