actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
89,PT06M23.00S,2022-03-27T00:21:38.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612763,15,18,2022-03-27T00:22:30Z,890000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M23.00S,2022-03-27T00:21:38.7Z,1,REGULAR,substitution,in,[],203937,,,1610612763,15,18,2022-03-27T00:22:30Z,900000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M23.00S,2022-03-27T00:21:38.7Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,15,18,2022-03-27T00:22:30Z,910000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M23.00S,2022-03-27T00:21:38.7Z,1,REGULAR,substitution,in,[],1626192,,,1610612763,15,18,2022-03-27T00:22:30Z,920000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M05.00S,2022-03-27T00:22:54.8Z,1,REGULAR,3pt,Jump Shot,[],203937,86.28449408672799,95.34313725490196,1610612763,15,18,2022-03-27T00:22:59Z,930000,227.0,76.0,1,right,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,,
95,PT06M01.00S,2022-03-27T00:22:58.8Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,15,18,2022-03-27T00:30:45Z,950000,,,0,,B. Lopez REBOUND (Off:0 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,
96,PT05M55.00S,2022-03-27T00:23:05.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,4.944152431011826,70.34313725490196,1610612749,15,20,2022-03-27T00:23:11Z,960000,-102.0,-6.0,1,left,B. Portis 10' turnaround fadeaway Jump Shot (2 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,10.19,Made,2.0,,,,,,,,,,,,,,,,,,
97,PT05M43.00S,2022-03-27T00:23:17.3Z,1,REGULAR,3pt,Jump Shot,[],1629001,67.49342969776609,36.51960784313725,1610612763,18,20,2022-03-27T00:23:22Z,970000,-67.0,253.0,1,right,D. Melton 26' 3PT  (3 PTS) (T. Jones 5 AST),"[1629001, 1626145]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.19,Made,3.0,T. Jones,1626145.0,5.0,,,,,,,,,,,,,,,
99,PT05M31.00S,2022-03-27T00:23:29.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,30.17411300919842,69.36274509803921,1610612749,18,20,2022-03-27T00:23:32Z,990000,-97.0,231.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
100,PT05M29.00S,2022-03-27T00:23:31.7Z,1,REGULAR,rebound,offensive,[],1626192,,,1610612749,18,20,2022-03-27T00:23:31Z,1000000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,99.0,1.0,0.0,1.0,,,,,,
101,PT05M28.00S,2022-03-27T00:23:33.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201588,32.013797634691194,48.77450980392157,1610612749,18,20,2022-03-27T00:23:40Z,1010000,6.0,248.0,1,left,MISS G. Hill 24' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
102,PT05M25.00S,2022-03-27T00:23:36.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,18,20,2022-03-27T00:23:40Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,
103,PT05M25.00S,2022-03-27T00:23:47.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,18,20,2022-03-27T00:23:47Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M25.00S,2022-03-27T00:23:47.7Z,1,REGULAR,substitution,out,[],201588,,,1610612749,18,20,2022-03-27T00:23:52Z,1040000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M25.00S,2022-03-27T00:23:47.7Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,18,20,2022-03-27T00:23:52Z,1050000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M14.00S,2022-03-27T00:24:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612749,18,20,2022-03-27T00:24:31Z,1060000,,,0,,D. Melton shooting personal FOUL (1 PF) (Connaughton 2 FT),"[1629001, 1626192]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,1627519.0,1.0,0.0,Connaughton,1626192.0,,,,,,,,,,
108,PT05M14.00S,2022-03-27T00:24:57.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626192,,,1610612749,18,21,2022-03-27T00:24:57Z,1080000,,,0,,P. Connaughton Free Throw 1 of 2 (1 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
109,PT05M14.00S,2022-03-27T00:24:58.0Z,1,REGULAR,substitution,out,[],201572,,,1610612749,18,21,2022-03-27T00:25:10Z,1090000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT05M14.00S,2022-03-27T00:24:58.0Z,1,REGULAR,substitution,out,[],203114,,,1610612749,18,21,2022-03-27T00:25:10Z,1100000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT05M14.00S,2022-03-27T00:24:58.0Z,1,REGULAR,substitution,in,[],202083,,,1610612749,18,21,2022-03-27T00:25:10Z,1110000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT05M14.00S,2022-03-27T00:24:58.0Z,1,REGULAR,substitution,in,[],203507,,,1610612749,18,21,2022-03-27T00:25:10Z,1120000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT05M14.00S,2022-03-27T00:25:23.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626192,,,1610612749,18,21,2022-03-27T00:25:23Z,1130000,,,0,,MISS P. Connaughton Free Throw 2 of 2,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
114,PT05M11.00S,2022-03-27T00:25:24.0Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,18,21,2022-03-27T00:25:24Z,1140000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,
115,PT04M53.00S,2022-03-27T00:25:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.65637319316689,54.41176470588235,1610612763,20,21,2022-03-27T00:25:46Z,1150000,22.0,101.0,1,right,K. Anderson 10' driving floating Jump Shot (2 PTS) (D. Brooks 1 AST),"[203937, 1628415]",1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,10.35,Made,2.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,,
117,PT04M36.00S,2022-03-27T00:25:58.6Z,1,REGULAR,2pt,Jump Shot,[],203507,7.440867279894875,81.86274509803921,1610612749,20,23,2022-03-27T00:26:02Z,1170000,-159.0,17.0,1,left,G. Antetokounmpo 16' pullup Jump Shot (5 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,16.02,Made,5.0,,,,,,,,,,,,,,,,,,
119,PT04M26.00S,2022-03-27T00:26:12.5Z,1,REGULAR,violation,kicked ball,[],203507,,,1610612763,20,23,2022-03-27T00:28:19Z,1190000,,,0,,G. Antetokounmpo kicked ball VIOLATION,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1627519.0,,,,,,,,,,,,,,
120,PT04M18.00S,2022-03-27T00:26:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,79.97700394218134,52.450980392156865,1610612763,22,23,2022-03-27T00:26:42Z,1200000,12.0,136.0,1,right,D. Brooks 13' pullup Jump Shot (8 PTS),[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,13.63,Made,8.0,,,,,,,,,,,,,,,,,,
121,PT04M06.00S,2022-03-27T00:26:52.8Z,1,REGULAR,3pt,Jump Shot,[],1626192,32.013797634691194,58.57843137254902,1610612749,22,23,2022-03-27T00:26:56Z,1210000,-43.0,248.0,1,left,MISS P. Connaughton 25' pullup 3PT,[1626192],1610612749.0,MIL,pullup,,,Connaughton,P. Connaughton,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
122,PT04M02.00S,2022-03-27T00:26:56.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,22,23,2022-03-27T00:26:56Z,1220000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,121.0,3.0,2.0,1.0,,,,,,
123,PT03M58.00S,2022-03-27T00:26:59.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,69.99014454664915,74.75490196078431,1610612763,25,23,2022-03-27T00:27:04Z,1230000,124.0,230.0,1,right,D. Melton 26' 3PT running pullup (6 PTS),[1629001],1610612763.0,MEM,running pullup,,,Melton,D. Melton,,,,,26.08,Made,6.0,,,,,,,,,,,,,,,,,,
125,PT03M37.00S,2022-03-27T00:27:20.5Z,1,REGULAR,3pt,Jump Shot,[],1626171,30.17411300919842,29.901960784313726,1610612749,25,26,2022-03-27T00:27:24Z,1250000,100.0,231.0,1,left,B. Portis 25' 3PT  (5 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.2,Made,5.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,,
127,PT03M20.00S,2022-03-27T00:27:38.7Z,1,REGULAR,2pt,Jump Shot,[],1628415,73.9323258869908,27.696078431372552,1610612763,25,26,2022-03-27T00:27:42Z,1270000,-112.0,193.0,1,right,MISS D. Brooks 22' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,22.25,Missed,,,,,,,,,,,,,,,,,,,
128,PT03M15.00S,2022-03-27T00:27:43.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,25,26,2022-03-27T00:27:45Z,1280000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,127.0,5.0,4.0,1.0,,,,,,
129,PT03M09.00S,2022-03-27T00:27:49.0Z,1,REGULAR,3pt,Jump Shot,[],1626192,29.911300919842315,72.79411764705883,1610612749,25,26,2022-03-27T00:27:54Z,1290000,-114.0,229.0,1,left,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
130,PT03M04.00S,2022-03-27T00:27:54.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,25,26,2022-03-27T00:27:54Z,1300000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,
131,PT02M54.00S,2022-03-27T00:28:03.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,82.60512483574244,41.911764705882355,1610612763,25,26,2022-03-27T00:28:07Z,1310000,-40.0,111.0,1,right,MISS T. Jones 11' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,11.81,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M51.00S,2022-03-27T00:28:06.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,25,26,2022-03-27T00:28:07Z,1320000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,131.0,6.0,5.0,1.0,,,,,,
133,PT02M45.00S,2022-03-27T00:28:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.966491458607096,46.568627450980394,1610612749,25,26,2022-03-27T00:28:17Z,1330000,17.0,22.0,1,left,MISS G. Antetokounmpo running finger roll Layup,[203507],1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,2.82,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M43.00S,2022-03-27T00:28:14.6Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,25,26,2022-03-27T00:28:17Z,1340000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,133.0,7.0,5.0,2.0,,,,,,
135,PT02M43.00S,2022-03-27T00:28:15.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203507,5.590000152587891,50.0,1610612749,25,26,2022-03-27T00:28:21Z,1350000,0.0,0.0,1,left,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M41.00S,2022-03-27T00:28:17.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,25,26,2022-03-27T00:28:19Z,1360000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,135.0,4.0,3.0,1.0,,,,,,
137,PT02M36.00S,2022-03-27T00:28:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,83.919185282523,46.81372549019608,1610612763,27,26,2022-03-27T00:28:26Z,1370000,-16.0,99.0,1,right,D. Brooks 10' driving floating Jump Shot (10 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,10.0,Made,10.0,,,,,,,,,,,,,,,,,,
138,PT02M36.00S,2022-03-27T00:28:25.3Z,1,REGULAR,foul,personal,['1freethrow'],202083,,,1610612763,27,26,2022-03-27T00:31:20Z,1380000,,,0,,W. Matthews shooting personal FOUL (1 PF) (Brooks 1 FT),"[202083, 1628415]",1610612749.0,MIL,shooting,,,Matthews,W. Matthews,,,,,,,,,,,202026.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,
140,PT02M36.00S,2022-03-27T00:28:39.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,27,26,2022-03-27T00:30:45Z,1400000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M36.00S,2022-03-27T00:30:44.7Z,1,REGULAR,substitution,out,[],203500,,,1610612763,27,26,2022-03-27T00:31:18Z,1410000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M36.00S,2022-03-27T00:30:44.7Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,27,26,2022-03-27T00:31:18Z,1420000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M36.00S,2022-03-27T00:30:44.7Z,1,REGULAR,substitution,out,[],1626192,,,1610612763,27,26,2022-03-27T00:31:18Z,1430000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M36.00S,2022-03-27T00:30:44.7Z,1,REGULAR,substitution,in,[],1630214,,,1610612763,27,26,2022-03-27T00:31:18Z,1440000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M36.00S,2022-03-27T00:30:44.7Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,27,26,2022-03-27T00:31:18Z,1450000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M36.00S,2022-03-27T00:30:44.7Z,1,REGULAR,substitution,in,[],1628960,,,1610612763,27,26,2022-03-27T00:31:18Z,1460000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M36.00S,2022-03-27T00:31:31.3Z,1,REGULAR,freethrow,1 of 1,[],1628415,,,1610612763,28,26,2022-03-27T00:31:31Z,1470000,,,0,,D. Brooks Free Throw 1 of 1 (11 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
148,PT02M19.00S,2022-03-27T00:31:50.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,14.668199737187912,44.11764705882353,1610612749,28,26,2022-03-27T00:31:54Z,1480000,29.0,85.0,1,left,MISS G. Antetokounmpo 9' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,9.03,Missed,,,,,,,,,,,,,,,,,,,
149,PT02M16.00S,2022-03-27T00:31:53.4Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,28,26,2022-03-27T00:31:54Z,1490000,,,0,,D. Brooks REBOUND (Off:1 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,148.0,3.0,2.0,1.0,,,,,,
150,PT02M03.00S,2022-03-27T00:32:06.3Z,1,REGULAR,2pt,Jump Shot,[],203937,89.56964520367937,91.66666666666666,1610612763,28,26,2022-03-27T00:32:09Z,1500000,208.0,46.0,1,right,MISS K. Anderson 21' Jump Shot,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,21.32,Missed,,,,,,,,,,,,,,,,,,,
151,PT02M03.00S,2022-03-27T00:32:06.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,28,26,2022-03-27T00:32:09Z,1510000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,
152,PT02M03.00S,2022-03-27T00:32:12.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,28,26,2022-03-27T00:32:12Z,1520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M03.00S,2022-03-27T00:32:12.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612749,28,26,2022-03-27T00:32:22Z,1530000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M03.00S,2022-03-27T00:32:12.8Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,28,26,2022-03-27T00:32:22Z,1540000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M03.00S,2022-03-27T00:32:12.8Z,1,REGULAR,substitution,in,[],1630533,,,1610612749,28,26,2022-03-27T00:32:22Z,1550000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M03.00S,2022-03-27T00:32:12.8Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,28,26,2022-03-27T00:32:22Z,1560000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M43.00S,2022-03-27T00:32:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.258212877792378,49.754901960784316,1610612749,28,26,2022-03-27T00:32:51Z,1570000,1.0,6.0,1,left,MISS G. Antetokounmpo Layup - blocked,"[203507, 203937]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,0.64,Missed,,,,,,,,,,,,,,Anderson,203937.0,,,,
158,PT01M43.00S,2022-03-27T00:32:47.2Z,1,REGULAR,block,,[],203937,,,1610612749,28,26,2022-03-27T00:32:49Z,1580000,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M43.00S,2022-03-27T00:32:47.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,28,26,2022-03-27T00:32:51Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,
160,PT01M43.00S,2022-03-27T00:32:51.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,28,26,2022-03-27T00:32:51Z,1600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M39.00S,2022-03-27T00:33:10.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,28,26,2022-03-27T00:33:16Z,1610000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,,
162,PT01M30.00S,2022-03-27T00:33:29.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630214,66.70499342969777,52.69607843137255,1610612763,28,26,2022-03-27T00:33:33Z,1620000,13.0,260.0,1,right,MISS X. Tillman 26' 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
163,PT01M27.00S,2022-03-27T00:33:32.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,28,26,2022-03-27T00:33:33Z,1630000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,162.0,8.0,6.0,2.0,,,,,,
164,PT01M20.00S,2022-03-27T00:33:39.8Z,1,REGULAR,3pt,Jump Shot,[],202083,32.013797634691194,48.529411764705884,1610612749,28,26,2022-03-27T00:33:43Z,1640000,7.0,248.0,1,left,MISS W. Matthews 24' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
165,PT01M16.00S,2022-03-27T00:33:43.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,28,26,2022-03-27T00:33:43Z,1650000,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,
166,PT01M11.00S,2022-03-27T00:33:48.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203937,85.23324572930355,48.28431372549019,1610612763,30,26,2022-03-27T00:33:53Z,1660000,-9.0,86.0,1,right,K. Anderson 8' driving floating Jump Shot (4 PTS),[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,8.67,Made,4.0,,,,,,,,,,,,,,,,,,
167,PT00M56.20S,2022-03-27T00:34:04.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.14520367936925,60.78431372549019,1610612749,30,26,2022-03-27T00:34:08Z,1670000,-54.0,250.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M53.30S,2022-03-27T00:34:07.3Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,30,26,2022-03-27T00:34:08Z,1680000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,
169,PT00M48.20S,2022-03-27T00:34:13.1Z,1,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612763,30,26,2022-03-27T00:34:19Z,1690000,,,0,,D. Melton bad pass out-of-bounds TURNOVER (1 TO),[1629001],1610612763.0,MEM,bad pass,,,Melton,D. Melton,,,,,,,,,,,2715.0,,,,,,,,,,,1.0,,,
170,PT00M36.50S,2022-03-27T00:34:41.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,30.962549277266753,38.72549019607843,1610612749,30,26,2022-03-27T00:34:46Z,1700000,56.0,239.0,1,left,MISS G. Allen 24' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M33.60S,2022-03-27T00:34:44.1Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,30,26,2022-03-27T00:34:46Z,1710000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,
172,PT00M14.60S,2022-03-27T00:35:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,87.46714848883047,64.95098039215686,1610612763,30,26,2022-03-27T00:35:06Z,1720000,75.0,65.0,1,right,MISS D. Bane 9' driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,9.93,Missed,,,,,,,,,,,,,,,,,,,
173,PT00M13.30S,2022-03-27T00:35:04.5Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,30,26,2022-03-27T00:35:06Z,1730000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,172.0,1.0,0.0,1.0,,,,,,
