actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-09T01:10:38.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-09T01:10:38Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-02-09T01:10:40.7Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2022-02-09T01:10:40Z,40000,,,0,,Jump Ball S. Adams vs. I. Zubac: Tip to J. Morant,"[1629630, 203500, 1627826]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-02-09T01:10:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630533,94.82588699080158,4.6568627450980395,1610612763,3,0,2022-02-09T01:10:58Z,70000,-227.0,-4.0,1,right,Z. Williams 3PT  (3 PTS) (J. Morant 1 AST),"[1630533, 1629630]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,22.67,Made,3.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,,
9,PT11M23.00S,2022-02-09T01:11:14.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201587,6.783837056504599,49.26470588235294,1610612746,3,0,2022-02-09T01:11:18Z,90000,4.0,11.0,1,left,MISS N. Batum cutting DUNK,[201587],1610612746.0,LAC,cutting,,,Batum,N. Batum,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2022-02-09T01:11:16.4Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,3,0,2022-02-09T01:11:18Z,100000,,,0,,J. Morant REBOUND (Off:0 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M17.00S,2022-02-09T01:11:20.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,68.80749014454665,27.941176470588236,1610612763,3,0,2022-02-09T01:11:25Z,110000,-110.0,241.0,1,right,MISS D. Bane 26' running 3PT,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2022-02-09T01:11:25.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,3,0,2022-02-09T01:11:25Z,120000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M01.00S,2022-02-09T01:11:35.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,31.488173455978973,33.088235294117645,1610612746,3,3,2022-02-09T01:11:39Z,130000,85.0,243.0,1,left,N. Powell 25' 3PT pullup (3 PTS) (I. Zubac 1 AST),"[1626181, 1627826]",1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,25.78,Made,3.0,I. Zubac,1627826.0,1.0,,,,,,,,,,,,,,,
15,PT10M44.00S,2022-02-09T01:11:55.0Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612763,3,3,2022-02-09T01:12:02Z,150000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Morant 2 FT),"[1627826, 1629630]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,,202049.0,1.0,0.0,Morant,1629630.0,,,,,,
17,PT10M44.00S,2022-02-09T01:12:21.0Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,3,3,2022-02-09T01:12:21Z,170000,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2022-02-09T01:12:21.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,3,3,2022-02-09T01:12:21Z,180000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
19,PT10M44.00S,2022-02-09T01:12:35.6Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,4,3,2022-02-09T01:12:35Z,190000,,,0,,J. Morant Free Throw 2 of 2 (1 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2022-02-09T01:12:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,5.732588699080158,46.568627450980394,1610612746,4,5,2022-02-09T01:13:04Z,200000,17.0,1.0,1,left,N. Powell driving finger roll Layup (5 PTS) (R. Jackson 1 AST),"[1626181, 202704]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,1.73,Made,5.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,,
