actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
270,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,out,[],1630582,,,1610612763,37,49,2022-04-11T00:03:55Z,2700000,,,0,,SUB out: Y. Pons,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,out,[],1627759,,,1610612763,37,49,2022-04-11T00:03:55Z,2710000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612763,37,49,2022-04-11T00:03:55Z,2720000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,out,[],201143,,,1610612763,37,49,2022-04-11T00:03:55Z,2730000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,37,49,2022-04-11T00:03:55Z,2740000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612763,37,49,2022-04-11T00:03:55Z,2750000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612763,37,49,2022-04-11T00:03:55Z,2760000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M52.00S,2022-04-11T00:03:42.3Z,2,REGULAR,substitution,in,[],203935,,,1610612763,37,49,2022-04-11T00:03:55Z,2770000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M52.00S,2022-04-11T00:04:03.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629723,,,1610612763,37,49,2022-04-11T00:04:03Z,2780000,,,0,,MISS J. Konchar Free Throw 2 of 2,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,Missed,,,,,,,,,,,,,,,,
279,PT04M50.00S,2022-04-11T00:04:05.7Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,37,49,2022-04-11T00:04:05Z,2790000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,
280,PT04M32.00S,2022-04-11T00:04:23.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,26.757555847568987,78.18627450980392,1610612738,37,52,2022-04-11T00:04:45Z,2800000,-141.0,199.0,1,left,D. White 24' 3PT  (5 PTS) (J. Tatum 1 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,,,,24.38,Made,,,,,,,,,,5.0,J. Tatum,1628369.0,1.0,,,
282,PT04M22.00S,2022-04-11T00:04:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,92.06636005256242,44.36274509803921,1610612763,39,52,2022-04-11T00:04:52Z,2820000,-28.0,22.0,1,right,D. Melton running finger roll Layup (12 PTS),[1629001],1610612763.0,MEM,running finger roll,,,Melton,D. Melton,,,,,,,,3.58,Made,,,,,,,,,,12.0,,,,,,
283,PT04M07.00S,2022-04-11T00:04:54.0Z,2,REGULAR,foul,personal,[],1630533,,,1610612738,39,52,2022-04-11T00:06:24Z,2830000,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1628369]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,2530.0,1.0,0.0,Tatum,1628369.0,,,,,,,
285,PT03M55.00S,2022-04-11T00:05:22.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,13.61695137976347,38.48039215686275,1610612738,39,52,2022-04-11T00:05:29Z,2850000,58.0,75.0,1,left,MISS G. Williams 9' driving floating Shot - blocked,"[1629684, 1629723]",1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,,,,9.5,Missed,,,,,,,,,,,,,,,Konchar,1629723.0
286,PT03M55.00S,2022-04-11T00:05:22.4Z,2,REGULAR,block,,[],1629723,,,1610612738,39,52,2022-04-11T00:05:25Z,2860000,,,0,,J. Konchar BLOCK (1 BLK),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M52.00S,2022-04-11T00:05:25.4Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,39,52,2022-04-11T00:05:29Z,2870000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,285.0,1.0,1.0,0.0,,,,,,,,,,,,
288,PT03M49.00S,2022-04-11T00:05:28.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630214,93.11760840998686,56.61764705882353,1610612763,39,52,2022-04-11T00:05:40Z,2880000,33.0,12.0,1,right,MISS X. Tillman driving floating Shot,[1630214],1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,,,,3.53,Missed,,,,,,,,,,,,,,,,
289,PT03M49.00S,2022-04-11T00:05:28.1Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,39,52,2022-04-11T00:05:40Z,2890000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,288.0,3.0,3.0,0.0,,,,,,,,,,,,
290,PT03M44.00S,2022-04-11T00:05:35.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628401,8.229303547963205,43.13725490196079,1610612738,39,54,2022-04-11T00:28:23Z,2900000,34.0,25.0,1,left,D. White driving floating Jump Shot (7 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,,,,4.24,Made,,,,,,,,,,7.0,,,,,,
291,PT03M44.00S,2022-04-11T00:05:39.3Z,2,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612738,39,54,2022-04-11T00:06:08Z,2910000,,,0,,J. Konchar shooting personal FOUL (1 PF) (White 1 FT),"[1629723, 1628401]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,,,,,,,,,,201245.0,1.0,0.0,White,1628401.0,,,,,,,
293,PT03M44.00S,2022-04-11T00:05:52.2Z,2,REGULAR,substitution,out,[],1629001,,,1610612738,39,54,2022-04-11T00:06:24Z,2930000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M44.00S,2022-04-11T00:05:52.2Z,2,REGULAR,substitution,in,[],1629633,,,1610612738,39,54,2022-04-11T00:06:24Z,2940000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M44.00S,2022-04-11T00:06:09.4Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628401,,,1610612738,39,55,2022-04-11T00:06:09Z,2950000,,,0,,D. White Free Throw 1 of 1 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,,,,,,,,,,8.0,,,,,,
296,PT03M24.00S,2022-04-11T00:06:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,89.30683311432325,40.931372549019606,1610612763,39,55,2022-04-11T00:06:31Z,2960000,-45.0,48.0,1,right,MISS Z. Williams 6' driving floating Shot,[1630533],1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,,,,6.6,Missed,,,,,,,,,,,,,,,,
297,PT03M23.00S,2022-04-11T00:06:28.4Z,2,REGULAR,rebound,offensive,[],1630533,,,1610612763,39,55,2022-04-11T00:06:31Z,2970000,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,
298,PT03M21.00S,2022-04-11T00:06:32.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612763,39,55,2022-04-11T00:06:38Z,2980000,,,0,,G. Williams shooting personal FOUL (2 PF) (Williams 2 FT),"[1629684, 1630533]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,201245.0,2.0,0.0,Williams,1630533.0,,,,,,,
300,PT03M21.00S,2022-04-11T00:06:53.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630533,,,1610612763,40,55,2022-04-11T00:06:53Z,3000000,,,0,,Z. Williams Free Throw 1 of 2 (4 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,Made,,,,,,,,,,4.0,,,,,,
301,PT03M21.00S,2022-04-11T00:07:09.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630533,,,1610612763,41,55,2022-04-11T00:07:09Z,3010000,,,0,,Z. Williams Free Throw 2 of 2 (5 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,Made,,,,,,,,,,5.0,,,,,,
302,PT03M08.00S,2022-04-11T00:07:26.1Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,41,55,2022-04-11T00:07:31Z,3020000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,2.0,,,,,,,,,201245.0,,,,,,,,,,,
304,PT02M48.00S,2022-04-11T00:07:53.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,90.22667542706965,38.970588235294116,1610612763,43,55,2022-04-11T00:08:00Z,3030000,-55.0,39.0,1,right,X. Tillman 6' turnaround Jump Shot (2 PTS),[1630214],1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,,,,6.77,Made,,,,,,,,,,2.0,,,,,,
305,PT02M48.00S,2022-04-11T00:07:56.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628464,,,1610612763,43,55,2022-04-11T00:08:16Z,3040000,,,0,,D. Theis shooting personal FOUL (1 PF) (Tillman 1 FT),"[1628464, 1630214]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,2530.0,1.0,0.0,Tillman,1630214.0,,,,,,,
307,PT02M48.00S,2022-04-11T00:08:08.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,43,55,2022-04-11T00:08:33Z,3060000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M48.00S,2022-04-11T00:11:29.1Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630214,,,1610612763,44,55,2022-04-11T00:11:29Z,3070000,,,0,,X. Tillman Free Throw 1 of 1 (3 PTS),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,Made,,,,,,,,,,3.0,,,,,,
309,PT02M36.00S,2022-04-11T00:11:43.1Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,44,55,2022-04-11T00:11:48Z,3080000,,,0,,J. Tatum lost ball TURNOVER (5 TO),"[1628369, 1629723]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,5.0,Konchar,1629723.0,,,,,,,,,,,,,,,,,,
310,PT02M36.00S,2022-04-11T00:11:43.1Z,2,REGULAR,steal,,[],1629723,,,1610612763,44,55,2022-04-11T00:11:45Z,3090000,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M26.00S,2022-04-11T00:11:53.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629633,91.27792378449409,3.9215686274509802,1610612763,44,55,2022-04-11T00:11:58Z,3100000,-230.0,29.0,1,right,MISS J. Culver 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,23.23,Missed,,,,,,,,,,,,,,,,
312,PT02M23.00S,2022-04-11T00:11:56.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,55,2022-04-11T00:11:58Z,3110000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,
313,PT02M12.00S,2022-04-11T00:12:07.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,22.683968462549277,87.5,1610612738,44,58,2022-04-11T00:12:13Z,3120000,-188.0,161.0,1,left,J. Tatum 24' 3PT step back (19 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,24.69,Made,,,,,,,,,,19.0,M. Smart,203935.0,3.0,,,
315,PT01M59.00S,2022-04-11T00:12:20.1Z,2,REGULAR,turnover,bad pass,[],1629633,,,1610612763,44,58,2022-04-11T00:12:24Z,3140000,,,0,,J. Culver bad pass TURNOVER (2 TO),"[1629633, 203935]",1610612763.0,MEM,,,,Culver,J. Culver,,,,,2.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
316,PT01M59.00S,2022-04-11T00:12:20.1Z,2,REGULAR,steal,,[],203935,,,1610612738,44,58,2022-04-11T00:12:22Z,3150000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M56.00S,2022-04-11T00:12:23.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,5.995400788436268,49.50980392156863,1610612738,44,60,2022-04-11T00:12:29Z,3160000,2.0,4.0,1,left,M. Smart running DUNK (2 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,,0.46,Made,,,,,,,,,,2.0,,,,,,
318,PT01M48.00S,2022-04-11T00:12:32.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,80.6340341655716,39.705882352941174,1610612763,46,60,2022-04-11T00:12:37Z,3170000,-51.0,130.0,1,right,S. Aldama 13' floating Jump Shot (8 PTS) (J. Konchar 6 AST),"[1630583, 1629723]",1610612763.0,MEM,floating,,,Aldama,S. Aldama,,,,,,,,13.94,Made,,,,,,,,,,8.0,J. Konchar,1629723.0,6.0,,,
320,PT01M27.00S,2022-04-11T00:12:53.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,7.440867279894875,38.23529411764706,1610612738,46,62,2022-04-11T00:12:59Z,3190000,59.0,17.0,1,left,D. Theis 6' floating Jump Shot (6 PTS) (J. Tatum 2 AST),"[1628464, 1628369]",1610612738.0,BOS,floating,,,Theis,D. Theis,,,,,,,,6.13,Made,,,,,,,,,,6.0,J. Tatum,1628369.0,2.0,,,
322,PT01M27.00S,2022-04-11T00:12:56.9Z,2,REGULAR,foul,personal,['1freethrow'],1630214,,,1610612738,46,62,2022-04-11T00:13:04Z,3210000,,,0,,X. Tillman shooting personal FOUL (2 PF) (Theis 1 FT),"[1630214, 1628464]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,,,,,,,,,,201245.0,2.0,0.0,Theis,1628464.0,,,,,,,
324,PT01M27.00S,2022-04-11T00:13:05.9Z,2,REGULAR,substitution,out,[],1630533,,,1610612738,46,62,2022-04-11T00:14:39Z,3230000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M27.00S,2022-04-11T00:13:05.9Z,2,REGULAR,substitution,in,[],1630582,,,1610612738,46,62,2022-04-11T00:14:39Z,3240000,,,0,,SUB in: Y. Pons,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M27.00S,2022-04-11T00:13:05.9Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,46,62,2022-04-11T00:14:39Z,3250000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M27.00S,2022-04-11T00:13:05.9Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,46,62,2022-04-11T00:14:39Z,3260000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M27.00S,2022-04-11T00:13:37.3Z,2,REGULAR,freethrow,1 of 1,[],1628464,,,1610612738,46,63,2022-04-11T00:13:37Z,3270000,,,0,,D. Theis Free Throw 1 of 1 (7 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,Made,,,,,,,,,,7.0,,,,,,
329,PT01M16.00S,2022-04-11T00:13:52.2Z,2,REGULAR,turnover,traveling,[],1630583,,,1610612763,46,63,2022-04-11T00:14:00Z,3280000,,,0,,S. Aldama traveling TURNOVER (2 TO),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,2.0,,,,,,,,,201245.0,,,,,,,,,,,
330,PT00M57.00S,2022-04-11T00:14:22.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,30.962549277266753,33.57843137254902,1610612738,46,66,2022-04-11T00:14:26Z,3290000,82.0,239.0,1,left,J. Tatum 25' 3PT  (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.22,Made,,,,,,,,,,22.0,,,,,,
331,PT00M44.10S,2022-04-11T00:14:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629633,79.84559789750328,61.029411764705884,1610612763,46,66,2022-04-11T00:14:42Z,3300000,55.0,137.0,1,right,MISS J. Culver 14' pullup Shot,[1629633],1610612763.0,MEM,pullup,,,Culver,J. Culver,,,,,,,,14.77,Missed,,,,,,,,,,,,,,,,
332,PT00M41.70S,2022-04-11T00:14:39.8Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,46,66,2022-04-11T00:14:42Z,3310000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,331.0,3.0,2.0,1.0,,,,,,,,,,,,
333,PT00M34.40S,2022-04-11T00:14:49.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,22.946780551905388,9.803921568627452,1610612738,46,69,2022-04-11T00:15:03Z,3320000,201.0,163.0,1,left,J. Tatum 25' 3PT step back (25 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,25.89,Made,,,,,,,,,,25.0,,,,,,
334,PT00M34.40S,2022-04-11T00:14:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630583,,,1610612738,46,69,2022-04-11T00:15:00Z,3330000,,,0,,S. Aldama shooting personal FOUL (1 PF) (Tatum 1 FT),"[1630583, 1628369]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,,,,,,,,,,2530.0,1.0,0.0,Tatum,1628369.0,,,,,,,
336,PT00M34.40S,2022-04-11T00:15:16.7Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,46,70,2022-04-11T00:15:16Z,3350000,,,0,,J. Tatum Free Throw 1 of 1 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,,,,,26.0,,,,,,
337,PT00M18.30S,2022-04-11T00:15:35.2Z,2,REGULAR,turnover,bad pass,[],1629723,,,1610612763,46,70,2022-04-11T00:15:38Z,3360000,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 1628369]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
338,PT00M18.30S,2022-04-11T00:15:35.2Z,2,REGULAR,steal,,[],1628369,,,1610612738,46,70,2022-04-11T00:15:36Z,3370000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M14.90S,2022-04-11T00:15:39.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630582,,,1610612738,46,70,2022-04-11T00:15:49Z,3380000,,,0,,Y. Pons shooting personal FOUL (2 PF) (Pritchard 2 FT),"[1630582, 1630202]",1610612763.0,MEM,shooting,,,Pons,Y. Pons,,,,,,,,,,,,,,2882.0,2.0,0.0,Pritchard,1630202.0,,,,,,,
341,PT00M14.90S,2022-04-11T00:16:03.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630202,,,1610612738,46,71,2022-04-11T00:16:03Z,3400000,,,0,,P. Pritchard Free Throw 1 of 2 (9 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,Made,,,,,,,,,,9.0,,,,,,
342,PT00M14.90S,2022-04-11T00:16:14.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630202,,,1610612738,46,72,2022-04-11T00:16:14Z,3410000,,,0,,P. Pritchard Free Throw 2 of 2 (10 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,Made,,,,,,,,,,10.0,,,,,,
343,PT00M03.60S,2022-04-11T00:16:30.4Z,2,REGULAR,3pt,Jump Shot,[],1629723,69.99014454664915,73.77450980392157,1610612763,49,72,2022-04-11T00:16:35Z,3420000,119.0,230.0,1,right,J. Konchar 25' 3PT pullup (9 PTS),[1629723],1610612763.0,MEM,pullup,,,Konchar,J. Konchar,,,,,,,,25.86,Made,,,,,,,,,,9.0,,,,,,
344,PT00M00.30S,2022-04-11T00:16:39.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,41.080814717477004,63.23529411764706,1610612738,49,72,2022-04-11T00:16:44Z,3430000,-66.0,334.0,1,left,MISS P. Pritchard 34' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,34.02,Missed,,,,,,,,,,,,,,,,
345,PT00M00.30S,2022-04-11T00:16:39.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,49,72,2022-04-11T00:16:44Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,
346,PT00M00.00S,2022-04-11T00:16:43.0Z,2,REGULAR,period,end,[],0,,,1610612738,49,72,2022-04-11T00:16:43Z,3450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612738,49,72,2022-04-11T00:33:20Z,3460000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,out,['startperiod'],1629633,,,1610612738,49,72,2022-04-11T00:33:20Z,3470000,,,0,,SUB out: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,out,['startperiod'],1630582,,,1610612738,49,72,2022-04-11T00:33:20Z,3480000,,,0,,SUB out: Y. Pons,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,49,72,2022-04-11T00:33:20Z,3490000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,49,72,2022-04-11T00:33:20Z,3500000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,in,['startperiod'],1629001,,,1610612738,49,72,2022-04-11T00:33:20Z,3510000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,in,['startperiod'],203937,,,1610612738,49,72,2022-04-11T00:33:20Z,3520000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,in,['startperiod'],1630533,,,1610612738,49,72,2022-04-11T00:33:20Z,3530000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,49,72,2022-04-11T00:33:20Z,3540000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-04-11T00:28:30.0Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,49,72,2022-04-11T00:33:20Z,3550000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-04-11T00:33:36.0Z,3,REGULAR,period,start,[],0,,,1610612763,49,72,2022-04-11T00:33:36Z,3560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M49.00S,2022-04-11T00:33:46.5Z,3,REGULAR,3pt,Jump Shot,[],1630533,28.597240473061763,73.0392156862745,1610612763,49,72,2022-04-11T00:33:51Z,3570000,-115.0,216.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,24.51,Missed,,,,,,,,,,,,,,,,
