actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
89,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612763,20,13,2022-01-12T01:24:01Z,890000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,20,13,2022-01-12T01:24:01Z,900000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,20,13,2022-01-12T01:24:01Z,910000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,in,[],202357,,,1610612763,20,13,2022-01-12T01:24:01Z,920000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,out,[],1629308,,,1610612763,20,13,2022-01-12T01:24:21Z,925000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M03.00S,2022-01-12T01:23:38.1Z,1,REGULAR,substitution,in,[],2738,,,1610612763,20,13,2022-01-12T01:24:21Z,927500,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M56.00S,2022-01-12T01:24:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,31.750985545335087,64.2156862745098,1610612763,20,13,2022-01-12T01:24:06Z,930000,-71.0,246.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
94,PT04M53.00S,2022-01-12T01:24:06.6Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,20,13,2022-01-12T01:24:06Z,940000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,,
95,PT04M53.00S,2022-01-12T01:24:06.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630214,5.590000152587891,50.0,1610612763,20,13,2022-01-12T01:24:06Z,950000,0.0,0.0,1,left,MISS X. Tillman tip Layup,[1630214],1610612763.0,MEM,tip,,,Tillman,X. Tillman,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
96,PT04M51.00S,2022-01-12T01:24:08.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,20,13,2022-01-12T01:24:08Z,960000,,,0,,S. Curry REBOUND (Off:1 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,95.0,3.0,2.0,1.0,,,,,,,,,,,,,
99,PT04M42.00S,2022-01-12T01:24:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612744,20,13,2022-01-12T01:24:38Z,970000,,,0,,D. Melton shooting personal FOUL (1 PF) (Bjelica 2 FT),"[1629001, 202357]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,,,,1627541.0,1.0,0.0,Bjelica,202357.0,,,,,,
101,PT04M42.00S,2022-01-12T01:24:45.7Z,1,REGULAR,freethrow,1 of 2,[],202357,,,1610612744,20,13,2022-01-12T01:24:45Z,990000,,,0,,MISS N. Bjelica Free Throw 1 of 2,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Missed,,,,,,,,,,,,,,,,,,
102,PT04M42.00S,2022-01-12T01:24:45.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,20,13,2022-01-12T01:24:45Z,1000000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,
103,PT04M42.00S,2022-01-12T01:25:02.7Z,1,REGULAR,freethrow,2 of 2,[],202357,,,1610612744,20,14,2022-01-12T01:25:02Z,1010000,,,0,,N. Bjelica Free Throw 2 of 2 (1 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
104,PT04M20.00S,2022-01-12T01:25:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629630,37.92706964520368,52.94117647058824,1610612763,20,14,2022-01-12T01:25:30Z,1020000,-15.0,304.0,1,left,MISS J. Morant 30' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,30.44,Missed,,,,,,,,,,,,,,,,,,
105,PT04M15.00S,2022-01-12T01:25:31.2Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,20,14,2022-01-12T01:25:30Z,1030000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,
106,PT04M09.00S,2022-01-12T01:25:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.38042049934296,47.794117647058826,1610612744,20,14,2022-01-12T01:25:41Z,1040000,-11.0,10.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,
108,PT04M05.00S,2022-01-12T01:25:40.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,20,14,2022-01-12T01:29:51Z,1060000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,
109,PT04M03.00S,2022-01-12T01:25:42.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629630,8.754927726675426,48.77450980392157,1610612763,20,14,2022-01-12T01:25:47Z,1070000,6.0,30.0,1,left,MISS J. Morant driving floating Shot - blocked,"[1629630, 1629673]",1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,3.04,Missed,,,,,,Poole,1629673.0,,,,,,,,,,,
110,PT04M03.00S,2022-01-12T01:25:42.5Z,1,REGULAR,block,,[],1629673,,,1610612763,20,14,2022-01-12T01:25:45Z,1080000,,,0,,J. Poole BLOCK (2 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M03.00S,2022-01-12T01:25:42.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,20,14,2022-01-12T01:25:47Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,
112,PT04M03.00S,2022-01-12T01:25:47.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,20,14,2022-01-12T01:25:47Z,1100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2022-01-12T01:26:21.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,6.1268068331143235,50.73529411764706,1610612763,22,14,2022-01-12T01:26:25Z,1110000,-4.0,5.0,1,left,J. Morant driving finger roll Layup (15 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,0.63,Made,15.0,,,,,,,,,,,,,,,,,
114,PT03M37.00S,2022-01-12T01:26:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.69448094612353,49.01960784313725,1610612744,22,14,2022-01-12T01:26:38Z,1120000,-5.0,-3.0,1,right,MISS J. Poole driving finger roll Layup - blocked,"[1629673, 1629634]",1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,0.55,Missed,,,,,,Clarke,1629634.0,,,,,,,,,,,
115,PT03M37.00S,2022-01-12T01:26:35.0Z,1,REGULAR,block,,[],1629634,,,1610612744,22,14,2022-01-12T01:26:37Z,1130000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M34.00S,2022-01-12T01:26:38.0Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,22,14,2022-01-12T01:26:38Z,1140000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,114.0,2.0,1.0,1.0,,,,,,,,,,,,,
117,PT03M34.00S,2022-01-12T01:26:46.7Z,1,REGULAR,foul,personal,[],2738,,,1610612763,22,14,2022-01-12T01:26:57Z,1150000,,,0,,A. Iguodala personal FOUL (1 PF),"[2738, 1629630]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,200832.0,1.0,0.0,Morant,1629630.0,,,,,,
119,PT03M19.00S,2022-01-12T01:27:21.6Z,1,REGULAR,violation,kicked ball,[],202357,,,1610612763,22,14,2022-01-12T01:27:24Z,1170000,,,0,,N. Bjelica kicked ball VIOLATION,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,2534.0,,,,,,,,,,
120,PT03M19.00S,2022-01-12T01:27:26.0Z,1,REGULAR,substitution,out,[],203952,,,1610612763,22,14,2022-01-12T01:27:36Z,1180000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M19.00S,2022-01-12T01:27:26.0Z,1,REGULAR,substitution,in,[],203490,,,1610612763,22,14,2022-01-12T01:27:36Z,1190000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M13.00S,2022-01-12T01:27:47.5Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,22,14,2022-01-12T01:28:47Z,1200000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 2738]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,1.0,Iguodala,2738.0
123,PT03M13.00S,2022-01-12T01:27:47.5Z,1,REGULAR,steal,,[],2738,,,1610612744,22,14,2022-01-12T01:27:49Z,1210000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M09.00S,2022-01-12T01:27:51.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201939,92.9862023653088,46.568627450980394,1610612744,22,14,2022-01-12T01:27:56Z,1220000,-17.0,13.0,1,right,MISS S. Curry running reverse Layup,[201939],1610612744.0,GSW,running reverse,,,Curry,S. Curry,,,,,2.18,Missed,,,,,,,,,,,,,,,,,,
125,PT03M06.00S,2022-01-12T01:27:54.4Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,22,14,2022-01-12T01:27:56Z,1230000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,
126,PT02M59.00S,2022-01-12T01:28:00.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629634,13.61695137976347,49.01960784313725,1610612763,24,14,2022-01-12T01:28:04Z,1240000,5.0,75.0,1,left,B. Clarke 7' turnaround Hook (2 PTS) (D. Melton 2 AST),"[1629634, 1629001]",1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,7.57,Made,2.0,,,,,,,,,,,,D. Melton,1629001.0,2.0,,,
128,PT02M46.00S,2022-01-12T01:28:15.0Z,1,REGULAR,foul,personal,['3freethrow'],1629001,,,1610612744,24,14,2022-01-12T01:29:15Z,1260000,,,0,,D. Melton shooting personal FOUL (2 PF) (Curry 3 FT),"[1629001, 201939]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,,,,,,,,,,1627541.0,2.0,0.0,Curry,201939.0,,,,,,
130,PT02M46.00S,2022-01-12T01:28:25.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,24,14,2022-01-12T01:28:25Z,1280000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M46.00S,2022-01-12T01:30:42.4Z,1,REGULAR,substitution,out,[],1629630,,,1610612744,24,14,2022-01-12T01:31:10Z,1290000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M46.00S,2022-01-12T01:30:42.4Z,1,REGULAR,substitution,in,[],1626145,,,1610612744,24,14,2022-01-12T01:31:10Z,1300000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M46.00S,2022-01-12T01:31:40.0Z,1,REGULAR,freethrow,1 of 3,[],201939,,,1610612744,24,15,2022-01-12T01:31:40Z,1310000,,,0,,S. Curry Free Throw 1 of 3 (1 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2022-01-12T01:31:55.0Z,1,REGULAR,freethrow,2 of 3,[],201939,,,1610612744,24,16,2022-01-12T01:31:55Z,1320000,,,0,,S. Curry Free Throw 2 of 3 (2 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
135,PT02M46.00S,2022-01-12T01:32:10.0Z,1,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,24,17,2022-01-12T01:32:10Z,1330000,,,0,,S. Curry Free Throw 3 of 3 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2022-01-12T01:32:33.2Z,1,REGULAR,3pt,Jump Shot,[],1630214,5.338370565045992,95.58823529411765,1610612763,24,17,2022-01-12T01:32:37Z,1340000,-228.0,-2.0,1,left,MISS X. Tillman 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,
137,PT02M21.00S,2022-01-12T01:32:37.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,24,17,2022-01-12T01:32:37Z,1350000,,,0,,S. Curry REBOUND (Off:1 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,136.0,4.0,3.0,1.0,,,,,,,,,,,,,
138,PT02M02.00S,2022-01-12T01:32:55.5Z,1,REGULAR,3pt,Jump Shot,[],203490,71.43561103810775,21.568627450980394,1610612744,24,17,2022-01-12T01:33:03Z,1360000,-142.0,216.0,1,right,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
139,PT01M57.00S,2022-01-12T01:33:00.5Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,24,17,2022-01-12T01:33:03Z,1370000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,,
140,PT01M54.00S,2022-01-12T01:33:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,17.296320630749015,39.46078431372549,1610612763,24,17,2022-01-12T01:33:08Z,1380000,53.0,110.0,1,left,MISS T. Jones 12' pullup Shot,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,12.21,Missed,,,,,,,,,,,,,,,,,,
141,PT01M50.00S,2022-01-12T01:33:07.7Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,24,17,2022-01-12T01:37:46Z,1390000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,
142,PT01M37.00S,2022-01-12T01:33:20.9Z,1,REGULAR,3pt,Jump Shot,[],201939,76.5604467805519,12.254901960784313,1610612744,24,17,2022-01-12T01:33:25Z,1400000,-189.0,168.0,1,right,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,
143,PT01M33.00S,2022-01-12T01:33:24.9Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,24,17,2022-01-12T01:33:25Z,1410000,,,0,,X. Tillman REBOUND (Off:1 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,142.0,3.0,2.0,1.0,,,,,,,,,,,,,
144,PT01M23.00S,2022-01-12T01:33:34.5Z,1,REGULAR,3pt,Jump Shot,[],1626145,31.61957950065703,37.00980392156863,1610612763,27,17,2022-01-12T01:33:38Z,1420000,65.0,245.0,1,left,T. Jones 25' 3PT  (3 PTS) (B. Clarke 1 AST),"[1626145, 1629634]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.32,Made,3.0,,,,,,,,,,,,B. Clarke,1629634.0,1.0,,,
146,PT01M09.00S,2022-01-12T01:33:48.2Z,1,REGULAR,3pt,Jump Shot,[],202357,70.90998685939553,23.284313725490197,1610612744,27,20,2022-01-12T01:33:52Z,1440000,-134.0,221.0,1,right,N. Bjelica 25' 3PT  (4 PTS) (S. Curry 2 AST),"[202357, 201939]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,25.82,Made,4.0,,,,,,,,,,,,S. Curry,201939.0,2.0,,,
148,PT00M51.90S,2022-01-12T01:34:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,5.863994743758213,52.94117647058824,1610612763,27,20,2022-01-12T01:34:10Z,1460000,-15.0,3.0,1,left,MISS D. Melton driving Layup,[1629001],1610612763.0,MEM,driving,,,Melton,D. Melton,,,,,1.49,Missed,,,,,,,,,,,,,,,,,,
149,PT00M49.70S,2022-01-12T01:34:09.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,27,20,2022-01-12T01:34:10Z,1470000,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,148.0,5.0,4.0,1.0,,,,,,,,,,,,,
150,PT00M46.00S,2022-01-12T01:34:12.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629673,93.77463863337714,51.225490196078425,1610612744,27,22,2022-01-12T01:34:16Z,1480000,6.0,6.0,1,right,J. Poole running Layup (4 PTS) (S. Curry 3 AST),"[1629673, 201939]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,0.86,Made,4.0,,,,,,,,,,,,S. Curry,201939.0,3.0,,,
152,PT00M32.30S,2022-01-12T01:34:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,13.091327201051248,49.26470588235294,1610612763,27,22,2022-01-12T01:34:33Z,1500000,4.0,71.0,1,left,MISS T. Jones 7' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,7.07,Missed,,,,,,,,,,,,,,,,,,
153,PT00M29.50S,2022-01-12T01:34:31.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,27,22,2022-01-12T01:34:33Z,1510000,,,0,,S. Curry REBOUND (Off:1 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,152.0,6.0,5.0,1.0,,,,,,,,,,,,,
154,PT00M26.40S,2022-01-12T01:34:35.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203490,94.43166885676742,48.28431372549019,1610612744,27,24,2022-01-12T01:34:43Z,1520000,-9.0,0.0,1,right,O. Porter Jr. running reverse Layup (2 PTS) (S. Curry 4 AST),"[203490, 201939]",1610612744.0,GSW,running reverse,,,Porter Jr.,O. Porter Jr.,,,,,0.86,Made,2.0,,,,,,,,,,,,S. Curry,201939.0,4.0,,,
156,PT00M08.00S,2022-01-12T01:34:57.2Z,1,REGULAR,foul,personal,[],201939,,,1610612763,27,24,2022-01-12T01:35:02Z,1540000,,,0,,S. Curry take personal FOUL (1 PF),"[201939, 1626145]",1610612744.0,GSW,take,,,Curry,S. Curry,,,,,,,,,,,,,,1627541.0,1.0,0.0,Jones,1626145.0,,,,,,
158,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,out,[],1629001,,,1610612763,27,24,2022-01-12T01:35:31Z,1560000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,out,[],1630214,,,1610612763,27,24,2022-01-12T01:35:31Z,1570000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612763,27,24,2022-01-12T01:35:31Z,1580000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,out,[],202357,,,1610612763,27,24,2022-01-12T01:35:31Z,1590000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,out,[],201939,,,1610612763,27,24,2022-01-12T01:35:31Z,1600000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,out,[],203490,,,1610612763,27,24,2022-01-12T01:35:31Z,1610000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,27,24,2022-01-12T01:35:31Z,1620000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,27,24,2022-01-12T01:35:31Z,1630000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,in,[],1629308,,,1610612763,27,24,2022-01-12T01:35:31Z,1640000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,in,[],203952,,,1610612763,27,24,2022-01-12T01:35:31Z,1650000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,in,[],1626172,,,1610612763,27,24,2022-01-12T01:35:31Z,1660000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M08.00S,2022-01-12T01:35:04.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612763,27,24,2022-01-12T01:35:31Z,1670000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M01.70S,2022-01-12T01:35:40.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612763,27,24,2022-01-12T01:35:49Z,1680000,,,0,,G. Payton II shooting personal FOUL (1 PF) (Clarke 2 FT),"[1627780, 1629634]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,,,200832.0,1.0,0.0,Clarke,1629634.0,,,,,,
172,PT00M01.70S,2022-01-12T01:36:01.9Z,1,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,27,24,2022-01-12T01:36:01Z,1700000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Missed,,,,,,,,,,,,,,,,,,
173,PT00M01.70S,2022-01-12T01:36:01.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,27,24,2022-01-12T01:36:01Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,
174,PT00M01.70S,2022-01-12T01:36:03.9Z,1,REGULAR,substitution,out,[],1629308,,,1610612763,27,24,2022-01-12T01:36:14Z,1720000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M01.70S,2022-01-12T01:36:03.9Z,1,REGULAR,substitution,out,[],1627780,,,1610612763,27,24,2022-01-12T01:36:14Z,1730000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M01.70S,2022-01-12T01:36:03.9Z,1,REGULAR,substitution,in,[],1629673,,,1610612763,27,24,2022-01-12T01:36:14Z,1740000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M01.70S,2022-01-12T01:36:03.9Z,1,REGULAR,substitution,in,[],201939,,,1610612763,27,24,2022-01-12T01:36:14Z,1750000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
