actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-27T00:10:34.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-27T00:10:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-27T00:10:37.4Z,1,REGULAR,jumpball,recovered,[],1641706,,,1610612766,0,0,2025-11-27T00:10:37Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. K. Towns: Tip to B. Miller,"[1641706, 1641750, 1626157]",1610612766.0,CHA,startperiod,B. Miller,1641706.0,Miller,B. Miller,Kalkbrenner,1641750.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-11-27T00:10:47.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,66.04796320630749,41.911764705882355,1610612766,3,0,2025-11-27T00:10:54Z,70000,False,-40.0,267.0,1,right,B. Miller 26' 3PT  (3 PTS) (K. Knueppel 1 AST),"[1641706, 1642851]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,26.96,Made,3.0,K. Knueppel,1642851.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-11-27T00:11:12.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,5.863994743758213,94.6078431372549,1610612752,3,0,2025-11-27T00:11:19Z,90000,False,-223.0,3.0,1,left,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2025-11-27T00:11:17.3Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,3,0,2025-11-27T00:11:17Z,100000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Left Corner 3,24+ Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M55.00S,2025-11-27T00:11:50.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,92.72339027595268,49.50980392156863,1610612766,5,0,2025-11-27T00:11:55Z,120000,False,-2.0,16.0,1,right,R. Kalkbrenner alley-oop DUNK (2 PTS) (B. Miller 1 AST),"[1641750, 1641706]",1610612766.0,CHA,alley-oop,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,1.61,Made,2.0,B. Miller,1641706.0,1.0,,,,,,,,,,,,,,
14,PT10M31.00S,2025-11-27T00:12:14.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,8.886333771353483,35.53921568627451,1610612752,5,2,2025-11-27T00:12:18Z,140000,False,72.0,31.0,1,left,K. Towns 7' turnaround Hook (2 PTS),[1626157],1610612752.0,NYK,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M20.00S,2025-11-27T00:12:25.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,66.44218134034165,34.80392156862745,1610612766,8,2,2025-11-27T00:12:30Z,150000,False,-76.0,263.0,1,right,M. Bridges 27' 3PT  (3 PTS) (B. Miller 2 AST),"[1628970, 1641706]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,27.37,Made,3.0,B. Miller,1641706.0,2.0,,,,,,,,,,,,,,
17,PT10M00.00S,2025-11-27T00:12:48.5Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612752,8,2,2025-11-27T00:12:59Z,170000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Bridges 2 FT),"[1630163, 1628969]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628487.0,1.0,0.0,Bridges,1628969.0,,,,,
19,PT10M00.00S,2025-11-27T00:13:21.7Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,8,3,2025-11-27T00:13:21Z,190000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
20,PT10M00.00S,2025-11-27T00:13:41.8Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,8,4,2025-11-27T00:13:41Z,200000,False,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
21,PT09M44.00S,2025-11-27T00:14:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,89.17542706964521,56.86274509803921,1610612766,8,4,2025-11-27T00:14:06Z,210000,False,34.0,49.0,1,right,MISS B. Miller 6' driving Layup - blocked,"[1641706, 1628969]",1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,Bridges,1628969.0,,,
22,PT09M44.00S,2025-11-27T00:14:00.8Z,1,REGULAR,block,,[],1628969,,,1610612766,8,4,2025-11-27T00:14:03Z,220000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M39.00S,2025-11-27T00:14:05.8Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,8,4,2025-11-27T00:14:06Z,230000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
24,PT09M33.00S,2025-11-27T00:14:11.9Z,1,REGULAR,3pt,Jump Shot,[],1628404,9.937582128777924,95.09803921568627,1610612752,8,7,2025-11-27T00:14:53Z,240000,False,-225.0,41.0,1,left,J. Hart 3PT pullup (3 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,22.92,Made,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
26,PT09M08.00S,2025-11-27T00:14:36.2Z,1,REGULAR,3pt,Jump Shot,[],1630163,68.28186596583443,26.715686274509803,1610612766,11,7,2025-11-27T00:14:40Z,260000,False,-116.0,246.0,1,right,L. Ball 27' 3PT step back (3 PTS) (K. Knueppel 2 AST),"[1630163, 1642851]",1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.19,Made,3.0,K. Knueppel,1642851.0,2.0,,,,,,,,,,,,,,
