actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
86,PT06M12.00S,2025-11-02T23:22:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1642383,,,1610612766,15,16,2025-11-02T23:22:19Z,860000,False,,,0,,W. Clayton Jr. shooting personal FOUL (1 PF) (Bridges 2 FT),"[1642383, 1628970]",1610612762.0,UTA,shooting,,,Clayton Jr.,W. Clayton Jr.,,,,,In The Paint (Non-RA),8-16 Center,201638.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
88,PT06M12.00S,2025-11-02T23:22:23.2Z,1,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,16,16,2025-11-02T23:22:23Z,880000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
89,PT06M12.00S,2025-11-02T23:22:38.6Z,1,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,17,16,2025-11-02T23:22:38Z,890000,False,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
90,PT05M59.00S,2025-11-02T23:22:52.3Z,1,REGULAR,3pt,Jump Shot,[],1642383,68.67608409986859,18.627450980392158,1610612762,17,16,2025-11-02T23:22:57Z,900000,False,-157.0,242.0,1,right,MISS W. Clayton Jr. 28' 3PT,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,28.83,Missed,,,,,,,,,,,,,
91,PT05M55.00S,2025-11-02T23:22:56.3Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,17,16,2025-11-02T23:22:57Z,910000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,
92,PT05M47.00S,2025-11-02T23:23:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,9.674770039421814,49.50980392156863,1610612766,19,16,2025-11-02T23:30:54Z,920000,False,2.0,38.0,1,left,K. Knueppel floating Jump Shot (8 PTS) (S. James 2 AST),"[1642851, 1642883]",1610612766.0,CHA,floating,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,,3.85,Made,,,,,8.0,,,,,,S. James,1642883.0,2.0
94,PT05M47.00S,2025-11-02T23:23:15.3Z,1,REGULAR,foul,personal,['1freethrow'],1641729,,,1610612766,19,16,2025-11-02T23:23:23Z,940000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Knueppel 1 FT),"[1641729, 1642851]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,200832.0,1.0,0.0,Knueppel,1642851.0,,,,,,,,,,,,,,,
96,PT05M47.00S,2025-11-02T23:23:30.2Z,1,REGULAR,freethrow,1 of 1,[],1642851,,,1610612766,20,16,2025-11-02T23:23:30Z,960000,False,,,0,,K. Knueppel Free Throw 1 of 1 (9 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
97,PT05M34.00S,2025-11-02T23:23:47.8Z,1,REGULAR,foul,personal,['2freethrow'],1642851,,,1610612762,20,16,2025-11-02T23:23:56Z,970000,False,,,0,,K. Knueppel shooting personal FOUL (2 PF) (Sensabaugh 2 FT),"[1642851, 1641729]",1610612766.0,CHA,shooting,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,200832.0,2.0,0.0,Sensabaugh,1641729.0,,,,,,,,,,,,,,,
99,PT05M34.00S,2025-11-02T23:24:17.5Z,1,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,20,16,2025-11-02T23:24:17Z,990000,False,,,0,,MISS B. Sensabaugh Free Throw 1 of 2,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
100,PT05M34.00S,2025-11-02T23:24:17.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,20,16,2025-11-02T23:24:17Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,
101,PT05M34.00S,2025-11-02T23:24:24.1Z,1,REGULAR,substitution,out,[],1642851,,,1610612762,20,16,2025-11-02T23:24:27Z,1010000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M34.00S,2025-11-02T23:24:24.1Z,1,REGULAR,substitution,in,[],1630544,,,1610612762,20,16,2025-11-02T23:24:27Z,1020000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M34.00S,2025-11-02T23:24:38.0Z,1,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,20,17,2025-11-02T23:24:38Z,1030000,False,,,0,,B. Sensabaugh Free Throw 2 of 2 (1 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
104,PT05M18.00S,2025-11-02T23:24:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.389618922470433,57.35294117647059,1610612766,22,17,2025-11-02T23:25:01Z,1040000,False,-37.0,8.0,1,left,M. Bridges driving Layup (4 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,3.76,Made,,,,,4.0,,,,,,,,
105,PT05M10.00S,2025-11-02T23:25:02.7Z,1,REGULAR,3pt,Jump Shot,[],201567,68.15045992115637,27.941176470588236,1610612762,22,17,2025-11-02T23:25:09Z,1050000,False,-110.0,247.0,1,right,MISS K. Love 27' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,27.04,Missed,,,,,,,,,,,,,
106,PT05M06.00S,2025-11-02T23:25:06.5Z,1,REGULAR,rebound,offensive,[],201567,,,1610612762,22,17,2025-11-02T23:25:06Z,1060000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,,,,,,105.0,1.0,0.0,1.0,,,,,,,,,
107,PT05M03.00S,2025-11-02T23:25:10.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641729,92.46057818659659,29.65686274509804,1610612762,22,19,2025-11-02T23:25:14Z,1070000,False,-102.0,18.0,1,right,B. Sensabaugh 10' driving floating Jump Shot (3 PTS) (K. Love 2 AST),"[1641729, 201567]",1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Left,,,,,,10.34,Made,,,,,3.0,,,,,,K. Love,201567.0,2.0
109,PT04M49.00S,2025-11-02T23:25:27.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612766,22,19,2025-11-02T23:33:12Z,1090000,False,,,0,,B. Sensabaugh shooting personal FOUL (2 PF) (Diabaté 2 FT),"[1641729, 1631217]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,200832.0,2.0,0.0,Diabaté,1631217.0,,,,,,,,,,,,,,,
111,PT04M49.00S,2025-11-02T23:25:50.7Z,1,REGULAR,freethrow,1 of 2,[],1631217,,,1610612766,23,19,2025-11-02T23:33:21Z,1110000,False,,,0,,M. Diabaté Free Throw 1 of 2 (1 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
114,PT04M49.00S,2025-11-02T23:25:50.7Z,1,REGULAR,freethrow,2 of 2,[],1631217,,,1610612766,24,19,2025-11-02T23:33:21Z,1140000,False,,,0,,M. Diabaté Free Throw 2 of 2 (2 PTS),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
112,PT04M49.00S,2025-11-02T23:26:00.3Z,1,REGULAR,substitution,out,[],1642883,,,1610612762,24,19,2025-11-02T23:33:31Z,1145000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M49.00S,2025-11-02T23:26:00.3Z,1,REGULAR,substitution,in,[],1642862,,,1610612762,24,19,2025-11-02T23:33:31Z,1147500,False,,,0,,SUB in: L. McNeeley,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M33.00S,2025-11-02T23:26:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,91.80354796320631,5.147058823529411,1610612762,24,19,2025-11-02T23:26:34Z,1150000,False,-224.0,25.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,22.56,Missed,,,,,,,,,,,,,
116,PT04M30.00S,2025-11-02T23:26:31.6Z,1,REGULAR,rebound,defensive,[],1642862,,,1610612766,24,19,2025-11-02T23:26:34Z,1160000,False,,,0,,L. McNeeley REBOUND (Off:0 Def:1),[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,Left Corner 3,24+ Left,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,
117,PT04M23.00S,2025-11-02T23:26:41.9Z,1,REGULAR,3pt,Jump Shot,[],1628970,5.863994743758213,3.431372549019608,1610612766,27,19,2025-11-02T23:30:14Z,1170000,False,233.0,3.0,1,left,M. Bridges 3PT  (7 PTS) (L. McNeeley 1 AST),"[1628970, 1642862]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,,23.28,Made,,,,,7.0,,,,,,L. McNeeley,1642862.0,1.0
119,PT04M23.00S,2025-11-02T23:26:46.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,27,19,2025-11-02T23:26:46Z,1190000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M57.00S,2025-11-02T23:30:14.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642354,,,1610612762,27,19,2025-11-02T23:30:33Z,1200000,False,,,0,,K. Simpson shooting personal FOUL (1 PF) (Love 2 FT),"[1642354, 201567]",1610612766.0,CHA,shooting,,,Simpson,K. Simpson,,,,,Mid-Range,16-24 Left,201638.0,1.0,0.0,Love,201567.0,,,,,,,,,,,,,,,
122,PT03M57.00S,2025-11-02T23:30:44.3Z,1,REGULAR,freethrow,1 of 2,[],201567,,,1610612762,27,20,2025-11-02T23:30:44Z,1220000,False,,,0,,K. Love Free Throw 1 of 2 (1 PTS),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
124,PT03M57.00S,2025-11-02T23:30:57.1Z,1,REGULAR,freethrow,2 of 2,[],201567,,,1610612762,27,21,2025-11-02T23:30:57Z,1230000,False,,,0,,K. Love Free Throw 2 of 2 (2 PTS),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,,
125,PT03M34.00S,2025-11-02T23:31:23.2Z,1,REGULAR,3pt,Jump Shot,[],1628970,6.652431011826544,94.85294117647058,1610612766,30,21,2025-11-02T23:31:27Z,1240000,False,-224.0,10.0,1,left,M. Bridges 3PT  (10 PTS) (K. Simpson 1 AST),"[1628970, 1642354]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,22.45,Made,,,,,10.0,,,,,,K. Simpson,1642354.0,1.0
127,PT03M16.00S,2025-11-02T23:31:39.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,68.15045992115637,69.36274509803921,1610612762,30,21,2025-11-02T23:35:26Z,1260000,False,97.0,247.0,1,right,MISS L. Markkanen 26' step back 3PT,[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,26.52,Missed,,,,,,,,,,,,,
130,PT03M16.00S,2025-11-02T23:31:39.1Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,30,21,2025-11-02T23:31:55Z,1265000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,
128,PT03M04.00S,2025-11-02T23:31:51.0Z,1,REGULAR,3pt,Jump Shot,[],1642354,32.53942181340342,43.13725490196079,1610612766,30,21,2025-11-02T23:31:58Z,1270000,False,34.0,253.0,1,left,MISS K. Simpson 25' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Center,,,,,,25.57,Missed,,,,,,,,,,,,,
129,PT03M01.00S,2025-11-02T23:31:54.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,30,21,2025-11-02T23:31:58Z,1280000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,
131,PT02M52.00S,2025-11-02T23:32:07.7Z,1,REGULAR,foul,offensive,['inpenalty'],201567,,,1610612762,30,21,2025-11-02T23:32:25Z,1290000,False,,,0,,K. Love offensive FOUL (1 PF),"[201567, 1630544]",1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left,200832.0,1.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,
133,PT02M52.00S,2025-11-02T23:32:07.7Z,1,REGULAR,turnover,offensive foul,[],201567,,,1610612762,30,21,2025-11-02T23:32:07Z,1310000,False,,,0,,K. Love offensive foul TURNOVER (1 TO),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left,200832.0,,,,,,,,,,,,1.0,,,,,,,
134,PT02M52.00S,2025-11-02T23:32:22.5Z,1,REGULAR,substitution,out,[],1642354,,,1610612766,30,21,2025-11-02T23:32:51Z,1320000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M52.00S,2025-11-02T23:32:22.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612766,30,21,2025-11-02T23:32:51Z,1330000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M52.00S,2025-11-02T23:32:22.5Z,1,REGULAR,substitution,out,[],1641729,,,1610612766,30,21,2025-11-02T23:32:51Z,1340000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M52.00S,2025-11-02T23:32:22.5Z,1,REGULAR,substitution,in,[],1629012,,,1610612766,30,21,2025-11-02T23:32:51Z,1350000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M52.00S,2025-11-02T23:32:22.5Z,1,REGULAR,substitution,in,[],1641718,,,1610612766,30,21,2025-11-02T23:32:51Z,1360000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M52.00S,2025-11-02T23:32:22.5Z,1,REGULAR,substitution,in,[],1642271,,,1610612766,30,21,2025-11-02T23:32:51Z,1370000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M46.00S,2025-11-02T23:32:55.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612766,30,21,2025-11-02T23:36:33Z,1380000,False,,,0,,K. Filipowski personal FOUL (1 PF) (Bridges 2 FT),"[1642271, 1628970]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,202056.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,
142,PT02M46.00S,2025-11-02T23:33:10.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628970,,,1610612766,31,21,2025-11-02T23:33:10Z,1400000,False,,,0,,M. Bridges Free Throw 1 of 2 (11 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
143,PT02M46.00S,2025-11-02T23:33:13.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628970,,,1610612766,32,21,2025-11-02T23:33:13Z,1410000,False,,,0,,M. Bridges Free Throw 2 of 2 (12 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,Made,,,,,12.0,,,,,,,,
144,PT02M24.00S,2025-11-02T23:33:36.0Z,1,REGULAR,2pt,Jump Shot,[],1642846,92.19776609724047,75.73529411764706,1610612762,32,21,2025-11-02T23:33:39Z,1420000,False,129.0,21.0,1,right,MISS A. Bailey 13' pullup Shot,[1642846],1610612762.0,UTA,pullup,,,Bailey,A. Bailey,,,,,Mid-Range,8-16 Right,,,,,,13.04,Missed,,,,,,,,,,,,,
145,PT02M22.00S,2025-11-02T23:33:38.0Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,32,21,2025-11-02T23:33:38Z,1430000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Right,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,
146,PT02M15.00S,2025-11-02T23:33:45.2Z,1,REGULAR,3pt,Jump Shot,[],1630544,30.042706964520367,22.54901960784314,1610612766,35,21,2025-11-02T23:33:49Z,1440000,False,137.0,230.0,1,left,T. Mann 26' 3PT  (3 PTS) (M. Bridges 2 AST),"[1630544, 1628970]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,26.78,Made,,,,,3.0,,,,,,M. Bridges,1628970.0,2.0
148,PT01M58.00S,2025-11-02T23:34:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,87.72996057818659,51.225490196078425,1610612762,35,23,2025-11-02T23:34:04Z,1460000,False,6.0,63.0,1,right,K. Filipowski 6' driving floating Jump Shot (2 PTS) (K. George 3 AST),"[1642271, 1641718]",1610612762.0,UTA,driving floating,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.31,Made,,,,,2.0,,,,,,K. George,1641718.0,3.0
149,PT01M48.00S,2025-11-02T23:34:11.7Z,1,REGULAR,3pt,Jump Shot,[],1630544,26.231931668856767,15.441176470588236,1610612766,35,23,2025-11-02T23:34:17Z,1470000,False,173.0,194.0,1,left,MISS T. Mann 25' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,25.99,Missed,,,,,,,,,,,,,
150,PT01M44.00S,2025-11-02T23:34:15.8Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,35,23,2025-11-02T23:34:15Z,1480000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,
151,PT01M30.00S,2025-11-02T23:34:29.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642383,91.67214191852825,51.9607843137255,1610612762,35,25,2025-11-02T23:34:34Z,1490000,False,10.0,26.0,1,right,W. Clayton Jr. cutting DUNK (2 PTS) (K. Filipowski 1 AST),"[1642383, 1642271]",1610612762.0,UTA,cutting,,,Clayton Jr.,W. Clayton Jr.,,,,,Restricted Area,0-8 Center,,,,,,2.76,Made,,,,,2.0,,,,,,K. Filipowski,1642271.0,1.0
153,PT01M18.00S,2025-11-02T23:34:48.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642383,,,1610612766,35,25,2025-11-02T23:34:56Z,1510000,False,,,0,,W. Clayton Jr. personal FOUL (2 PF) (Mann 2 FT),"[1642383, 1630544]",1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,Above the Break 3,24+ Center,202056.0,2.0,0.0,Mann,1630544.0,,,,,,,,,,,,,,,
155,PT01M18.00S,2025-11-02T23:35:11.7Z,1,REGULAR,freethrow,1 of 2,[],1630544,,,1610612766,36,25,2025-11-02T23:35:11Z,1530000,False,,,0,,T. Mann Free Throw 1 of 2 (4 PTS),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
156,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,36,25,2025-11-02T23:35:28Z,1540000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,out,[],1631217,,,1610612766,36,25,2025-11-02T23:35:28Z,1550000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,out,[],1642383,,,1610612766,36,25,2025-11-02T23:35:28Z,1560000,False,,,0,,SUB out: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,out,[],201567,,,1610612766,36,25,2025-11-02T23:35:28Z,1570000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,in,[],1641750,,,1610612766,36,25,2025-11-02T23:35:28Z,1580000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,in,[],1642275,,,1610612766,36,25,2025-11-02T23:35:28Z,1590000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,in,[],1629004,,,1610612766,36,25,2025-11-02T23:35:28Z,1600000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M18.00S,2025-11-02T23:35:13.8Z,1,REGULAR,substitution,in,[],203994,,,1610612766,36,25,2025-11-02T23:35:28Z,1610000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M18.00S,2025-11-02T23:35:35.9Z,1,REGULAR,freethrow,2 of 2,[],1630544,,,1610612766,37,25,2025-11-02T23:35:35Z,1620000,False,,,0,,T. Mann Free Throw 2 of 2 (5 PTS),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
165,PT01M07.00S,2025-11-02T23:35:50.3Z,1,REGULAR,3pt,Jump Shot,[],1642846,70.12155059132719,76.7156862745098,1610612762,37,25,2025-11-02T23:35:55Z,1630000,False,134.0,228.0,1,right,MISS A. Bailey 26' 3PT,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,,,,,,26.46,Missed,,,,,,,,,,,,,
166,PT01M05.00S,2025-11-02T23:35:52.3Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,37,25,2025-11-02T23:35:55Z,1640000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,
167,PT00M50.00S,2025-11-02T23:36:08.3Z,1,REGULAR,3pt,Jump Shot,[],1629012,31.35676741130092,61.029411764705884,1610612766,37,25,2025-11-02T23:39:57Z,1650000,False,-55.0,242.0,1,left,MISS C. Sexton 24' pullup 3PT,[1629012],1610612766.0,CHA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,24.85,Missed,,,,,,,,,,,,,
168,PT00M49.00S,2025-11-02T23:36:11.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,37,25,2025-11-02T23:36:11Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,167.0,,,,,,,,,,,,
170,PT00M35.50S,2025-11-02T23:36:38.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,8.886333771353483,50.98039215686274,1610612766,39,25,2025-11-02T23:36:45Z,1680000,False,-5.0,31.0,1,left,C. Sexton finger roll Layup (5 PTS),[1629012],1610612766.0,CHA,finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,3.14,Made,,,,,5.0,,,,,,,,
171,PT00M25.50S,2025-11-02T23:36:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,82.9993429697766,47.549019607843135,1610612762,39,25,2025-11-02T23:36:57Z,1690000,False,-12.0,107.0,1,right,MISS K. George 10' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.8,Missed,,,,,,,,,,,,,
172,PT00M19.00S,2025-11-02T23:36:56.1Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,39,25,2025-11-02T23:36:56Z,1700000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,171.0,3.0,3.0,0.0,,,,,,,,,
