actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
187,PT12M00.00S,2026-04-10T23:41:53.2Z,2,REGULAR,substitution,in,['startperiod'],1631105,,,1610612766,30,36,2026-04-10T23:44:15Z,1870000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2026-04-10T23:44:14.7Z,2,REGULAR,period,start,[],0,,,1610612765,30,36,2026-04-10T23:44:15Z,1880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M42.00S,2026-04-10T23:44:31.3Z,2,REGULAR,3pt,Jump Shot,[],1642450,5.469776609724048,4.901960784313726,1610612765,30,36,2026-04-10T23:44:36Z,1890000,False,225.0,-1.0,1,left,MISS D. Jenkins 3PT,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
190,PT11M40.00S,2026-04-10T23:44:33.7Z,2,REGULAR,rebound,offensive,[],1627747,,,1610612765,30,36,2026-04-10T23:44:33Z,1900000,False,,,0,,C. LeVert REBOUND (Off:1 Def:0),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,189.0,1.0,0.0,1.0,,,,,,,,,,,,,,
191,PT11M30.00S,2026-04-10T23:44:43.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1631105,13.87976346911958,29.411764705882355,1610612765,30,36,2026-04-10T23:45:37Z,1910000,False,103.0,78.0,1,left,MISS J. Duren 12' turnaround fadeaway Shot,[1631105],1610612765.0,DET,turnaround fadeaway,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,12.91,Missed,,,,,,,,,,,,,,,,,,
192,PT11M28.00S,2026-04-10T23:44:45.6Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,30,36,2026-04-10T23:44:47Z,1920000,False,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,191.0,2.0,1.0,1.0,,,,,,,,,,,,,,
194,PT11M23.00S,2026-04-10T23:44:57.5Z,2,REGULAR,3pt,Jump Shot,[],1630163,69.85873850197109,82.35294117647058,1610612766,33,36,2026-04-10T23:45:59Z,1940000,False,162.0,231.0,1,right,L. Ball 28' 3PT step back (9 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,28.19,Made,,,,,,,,,,,,9.0,,,,,,
195,PT11M02.00S,2026-04-10T23:45:11.3Z,2,REGULAR,2pt,Jump Shot,[],1627747,16.507884362680684,26.96078431372549,1610612765,33,36,2026-04-10T23:46:37Z,1950000,False,115.0,103.0,1,left,MISS C. LeVert 15' fadeaway Shot,[1627747],1610612765.0,DET,fadeaway,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,15.43,Missed,,,,,,,,,,,,,,,,,,
196,PT11M00.00S,2026-04-10T23:45:13.3Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,33,36,2026-04-10T23:45:13Z,1960000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Right,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,
197,PT10M48.00S,2026-04-10T23:45:25.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631217,86.5473061760841,49.26470588235294,1610612766,35,36,2026-04-10T23:47:08Z,1970000,False,-4.0,74.0,1,right,M. Diabaté 7' driving floating Jump Shot (3 PTS) (L. Ball 2 AST),"[1631217, 1630163]",1610612766.0,CHA,driving floating,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,7.41,Made,,,,,,,,,,,,3.0,,,,L. Ball,1630163.0,2.0
199,PT10M31.00S,2026-04-10T23:45:43.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,13.748357424441524,48.03921568627451,1610612765,35,38,2026-04-10T23:47:33Z,1990000,False,10.0,77.0,1,left,J. Duren 7' turnaround Jump Shot (8 PTS),[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,7.73,Made,,,,,,,,,,,,8.0,,,,,,
200,PT10M17.00S,2026-04-10T23:45:56.4Z,2,REGULAR,3pt,Jump Shot,[],1630163,61.44875164257556,49.26470588235294,1610612766,38,38,2026-04-10T23:48:11Z,2000000,False,-4.0,310.0,1,right,L. Ball 30' 3PT step back (12 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,30.99,Made,,,,,,,,,,,,12.0,,,,,,
201,PT10M04.00S,2026-04-10T23:46:24.0Z,2,REGULAR,violation,kicked ball,[],1631217,,,1610612765,38,38,2026-04-10T23:46:31Z,2010000,False,,,0,,M. Diabaté kicked ball VIOLATION,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,
202,PT09M53.00S,2026-04-10T23:46:50.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,16.770696452036795,61.029411764705884,1610612765,38,40,2026-04-10T23:46:54Z,2020000,False,-55.0,105.0,1,left,D. Jenkins 11' pullup Jump Shot (2 PTS),[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),8-16 Center,11.87,Made,,,,,,,,,,,,2.0,,,,,,
203,PT09M41.00S,2026-04-10T23:47:02.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,73.27529566360053,16.42156862745098,1610612766,38,40,2026-04-10T23:47:07Z,2030000,False,-168.0,199.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
204,PT09M38.00S,2026-04-10T23:47:05.1Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,38,40,2026-04-10T23:47:07Z,2040000,False,,,0,,R. Holland II REBOUND (Off:1 Def:1),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,203.0,2.0,1.0,1.0,,,,,,,,,,,,,,
205,PT09M31.00S,2026-04-10T23:47:11.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627747,8.754927726675426,55.63725490196079,1610612765,38,40,2026-04-10T23:49:41Z,2050000,False,-28.0,30.0,1,left,MISS C. LeVert running Layup - blocked,"[1627747, 1629684]",1610612765.0,DET,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,Williams,1629684.0,,,,,,,,,,,,
206,PT09M31.00S,2026-04-10T23:47:11.0Z,2,REGULAR,block,,[],1629684,,,1610612765,38,40,2026-04-10T23:47:13Z,2060000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M27.00S,2026-04-10T23:47:15.0Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,38,40,2026-04-10T23:47:16Z,2070000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,205.0,3.0,2.0,1.0,,,,,,,,,,,,,,
208,PT09M27.00S,2026-04-10T23:47:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,5.590000152587891,50.0,1610612765,38,42,2026-04-10T23:47:15Z,2080000,False,0.0,0.0,1,left,J. Duren putback Layup (10 PTS),[1631105],1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,10.0,,,,,,
209,PT09M20.00S,2026-04-10T23:47:22.7Z,2,REGULAR,3pt,Jump Shot,[],1642851,91.80354796320631,4.901960784313726,1610612766,41,42,2026-04-10T23:47:28Z,2090000,False,-225.0,25.0,1,right,K. Knueppel 3PT  (3 PTS) (L. Ball 3 AST),"[1642851, 1630163]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,,,,,,,,3.0,,,,L. Ball,1630163.0,3.0
211,PT09M05.00S,2026-04-10T23:47:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641842,10.5946123521682,37.5,1610612765,41,42,2026-04-10T23:50:36Z,2110000,False,62.0,47.0,1,left,MISS R. Holland II 7' driving floating bank Shot,[1641842],1610612765.0,DET,driving floating bank,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
212,PT09M02.00S,2026-04-10T23:47:40.9Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,41,42,2026-04-10T23:47:45Z,2120000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,
213,PT08M58.00S,2026-04-10T23:47:45.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642851,91.14651773981603,4.6568627450980395,1610612766,41,42,2026-04-10T23:51:28Z,2130000,False,-227.0,31.0,1,right,MISS K. Knueppel running 3PT,[1642851],1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Left Corner 3,24+ Left,22.88,Missed,,,,,,,,,,,,,,,,,,
214,PT08M55.00S,2026-04-10T23:47:48.5Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,41,42,2026-04-10T23:47:51Z,2140000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
215,PT08M54.00S,2026-04-10T23:47:52.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641842,6.521024967148489,52.20588235294118,1610612765,41,42,2026-04-10T23:48:02Z,2150000,False,-11.0,9.0,1,left,MISS R. Holland II running Layup - blocked,"[1641842, 1630182]",1610612765.0,DET,running,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,Green,1630182.0,,,,,,,,,,,,
216,PT08M54.00S,2026-04-10T23:47:52.0Z,2,REGULAR,block,,[],1630182,,,1610612765,41,42,2026-04-10T23:47:54Z,2160000,False,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT08M54.00S,2026-04-10T23:47:52.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,41,42,2026-04-10T23:48:02Z,2170000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,215.0,,,,,,,,,,,,,,,,,
219,PT08M46.00S,2026-04-10T23:48:18.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,6.258212877792378,50.245098039215684,1610612765,41,44,2026-04-10T23:48:23Z,2190000,False,-1.0,6.0,1,left,J. Duren alley-oop DUNK (12 PTS) (D. Jenkins 1 AST),"[1631105, 1642450]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,,,,,,12.0,,,,D. Jenkins,1642450.0,1.0
221,PT08M25.00S,2026-04-10T23:48:39.0Z,2,REGULAR,turnover,bad pass,[],1631217,,,1610612766,41,44,2026-04-10T23:48:44Z,2210000,False,,,0,,M. Diabaté bad pass TURNOVER (1 TO),"[1631217, 1642450]",1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Jenkins,1642450.0,,,
222,PT08M25.00S,2026-04-10T23:48:39.0Z,2,REGULAR,steal,,[],1642450,,,1610612765,41,44,2026-04-10T23:48:40Z,2220000,False,,,0,,D. Jenkins STEAL (1 STL),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT08M20.00S,2026-04-10T23:48:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627747,6.783837056504599,54.41176470588235,1610612765,41,44,2026-04-10T23:48:55Z,2230000,False,-22.0,11.0,1,left,MISS C. LeVert running Layup - blocked,"[1627747, 1631217]",1610612765.0,DET,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,Diabaté,1631217.0,,,,,,,,,,,,
224,PT08M20.00S,2026-04-10T23:48:44.1Z,2,REGULAR,block,,[],1631217,,,1610612765,41,44,2026-04-10T23:48:46Z,2240000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT08M17.00S,2026-04-10T23:48:47.1Z,2,REGULAR,rebound,offensive,[],1627747,,,1610612765,41,44,2026-04-10T23:57:12Z,2250000,False,,,0,,C. LeVert REBOUND (Off:2 Def:0),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,223.0,2.0,0.0,2.0,,,,,,,,,,,,,,
226,PT08M17.00S,2026-04-10T23:49:03.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,7.440867279894875,46.568627450980394,1610612765,41,44,2026-04-10T23:53:58Z,2260000,False,17.0,17.0,1,left,MISS J. Duren cutting Layup - blocked,"[1631105, 1630163]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,Ball,1630163.0,,,,,,,,,,,,
300,PT08M17.00S,2026-04-10T23:49:03.3Z,2,REGULAR,block,,[],1630163,,,1610612765,41,44,2026-04-11T00:00:07Z,2265000,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M17.00S,2026-04-10T23:49:03.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,41,44,2026-04-11T00:00:07Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,226.0,,,,,,,,,,,,,,,,,
228,PT08M11.00S,2026-04-10T23:49:12.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,12.040078843626807,45.34313725490196,1610612765,41,46,2026-04-10T23:49:16Z,2280000,False,23.0,61.0,1,left,J. Duren 6' fadeaway Jump Shot (14 PTS) (C. LeVert 3 AST),"[1631105, 1627747]",1610612765.0,DET,fadeaway,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,,,,,,,,,,,,14.0,,,,C. LeVert,1627747.0,3.0
229,PT08M04.00S,2026-04-10T23:49:19.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642851,92.46057818659659,49.26470588235294,1610612766,43,46,2026-04-10T23:49:25Z,2290000,False,-4.0,18.0,1,right,K. Knueppel driving DUNK (5 PTS) (L. Ball 4 AST),"[1642851, 1630163]",1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,,,,,,5.0,,,,L. Ball,1630163.0,4.0
231,PT07M48.00S,2026-04-10T23:49:36.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642450,11.777266754270697,56.86274509803921,1610612765,43,46,2026-04-10T23:57:26Z,2310000,False,-34.0,58.0,1,left,MISS D. Jenkins 6' driving Hook - blocked,"[1642450, 1631217]",1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,Diabaté,1631217.0,,,,,,,,,,,,
241,PT07M48.00S,2026-04-10T23:49:36.1Z,2,REGULAR,block,,[],1631217,,,1610612765,43,46,2026-04-11T00:01:10Z,2315000,False,,,0,,M. Diabaté BLOCK (2 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT07M45.00S,2026-04-10T23:49:39.1Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,43,46,2026-04-10T23:49:41Z,2320000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:3),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,231.0,3.0,3.0,0.0,,,,,,,,,,,,,,
233,PT07M41.00S,2026-04-10T23:49:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642851,91.80354796320631,45.588235294117645,1610612766,43,46,2026-04-10T23:49:54Z,2330000,False,-22.0,25.0,1,right,MISS K. Knueppel running Layup,[1642851],1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,3.3,Missed,,,,,,,,,,,,,,,,,,
234,PT07M41.00S,2026-04-10T23:49:43.2Z,2,REGULAR,rebound,offensive,[],1630163,,,1610612766,43,46,2026-04-11T00:18:07Z,2340000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,233.0,2.0,1.0,1.0,,,,,,,,,,,,,,
338,PT07M41.00S,2026-04-10T23:49:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630163,93.38042049934296,46.81372549019608,1610612766,43,46,2026-04-11T00:07:37Z,2345000,False,-16.0,10.0,1,right,MISS L. Ball tip Layup,[1630163],1610612766.0,CHA,tip,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
339,PT07M41.00S,2026-04-10T23:49:45.9Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612766,43,46,2026-04-11T00:19:06Z,2347500,False,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,338.0,3.0,1.0,2.0,,,,,,,,,,,,,,
235,PT07M35.00S,2026-04-10T23:49:48.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,75.64060446780552,12.745098039215685,1610612766,43,46,2026-04-11T00:07:37Z,2350000,False,-186.0,176.0,1,right,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
236,PT07M33.00S,2026-04-10T23:49:50.7Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,43,46,2026-04-10T23:49:59Z,2360000,False,,,0,,R. Holland II REBOUND (Off:1 Def:2),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Left Center,,,235.0,3.0,2.0,1.0,,,,,,,,,,,,,,
237,PT07M23.00S,2026-04-10T23:50:02.2Z,2,REGULAR,turnover,bad pass,[],1631105,,,1610612765,43,46,2026-04-10T23:50:06Z,2370000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1629684]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,
238,PT07M23.00S,2026-04-10T23:50:02.2Z,2,REGULAR,steal,,[],1629684,,,1610612766,43,46,2026-04-10T23:50:04Z,2380000,False,,,0,,G. Williams STEAL (2 STL),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
239,PT07M16.00S,2026-04-10T23:50:09.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630163,89.43823915900131,97.05882352941177,1610612766,46,46,2026-04-11T00:00:08Z,2390000,False,235.0,47.0,1,right,L. Ball 3PT running pullup (15 PTS),[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,23.99,Made,,,,,,,,,,,,15.0,,,,,,
240,PT07M15.00S,2026-04-10T23:50:18.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,46,46,2026-04-10T23:50:18Z,2400000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612765,46,46,2026-04-10T23:53:27Z,2410000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1642851,,,1610612765,46,46,2026-04-10T23:53:27Z,2420000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1630182,,,1610612765,46,46,2026-04-10T23:53:27Z,2430000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1641842,,,1610612765,46,46,2026-04-10T23:53:27Z,2440000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,46,46,2026-04-10T23:53:27Z,2450000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1642450,,,1610612765,46,46,2026-04-10T23:53:27Z,2460000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,46,46,2026-04-10T23:53:27Z,2470000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1641706,,,1610612765,46,46,2026-04-10T23:53:27Z,2480000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1628970,,,1610612765,46,46,2026-04-10T23:53:27Z,2490000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612765,46,46,2026-04-10T23:53:27Z,2500000,False,,,0,,SUB in: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,46,46,2026-04-10T23:53:27Z,2510000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,46,46,2026-04-10T23:53:27Z,2520000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1629130,,,1610612765,46,46,2026-04-10T23:53:27Z,2530000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M15.00S,2026-04-10T23:52:47.1Z,2,REGULAR,substitution,in,[],1641709,,,1610612765,46,46,2026-04-10T23:53:27Z,2540000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M05.00S,2026-04-10T23:53:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,6.915243101182654,47.30392156862745,1610612765,46,48,2026-04-10T23:53:40Z,2550000,False,13.0,13.0,1,left,A. Thompson Layup (6 PTS) (C. Cunningham 3 AST),"[1641709, 1630595]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,,,6.0,,,,C. Cunningham,1630595.0,3.0
258,PT07M05.00S,2026-04-10T23:53:41.3Z,2,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612765,46,48,2026-04-10T23:53:54Z,2570000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Thompson 1 FT),"[1630163, 1641709]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,2004.0,1.0,0.0,Thompson,1641709.0,,,,,,,
260,PT07M05.00S,2026-04-10T23:54:02.3Z,2,REGULAR,freethrow,1 of 1,[],1641709,,,1610612765,46,48,2026-04-10T23:54:07Z,2590000,False,,,0,,MISS A. Thompson Free Throw 1 of 1,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT07M01.00S,2026-04-10T23:54:06.3Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612765,46,48,2026-04-11T00:06:42Z,2600000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,260.0,2.0,1.0,1.0,,,,,,,,,,,,,,
