actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-03T23:10:33.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-03T23:10:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-04-03T23:10:36.7Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2026-04-03T23:10:36Z,40000,False,,,0,,Jump Ball J. Huff vs. R. Kalkbrenner: Tip to P. Siakam,"[1627783, 1630643, 1641750]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Huff,1630643.0,Kalkbrenner,1641750.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-04-03T23:10:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.64323258869908,50.49019607843137,1610612754,0,2,2026-04-03T23:10:52Z,70000,False,2.0,7.0,1,right,P. Siakam cutting Layup (2 PTS) (J. Huff 1 AST),"[1627783, 1630643]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,J. Huff,1630643.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2026-04-03T23:11:08.9Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,0,2,2026-04-03T23:11:13Z,90000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1627783]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Siakam,1627783.0,,,,,,,,,,,
10,PT11M24.00S,2026-04-03T23:11:08.9Z,1,REGULAR,steal,,[],1627783,,,1610612754,0,2,2026-04-03T23:11:10Z,100000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2026-04-03T23:11:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631245,92.46057818659659,49.754901960784316,1610612754,0,4,2026-04-03T23:11:20Z,110000,False,-1.0,18.0,1,right,Q. Jackson running Layup (2 PTS) (B. Sheppard 1 AST),"[1631245, 1641767]",1610612754.0,IND,running,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,B. Sheppard,1641767.0,1.0,,,,,,,,,,,,,,
13,PT11M06.00S,2026-04-03T23:11:27.0Z,1,REGULAR,3pt,Jump Shot,[],1641706,4.418528252299605,3.431372549019608,1610612766,3,4,2026-04-03T23:11:31Z,130000,False,233.0,-11.0,1,left,B. Miller 3PT  (3 PTS) (R. Kalkbrenner 1 AST),"[1641706, 1641750]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,23.31,Made,3.0,R. Kalkbrenner,1641750.0,1.0,,,,,,,,,,,,,,
15,PT10M54.00S,2026-04-03T23:11:42.0Z,1,REGULAR,foul,personal,[],1628970,,,1610612754,3,4,2026-04-03T23:12:03Z,150000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1627783]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626301.0,1.0,0.0,Siakam,1627783.0,,,,,,
17,PT10M46.00S,2026-04-03T23:12:09.3Z,1,REGULAR,3pt,Jump Shot,[],1627783,69.07030223390277,66.66666666666666,1610612754,3,4,2026-04-03T23:13:15Z,170000,False,83.0,238.0,1,right,MISS P. Siakam 25' step back 3PT,[1627783],1610612754.0,IND,step back,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
18,PT10M44.00S,2026-04-03T23:12:11.3Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,3,4,2026-04-03T23:12:13Z,180000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,17.0,1.0,1.0,0.0,,
19,PT10M40.00S,2026-04-03T23:12:15.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642851,15.719448094612352,3.1862745098039214,1610612766,3,4,2026-04-03T23:12:22Z,190000,False,234.0,95.0,1,left,MISS K. Knueppel 25' running 3PT,[1642851],1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
