actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-22T18:10:25.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-22T18:10:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-11-22T18:10:28.2Z,1,REGULAR,jumpball,recovered,[],1642920,,,1610612746,0,0,2025-11-22T18:10:28Z,40000,False,,,0,,Jump Ball I. Zubac vs. R. Kalkbrenner: Tip to K. Sanders,"[1642920, 1627826, 1641750]",1610612746.0,LAC,startperiod,K. Sanders,1642920.0,Sanders,K. Sanders,Zubac,1627826.0,Kalkbrenner,1641750.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-11-22T18:10:43.3Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,0,0,2025-11-22T18:10:51Z,70000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1641706]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.0,Miller,1641706.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-11-22T18:10:43.3Z,1,REGULAR,steal,,[],1641706,,,1610612766,0,0,2025-11-22T18:10:45Z,80000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2025-11-22T18:10:47.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641706,6.389618922470433,47.30392156862745,1610612766,2,0,2025-11-22T18:10:59Z,90000,False,13.0,8.0,1,left,B. Miller running DUNK (2 PTS) (L. Ball 1 AST),"[1641706, 1630163]",1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,1.55,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,
11,PT11M17.00S,2025-11-22T18:11:07.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,94.30026281208936,38.72549019607843,1610612746,2,2,2025-11-22T18:11:14Z,110000,False,-56.0,1.0,1,right,I. Zubac turnaround Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,5.64,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,
12,PT11M09.00S,2025-11-22T18:11:15.9Z,1,REGULAR,2pt,Jump Shot,[],1641706,21.369908015768726,48.529411764705884,1610612766,4,2,2025-11-22T18:12:25Z,120000,False,7.0,148.0,1,left,B. Miller 14' pullup Jump Shot (4 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,8-16 Center,,,,14.86,Made,4.0,,,,,,,,,,,,,,
13,PT10M50.00S,2025-11-22T18:11:37.1Z,1,REGULAR,3pt,Jump Shot,[],201935,75.1149802890933,87.00980392156863,1610612746,4,5,2025-11-22T18:12:53Z,130000,False,185.0,181.0,1,right,J. Harden 25' 3PT pullup (3 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,25.91,Made,3.0,,,,,,,,,,,,,,
14,PT10M50.00S,2025-11-22T18:11:40.4Z,1,REGULAR,foul,personal,['1freethrow'],1641706,,,1610612746,4,5,2025-11-22T18:11:46Z,140000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Harden 1 FT),"[1641706, 201935]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1148.0,1.0,0.0,Harden,201935.0,,,,,,
16,PT10M50.00S,2025-11-22T18:12:09.4Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,4,6,2025-11-22T18:12:09Z,160000,False,,,0,,J. Harden Free Throw 1 of 1 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
