actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-10T00:10:42.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-10T00:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-10T00:10:45.4Z,1,REGULAR,jumpball,recovered,[],1641709,,,1610612765,0,0,2026-02-10T00:10:45Z,40000,False,,,0,,Jump Ball J. Duren vs. M. Diabaté: Tip to A. Thompson,"[1641709, 1631105, 1631217]",1610612765.0,DET,startperiod,A. Thompson,1641709.0,Thompson,A. Thompson,Duren,1631105.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-02-10T00:10:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,17.821944809461236,59.55882352941176,1610612765,0,2,2026-02-10T00:11:01Z,70000,False,-48.0,115.0,1,left,D. Robinson 12' pullup Jump Shot (2 PTS) (C. Cunningham 1 AST),"[1629130, 1630595]",1610612765.0,DET,pullup,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,12.45,Made,2.0,C. Cunningham,1630595.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2026-02-10T00:11:18.4Z,1,REGULAR,2pt,Jump Shot,[],1641706,84.97043363994744,76.9607843137255,1610612766,0,2,2026-02-10T00:11:25Z,90000,False,135.0,89.0,1,right,MISS B. Miller 16' Jump Shot,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right,16.14,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2026-02-10T00:11:20.4Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,2,2026-02-10T00:11:25Z,100000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M16.00S,2026-02-10T00:11:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629130,6.258212877792378,48.03921568627451,1610612765,0,4,2026-02-10T00:11:30Z,110000,False,10.0,6.0,1,left,D. Robinson running Layup (4 PTS) (C. Cunningham 2 AST),"[1629130, 1630595]",1610612765.0,DET,running,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.17,Made,4.0,C. Cunningham,1630595.0,2.0,,,,,,,,,,,,,,
13,PT10M57.00S,2026-02-10T00:11:49.4Z,1,REGULAR,turnover,offensive goaltending,[],1631217,,,1610612766,0,4,2026-02-10T00:12:00Z,130000,False,,,0,,M. Diabaté offensive goaltending TURNOVER (1 TO),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,1.0,,,,,,,,
14,PT10M45.00S,2026-02-10T00:12:10.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,21.76412614980289,24.509803921568626,1610612765,0,4,2026-02-10T00:12:17Z,140000,False,127.0,152.0,1,left,MISS C. Cunningham 19' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,19.85,Missed,,,,,,,,,,,,,,,,,,
15,PT10M41.00S,2026-02-10T00:12:13.4Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,0,4,2026-02-10T00:12:13Z,150000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,,,
16,PT10M38.00S,2026-02-10T00:12:16.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202699,8.229303547963205,3.431372549019608,1610612765,0,4,2026-02-10T00:13:15Z,160000,False,233.0,25.0,1,left,MISS T. Harris pullup 3PT,[202699],1610612765.0,DET,pullup,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2026-02-10T00:12:18.9Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,4,2026-02-10T00:12:18Z,170000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,
18,PT10M34.00S,2026-02-10T00:12:20.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641709,8.754927726675426,51.225490196078425,1610612765,0,4,2026-02-10T00:13:41Z,180000,False,-6.0,30.0,1,left,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2026-02-10T00:12:22.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,0,4,2026-02-10T00:12:24Z,190000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M15.00S,2026-02-10T00:12:39.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,92.06636005256242,94.85294117647058,1610612766,0,4,2026-02-10T00:12:43Z,200000,False,224.0,22.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.54,Missed,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2026-02-10T00:12:41.7Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612765,0,4,2026-02-10T00:12:43Z,210000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M07.00S,2026-02-10T00:12:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,15.062417871222076,47.549019607843135,1610612765,0,4,2026-02-10T00:12:53Z,220000,False,12.0,89.0,1,left,MISS C. Cunningham 8' driving Layup - blocked,"[1630595, 1642851]",1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,8.99,Missed,,,,,,,,,,,Knueppel,1642851.0,,,,,,
23,PT10M07.00S,2026-02-10T00:12:49.4Z,1,REGULAR,block,,[],1642851,,,1610612765,0,4,2026-02-10T00:12:52Z,230000,False,,,0,,K. Knueppel BLOCK (1 BLK),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M07.00S,2026-02-10T00:12:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,0,4,2026-02-10T00:12:53Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,22.0,,,,,,,,,,,,,
26,PT10M02.00S,2026-02-10T00:13:13.5Z,1,REGULAR,foul,personal,[],1630163,,,1610612765,0,4,2026-02-10T00:13:31Z,260000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1629130]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101284.0,,,,1.0,0.0,Robinson,1629130.0,,
28,PT09M50.00S,2026-02-10T00:13:37.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630595,24.129434954007884,51.9607843137255,1610612765,0,4,2026-02-10T00:13:40Z,280000,False,-10.0,174.0,1,left,MISS C. Cunningham 17' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,17.46,Missed,,,,,,,,,,,,,,,,,,
29,PT09M49.00S,2026-02-10T00:13:39.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,4,2026-02-10T00:13:39Z,290000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,28.0,2.0,0.0,2.0,,,,,,,,,,
30,PT09M49.00S,2026-02-10T00:13:42.6Z,1,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612765,0,4,2026-02-10T00:13:47Z,300000,False,,,0,,D. Robinson step out-of-bounds TURNOVER (1 TO),[1629130],1610612765.0,DET,step,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628484.0,1.0,,,,,,,,
31,PT09M35.00S,2026-02-10T00:14:07.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642851,69.46452036793693,85.29411764705883,1610612766,0,4,2026-02-10T00:14:12Z,310000,False,176.0,235.0,1,right,MISS K. Knueppel 29' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,29.35,Missed,,,,,,,,,,,,,,,,,,
32,PT09M34.00S,2026-02-10T00:14:09.5Z,1,REGULAR,rebound,offensive,[],1631217,,,1610612766,0,4,2026-02-10T00:14:09Z,320000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:0),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Right Center,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,
33,PT09M30.00S,2026-02-10T00:14:13.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630163,69.99014454664915,9.313725490196079,1610612766,0,4,2026-02-10T00:14:19Z,330000,False,-203.0,230.0,1,right,MISS L. Ball 30' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,30.67,Missed,,,,,,,,,,,,,,,,,,
34,PT09M25.00S,2026-02-10T00:14:18.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,4,2026-02-10T00:14:19Z,340000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,33.0,3.0,1.0,2.0,,,,,,,,,,
35,PT09M16.00S,2026-02-10T00:14:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,17.16491458607096,40.19607843137255,1610612765,0,6,2026-02-10T00:14:32Z,350000,False,49.0,109.0,1,left,C. Cunningham 11' step back Jump Shot (2 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,11.94,Made,2.0,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2026-02-10T00:14:47.9Z,1,REGULAR,foul,personal,['3freethrow'],1629130,,,1610612766,0,6,2026-02-10T00:14:56Z,360000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Knueppel 3 FT),"[1629130, 1642851]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101284.0,,,,1.0,0.0,Knueppel,1642851.0,,
38,PT08M59.00S,2026-02-10T00:15:11.2Z,1,REGULAR,freethrow,1 of 3,[],1642851,,,1610612766,1,6,2026-02-10T00:15:11Z,380000,False,,,0,,K. Knueppel Free Throw 1 of 3 (1 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
