actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M05.00S,2025-12-07T23:12:29.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,3.465834428383701,98.52941176470588,1610612766,2,0,2025-12-07T23:37:48Z,170000,False,-243.0,-20.0,1,left,MISS M. Bridges 24' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,24.34,Missed,,,,,,,,,,,,,,,,,,
18,PT11M01.00S,2025-12-07T23:12:33.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,0,2025-12-07T23:19:13Z,180000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Right Corner 3,24+ Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M53.00S,2025-12-07T23:12:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,80.46977660972405,40.68627450980392,1610612743,2,0,2025-12-07T23:38:46Z,190000,False,-47.0,131.0,1,right,MISS J. Murray 13' pullup Shot - blocked,"[1627750, 1641706]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.91,Missed,,,,,,,,,,,,,,Miller,1641706.0,,,
20,PT10M53.00S,2025-12-07T23:12:41.0Z,1,REGULAR,block,,[],1641706,,,1610612743,2,0,2025-12-07T23:12:44Z,200000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M49.00S,2025-12-07T23:12:45.0Z,1,REGULAR,rebound,offensive,[],1642461,,,1610612743,2,0,2025-12-07T23:12:46Z,210000,False,,,0,,S. Jones REBOUND (Off:1 Def:0),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M46.00S,2025-12-07T23:12:48.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,72.58541392904074,19.362745098039213,1610612743,2,3,2025-12-07T23:39:07Z,220000,False,-153.0,205.0,1,right,J. Murray 25' 3PT  (3 PTS) (S. Jones 1 AST),"[1627750, 1642461]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.61,Made,,,,,,,,,,3.0,,,,,,S. Jones,1642461.0,1.0
24,PT10M26.00S,2025-12-07T23:13:08.4Z,1,REGULAR,3pt,Jump Shot,[],1642354,27.90735873850197,84.55882352941177,1610612766,2,3,2025-12-07T23:39:17Z,240000,False,-173.0,210.0,1,left,MISS K. Simpson 27' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,27.18,Missed,,,,,,,,,,,,,,,,,,
25,PT10M23.00S,2025-12-07T23:13:11.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,3,2025-12-07T23:22:34Z,250000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT10M17.00S,2025-12-07T23:13:26.2Z,1,REGULAR,foul,personal,[],1641750,,,1610612743,2,3,2025-12-07T23:13:35Z,260000,False,,,0,,R. Kalkbrenner personal FOUL (1 PF),"[1641750, 1642461]",1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627526.0,1.0,0.0,Jones,1642461.0,,,,,,,,,
28,PT10M06.00S,2025-12-07T23:13:51.9Z,1,REGULAR,2pt,Jump Shot,[],1627750,93.87319316688567,78.67647058823529,1610612743,2,5,2025-12-07T23:39:28Z,280000,False,143.0,5.0,1,right,J. Murray 14' pullup Jump Shot (5 PTS) (N. Jokić 1 AST),"[1627750, 203999]",1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,14.35,Made,,,,,,,,,,5.0,,,,,,N. Jokić,203999.0,1.0
30,PT09M47.00S,2025-12-07T23:14:09.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,28.43298291721419,18.137254901960787,1610612766,2,5,2025-12-07T23:39:36Z,300000,False,159.0,215.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,,,,,,,,,,,
31,PT09M47.00S,2025-12-07T23:14:09.9Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,2,5,2025-12-07T23:14:19Z,310000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Right Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M33.00S,2025-12-07T23:14:24.6Z,1,REGULAR,3pt,Jump Shot,[],1642461,96.23850197109067,5.14705882352942,1610612743,2,5,2025-12-07T23:39:47Z,320000,False,-224.0,-17.0,1,right,MISS S. Jones 3PT,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,22.5,Missed,,,,,,,,,,,,,,,,,,
33,PT09M30.00S,2025-12-07T23:14:27.6Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,2,5,2025-12-07T23:14:28Z,330000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Left Corner 3,24+ Left,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M28.00S,2025-12-07T23:14:30.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,8.459264126149804,43.13725490196079,1610612766,4,5,2025-12-07T23:40:11Z,340000,False,34.0,27.0,1,left,M. Bridges running alley-oop Layup (4 PTS) (B. Miller 1 AST),"[1628970, 1641706]",1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.37,Made,,,,,,,,,,4.0,,,,,,B. Miller,1641706.0,1.0
36,PT09M21.00S,2025-12-07T23:14:38.9Z,1,REGULAR,foul,offensive,[],1642461,,,1610612743,4,5,2025-12-07T23:14:44Z,360000,False,,,0,,S. Jones offensive FOUL (1 PF),"[1642461, 1628970]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,1.0,0.0,Bridges,1628970.0,,,,,,,,,
38,PT09M21.00S,2025-12-07T23:14:38.9Z,1,REGULAR,turnover,offensive foul,[],1642461,,,1610612743,4,5,2025-12-07T23:14:38Z,380000,False,,,0,,S. Jones offensive foul TURNOVER (1 TO),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201245.0,,,,,,1.0,,,,,,,
39,PT09M07.00S,2025-12-07T23:15:16.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641750,7.145203679369246,45.34313725490197,1610612766,6,5,2025-12-07T23:40:30Z,390000,False,23.0,15.0,1,left,R. Kalkbrenner cutting DUNK (2 PTS) (B. Miller 2 AST),"[1641750, 1641706]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,,,2.0,,,,,,B. Miller,1641706.0,2.0
41,PT08M53.00S,2025-12-07T23:15:24.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,81.25821287779237,52.69607843137255,1610612743,6,7,2025-12-07T23:40:40Z,410000,False,13.0,124.0,1,right,C. Johnson 12' pullup Jump Shot (2 PTS) (J. Murray 1 AST),"[1629661, 1627750]",1610612743.0,DEN,pullup,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.44,Made,,,,,,,,,,2.0,,,,,,J. Murray,1627750.0,1.0
43,PT08M43.00S,2025-12-07T23:15:33.9Z,1,REGULAR,3pt,Jump Shot,[],1642354,33.163600525624176,61.76470588235294,1610612766,9,7,2025-12-07T23:40:52Z,430000,False,-59.0,259.0,1,left,K. Simpson 26' 3PT pullup (3 PTS),[1642354],1610612766.0,CHA,pullup,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Center,26.58,Made,,,,,,,,,,3.0,,,,,,,,
44,PT08M26.00S,2025-12-07T23:15:55.0Z,1,REGULAR,2pt,Jump Shot,[],1627750,79.15571616294349,60.78431372549019,1610612743,9,9,2025-12-07T23:41:01Z,440000,False,54.0,143.0,1,right,J. Murray 15' pullup Jump Shot (7 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,15.32,Made,,,,,,,,,,7.0,,,,,,,,
45,PT08M26.00S,2025-12-07T23:16:00.1Z,1,REGULAR,foul,personal,['1freethrow'],1642851,,,1610612743,9,9,2025-12-07T23:16:17Z,450000,False,,,0,,K. Knueppel shooting personal FOUL (1 PF) (Murray 1 FT),"[1642851, 1627750]",1610612766.0,CHA,shooting,,,Knueppel,K. Knueppel,,,,,Mid-Range,8-16 Center,,,,,,,201245.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
47,PT08M26.00S,2025-12-07T23:16:23.8Z,1,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,9,10,2025-12-07T23:16:23Z,470000,False,,,0,,J. Murray Free Throw 1 of 1 (8 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
48,PT08M06.00S,2025-12-07T23:16:46.1Z,1,REGULAR,2pt,Jump Shot,[],1642354,8.065045992115643,27.696078431372555,1610612766,11,10,2025-12-07T23:41:11Z,480000,False,112.0,23.0,1,left,K. Simpson 11' step back Jump Shot (5 PTS),[1642354],1610612766.0,CHA,step back,,,Simpson,K. Simpson,,,,,Mid-Range,8-16 Right,11.39,Made,,,,,,,,,,5.0,,,,,,,,
49,PT07M48.00S,2025-12-07T23:17:09.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.2161629434954,43.627450980392155,1610612743,11,12,2025-12-07T23:41:23Z,490000,False,-32.0,11.0,1,right,N. Jokić driving Layup (2 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,,,,,,2.0,,,,,,J. Murray,1627750.0,2.0
50,PT07M48.00S,2025-12-07T23:17:14.1Z,1,REGULAR,foul,personal,['1freethrow'],1641750,,,1610612743,11,12,2025-12-07T23:17:29Z,500000,False,,,0,,R. Kalkbrenner shooting personal FOUL (2 PF) (Jokić 1 FT),"[1641750, 203999]",1610612766.0,CHA,shooting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,,,,1627526.0,2.0,0.0,Jokić,203999.0,,,,,,,,,
53,PT07M48.00S,2025-12-07T23:17:30.6Z,1,REGULAR,substitution,out,[],1641750,,,1610612743,11,12,2025-12-07T23:17:36Z,520000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M48.00S,2025-12-07T23:17:30.6Z,1,REGULAR,substitution,in,[],203486,,,1610612743,11,12,2025-12-07T23:17:36Z,530000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M48.00S,2025-12-07T23:17:44.9Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,11,12,2025-12-07T23:17:46Z,540000,False,,,0,,MISS N. Jokić Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2025-12-07T23:17:46.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,11,12,2025-12-07T23:17:46Z,550000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
57,PT07M30.00S,2025-12-07T23:18:03.7Z,1,REGULAR,3pt,Jump Shot,[],1628970,4.385676741130098,3.67647058823529,1610612766,11,12,2025-12-07T23:41:46Z,560000,False,232.0,-11.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
58,PT07M30.00S,2025-12-07T23:18:03.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,11,12,2025-12-07T23:18:10Z,570000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,57.0,,,,,,,,,,,,,,,,,
60,PT07M18.00S,2025-12-07T23:18:28.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642354,36.3173455978975,53.67647058823529,1610612766,11,12,2025-12-07T23:41:55Z,590000,False,-18.0,289.0,1,left,MISS K. Simpson 28' 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Center,28.95,Missed,,,,,,,,,,,,,,,,,,
61,PT07M12.00S,2025-12-07T23:18:34.7Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,11,12,2025-12-07T23:18:35Z,600000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,,
62,PT07M03.00S,2025-12-07T23:18:43.1Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,11,12,2025-12-07T23:18:47Z,610000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1642851]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,Knueppel,1642851.0,,,,,
63,PT07M03.00S,2025-12-07T23:18:43.1Z,1,REGULAR,steal,,[],1642851,,,1610612766,11,12,2025-12-07T23:18:45Z,620000,False,,,0,,K. Knueppel STEAL (1 STL),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2025-12-07T23:19:00.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628970,13.84691195795007,37.00980392156863,1610612766,13,12,2025-12-07T23:42:06Z,630000,False,65.0,78.0,1,left,M. Bridges 10' driving floating Jump Shot (6 PTS) (K. Knueppel 1 AST),"[1628970, 1642851]",1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Right,10.13,Made,,,,,,,,,,6.0,,,,,,K. Knueppel,1642851.0,1.0
66,PT06M36.00S,2025-12-07T23:19:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,90.71944809461235,58.088235294117645,1610612743,13,14,2025-12-07T23:42:17Z,650000,False,40.0,35.0,1,right,J. Murray driving finger roll Layup (10 PTS) (N. Jokić 2 AST),"[1627750, 203999]",1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,,,,,,,,,,10.0,,,,,,N. Jokić,203999.0,2.0
67,PT06M36.00S,2025-12-07T23:19:18.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,13,14,2025-12-07T23:21:36Z,660000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2025-12-07T23:21:58.6Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,13,14,2025-12-07T23:22:25Z,670000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M36.00S,2025-12-07T23:21:58.6Z,1,REGULAR,substitution,out,[],1629661,,,1610612766,13,14,2025-12-07T23:22:25Z,680000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M36.00S,2025-12-07T23:21:58.6Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,13,14,2025-12-07T23:22:25Z,690000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2025-12-07T23:21:58.6Z,1,REGULAR,substitution,in,[],203501,,,1610612766,13,14,2025-12-07T23:22:25Z,700000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M14.00S,2025-12-07T23:22:35.0Z,1,REGULAR,3pt,Jump Shot,[],1642851,33.42641261498029,63.23529411764706,1610612766,13,14,2025-12-07T23:42:32Z,710000,False,-66.0,262.0,1,left,MISS K. Knueppel 26' pullup 3PT,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,26.99,Missed,,,,,,,,,,,,,,,,,,
73,PT06M11.00S,2025-12-07T23:22:38.0Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,13,14,2025-12-07T23:22:39Z,720000,False,,,0,,S. Jones REBOUND (Off:1 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Center,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
74,PT05M49.00S,2025-12-07T23:22:59.9Z,1,REGULAR,3pt,Jump Shot,[],203501,69.56307490144546,25.980392156862735,1610612743,13,17,2025-12-07T23:42:43Z,730000,False,-120.0,234.0,1,right,T. Hardaway Jr. 26' 3PT  (3 PTS) (N. Jokić 3 AST),"[203501, 203999]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,,,,,,3.0,,,,,,N. Jokić,203999.0,3.0
76,PT05M41.00S,2025-12-07T23:23:13.5Z,1,REGULAR,foul,offensive,[],203486,,,1610612766,13,17,2025-12-07T23:23:24Z,750000,False,,,0,,M. Plumlee offensive FOUL (1 PF),"[203486, 1627750]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,1.0,0.0,Murray,1627750.0,,,,,,,,,
78,PT05M41.00S,2025-12-07T23:23:13.5Z,1,REGULAR,turnover,offensive foul,[],203486,,,1610612766,13,17,2025-12-07T23:23:13Z,770000,False,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,204058.0,,,,,,1.0,,,,,,,
79,PT05M41.00S,2025-12-07T23:23:24.3Z,1,REGULAR,substitution,out,[],1642354,,,1610612743,13,17,2025-12-07T23:23:28Z,780000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M41.00S,2025-12-07T23:23:24.3Z,1,REGULAR,substitution,in,[],1642862,,,1610612743,13,17,2025-12-07T23:23:28Z,790000,False,,,0,,SUB in: L. McNeeley,[1642862],1610612766.0,CHA,,,,McNeeley,L. McNeeley,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M27.00S,2025-12-07T23:23:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,91.77069645203679,45.34313725490197,1610612743,13,19,2025-12-07T23:42:55Z,800000,False,-23.0,25.0,1,right,J. Murray cutting Layup (12 PTS) (N. Jokić 4 AST),"[1627750, 203999]",1610612743.0,DEN,cutting,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,,,,12.0,,,,,,N. Jokić,203999.0,4.0
83,PT05M20.00S,2025-12-07T23:23:50.0Z,1,REGULAR,3pt,Jump Shot,[],1642851,35.134691195795014,50.0,1610612766,16,19,2025-12-07T23:43:14Z,820000,False,0.0,278.0,1,left,K. Knueppel 27' 3PT  (3 PTS) (M. Bridges 1 AST),"[1642851, 1628970]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,27.78,Made,,,,,,,,,,3.0,,,,,,M. Bridges,1628970.0,1.0
85,PT04M53.00S,2025-12-07T23:24:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,89.93101182654402,59.068627450980394,1610612743,16,21,2025-12-07T23:43:26Z,840000,False,45.0,42.0,1,right,N. Jokić 6' driving Layup (4 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,,,,,,,,,,4.0,,,,,,,,
87,PT04M39.00S,2025-12-07T23:24:30.4Z,1,REGULAR,3pt,Jump Shot,[],1642883,29.48423127463863,82.1078431372549,1610612766,16,21,2025-12-07T23:43:39Z,860000,False,-161.0,225.0,1,left,MISS S. James 27' pullup 3PT - blocked,"[1642883, 1631212]",1610612766.0,CHA,pullup,,,James,S. James,,,,,Above the Break 3,24+ Left Center,27.61,Missed,,,,,,,,,,,,,,Watson,1631212.0,,,
88,PT04M39.00S,2025-12-07T23:24:30.4Z,1,REGULAR,block,,[],1631212,,,1610612766,16,21,2025-12-07T23:24:33Z,870000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
89,PT04M38.00S,2025-12-07T23:24:31.4Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,16,21,2025-12-07T23:43:57Z,880000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
