actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-13T00:10:21.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-13T00:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-13T00:10:32.5Z,1,REGULAR,jumpball,recovered,[],1642883,,,1610612766,0,0,2025-11-13T00:10:32Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. M. Turner: Tip to S. James,"[1642883, 1641750, 1626167]",1610612766.0,CHA,startperiod,S. James,1642883.0,James,S. James,Kalkbrenner,1641750.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-11-13T00:10:45.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,6.258212877792378,50.245098039215684,1610612766,2,0,2025-11-13T00:11:35Z,70000,False,-1.0,6.0,1,left,R. Kalkbrenner cutting DUNK (2 PTS) (M. Bridges 1 AST),"[1641750, 1628970]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,0.64,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
9,PT11M46.00S,2025-11-13T00:10:51.4Z,1,REGULAR,foul,personal,['1freethrow'],1628398,,,1610612766,2,0,2025-11-13T00:11:08Z,90000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Kalkbrenner 1 FT),"[1628398, 1641750]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,1.0,0.0,Kalkbrenner,1641750.0,,,,,,,,,
11,PT11M46.00S,2025-11-13T00:11:09.4Z,1,REGULAR,freethrow,1 of 1,[],1641750,,,1610612766,3,0,2025-11-13T00:11:09Z,110000,False,,,0,,R. Kalkbrenner Free Throw 1 of 1 (3 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
12,PT11M27.00S,2025-11-13T00:11:28.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.5735873850197,31.61764705882353,1610612749,3,3,2025-11-13T00:11:36Z,120000,False,-92.0,262.0,1,right,M. Turner 27' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1626167, 1629018]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.74,Made,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,,
14,PT11M06.00S,2025-11-13T00:11:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641750,6.1268068331143235,50.73529411764706,1610612766,5,3,2025-11-13T00:11:54Z,140000,False,-4.0,5.0,1,left,R. Kalkbrenner alley-oop Layup (5 PTS) (C. Sexton 1 AST),"[1641750, 1629012]",1610612766.0,CHA,alley-oop,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,0.63,Made,5.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
16,PT10M53.00S,2025-11-13T00:12:02.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.3107752956636,48.529411764705884,1610612749,5,6,2025-11-13T00:12:08Z,160000,False,-7.0,264.0,1,right,M. Turner 26' 3PT  (6 PTS) (A. Green 1 AST),"[1626167, 1631260]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.43,Made,6.0,A. Green,1631260.0,1.0,,,,,,,,,,,,,,
18,PT10M33.00S,2025-11-13T00:12:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,15.588042049934298,49.50980392156863,1610612766,5,6,2025-11-13T00:13:07Z,180000,False,2.0,94.0,1,left,MISS C. Sexton 9' Jump Shot,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2025-11-13T00:12:22.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,5,6,2025-11-13T00:13:07Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,18.0,,,,,,,,
21,PT10M29.00S,2025-11-13T00:12:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,7.835085413929041,54.65686274509803,1610612766,5,6,2025-11-13T00:12:50Z,210000,False,-23.0,21.0,1,left,MISS M. Bridges Layup,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2025-11-13T00:12:46.4Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,5,6,2025-11-13T00:12:50Z,220000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
23,PT10M19.00S,2025-11-13T00:12:52.9Z,1,REGULAR,3pt,Jump Shot,[],1629018,72.09264126149803,18.872549019607842,1610612749,5,6,2025-11-13T00:13:06Z,230000,False,-156.0,210.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
24,PT10M15.00S,2025-11-13T00:12:56.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,5,6,2025-11-13T00:13:06Z,240000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,
28,PT09M59.00S,2025-11-13T00:14:00.4Z,1,REGULAR,3pt,Jump Shot,[],1642851,10.200394218134035,4.901960784313726,1610612766,5,6,2025-11-13T00:27:49Z,280000,False,225.0,43.0,1,left,MISS K. Knueppel 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,22.96,Missed,,,,,,,,,,,,,,,,,,
29,PT09M58.00S,2025-11-13T00:14:01.4Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,5,6,2025-11-13T00:27:49Z,290000,False,,,0,,R. Kalkbrenner REBOUND (Off:1 Def:0),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,28.0,1.0,0.0,1.0,,,,,
30,PT09M48.00S,2025-11-13T00:14:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,13.222733245729303,48.03921568627451,1610612766,5,6,2025-11-13T00:25:29Z,300000,False,10.0,72.0,1,left,MISS C. Sexton 7' driving Layup - blocked,"[1629012, 1626167]",1610612766.0,CHA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,Turner,1626167.0,,,
31,PT09M48.00S,2025-11-13T00:14:03.5Z,1,REGULAR,block,,[],1626167,,,1610612766,5,6,2025-11-13T00:14:07Z,310000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M44.00S,2025-11-13T00:14:07.5Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,5,6,2025-11-13T00:18:50Z,320000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,
33,PT09M41.00S,2025-11-13T00:14:10.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629018,91.67214191852825,52.20588235294118,1610612749,5,8,2025-11-13T00:19:45Z,330000,False,11.0,26.0,1,right,G. Trent Jr. driving floating bank Jump Shot (2 PTS) (K. Kuzma 1 AST),"[1629018, 1628398]",1610612749.0,MIL,driving floating bank,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
34,PT09M30.00S,2025-11-13T00:14:21.9Z,1,REGULAR,3pt,Jump Shot,[],1642851,6.389618922470433,95.09803921568627,1610612766,8,8,2025-11-13T00:14:26Z,340000,False,-225.0,8.0,1,left,K. Knueppel 3PT  (3 PTS) (M. Bridges 2 AST),"[1642851, 1628970]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Left Corner 3,24+ Left,22.56,Made,3.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
36,PT09M05.00S,2025-11-13T00:14:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,88.51839684625493,42.40196078431372,1610612749,8,10,2025-11-13T00:14:55Z,360000,False,-38.0,55.0,1,right,M. Turner 6' turnaround Jump Shot (8 PTS),[1626167],1610612749.0,MIL,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,8.0,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2025-11-13T00:15:02.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,31.61957950065703,62.745098039215684,1610612766,8,10,2025-11-13T00:28:43Z,370000,False,-64.0,245.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,25.29,Missed,,,,,,,,,,,,,,,,,,
38,PT08M46.00S,2025-11-13T00:15:05.5Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,8,10,2025-11-13T00:15:08Z,380000,False,,,0,,R. Kalkbrenner REBOUND (Off:2 Def:0),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,37.0,2.0,0.0,2.0,,,,,
39,PT08M44.00S,2025-11-13T00:15:07.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641750,7.440867279894875,49.01960784313725,1610612766,10,10,2025-11-13T00:15:13Z,390000,False,5.0,17.0,1,left,R. Kalkbrenner Hook (7 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,1.81,Made,7.0,,,,,,,,,,,,,,,,,
40,PT08M28.00S,2025-11-13T00:15:24.0Z,1,REGULAR,2pt,Jump Shot,[],1631260,75.77201051248358,67.8921568627451,1610612749,10,10,2025-11-13T00:30:58Z,400000,False,89.0,175.0,1,right,MISS A. Green 19' driving floating Shot,[1631260],1610612749.0,MIL,driving floating,,,Green,A. Green,,,,,Mid-Range,16-24 Right Center,19.67,Missed,,,,,,,,,,,,,,,,,,
41,PT08M28.00S,2025-11-13T00:15:24.0Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,10,10,2025-11-13T00:15:30Z,410000,False,,,0,,R. Kalkbrenner REBOUND (Off:2 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,40.0,3.0,1.0,2.0,,,,,
42,PT08M20.00S,2025-11-13T00:15:30.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642883,6.1268068331143235,46.07843137254902,1610612766,10,10,2025-11-13T00:31:42Z,420000,False,20.0,5.0,1,left,MISS S. James running reverse Layup,[1642883],1610612766.0,CHA,running reverse,,,James,S. James,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
43,PT08M18.00S,2025-11-13T00:15:32.8Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,10,10,2025-11-13T00:31:42Z,430000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,
44,PT08M15.00S,2025-11-13T00:15:36.9Z,1,REGULAR,turnover,lost ball,[],1631157,,,1610612749,10,10,2025-11-13T00:15:42Z,440000,False,,,0,,R. Rollins lost ball TURNOVER (1 TO),"[1631157, 1628970]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0
45,PT08M15.00S,2025-11-13T00:15:36.9Z,1,REGULAR,steal,,[],1628970,,,1610612766,10,10,2025-11-13T00:15:38Z,450000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
46,PT08M09.00S,2025-11-13T00:15:42.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629012,6.258212877792378,46.81372549019608,1610612766,12,10,2025-11-13T00:32:47Z,460000,False,16.0,6.0,1,left,C. Sexton running finger roll Layup (2 PTS) (M. Bridges 3 AST),"[1629012, 1628970]",1610612766.0,CHA,running finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.71,Made,2.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,
48,PT07M56.00S,2025-11-13T00:15:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,91.80354796320631,47.30392156862745,1610612749,12,12,2025-11-13T00:16:01Z,480000,False,-13.0,25.0,1,right,R. Rollins driving Layup (2 PTS),[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,2.8,Made,2.0,,,,,,,,,,,,,,,,,
49,PT07M48.00S,2025-11-13T00:16:02.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.178055190538765,48.03921568627451,1610612766,14,12,2025-11-13T00:34:04Z,490000,False,10.0,15.0,1,left,C. Sexton driving finger roll Layup (4 PTS) (M. Bridges 4 AST),"[1629012, 1628970]",1610612766.0,CHA,driving finger roll,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.79,Made,4.0,M. Bridges,1628970.0,4.0,,,,,,,,,,,,,,
51,PT07M29.00S,2025-11-13T00:16:21.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,69.85873850197109,13.970588235294118,1610612749,14,12,2025-11-13T00:16:25Z,510000,False,-180.0,231.0,1,right,MISS M. Turner 29' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,29.28,Missed,,,,,,,,,,,,,,,,,,
52,PT07M27.00S,2025-11-13T00:16:24.1Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,14,12,2025-11-13T00:16:24Z,520000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,
53,PT07M23.00S,2025-11-13T00:16:28.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642851,5.469776609724048,4.411764705882353,1610612766,17,12,2025-11-13T00:35:28Z,530000,False,228.0,-1.0,1,left,K. Knueppel 3PT running (6 PTS) (C. Sexton 2 AST),"[1642851, 1629012]",1610612766.0,CHA,running,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,22.79,Made,6.0,C. Sexton,1629012.0,2.0,,,,,,,,,,,,,,
55,PT07M22.00S,2025-11-13T00:16:35.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,17,12,2025-11-13T00:16:35Z,550000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M59.00S,2025-11-13T00:20:20.7Z,1,REGULAR,3pt,Jump Shot,[],1631260,68.15045992115637,29.65686274509804,1610612749,17,15,2025-11-13T00:20:25Z,570000,False,-102.0,247.0,1,right,A. Green 26' 3PT  (3 PTS) (R. Rollins 1 AST),"[1631260, 1631157]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.7,Made,3.0,R. Rollins,1631157.0,1.0,,,,,,,,,,,,,,
59,PT06M50.00S,2025-11-13T00:20:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,7.046649145860711,50.0,1610612766,19,15,2025-11-13T00:20:35Z,590000,False,0.0,14.0,1,left,R. Kalkbrenner cutting DUNK (9 PTS) (C. Sexton 3 AST),"[1641750, 1629012]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,1.37,Made,9.0,C. Sexton,1629012.0,3.0,,,,,,,,,,,,,,
61,PT06M24.00S,2025-11-13T00:20:55.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,88.51839684625493,58.333333333333336,1610612749,19,15,2025-11-13T00:39:36Z,610000,False,42.0,55.0,1,right,MISS M. Turner 6' turnaround Hook - blocked,"[1626167, 1641750]",1610612749.0,MIL,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,Kalkbrenner,1641750.0,,,
