actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M47.00S,2025-11-29T00:42:10.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,30.56833114323259,28.921568627450984,1610612766,5,0,2025-11-29T00:43:23Z,180000,False,105.0,235.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
19,PT10M44.00S,2025-11-29T00:42:13.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,0,2025-11-29T00:42:14Z,190000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,
20,PT10M33.00S,2025-11-29T00:42:24.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,93.24901445466492,50.49019607843137,1610612741,5,2,2025-11-29T00:42:33Z,200000,False,2.0,11.0,1,right,M. Buzelis cutting DUNK (2 PTS) (J. Giddey 1 AST),"[1641824, 1630581]",1610612741.0,CHI,cutting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
22,PT10M14.00S,2025-11-29T00:42:42.5Z,1,REGULAR,3pt,Jump Shot,[],1628970,28.991458607095925,75.73529411764706,1610612766,5,2,2025-11-29T00:42:46Z,220000,False,-129.0,220.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2025-11-29T00:42:44.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,5,2,2025-11-29T00:42:46Z,230000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT10M08.00S,2025-11-29T00:42:48.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,67.49342969776609,65.44117647058823,1610612741,5,2,2025-11-29T00:45:10Z,240000,False,77.0,253.0,1,right,MISS J. Giddey 26' running pullup 3PT,[1630581],1610612741.0,CHI,running pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,26.46,Missed,,,,,,,,,,,,,,,,,,
25,PT10M05.00S,2025-11-29T00:42:51.5Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,5,2,2025-11-29T00:42:53Z,250000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT09M56.00S,2025-11-29T00:43:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,24.655059132720105,87.74509803921569,1610612766,5,2,2025-11-29T00:43:05Z,260000,False,-189.0,179.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
27,PT09M53.00S,2025-11-29T00:43:03.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,5,2,2025-11-29T00:43:05Z,270000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
28,PT09M48.00S,2025-11-29T00:43:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612741,5,2,2025-11-29T00:43:17Z,280000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1628970, 1641824]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628954.0,,1.0,0.0,Buzelis,1641824.0,,
30,PT09M48.00S,2025-11-29T00:43:35.1Z,1,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,5,2,2025-11-29T00:45:24Z,300000,False,,,0,,MISS M. Buzelis Free Throw 1 of 2,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
31,PT09M48.00S,2025-11-29T00:43:35.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,5,2,2025-11-29T00:45:24Z,310000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,
32,PT09M48.00S,2025-11-29T00:43:35.1Z,1,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,5,3,2025-11-29T00:45:24Z,320000,False,,,0,,M. Buzelis Free Throw 2 of 2 (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M43.00S,2025-11-29T00:44:06.8Z,1,REGULAR,foul,offensive,[],1641750,,,1610612766,5,3,2025-11-29T00:44:18Z,330000,False,,,0,,R. Kalkbrenner offensive FOUL (1 PF),"[1641750, 1629632]",1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1155.0,,1.0,0.0,White,1629632.0,,
35,PT09M43.00S,2025-11-29T00:44:06.8Z,1,REGULAR,turnover,offensive foul,[],1641750,,,1610612766,5,3,2025-11-29T00:44:06Z,350000,False,,,0,,R. Kalkbrenner offensive foul TURNOVER (1 TO),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1155.0,1.0,,,,,,
36,PT09M26.00S,2025-11-29T00:44:30.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,90.88370565045992,95.83333333333334,1610612741,5,3,2025-11-29T00:44:34Z,360000,False,229.0,33.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
37,PT09M26.00S,2025-11-29T00:44:30.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,5,3,2025-11-29T00:44:34Z,370000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,36.0,,,,,,,,,,,
39,PT09M12.00S,2025-11-29T00:44:50.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,17.296320630749015,37.5,1610612766,7,3,2025-11-29T00:44:55Z,390000,False,62.0,110.0,1,left,B. Miller 12' pullup Jump Shot (2 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,12.66,Made,2.0,,,,,,,,,,,,,,,,,
40,PT09M05.00S,2025-11-29T00:44:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,92.9862023653088,48.28431372549019,1610612741,7,5,2025-11-29T00:45:04Z,400000,False,-9.0,13.0,1,right,K. Huerter cutting Layup (2 PTS) (C. White 1 AST),"[1628989, 1629632]",1610612741.0,CHI,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
42,PT08M58.00S,2025-11-29T00:45:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,13.748357424441524,51.9607843137255,1610612766,7,5,2025-11-29T00:45:10Z,420000,False,-10.0,77.0,1,left,MISS L. Ball 7' floating Shot,[1630163],1610612766.0,CHA,floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,7.73,Missed,,,,,,,,,,,,,,,,,,
43,PT08M54.00S,2025-11-29T00:45:09.2Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,7,5,2025-11-29T00:45:09Z,430000,False,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,
44,PT08M53.00S,2025-11-29T00:45:10.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641750,6.258212877792378,49.26470588235294,1610612766,9,5,2025-11-29T00:45:14Z,440000,False,4.0,6.0,1,left,R. Kalkbrenner DUNK (2 PTS) (L. Ball 1 AST),"[1641750, 1630163]",1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
46,PT08M34.00S,2025-11-29T00:45:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.27792378449409,50.245098039215684,1610612741,9,5,2025-11-29T00:45:34Z,460000,False,1.0,29.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
47,PT08M31.00S,2025-11-29T00:45:31.9Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,9,5,2025-11-29T00:45:34Z,470000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,
48,PT08M11.00S,2025-11-29T00:45:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,15.982260183968464,41.66666666666667,1610612766,9,5,2025-11-29T00:45:57Z,480000,False,42.0,98.0,1,left,MISS M. Bridges 10' turnaround Shot,[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,10.62,Missed,,,,,,,,,,,,,,,,,,
49,PT08M08.00S,2025-11-29T00:45:55.3Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,9,5,2025-11-29T00:45:57Z,490000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,
50,PT07M59.00S,2025-11-29T00:46:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,91.67214191852825,49.26470588235294,1610612741,9,7,2025-11-29T00:46:08Z,500000,False,-4.0,26.0,1,right,C. White driving Layup (2 PTS) (N. Vučević 1 AST),"[1629632, 202696]",1610612741.0,CHI,driving,,,White,C. White,,,,,Restricted Area,0-8 Center,2.61,Made,2.0,N. Vučević,202696.0,1.0,,,,,,,,,,,,,,
52,PT07M47.00S,2025-11-29T00:46:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.258212877792378,48.529411764705884,1610612766,11,7,2025-11-29T00:46:21Z,520000,False,7.0,6.0,1,left,M. Bridges cutting Layup (2 PTS) (K. Knueppel 1 AST),"[1628970, 1642851]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.97,Made,2.0,K. Knueppel,1642851.0,1.0,,,,,,,,,,,,,,
54,PT07M38.00S,2025-11-29T00:46:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,93.24901445466492,50.245098039215684,1610612741,11,9,2025-11-29T00:46:28Z,540000,False,1.0,11.0,1,right,J. Giddey driving Layup (2 PTS),[1630581],1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.11,Made,2.0,,,,,,,,,,,,,,,,,
55,PT07M21.00S,2025-11-29T00:46:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.1268068331143235,50.98039215686274,1610612766,13,9,2025-11-29T00:46:46Z,550000,False,-5.0,5.0,1,left,L. Ball driving reverse Layup (5 PTS),[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,0.71,Made,5.0,,,,,,,,,,,,,,,,,
56,PT07M12.00S,2025-11-29T00:46:51.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,93.38042049934296,52.20588235294118,1610612741,13,11,2025-11-29T00:46:55Z,560000,False,11.0,10.0,1,right,C. White driving reverse Layup (4 PTS) (M. Buzelis 1 AST),"[1629632, 1641824]",1610612741.0,CHI,driving reverse,,,White,C. White,,,,,Restricted Area,0-8 Center,1.47,Made,4.0,M. Buzelis,1641824.0,1.0,,,,,,,,,,,,,,
58,PT06M59.00S,2025-11-29T00:47:02.9Z,1,REGULAR,3pt,Jump Shot,[],1641706,33.98488830486202,50.0,1610612766,13,11,2025-11-29T00:47:07Z,580000,False,0.0,267.0,1,left,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
59,PT06M56.00S,2025-11-29T00:47:05.9Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,13,11,2025-11-29T00:47:07Z,590000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,
60,PT06M54.00S,2025-11-29T00:47:11.8Z,1,REGULAR,foul,personal,[],1630163,,,1610612741,13,11,2025-11-29T00:47:20Z,600000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1641824]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1155.0,,1.0,0.0,Buzelis,1641824.0,,
62,PT06M54.00S,2025-11-29T00:47:40.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,13,11,2025-11-29T00:47:40Z,620000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2025-11-29T00:48:48.0Z,1,REGULAR,substitution,out,[],1641706,,,1610612741,13,11,2025-11-29T00:49:51Z,630000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M54.00S,2025-11-29T00:48:48.0Z,1,REGULAR,substitution,out,[],1628989,,,1610612741,13,11,2025-11-29T00:49:51Z,640000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2025-11-29T00:48:48.0Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,13,11,2025-11-29T00:49:51Z,650000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M54.00S,2025-11-29T00:48:48.0Z,1,REGULAR,substitution,in,[],1630544,,,1610612741,13,11,2025-11-29T00:49:51Z,660000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M54.00S,2025-11-29T00:48:48.0Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,13,11,2025-11-29T00:49:51Z,670000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M54.00S,2025-11-29T00:48:48.0Z,1,REGULAR,substitution,in,[],1630200,,,1610612741,13,11,2025-11-29T00:49:51Z,680000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M38.00S,2025-11-29T00:50:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,85.23324572930355,38.970588235294116,1610612741,13,11,2025-11-29T00:50:37Z,690000,False,-55.0,86.0,1,right,MISS T. Jones 10' floating Shot,[1630200],1610612741.0,CHI,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,10.24,Missed,,,,,,,,,,,,,,,,,,
71,PT06M36.00S,2025-11-29T00:50:28.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,13,11,2025-11-29T00:50:37Z,700000,False,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,70.0,3.0,2.0,1.0,,,,,,,,
72,PT06M30.00S,2025-11-29T00:50:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630163,5.995400788436268,43.38235294117647,1610612766,15,11,2025-11-29T00:52:58Z,710000,False,33.0,4.0,1,left,L. Ball running Layup (7 PTS),[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.33,Made,7.0,,,,,,,,,,,,,,,,,
73,PT06M23.00S,2025-11-29T00:50:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.32917214191852,51.9607843137255,1610612741,15,13,2025-11-29T00:53:26Z,720000,False,10.0,20.0,1,right,J. Giddey driving Layup (4 PTS) (T. Jones 1 AST),"[1630581, 1630200]",1610612741.0,CHI,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.19,Made,4.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
75,PT06M17.00S,2025-11-29T00:50:54.6Z,1,REGULAR,foul,personal,[],1641824,,,1610612766,15,13,2025-11-29T00:51:26Z,740000,False,,,0,,M. Buzelis personal FOUL (1 PF),"[1641824, 1628970]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1155.0,,1.0,0.0,Bridges,1628970.0,,
77,PT06M04.00S,2025-11-29T00:51:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,10.068988173455978,49.754901960784316,1610612766,15,13,2025-11-29T00:51:29Z,760000,False,1.0,42.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2025-11-29T00:51:27.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,13,2025-11-29T00:51:29Z,770000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,
79,PT05M58.00S,2025-11-29T00:51:31.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630245,68.80749014454665,72.30392156862744,1610612741,15,16,2025-11-29T01:44:32Z,780000,False,112.0,241.0,1,right,A. Dosunmu 26' 3PT running (3 PTS) (J. Giddey 2 AST),"[1630245, 1630581]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,26.53,Made,3.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
81,PT05M47.00S,2025-11-29T00:51:42.0Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,15,16,2025-11-29T00:56:03Z,800000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1641824]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,,,,,Buzelis,1641824.0
82,PT05M47.00S,2025-11-29T00:51:42.0Z,1,REGULAR,steal,,[],1641824,,,1610612741,15,16,2025-11-29T00:51:44Z,810000,False,,,0,,M. Buzelis STEAL (1 STL),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2025-11-29T00:51:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,92.06636005256242,51.225490196078425,1610612741,15,18,2025-11-29T00:56:35Z,820000,False,6.0,22.0,1,right,A. Dosunmu running Layup (5 PTS) (M. Buzelis 2 AST),"[1630245, 1641824]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.29,Made,5.0,M. Buzelis,1641824.0,2.0,,,,,,,,,,,,,,
85,PT05M23.00S,2025-11-29T00:52:09.7Z,1,REGULAR,foul,personal,[],1641824,,,1610612766,15,18,2025-11-29T00:52:15Z,840000,False,,,0,,M. Buzelis personal FOUL (2 PF),"[1641824, 1642851]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202041.0,,2.0,0.0,Knueppel,1642851.0,,
87,PT05M23.00S,2025-11-29T00:52:18.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,15,18,2025-11-29T00:52:36Z,860000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M23.00S,2025-11-29T00:52:18.5Z,1,REGULAR,substitution,out,[],202696,,,1610612766,15,18,2025-11-29T00:52:36Z,870000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2025-11-29T00:52:18.5Z,1,REGULAR,substitution,out,[],1641824,,,1610612766,15,18,2025-11-29T00:52:36Z,880000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
