actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-01T22:10:41.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-01T22:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-01T22:10:43.4Z,1,REGULAR,jumpball,recovered,[],203944,,,1610612750,0,0,2025-11-01T22:10:43Z,40000,False,,,0,,Jump Ball R. Gobert vs. R. Kalkbrenner: Tip to J. Randle,"[203944, 203497, 1641750]",1610612750.0,MIN,startperiod,J. Randle,203944.0,Randle,J. Randle,Gobert,203497.0,Kalkbrenner,1641750.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-11-01T22:10:56.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,78.13731931668858,8.088235294117647,1610612750,0,0,2025-11-01T22:11:03Z,70000,False,-210.0,153.0,1,right,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-11-01T22:10:58.9Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,0,0,2025-11-01T22:11:03Z,80000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-11-01T22:11:20.1Z,1,REGULAR,turnover,bad pass,[],1642851,,,1610612766,0,0,2025-11-01T22:11:25Z,90000,False,,,0,,K. Knueppel bad pass TURNOVER (1 TO),"[1642851, 1628978]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,,,,
10,PT11M20.00S,2025-11-01T22:11:20.1Z,1,REGULAR,steal,,[],1628978,,,1610612750,0,0,2025-11-01T22:11:22Z,100000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M16.00S,2025-11-01T22:11:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,91.40932982917214,54.166666666666664,1610612750,0,2,2025-11-01T22:12:40Z,110000,False,21.0,28.0,1,right,J. McDaniels running finger roll Layup (2 PTS) (D. DiVincenzo 1 AST),"[1630183, 1628978]",1610612750.0,MIN,running finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,
13,PT11M10.00S,2025-11-01T22:11:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.1268068331143235,49.50980392156863,1610612766,2,2,2025-11-01T22:14:18Z,130000,False,2.0,5.0,1,left,M. Bridges driving Layup (2 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,
15,PT10M49.00S,2025-11-01T22:11:50.2Z,1,REGULAR,2pt,Jump Shot,[],203944,74.06373193166885,42.40196078431372,1610612750,2,2,2025-11-01T22:11:55Z,150000,False,-38.0,191.0,1,right,MISS J. Randle 19' pullup Shot,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,19.5,Missed,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2025-11-01T22:11:50.2Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,2,2,2025-11-01T22:11:55Z,160000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:2),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Mid-Range,16-24 Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
