actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M38.00S,2025-11-16T00:12:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,91.40932982917214,44.11764705882353,1610612766,2,2,2025-11-16T02:14:13Z,170000,False,-29.0,28.0,1,right,MISS C. Sexton driving floating Shot - blocked,"[1629012, 1631096]",1610612766.0,CHA,driving floating,,,,,,Restricted Area,0-8 Center,4.08,Missed,,Sexton,C. Sexton,,,,,,,,Holmgren,1631096.0,,,,,,,,
18,PT10M38.00S,2025-11-16T00:12:28.0Z,1,REGULAR,block,,[],1631096,,,1610612766,2,2,2025-11-16T00:12:31Z,180000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,
19,PT10M38.00S,2025-11-16T00:12:28.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,2,2,2025-11-16T00:12:38Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,,,,,,,17.0,,,,,,,,,,,,,
21,PT10M35.00S,2025-11-16T00:12:46.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642851,92.59198423127464,5.637254901960785,1610612766,2,2,2025-11-16T00:12:51Z,210000,False,-222.0,17.0,1,right,MISS K. Knueppel 3PT,[1642851],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,22.25,Missed,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,
23,PT10M35.00S,2025-11-16T00:12:46.0Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,2,2025-11-16T00:12:51Z,220000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,,Holmgren,C. Holmgren,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M25.00S,2025-11-16T00:12:56.1Z,1,REGULAR,turnover,bad pass,[],1641717,,,1610612760,2,2,2025-11-16T00:13:00Z,230000,False,,,0,,C. Wallace bad pass TURNOVER (1 TO),"[1641717, 1629012]",1610612760.0,OKC,,,,,,,Mid-Range,16-24 Left Center,,,,Wallace,C. Wallace,,,,,,,,,,1.0,Sexton,1629012.0,,,,,
25,PT10M25.00S,2025-11-16T00:12:56.1Z,1,REGULAR,steal,,[],1629012,,,1610612766,2,2,2025-11-16T00:12:58Z,240000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Left Center,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2025-11-16T00:13:16.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,89.30683311432325,4.901960784313726,1610612766,2,2,2025-11-16T00:13:20Z,250000,False,-225.0,48.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,23.06,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,
27,PT10M04.00S,2025-11-16T00:13:16.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,2,2,2025-11-16T00:13:20Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,,,,,,,26.0,,,,,,,,,,,,,
29,PT09M52.00S,2025-11-16T00:13:34.6Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612760,2,2,2025-11-16T00:13:39Z,280000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1641750]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hartenstein,I. Hartenstein,,,,,,,,,,1.0,Kalkbrenner,1641750.0,,,,,
30,PT09M52.00S,2025-11-16T00:13:34.6Z,1,REGULAR,steal,,[],1641750,,,1610612766,2,2,2025-11-16T00:13:36Z,290000,False,,,0,,R. Kalkbrenner STEAL (1 STL),[1641750],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
31,PT09M45.00S,2025-11-16T00:13:42.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642883,90.62089356110381,5.637254901960785,1610612766,2,2,2025-11-16T02:14:45Z,300000,False,-222.0,36.0,1,right,MISS S. James running 3PT,[1642883],1610612766.0,CHA,running,,,,,,Left Corner 3,24+ Left,22.47,Missed,,James,S. James,,,,,,,,,,,,,,,,,
32,PT09M41.00S,2025-11-16T00:13:44.8Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,2,2025-11-16T00:13:44Z,310000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,,Hartenstein,I. Hartenstein,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M31.00S,2025-11-16T00:13:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,7.5722733245729295,52.69607843137255,1610612760,2,2,2025-11-16T00:13:58Z,320000,False,-13.0,19.0,1,left,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,2.31,Missed,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,
34,PT09M29.00S,2025-11-16T00:13:56.8Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612766,2,2,2025-11-16T00:13:58Z,330000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,,Sexton,C. Sexton,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT09M27.00S,2025-11-16T00:14:02.9Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612766,2,2,2025-11-16T00:17:45Z,375000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Kalkbrenner 2 FT),"[1628983, 1641750]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,1627524.0,1.0,0.0,Kalkbrenner,1641750.0
37,PT09M27.00S,2025-11-16T00:14:23.0Z,1,REGULAR,freethrow,1 of 2,[],1641750,,,1610612766,3,2,2025-11-16T00:17:57Z,378750,False,,,0,,R. Kalkbrenner Free Throw 1 of 2 (1 PTS),[1641750],1610612766.0,CHA,,,,,,,,,,Made,1.0,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
38,PT09M27.00S,2025-11-16T00:14:23.0Z,1,REGULAR,freethrow,2 of 2,[],1641750,,,1610612766,4,2,2025-11-16T00:17:57Z,379375,False,,,0,,R. Kalkbrenner Free Throw 2 of 2 (2 PTS),[1641750],1610612766.0,CHA,,,,,,,,,,Made,2.0,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
39,PT09M08.00S,2025-11-16T00:14:56.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,11.777266754270697,49.01960784313725,1610612760,4,4,2025-11-16T00:15:00Z,380000,False,5.0,58.0,1,left,I. Hartenstein Hook (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1628392, 1628983]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,4.0,Hartenstein,I. Hartenstein,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
41,PT08M56.00S,2025-11-16T00:15:08.9Z,1,REGULAR,3pt,Jump Shot,[],1642851,68.80749014454665,72.54901960784314,1610612766,7,4,2025-11-16T00:15:12Z,400000,False,113.0,241.0,1,right,K. Knueppel 26' 3PT  (5 PTS) (M. Bridges 1 AST),"[1642851, 1628970]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,26.58,Made,5.0,Knueppel,K. Knueppel,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
43,PT08M38.00S,2025-11-16T00:15:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,10.463206307490145,49.50980392156863,1610612760,7,4,2025-11-16T02:15:08Z,420000,False,2.0,46.0,1,left,MISS C. Holmgren driving floating Shot,[1631096],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,
44,PT08M37.00S,2025-11-16T00:15:28.9Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,7,4,2025-11-16T00:15:28Z,430000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Holmgren,C. Holmgren,,,,43.0,2.0,1.0,1.0,,,,,,,,,,
45,PT08M35.00S,2025-11-16T00:15:30.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,7.178055190538765,45.34313725490196,1610612760,7,6,2025-11-16T00:15:40Z,440000,False,23.0,15.0,1,left,C. Holmgren reverse Layup (2 PTS),[1631096],1610612760.0,OKC,reverse,,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,
46,PT08M22.00S,2025-11-16T00:15:42.9Z,1,REGULAR,3pt,Jump Shot,[],1629012,65.91655716162943,60.049019607843135,1610612766,10,6,2025-11-16T02:15:32Z,450000,False,50.0,268.0,1,right,C. Sexton 27' 3PT pullup (3 PTS) (M. Bridges 2 AST),"[1629012, 1628970]",1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Center,27.26,Made,3.0,Sexton,C. Sexton,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
48,PT08M09.00S,2025-11-16T00:15:57.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,14.799605781865965,30.14705882352941,1610612760,10,8,2025-11-16T00:16:55Z,470000,False,99.0,87.0,1,left,S. Gilgeous-Alexander 13' turnaround fadeaway Jump Shot (2 PTS) (I. Hartenstein 1 AST),"[1628983, 1628392]",1610612760.0,OKC,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,13.18,Made,2.0,Gilgeous-Alexander,S. Gilgeous-Alexander,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
50,PT07M59.00S,2025-11-16T00:16:06.2Z,1,REGULAR,2pt,Jump Shot,[],1642851,92.59198423127464,27.450980392156865,1610612766,10,8,2025-11-16T00:17:56Z,490000,False,-113.0,17.0,1,right,MISS K. Knueppel 11' pullup Shot,[1642851],1610612766.0,CHA,pullup,,,,,,Mid-Range,8-16 Left,11.4,Missed,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,
51,PT07M57.00S,2025-11-16T00:16:08.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,10,8,2025-11-16T00:16:22Z,500000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,,,,Mid-Range,8-16 Left,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
52,PT07M51.00S,2025-11-16T00:16:14.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641717,6.652431011826544,94.6078431372549,1610612760,10,11,2025-11-16T00:16:35Z,510000,False,-223.0,10.0,1,left,C. Wallace 3PT running (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1641717, 1628983]",1610612760.0,OKC,running,,,,,,Left Corner 3,24+ Left,22.32,Made,3.0,Wallace,C. Wallace,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
54,PT07M50.00S,2025-11-16T00:16:21.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,10,11,2025-11-16T00:16:21Z,530000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M36.00S,2025-11-16T00:19:33.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,91.40932982917214,58.57843137254902,1610612766,10,11,2025-11-16T00:20:05Z,540000,False,43.0,28.0,1,right,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,
57,PT07M34.00S,2025-11-16T00:19:35.4Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,10,11,2025-11-16T00:22:28Z,550000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dort,L. Dort,,,,56.0,1.0,1.0,0.0,,,,,,,,,,
58,PT07M27.00S,2025-11-16T00:19:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.30946123521682,44.6078431372549,1610612760,10,11,2025-11-16T00:20:53Z,560000,False,27.0,16.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,3.15,Missed,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2025-11-16T00:19:44.7Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,10,11,2025-11-16T00:19:47Z,570000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,,James,S. James,,,,58.0,1.0,1.0,0.0,,,,,,,,,,
60,PT07M19.00S,2025-11-16T00:19:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629012,90.88370565045992,46.32352941176471,1610612766,10,11,2025-11-16T02:16:24Z,580000,False,-18.0,33.0,1,right,MISS C. Sexton Hook,[1629012],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,3.8,Missed,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,
61,PT07M13.00S,2025-11-16T00:19:56.7Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,10,11,2025-11-16T02:16:24Z,590000,False,,,0,,R. Kalkbrenner REBOUND (Off:1 Def:1),[1641750],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,,Kalkbrenner,R. Kalkbrenner,,,,60.0,2.0,1.0,1.0,,,,,,,,,,
62,PT07M13.00S,2025-11-16T00:19:56.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641750,94.40999984741211,50.0,1610612766,12,11,2025-11-16T00:23:25Z,600000,False,0.0,0.0,1,right,R. Kalkbrenner tip DUNK (4 PTS),[1641750],1610612766.0,CHA,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
63,PT07M09.00S,2025-11-16T00:20:12.7Z,1,REGULAR,turnover,double dribble,[],1641717,,,1610612760,12,11,2025-11-16T00:20:25Z,610000,False,,,0,,C. Wallace double dribble TURNOVER (2 TO),[1641717],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Wallace,C. Wallace,,,,,,,,,,2.0,,,1627524.0,,,,
64,PT06M54.00S,2025-11-16T00:20:28.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628970,90.62089356110381,95.58823529411765,1610612766,15,11,2025-11-16T00:20:33Z,620000,False,228.0,36.0,1,right,M. Bridges 3PT  (3 PTS) (K. Knueppel 1 AST),"[1628970, 1642851]",1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,23.07,Made,3.0,Bridges,M. Bridges,K. Knueppel,1642851.0,1.0,,,,,,,,,,,,,,
66,PT06M41.00S,2025-11-16T00:20:41.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,20.45006570302234,27.205882352941174,1610612760,15,13,2025-11-16T00:20:50Z,640000,False,114.0,140.0,1,left,S. Gilgeous-Alexander 18' pullup Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup,,,,,,Mid-Range,16-24 Right Center,18.03,Made,4.0,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,
67,PT06M22.00S,2025-11-16T00:21:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642883,91.40932982917214,54.166666666666664,1610612766,15,13,2025-11-16T00:21:08Z,650000,False,21.0,28.0,1,right,MISS S. James Layup,[1642883],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,3.51,Missed,,James,S. James,,,,,,,,,,,,,,,,,
68,PT06M16.00S,2025-11-16T00:21:05.9Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,15,13,2025-11-16T00:21:05Z,660000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,67.0,2.0,2.0,0.0,,,,,,,,,,
69,PT06M14.00S,2025-11-16T00:21:08.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631096,29.77989487516426,21.568627450980394,1610612760,15,13,2025-11-16T02:17:03Z,670000,False,142.0,227.0,1,left,MISS C. Holmgren 26' running 3PT,[1631096],1610612760.0,OKC,running,,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2025-11-16T00:21:09.8Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,15,13,2025-11-16T00:21:09Z,680000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,,Hartenstein,I. Hartenstein,,,,69.0,2.0,1.0,1.0,,,,,,,,,,
71,PT06M09.00S,2025-11-16T00:21:12.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,8.492115637319317,50.73529411764706,1610612760,15,15,2025-11-16T00:21:17Z,690000,False,-4.0,27.0,1,left,C. Holmgren cutting Layup (4 PTS) (I. Hartenstein 2 AST),"[1631096, 1628392]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,2.75,Made,4.0,Holmgren,C. Holmgren,I. Hartenstein,1628392.0,2.0,,,,,,,,,,,,,,
73,PT06M02.00S,2025-11-16T00:21:24.8Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612766,15,15,2025-11-16T00:21:52Z,710000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Kalkbrenner 2 FT),"[1628392, 1641750]",1610612760.0,OKC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,2002.0,1.0,0.0,Kalkbrenner,1641750.0
75,PT06M02.00S,2025-11-16T00:21:53.9Z,1,REGULAR,freethrow,1 of 2,[],1641750,,,1610612766,16,15,2025-11-16T00:21:54Z,730000,False,,,0,,R. Kalkbrenner Free Throw 1 of 2 (5 PTS),[1641750],1610612766.0,CHA,,,,,,,,,,Made,5.0,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
76,PT06M02.00S,2025-11-16T00:21:55.9Z,1,REGULAR,substitution,out,[],1642883,,,1610612766,16,15,2025-11-16T00:22:10Z,740000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,,,,,,,,,James,S. James,,,,,,,,,,,,,,,,,
77,PT06M02.00S,2025-11-16T00:21:55.9Z,1,REGULAR,substitution,out,[],1629012,,,1610612766,16,15,2025-11-16T00:22:10Z,750000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,,,,,,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,
78,PT06M02.00S,2025-11-16T00:21:55.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612766,16,15,2025-11-16T00:22:10Z,760000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,,,,,,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,
79,PT06M02.00S,2025-11-16T00:21:55.9Z,1,REGULAR,substitution,in,[],1642354,,,1610612766,16,15,2025-11-16T00:22:10Z,770000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,,,,,,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,
80,PT06M02.00S,2025-11-16T00:21:55.9Z,1,REGULAR,substitution,in,[],1630544,,,1610612766,16,15,2025-11-16T00:22:10Z,780000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,
81,PT06M02.00S,2025-11-16T00:21:55.9Z,1,REGULAR,substitution,in,[],1630198,,,1610612766,16,15,2025-11-16T00:22:10Z,790000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,
82,PT06M02.00S,2025-11-16T00:22:24.0Z,1,REGULAR,freethrow,2 of 2,[],1641750,,,1610612766,17,15,2025-11-16T00:22:24Z,800000,False,,,0,,R. Kalkbrenner Free Throw 2 of 2 (6 PTS),[1641750],1610612766.0,CHA,,,,,,,,,,Made,6.0,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
83,PT05M53.00S,2025-11-16T00:22:36.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,6.258212877792378,49.754901960784316,1610612760,17,17,2025-11-16T00:22:43Z,810000,False,1.0,6.0,1,left,C. Holmgren driving DUNK (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1631096, 1628983]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,0.64,Made,6.0,Holmgren,C. Holmgren,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,,
86,PT05M47.00S,2025-11-16T00:22:51.3Z,1,REGULAR,substitution,out,[],1641750,,,1610612766,17,17,2025-11-16T00:22:56Z,825000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,,,,,,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,
