actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-02T20:10:07.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-02T20:10:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-02-02T20:10:38.8Z,1,REGULAR,jumpball,recovered,[],1630163,,,1610612766,0,0,2026-02-02T20:10:38Z,40000,False,,,0,,Jump Ball M. Diabaté vs. D. Queen: Tip to L. Ball,"[1630163, 1631217, 1642852]",1610612766.0,CHA,startperiod,L. Ball,1630163.0,Ball,L. Ball,Diabaté,1631217.0,Queen,1642852.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-02-02T20:10:54.0Z,1,REGULAR,3pt,Jump Shot,[],1642851,65.65374507227332,54.90196078431373,1610612766,3,0,2026-02-02T20:11:07Z,70000,False,25.0,270.0,1,right,K. Knueppel 27' 3PT  (3 PTS) (M. Diabaté 1 AST),"[1642851, 1631217]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,27.15,Made,3.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,,,
9,PT11M14.00S,2026-02-02T20:11:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,31.882391590013142,63.23529411764706,1610612740,3,0,2026-02-02T20:11:24Z,90000,False,-66.0,247.0,1,left,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
10,PT11M11.00S,2026-02-02T20:11:22.2Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,3,0,2026-02-02T20:11:24Z,100000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M01.00S,2026-02-02T20:11:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,92.46057818659659,51.71568627450981,1610612766,5,0,2026-02-02T20:11:37Z,110000,False,9.0,18.0,1,right,M. Diabaté cutting DUNK (2 PTS) (L. Ball 1 AST),"[1631217, 1630163]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.03,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
13,PT10M47.00S,2026-02-02T20:11:46.0Z,1,REGULAR,3pt,Jump Shot,[],1630529,22.946780551905388,12.009803921568627,1610612740,5,0,2026-02-02T20:11:50Z,130000,False,190.0,163.0,1,left,MISS H. Jones 25' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2026-02-02T20:11:48.0Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,5,0,2026-02-02T20:11:50Z,140000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:2),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
15,PT10M27.00S,2026-02-02T20:12:06.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,74.19513797634691,9.068627450980392,1610612766,5,0,2026-02-02T20:12:11Z,150000,False,-205.0,190.0,1,right,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,27.94,Missed,,,,,,,,,,,,,,,,,,
16,PT10M23.00S,2026-02-02T20:12:10.8Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,5,0,2026-02-02T20:12:11Z,160000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
