actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-11T00:11:02.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-11T00:11:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-11-11T00:11:07.5Z,1,REGULAR,jumpball,recovered,[],1641750,,,1610612766,0,0,2025-11-11T00:11:07Z,40000,False,,,0,,Jump Ball R. Kalkbrenner vs. D. Ayton: Tip to R. Kalkbrenner,"[1641750, 1641750, 1629028]",1610612766.0,CHA,startperiod,R. Kalkbrenner,1641750.0,Kalkbrenner,R. Kalkbrenner,Kalkbrenner,1641750.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-11-11T00:11:22.2Z,1,REGULAR,turnover,bad pass,[],1642851,,,1610612766,0,0,2025-11-11T00:11:26Z,70000,False,,,0,,K. Knueppel bad pass TURNOVER (1 TO),"[1642851, 1630559]",1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,1.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-11-11T00:11:22.2Z,1,REGULAR,steal,,[],1630559,,,1610612747,0,0,2025-11-11T00:11:24Z,80000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M31.00S,2025-11-11T00:11:30.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629028,6.389618922470433,50.49019607843137,1610612747,0,2,2025-11-11T00:11:35Z,90000,False,-2.0,8.0,1,left,D. Ayton alley-oop DUNK (2 PTS) (A. Reaves 1 AST),"[1629028, 1630559]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,0.8,Made,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,
12,PT11M15.00S,2025-11-11T00:12:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,90.3580814717477,52.20588235294118,1610612766,2,2,2025-11-11T00:12:04Z,120000,False,11.0,38.0,1,right,K. Knueppel driving Layup (2 PTS) (C. Sexton 1 AST),"[1642851, 1629012]",1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,3.97,Made,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,
14,PT10M55.00S,2025-11-11T00:12:20.8Z,1,REGULAR,3pt,Jump Shot,[],203935,26.62614980289093,80.3921568627451,1610612747,2,2,2025-11-11T00:12:27Z,140000,False,-152.0,198.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,24.95,Missed,,,,,,,,,,,,,,,
15,PT10M49.00S,2025-11-11T00:12:26.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612747,2,2,2025-11-11T00:12:27Z,150000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,
16,PT10M49.00S,2025-11-11T00:12:26.7Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612747,2,2,2025-11-11T00:12:30Z,160000,False,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 1629012]",1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,1.0,Sexton,1629012.0,,,,,,,,,,,,,,,,,
17,PT10M49.00S,2025-11-11T00:12:26.7Z,1,REGULAR,steal,,[],1629012,,,1610612766,2,2,2025-11-11T00:12:28Z,170000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M49.00S,2025-11-11T00:12:33.4Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612766,2,2,2025-11-11T00:13:30Z,215000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630559, 1629012]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628159.0,1.0,0.0,Sexton,1629012.0,,
20,PT10M49.00S,2025-11-11T00:13:06.1Z,1,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",1629012,,,1610612766,3,2,2025-11-11T00:13:58Z,218750,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
21,PT10M49.00S,2025-11-11T00:13:06.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629012,,,1610612766,4,2,2025-11-11T00:13:58Z,219375,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
22,PT10M34.00S,2025-11-11T00:13:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.559132720105126,39.46078431372549,1610612747,4,2,2025-11-11T00:13:33Z,220000,False,53.0,113.0,1,left,MISS L. Dončić 12' pullup Shot,[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,12.43,Missed,,,,,,,,,,,,,,,
23,PT10M31.00S,2025-11-11T00:13:32.3Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,4,2,2025-11-11T00:13:33Z,230000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,
24,PT10M20.00S,2025-11-11T00:13:41.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,86.15308804204993,43.872549019607845,1610612766,6,2,2025-11-11T00:14:01Z,240000,False,-31.0,78.0,1,right,M. Bridges 8' driving floating Jump Shot (2 PTS) (C. Sexton 2 AST),"[1628970, 1629012]",1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,8.35,Made,2.0,C. Sexton,1629012.0,2.0,,,,,,,,,,,
26,PT10M04.00S,2025-11-11T00:13:58.1Z,1,REGULAR,2pt,Jump Shot,[],1630559,6.307490144546648,66.51348039215686,1610612747,6,4,2025-11-11T00:15:21Z,260000,False,-83.0,7.0,1,left,A. Reaves 8' fadeaway Jump Shot (2 PTS),[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,,8.29,Made,2.0,,,,,,,,,,,,,,
27,PT09M51.00S,2025-11-11T00:14:11.0Z,1,REGULAR,3pt,Jump Shot,[],1642851,73.14388961892247,18.38235294117647,1610612766,6,4,2025-11-11T00:14:15Z,270000,False,-158.0,200.0,1,right,MISS K. Knueppel 25' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,,25.49,Missed,,,,,,,,,,,,,,,
28,PT09M49.00S,2025-11-11T00:14:13.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,6,4,2025-11-11T00:14:15Z,280000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
29,PT09M35.00S,2025-11-11T00:14:27.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,6.258212877792378,49.01960784313725,1610612747,6,6,2025-11-11T00:14:32Z,290000,False,5.0,6.0,1,left,D. Ayton alley-oop DUNK (4 PTS) (L. Dončić 1 AST),"[1629028, 1629029]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,0.8,Made,4.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,
31,PT09M24.00S,2025-11-11T00:14:38.2Z,1,REGULAR,3pt,Jump Shot,[],1629012,66.5735873850197,34.31372549019608,1610612766,6,6,2025-11-11T00:14:46Z,310000,False,-78.0,262.0,1,right,MISS C. Sexton 27' 3PT,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,27.32,Missed,,,,,,,,,,,,,,,
32,PT09M19.00S,2025-11-11T00:14:43.0Z,1,REGULAR,rebound,offensive,[],1641750,,,1610612766,6,6,2025-11-11T00:14:43Z,320000,False,,,0,,R. Kalkbrenner REBOUND (Off:1 Def:0),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Above the Break 3,24+ Center,,,,,,,,,,31.0,1.0,0.0,1.0,,,,,,,
33,PT09M17.00S,2025-11-11T00:14:45.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628970,90.48948751642575,4.166666666666666,1610612766,9,6,2025-11-11T00:14:49Z,330000,False,-229.0,37.0,1,right,M. Bridges 3PT  (5 PTS) (K. Knueppel 1 AST),"[1628970, 1642851]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,23.22,Made,5.0,K. Knueppel,1642851.0,1.0,,,,,,,,,,,
35,PT09M01.00S,2025-11-11T00:15:02.4Z,1,REGULAR,2pt,Jump Shot,[],1629029,21.23850197109067,44.11764705882353,1610612747,9,6,2025-11-11T00:16:55Z,350000,False,29.0,147.0,1,left,MISS L. Dončić 15' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,,,,15.0,Missed,,,,,,,,,,,,,,,
36,PT09M00.00S,2025-11-11T00:15:03.4Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612747,9,6,2025-11-11T00:15:07Z,360000,False,,,0,,L. Dončić REBOUND (Off:1 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,,,,,,,,,,35.0,2.0,1.0,1.0,,,,,,,
37,PT09M00.00S,2025-11-11T00:15:05.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,7.30946123521682,48.529411764705884,1610612747,9,8,2025-11-11T00:17:27Z,370000,False,7.0,16.0,1,left,L. Dončić putback Layup (2 PTS),[1629029],1610612747.0,LAL,putback,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,1.78,Made,2.0,,,,,,,,,,,,,,
38,PT09M00.00S,2025-11-11T00:15:10.9Z,1,REGULAR,foul,personal,['1freethrow'],1642883,,,1610612747,9,8,2025-11-11T00:15:22Z,380000,False,,,0,,S. James shooting personal FOUL (1 PF) (Dončić 1 FT),"[1642883, 1629029]",1610612766.0,CHA,shooting,,,James,S. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628159.0,1.0,0.0,Dončić,1629029.0,,
40,PT09M00.00S,2025-11-11T00:15:35.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629029,,,1610612747,9,9,2025-11-11T00:15:35Z,400000,False,,,0,,L. Dončić Free Throw 1 of 1 (3 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
41,PT08M37.00S,2025-11-11T00:16:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642851,86.02168199737189,52.450980392156865,1610612766,11,9,2025-11-11T00:16:06Z,410000,False,12.0,79.0,1,right,K. Knueppel 7' fadeaway Jump Shot (4 PTS) (M. Bridges 1 AST),"[1642851, 1628970]",1610612766.0,CHA,fadeaway,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Center,,,,7.99,Made,4.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,
43,PT08M24.00S,2025-11-11T00:16:16.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,13.748357424441524,64.2156862745098,1610612747,11,11,2025-11-11T00:16:51Z,430000,False,-71.0,77.0,1,left,L. Dončić 10' driving floating Jump Shot (5 PTS),[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Left,,,,10.46,Made,5.0,,,,,,,,,,,,,,
44,PT08M24.00S,2025-11-11T00:16:20.7Z,1,REGULAR,foul,personal,['1freethrow'],1629012,,,1610612747,11,11,2025-11-11T00:16:30Z,440000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Dončić 1 FT),"[1629012, 1629029]",1610612766.0,CHA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1628159.0,1.0,0.0,Dončić,1629029.0,,
46,PT08M24.00S,2025-11-11T00:16:42.3Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612747,11,12,2025-11-11T00:16:42Z,460000,False,,,0,,L. Dončić Free Throw 1 of 1 (6 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
47,PT08M03.00S,2025-11-11T00:17:04.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,89.70105124835742,4.6568627450980395,1610612766,14,12,2025-11-11T00:17:08Z,470000,False,-227.0,44.0,1,right,M. Bridges 3PT  (8 PTS) (K. Knueppel 2 AST),"[1628970, 1642851]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,23.1,Made,8.0,K. Knueppel,1642851.0,2.0,,,,,,,,,,,
49,PT07M54.00S,2025-11-11T00:17:16.4Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.276609724047304,50.49019607843137,1610612747,14,15,2025-11-11T00:19:18Z,490000,False,-2.0,251.0,1,left,L. Dončić 25' 3PT step back (9 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,,,,25.09,Made,9.0,,,,,,,,,,,,,,
