actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
358,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,in,['startperiod'],1631217,,,1610612749,66,63,2025-12-30T01:24:51Z,3540000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,66,63,2025-12-30T01:24:51Z,3550000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,in,['startperiod'],1629645,,,1610612749,66,63,2025-12-30T01:24:51Z,3560000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-12-30T01:24:52.0Z,3,REGULAR,period,start,[],0,,,1610612749,66,63,2025-12-30T01:24:52Z,3570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M34.00S,2025-12-30T01:25:16.3Z,3,REGULAR,2pt,Jump Shot,[],1629645,83.78777923784494,75.49019607843137,1610612749,66,65,2025-12-30T01:25:20Z,3580000,False,127.0,100.0,1,right,K. Porter Jr. 16' fadeaway Jump Shot (9 PTS),[1629645],1610612749.0,MIL,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Right Center,16.2,Made,,,,,,,9.0,,,,,,,,,,,
363,PT11M23.00S,2025-12-30T01:25:27.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,5.469776609724048,60.049019607843135,1610612766,66,65,2025-12-30T01:25:31Z,3590000,False,-50.0,-1.0,1,left,MISS B. Miller driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.02,Missed,,,,,,,,,,,,,,,,,,
364,PT11M21.00S,2025-12-30T01:25:29.6Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,66,65,2025-12-30T01:25:31Z,3600000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,363.0,,,1.0,1.0,0.0,,,,,,,,,,,,
365,PT11M16.00S,2025-12-30T01:25:35.0Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203507,84.83902759526939,19.607843137254903,1610612749,66,65,2025-12-30T01:28:50Z,3610000,False,-152.0,90.0,1,right,MISS G. Antetokounmpo 17' running pullup Shot,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left,17.66,Missed,,,,,,,,,,,,,,,,,,
366,PT11M14.00S,2025-12-30T01:25:37.0Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,66,65,2025-12-30T01:25:43Z,3620000,False,,,0,,B. Miller REBOUND (Off:1 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left,,,365.0,,,4.0,3.0,1.0,,,,,,,,,,,,
367,PT10M56.00S,2025-12-30T01:25:55.8Z,3,REGULAR,3pt,Jump Shot,[],1642883,8.886333771353483,3.6764705882352944,1610612766,66,65,2025-12-30T01:25:59Z,3630000,False,232.0,31.0,1,left,MISS S. James 3PT,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Right Corner 3,24+ Right,23.37,Missed,,,,,,,,,,,,,,,,,,
368,PT10M53.00S,2025-12-30T01:25:58.8Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,66,65,2025-12-30T01:25:59Z,3640000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Right Corner 3,24+ Right,,,367.0,,,1.0,1.0,0.0,,,,,,,,,,,,
369,PT10M35.00S,2025-12-30T01:26:16.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,92.46057818659659,50.73529411764706,1610612749,66,67,2025-12-30T01:30:04Z,3650000,False,4.0,18.0,1,right,M. Turner cutting DUNK (12 PTS) (R. Rollins 3 AST),"[1626167, 1631157]",1610612749.0,MIL,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,12.0,R. Rollins,1631157.0,3.0,,,,,,,,
371,PT10M24.00S,2025-12-30T01:26:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.440867279894875,54.41176470588235,1610612766,66,67,2025-12-30T01:26:30Z,3670000,False,-22.0,17.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 1626167]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.81,Missed,,Turner,1626167.0,,,,,,,,,,,,,,,
372,PT10M24.00S,2025-12-30T01:26:26.4Z,3,REGULAR,block,,[],1626167,,,1610612766,66,67,2025-12-30T01:26:28Z,3680000,False,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
373,PT10M21.00S,2025-12-30T01:26:29.4Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,66,67,2025-12-30T01:26:30Z,3690000,False,,,0,,M. Diabaté REBOUND (Off:2 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,371.0,,,4.0,2.0,2.0,,,,,,,,,,,,
374,PT10M17.00S,2025-12-30T01:26:33.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,32.53942181340342,45.34313725490196,1610612766,69,67,2025-12-30T01:26:37Z,3700000,False,23.0,253.0,1,left,B. Miller 25' 3PT  (20 PTS) (M. Diabaté 2 AST),"[1641706, 1631217]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.45,Made,,,,,,,20.0,M. Diabaté,1631217.0,2.0,,,,,,,,
376,PT10M07.00S,2025-12-30T01:26:44.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.85479632063075,50.0,1610612749,69,69,2025-12-30T01:26:48Z,3720000,False,0.0,15.0,1,right,G. Antetokounmpo alley-oop DUNK (11 PTS) (K. Porter Jr. 6 AST),"[203507, 1629645]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,11.0,K. Porter Jr.,1629645.0,6.0,,,,,,,,
378,PT09M56.00S,2025-12-30T01:26:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,5.601182654402102,45.83333333333333,1610612766,71,69,2025-12-30T01:26:59Z,3740000,False,21.0,0.0,1,left,L. Ball driving Layup (16 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,16.0,,,,,,,,,,,
379,PT09M42.00S,2025-12-30T01:27:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.93495400788436,49.754901960784316,1610612749,71,69,2025-12-30T01:27:13Z,3750000,False,-1.0,23.0,1,right,MISS K. Porter Jr. driving finger roll Layup,[1629645],1610612749.0,MIL,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
380,PT09M42.00S,2025-12-30T01:27:10.8Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,71,69,2025-12-30T01:27:10Z,3760000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,379.0,,,2.0,1.0,1.0,,,,,,,,,,,,
381,PT09M42.00S,2025-12-30T01:27:15.1Z,3,REGULAR,foul,personal,['2freethrow'],1642275,,,1610612749,71,69,2025-12-30T01:27:35Z,3770000,False,,,0,,T. Salaün shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1642275, 203507]",1610612766.0,CHA,shooting,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1151.0,2.0,0.0,Antetokounmpo,203507.0,,,
383,PT09M42.00S,2025-12-30T01:27:44.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,71,69,2025-12-30T01:28:14Z,3790000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
384,PT09M42.00S,2025-12-30T01:27:44.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,71,69,2025-12-30T01:28:14Z,3800000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,
385,PT09M42.00S,2025-12-30T01:27:44.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,71,69,2025-12-30T01:28:14Z,3810000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
386,PT09M39.00S,2025-12-30T01:27:47.3Z,3,REGULAR,rebound,defensive,[],1642883,,,1610612766,71,69,2025-12-30T01:28:14Z,3820000,False,,,0,,S. James REBOUND (Off:1 Def:3),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,385.0,,,4.0,3.0,1.0,,,,,,,,,,,,
387,PT09M21.00S,2025-12-30T01:28:30.4Z,3,REGULAR,foul,personal,['3freethrow'],1629645,,,1610612766,71,69,2025-12-30T01:28:44Z,3830000,False,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Miller 3 FT),"[1629645, 1641706]",1610612749.0,MIL,shooting,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1201.0,1.0,0.0,Miller,1641706.0,,,
389,PT09M21.00S,2025-12-30T01:28:57.0Z,3,REGULAR,freethrow,1 of 3,[],1641706,,,1610612766,71,69,2025-12-30T01:28:57Z,3850000,False,,,0,,MISS B. Miller Free Throw 1 of 3,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
390,PT09M21.00S,2025-12-30T01:28:57.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,71,69,2025-12-30T01:28:57Z,3860000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,
391,PT09M21.00S,2025-12-30T01:29:08.7Z,3,REGULAR,freethrow,2 of 3,[],1641706,,,1610612766,72,69,2025-12-30T01:29:08Z,3870000,False,,,0,,B. Miller Free Throw 2 of 3 (21 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
392,PT09M21.00S,2025-12-30T01:29:22.0Z,3,REGULAR,freethrow,3 of 3,[],1641706,,,1610612766,73,69,2025-12-30T01:29:22Z,3880000,False,,,0,,B. Miller Free Throw 3 of 3 (22 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
393,PT09M07.00S,2025-12-30T01:29:36.5Z,3,REGULAR,3pt,Jump Shot,[],1631260,90.22667542706965,95.58823529411765,1610612749,73,72,2025-12-30T01:29:40Z,3890000,False,228.0,39.0,1,right,A. Green 3PT  (5 PTS) (G. Antetokounmpo 4 AST),"[1631260, 203507]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,23.13,Made,,,,,,,5.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,
395,PT08M49.00S,2025-12-30T01:29:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,8.623521681997373,41.911764705882355,1610612766,73,72,2025-12-30T01:29:58Z,3910000,False,40.0,29.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 1629645]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,Porter Jr.,1629645.0,,,,,,,,,,,,,,,
396,PT08M49.00S,2025-12-30T01:29:55.2Z,3,REGULAR,block,,[],1629645,,,1610612766,73,72,2025-12-30T01:29:57Z,3920000,False,,,0,,K. Porter Jr. BLOCK (1 BLK),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
397,PT08M46.00S,2025-12-30T01:29:58.2Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,73,72,2025-12-30T01:29:58Z,3930000,False,,,0,,R. Rollins REBOUND (Off:0 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,395.0,,,2.0,2.0,0.0,,,,,,,,,,,,
398,PT08M42.00S,2025-12-30T01:30:08.9Z,3,REGULAR,foul,offensive,[],203507,,,1610612749,73,72,2025-12-30T01:30:17Z,3940000,False,,,0,,G. Antetokounmpo offensive FOUL (3 PF),"[203507, 1642275]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,3.0,0.0,Salaün,1642275.0,,,
400,PT08M42.00S,2025-12-30T01:30:08.9Z,3,REGULAR,turnover,offensive foul,[],203507,,,1610612749,73,72,2025-12-30T01:30:08Z,3960000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,,,,,2.0,,
401,PT08M25.00S,2025-12-30T01:30:34.2Z,3,REGULAR,turnover,lost ball,[],1641706,,,1610612766,73,72,2025-12-30T01:41:07Z,3970000,False,,,0,,B. Miller lost ball TURNOVER (1 TO),"[1641706, 1631157]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Rollins,1631157.0
402,PT08M25.00S,2025-12-30T01:30:34.2Z,3,REGULAR,steal,,[],1631157,,,1610612749,73,72,2025-12-30T01:30:36Z,3980000,False,,,0,,R. Rollins STEAL (2 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
403,PT08M21.00S,2025-12-30T01:30:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631157,91.67214191852825,55.88235294117647,1610612749,73,72,2025-12-30T01:30:45Z,3990000,False,29.0,26.0,1,right,MISS R. Rollins running Layup - blocked,"[1631157, 1631217]",1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,3.91,Missed,,Diabaté,1631217.0,,,,,,,,,,,,,,,
404,PT08M21.00S,2025-12-30T01:30:38.0Z,3,REGULAR,block,,[],1631217,,,1610612749,73,72,2025-12-30T01:30:40Z,4000000,False,,,0,,M. Diabaté BLOCK (1 BLK),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT08M18.00S,2025-12-30T01:30:41.0Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,73,72,2025-12-30T01:30:45Z,4010000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,403.0,,,1.0,1.0,0.0,,,,,,,,,,,,
406,PT08M15.00S,2025-12-30T01:30:44.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641706,6.521024967148489,47.30392156862745,1610612766,75,72,2025-12-30T01:30:49Z,4020000,False,13.0,9.0,1,left,B. Miller running alley-oop DUNK (24 PTS) (L. Ball 6 AST),"[1641706, 1630163]",1610612766.0,CHA,running alley-oop,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,24.0,L. Ball,1630163.0,6.0,,,,,,,,
408,PT07M52.00S,2025-12-30T01:31:07.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.24901445466492,46.81372549019608,1610612749,75,74,2025-12-30T02:00:12Z,4040000,False,-16.0,11.0,1,right,G. Antetokounmpo cutting Layup (13 PTS) (K. Porter Jr. 7 AST),"[203507, 1629645]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,13.0,K. Porter Jr.,1629645.0,7.0,,,,,,,,
410,PT07M36.00S,2025-12-30T01:31:26.4Z,3,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,75,74,2025-12-30T01:31:33Z,4060000,False,,,0,,L. Ball lost ball out-of-bounds TURNOVER (5 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,,,,,5.0,,
411,PT07M27.00S,2025-12-30T01:31:43.7Z,3,REGULAR,foul,personal,['2freethrow'],1642883,,,1610612749,75,74,2025-12-30T01:32:17Z,4070000,False,,,0,,S. James shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1642883, 1629645]",1610612766.0,CHA,shooting,,,James,S. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Porter Jr.,1629645.0,,,
413,PT07M27.00S,2025-12-30T01:32:18.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629645,,,1610612749,75,75,2025-12-30T01:32:18Z,4090000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (10 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
414,PT07M27.00S,2025-12-30T01:32:22.6Z,3,REGULAR,substitution,out,[],1642275,,,1610612749,75,75,2025-12-30T01:32:39Z,4100000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M27.00S,2025-12-30T01:32:22.6Z,3,REGULAR,substitution,out,[],1630163,,,1610612749,75,75,2025-12-30T01:32:39Z,4110000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M27.00S,2025-12-30T01:32:22.6Z,3,REGULAR,substitution,in,[],1629012,,,1610612749,75,75,2025-12-30T01:32:39Z,4120000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M27.00S,2025-12-30T01:32:22.6Z,3,REGULAR,substitution,in,[],1630182,,,1610612749,75,75,2025-12-30T01:32:39Z,4130000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M27.00S,2025-12-30T01:32:47.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629645,,,1610612749,75,76,2025-12-30T01:32:47Z,4140000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (11 PTS),[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
419,PT07M12.00S,2025-12-30T01:33:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,7.30946123521682,45.34313725490196,1610612766,75,76,2025-12-30T01:33:10Z,4150000,False,23.0,16.0,1,left,MISS B. Miller driving finger roll Layup,[1641706],1610612766.0,CHA,driving finger roll,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
420,PT07M07.00S,2025-12-30T01:33:10.1Z,3,REGULAR,rebound,offensive,[],1631217,,,1610612766,75,76,2025-12-30T01:33:10Z,4160000,False,,,0,,M. Diabaté REBOUND (Off:3 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,419.0,,,5.0,2.0,3.0,,,,,,,,,,,,
421,PT07M07.00S,2025-12-30T01:33:09.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631217,5.590000152587891,50.0,1610612766,77,76,2025-12-30T01:43:39Z,4170000,False,0.0,0.0,1,left,M. Diabaté tip Layup (8 PTS),[1631217],1610612766.0,CHA,tip,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,8.0,,,,,,,,,,,
422,PT06M53.00S,2025-12-30T01:33:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.32917214191852,51.9607843137255,1610612749,77,76,2025-12-30T01:33:27Z,4180000,False,10.0,20.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
423,PT06M53.00S,2025-12-30T01:33:25.6Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612749,77,76,2025-12-30T01:33:25Z,4190000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,422.0,,,4.0,3.0,1.0,,,,,,,,,,,,
424,PT06M53.00S,2025-12-30T01:33:35.7Z,3,REGULAR,foul,personal,['2freethrow'],1631217,,,1610612749,77,76,2025-12-30T01:33:50Z,4200000,False,,,0,,M. Diabaté shooting personal FOUL (3 PF) (Turner 2 FT),"[1631217, 1626167]",1610612766.0,CHA,shooting,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1201.0,3.0,0.0,Turner,1626167.0,,,
426,PT06M53.00S,2025-12-30T01:34:03.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,77,76,2025-12-30T01:34:03Z,4220000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M53.00S,2025-12-30T01:34:13.8Z,3,REGULAR,substitution,out,[],203507,,,1610612749,77,76,2025-12-30T01:36:49Z,4230000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M53.00S,2025-12-30T01:34:13.8Z,3,REGULAR,substitution,in,[],1628398,,,1610612749,77,76,2025-12-30T01:36:49Z,4240000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M53.00S,2025-12-30T01:37:02.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612749,77,77,2025-12-30T01:37:02Z,4250000,False,,,0,,M. Turner Free Throw 1 of 2 (13 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
430,PT06M53.00S,2025-12-30T01:37:18.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612749,77,78,2025-12-30T01:37:18Z,4260000,False,,,0,,M. Turner Free Throw 2 of 2 (14 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
431,PT06M32.00S,2025-12-30T01:37:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,18.74178712220762,51.9607843137255,1610612766,79,78,2025-12-30T01:37:44Z,4270000,False,-10.0,124.0,1,left,B. Miller 12' turnaround fadeaway Jump Shot (26 PTS),[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,12.41,Made,,,,,,,26.0,,,,,,,,,,,
432,PT06M05.00S,2025-12-30T01:38:07.1Z,3,REGULAR,3pt,Jump Shot,[],1631260,67.88764783180025,29.411764705882355,1610612749,79,78,2025-12-30T01:45:56Z,4280000,False,-103.0,249.0,1,right,MISS A. Green 26' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
433,PT06M03.00S,2025-12-30T01:38:09.1Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,79,78,2025-12-30T01:38:10Z,4290000,False,,,0,,B. Miller REBOUND (Off:1 Def:4),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,432.0,,,5.0,4.0,1.0,,,,,,,,,,,,
434,PT05M57.00S,2025-12-30T01:38:15.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,33.98488830486202,37.5,1610612766,79,78,2025-12-30T01:46:30Z,4300000,False,62.0,267.0,1,left,MISS B. Miller 27' running pullup 3PT,[1641706],1610612766.0,CHA,running pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,27.42,Missed,,,,,,,,,,,,,,,,,,
435,PT05M56.00S,2025-12-30T01:38:16.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,79,78,2025-12-30T01:38:19Z,4310000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,434.0,,,,,,,,,,,,,,,,,
437,PT05M56.00S,2025-12-30T01:38:21.5Z,3,REGULAR,substitution,out,[],1631217,,,1610612749,79,78,2025-12-30T01:38:26Z,4330000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M56.00S,2025-12-30T01:38:21.5Z,3,REGULAR,substitution,in,[],1641790,,,1610612749,79,78,2025-12-30T01:38:26Z,4340000,False,,,0,,SUB in: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
