actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
188,PT11M26.00S,2026-03-17T23:38:50.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,9.411957950065702,52.94117647058824,1610612748,29,26,2026-03-17T23:39:30Z,1850000,False,-15.0,36.0,1,left,S. Fontecchio driving floating Jump Shot (7 PTS) (J. Jaquez Jr. 3 AST),"[1631323, 1631170]",1610612748.0,MIA,driving floating,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,3.89,Made,,,,,,,,,,7.0,,J. Jaquez Jr.,1631170.0,3.0,,,,
190,PT11M09.00S,2026-03-17T23:39:15.5Z,2,REGULAR,foul,personal,[],1626181,,,1610612766,29,26,2026-03-17T23:39:28Z,1870000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1642851]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,,,,,1627963.0,1.0,0.0,Knueppel,1642851.0,,,,,,,,,
192,PT11M00.00S,2026-03-17T23:39:46.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,91.67214191852825,48.77450980392157,1610612766,31,26,2026-03-17T23:39:50Z,1890000,False,-6.0,26.0,1,right,R. Kalkbrenner cutting DUNK (4 PTS) (L. Ball 1 AST),"[1641750, 1630163]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,,,,4.0,,L. Ball,1630163.0,1.0,,,,
194,PT10M51.00S,2026-03-17T23:39:59.6Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612748,31,26,2026-03-17T23:40:09Z,1910000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Jakučionis 2 FT),"[1630163, 1642857]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,,1146.0,1.0,0.0,Jakučionis,1642857.0,,,,,,,,,
196,PT10M51.00S,2026-03-17T23:40:30.7Z,2,REGULAR,freethrow,1 of 2,[],1642857,,,1610612748,31,27,2026-03-17T23:40:30Z,1930000,False,,,0,,K. Jakučionis Free Throw 1 of 2 (1 PTS),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
197,PT10M51.00S,2026-03-17T23:40:46.4Z,2,REGULAR,freethrow,2 of 2,[],1642857,,,1610612748,31,28,2026-03-17T23:40:46Z,1940000,False,,,0,,K. Jakučionis Free Throw 2 of 2 (2 PTS),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
198,PT10M27.00S,2026-03-17T23:41:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.80354796320631,46.07843137254902,1610612766,31,28,2026-03-17T23:41:16Z,1950000,False,-20.0,25.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
199,PT10M25.00S,2026-03-17T23:41:13.5Z,2,REGULAR,rebound,offensive,[],1641750,,,1610612766,31,28,2026-03-17T23:41:13Z,1960000,False,,,0,,R. Kalkbrenner REBOUND (Off:2 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,198.0,3.0,1.0,2.0,,,,,,,,,,,,,,
200,PT10M23.00S,2026-03-17T23:41:16.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,91.67214191852825,5.147058823529411,1610612766,31,28,2026-03-17T23:41:21Z,1970000,False,-224.0,26.0,1,right,MISS L. Ball 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
201,PT10M22.00S,2026-03-17T23:41:17.0Z,2,REGULAR,rebound,defensive,[],1642857,,,1610612748,31,28,2026-03-17T23:41:21Z,1980000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Left Corner 3,24+ Left,,,200.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT10M03.00S,2026-03-17T23:41:52.9Z,2,REGULAR,3pt,Jump Shot,[],1642352,19.793035479632064,91.91176470588235,1610612748,31,28,2026-03-17T23:42:00Z,2000000,False,-210.0,134.0,1,left,MISS K. Johnson 24' 3PT,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,24.86,Missed,,,,,,,,,,,,,,,,,,
204,PT10M00.00S,2026-03-17T23:41:56.3Z,2,REGULAR,rebound,offensive,[],1642857,,,1610612748,31,28,2026-03-17T23:41:56Z,2010000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,203.0,2.0,1.0,1.0,,,,,,,,,,,,,,
205,PT09M59.00S,2026-03-17T23:41:57.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642352,27.808804204993432,79.41176470588235,1610612748,31,31,2026-03-17T23:42:02Z,2020000,False,-147.0,209.0,1,left,K. Johnson 25' 3PT  (8 PTS) (K. Jakučionis 2 AST),"[1642352, 1642857]",1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.55,Made,,,,,,,,,,8.0,,K. Jakučionis,1642857.0,2.0,,,,
207,PT09M42.00S,2026-03-17T23:42:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,91.93495400788436,54.41176470588235,1610612766,33,31,2026-03-18T00:13:15Z,2040000,False,22.0,23.0,1,right,K. Knueppel driving Layup (7 PTS) (L. Ball 2 AST),"[1642851, 1630163]",1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,,,,7.0,,L. Ball,1630163.0,2.0,,,,
209,PT09M34.00S,2026-03-17T23:42:22.4Z,2,REGULAR,3pt,Jump Shot,[],1642352,31.882391590013142,58.08823529411765,1610612748,33,34,2026-03-17T23:42:27Z,2060000,False,-40.0,247.0,1,left,K. Johnson 25' 3PT  (11 PTS) (J. Jaquez Jr. 4 AST),"[1642352, 1631170]",1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.05,Made,,,,,,,,,,11.0,,J. Jaquez Jr.,1631170.0,4.0,,,,
211,PT09M19.00S,2026-03-17T23:42:36.7Z,2,REGULAR,3pt,Jump Shot,[],1642851,76.95466491458606,89.4607843137255,1610612766,33,34,2026-03-17T23:42:40Z,2080000,False,197.0,164.0,1,right,MISS K. Knueppel 25' 3PT,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
212,PT09M17.00S,2026-03-17T23:42:39.3Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612748,33,34,2026-03-17T23:42:39Z,2090000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,211.0,3.0,3.0,0.0,,,,,,,,,,,,,,
213,PT09M11.00S,2026-03-17T23:42:45.3Z,2,REGULAR,3pt,Jump Shot,[],1642352,31.225361366622867,66.17647058823529,1610612748,33,34,2026-03-17T23:42:49Z,2100000,False,-81.0,241.0,1,left,MISS K. Johnson 25' pullup 3PT,[1642352],1610612748.0,MIA,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
214,PT09M08.00S,2026-03-17T23:42:48.3Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,33,34,2026-03-17T23:42:49Z,2110000,False,,,0,,M. Bridges REBOUND (Off:0 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,213.0,6.0,6.0,0.0,,,,,,,,,,,,,,
215,PT09M00.00S,2026-03-17T23:42:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,92.46057818659659,54.90196078431373,1610612766,33,34,2026-03-17T23:42:59Z,2120000,False,25.0,18.0,1,right,MISS K. Knueppel driving Layup,[1642851],1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
216,PT08M57.00S,2026-03-17T23:42:58.7Z,2,REGULAR,rebound,defensive,[],1642352,,,1610612748,33,34,2026-03-17T23:42:59Z,2130000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,215.0,3.0,2.0,1.0,,,,,,,,,,,,,,
217,PT08M53.00S,2026-03-17T23:43:03.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,7.703679369250986,54.65686274509803,1610612748,33,34,2026-03-17T23:43:11Z,2140000,False,-23.0,20.0,1,left,MISS J. Jaquez Jr. running Layup,[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
218,PT08M51.00S,2026-03-17T23:43:05.8Z,2,REGULAR,rebound,defensive,[],1642851,,,1610612766,33,34,2026-03-17T23:43:11Z,2150000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,
219,PT08M45.00S,2026-03-17T23:43:15.3Z,2,REGULAR,foul,personal,[],1642857,,,1610612766,33,34,2026-03-17T23:43:22Z,2160000,False,,,0,,K. Jakučionis personal FOUL (1 PF),"[1642857, 1630163]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,,,,,1627963.0,1.0,0.0,Ball,1630163.0,,,,,,,,,
221,PT08M45.00S,2026-03-17T23:43:21.3Z,2,REGULAR,substitution,out,[],1642883,,,1610612766,33,34,2026-03-17T23:43:28Z,2180000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M45.00S,2026-03-17T23:43:21.3Z,2,REGULAR,substitution,out,[],1641750,,,1610612766,33,34,2026-03-17T23:43:28Z,2190000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M45.00S,2026-03-17T23:43:21.3Z,2,REGULAR,substitution,out,[],1631170,,,1610612766,33,34,2026-03-17T23:43:28Z,2200000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M45.00S,2026-03-17T23:43:21.3Z,2,REGULAR,substitution,in,[],1631217,,,1610612766,33,34,2026-03-17T23:43:28Z,2210000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M45.00S,2026-03-17T23:43:21.3Z,2,REGULAR,substitution,in,[],1629632,,,1610612766,33,34,2026-03-17T23:43:28Z,2220000,False,,,0,,SUB in: C. White,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M45.00S,2026-03-17T23:43:21.3Z,2,REGULAR,substitution,in,[],1641796,,,1610612766,33,34,2026-03-17T23:43:28Z,2230000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M32.00S,2026-03-17T23:43:50.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631217,92.46057818659659,50.245098039215684,1610612766,35,34,2026-03-17T23:43:54Z,2240000,False,1.0,18.0,1,right,M. Diabaté cutting DUNK (4 PTS) (K. Knueppel 1 AST),"[1631217, 1642851]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,,,,4.0,,K. Knueppel,1642851.0,1.0,,,,
229,PT08M25.00S,2026-03-17T23:43:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642352,7.046649145860711,48.529411764705884,1610612748,35,36,2026-03-17T23:44:01Z,2260000,False,7.0,14.0,1,left,K. Johnson driving Layup (13 PTS) (N. Powell 3 AST),"[1642352, 1626181]",1610612748.0,MIA,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,13.0,,N. Powell,1626181.0,3.0,,,,
231,PT08M16.00S,2026-03-17T23:44:07.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,67.36202365308804,60.78431372549019,1610612766,38,36,2026-03-17T23:44:10Z,2280000,False,54.0,254.0,1,right,C. White 25' 3PT pullup (7 PTS),[1629632],1610612766.0,CHA,pullup,,,White,C. White,,,,,Above the Break 3,24+ Center,25.99,Made,,,,,,,,,,7.0,,,,,,,,
232,PT08M05.00S,2026-03-17T23:44:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642857,7.046649145860711,50.49019607843137,1610612748,38,38,2026-03-17T23:44:20Z,2290000,False,-2.0,14.0,1,left,K. Jakučionis driving Layup (4 PTS),[1642857],1610612748.0,MIA,driving,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,4.0,,,,,,,,
233,PT07M53.00S,2026-03-17T23:44:28.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,89.43823915900131,55.392156862745104,1610612766,38,38,2026-03-17T23:44:32Z,2300000,False,27.0,47.0,1,right,MISS M. Bridges driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,
234,PT07M51.00S,2026-03-17T23:44:30.4Z,2,REGULAR,rebound,defensive,[],1642352,,,1610612748,38,38,2026-03-17T23:44:30Z,2310000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,233.0,4.0,3.0,1.0,,,,,,,,,,,,,,
235,PT07M45.00S,2026-03-17T23:44:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,6.915243101182654,52.94117647058824,1610612748,38,38,2026-03-18T00:16:23Z,2320000,False,-15.0,13.0,1,left,MISS S. Fontecchio driving Layup - blocked,"[1631323, 1628970]",1610612748.0,MIA,driving,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,Bridges,1628970.0,,
236,PT07M45.00S,2026-03-17T23:44:37.7Z,2,REGULAR,block,,[],1628970,,,1610612748,38,38,2026-03-17T23:44:40Z,2330000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
237,PT07M45.00S,2026-03-17T23:44:37.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,38,38,2026-03-17T23:45:01Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,235.0,,,,,,,,,,,,,,,,,
239,PT07M44.00S,2026-03-17T23:45:00.9Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612748,38,38,2026-03-17T23:45:11Z,2360000,False,,,0,,C. White shooting personal FOUL (1 PF) (Fontecchio 2 FT),"[1629632, 1631323]",1610612766.0,CHA,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,1627963.0,1.0,0.0,Fontecchio,1631323.0,,,,,,,,,
241,PT07M44.00S,2026-03-17T23:45:32.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631323,,,1610612748,38,39,2026-03-17T23:45:32Z,2380000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (8 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
242,PT07M44.00S,2026-03-17T23:45:34.4Z,2,REGULAR,substitution,out,[],1642352,,,1610612748,38,39,2026-03-17T23:45:39Z,2390000,False,,,0,,SUB out: K. Johnson,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M44.00S,2026-03-17T23:45:34.4Z,2,REGULAR,substitution,in,[],1642276,,,1610612748,38,39,2026-03-17T23:45:39Z,2400000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M44.00S,2026-03-17T23:45:52.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631323,,,1610612748,38,40,2026-03-17T23:45:52Z,2410000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (9 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
245,PT07M35.00S,2026-03-17T23:46:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630163,68.54467805519053,71.32352941176471,1610612766,41,40,2026-03-18T00:29:01Z,2420000,False,107.0,243.0,1,right,L. Ball 26' 3PT pullup (9 PTS) (K. Knueppel 2 AST),"[1630163, 1642851]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.55,Made,,,,,,,,,,9.0,,K. Knueppel,1642851.0,2.0,,,,
246,PT07M17.00S,2026-03-17T23:46:19.7Z,2,REGULAR,2pt,Jump Shot,[],1626181,23.340998685939553,63.23529411764706,1610612748,41,40,2026-03-17T23:46:23Z,2430000,False,-66.0,167.0,1,left,MISS N. Powell 17' Jump Shot,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left Center,17.95,Missed,,,,,,,,,,,,,,,,,,
247,PT07M15.00S,2026-03-17T23:46:21.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,41,40,2026-03-17T23:46:23Z,2440000,False,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,246.0,3.0,2.0,1.0,,,,,,,,,,,,,,
248,PT07M12.00S,2026-03-17T23:46:25.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,62.63140604467805,62.00980392156863,1610612766,41,40,2026-03-18T00:00:10Z,2450000,False,60.0,299.0,1,right,MISS L. Ball 30' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,30.48,Missed,,,,,,,,,,,,,,,,,,
249,PT07M10.00S,2026-03-17T23:46:27.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,41,40,2026-03-17T23:46:33Z,2460000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,248.0,,,,,,,,,,,,,,,,,
250,PT07M10.00S,2026-03-17T23:46:35.1Z,2,REGULAR,foul,personal,[],1642851,,,1610612748,41,40,2026-03-17T23:46:45Z,2470000,False,,,0,,K. Knueppel loose ball personal FOUL (2 PF),"[1642851, 1626181]",1610612766.0,CHA,loose ball,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627963.0,2.0,0.0,Powell,1626181.0,,,,,,,,,
253,PT07M10.00S,2026-03-17T23:46:47.5Z,2,REGULAR,substitution,out,[],1642851,,,1610612748,41,40,2026-03-17T23:46:51Z,2490000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M10.00S,2026-03-17T23:46:47.5Z,2,REGULAR,substitution,in,[],1642883,,,1610612748,41,40,2026-03-17T23:46:51Z,2500000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M54.00S,2026-03-17T23:47:20.6Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612748,41,40,2026-03-17T23:47:29Z,2510000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Fontecchio 2 FT),"[1630163, 1631323]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1146.0,2.0,0.0,Fontecchio,1631323.0,,,,,,,,,
257,PT06M54.00S,2026-03-17T23:47:40.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,41,40,2026-03-17T23:47:40Z,2530000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M54.00S,2026-03-17T23:47:42.3Z,2,REGULAR,substitution,out,[],1626181,,,1610612748,41,40,2026-03-17T23:50:29Z,2540000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M54.00S,2026-03-17T23:47:42.3Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,41,40,2026-03-17T23:50:29Z,2550000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M54.00S,2026-03-17T23:50:39.1Z,2,REGULAR,freethrow,1 of 2,[],1631323,,,1610612748,41,40,2026-03-17T23:50:39Z,2560000,False,,,0,,MISS S. Fontecchio Free Throw 1 of 2,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
261,PT06M54.00S,2026-03-17T23:50:39.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,41,40,2026-03-17T23:50:39Z,2570000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,
262,PT06M54.00S,2026-03-17T23:50:57.6Z,2,REGULAR,freethrow,2 of 2,[],1631323,,,1610612748,41,41,2026-03-17T23:50:57Z,2580000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (10 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
263,PT06M33.00S,2026-03-17T23:51:24.6Z,2,REGULAR,3pt,Jump Shot,[],1629632,67.49342969776609,58.57843137254902,1610612766,41,41,2026-03-18T00:57:54Z,2590000,False,43.0,253.0,1,right,MISS C. White 25' 3PT,[1629632],1610612766.0,CHA,,,,White,C. White,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
264,PT06M29.00S,2026-03-17T23:51:28.6Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612748,41,41,2026-03-18T00:57:54Z,2600000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,263.0,1.0,1.0,0.0,,,,,,,,,,,,,,
265,PT06M26.00S,2026-03-17T23:51:29.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642857,6.521024967148489,46.81372549019608,1610612748,41,41,2026-03-18T00:58:21Z,2610000,False,16.0,9.0,1,left,MISS K. Jakučionis running Layup,[1642857],1610612748.0,MIA,running,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
266,PT06M25.00S,2026-03-17T23:51:30.7Z,2,REGULAR,rebound,offensive,[],1641796,,,1610612748,41,41,2026-03-18T00:58:21Z,2620000,False,,,0,,P. Larsson REBOUND (Off:1 Def:0),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,265.0,1.0,0.0,1.0,,,,,,,,,,,,,,
267,PT06M24.00S,2026-03-17T23:51:34.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1641796,5.590000152587891,50.0,1610612748,41,41,2026-03-18T00:58:30Z,2630000,False,0.0,0.0,1,left,MISS P. Larsson tip Layup,[1641796],1610612748.0,MIA,tip,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
268,PT06M23.00S,2026-03-17T23:51:35.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,41,41,2026-03-18T00:58:30Z,2640000,False,,,0,,M. Bridges REBOUND (Off:0 Def:7),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,267.0,7.0,7.0,0.0,,,,,,,,,,,,,,
269,PT06M19.00S,2026-03-17T23:51:37.6Z,2,REGULAR,turnover,out-of-bounds,[],1642883,,,1610612766,41,41,2026-03-17T23:51:43Z,2650000,False,,,0,,S. James step out-of-bounds TURNOVER (1 TO),[1642883],1610612766.0,CHA,step,,,James,S. James,,,,,Above the Break 3,24+ Left Center,,,,,,,1155.0,,,,,,1.0,,,,,,,
270,PT06M19.00S,2026-03-17T23:51:41.4Z,2,REGULAR,substitution,out,[],1628970,,,1610612748,41,41,2026-03-17T23:51:49Z,2660000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M19.00S,2026-03-17T23:51:41.4Z,2,REGULAR,substitution,out,[],1630163,,,1610612748,41,41,2026-03-17T23:51:49Z,2670000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M19.00S,2026-03-17T23:51:41.4Z,2,REGULAR,substitution,out,[],1642857,,,1610612748,41,41,2026-03-17T23:51:49Z,2680000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M19.00S,2026-03-17T23:51:41.4Z,2,REGULAR,substitution,in,[],1630182,,,1610612748,41,41,2026-03-17T23:51:49Z,2690000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
