actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-08T00:11:56.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-08T00:11:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-08T00:11:59.5Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612761,0,0,2026-01-08T00:11:59Z,40000,False,,,0,,Jump Ball S. Barnes vs. M. Diabaté: Tip to R. Barrett,"[1629628, 1630567, 1631217]",1610612761.0,TOR,startperiod,R. Barrett,1629628.0,Barrett,R. Barrett,Barnes,1630567.0,Diabaté,1631217.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2026-01-08T00:12:14.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,86.41590013140605,47.794117647058826,1610612761,0,0,2026-01-08T00:12:51Z,70000,False,-11.0,75.0,1,right,MISS S. Barnes 7' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-01-08T00:12:18.0Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,0,0,2026-01-08T00:12:19Z,80000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2026-01-08T00:12:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,31.225361366622867,82.84313725490196,1610612766,0,0,2026-01-08T00:13:16Z,90000,False,-164.0,241.0,1,left,MISS L. Ball 29' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.16,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2026-01-08T00:12:37.6Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2026-01-08T00:12:40Z,100000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M12.00S,2026-01-08T00:12:43.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,66.70499342969777,34.31372549019608,1610612761,0,0,2026-01-08T00:14:09Z,110000,False,-78.0,260.0,1,right,MISS B. Ingram 27' running 3PT,[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,27.2,Missed,,,,,,,,,,,,,,,,,,
12,PT11M11.00S,2026-01-08T00:12:44.9Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,0,0,2026-01-08T00:14:09Z,120000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M02.00S,2026-01-08T00:12:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,6.258212877792378,41.42156862745098,1610612766,2,0,2026-01-08T00:15:05Z,130000,False,43.0,6.0,1,left,L. Ball driving Layup (2 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.34,Made,,,,,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,,
15,PT10M48.00S,2026-01-08T00:13:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,86.02168199737189,54.65686274509803,1610612761,2,2,2026-01-08T00:13:12Z,150000,False,23.0,79.0,1,right,S. Barnes 8' pullup Jump Shot (2 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.23,Made,,,,,2.0,,,,,,,,,,,,,
