actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
21,PT10M04.00S,2026-01-31T17:15:01.7Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,6,7,2026-01-31T17:19:09Z,200000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 1628970]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Bridges,1628970.0,,,,,,
22,PT10M04.00S,2026-01-31T17:15:01.7Z,1,REGULAR,steal,,[],1628970,,,1610612766,6,7,2026-01-31T17:15:03Z,210000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2026-01-31T17:15:07.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641706,66.44218134034165,62.5,1610612766,6,7,2026-01-31T17:16:49Z,220000,False,62.0,263.0,1,right,MISS B. Miller 27' running pullup 3PT,[1641706],1610612766.0,CHA,running pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,27.02,Missed,,,,,,,,,,,,,
24,PT09M56.00S,2026-01-31T17:15:10.1Z,1,REGULAR,rebound,offensive,[],1642851,,,1610612766,6,7,2026-01-31T17:16:49Z,230000,False,,,0,,K. Knueppel REBOUND (Off:1 Def:0),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,23.0,1.0,0.0,1.0,,
25,PT09M47.00S,2026-01-31T17:15:18.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628970,71.04139290407359,19.607843137254903,1610612766,6,7,2026-01-31T17:15:23Z,240000,False,-152.0,220.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,26.72,Missed,,,,,,,,,,,,,
26,PT09M46.00S,2026-01-31T17:15:19.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,6,7,2026-01-31T17:15:23Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,25.0,,,,,
28,PT09M40.00S,2026-01-31T17:15:43.9Z,1,REGULAR,foul,personal,[],1628368,,,1610612766,6,7,2026-01-31T17:16:15Z,270000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1631217]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,1201.0,1.0,0.0,Diabaté,1631217.0,,,,,,,,,,,,,,,
30,PT09M26.00S,2026-01-31T17:16:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631217,92.72339027595268,48.03921568627451,1610612766,8,7,2026-01-31T17:18:51Z,290000,False,-10.0,16.0,1,right,M. Diabaté cutting Layup (2 PTS) (K. Knueppel 1 AST),"[1631217, 1642851]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,1.87,Made,2.0,K. Knueppel,1642851.0,1.0,,,,,,,,,
32,PT09M07.00S,2026-01-31T17:16:35.4Z,1,REGULAR,3pt,Jump Shot,[],1630170,26.757555847568987,13.970588235294118,1610612759,8,10,2026-01-31T17:16:39Z,310000,False,180.0,199.0,1,left,D. Vassell 26' 3PT  (3 PTS) (S. Castle 3 AST),"[1630170, 1642264]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,26.84,Made,3.0,S. Castle,1642264.0,3.0,,,,,,,,,
34,PT08M54.00S,2026-01-31T17:16:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630163,75.3777923784494,13.725490196078432,1610612766,11,10,2026-01-31T17:16:53Z,330000,False,-181.0,179.0,1,right,L. Ball 25' 3PT  (6 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,25.48,Made,6.0,M. Diabaté,1631217.0,1.0,,,,,,,,,
36,PT08M38.00S,2026-01-31T17:17:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.251642575558476,48.529411764705884,1610612759,11,10,2026-01-31T17:19:24Z,350000,False,7.0,53.0,1,left,MISS D. Fox driving floating Shot,[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.38,Missed,,,,,,,,,,,,,
37,PT08M36.00S,2026-01-31T17:17:06.4Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,11,10,2026-01-31T17:20:52Z,360000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:0),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,36.0,1.0,0.0,1.0,,
38,PT08M36.00S,2026-01-31T17:17:07.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1641705,5.590000152587891,50.0,1610612759,11,10,2026-01-31T17:20:56Z,370000,False,0.0,0.0,1,left,MISS V. Wembanyama tip DUNK,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
39,PT08M34.00S,2026-01-31T17:17:09.4Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,11,10,2026-01-31T17:20:56Z,380000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,
40,PT08M17.00S,2026-01-31T17:17:25.6Z,1,REGULAR,2pt,Jump Shot,[],1628970,91.5407358738502,73.52941176470588,1610612766,13,10,2026-01-31T17:17:31Z,390000,False,118.0,27.0,1,right,M. Bridges 12' turnaround Jump Shot (5 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,,12.07,Made,5.0,,,,,,,,,,,,
41,PT08M00.00S,2026-01-31T17:17:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,7.440867279894875,50.73529411764706,1610612759,13,10,2026-01-31T17:21:44Z,400000,False,-4.0,17.0,1,left,MISS V. Wembanyama driving finger roll Layup,[1641705],1610612759.0,SAS,driving finger roll,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,1.78,Missed,,,,,,,,,,,,,
42,PT07M59.00S,2026-01-31T17:17:42.5Z,1,REGULAR,rebound,defensive,[],1631217,,,1610612766,13,10,2026-01-31T17:17:46Z,410000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,
43,PT07M43.00S,2026-01-31T17:17:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,92.46057818659659,50.49019607843137,1610612766,15,10,2026-01-31T17:18:02Z,420000,False,2.0,18.0,1,right,K. Knueppel driving Layup (2 PTS) (M. Bridges 1 AST),"[1642851, 1628970]",1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,Restricted Area,0-8 Center,,,,,,1.86,Made,2.0,M. Bridges,1628970.0,1.0,,,,,,,,,
45,PT07M43.00S,2026-01-31T17:18:03.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,15,10,2026-01-31T17:18:03Z,440000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M29.00S,2026-01-31T17:21:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.206964520367937,49.01960784313725,1610612759,15,10,2026-01-31T17:21:52Z,450000,False,5.0,-4.0,1,left,MISS D. Fox driving Layup,[1628368],1610612759.0,SAS,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,0.61,Missed,,,,,,,,,,,,,
47,PT07M27.00S,2026-01-31T17:21:49.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,15,10,2026-01-31T17:23:01Z,460000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,
48,PT07M23.00S,2026-01-31T17:21:54.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,71.56701708278581,81.37254901960785,1610612766,15,10,2026-01-31T17:22:00Z,470000,False,157.0,215.0,1,right,MISS B. Miller 26' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,26.6,Missed,,,,,,,,,,,,,
49,PT07M21.00S,2026-01-31T17:21:56.0Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,15,10,2026-01-31T17:22:00Z,480000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,48.0,1.0,1.0,0.0,,
50,PT07M14.00S,2026-01-31T17:22:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630170,3.4986859395532193,1.4705882352941175,1610612759,15,13,2026-01-31T17:22:35Z,490000,False,243.0,-20.0,1,left,D. Vassell 24' 3PT  (6 PTS) (S. Castle 4 AST),"[1630170, 1642264]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,,,,,,24.34,Made,6.0,S. Castle,1642264.0,4.0,,,,,,,,,
54,PT06M48.00S,2026-01-31T17:22:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631217,86.81011826544021,49.26470588235294,1610612766,17,13,2026-01-31T17:23:37Z,520000,False,-4.0,71.0,1,right,M. Diabaté 7' floating Jump Shot (4 PTS) (L. Ball 1 AST),"[1631217, 1630163]",1610612766.0,CHA,floating,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.16,Made,4.0,L. Ball,1630163.0,1.0,,,,,,,,,
56,PT06M29.00S,2026-01-31T17:22:47.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,28.728646517739815,24.509803921568626,1610612759,17,16,2026-01-31T17:25:55Z,540000,False,127.0,218.0,1,left,D. Fox 25' 3PT step back (3 PTS),[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,25.21,Made,3.0,,,,,,,,,,,,
58,PT06M14.00S,2026-01-31T17:23:05.1Z,1,REGULAR,foul,personal,['3freethrow'],1628368,,,1610612766,17,16,2026-01-31T17:23:12Z,550000,False,,,0,,D. Fox shooting personal FOUL (2 PF) (Ball 3 FT),"[1628368, 1630163]",1610612759.0,SAS,shooting,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,204058.0,2.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,
61,PT06M14.00S,2026-01-31T17:23:36.8Z,1,REGULAR,freethrow,1 of 3,[],1630163,,,1610612766,18,16,2026-01-31T17:23:36Z,570000,False,,,0,,L. Ball Free Throw 1 of 3 (7 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
62,PT06M14.00S,2026-01-31T17:23:53.1Z,1,REGULAR,freethrow,2 of 3,[],1630163,,,1610612766,19,16,2026-01-31T17:23:53Z,580000,False,,,0,,L. Ball Free Throw 2 of 3 (8 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
63,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,out,[],1631217,,,1610612766,19,16,2026-01-31T17:24:09Z,590000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,out,[],1642851,,,1610612766,19,16,2026-01-31T17:24:09Z,600000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612766,19,16,2026-01-31T17:24:09Z,610000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,out,[],1641705,,,1610612766,19,16,2026-01-31T17:24:09Z,620000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,in,[],1641750,,,1610612766,19,16,2026-01-31T17:24:09Z,630000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,19,16,2026-01-31T17:24:09Z,640000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,in,[],1628436,,,1610612766,19,16,2026-01-31T17:24:09Z,650000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M14.00S,2026-01-31T17:23:54.4Z,1,REGULAR,substitution,in,[],1642844,,,1610612766,19,16,2026-01-31T17:24:09Z,660000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M14.00S,2026-01-31T17:24:17.5Z,1,REGULAR,freethrow,3 of 3,[],1630163,,,1610612766,20,16,2026-01-31T17:24:17Z,670000,False,,,0,,L. Ball Free Throw 3 of 3 (9 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
72,PT06M03.00S,2026-01-31T17:24:31.1Z,1,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,20,16,2026-01-31T17:24:37Z,680000,False,,,0,,S. Castle bad pass out-of-bounds TURNOVER (1 TO),[1642264],1610612759.0,SAS,bad pass,,,Castle,S. Castle,,,,,Mid-Range,16-24 Left,1201.0,,,,,,,,,,,1.0,,,,,,,,
74,PT05M53.00S,2026-01-31T17:25:35.2Z,1,REGULAR,turnover,traveling,[],1628970,,,1610612766,20,16,2026-01-31T17:25:44Z,700000,False,,,0,,M. Bridges traveling TURNOVER (1 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,1.0,,,,,,,,
75,PT05M35.00S,2026-01-31T17:26:03.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642844,13.87976346911958,45.588235294117645,1610612759,20,18,2026-01-31T17:27:12Z,710000,False,22.0,78.0,1,left,D. Harper 8' driving floating Jump Shot (2 PTS),[1642844],1610612759.0,SAS,driving floating,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.11,Made,2.0,,,,,,,,,,,,
76,PT05M12.00S,2026-01-31T17:26:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,84.05059132720105,44.36274509803921,1610612766,20,18,2026-01-31T17:28:33Z,720000,False,-28.0,97.0,1,right,MISS B. Miller 10' driving floating Shot - blocked,"[1641706, 1630170]",1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.14,Missed,,,,,,,,,,,,Vassell,1630170.0
77,PT05M12.00S,2026-01-31T17:26:28.2Z,1,REGULAR,block,,[],1630170,,,1610612766,20,18,2026-01-31T17:26:30Z,730000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2026-01-31T17:26:30.2Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,20,18,2026-01-31T17:28:33Z,740000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,76.0,1.0,1.0,0.0,,
79,PT05M03.00S,2026-01-31T17:26:36.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630577,28.203022339027594,77.94117647058823,1610612759,20,21,2026-01-31T17:26:43Z,750000,False,-140.0,213.0,1,left,J. Champagnie 25' 3PT running (6 PTS) (D. Vassell 1 AST),"[1630577, 1630170]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,25.44,Made,6.0,D. Vassell,1630170.0,1.0,,,,,,,,,
81,PT05M03.00S,2026-01-31T17:26:38.8Z,1,REGULAR,foul,personal,['1freethrow'],1628970,,,1610612759,20,21,2026-01-31T17:26:44Z,770000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Champagnie 1 FT),"[1628970, 1630577]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,1201.0,1.0,0.0,Champagnie,1630577.0,,,,,,,,,,,,,,,
83,PT05M03.00S,2026-01-31T17:26:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,21,2026-01-31T17:26:58Z,790000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,out,[],1628970,,,1610612759,20,21,2026-01-31T17:30:39Z,800000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,out,[],1630163,,,1610612759,20,21,2026-01-31T17:30:39Z,810000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,20,21,2026-01-31T17:30:39Z,820000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,20,21,2026-01-31T17:30:39Z,830000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612759,20,21,2026-01-31T17:30:39Z,840000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,in,[],1642883,,,1610612759,20,21,2026-01-31T17:30:39Z,850000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,20,21,2026-01-31T17:30:39Z,860000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M03.00S,2026-01-31T17:29:55.7Z,1,REGULAR,substitution,in,[],203084,,,1610612759,20,21,2026-01-31T17:30:39Z,870000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M03.00S,2026-01-31T17:30:41.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630577,,,1610612759,20,22,2026-01-31T17:30:53Z,880000,False,,,0,,J. Champagnie Free Throw 1 of 1 (7 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
94,PT04M46.00S,2026-01-31T17:30:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,83.26215505913272,47.30392156862745,1610612766,20,22,2026-01-31T17:31:31Z,890000,False,-13.0,105.0,1,right,MISS B. Miller 10' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.57,Missed,,,,,,,,,,,,,
