actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-21T00:10:53.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-21T00:10:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-02-21T00:10:56.6Z,1,REGULAR,jumpball,recovered,[],1629731,,,1610612739,0,0,2026-02-21T00:10:56Z,40000,False,,,0,,Jump Ball J. Allen vs. R. Kalkbrenner: Tip to D. Wade,"[1629731, 1628386, 1641750]",1610612739.0,CLE,startperiod,D. Wade,1629731.0,Wade,D. Wade,Allen,1628386.0,Kalkbrenner,1641750.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-02-21T00:11:07.9Z,1,REGULAR,2pt,Jump Shot,[],1628386,77.61169513797634,33.33333333333333,1610612739,0,2,2026-02-21T00:11:25Z,70000,False,-83.0,158.0,1,right,J. Allen 17' Jump Shot (2 PTS) (S. Merrill 1 AST),"[1628386, 1630241]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Left Center,17.86,Made,2.0,S. Merrill,1630241.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2026-02-21T00:11:25.1Z,1,REGULAR,2pt,Jump Shot,[],1642851,8.360709592641262,74.75490196078431,1610612766,0,2,2026-02-21T00:12:06Z,90000,False,-124.0,26.0,1,left,MISS K. Knueppel 12' pullup Shot,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Mid-Range,8-16 Left,12.65,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2026-02-21T00:11:29.1Z,1,REGULAR,rebound,offensive,[],1642883,,,1610612766,0,2,2026-02-21T00:13:32Z,100000,False,,,0,,S. James REBOUND (Off:1 Def:0),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Mid-Range,8-16 Left,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M23.00S,2026-02-21T00:11:29.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,32.933639947437584,48.77450980392157,1610612766,3,2,2026-02-21T00:11:41Z,110000,False,6.0,257.0,1,left,B. Miller 25' 3PT  (3 PTS) (S. James 1 AST),"[1641706, 1642883]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.72,Made,3.0,S. James,1642883.0,1.0,,,,,,,,,,,,,,
13,PT11M14.00S,2026-02-21T00:11:42.2Z,1,REGULAR,foul,personal,['2freethrow'],1641750,,,1610612739,3,2,2026-02-21T00:11:57Z,130000,False,,,0,,R. Kalkbrenner shooting personal FOUL (1 PF) (Allen 2 FT),"[1641750, 1628386]",1610612766.0,CHA,shooting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201245.0,1.0,0.0,Allen,1628386.0,,,,,
15,PT11M14.00S,2026-02-21T00:12:03.2Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,3,3,2026-02-21T00:12:03Z,150000,False,,,0,,J. Allen Free Throw 1 of 2 (3 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
16,PT11M14.00S,2026-02-21T00:12:19.6Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,3,4,2026-02-21T00:12:19Z,160000,False,,,0,,J. Allen Free Throw 2 of 2 (4 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
17,PT10M51.00S,2026-02-21T00:12:43.3Z,1,REGULAR,3pt,Jump Shot,[],1641706,10.988830486202366,95.34313725490196,1610612766,6,4,2026-02-21T00:12:52Z,170000,False,-227.0,51.0,1,left,B. Miller 3PT  (6 PTS) (S. James 2 AST),"[1641706, 1642883]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,23.23,Made,6.0,S. James,1642883.0,2.0,,,,,,,,,,,,,,
