actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M29.00S,2025-11-29T23:14:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,83.26215505913272,57.107843137254896,1610612761,0,7,2025-11-29T23:14:05Z,170000,False,36.0,105.0,1,right,J. Poeltl 11' floating Jump Shot (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,11.06,Made,2.0,,,,,,,,,,S. Barnes,1630567.0,1.0,,,,,
19,PT10M20.00S,2025-11-29T23:14:10.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641750,5.995400788436268,51.9607843137255,1610612766,2,7,2025-11-29T23:14:21Z,190000,False,-10.0,4.0,1,left,R. Kalkbrenner cutting DUNK (2 PTS) (L. Ball 1 AST),"[1641750, 1630163]",1610612766.0,CHA,cutting,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,,,,,,L. Ball,1630163.0,1.0,,,,,
21,PT09M58.00S,2025-11-29T23:14:34.0Z,1,REGULAR,3pt,Jump Shot,[],1630567,86.02168199737189,5.147058823529411,1610612761,2,10,2025-11-29T23:14:38Z,210000,False,-224.0,79.0,1,right,S. Barnes 3PT  (5 PTS) (J. Poeltl 1 AST),"[1630567, 1627751]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,23.78,Made,5.0,,,,,,,,,,J. Poeltl,1627751.0,1.0,,,,,
23,PT09M45.00S,2025-11-29T23:14:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,35.167542706964525,70.58823529411765,1610612766,2,10,2025-11-29T23:14:51Z,230000,False,-103.0,278.0,1,left,MISS L. Ball 29' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,29.65,Missed,,,,,,,,,,,,,,,,,,
24,PT09M43.00S,2025-11-29T23:14:47.6Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612761,2,10,2025-11-29T23:14:51Z,240000,False,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT09M40.00S,2025-11-29T23:14:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,90.62089356110381,49.01960784313725,1610612761,2,12,2025-11-29T23:14:57Z,250000,False,-5.0,36.0,1,right,B. Ingram running Layup (2 PTS) (I. Quickley 1 AST),"[1627742, 1630193]",1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,3.6,Made,2.0,,,,,,,,,,I. Quickley,1630193.0,1.0,,,,,
27,PT09M25.00S,2025-11-29T23:15:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,6.521024967148489,51.9607843137255,1610612766,2,12,2025-11-29T23:15:11Z,270000,False,-10.0,9.0,1,left,MISS B. Miller driving Layup,[1641706],1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
28,PT09M23.00S,2025-11-29T23:15:08.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,2,12,2025-11-29T23:15:11Z,280000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,
29,PT09M20.00S,2025-11-29T23:15:11.7Z,1,REGULAR,turnover,lost ball,[],1630193,,,1610612761,2,12,2025-11-29T23:15:15Z,290000,False,,,0,,I. Quickley lost ball TURNOVER (1 TO),"[1630193, 1642851]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1.0,Knueppel,1642851.0,,
30,PT09M20.00S,2025-11-29T23:15:11.7Z,1,REGULAR,steal,,[],1642851,,,1610612766,2,12,2025-11-29T23:15:13Z,300000,False,,,0,,K. Knueppel STEAL (1 STL),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT09M09.00S,2025-11-29T23:15:22.1Z,1,REGULAR,turnover,lost ball,[],1630163,,,1610612766,2,12,2025-11-29T23:15:26Z,310000,False,,,0,,L. Ball lost ball TURNOVER (1 TO),"[1630163, 1627751]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Poeltl,1627751.0,,
32,PT09M09.00S,2025-11-29T23:15:22.1Z,1,REGULAR,steal,,[],1627751,,,1610612761,2,12,2025-11-29T23:15:23Z,320000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2025-11-29T23:15:27.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627742,71.61629434954008,16.199448529411764,1610612761,2,15,2025-11-29T23:18:59Z,330000,False,-169.0,214.0,1,right,B. Ingram 27' 3PT running pullup (5 PTS) (S. Barnes 2 AST),"[1627742, 1630567]",1610612761.0,TOR,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,27.29,Made,5.0,,,,,,,,,,S. Barnes,1630567.0,2.0,,,,,
35,PT09M04.00S,2025-11-29T23:15:57.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,2,15,2025-11-29T23:15:57Z,350000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M49.00S,2025-11-29T23:18:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612766,2,15,2025-11-29T23:19:02Z,370000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Kalkbrenner 2 FT),"[1630567, 1641750]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,203592.0,1.0,0.0,Kalkbrenner,1641750.0,,,,,,,,,,,,
39,PT08M49.00S,2025-11-29T23:19:10.3Z,1,REGULAR,freethrow,1 of 2,[],1641750,,,1610612766,3,15,2025-11-29T23:19:10Z,390000,False,,,0,,R. Kalkbrenner Free Throw 1 of 2 (3 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
40,PT08M49.00S,2025-11-29T23:19:21.3Z,1,REGULAR,freethrow,2 of 2,[],1641750,,,1610612766,4,15,2025-11-29T23:19:21Z,400000,False,,,0,,R. Kalkbrenner Free Throw 2 of 2 (4 PTS),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
41,PT08M37.00S,2025-11-29T23:19:33.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,79.188567674113,55.14705882352941,1610612761,4,15,2025-11-29T23:19:39Z,410000,False,26.0,143.0,1,right,MISS B. Ingram 14' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,14.54,Missed,,,,,,,,,,,,,,,,,,
42,PT08M36.00S,2025-11-29T23:19:35.4Z,1,REGULAR,rebound,offensive,[],1627742,,,1610612761,4,15,2025-11-29T23:19:35Z,420000,False,,,0,,B. Ingram REBOUND (Off:1 Def:0),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,
43,PT08M34.00S,2025-11-29T23:19:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627742,91.67214191852825,49.26470588235294,1610612761,4,15,2025-11-29T23:20:15Z,430000,False,-4.0,26.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
44,PT08M32.00S,2025-11-29T23:19:38.9Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,4,15,2025-11-29T23:19:41Z,440000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Restricted Area,0-8 Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT08M22.00S,2025-11-29T23:19:48.6Z,1,REGULAR,2pt,Jump Shot,[],1641706,20.844283837056505,49.50980392156863,1610612766,4,15,2025-11-29T23:19:52Z,450000,False,2.0,143.0,1,left,MISS B. Miller 14' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,8-16 Center,14.34,Missed,,,,,,,,,,,,,,,,,,
46,PT08M20.00S,2025-11-29T23:19:50.6Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,4,15,2025-11-29T23:19:52Z,460000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Center,,,,,,,,,45.0,3.0,3.0,0.0,,,,,,,,
47,PT08M12.00S,2025-11-29T23:19:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,85.75886990801577,50.0,1610612761,4,17,2025-11-29T23:21:09Z,470000,False,0.0,81.0,1,right,S. Barnes 8' driving floating Jump Shot (7 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.14,Made,7.0,,,,,,,,,,,,,,,,,
48,PT08M01.00S,2025-11-29T23:20:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,8.09789750328515,45.83333333333333,1610612766,4,17,2025-11-29T23:22:05Z,480000,False,21.0,24.0,1,left,MISS L. Ball driving floating Shot - blocked,"[1630163, 1627751]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0
49,PT08M01.00S,2025-11-29T23:20:09.1Z,1,REGULAR,block,,[],1627751,,,1610612766,4,17,2025-11-29T23:20:11Z,490000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M59.00S,2025-11-29T23:20:11.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,4,17,2025-11-29T23:20:12Z,500000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,
51,PT07M54.00S,2025-11-29T23:20:17.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,67.62483574244416,32.59803921568628,1610612761,4,17,2025-11-29T23:22:56Z,510000,False,-87.0,252.0,1,right,MISS B. Ingram 26' running 3PT,[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,26.64,Missed,,,,,,,,,,,,,,,,,,
52,PT07M51.00S,2025-11-29T23:20:19.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,4,17,2025-11-29T23:20:19Z,520000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,
53,PT07M36.00S,2025-11-29T23:20:34.9Z,1,REGULAR,3pt,Jump Shot,[],1642851,13.61695137976347,3.431372549019608,1610612766,7,17,2025-11-29T23:20:39Z,530000,False,233.0,75.0,1,left,K. Knueppel 24' 3PT step back (3 PTS) (R. Kalkbrenner 1 AST),"[1642851, 1641750]",1610612766.0,CHA,step back,,,Knueppel,K. Knueppel,,,,,Right Corner 3,24+ Right,24.47,Made,3.0,,,,,,,,,,R. Kalkbrenner,1641750.0,1.0,,,,,
55,PT07M36.00S,2025-11-29T23:20:48.7Z,1,REGULAR,foul,personal,[],1630163,,,1610612761,7,17,2025-11-29T23:21:04Z,550000,False,,,0,,L. Ball loose ball personal FOUL (2 PF),"[1630163, 1630193]",1610612766.0,CHA,loose ball,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,1830.0,2.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
57,PT07M36.00S,2025-11-29T23:21:00.7Z,1,REGULAR,substitution,out,[],1630163,,,1610612761,7,17,2025-11-29T23:21:03Z,570000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M36.00S,2025-11-29T23:21:00.7Z,1,REGULAR,substitution,in,[],1629012,,,1610612761,7,17,2025-11-29T23:21:03Z,580000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M12.00S,2025-11-29T23:21:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.32917214191852,53.67647058823529,1610612761,7,17,2025-11-29T23:21:35Z,590000,False,18.0,20.0,1,right,MISS J. Poeltl Layup,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2025-11-29T23:21:33.7Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,7,17,2025-11-29T23:21:35Z,600000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,59.0,3.0,2.0,1.0,,,,,,,,
61,PT07M03.00S,2025-11-29T23:21:33.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,7,19,2025-11-29T23:21:33Z,610000,False,0.0,0.0,1,right,J. Poeltl putback Layup (4 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
62,PT06M50.00S,2025-11-29T23:21:46.2Z,1,REGULAR,3pt,Jump Shot,[],1641706,26.62614980289093,82.59803921568627,1610612766,7,19,2025-11-29T23:21:50Z,620000,False,-163.0,198.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,25.63,Missed,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2025-11-29T23:21:48.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,7,19,2025-11-29T23:21:48Z,630000,False,,,0,,B. Ingram REBOUND (Off:1 Def:1),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,62.0,2.0,1.0,1.0,,,,,,,,
64,PT06M30.00S,2025-11-29T23:22:06.9Z,1,REGULAR,2pt,Jump Shot,[],1630193,81.15965834428384,74.75490196078431,1610612761,7,21,2025-11-29T23:22:11Z,640000,False,124.0,125.0,1,right,I. Quickley 17' pullup Jump Shot (5 PTS) (J. Poeltl 2 AST),"[1630193, 1627751]",1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,17.56,Made,5.0,,,,,,,,,,J. Poeltl,1627751.0,2.0,,,,,
66,PT06M18.00S,2025-11-29T23:22:22.0Z,1,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612766,7,21,2025-11-29T23:22:33Z,660000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Sexton 2 FT),"[1642266, 1629012]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,
68,PT06M18.00S,2025-11-29T23:22:44.7Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612766,8,21,2025-11-29T23:22:44Z,680000,False,,,0,,C. Sexton Free Throw 1 of 2 (1 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
69,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,out,[],1641750,,,1610612766,8,21,2025-11-29T23:23:09Z,690000,False,,,0,,SUB out: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,8,21,2025-11-29T23:23:09Z,700000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612766,8,21,2025-11-29T23:23:09Z,710000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612766,8,21,2025-11-29T23:23:09Z,720000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,in,[],1631217,,,1610612766,8,21,2025-11-29T23:23:09Z,740000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,in,[],1642867,,,1610612766,8,21,2025-11-29T23:23:09Z,750000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612766,8,21,2025-11-29T23:23:09Z,760000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M18.00S,2025-11-29T23:22:45.3Z,1,REGULAR,substitution,in,[],1630544,,,1610612766,8,21,2025-11-29T23:23:22Z,765000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M18.00S,2025-11-29T23:23:12.2Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612766,9,21,2025-11-29T23:23:12Z,770000,False,,,0,,C. Sexton Free Throw 2 of 2 (2 PTS),[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
79,PT06M04.00S,2025-11-29T23:23:27.9Z,1,REGULAR,2pt,Jump Shot,[],1627742,80.6340341655716,72.30392156862744,1610612761,9,23,2025-11-29T23:27:19Z,780000,False,112.0,130.0,1,right,B. Ingram 17' turnaround fadeaway Jump Shot (7 PTS) (I. Quickley 2 AST),"[1627742, 1630193]",1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,17.09,Made,7.0,,,,,,,,,,I. Quickley,1630193.0,2.0,,,,,
81,PT05M41.00S,2025-11-29T23:23:51.4Z,1,REGULAR,3pt,Jump Shot,[],1630544,8.754927726675426,94.85294117647058,1610612766,9,23,2025-11-29T23:23:57Z,800000,False,-224.0,30.0,1,left,MISS T. Mann pullup 3PT,[1630544],1610612766.0,CHA,pullup,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,22.63,Missed,,,,,,,,,,,,,,,,,,
82,PT05M39.00S,2025-11-29T23:23:54.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,9,23,2025-11-29T23:23:54Z,810000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,81.0,,,,,,,,,,,
84,PT05M37.00S,2025-11-29T23:24:15.1Z,1,REGULAR,violation,kicked ball,[],1630193,,,1610612766,9,23,2025-11-29T23:24:24Z,830000,False,,,0,,I. Quickley kicked ball VIOLATION,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,
85,PT05M30.00S,2025-11-29T23:24:37.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,36.35019710906702,64.2156862745098,1610612766,9,23,2025-11-29T23:24:41Z,840000,False,-71.0,289.0,1,left,MISS T. Mann 29' 3PT,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,29.78,Missed,,,,,,,,,,,,,,,,,,
86,PT05M26.00S,2025-11-29T23:24:41.0Z,1,REGULAR,rebound,defensive,[],1642266,,,1610612761,9,23,2025-11-29T23:24:41Z,850000,False,,,0,,J. Walter REBOUND (Off:0 Def:1),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Center,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,
