actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
77,PT06M31.00S,2026-02-12T00:22:42.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,19,2026-02-12T00:22:42Z,750000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M31.00S,2026-02-12T00:22:46.4Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,17,19,2026-02-12T00:25:48Z,760000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M31.00S,2026-02-12T00:22:46.4Z,1,REGULAR,substitution,out,[],1629638,,,1610612766,17,19,2026-02-12T00:25:48Z,770000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M31.00S,2026-02-12T00:22:46.4Z,1,REGULAR,substitution,in,[],1641790,,,1610612766,17,19,2026-02-12T00:25:48Z,780000,False,,,0,,SUB in: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M31.00S,2026-02-12T00:22:46.4Z,1,REGULAR,substitution,in,[],203468,,,1610612766,17,19,2026-02-12T00:25:48Z,790000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M14.00S,2026-02-12T00:26:02.1Z,1,REGULAR,turnover,bad pass,[],1629684,,,1610612766,17,19,2026-02-12T00:26:07Z,800000,False,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 1630552]",1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,,,Johnson,1630552.0
85,PT06M14.00S,2026-02-12T00:26:02.1Z,1,REGULAR,steal,,[],1630552,,,1610612737,17,19,2026-02-12T00:26:05Z,810000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
86,PT06M02.00S,2026-02-12T00:26:13.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630552,12.434296977660972,61.76470588235294,1610612737,17,19,2026-02-12T00:26:17Z,820000,False,-59.0,64.0,1,left,MISS J. Johnson 8' bank Shot,[1630552],1610612737.0,ATL,bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,8.72,,,,,,,,,,,,
87,PT06M00.00S,2026-02-12T00:26:15.0Z,1,REGULAR,rebound,defensive,[],1641790,,,1610612766,17,19,2026-02-12T00:26:17Z,830000,False,,,0,,P. Hall REBOUND (Off:0 Def:1),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,
88,PT05M53.00S,2026-02-12T00:26:22.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629684,91.40932982917214,50.49019607843137,1610612766,17,19,2026-02-12T00:29:10Z,840000,False,2.0,28.0,1,right,MISS G. Williams running Layup,[1629684],1610612766.0,CHA,running,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.84,,,,,,,,,,,,
89,PT05M50.00S,2026-02-12T00:26:25.2Z,1,REGULAR,rebound,offensive,[],1641790,,,1610612766,17,19,2026-02-12T00:27:08Z,850000,False,,,0,,P. Hall REBOUND (Off:1 Def:1),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,,,,,,,,,88.0,2.0,1.0,1.0,,,,,,,,
90,PT05M50.00S,2026-02-12T00:26:25.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641790,94.40999984741211,50.0,1610612766,19,19,2026-02-12T00:30:19Z,860000,False,0.0,0.0,1,right,P. Hall tip Layup (2 PTS),[1641790],1610612766.0,CHA,tip,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.0,,,,,,,,,,,,
91,PT05M44.00S,2026-02-12T00:26:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,6.652431011826544,44.6078431372549,1610612737,19,21,2026-02-12T00:30:38Z,870000,False,27.0,10.0,1,left,D. Daniels driving floating Jump Shot (7 PTS) (J. Johnson 4 AST),"[1630700, 1630552]",1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,2.88,,,,,J. Johnson,1630552.0,4.0,,,,,
93,PT05M35.00S,2026-02-12T00:26:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,72.22404730617609,81.61764705882352,1610612766,22,21,2026-02-12T00:26:45Z,890000,False,158.0,209.0,1,right,L. Ball 26' 3PT step back (6 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,26.17,,,,,,,,,,,,
94,PT05M24.00S,2026-02-12T00:26:52.1Z,1,REGULAR,turnover,lost ball,[],1630552,,,1610612737,22,21,2026-02-12T00:26:56Z,900000,False,,,0,,J. Johnson lost ball TURNOVER (1 TO),"[1630552, 1642851]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,,,Knueppel,1642851.0
95,PT05M24.00S,2026-02-12T00:26:52.1Z,1,REGULAR,steal,,[],1642851,,,1610612766,22,21,2026-02-12T00:26:53Z,910000,False,,,0,,K. Knueppel STEAL (1 STL),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT05M16.00S,2026-02-12T00:27:00.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,62.23718791064389,33.33333333333333,1610612766,22,21,2026-02-12T00:27:05Z,920000,False,-83.0,302.0,1,right,MISS L. Ball 31' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,,Missed,,31.38,,,,,,,,,,,,
97,PT05M12.00S,2026-02-12T00:27:04.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,22,21,2026-02-12T00:27:05Z,930000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,
99,PT05M03.00S,2026-02-12T00:27:11.8Z,1,REGULAR,3pt,Jump Shot,[],203468,7.178055190538765,95.34313725490196,1610612737,22,21,2026-02-12T00:27:16Z,940000,False,-227.0,15.0,1,left,MISS C. McCollum 3PT,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.72,,,,,,,,,,,,
100,PT05M01.00S,2026-02-12T00:27:13.8Z,1,REGULAR,rebound,defensive,[],1641790,,,1610612766,22,21,2026-02-12T00:27:16Z,950000,False,,,0,,P. Hall REBOUND (Off:1 Def:2),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,Left Corner 3,24+ Left,,,,,,,,,99.0,3.0,2.0,1.0,,,,,,,,
101,PT04M48.00S,2026-02-12T00:27:27.5Z,1,REGULAR,3pt,Jump Shot,[],1642851,72.7496714848883,15.931372549019606,1610612766,25,21,2026-02-12T00:32:53Z,960000,False,-170.0,204.0,1,right,K. Knueppel 26' 3PT pullup (9 PTS),[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,26.55,,,,,,,,,,,,
102,PT04M38.00S,2026-02-12T00:27:41.5Z,1,REGULAR,foul,personal,[],1630163,,,1610612737,25,21,2026-02-12T00:27:53Z,970000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 1630168]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,1193.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
104,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,out,[],1630163,,,1610612737,25,21,2026-02-12T00:28:15Z,990000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,out,[],1629684,,,1610612737,25,21,2026-02-12T00:28:15Z,1000000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,25,21,2026-02-12T00:28:15Z,1010000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,25,21,2026-02-12T00:28:15Z,1020000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,in,[],1642883,,,1610612737,25,21,2026-02-12T00:28:15Z,1030000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,in,[],1642275,,,1610612737,25,21,2026-02-12T00:28:15Z,1040000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,in,[],1630557,,,1610612737,25,21,2026-02-12T00:28:15Z,1050000,False,,,0,,SUB in: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M38.00S,2026-02-12T00:27:52.9Z,1,REGULAR,substitution,in,[],1629111,,,1610612737,25,21,2026-02-12T00:28:15Z,1060000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M28.00S,2026-02-12T00:28:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,12.302890932982917,49.50980392156863,1610612737,25,23,2026-02-12T00:28:26Z,1070000,False,2.0,63.0,1,left,D. Daniels 6' floating Jump Shot (9 PTS) (C. McCollum 1 AST),"[1630700, 203468]",1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,6.31,,,,,C. McCollum,203468.0,1.0,,,,,
114,PT04M23.00S,2026-02-12T00:28:32.0Z,1,REGULAR,foul,personal,[],1630700,,,1610612766,25,23,2026-02-12T00:28:40Z,1090000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 1642851]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,2003.0,1.0,0.0,Knueppel,1642851.0,,,,,,,,,,,,,,,
116,PT04M23.00S,2026-02-12T00:28:48.4Z,1,REGULAR,substitution,out,[],1630700,,,1610612766,25,23,2026-02-12T00:28:54Z,1110000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M23.00S,2026-02-12T00:28:48.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612766,25,23,2026-02-12T00:28:54Z,1120000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M04.00S,2026-02-12T00:29:22.3Z,1,REGULAR,3pt,Jump Shot,[],1642851,67.49342969776609,34.80392156862745,1610612766,28,23,2026-02-12T00:33:48Z,1130000,False,-76.0,253.0,1,right,K. Knueppel 26' 3PT pullup (12 PTS) (S. James 1 AST),"[1642851, 1642883]",1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,,,,Made,12.0,26.43,,,,,S. James,1642883.0,1.0,,,,,
120,PT03M51.00S,2026-02-12T00:29:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,17.821944809461236,49.01960784313725,1610612737,28,23,2026-02-12T00:34:08Z,1150000,False,5.0,115.0,1,left,MISS N. Alexander-Walker 11' driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,11.51,,,,,,,,,,,,
121,PT03M51.00S,2026-02-12T00:29:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,28,23,2026-02-12T00:29:41Z,1160000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,120.0,,,,,,,,,,,
122,PT03M51.00S,2026-02-12T00:29:39.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641790,,,1610612737,28,23,2026-02-12T00:30:03Z,1170000,False,,,0,,P. Hall loose ball personal FOUL (1 PF) (Landale 2 FT),"[1641790, 1629111]",1610612766.0,CHA,loose ball,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,1193.0,1.0,0.0,Landale,1629111.0,,,,,,,,,,,,,,,
124,PT03M51.00S,2026-02-12T00:30:04.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629111,,,1610612737,28,23,2026-02-12T00:30:04Z,1190000,False,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
125,PT03M51.00S,2026-02-12T00:30:04.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,28,23,2026-02-12T00:30:04Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,
126,PT03M51.00S,2026-02-12T00:30:04.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612737,28,23,2026-02-12T00:30:17Z,1210000,False,,,0,,MISS J. Landale Free Throw 2 of 2,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
127,PT03M48.00S,2026-02-12T00:30:07.4Z,1,REGULAR,rebound,defensive,[],1641790,,,1610612766,28,23,2026-02-12T00:30:17Z,1220000,False,,,0,,P. Hall REBOUND (Off:1 Def:3),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,126.0,4.0,3.0,1.0,,,,,,,,
128,PT03M30.00S,2026-02-12T00:30:34.6Z,1,REGULAR,3pt,Jump Shot,[],1642851,69.59592641261499,77.94117647058823,1610612766,28,23,2026-02-12T00:30:40Z,1230000,False,140.0,233.0,1,right,MISS K. Knueppel 27' pullup 3PT,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,27.19,,,,,,,,,,,,
129,PT03M25.00S,2026-02-12T00:30:39.6Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612737,28,23,2026-02-12T00:30:51Z,1240000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
130,PT03M12.00S,2026-02-12T00:30:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630557,30.962549277266753,26.96078431372549,1610612737,28,23,2026-02-12T00:30:55Z,1250000,False,115.0,239.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.49,,,,,,,,,,,,
131,PT03M09.00S,2026-02-12T00:30:54.1Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,28,23,2026-02-12T00:30:54Z,1260000,False,,,0,,S. James REBOUND (Off:0 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,
132,PT02M55.00S,2026-02-12T00:31:15.2Z,1,REGULAR,foul,personal,[],1629638,,,1610612766,28,23,2026-02-12T00:31:27Z,1270000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 1642851]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,203591.0,1.0,0.0,Knueppel,1642851.0,,,,,,,,,,,,,,,
134,PT02M55.00S,2026-02-12T00:31:22.2Z,1,REGULAR,substitution,out,[],1642851,,,1610612766,28,23,2026-02-12T00:31:35Z,1290000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M55.00S,2026-02-12T00:31:22.2Z,1,REGULAR,substitution,out,[],1630552,,,1610612766,28,23,2026-02-12T00:31:35Z,1300000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M55.00S,2026-02-12T00:31:22.2Z,1,REGULAR,substitution,in,[],1641706,,,1610612766,28,23,2026-02-12T00:31:35Z,1310000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M55.00S,2026-02-12T00:31:22.2Z,1,REGULAR,substitution,in,[],1642854,,,1610612766,28,23,2026-02-12T00:31:35Z,1320000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M41.00S,2026-02-12T00:31:58.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,80.23981603153744,36.76470588235294,1610612766,28,23,2026-02-12T00:32:02Z,1330000,False,-66.0,133.0,1,right,MISS B. Miller 14' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,14.87,,,,,,,,,,,,
139,PT02M39.00S,2026-02-12T00:32:00.6Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612737,28,23,2026-02-12T00:32:02Z,1340000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,
140,PT02M30.00S,2026-02-12T00:32:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,17.559132720105126,37.254901960784316,1610612737,28,23,2026-02-12T00:32:14Z,1350000,False,64.0,113.0,1,left,MISS C. McCollum 12' pullup Shot,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,12.94,,,,,,,,,,,,
141,PT02M26.00S,2026-02-12T00:32:12.5Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,28,23,2026-02-12T00:32:14Z,1360000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,140.0,2.0,1.0,1.0,,,,,,,,
142,PT02M26.00S,2026-02-12T00:32:17.8Z,1,REGULAR,foul,personal,[],203468,,,1610612766,28,23,2026-02-12T00:32:47Z,1370000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1641706]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,1193.0,1.0,0.0,Miller,1641706.0,,,,,,,,,,,,,,,
144,PT02M26.00S,2026-02-12T00:32:35.6Z,1,REGULAR,substitution,out,[],1630182,,,1610612766,28,23,2026-02-12T00:32:40Z,1390000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M26.00S,2026-02-12T00:32:35.6Z,1,REGULAR,substitution,in,[],1630544,,,1610612766,28,23,2026-02-12T00:32:40Z,1400000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M16.00S,2026-02-12T00:33:04.3Z,1,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612766,28,23,2026-02-12T00:33:20Z,1410000,False,,,0,,J. Landale shooting personal FOUL (1 PF) (Hall 2 FT),"[1629111, 1641790]",1610612737.0,ATL,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Hall,1641790.0,,,,,,,,,,,,,,,
148,PT02M16.00S,2026-02-12T00:33:29.4Z,1,REGULAR,freethrow,1 of 2,[],1641790,,,1610612766,29,23,2026-02-12T00:33:29Z,1430000,False,,,0,,P. Hall Free Throw 1 of 2 (3 PTS),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
149,PT02M16.00S,2026-02-12T00:33:48.9Z,1,REGULAR,freethrow,2 of 2,[],1641790,,,1610612766,30,23,2026-02-12T00:33:48Z,1440000,False,,,0,,P. Hall Free Throw 2 of 2 (4 PTS),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
150,PT02M03.00S,2026-02-12T00:34:02.2Z,1,REGULAR,2pt,Jump Shot,[],1629111,11.645860709592641,27.696078431372552,1610612737,30,25,2026-02-12T00:34:08Z,1450000,False,112.0,57.0,1,left,J. Landale 12' bank Jump Shot (2 PTS) (C. Kispert 1 AST),"[1629111, 1630557]",1610612737.0,ATL,bank,,,Landale,J. Landale,,,,,Mid-Range,8-16 Right,,,,,,Made,2.0,12.52,,,,,C. Kispert,1630557.0,1.0,,,,,
152,PT01M44.00S,2026-02-12T00:34:21.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641790,91.5407358738502,37.254901960784316,1610612766,32,25,2026-02-12T00:37:17Z,1470000,False,-64.0,27.0,1,right,P. Hall 6' turnaround Hook (6 PTS) (S. James 2 AST),"[1641790, 1642883]",1610612766.0,CHA,turnaround,,,Hall,P. Hall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,6.92,,,,,S. James,1642883.0,2.0,,,,,
154,PT01M30.00S,2026-02-12T00:34:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,8.623521681997373,37.99019607843137,1610612737,32,25,2026-02-12T00:39:22Z,1490000,False,60.0,29.0,1,left,MISS C. McCollum 6' driving floating bank Shot,[203468],1610612737.0,ATL,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.65,,,,,,,,,,,,
155,PT01M28.00S,2026-02-12T00:34:36.7Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,32,25,2026-02-12T00:34:40Z,1500000,False,,,0,,B. Miller REBOUND (Off:1 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,154.0,3.0,2.0,1.0,,,,,,,,
156,PT01M21.00S,2026-02-12T00:34:44.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630544,74.85216819973719,84.55882352941177,1610612766,35,25,2026-02-12T00:39:47Z,1510000,False,173.0,184.0,1,right,T. Mann 25' 3PT running (3 PTS) (S. James 3 AST),"[1630544, 1642883]",1610612766.0,CHA,running,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.23,,,,,S. James,1642883.0,3.0,,,,,
158,PT01M12.00S,2026-02-12T00:34:54.2Z,1,REGULAR,3pt,Jump Shot,[],1629111,6.258212877792378,94.85294117647058,1610612737,35,25,2026-02-12T00:35:05Z,1530000,False,-224.0,6.0,1,left,MISS J. Landale 3PT,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.44,,,,,,,,,,,,
159,PT01M12.00S,2026-02-12T00:34:54.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,35,25,2026-02-12T00:35:05Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,158.0,,,,,,,,,,,
161,PT01M12.00S,2026-02-12T00:35:15.4Z,1,REGULAR,substitution,out,[],1641790,,,1610612737,35,25,2026-02-12T00:35:24Z,1560000,False,,,0,,SUB out: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M12.00S,2026-02-12T00:35:15.4Z,1,REGULAR,substitution,in,[],1630214,,,1610612737,35,25,2026-02-12T00:35:24Z,1570000,False,,,0,,SUB in: X. Tillman,[1630214],1610612766.0,CHA,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M12.00S,2026-02-12T00:35:31.9Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,35,25,2026-02-12T00:37:27Z,1580000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,1193.0,,,,,,,,,,,,,,,,,,,
164,PT01M06.00S,2026-02-12T00:35:36.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203468,19.267411300919843,18.872549019607842,1610612737,35,25,2026-02-12T00:40:21Z,1590000,False,156.0,129.0,1,left,MISS C. McCollum 20' step back Shot,[203468],1610612737.0,ATL,step back,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,20.19,,,,,,,,,,,,
