actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
165,PT01M04.00S,2026-02-12T00:35:38.4Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,35,25,2026-02-12T00:35:40Z,1600000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Mid-Range,16-24 Right Center,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,
166,PT01M01.00S,2026-02-12T00:35:42.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641706,91.40932982917214,51.225490196078425,1610612766,35,25,2026-02-12T00:40:50Z,1610000,False,6.0,28.0,1,right,MISS B. Miller running Layup,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.89,,,,,,,,,,,,
167,PT01M01.00S,2026-02-12T00:35:42.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,35,25,2026-02-12T00:35:47Z,1620000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,166.0,,,,,,,,,,,
169,PT00M49.40S,2026-02-12T00:36:05.1Z,1,REGULAR,turnover,out-of-bounds,[],1629638,,,1610612737,35,25,2026-02-12T00:36:12Z,1640000,False,,,0,,N. Alexander-Walker lost ball out-of-bounds TURNOVER (1 TO),[1629638],1610612737.0,ATL,lost ball,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,203591.0,,,,,,,,,,,,,,,1.0,,,,
170,PT00M25.40S,2026-02-12T00:36:35.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641706,91.27792378449409,62.5,1610612766,35,25,2026-02-12T00:41:30Z,1650000,False,62.0,29.0,1,right,MISS B. Miller 6' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.91,,,,,,,,,,,,
171,PT00M23.60S,2026-02-12T00:36:37.7Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612737,35,25,2026-02-12T00:36:39Z,1660000,False,,,0,,C. Kispert REBOUND (Off:0 Def:2),[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,,,
172,PT00M02.40S,2026-02-12T00:37:00.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,8.09789750328515,45.09803921568628,1610612737,35,27,2026-02-12T00:37:05Z,1670000,False,25.0,24.0,1,left,C. McCollum driving Layup (2 PTS),[203468],1610612737.0,ATL,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.4,,,,,,,,,,,,
173,PT00M02.40S,2026-02-12T00:37:05.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,35,27,2026-02-12T00:37:10Z,1680000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,2003.0,,,,,,,,,,,,,,,,,,,
174,PT00M00.00S,2026-02-12T00:37:19.4Z,1,REGULAR,heave,,[],0,,,1610612766,35,27,2026-02-12T00:37:28Z,1690000,False,,,0,,CHA Heave,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,55.08,,,,,,,,,,,,
175,PT00M00.00S,2026-02-12T00:37:22.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,35,27,2026-02-12T00:37:22Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,174.0,,,,,,,,,,,
176,PT00M00.00S,2026-02-12T00:37:30.8Z,1,REGULAR,period,end,[],0,,,1610612766,35,27,2026-02-12T00:37:30Z,1710000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-02-12T00:37:46.6Z,2,REGULAR,substitution,out,['startperiod'],1642883,,,1610612766,35,27,2026-02-12T00:40:07Z,1720000,False,,,0,,SUB out: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-02-12T00:37:46.6Z,2,REGULAR,substitution,out,['startperiod'],1630214,,,1610612766,35,27,2026-02-12T00:40:07Z,1730000,False,,,0,,SUB out: X. Tillman,[1630214],1610612766.0,CHA,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-02-12T00:37:46.6Z,2,REGULAR,substitution,out,['startperiod'],1629638,,,1610612766,35,27,2026-02-12T00:40:07Z,1740000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-02-12T00:37:46.6Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,35,27,2026-02-12T00:40:07Z,1750000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-02-12T00:37:46.6Z,2,REGULAR,substitution,in,['startperiod'],1641750,,,1610612766,35,27,2026-02-12T00:40:07Z,1760000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-12T00:37:46.6Z,2,REGULAR,substitution,in,['startperiod'],1630700,,,1610612766,35,27,2026-02-12T00:40:07Z,1770000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-12T00:40:05.2Z,2,REGULAR,period,start,[],0,,,1610612766,35,27,2026-02-12T00:40:07Z,1780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M39.00S,2026-02-12T00:40:25.3Z,2,REGULAR,turnover,bad pass,[],1641706,,,1610612766,35,27,2026-02-12T00:40:29Z,1790000,False,,,0,,B. Miller bad pass TURNOVER (2 TO),"[1641706, 1629111]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2.0,,,Landale,1629111.0
185,PT11M39.00S,2026-02-12T00:40:25.3Z,2,REGULAR,steal,,[],1629111,,,1610612737,35,27,2026-02-12T00:40:27Z,1800000,False,,,0,,J. Landale STEAL (1 STL),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT11M26.00S,2026-02-12T00:40:38.4Z,2,REGULAR,turnover,bad pass,[],1630700,,,1610612737,35,27,2026-02-12T00:40:46Z,1810000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1641706]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,,,Miller,1641706.0
187,PT11M26.00S,2026-02-12T00:40:38.4Z,2,REGULAR,steal,,[],1641706,,,1610612766,35,27,2026-02-12T00:40:40Z,1820000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
188,PT11M21.00S,2026-02-12T00:40:43.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,67.49342969776609,65.19607843137256,1610612766,35,27,2026-02-12T00:40:51Z,1830000,False,76.0,253.0,1,right,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.43,,,,,,,,,,,,
189,PT11M15.00S,2026-02-12T00:40:48.8Z,2,REGULAR,rebound,defensive,[],1642854,,,1610612737,35,27,2026-02-12T00:40:48Z,1840000,False,,,0,,A. Newell REBOUND (Off:0 Def:1),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Above the Break 3,24+ Center,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,
190,PT11M12.00S,2026-02-12T00:41:03.3Z,2,REGULAR,foul,personal,['3freethrow'],1641706,,,1610612737,35,27,2026-02-12T00:41:29Z,1850000,False,,,0,,B. Miller shooting personal FOUL (2 PF) (McCollum 3 FT),"[1641706, 203468]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,1193.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,
192,PT11M12.00S,2026-02-12T00:41:30.9Z,2,REGULAR,freethrow,1 of 3,[],203468,,,1610612737,35,28,2026-02-12T00:41:30Z,1870000,False,,,0,,C. McCollum Free Throw 1 of 3 (3 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
193,PT11M12.00S,2026-02-12T00:41:30.9Z,2,REGULAR,freethrow,2 of 3,[],203468,,,1610612737,35,29,2026-02-12T00:41:59Z,1880000,False,,,0,,C. McCollum Free Throw 2 of 3 (4 PTS),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
194,PT11M12.00S,2026-02-12T00:41:30.9Z,2,REGULAR,freethrow,3 of 3,[],203468,,,1610612737,35,29,2026-02-12T00:41:59Z,1890000,False,,,0,,MISS C. McCollum Free Throw 3 of 3,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
195,PT11M08.00S,2026-02-12T00:41:34.9Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,35,29,2026-02-12T00:41:59Z,1900000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,
196,PT10M54.00S,2026-02-12T00:42:10.9Z,2,REGULAR,3pt,Jump Shot,[],1641706,68.80749014454665,66.66666666666666,1610612766,38,29,2026-02-12T00:42:15Z,1910000,False,83.0,241.0,1,right,B. Miller 25' 3PT  (8 PTS) (L. Ball 2 AST),"[1641706, 1630163]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,Made,8.0,25.47,,,,,L. Ball,1630163.0,2.0,,,,,
198,PT10M36.00S,2026-02-12T00:42:28.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,10.988830486202366,34.55882352941176,1610612737,38,31,2026-02-12T00:42:32Z,1930000,False,77.0,51.0,1,left,C. McCollum 9' turnaround fadeaway Jump Shot (6 PTS),[203468],1610612737.0,ATL,turnaround fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Made,6.0,9.24,,,,,,,,,,,,
199,PT10M28.00S,2026-02-12T00:42:37.0Z,2,REGULAR,3pt,Jump Shot,[],1641706,66.96780551905388,60.78431372549019,1610612766,38,31,2026-02-12T00:42:41Z,1940000,False,54.0,258.0,1,right,MISS B. Miller 26' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.36,,,,,,,,,,,,
200,PT10M25.00S,2026-02-12T00:42:40.0Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612737,38,31,2026-02-12T00:42:41Z,1950000,False,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,,,
201,PT10M19.00S,2026-02-12T00:42:45.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642854,26.757555847568987,80.63725490196079,1610612737,38,31,2026-02-12T00:42:51Z,1960000,False,-153.0,199.0,1,left,MISS A. Newell 25' running 3PT,[1642854],1610612737.0,ATL,running,,,Newell,A. Newell,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.11,,,,,,,,,,,,
202,PT10M17.00S,2026-02-12T00:42:47.5Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,38,31,2026-02-12T00:42:47Z,1970000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,
203,PT10M08.00S,2026-02-12T00:43:05.0Z,2,REGULAR,foul,personal,[],1630700,,,1610612766,38,31,2026-02-12T00:43:12Z,1980000,False,,,0,,D. Daniels personal FOUL (2 PF),"[1630700, 1641706]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Center,203591.0,2.0,0.0,Miller,1641706.0,,,,,,,,,,,,,,,
205,PT10M08.00S,2026-02-12T00:43:12.3Z,2,REGULAR,substitution,out,[],1642854,,,1610612766,38,31,2026-02-12T00:43:15Z,2000000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M08.00S,2026-02-12T00:43:12.3Z,2,REGULAR,substitution,in,[],1630552,,,1610612766,38,31,2026-02-12T00:43:15Z,2010000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M56.00S,2026-02-12T00:43:40.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,85.62746386333771,52.69607843137255,1610612766,40,31,2026-02-12T00:43:43Z,2020000,False,13.0,83.0,1,right,B. Miller 8' turnaround fadeaway Jump Shot (10 PTS),[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,10.0,8.37,,,,,,,,,,,,
208,PT09M46.00S,2026-02-12T00:43:50.3Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612737,40,31,2026-02-12T00:43:58Z,2030000,False,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 1642275]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Salaün,1642275.0
209,PT09M46.00S,2026-02-12T00:43:50.3Z,2,REGULAR,steal,,[],1642275,,,1610612766,40,31,2026-02-12T00:44:24Z,2040000,False,,,0,,T. Salaün STEAL (1 STL),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
210,PT09M43.00S,2026-02-12T00:43:58.0Z,2,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612766,40,31,2026-02-12T00:44:09Z,2050000,False,,,0,,J. Landale shooting personal FOUL (2 PF) (Salaün 2 FT),"[1629111, 1642275]",1610612737.0,ATL,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1193.0,2.0,0.0,Salaün,1642275.0,,,,,,,,,,,,,,,
212,PT09M43.00S,2026-02-12T00:44:25.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642275,,,1610612766,40,31,2026-02-12T00:44:25Z,2070000,False,,,0,,MISS T. Salaün Free Throw 1 of 2,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
213,PT09M43.00S,2026-02-12T00:44:25.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,40,31,2026-02-12T00:44:25Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,
214,PT09M43.00S,2026-02-12T00:44:30.8Z,2,REGULAR,substitution,out,[],203468,,,1610612766,40,31,2026-02-12T00:44:35Z,2090000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M43.00S,2026-02-12T00:44:30.8Z,2,REGULAR,substitution,in,[],1642258,,,1610612766,40,31,2026-02-12T00:44:35Z,2100000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M43.00S,2026-02-12T00:44:43.1Z,2,REGULAR,substitution,out,[],1630544,,,1610612766,40,31,2026-02-12T00:44:48Z,2110000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M43.00S,2026-02-12T00:44:43.1Z,2,REGULAR,substitution,in,[],1630182,,,1610612766,40,31,2026-02-12T00:44:48Z,2120000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M43.00S,2026-02-12T00:44:55.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642275,,,1610612766,41,31,2026-02-12T00:44:55Z,2130000,False,,,0,,T. Salaün Free Throw 2 of 2 (1 PTS),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
219,PT09M31.00S,2026-02-12T00:45:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,7.046649145860711,54.166666666666664,1610612737,41,31,2026-02-12T00:45:15Z,2140000,False,-21.0,14.0,1,left,MISS C. Kispert cutting Layup,[1630557],1610612737.0,ATL,cutting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.49,,,,,,,,,,,,
220,PT09M29.00S,2026-02-12T00:45:12.0Z,2,REGULAR,rebound,defensive,[],1641706,,,1610612766,41,31,2026-02-12T00:45:15Z,2150000,False,,,0,,B. Miller REBOUND (Off:1 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,219.0,4.0,3.0,1.0,,,,,,,,
221,PT09M19.00S,2026-02-12T00:45:21.6Z,2,REGULAR,3pt,Jump Shot,[],1630163,78.0059132720105,7.352941176470589,1610612766,44,31,2026-02-12T00:48:08Z,2160000,False,-213.0,154.0,1,right,L. Ball 26' 3PT step back (9 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,26.31,,,,,,,,,,,,
222,PT09M18.00S,2026-02-12T00:45:32.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,44,31,2026-02-12T00:45:32Z,2170000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M53.00S,2026-02-12T00:48:55.1Z,2,REGULAR,3pt,Jump Shot,[],1629111,7.178055190538765,95.58823529411765,1610612737,44,31,2026-02-12T00:49:04Z,2180000,False,-228.0,15.0,1,left,MISS J. Landale 3PT - blocked,"[1629111, 1641706]",1610612737.0,ATL,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.84,,,,,,,,,Miller,1641706.0,,
225,PT08M53.00S,2026-02-12T00:48:55.1Z,2,REGULAR,block,,[],1641706,,,1610612737,44,31,2026-02-12T00:49:01Z,2190000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
226,PT08M53.00S,2026-02-12T00:48:55.1Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,44,31,2026-02-12T00:50:52Z,2200000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,224.0,3.0,2.0,1.0,,,,,,,,
227,PT08M53.00S,2026-02-12T00:49:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,5.732588699080158,47.05882352941176,1610612737,44,31,2026-02-12T00:50:58Z,2210000,False,15.0,1.0,1,left,MISS J. Johnson reverse Layup,[1630552],1610612737.0,ATL,reverse,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.48,,,,,,,,,,,,
231,PT08M53.00S,2026-02-12T00:49:04.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,44,31,2026-02-12T00:50:07Z,2220000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,227.0,,,,,,,,,,,
232,PT08M53.00S,2026-02-12T00:49:43.2Z,2,REGULAR,jumpball,recovered,[],1630182,,,1610612766,44,31,2026-02-12T00:52:42Z,2260000,False,,,0,,Jump Ball R. Kalkbrenner vs. J. Landale: Tip to J. Green,"[1630182, 1641750, 1629111]",1610612766.0,CHA,heldball,J. Green,1630182.0,Green,J. Green,Kalkbrenner,1641750.0,Landale,1629111.0,,,,,,,,,,,,,,,,,,,,,,
237,PT08M33.00S,2026-02-12T00:49:58.9Z,2,REGULAR,3pt,Jump Shot,[],1641706,68.01905387647832,67.8921568627451,1610612766,47,31,2026-02-12T00:53:35Z,2310000,False,89.0,248.0,1,right,B. Miller 26' 3PT step back (13 PTS),[1641706],1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,Made,13.0,26.37,,,,,,,,,,,,
238,PT08M19.00S,2026-02-12T00:50:08.3Z,2,REGULAR,3pt,Jump Shot,[],1642258,20.45006570302234,9.803921568627452,1610612737,47,31,2026-02-12T00:50:19Z,2320000,False,201.0,140.0,1,left,MISS Z. Risacher 24' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.48,,,,,,,,,,,,
239,PT08M19.00S,2026-02-12T00:50:08.3Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,47,31,2026-02-12T00:50:19Z,2330000,False,,,0,,T. Salaün REBOUND (Off:0 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,,,,,,,238.0,3.0,3.0,0.0,,,,,,,,
241,PT08M06.00S,2026-02-12T00:50:32.1Z,2,REGULAR,substitution,out,[],1642275,,,1610612766,47,31,2026-02-12T00:50:41Z,2350000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M06.00S,2026-02-12T00:50:32.1Z,2,REGULAR,substitution,out,[],1630700,,,1610612766,47,31,2026-02-12T00:50:41Z,2360000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M06.00S,2026-02-12T00:50:32.1Z,2,REGULAR,substitution,out,[],1629111,,,1610612766,47,31,2026-02-12T00:50:41Z,2370000,False,,,0,,SUB out: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M06.00S,2026-02-12T00:50:32.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612766,47,31,2026-02-12T00:50:41Z,2380000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M06.00S,2026-02-12T00:50:32.1Z,2,REGULAR,substitution,in,[],1629638,,,1610612766,47,31,2026-02-12T00:50:41Z,2390000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M06.00S,2026-02-12T00:50:32.1Z,2,REGULAR,substitution,in,[],1630168,,,1610612766,47,31,2026-02-12T00:50:41Z,2400000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M58.00S,2026-02-12T00:50:55.5Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612766,47,31,2026-02-12T00:51:20Z,2410000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Williams 2 FT),"[1629638, 1629684]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,203591.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
250,PT07M58.00S,2026-02-12T00:52:29.1Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612766,47,31,2026-02-12T00:52:29Z,2440000,False,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
251,PT07M58.00S,2026-02-12T00:52:29.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,47,31,2026-02-12T00:52:29Z,2450000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,
252,PT07M58.00S,2026-02-12T00:52:40.7Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612766,48,31,2026-02-12T00:52:40Z,2460000,False,,,0,,G. Williams Free Throw 2 of 2 (1 PTS),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
253,PT07M34.00S,2026-02-12T00:53:05.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,7.30946123521682,54.65686274509803,1610612737,48,33,2026-02-12T00:53:09Z,2470000,False,-23.0,16.0,1,left,J. Johnson bank Jump Shot (4 PTS) (C. Kispert 2 AST),"[1630552, 1630557]",1610612737.0,ATL,bank,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.84,,,,,C. Kispert,1630557.0,2.0,,,,,
255,PT07M14.00S,2026-02-12T00:53:25.8Z,2,REGULAR,3pt,Jump Shot,[],1641706,87.33574244415243,95.34313725490196,1610612766,48,33,2026-02-12T00:53:37Z,2490000,False,227.0,67.0,1,right,MISS B. Miller fadeaway 3PT,[1641706],1610612766.0,CHA,fadeaway,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.63,,,,,,,,,,,,
