actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
18,PT10M45.00S,2022-02-26T00:12:31.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,75.64060446780552,71.56862745098039,1610612745,2,4,2022-02-26T00:12:43Z,180000,108.0,176.0,1,right,MISS K. Porter Jr. 20' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,20.68,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M39.00S,2022-02-26T00:12:36.9Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,2,4,2022-02-26T00:12:36Z,190000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,,,
20,PT10M35.00S,2022-02-26T00:12:40.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,9.280551905387648,4.411764705882353,1610612753,2,4,2022-02-26T00:19:12Z,200000,228.0,35.0,1,left,MISS F. Wagner running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2022-02-26T00:12:40.6Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,4,2022-02-26T00:12:50Z,210000,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,
22,PT10M29.00S,2022-02-26T00:12:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,90.62089356110381,46.32352941176471,1610612745,2,6,2022-02-26T01:18:45Z,220000,-18.0,36.0,1,right,C. Wood driving Layup (3 PTS),[1626174],1610612745.0,HOU,driving,,,Wood,C. Wood,,,,,4.02,Made,3.0,,,,,,,,,,,,,,,,,,
23,PT10M29.00S,2022-02-26T00:12:57.9Z,1,REGULAR,foul,personal,['1freethrow'],1628964,,,1610612745,2,6,2022-02-26T00:13:16Z,230000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Wood 1 FT),"[1628964, 1626174]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,1628487.0,1.0,0.0,Wood,1626174.0,,,,,,,,,,
25,PT10M29.00S,2022-02-26T00:13:17.1Z,1,REGULAR,freethrow,1 of 1,[],1626174,,,1610612745,2,6,2022-02-26T00:13:17Z,250000,,,0,,MISS C. Wood Free Throw 1 of 1,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M25.00S,2022-02-26T00:13:18.0Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,2,6,2022-02-26T00:13:18Z,260000,,,0,,C. Wood REBOUND (Off:1 Def:1),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,
27,PT10M25.00S,2022-02-26T00:13:22.2Z,1,REGULAR,turnover,traveling,[],1626174,,,1610612745,2,6,2022-02-26T00:13:31Z,270000,,,0,,C. Wood traveling TURNOVER (1 TO),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,200832.0,,,,,,,,,1.0,,,,,
28,PT10M04.00S,2022-02-26T00:13:54.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,30.962549277266753,29.65686274509804,1610612753,2,6,2022-02-26T00:14:02Z,280000,102.0,239.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M59.00S,2022-02-26T00:13:59.3Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,2,6,2022-02-26T00:14:02Z,290000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,
30,PT09M56.00S,2022-02-26T00:14:02.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630224,70.51576872536137,16.911764705882355,1610612745,2,6,2022-02-26T00:14:15Z,300000,-165.0,225.0,1,right,MISS J. Green 27' running 3PT,[1630224],1610612745.0,HOU,running,,,Green,J. Green,,,,,27.9,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M49.00S,2022-02-26T00:14:10.3Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,2,6,2022-02-26T00:14:10Z,310000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,30.0,2.0,1.0,1.0,,,,,,
32,PT09M45.00S,2022-02-26T00:14:43.5Z,1,REGULAR,jumpball,recovered,[],1629645,,,1610612745,2,6,2022-02-26T00:14:43Z,320000,,,0,,Jump Ball K. Porter Jr. vs. W. Carter Jr.: Tip to K. Porter Jr.,"[1629645, 1629645, 1628976]",1610612745.0,HOU,heldball,K. Porter Jr.,1629645.0,Porter Jr.,K. Porter Jr.,Porter Jr.,1629645.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,
35,PT09M40.00S,2022-02-26T00:14:48.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629645,68.15045992115637,69.6078431372549,1610612745,2,9,2022-02-26T00:15:00Z,350000,98.0,247.0,1,right,K. Porter Jr. 26' 3PT pullup (3 PTS) (J. Tate 1 AST),"[1629645, 1630256]",1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,26.56,Made,3.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,,
36,PT09M33.00S,2022-02-26T00:15:00.9Z,1,REGULAR,foul,offensive,[],1630591,,,1610612753,2,9,2022-02-26T00:15:11Z,360000,,,0,,J. Suggs charge offensive FOUL (1 PF),"[1630591, 1630256]",1610612753.0,ORL,charge,,,Suggs,J. Suggs,,,,,,,,,,,1628487.0,1.0,0.0,Tate,1630256.0,,,,,,,,,,
38,PT09M33.00S,2022-02-26T00:15:00.9Z,1,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,2,9,2022-02-26T00:15:00Z,380000,,,0,,J. Suggs offensive foul TURNOVER (1 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,1628487.0,,,,,,,,,1.0,,,,,
39,PT09M26.00S,2022-02-26T00:15:18.8Z,1,REGULAR,foul,personal,[],1630591,,,1610612745,2,9,2022-02-26T00:15:22Z,390000,,,0,,J. Suggs personal FOUL (2 PF),"[1630591, 1629645]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,1628487.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
41,PT09M18.00S,2022-02-26T00:15:38.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,75.50919842312747,87.74509803921569,1610612745,2,9,2022-02-26T00:15:48Z,410000,189.0,178.0,1,right,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M18.00S,2022-02-26T00:15:38.8Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,2,9,2022-02-26T00:15:48Z,420000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,41.0,1.0,1.0,0.0,,,,,,
43,PT09M09.00S,2022-02-26T00:15:47.2Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,2,9,2022-02-26T00:15:56Z,430000,,,0,,J. Suggs lost ball TURNOVER (2 TO),"[1630591, 201569]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,2.0,Gordon,201569.0,,,
44,PT09M09.00S,2022-02-26T00:15:47.2Z,1,REGULAR,steal,,[],201569,,,1610612745,2,9,2022-02-26T00:23:34Z,440000,,,0,,E. Gordon STEAL (1 STL),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT09M09.00S,2022-02-26T00:15:56.7Z,1,REGULAR,foul,personal,[],1630591,,,1610612745,2,9,2022-02-26T00:16:04Z,450000,,,0,,J. Suggs personal FOUL (3 PF),"[1630591, 201569]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,1628487.0,3.0,0.0,Gordon,201569.0,,,,,,,,,,
47,PT09M09.00S,2022-02-26T00:16:06.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612745,2,9,2022-02-26T00:16:09Z,470000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT09M09.00S,2022-02-26T00:16:06.5Z,1,REGULAR,substitution,in,[],1630181,,,1610612745,2,9,2022-02-26T00:16:09Z,480000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT09M00.00S,2022-02-26T00:16:22.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612745,2,9,2022-02-26T00:16:32Z,490000,,,0,,M. Bamba shooting personal FOUL (2 PF) (Green 2 FT),"[1628964, 1630224]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,200832.0,2.0,0.0,Green,1630224.0,,,,,,,,,,
51,PT09M00.00S,2022-02-26T00:16:49.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630224,,,1610612745,2,9,2022-02-26T00:16:49Z,510000,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
52,PT09M00.00S,2022-02-26T00:16:49.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,2,9,2022-02-26T00:16:49Z,520000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,
53,PT09M00.00S,2022-02-26T00:17:04.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630224,,,1610612745,2,10,2022-02-26T00:17:04Z,530000,,,0,,J. Green Free Throw 2 of 2 (1 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
54,PT08M43.00S,2022-02-26T00:17:20.9Z,1,REGULAR,3pt,Jump Shot,[],1628964,32.802233902759525,57.59803921568627,1610612753,2,10,2022-02-26T00:17:26Z,540000,-38.0,256.0,1,left,MISS M. Bamba 25' 3PT - blocked,"[1628964, 1630256]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.86,Missed,,,,,,,,,,,,,,,,,Tate,1630256.0,
55,PT08M43.00S,2022-02-26T00:17:20.9Z,1,REGULAR,block,,[],1630256,,,1610612753,2,10,2022-02-26T00:17:23Z,550000,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M40.00S,2022-02-26T00:17:23.9Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,10,2022-02-26T00:17:26Z,560000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,
57,PT08M40.00S,2022-02-26T00:17:27.6Z,1,REGULAR,foul,offensive,[],1626174,,,1610612745,2,10,2022-02-26T00:17:44Z,570000,,,0,,C. Wood charge offensive FOUL (1 PF),"[1626174, 1630175]",1610612745.0,HOU,charge,,,Wood,C. Wood,,,,,,,,,,,1628487.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,
59,PT08M40.00S,2022-02-26T00:17:27.6Z,1,REGULAR,turnover,offensive foul,[],1626174,,,1610612745,2,10,2022-02-26T00:17:27Z,590000,,,0,,C. Wood offensive foul TURNOVER (2 TO),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,1628487.0,,,,,,,,,2.0,,,,,
60,PT08M31.00S,2022-02-26T00:17:51.9Z,1,REGULAR,turnover,bad pass,[],1630175,,,1610612753,2,10,2022-02-26T00:18:00Z,600000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1630256]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,2.0,Tate,1630256.0,,,
61,PT08M31.00S,2022-02-26T00:17:51.9Z,1,REGULAR,steal,,[],1630256,,,1610612745,2,10,2022-02-26T00:17:54Z,610000,,,0,,J. Tate STEAL (2 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT08M29.00S,2022-02-26T00:17:55.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630256,93.24901445466492,50.245098039215684,1610612745,2,12,2022-02-26T00:18:04Z,620000,1.0,11.0,1,right,J. Tate running DUNK (5 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,1.11,Made,5.0,,,,,,,,,,,,,,,,,,
63,PT08M29.00S,2022-02-26T00:18:03.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,2,12,2022-02-26T00:18:03Z,630000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT08M29.00S,2022-02-26T00:18:32.4Z,1,REGULAR,substitution,out,[],1629645,,,1610612753,2,12,2022-02-26T00:20:34Z,640000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT08M29.00S,2022-02-26T00:18:32.4Z,1,REGULAR,substitution,in,[],203471,,,1610612753,2,12,2022-02-26T00:20:34Z,650000,,,0,,SUB in: D. Schroder,[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT08M17.00S,2022-02-26T00:21:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630532,30.962549277266753,32.35294117647059,1610612753,2,12,2022-02-26T00:21:07Z,660000,88.0,239.0,1,left,MISS F. Wagner 25' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
67,PT08M12.00S,2022-02-26T00:21:05.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,2,12,2022-02-26T00:21:07Z,670000,,,0,,C. Wood REBOUND (Off:1 Def:2),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,66.0,3.0,2.0,1.0,,,,,,
68,PT07M58.00S,2022-02-26T00:21:18.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.62483574244416,67.64705882352942,1610612745,2,15,2022-02-26T00:21:25Z,680000,88.0,252.0,1,right,J. Green 26' 3PT step back (4 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,26.68,Made,4.0,,,,,,,,,,,,,,,,,,
69,PT07M42.00S,2022-02-26T00:21:45.2Z,1,REGULAR,foul,technical,['1freethrow'],1630256,,,1610612753,2,15,2022-02-26T00:38:38Z,690000,,,0,,J. Tate defensive-3-second technical FOUL (1 Tech),[1630256],1610612745.0,HOU,defensive-3-second,,,Tate,J. Tate,,,,,,,,,,,203592.0,0.0,1.0,,,,,,,,,,,,
70,PT07M42.00S,2022-02-26T00:22:04.7Z,1,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,3,15,2022-02-26T00:22:04Z,700000,,,0,,C. Anthony technical Free Throw 1 of 1 (1 PTS),[1630175],1610612753.0,ORL,technical,,,Anthony,C. Anthony,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
71,PT07M38.00S,2022-02-26T00:22:21.3Z,1,REGULAR,foul,personal,[],201569,,,1610612753,3,15,2022-02-26T00:22:45Z,710000,,,0,,E. Gordon personal FOUL (1 PF),"[201569, 1628976]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,200832.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
73,PT07M31.00S,2022-02-26T00:22:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,16.770696452036795,47.30392156862745,1610612753,3,15,2022-02-26T00:22:49Z,730000,13.0,105.0,1,left,MISS F. Wagner 10' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,10.6,Missed,,,,,,,,,,,,,,,,,,,
74,PT07M29.00S,2022-02-26T00:22:46.0Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,3,15,2022-02-26T00:39:06Z,740000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,73.0,2.0,1.0,1.0,,,,,,
75,PT07M25.00S,2022-02-26T00:22:54.8Z,1,REGULAR,foul,offensive,['inpenalty'],1630175,,,1610612753,3,15,2022-02-26T00:39:16Z,750000,,,0,,C. Anthony offensive FOUL (2 PF),"[1630175, 203471]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,200832.0,2.0,0.0,Schroder,203471.0,,,,,,,,,,
77,PT07M25.00S,2022-02-26T00:22:54.8Z,1,REGULAR,turnover,offensive foul,[],1630175,,,1610612753,3,15,2022-02-26T00:22:54Z,770000,,,0,,C. Anthony offensive foul TURNOVER (3 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,200832.0,,,,,,,,,3.0,,,,,
79,PT07M04.00S,2022-02-26T00:23:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,90.88370565045992,45.83333333333333,1610612745,3,17,2022-02-26T00:23:37Z,780000,-21.0,33.0,1,right,E. Gordon driving Layup (2 PTS) (J. Tate 2 AST),"[201569, 1630256]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,3.92,Made,2.0,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,,
80,PT06M49.00S,2022-02-26T00:23:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.258212877792378,53.18627450980392,1610612753,5,17,2022-02-26T00:23:50Z,790000,-16.0,6.0,1,left,F. Wagner cutting Layup (2 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,1.71,Made,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,,,
82,PT06M45.00S,2022-02-26T00:23:50.1Z,1,REGULAR,turnover,bad pass,[],1630224,,,1610612745,5,17,2022-02-26T00:27:42Z,810000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1630175]",1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1.0,Anthony,1630175.0,,,
83,PT06M45.00S,2022-02-26T00:23:50.1Z,1,REGULAR,steal,,[],1630175,,,1610612753,5,17,2022-02-26T00:23:53Z,820000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M45.00S,2022-02-26T00:23:54.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,7.178055190538765,46.81372549019608,1610612753,7,17,2022-02-26T00:24:15Z,830000,16.0,15.0,1,left,C. Anthony running Layup (3 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.19,Made,3.0,,,,,,,,,,,,,,,,,,
85,PT06M45.00S,2022-02-26T00:23:58.9Z,1,REGULAR,foul,personal,['1freethrow'],203471,,,1610612753,7,17,2022-02-26T00:24:25Z,840000,,,0,,D. Schroder shooting personal FOUL (1 PF) (Anthony 1 FT),"[203471, 1630175]",1610612745.0,HOU,shooting,,,Schroder,D. Schroder,,,,,,,,,,,203592.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,
87,PT06M45.00S,2022-02-26T00:24:15.9Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,7,17,2022-02-26T00:24:56Z,860000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M45.00S,2022-02-26T00:24:15.9Z,1,REGULAR,substitution,in,[],203914,,,1610612753,7,17,2022-02-26T00:24:56Z,870000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M45.00S,2022-02-26T00:24:32.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630175,,,1610612753,8,17,2022-02-26T00:24:32Z,880000,,,0,,C. Anthony Free Throw 1 of 1 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
90,PT06M25.00S,2022-02-26T00:24:55.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.88764783180025,68.13725490196079,1610612745,8,17,2022-02-26T00:25:02Z,890000,91.0,249.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
91,PT06M22.00S,2022-02-26T00:24:58.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,8,17,2022-02-26T00:25:02Z,900000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,90.0,3.0,2.0,1.0,,,,,,
92,PT06M14.00S,2022-02-26T00:25:07.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630181,15.062417871222076,57.59803921568627,1610612753,8,17,2022-02-26T00:25:29Z,910000,-38.0,89.0,1,left,MISS R. Hampton 9' driving Hook,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,9.69,Missed,,,,,,,,,,,,,,,,,,,
