actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
88,PT05M26.00S,2022-04-03T22:26:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,89.96386333771353,47.05882352941176,1610612752,10,13,2022-04-03T22:32:29Z,840000,-15.0,42.0,1,right,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,,Burks,A. Burks,driving,4.43,Missed,,,,,,,,,,,,,,,,,,
89,PT05M26.00S,2022-04-03T22:26:43.7Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,10,13,2022-04-03T22:26:43Z,850000,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,88.0,1.0,0.0,1.0,,,,,,,,,,,,,,
90,PT05M26.00S,2022-04-03T22:26:49.3Z,1,REGULAR,foul,personal,[],1629962,,,1610612752,10,13,2022-04-03T22:26:57Z,860000,,,0,,D. Cannady personal FOUL (2 PF),"[1629962, 1630579]",1610612753.0,ORL,202007.0,Cannady,D. Cannady,,,,,,,,,2.0,0.0,Sims,1630579.0,,,,,,,,,
92,PT05M18.00S,2022-04-03T22:27:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,68.15045992115637,65.44117647058823,1610612752,10,13,2022-04-03T22:33:17Z,880000,77.0,247.0,1,right,MISS R. Barrett 25' pullup 3PT,[1629628],1610612752.0,NYK,,Barrett,R. Barrett,pullup,25.87,Missed,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2022-04-03T22:27:12.8Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,10,13,2022-04-03T22:27:15Z,890000,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,,,92.0,4.0,4.0,0.0,,,,,,,,,,,,,,
94,PT05M00.00S,2022-04-03T22:27:32.5Z,1,REGULAR,foul,personal,[],203095,,,1610612753,10,13,2022-04-03T22:27:50Z,900000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1629643]",1610612752.0,NYK,204059.0,Fournier,E. Fournier,,,,,,,,,2.0,0.0,Okeke,1629643.0,,,,,,,,,
96,PT05M00.00S,2022-04-03T22:27:43.2Z,1,REGULAR,substitution,out,[],1629628,,,1610612753,10,13,2022-04-03T22:27:56Z,920000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,
97,PT05M00.00S,2022-04-03T22:27:43.2Z,1,REGULAR,substitution,out,[],203095,,,1610612753,10,13,2022-04-03T22:27:56Z,930000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,
98,PT05M00.00S,2022-04-03T22:27:43.2Z,1,REGULAR,substitution,in,[],1629656,,,1610612753,10,13,2022-04-03T22:27:56Z,940000,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,
99,PT05M00.00S,2022-04-03T22:27:43.2Z,1,REGULAR,substitution,in,[],1630193,,,1610612753,10,13,2022-04-03T22:27:56Z,950000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,
100,PT04M55.00S,2022-04-03T22:28:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629962,7.046649145860711,53.67647058823529,1610612753,10,13,2022-04-03T22:34:16Z,960000,-18.0,14.0,1,left,MISS D. Cannady cutting Layup,[1629962],1610612753.0,ORL,,Cannady,D. Cannady,cutting,2.29,Missed,,,,,,,,,,,,,,,,,,
101,PT04M51.00S,2022-04-03T22:28:08.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,10,13,2022-04-03T22:34:16Z,970000,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,Grimes,Q. Grimes,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M49.00S,2022-04-03T22:28:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630167,91.93495400788436,52.69607843137255,1610612752,10,13,2022-04-03T22:28:24Z,980000,13.0,23.0,1,right,MISS O. Toppin running reverse Layup,[1630167],1610612752.0,NYK,,Toppin,O. Toppin,running reverse,2.69,Missed,,,,,,,,,,,,,,,,,,
103,PT04M45.00S,2022-04-03T22:28:15.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,10,13,2022-04-03T22:36:44Z,990000,,,0,,M. Bamba REBOUND (Off:2 Def:4),[1628964],1610612753.0,ORL,,Bamba,M. Bamba,,,,102.0,6.0,4.0,2.0,,,,,,,,,,,,,,
104,PT04M35.00S,2022-04-03T22:28:24.4Z,1,REGULAR,3pt,Jump Shot,[],1629962,4.418528252299605,94.11764705882352,1610612753,10,13,2022-04-03T22:28:33Z,1000000,-221.0,-11.0,1,left,MISS D. Cannady 3PT,[1629962],1610612753.0,ORL,,Cannady,D. Cannady,,22.09,Missed,,,,,,,,,,,,,,,,,,
105,PT04M29.00S,2022-04-03T22:28:30.4Z,1,REGULAR,rebound,offensive,[],1630181,,,1610612753,10,13,2022-04-03T22:28:33Z,1010000,,,0,,R. Hampton REBOUND (Off:1 Def:0),[1630181],1610612753.0,ORL,,Hampton,R. Hampton,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,,
106,PT04M29.00S,2022-04-03T22:28:29.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630181,5.590000152587891,50.0,1610612753,10,13,2022-04-03T22:28:49Z,1020000,0.0,0.0,1,left,MISS R. Hampton tip Layup - blocked,"[1630181, 1630579]",1610612753.0,ORL,,Hampton,R. Hampton,tip,0.0,Missed,,,,,,,,,,Sims,1630579.0,,,,,,,
192,PT04M29.00S,2022-04-03T22:28:29.7Z,1,REGULAR,block,,[],1630579,,,1610612753,10,13,2022-04-03T22:42:50Z,1025000,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,
107,PT04M28.00S,2022-04-03T22:28:30.7Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,10,13,2022-04-03T22:28:49Z,1030000,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,
108,PT04M22.00S,2022-04-03T22:28:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,89.56964520367937,2.696078431372549,1610612752,10,16,2022-04-03T22:28:43Z,1040000,-237.0,46.0,1,right,O. Toppin 24' 3PT  (8 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,,Toppin,O. Toppin,,24.08,Made,,,,,8.0,,,,,,,I. Quickley,1630193.0,1.0,,,,
110,PT04M06.00S,2022-04-03T22:28:56.7Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612753,10,16,2022-04-03T22:29:18Z,1060000,,,0,,J. Sims shooting personal FOUL (1 PF) (Okeke 2 FT),"[1630579, 1629643]",1610612752.0,NYK,1626300.0,Sims,J. Sims,shooting,,,,,,,,1.0,0.0,Okeke,1629643.0,,,,,,,,,
112,PT04M06.00S,2022-04-03T22:29:20.8Z,1,REGULAR,freethrow,1 of 2,[],1629643,,,1610612753,11,16,2022-04-03T22:29:42Z,1080000,,,0,,C. Okeke Free Throw 1 of 2 (4 PTS),[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,,Made,,,,,4.0,,,,,,,,,,,,,
113,PT04M06.00S,2022-04-03T22:29:21.7Z,1,REGULAR,substitution,out,[],1629649,,,1610612753,11,16,2022-04-03T22:29:30Z,1090000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,
114,PT04M06.00S,2022-04-03T22:29:21.7Z,1,REGULAR,substitution,out,[],1629962,,,1610612753,11,16,2022-04-03T22:29:30Z,1100000,,,0,,SUB out: D. Cannady,[1629962],1610612753.0,ORL,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,
115,PT04M06.00S,2022-04-03T22:29:21.7Z,1,REGULAR,substitution,in,[],1628365,,,1610612753,11,16,2022-04-03T22:29:30Z,1110000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,
116,PT04M06.00S,2022-04-03T22:29:21.7Z,1,REGULAR,substitution,in,[],203082,,,1610612753,11,16,2022-04-03T22:29:30Z,1120000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,
117,PT04M06.00S,2022-04-03T22:29:20.8Z,1,REGULAR,freethrow,2 of 2,[],1629643,,,1610612753,11,16,2022-04-03T22:29:42Z,1130000,,,0,,MISS C. Okeke Free Throw 2 of 2,[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,,Missed,,,,,,,,,,,,,,,,,,
118,PT04M02.00S,2022-04-03T22:29:24.8Z,1,REGULAR,rebound,defensive,[],1630579,,,1610612752,11,16,2022-04-03T22:29:42Z,1140000,,,0,,J. Sims REBOUND (Off:1 Def:2),[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,117.0,3.0,2.0,1.0,,,,,,,,,,,,,,
119,PT03M48.00S,2022-04-03T22:30:01.0Z,1,REGULAR,violation,kicked ball,[],1629643,,,1610612752,11,16,2022-04-03T22:30:06Z,1150000,,,0,,C. Okeke kicked ball VIOLATION,[1629643],1610612753.0,ORL,202007.0,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,
120,PT03M36.00S,2022-04-03T22:30:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,94.1688567674113,96.07843137254902,1610612752,11,16,2022-04-03T22:30:27Z,1160000,230.0,2.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,Toppin,O. Toppin,,23.04,Missed,,,,,,,,,,,,,,,,,,
121,PT03M32.00S,2022-04-03T22:30:26.6Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,11,16,2022-04-03T22:30:26Z,1170000,,,0,,J. Sims REBOUND (Off:2 Def:2),[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,120.0,4.0,2.0,2.0,,,,,,,,,,,,,,
122,PT03M31.00S,2022-04-03T22:30:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,89.96386333771353,60.5392156862745,1610612752,11,18,2022-04-03T22:38:45Z,1180000,53.0,42.0,1,right,I. Quickley 6' driving floating Jump Shot (2 PTS) (A. Burks 2 AST),"[1630193, 202692]",1610612752.0,NYK,,Quickley,I. Quickley,driving floating,6.73,Made,,,,,2.0,,,,,,,A. Burks,202692.0,2.0,,,,
124,PT03M31.00S,2022-04-03T22:30:34.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630181,,,1610612752,11,18,2022-04-03T22:30:51Z,1200000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Quickley 1 FT),"[1630181, 1630193]",1610612753.0,ORL,204059.0,Hampton,R. Hampton,shooting,,,,,,,,1.0,0.0,Quickley,1630193.0,,,,,,,,,
126,PT03M31.00S,2022-04-03T22:30:59.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630193,,,1610612752,11,19,2022-04-03T22:30:59Z,1220000,,,0,,I. Quickley Free Throw 1 of 1 (3 PTS),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,,Made,,,,,3.0,,,,,,,,,,,,,
127,PT03M16.00S,2022-04-03T22:31:15.2Z,1,REGULAR,2pt,Jump Shot,[],1628365,15.588042049934298,25.245098039215684,1610612753,13,19,2022-04-03T22:31:20Z,1230000,124.0,94.0,1,left,M. Fultz 15' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,,Fultz,M. Fultz,pullup,15.54,Made,,,,,2.0,,,,,,,,,,,,,
128,PT03M12.00S,2022-04-03T22:31:23.9Z,1,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,13,19,2022-04-03T22:31:32Z,1240000,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (1 TO),[1630193],1610612752.0,NYK,202007.0,Quickley,I. Quickley,bad pass,,,,,,,,,,,,,,,,,1.0,,,
129,PT02M57.00S,2022-04-03T22:31:41.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,31.488173455978973,36.27450980392157,1610612753,13,19,2022-04-03T22:31:46Z,1250000,69.0,243.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,25.3,Missed,,,,,,,,,,,,,,,,,,
130,PT02M53.00S,2022-04-03T22:31:45.0Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,13,19,2022-04-03T22:31:46Z,1260000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,Burks,A. Burks,,,,129.0,3.0,3.0,0.0,,,,,,,,,,,,,,
131,PT02M49.00S,2022-04-03T22:31:49.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202692,68.67608409986859,71.56862745098039,1610612752,13,22,2022-04-03T22:40:35Z,1270000,108.0,242.0,1,right,A. Burks 26' 3PT running (5 PTS),[202692],1610612752.0,NYK,,Burks,A. Burks,running,26.48,Made,,,,,5.0,,,,,,,,,,,,,
132,PT02M34.00S,2022-04-03T22:32:08.3Z,1,REGULAR,foul,personal,[],1629656,,,1610612753,13,22,2022-04-03T22:32:36Z,1280000,,,0,,Q. Grimes personal FOUL (1 PF),"[1629656, 1628365]",1610612752.0,NYK,202007.0,Grimes,Q. Grimes,,,,,,,,,1.0,0.0,Fultz,1628365.0,,,,,,,,,
134,PT02M34.00S,2022-04-03T22:32:16.7Z,1,REGULAR,substitution,out,[],1630167,,,1610612753,13,22,2022-04-03T22:32:21Z,1300000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,
135,PT02M34.00S,2022-04-03T22:32:16.7Z,1,REGULAR,substitution,in,[],201959,,,1610612753,13,22,2022-04-03T22:32:21Z,1310000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,
141,PT02M34.00S,2022-04-03T22:32:16.7Z,1,REGULAR,substitution,out,[],1628964,,,1610612753,13,22,2022-04-03T22:33:19Z,1315000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,
142,PT02M34.00S,2022-04-03T22:32:16.7Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,13,22,2022-04-03T22:33:19Z,1317500,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,
136,PT02M27.00S,2022-04-03T22:32:36.1Z,1,REGULAR,3pt,Jump Shot,[],1629643,30.305519053876477,26.96078431372549,1610612753,13,22,2022-04-03T22:32:40Z,1320000,115.0,232.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,25.94,Missed,,,,,,,,,,,,,,,,,,
137,PT02M24.00S,2022-04-03T22:32:39.1Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,13,22,2022-04-03T22:32:40Z,1330000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,Burks,A. Burks,,,,136.0,4.0,4.0,0.0,,,,,,,,,,,,,,
138,PT02M15.00S,2022-04-03T22:32:47.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,66.5735873850197,60.29411764705882,1610612752,13,22,2022-04-03T22:41:40Z,1340000,51.0,262.0,1,right,MISS I. Quickley 26' pullup 3PT,[1630193],1610612752.0,NYK,,Quickley,I. Quickley,pullup,26.67,Missed,,,,,,,,,,,,,,,,,,
139,PT02M12.00S,2022-04-03T22:32:50.2Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,13,22,2022-04-03T22:32:52Z,1350000,,,0,,C. Okeke REBOUND (Off:0 Def:5),[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,,,138.0,5.0,5.0,0.0,,,,,,,,,,,,,,
140,PT02M03.00S,2022-04-03T22:32:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,6.652431011826544,48.03921568627451,1610612753,15,22,2022-04-03T22:42:59Z,1360000,10.0,10.0,1,left,T. Ross driving Layup (2 PTS) (M. Fultz 1 AST),"[203082, 1628365]",1610612753.0,ORL,,Ross,T. Ross,driving,1.4,Made,,,,,2.0,,,,,,,M. Fultz,1628365.0,1.0,,,,
143,PT01M55.00S,2022-04-03T22:33:29.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,15,22,2022-04-03T22:33:29Z,1370000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M55.00S,2022-04-03T22:34:23.8Z,1,REGULAR,substitution,out,[],1629643,,,1610612752,15,22,2022-04-03T22:34:50Z,1380000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,
145,PT01M55.00S,2022-04-03T22:34:23.8Z,1,REGULAR,substitution,in,[],201577,,,1610612752,15,22,2022-04-03T22:34:50Z,1390000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,
146,PT01M49.00S,2022-04-03T22:34:57.3Z,1,REGULAR,2pt,Jump Shot,[],201959,89.83245729303549,24.509803921568626,1610612752,15,24,2022-04-03T22:35:01Z,1400000,-127.0,43.0,1,right,T. Gibson 13' Jump Shot (2 PTS) (A. Burks 3 AST),"[201959, 202692]",1610612752.0,NYK,,Gibson,T. Gibson,,13.46,Made,,,,,2.0,,,,,,,A. Burks,202692.0,3.0,,,,
148,PT01M34.00S,2022-04-03T22:35:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,11.383048620236531,60.049019607843135,1610612753,15,24,2022-04-03T22:35:17Z,1420000,-50.0,55.0,1,left,MISS M. Fultz 7' turnaround Shot,[1628365],1610612753.0,ORL,,Fultz,M. Fultz,turnaround,7.41,Missed,,,,,,,,,,,,,,,,,,
149,PT01M31.00S,2022-04-03T22:35:15.2Z,1,REGULAR,rebound,defensive,[],1630193,,,1610612752,15,24,2022-04-03T22:35:17Z,1430000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT01M24.00S,2022-04-03T22:35:22.2Z,1,REGULAR,3pt,Jump Shot,[],1630193,66.70499342969777,25.0,1610612752,15,24,2022-04-03T22:35:29Z,1440000,-125.0,260.0,1,right,MISS I. Quickley 28' 3PT,[1630193],1610612752.0,NYK,,Quickley,I. Quickley,,28.89,Missed,,,,,,,,,,,,,,,,,,
151,PT01M20.00S,2022-04-03T22:35:26.2Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,15,24,2022-04-03T22:35:29Z,1450000,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,Fultz,M. Fultz,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
152,PT01M12.00S,2022-04-03T22:35:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629021,26.10052562417871,80.14705882352942,1610612753,18,24,2022-04-03T22:35:40Z,1460000,-151.0,193.0,1,left,M. Wagner 24' 3PT  (3 PTS) (M. Fultz 2 AST),"[1629021, 1628365]",1610612753.0,ORL,,Wagner,M. Wagner,,24.47,Made,,,,,3.0,,,,,,,M. Fultz,1628365.0,2.0,,,,
154,PT00M53.20S,2022-04-03T22:35:54.4Z,1,REGULAR,2pt,Jump Shot,[],1629656,74.85216819973719,43.38235294117647,1610612752,18,26,2022-04-03T22:36:14Z,1480000,-33.0,184.0,1,right,Q. Grimes 18' pullup Jump Shot (2 PTS) (T. Gibson 1 AST),"[1629656, 201959]",1610612752.0,NYK,,Grimes,Q. Grimes,pullup,18.69,Made,,,,,2.0,,,,,,,T. Gibson,201959.0,1.0,,,,
156,PT00M45.70S,2022-04-03T22:36:06.2Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630579,,,1610612753,18,26,2022-04-03T22:36:36Z,1500000,,,0,,J. Sims shooting personal FOUL (2 PF) (Ross 3 FT),"[1630579, 203082]",1610612752.0,NYK,202007.0,Sims,J. Sims,shooting,,,,,,,,2.0,0.0,Ross,203082.0,,,,,,,,,
158,PT00M45.70S,2022-04-03T22:36:44.9Z,1,REGULAR,freethrow,1 of 3,[],203082,,,1610612753,18,26,2022-04-03T22:36:44Z,1520000,,,0,,MISS T. Ross Free Throw 1 of 3,[203082],1610612753.0,ORL,,Ross,T. Ross,,,Missed,,,,,,,,,,,,,,,,,,
159,PT00M45.70S,2022-04-03T22:36:44.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,18,26,2022-04-03T22:36:44Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M45.70S,2022-04-03T22:36:59.4Z,1,REGULAR,freethrow,2 of 3,[],203082,,,1610612753,19,26,2022-04-03T22:36:59Z,1540000,,,0,,T. Ross Free Throw 2 of 3 (3 PTS),[203082],1610612753.0,ORL,,Ross,T. Ross,,,Made,,,,,3.0,,,,,,,,,,,,,
161,PT00M45.70S,2022-04-03T22:37:00.4Z,1,REGULAR,substitution,out,[],1630579,,,1610612753,19,26,2022-04-03T22:37:06Z,1550000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,
162,PT00M45.70S,2022-04-03T22:37:00.4Z,1,REGULAR,substitution,in,[],1629011,,,1610612753,19,26,2022-04-03T22:37:06Z,1560000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,
163,PT00M45.70S,2022-04-03T22:37:26.1Z,1,REGULAR,freethrow,3 of 3,[],203082,,,1610612753,20,26,2022-04-03T22:37:26Z,1570000,,,0,,T. Ross Free Throw 3 of 3 (4 PTS),[203082],1610612753.0,ORL,,Ross,T. Ross,,,Made,,,,,4.0,,,,,,,,,,,,,
164,PT00M35.90S,2022-04-03T22:37:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630193,91.67214191852825,94.85294117647058,1610612752,20,29,2022-04-03T22:45:45Z,1580000,224.0,26.0,1,right,I. Quickley 3PT step back (6 PTS),[1630193],1610612752.0,NYK,,Quickley,I. Quickley,step back,22.58,Made,,,,,6.0,,,,,,,,,,,,,
166,PT00M29.40S,2022-04-03T22:37:47.4Z,1,REGULAR,3pt,Jump Shot,[],1628365,27.808804204993432,24.509803921568626,1610612753,20,29,2022-04-03T22:46:33Z,1600000,127.0,209.0,1,left,MISS M. Fultz 24' pullup 3PT,[1628365],1610612753.0,ORL,,Fultz,M. Fultz,pullup,24.47,Missed,,,,,,,,,,,,,,,,,,
167,PT00M24.60S,2022-04-03T22:37:52.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,20,29,2022-04-03T22:37:54Z,1610000,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,Grimes,Q. Grimes,,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,
168,PT00M03.60S,2022-04-03T22:38:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,81.68528252299606,37.99019607843137,1610612752,20,29,2022-04-03T22:38:19Z,1620000,-60.0,120.0,1,right,MISS I. Quickley 13' turnaround fadeaway Shot,[1630193],1610612752.0,NYK,,Quickley,I. Quickley,turnaround fadeaway,13.39,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.60S,2022-04-03T22:38:16.0Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,20,29,2022-04-03T22:38:19Z,1630000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,Ross,T. Ross,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
170,PT00M00.00S,2022-04-03T22:38:18.1Z,1,REGULAR,3pt,Jump Shot,[],203082,70.12155059132719,89.95098039215686,1610612753,20,29,2022-04-03T22:47:17Z,1640000,-200.0,607.0,1,left,MISS T. Ross 63' pullup 3PT,[203082],1610612753.0,ORL,,Ross,T. Ross,pullup,63.87,Missed,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-04-03T22:38:18.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,20,29,2022-04-03T22:38:28Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2022-04-03T22:38:23.4Z,1,REGULAR,period,end,[],0,,,1610612753,20,29,2022-04-03T22:38:23Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-04-03T22:40:18.1Z,2,REGULAR,substitution,out,['startperiod'],1630181,,,1610612753,20,29,2022-04-03T22:41:00Z,1670000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-04-03T22:40:18.1Z,2,REGULAR,substitution,out,['startperiod'],202692,,,1610612753,20,29,2022-04-03T22:41:00Z,1680000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-04-03T22:40:18.1Z,2,REGULAR,substitution,in,['startperiod'],1629649,,,1610612753,20,29,2022-04-03T22:41:00Z,1690000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-04-03T22:40:18.1Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612753,20,29,2022-04-03T22:41:00Z,1700000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-04-03T22:40:57.9Z,2,REGULAR,period,start,[],0,,,1610612752,20,29,2022-04-03T22:41:00Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M47.00S,2022-04-03T22:41:10.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,93.51182654402102,50.73529411764706,1610612752,20,31,2022-04-03T22:41:24Z,1720000,4.0,8.0,1,right,M. Robinson alley-oop DUNK (2 PTS) (R. Barrett 2 AST),"[1629011, 1629628]",1610612752.0,NYK,,Robinson,M. Robinson,alley-oop,0.93,Made,,,,,2.0,,,,,,,R. Barrett,1629628.0,2.0,,,,
