actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
183,PT10M18.00S,2021-12-18T00:44:11.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630585,91.67214191852825,51.9607843137255,1610612748,27,36,2021-12-18T00:44:40Z,1830000,10.0,26.0,1,right,MISS M. Garrett driving Layup - blocked,"[1630585, 1629168]",1610612748.0,MIA,driving,,,Garrett,M. Garrett,,,,,,,,,,2.76,Missed,,,,,,,,,,,,Johnson,1629168.0
184,PT10M18.00S,2021-12-18T00:44:11.2Z,2,REGULAR,block,,[],1629168,,,1610612748,27,36,2021-12-18T00:44:14Z,1840000,,,0,,B. Johnson BLOCK (1 BLK),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M18.00S,2021-12-18T00:44:11.2Z,2,REGULAR,rebound,defensive,[],201577,,,1610612753,27,36,2021-12-18T00:44:17Z,1850000,,,0,,R. Lopez REBOUND (Off:0 Def:2),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,183.0,2.0,2.0,0.0,,,,,
186,PT10M05.00S,2021-12-18T00:44:24.2Z,2,REGULAR,3pt,Jump Shot,[],1628539,26.49474375821288,80.3921568627451,1610612753,30,36,2021-12-18T00:44:28Z,1860000,-152.0,197.0,1,left,M. Mulder 24' 3PT  (3 PTS) (H. Gravett 1 AST),"[1628539, 1629755]",1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,24.85,Made,3.0,H. Gravett,1629755.0,1.0,,,,,,,,,
188,PT09M53.00S,2021-12-18T00:44:42.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,30,36,2021-12-18T00:44:42Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M51.00S,2021-12-18T00:44:53.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,91.5407358738502,46.07843137254902,1610612748,30,38,2021-12-18T00:45:00Z,1890000,-20.0,27.0,1,right,M. Strus cutting Layup (8 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,,,,,,3.34,Made,8.0,G. Vincent,1629216.0,2.0,,,,,,,,,
191,PT09M32.00S,2021-12-18T00:45:15.8Z,2,REGULAR,foul,personal,[],1629216,,,1610612753,30,38,2021-12-18T00:46:28Z,1910000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1628539]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,2715.0,1.0,0.0,Mulder,1628539.0,,,,,,,,,,,,,,,
193,PT09M20.00S,2021-12-18T00:45:45.1Z,2,REGULAR,3pt,Jump Shot,[],1628539,3.3672798948751645,95.34313725490196,1610612753,30,38,2021-12-18T00:45:50Z,1930000,-227.0,-21.0,1,left,MISS M. Mulder 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,22.77,Missed,,,,,,,,,,,,,
194,PT09M17.00S,2021-12-18T00:45:48.1Z,2,REGULAR,rebound,defensive,[],1630585,,,1610612748,30,38,2021-12-18T00:45:50Z,1940000,,,0,,M. Garrett REBOUND (Off:2 Def:2),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,193.0,4.0,2.0,2.0,,,,,
195,PT09M09.00S,2021-12-18T00:45:55.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],200782,80.3712220762155,48.77450980392157,1610612748,30,40,2021-12-18T00:46:03Z,1950000,-6.0,132.0,1,right,P. Tucker 13' Hook (3 PTS) (G. Vincent 3 AST),"[200782, 1629216]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,13.21,Made,3.0,G. Vincent,1629216.0,3.0,,,,,,,,,
197,PT09M03.00S,2021-12-18T00:46:05.8Z,2,REGULAR,foul,personal,[],1630585,,,1610612753,30,40,2021-12-18T00:46:11Z,1970000,,,0,,M. Garrett personal FOUL (1 PF),"[1630585, 1629755]",1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,2715.0,1.0,0.0,Gravett,1629755.0,,,,,,,,,,,,,,,
199,PT08M47.00S,2021-12-18T00:46:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629755,25.969119579500656,14.705882352941178,1610612753,33,40,2021-12-18T00:46:47Z,1990000,176.0,192.0,1,left,H. Gravett 26' 3PT  (3 PTS) (M. Mulder 1 AST),"[1629755, 1628539]",1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,26.05,Made,3.0,M. Mulder,1628539.0,1.0,,,,,,,,,
201,PT08M32.00S,2021-12-18T00:46:55.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,92.19776609724047,46.568627450980394,1610612748,33,42,2021-12-18T00:47:02Z,2010000,-17.0,21.0,1,right,G. Vincent driving Layup (9 PTS),[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,2.7,Made,9.0,,,,,,,,,,,,
203,PT08M13.00S,2021-12-18T00:47:14.4Z,2,REGULAR,3pt,Jump Shot,[],1628539,26.231931668856767,81.12745098039215,1610612753,33,42,2021-12-18T00:47:20Z,2030000,-156.0,194.0,1,left,MISS M. Mulder 24' 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,24.88,Missed,,,,,,,,,,,,,
204,PT08M08.00S,2021-12-18T00:47:19.0Z,2,REGULAR,rebound,defensive,[],1630209,,,1610612748,33,42,2021-12-18T00:47:19Z,2040000,,,0,,O. Yurtseven REBOUND (Off:1 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,203.0,5.0,4.0,1.0,,,,,
205,PT08M04.00S,2021-12-18T00:47:26.1Z,2,REGULAR,foul,personal,['2freethrow'],1629755,,,1610612748,33,42,2021-12-18T00:47:36Z,2050000,,,0,,H. Gravett shooting personal FOUL (2 PF) (Strus 2 FT),"[1629755, 1629622]",1610612753.0,ORL,shooting,,,Gravett,H. Gravett,,,,,2715.0,2.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,
207,PT08M04.00S,2021-12-18T00:47:49.9Z,2,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,33,43,2021-12-18T00:54:46Z,2070000,,,0,,M. Strus Free Throw 1 of 2 (9 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
208,PT08M04.00S,2021-12-18T00:47:50.7Z,2,REGULAR,substitution,out,[],1628539,,,1610612748,33,43,2021-12-18T00:48:04Z,2080000,,,0,,SUB out: M. Mulder,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M04.00S,2021-12-18T00:47:50.7Z,2,REGULAR,substitution,out,[],1629755,,,1610612748,33,43,2021-12-18T00:48:04Z,2090000,,,0,,SUB out: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M04.00S,2021-12-18T00:47:50.7Z,2,REGULAR,substitution,out,[],1629678,,,1610612748,33,43,2021-12-18T00:48:04Z,2100000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M04.00S,2021-12-18T00:47:50.7Z,2,REGULAR,substitution,in,[],203914,,,1610612748,33,43,2021-12-18T00:48:04Z,2110000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M04.00S,2021-12-18T00:47:50.7Z,2,REGULAR,substitution,in,[],1630532,,,1610612748,33,43,2021-12-18T00:48:04Z,2120000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M04.00S,2021-12-18T00:47:50.7Z,2,REGULAR,substitution,in,[],1629643,,,1610612748,33,43,2021-12-18T00:48:04Z,2130000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M04.00S,2021-12-18T00:47:49.9Z,2,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,33,43,2021-12-18T00:54:46Z,2140000,,,0,,MISS M. Strus Free Throw 2 of 2,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,Missed,,,,,,,,,,,,,
216,PT08M04.00S,2021-12-18T00:47:49.9Z,2,REGULAR,rebound,defensive,[],1629168,,,1610612753,33,43,2021-12-18T00:54:46Z,2150000,,,0,,B. Johnson REBOUND (Off:1 Def:1),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,215.0,2.0,1.0,1.0,,,,,
217,PT07M43.00S,2021-12-18T00:48:37.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,15.982260183968464,47.794117647058826,1610612753,33,43,2021-12-18T00:48:43Z,2160000,11.0,98.0,1,left,MISS R. Lopez 9' turnaround Hook,[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,,,,,,9.83,Missed,,,,,,,,,,,,,
218,PT07M39.00S,2021-12-18T00:48:41.0Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,33,43,2021-12-18T00:48:41Z,2170000,,,0,,M. Strus REBOUND (Off:0 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,217.0,4.0,4.0,0.0,,,,,
219,PT07M33.00S,2021-12-18T00:48:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629622,66.3107752956636,60.78431372549019,1610612748,33,46,2021-12-18T00:48:55Z,2180000,54.0,264.0,1,right,M. Strus 26' 3PT pullup (12 PTS) (G. Vincent 4 AST),"[1629622, 1629216]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,,,26.96,Made,12.0,G. Vincent,1629216.0,4.0,,,,,,,,,
221,PT07M10.00S,2021-12-18T00:49:10.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629643,10.068988173455978,38.23529411764706,1610612753,35,46,2021-12-18T00:49:17Z,2200000,59.0,42.0,1,left,C. Okeke 7' turnaround Hook (5 PTS),[1629643],1610612753.0,ORL,turnaround,,,Okeke,C. Okeke,,,,,,,,,,7.23,Made,5.0,,,,,,,,,,,,
222,PT06M59.00S,2021-12-18T00:49:21.9Z,2,REGULAR,3pt,Jump Shot,[],1629216,86.28449408672799,95.83333333333334,1610612748,35,46,2021-12-18T00:49:26Z,2210000,229.0,76.0,1,right,MISS G. Vincent 24' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,24.16,Missed,,,,,,,,,,,,,
223,PT06M56.00S,2021-12-18T00:49:24.9Z,2,REGULAR,rebound,offensive,[],1630209,,,1610612748,35,46,2021-12-18T00:49:26Z,2220000,,,0,,O. Yurtseven REBOUND (Off:2 Def:4),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,222.0,6.0,4.0,2.0,,,,,
224,PT06M55.00S,2021-12-18T00:49:26.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630209,92.72339027595268,56.86274509803921,1610612748,35,46,2021-12-18T00:49:32Z,2230000,34.0,16.0,1,right,MISS O. Yurtseven putback Layup,[1630209],1610612748.0,MIA,putback,,,Yurtseven,O. Yurtseven,,,,,,,,,,3.78,Missed,,,,,,,,,,,,,
225,PT06M50.00S,2021-12-18T00:49:30.5Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,35,46,2021-12-18T00:49:30Z,2240000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,224.0,3.0,3.0,0.0,,,,,
226,PT06M47.00S,2021-12-18T00:49:33.8Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629643,5.206964520367937,58.08823529411765,1610612753,37,46,2021-12-18T00:59:09Z,2250000,-40.0,-4.0,1,left,C. Okeke pullup bank Jump Shot (7 PTS),[1629643],1610612753.0,ORL,pullup bank,,,Okeke,C. Okeke,,,,,,,,,,4.06,Made,7.0,,,,,,,,,,,,
227,PT06M46.00S,2021-12-18T00:49:45.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,37,46,2021-12-18T00:49:45Z,2260000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,out,[],201577,,,1610612748,37,46,2021-12-18T00:52:28Z,2270000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,out,[],1630585,,,1610612748,37,46,2021-12-18T00:52:28Z,2280000,,,0,,SUB out: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,37,46,2021-12-18T00:52:28Z,2290000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,out,[],200782,,,1610612748,37,46,2021-12-18T00:52:28Z,2300000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,out,[],1630209,,,1610612748,37,46,2021-12-18T00:52:28Z,2310000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,in,[],1630758,,,1610612748,37,46,2021-12-18T00:52:28Z,2320000,,,0,,SUB in: A. Ford,[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,in,[],1629644,,,1610612748,37,46,2021-12-18T00:52:28Z,2330000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,in,[],203473,,,1610612748,37,46,2021-12-18T00:52:28Z,2340000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,in,[],200768,,,1610612748,37,46,2021-12-18T00:52:28Z,2350000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M46.00S,2021-12-18T00:52:05.6Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,37,46,2021-12-18T00:52:28Z,2360000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M32.00S,2021-12-18T00:52:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,91.80354796320631,45.588235294117645,1610612748,37,48,2021-12-18T00:52:50Z,2370000,-22.0,25.0,1,right,M. Strus cutting Layup (14 PTS) (K. Lowry 5 AST),"[1629622, 200768]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,,,,,,3.3,Made,14.0,K. Lowry,200768.0,5.0,,,,,,,,,
240,PT06M16.00S,2021-12-18T00:52:59.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,7.703679369250986,36.76470588235294,1610612753,39,48,2021-12-18T00:53:08Z,2390000,66.0,20.0,1,left,F. Wagner 6' driving floating Jump Shot (8 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,,,,,,6.91,Made,8.0,,,,,,,,,,,,
241,PT05M55.00S,2021-12-18T00:53:20.9Z,2,REGULAR,3pt,Jump Shot,[],1629622,69.59592641261499,73.2843137254902,1610612748,39,51,2021-12-18T00:59:53Z,2400000,116.0,233.0,1,right,M. Strus 26' 3PT pullup (17 PTS) (K. Lowry 6 AST),"[1629622, 200768]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,,,26.07,Made,17.0,K. Lowry,200768.0,6.0,,,,,,,,,
243,PT05M39.00S,2021-12-18T00:53:46.1Z,2,REGULAR,2pt,Jump Shot,[],1629643,9.937582128777924,30.88235294117647,1610612753,41,51,2021-12-18T00:53:53Z,2420000,96.0,41.0,1,left,C. Okeke 10' turnaround Jump Shot (9 PTS),[1629643],1610612753.0,ORL,turnaround,,,Okeke,C. Okeke,,,,,,,,,,10.4,Made,9.0,,,,,,,,,,,,
244,PT05M20.00S,2021-12-18T00:54:05.3Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,41,51,2021-12-18T00:54:10Z,2430000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1629643]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,
245,PT05M20.00S,2021-12-18T00:54:05.3Z,2,REGULAR,steal,,[],1629643,,,1610612753,41,51,2021-12-18T00:54:07Z,2440000,,,0,,C. Okeke STEAL (4 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M13.00S,2021-12-18T00:54:11.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203914,6.521024967148489,47.794117647058826,1610612753,41,51,2021-12-18T00:54:45Z,2450000,11.0,9.0,1,left,MISS G. Harris driving Layup - blocked,"[203914, 1629644]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,,,,,,1.41,Missed,,,,,,,,,,,,Okpala,1629644.0
247,PT05M13.00S,2021-12-18T00:54:11.9Z,2,REGULAR,block,,[],1629644,,,1610612753,41,51,2021-12-18T00:54:15Z,2460000,,,0,,K. Okpala BLOCK (1 BLK),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M08.00S,2021-12-18T00:54:16.9Z,2,REGULAR,rebound,offensive,[],1629168,,,1610612753,41,51,2021-12-18T00:54:17Z,2470000,,,0,,B. Johnson REBOUND (Off:2 Def:1),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,246.0,3.0,1.0,2.0,,,,,
249,PT04M59.00S,2021-12-18T00:54:26.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630758,31.750985545335087,38.72549019607843,1610612753,41,51,2021-12-18T00:54:31Z,2480000,56.0,246.0,1,left,MISS A. Ford 25' 3PT,[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,25.24,Missed,,,,,,,,,,,,,
250,PT04M56.00S,2021-12-18T00:54:29.4Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,41,51,2021-12-18T00:54:31Z,2490000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,
251,PT04M50.00S,2021-12-18T00:54:35.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,90.75229960578186,2.941176470588235,1610612748,41,54,2021-12-18T00:54:42Z,2500000,-235.0,34.0,1,right,M. Strus 3PT  (20 PTS) (K. Lowry 7 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,23.78,Made,20.0,K. Lowry,200768.0,7.0,,,,,,,,,
253,PT04M28.00S,2021-12-18T00:54:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630758,4.681340341655716,51.9607843137255,1610612753,43,54,2021-12-18T00:55:04Z,2520000,-10.0,-8.0,1,left,A. Ford driving Layup (2 PTS) (G. Harris 2 AST),"[1630758, 203914]",1610612753.0,ORL,driving,,,Ford,A. Ford,,,,,,,,,,1.3,Made,2.0,G. Harris,203914.0,2.0,,,,,,,,,
255,PT04M21.00S,2021-12-18T00:55:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629644,91.5407358738502,55.14705882352941,1610612748,43,56,2021-12-18T00:55:09Z,2540000,26.0,27.0,1,right,K. Okpala Layup (4 PTS) (K. Lowry 8 AST),"[1629644, 200768]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,3.73,Made,4.0,K. Lowry,200768.0,8.0,,,,,,,,,
257,PT04M09.00S,2021-12-18T00:55:16.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.046649145860711,55.88235294117647,1610612753,45,56,2021-12-18T00:55:22Z,2560000,-29.0,14.0,1,left,F. Wagner driving Layup (10 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,,,,3.24,Made,10.0,,,,,,,,,,,,
258,PT03M54.00S,2021-12-18T00:55:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,92.59198423127464,46.32352941176471,1610612748,45,56,2021-12-18T00:55:37Z,2570000,-18.0,17.0,1,right,MISS M. Strus alley-oop Layup,[1629622],1610612748.0,MIA,alley-oop,,,Strus,M. Strus,,,,,,,,,,2.51,Missed,,,,,,,,,,,,,
259,PT03M50.00S,2021-12-18T00:55:34.6Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,45,56,2021-12-18T00:55:34Z,2580000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,258.0,2.0,1.0,1.0,,,,,
260,PT03M47.00S,2021-12-18T00:55:37.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,21.632720105124836,89.2156862745098,1610612753,48,56,2021-12-18T00:55:55Z,2590000,-196.0,151.0,1,left,C. Okeke 24' 3PT running (12 PTS) (F. Wagner 1 AST),"[1629643, 1630532]",1610612753.0,ORL,running,,,Okeke,C. Okeke,,,,,,,,,,24.74,Made,12.0,F. Wagner,1630532.0,1.0,,,,,,,,,
262,PT03M33.00S,2021-12-18T00:55:55.2Z,2,REGULAR,foul,personal,[],1629643,,,1610612748,48,56,2021-12-18T00:56:01Z,2610000,,,0,,C. Okeke personal FOUL (1 PF),"[1629643, 200768]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,2715.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
264,PT03M33.00S,2021-12-18T00:56:00.7Z,2,REGULAR,substitution,out,[],1629168,,,1610612748,48,56,2021-12-18T00:56:05Z,2630000,,,0,,SUB out: B. Johnson,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M33.00S,2021-12-18T00:56:00.7Z,2,REGULAR,substitution,in,[],201577,,,1610612748,48,56,2021-12-18T00:56:05Z,2640000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M24.00S,2021-12-18T00:56:25.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203473,87.07293035479631,45.83333333333333,1610612748,48,56,2021-12-18T00:56:31Z,2650000,-21.0,69.0,1,right,MISS D. Dedmon 7' cutting Layup - blocked,"[203473, 203914]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,,,,,,7.21,Missed,,,,,,,,,,,,Harris,203914.0
267,PT03M24.00S,2021-12-18T00:56:25.8Z,2,REGULAR,block,,[],203914,,,1610612748,48,56,2021-12-18T00:56:28Z,2660000,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M21.00S,2021-12-18T00:56:28.8Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,48,56,2021-12-18T00:56:31Z,2670000,,,0,,D. Dedmon REBOUND (Off:2 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,266.0,3.0,1.0,2.0,,,,,
269,PT03M20.00S,2021-12-18T00:56:30.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,92.46057818659659,47.794117647058826,1610612748,48,58,2021-12-18T00:56:42Z,2680000,-11.0,18.0,1,right,D. Dedmon putback Layup (9 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,,,,2.14,Made,9.0,,,,,,,,,,,,
270,PT03M14.00S,2021-12-18T00:56:38.4Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612753,48,58,2021-12-18T00:56:52Z,2690000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Wagner 2 FT),"[203473, 1630532]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,202037.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
272,PT03M14.00S,2021-12-18T00:57:04.4Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,48,58,2021-12-18T00:57:04Z,2710000,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,Missed,,,,,,,,,,,,,
273,PT03M14.00S,2021-12-18T00:57:04.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,48,58,2021-12-18T00:57:04Z,2720000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,272.0,,,,,,,,
274,PT03M14.00S,2021-12-18T00:57:19.2Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,49,58,2021-12-18T00:57:19Z,2730000,,,0,,F. Wagner Free Throw 2 of 2 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
275,PT03M06.00S,2021-12-18T00:57:32.7Z,2,REGULAR,foul,personal,[],203914,,,1610612748,49,58,2021-12-18T00:57:48Z,2740000,,,0,,G. Harris personal FOUL (3 PF),"[203914, 1629644]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,2715.0,3.0,0.0,Okpala,1629644.0,,,,,,,,,,,,,,,
