actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
269,PT04M27.00S,2021-10-27T23:58:12.5Z,2,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,51,53,2021-10-27T23:58:12Z,2650000,,,0,,C. Martin Free Throw 2 of 2 (10 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
270,PT04M05.00S,2021-10-27T23:58:36.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,5.995400788436268,51.470588235294116,1610612753,53,53,2021-10-28T00:00:57Z,2660000,-7.0,4.0,1,left,C. Anthony cutting Layup (12 PTS) (J. Suggs 2 AST),"[1630175, 1630591]",1610612753.0,ORL,cutting,,,Anthony,C. Anthony,,,,,0.84,Made,,,,,12.0,,,,,,,,,J. Suggs,1630591.0,2.0,,
272,PT03M55.00S,2021-10-27T23:58:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.24901445466492,50.0,1610612766,53,53,2021-10-28T00:01:24Z,2680000,0.0,11.0,1,right,MISS M. Plumlee Layup,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,1.1,Missed,,,,,,,,,,,,,,,,,,
273,PT03M53.00S,2021-10-27T23:58:49.7Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,53,53,2021-10-28T00:01:24Z,2690000,,,0,,M. Plumlee REBOUND (Off:3 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,272.0,5.0,2.0,3.0,,,,,,,,,,,,,,
274,PT03M52.00S,2021-10-27T23:58:55.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203486,92.06636005256242,48.03921568627451,1610612766,53,55,2021-10-28T00:01:33Z,2700000,-10.0,22.0,1,right,M. Plumlee reverse DUNK (5 PTS),[203486],1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,2.42,Made,,,,,5.0,,,,,,,,,,,,,
275,PT03M44.00S,2021-10-27T23:59:05.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,53,55,2021-10-27T23:59:05Z,2710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M44.00S,2021-10-27T23:59:06.0Z,2,REGULAR,substitution,out,[],203486,,,1610612753,53,55,2021-10-27T23:59:31Z,2720000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M44.00S,2021-10-27T23:59:06.0Z,2,REGULAR,substitution,in,[],202330,,,1610612753,53,55,2021-10-27T23:59:31Z,2730000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M27.00S,2021-10-27T23:59:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,5.863994743758213,53.67647058823529,1610612753,55,55,2021-10-27T23:59:56Z,2740000,-18.0,3.0,1,left,J. Suggs driving Layup (3 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,1.86,Made,,,,,3.0,,,,,,,,,,,,,
279,PT03M22.00S,2021-10-27T23:59:43.9Z,2,REGULAR,violation,kicked ball,[],1630175,,,1610612766,55,55,2021-10-27T23:59:50Z,2750000,,,0,,C. Anthony kicked ball VIOLATION,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1198.0,,,,,,,,,
280,PT03M09.00S,2021-10-28T00:00:06.1Z,2,REGULAR,3pt,Jump Shot,[],202330,65.25952693823915,36.51960784313725,1610612766,55,55,2021-10-28T00:00:11Z,2760000,-67.0,274.0,1,right,MISS G. Hayward 28' step back 3PT,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,
281,PT03M07.00S,2021-10-28T00:00:08.1Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,55,55,2021-10-28T00:00:11Z,2770000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,,,,,
282,PT03M00.00S,2021-10-28T00:00:14.5Z,2,REGULAR,3pt,Jump Shot,[],1630591,32.276609724047304,34.80392156862745,1610612753,55,55,2021-10-28T00:00:19Z,2780000,76.0,251.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
283,PT02M58.00S,2021-10-28T00:00:16.5Z,2,REGULAR,rebound,defensive,[],202397,,,1610612766,55,55,2021-10-28T00:00:19Z,2790000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,,,,,,
284,PT02M53.00S,2021-10-28T00:00:26.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612766,55,55,2021-10-28T00:00:35Z,2800000,,,0,,T. Ross personal FOUL (1 PF) (Hayward 2 FT),"[203082, 202330]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,1198.0,1.0,0.0,Hayward,202330.0,,,,,
286,PT02M53.00S,2021-10-28T00:00:51.9Z,2,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,55,56,2021-10-28T00:00:51Z,2820000,,,0,,G. Hayward Free Throw 1 of 2 (8 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
287,PT02M53.00S,2021-10-28T00:00:55.3Z,2,REGULAR,substitution,out,[],1630532,,,1610612766,55,56,2021-10-28T00:01:05Z,2830000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M53.00S,2021-10-28T00:00:55.3Z,2,REGULAR,substitution,out,[],1626162,,,1610612766,55,56,2021-10-28T00:01:05Z,2840000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M53.00S,2021-10-28T00:00:55.3Z,2,REGULAR,substitution,in,[],1628976,,,1610612766,55,56,2021-10-28T00:01:05Z,2850000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M53.00S,2021-10-28T00:00:55.3Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,55,56,2021-10-28T00:01:05Z,2860000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M53.00S,2021-10-28T00:01:13.3Z,2,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,55,57,2021-10-28T00:01:13Z,2870000,,,0,,G. Hayward Free Throw 2 of 2 (9 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
292,PT02M37.00S,2021-10-28T00:01:31.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,17.69053876478318,47.30392156862745,1610612753,55,57,2021-10-28T00:01:37Z,2880000,13.0,114.0,1,left,MISS T. Ross 11' turnaround Shot,[203082],1610612753.0,ORL,turnaround,,,Ross,T. Ross,,,,,11.46,Missed,,,,,,,,,,,,,,,,,,
293,PT02M37.00S,2021-10-28T00:01:31.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,55,57,2021-10-28T00:01:37Z,2890000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,,
294,PT02M27.00S,2021-10-28T00:01:45.0Z,2,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,55,57,2021-10-28T00:01:52Z,2900000,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,lost ball,,,Bridges,M. Bridges,,,,,,,,,,,,1.0,,,201639.0,,,,,,,,,
295,PT02M08.00S,2021-10-28T00:02:09.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203082,28.33442838370565,24.264705882352942,1610612753,58,57,2021-10-28T00:02:14Z,2910000,129.0,214.0,1,left,T. Ross 24' 3PT  (13 PTS) (J. Suggs 3 AST),"[203082, 1630591]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,24.95,Made,,,,,13.0,,,,,,,,,J. Suggs,1630591.0,3.0,,
297,PT01M53.00S,2021-10-28T00:02:23.8Z,2,REGULAR,3pt,Jump Shot,[],1628970,79.97700394218134,92.40196078431373,1610612766,58,60,2021-10-28T00:02:29Z,2930000,212.0,136.0,1,right,M. Bridges 25' 3PT  (15 PTS) (J. McDaniels 3 AST),"[1628970, 1629667]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.17,Made,,,,,15.0,,,,,,,,,J. McDaniels,1629667.0,3.0,,
299,PT01M43.00S,2021-10-28T00:02:34.1Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,58,60,2021-10-28T00:02:38Z,2950000,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1628998]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,2.0,Martin,1628998.0,,,,,,,,,,
300,PT01M43.00S,2021-10-28T00:02:34.1Z,2,REGULAR,steal,,[],1628998,,,1610612766,58,60,2021-10-28T00:02:36Z,2960000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M34.00S,2021-10-28T00:02:43.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202330,88.12417871222075,38.23529411764706,1610612766,58,62,2021-10-28T00:02:49Z,2970000,-59.0,59.0,1,right,G. Hayward 8' turnaround Hook (11 PTS) (C. Martin 4 AST),"[202330, 1628998]",1610612766.0,CHA,turnaround,,,Hayward,G. Hayward,,,,,8.34,Made,,,,,11.0,,,,,,,,,C. Martin,1628998.0,4.0,,
303,PT01M13.00S,2021-10-28T00:03:04.3Z,2,REGULAR,2pt,Jump Shot,[],1628964,21.50131406044678,43.872549019607845,1610612753,58,62,2021-10-28T00:03:11Z,2990000,31.0,150.0,1,left,MISS M. Bamba 15' turnaround Shot,[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,
304,PT01M10.00S,2021-10-28T00:03:07.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,58,62,2021-10-28T00:03:11Z,3000000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,303.0,3.0,3.0,0.0,,,,,,,,,,,,,,
305,PT01M02.00S,2021-10-28T00:03:15.0Z,2,REGULAR,2pt,Jump Shot,[],1628970,75.16425755584757,26.98376225490196,1610612766,58,64,2021-10-28T00:03:42Z,3010000,-115.0,181.0,1,right,M. Bridges 21' Jump Shot (17 PTS) (I. Smith 2 AST),"[1628970, 202397]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,21.45,Made,,,,,17.0,,,,,,,,,I. Smith,202397.0,2.0,,
307,PT00M45.50S,2021-10-28T00:03:33.2Z,2,REGULAR,3pt,Jump Shot,[],1630175,34.90473061760841,41.42156862745098,1610612753,58,64,2021-10-28T00:03:53Z,3030000,43.0,276.0,1,left,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.89,Missed,,,,,,,,,,,,,,,,,,
308,PT00M45.50S,2021-10-28T00:03:33.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,58,64,2021-10-28T00:03:53Z,3040000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,307.0,4.0,3.0,1.0,,,,,,,,,,,,,,
309,PT00M40.40S,2021-10-28T00:03:40.7Z,2,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,58,64,2021-10-28T00:04:53Z,3050000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (2 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,2.0,,,201639.0,,,,,,,,,
310,PT00M28.90S,2021-10-28T00:04:04.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,31.488173455978973,51.71568627450981,1610612753,61,64,2021-10-28T00:04:08Z,3060000,-9.0,243.0,1,left,W. Carter Jr. 24' 3PT  (11 PTS) (C. Anthony 4 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,24.37,Made,,,,,11.0,,,,,,,,,C. Anthony,1630175.0,4.0,,
312,PT00M05.40S,2021-10-28T00:04:30.7Z,2,REGULAR,2pt,Jump Shot,[],202397,74.32654402102497,69.85294117647058,1610612766,61,64,2021-10-28T00:05:20Z,3080000,99.0,189.0,1,right,MISS I. Smith 21' Jump Shot,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,21.33,Missed,,,,,,,,,,,,,,,,,,
316,PT00M05.40S,2021-10-28T00:04:30.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,61,64,2021-10-28T00:06:03Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2021-10-28T00:05:17.2Z,2,REGULAR,jumpball,recovered,[],0,,,1610612766,61,64,2021-10-28T00:06:03Z,3100000,,,0,,Jump Ball J. Suggs vs. G. Hayward: Tip to Team (ORL),"[1630591, 202330]",1610612753.0,ORL,heldball,Team (ORL),,,,Suggs,1630591.0,Hayward,202330.0,,,,,,,,,,,,,,,,,,,,
317,PT00M00.00S,2021-10-28T00:05:29.6Z,2,REGULAR,period,end,[],0,,,1610612766,61,64,2021-10-28T00:06:03Z,3130000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,out,['startperiod'],203082,,,1610612766,61,64,2021-10-28T00:20:17Z,3140000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,out,['startperiod'],202397,,,1610612766,61,64,2021-10-28T00:20:17Z,3150000,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,61,64,2021-10-28T00:20:17Z,3160000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,61,64,2021-10-28T00:20:17Z,3170000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612766,61,64,2021-10-28T00:20:17Z,3180000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,61,64,2021-10-28T00:20:17Z,3190000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,61,64,2021-10-28T00:20:17Z,3200000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-10-28T00:06:22.5Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,61,64,2021-10-28T00:20:17Z,3210000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-10-28T00:20:14.8Z,3,REGULAR,period,start,[],0,,,1610612766,61,64,2021-10-28T00:20:17Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M50.00S,2021-10-28T00:20:24.7Z,3,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,61,64,2021-10-28T00:20:33Z,3230000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (3 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,3.0,,,1198.0,,,,,,,,,
328,PT11M35.00S,2021-10-28T00:20:50.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.9862023653088,48.529411764705884,1610612753,63,64,2021-10-28T00:20:58Z,3240000,-7.0,13.0,1,right,F. Wagner driving finger roll Layup (13 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,1.53,Made,,,,,13.0,,,,,,,,,,,,,
329,PT11M23.00S,2021-10-28T00:21:03.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.178055190538765,51.71568627450981,1610612766,63,66,2021-10-28T00:21:08Z,3250000,-9.0,15.0,1,left,M. Plumlee Layup (7 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,1.73,Made,,,,,7.0,,,,,,,,,,,,,
330,PT11M12.00S,2021-10-28T00:21:12.6Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,63,66,2021-10-28T00:21:16Z,3260000,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1630163]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,,,,
331,PT11M12.00S,2021-10-28T00:21:12.6Z,3,REGULAR,steal,,[],1630163,,,1610612766,63,66,2021-10-28T00:21:14Z,3270000,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
332,PT11M08.00S,2021-10-28T00:21:16.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,27.414586070959263,16.42156862745098,1610612766,63,66,2021-10-28T00:21:25Z,3280000,168.0,205.0,1,left,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
333,PT11M06.00S,2021-10-28T00:21:19.4Z,3,REGULAR,rebound,offensive,[],203486,,,1610612766,63,66,2021-10-28T00:21:19Z,3290000,,,0,,M. Plumlee REBOUND (Off:4 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,332.0,6.0,2.0,4.0,,,,,,,,,,,,,,
334,PT11M02.00S,2021-10-28T00:21:23.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630163,18.74178712220762,42.64705882352941,1610612766,63,66,2021-10-28T00:21:33Z,3300000,37.0,124.0,1,left,MISS L. Ball 12' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,12.91,Missed,,,,,,,,,,,,,,,,,,
335,PT10M58.00S,2021-10-28T00:21:27.3Z,3,REGULAR,rebound,offensive,[],1630163,,,1610612766,63,66,2021-10-28T00:21:33Z,3310000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,334.0,3.0,2.0,1.0,,,,,,,,,,,,,,
336,PT10M52.00S,2021-10-28T00:21:33.8Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202330,21.369908015768726,49.754901960784316,1610612766,63,66,2021-10-28T00:21:41Z,3320000,1.0,148.0,1,left,MISS G. Hayward 14' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,14.84,Missed,,,,,,,,,,,,,,,,,,
337,PT10M47.00S,2021-10-28T00:21:38.8Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,63,66,2021-10-28T00:21:41Z,3330000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,336.0,4.0,3.0,1.0,,,,,,,,,,,,,,
338,PT10M42.00S,2021-10-28T00:21:43.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,71.43561103810775,19.852941176470587,1610612753,63,66,2021-10-28T00:22:27Z,3340000,-151.0,216.0,1,right,MISS C. Anthony 26' running 3PT,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
339,PT10M39.00S,2021-10-28T00:21:46.5Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,63,66,2021-10-28T00:21:51Z,3350000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,338.0,1.0,1.0,0.0,,,,,,,,,,,,,,
340,PT10M26.00S,2021-10-28T00:22:00.0Z,3,REGULAR,3pt,Jump Shot,[],1626162,16.376478318002626,93.13725490196079,1610612766,63,66,2021-10-28T00:22:05Z,3360000,-216.0,101.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,
341,PT10M22.00S,2021-10-28T00:22:04.0Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,63,66,2021-10-28T00:22:05Z,3370000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,340.0,3.0,3.0,0.0,,,,,,,,,,,,,,
342,PT10M17.00S,2021-10-28T00:22:08.1Z,3,REGULAR,3pt,Jump Shot,[],1628976,66.70499342969777,43.872549019607845,1610612753,66,66,2021-10-28T00:22:17Z,3380000,-31.0,260.0,1,right,W. Carter Jr. 26' 3PT  (14 PTS) (J. Suggs 4 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.23,Made,,,,,14.0,,,,,,,,,J. Suggs,1630591.0,4.0,,
344,PT10M05.00S,2021-10-28T00:22:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,6.521024967148489,49.754901960784316,1610612766,66,66,2021-10-28T00:22:32Z,3400000,1.0,9.0,1,left,MISS K. Oubre Jr. Layup,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,0.89,Missed,,,,,,,,,,,,,,,,,,
345,PT10M02.00S,2021-10-28T00:22:23.8Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,66,66,2021-10-28T00:22:32Z,3410000,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,344.0,3.0,3.0,0.0,,,,,,,,,,,,,,
346,PT09M54.00S,2021-10-28T00:22:31.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,89.70105124835742,48.03921568627451,1610612753,68,66,2021-10-28T00:22:38Z,3420000,-10.0,44.0,1,right,W. Carter Jr. turnaround Hook (16 PTS),[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,4.54,Made,,,,,16.0,,,,,,,,,,,,,
348,PT09M40.00S,2021-10-28T00:22:44.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,10.11826544021025,46.84053308823529,1610612766,68,66,2021-10-28T00:23:13Z,3440000,16.0,43.0,1,left,MISS L. Ball driving Layup - blocked,"[1630163, 1630532]",1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,4.54,Missed,,,,,,,,,,,,,,,,,Wagner,1630532.0
350,PT09M40.00S,2021-10-28T00:22:44.6Z,3,REGULAR,block,,[],1630532,,,1610612766,68,66,2021-10-28T00:23:13Z,3445000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M40.00S,2021-10-28T00:22:44.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,68,66,2021-10-28T00:23:13Z,3450000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,348.0,,,,,,,,,,,,,,,,,
351,PT09M22.00S,2021-10-28T00:23:14.1Z,3,REGULAR,2pt,Jump Shot,[],1630591,80.89684625492772,32.1078431372549,1610612753,70,66,2021-10-28T00:23:19Z,3460000,-89.0,127.0,1,right,J. Suggs 15' driving floating Jump Shot (5 PTS),[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,15.54,Made,,,,,5.0,,,,,,,,,,,,,
352,PT08M57.00S,2021-10-28T00:23:38.6Z,3,REGULAR,2pt,Jump Shot,[],202330,28.597240473061763,59.31372549019608,1610612766,70,68,2021-10-28T00:23:44Z,3470000,-47.0,216.0,1,left,G. Hayward 22' Jump Shot (13 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,22.13,Made,,,,,13.0,,,,,,,,,,,,,
353,PT08M48.00S,2021-10-28T00:23:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,89.61892247043363,52.51608455882353,1610612753,70,68,2021-10-28T00:24:03Z,3480000,13.0,45.0,1,right,MISS W. Carter Jr. driving Layup - blocked,"[1628976, 203486]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,4.68,Missed,,,,,,,,,,,,,,,,,Plumlee,203486.0
354,PT08M48.00S,2021-10-28T00:23:50.1Z,3,REGULAR,block,,[],203486,,,1610612753,70,68,2021-10-28T00:23:53Z,3490000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
