actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
178,PT10M32.00S,2021-12-24T00:39:39.0Z,2,REGULAR,freethrow,2 of 2,[],203107,,,1610612740,19,33,2021-12-24T00:40:06Z,1770000,,,0,,MISS T. Satoransky Free Throw 2 of 2,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Missed,,,,,,,,,,,,,,,,,,,
179,PT10M30.00S,2021-12-24T00:39:41.0Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,19,33,2021-12-24T00:40:06Z,1780000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,
180,PT10M16.00S,2021-12-24T00:40:17.4Z,2,REGULAR,2pt,Jump Shot,[],1628976,76.82325886990802,59.55882352941176,1610612753,19,33,2021-12-24T00:40:26Z,1790000,48.0,165.0,1,right,MISS W. Carter Jr. 17' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,17.22,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M10.00S,2021-12-24T00:40:23.4Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,19,33,2021-12-24T00:40:26Z,1800000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,180.0,1.0,1.0,0.0,,,
182,PT10M03.00S,2021-12-24T00:40:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630530,31.488173455978973,53.67647058823529,1610612740,19,33,2021-12-24T00:41:43Z,1810000,-18.0,243.0,1,left,MISS T. Murphy III 24' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M00.00S,2021-12-24T00:40:32.6Z,2,REGULAR,rebound,defensive,[],204025,,,1610612753,19,33,2021-12-24T00:40:38Z,1820000,,,0,,T. Frazier REBOUND (Off:0 Def:1),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,
184,PT09M47.00S,2021-12-24T00:40:46.1Z,2,REGULAR,3pt,Jump Shot,[],204025,69.99014454664915,21.813725490196077,1610612753,19,33,2021-12-24T00:40:50Z,1830000,-141.0,230.0,1,right,MISS T. Frazier 26' pullup 3PT,[204025],1610612753.0,ORL,pullup,,,Frazier,T. Frazier,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M45.00S,2021-12-24T00:40:48.1Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,19,33,2021-12-24T00:40:50Z,1840000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,184.0,5.0,2.0,3.0,,,
186,PT09M38.00S,2021-12-24T00:40:59.4Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612753,19,33,2021-12-24T00:41:29Z,1850000,,,0,,J. Hayes shooting personal FOUL (2 PF) (Anthony 2 FT),"[1629637, 1630175]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,201638.0,2.0,0.0,Anthony,1630175.0,,,,,,,,,,
188,PT09M38.00S,2021-12-24T00:41:38.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630175,,,1610612753,20,33,2021-12-24T00:41:38Z,1870000,,,0,,C. Anthony Free Throw 1 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
189,PT09M38.00S,2021-12-24T00:41:39.4Z,2,REGULAR,substitution,out,[],203107,,,1610612753,20,33,2021-12-24T00:41:42Z,1880000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M38.00S,2021-12-24T00:41:39.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612753,20,33,2021-12-24T00:41:42Z,1890000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M38.00S,2021-12-24T00:42:01.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630175,,,1610612753,21,33,2021-12-24T00:42:01Z,1900000,,,0,,C. Anthony Free Throw 2 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
192,PT09M28.00S,2021-12-24T00:42:13.0Z,2,REGULAR,3pt,Jump Shot,[],1628404,28.33442838370565,77.94117647058823,1610612740,21,36,2021-12-24T00:42:17Z,1910000,-140.0,214.0,1,left,J. Hart 25' 3PT  (7 PTS) (D. Graham 2 AST),"[1628404, 1628984]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,25.54,Made,7.0,,,,,,,,,D. Graham,1628984.0,2.0,,,,,,,
194,PT09M07.00S,2021-12-24T00:42:37.3Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612753,21,36,2021-12-24T00:42:46Z,1930000,,,0,,J. Hayes shooting personal FOUL (3 PF) (Carter Jr. 2 FT),"[1629637, 1628976]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,201640.0,3.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
196,PT09M07.00S,2021-12-24T00:43:16.1Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,22,36,2021-12-24T00:43:16Z,1950000,,,0,,W. Carter Jr. Free Throw 1 of 2 (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
197,PT09M07.00S,2021-12-24T00:43:17.5Z,2,REGULAR,substitution,out,[],1629637,,,1610612753,22,36,2021-12-24T00:43:22Z,1960000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M07.00S,2021-12-24T00:43:17.5Z,2,REGULAR,substitution,in,[],1626195,,,1610612753,22,36,2021-12-24T00:43:22Z,1970000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M07.00S,2021-12-24T00:43:35.3Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,23,36,2021-12-24T00:43:35Z,1980000,,,0,,W. Carter Jr. Free Throw 2 of 2 (6 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
200,PT08M48.00S,2021-12-24T00:43:55.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,6.1268068331143235,39.46078431372549,1610612740,23,36,2021-12-24T00:44:04Z,1990000,53.0,5.0,1,left,MISS W. Hernangomez Layup - blocked,"[1626195, 1629678]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,5.29,Missed,,,,,,,,,,,,,,,,,Schofield,1629678.0,
201,PT08M48.00S,2021-12-24T00:43:55.3Z,2,REGULAR,block,,[],1629678,,,1610612740,23,36,2021-12-24T00:44:01Z,2000000,,,0,,A. Schofield BLOCK (1 BLK),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M41.00S,2021-12-24T00:44:02.3Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,23,36,2021-12-24T00:44:04Z,2010000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,200.0,1.0,1.0,0.0,,,
203,PT08M26.00S,2021-12-24T00:44:16.7Z,2,REGULAR,2pt,Jump Shot,[],204025,72.7496714848883,39.21568627450981,1610612753,23,36,2021-12-24T00:44:20Z,2020000,-54.0,204.0,1,right,MISS T. Frazier 21' pullup Shot,[204025],1610612753.0,ORL,pullup,,,Frazier,T. Frazier,,,,,21.07,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M24.00S,2021-12-24T00:44:18.7Z,2,REGULAR,rebound,offensive,[],1629168,,,1610612753,23,36,2021-12-24T00:44:47Z,2030000,,,0,,B. Johnson REBOUND (Off:1 Def:0),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,203.0,1.0,0.0,1.0,,,
205,PT08M21.00S,2021-12-24T00:44:25.5Z,2,REGULAR,foul,personal,['3freethrow'],1628984,,,1610612753,23,36,2021-12-24T00:44:40Z,2040000,,,0,,D. Graham shooting personal FOUL (1 PF) (Anthony 3 FT),"[1628984, 1630175]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,,,,,,,201640.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,
207,PT08M21.00S,2021-12-24T00:44:52.2Z,2,REGULAR,freethrow,1 of 3,['2ndchance'],1630175,,,1610612753,24,36,2021-12-24T00:44:52Z,2060000,,,0,,C. Anthony Free Throw 1 of 3 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
208,PT08M21.00S,2021-12-24T00:45:08.4Z,2,REGULAR,freethrow,2 of 3,['2ndchance'],1630175,,,1610612753,25,36,2021-12-24T00:45:08Z,2070000,,,0,,C. Anthony Free Throw 2 of 3 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
209,PT08M21.00S,2021-12-24T00:45:25.4Z,2,REGULAR,freethrow,3 of 3,['2ndchance'],1630175,,,1610612753,26,36,2021-12-24T00:45:25Z,2080000,,,0,,C. Anthony Free Throw 3 of 3 (5 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
210,PT08M01.00S,2021-12-24T00:45:46.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,7.966491458607096,59.80392156862745,1610612740,26,36,2021-12-24T00:45:51Z,2090000,-49.0,22.0,1,left,MISS W. Hernangomez Hook,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,5.39,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M58.00S,2021-12-24T00:45:49.4Z,2,REGULAR,rebound,defensive,[],1629168,,,1610612753,26,36,2021-12-24T00:45:51Z,2100000,,,0,,B. Johnson REBOUND (Off:1 Def:1),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,210.0,2.0,1.0,1.0,,,
212,PT07M49.00S,2021-12-24T00:45:58.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,66.3107752956636,59.55882352941176,1610612753,26,36,2021-12-24T00:46:35Z,2110000,48.0,264.0,1,right,MISS C. Anthony 26' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,,
213,PT07M47.00S,2021-12-24T00:46:00.8Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,26,36,2021-12-24T00:46:09Z,2120000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,212.0,2.0,2.0,0.0,,,
214,PT07M47.00S,2021-12-24T00:46:08.3Z,2,REGULAR,foul,technical,['1freethrow'],1630175,,,1610612740,26,36,2021-12-24T00:46:28Z,2130000,,,0,,C. Anthony technical FOUL (1 Tech),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,201640.0,1.0,1.0,,,,,,,,,,,,
215,PT07M47.00S,2021-12-24T00:46:29.6Z,2,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,26,37,2021-12-24T00:46:29Z,2140000,,,0,,D. Graham technical Free Throw 1 of 1 (7 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
216,PT07M47.00S,2021-12-24T00:46:31.4Z,2,REGULAR,substitution,out,[],1629168,,,1610612740,26,37,2021-12-24T00:46:44Z,2150000,,,0,,SUB out: B. Johnson,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M47.00S,2021-12-24T00:46:31.4Z,2,REGULAR,substitution,out,[],1630530,,,1610612740,26,37,2021-12-24T00:46:44Z,2160000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M47.00S,2021-12-24T00:46:31.4Z,2,REGULAR,substitution,out,[],202066,,,1610612740,26,37,2021-12-24T00:46:44Z,2170000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M47.00S,2021-12-24T00:46:31.4Z,2,REGULAR,substitution,in,[],1629643,,,1610612740,26,37,2021-12-24T00:46:44Z,2180000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M47.00S,2021-12-24T00:46:31.4Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,26,37,2021-12-24T00:46:44Z,2190000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M47.00S,2021-12-24T00:46:31.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,26,37,2021-12-24T00:46:44Z,2200000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M37.00S,2021-12-24T00:46:56.0Z,2,REGULAR,2pt,Jump Shot,[],1627742,11.645860709592641,23.284313725490197,1610612740,26,39,2021-12-24T00:47:02Z,2210000,134.0,57.0,1,left,B. Ingram 14' turnaround fadeaway Jump Shot (7 PTS) (J. Hart 2 AST),"[1627742, 1628404]",1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,14.53,Made,7.0,,,,,,,,,J. Hart,1628404.0,2.0,,,,,,,
224,PT07M27.00S,2021-12-24T00:47:05.4Z,2,REGULAR,3pt,Jump Shot,[],1628976,66.3107752956636,56.61764705882353,1610612753,26,39,2021-12-24T00:47:10Z,2230000,33.0,264.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2021-12-24T00:47:05.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,26,39,2021-12-24T00:47:10Z,2240000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,
226,PT07M26.00S,2021-12-24T00:47:11.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,26,39,2021-12-24T00:47:11Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M02.00S,2021-12-24T00:47:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,8.754927726675426,46.81372549019608,1610612740,26,39,2021-12-24T00:47:43Z,2260000,16.0,30.0,1,left,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,3.38,Missed,,,,,,,,,,,,,,,,,,,
228,PT06M59.00S,2021-12-24T00:47:36.8Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,26,39,2021-12-24T00:47:36Z,2270000,,,0,,A. Schofield REBOUND (Off:0 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,227.0,2.0,2.0,0.0,,,
229,PT06M51.00S,2021-12-24T00:47:45.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629678,89.96386333771353,57.107843137254896,1610612753,28,39,2021-12-24T00:50:04Z,2280000,36.0,42.0,1,right,A. Schofield driving floating Jump Shot (2 PTS) (C. Anthony 5 AST),"[1629678, 1630175]",1610612753.0,ORL,driving floating,,,Schofield,A. Schofield,,,,,5.48,Made,2.0,,,,,,,,,C. Anthony,1630175.0,5.0,,,,,,,
231,PT06M39.00S,2021-12-24T00:47:56.9Z,2,REGULAR,2pt,Jump Shot,[],1628984,16.63929040735874,22.058823529411764,1610612740,28,39,2021-12-24T00:48:04Z,2300000,140.0,104.0,1,left,MISS D. Graham 17' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,17.41,Missed,,,,,,,,,,,,,,,,,,,
232,PT06M36.00S,2021-12-24T00:47:59.9Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,28,39,2021-12-24T00:48:04Z,2310000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,231.0,1.0,1.0,0.0,,,
233,PT06M25.00S,2021-12-24T00:48:22.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,39,2021-12-24T00:48:22Z,2320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M25.00S,2021-12-24T00:48:33.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,28,39,2021-12-24T00:48:33Z,2330000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M25.00S,2021-12-24T00:49:00.5Z,2,REGULAR,substitution,out,[],204025,,,1610612753,28,39,2021-12-24T00:51:02Z,2340000,,,0,,SUB out: T. Frazier,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M25.00S,2021-12-24T00:49:00.5Z,2,REGULAR,substitution,in,[],203914,,,1610612753,28,39,2021-12-24T00:51:02Z,2350000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M16.00S,2021-12-24T00:51:25.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,39,2021-12-24T00:51:25Z,2360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M15.00S,2021-12-24T00:51:44.2Z,2,REGULAR,3pt,Jump Shot,[],1629643,85.3646517739816,95.83333333333334,1610612753,28,39,2021-12-24T00:52:35Z,2370000,229.0,85.0,1,right,MISS C. Okeke 24' 3PT - blocked,"[1629643, 1630529]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.45,Missed,,,,,,,,,,,,,,,,,Jones,1630529.0,
239,PT06M15.00S,2021-12-24T00:51:44.2Z,2,REGULAR,block,,[],1630529,,,1610612753,28,39,2021-12-24T00:51:49Z,2380000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M14.00S,2021-12-24T00:51:45.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,39,2021-12-24T00:52:35Z,2390000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,
241,PT06M14.00S,2021-12-24T00:51:51.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612753,28,39,2021-12-24T00:52:03Z,2400000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,,
242,PT05M55.00S,2021-12-24T00:52:14.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,33.327858081471746,50.73529411764706,1610612740,28,39,2021-12-24T00:52:21Z,2410000,-4.0,261.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
243,PT05M54.00S,2021-12-24T00:52:15.4Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,28,39,2021-12-24T00:57:12Z,2420000,,,0,,H. Jones REBOUND (Off:2 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,242.0,4.0,2.0,2.0,,,
274,PT05M53.00S,2021-12-24T00:52:20.3Z,2,REGULAR,turnover,bad pass,[],1630529,,,1610612740,28,39,2021-12-24T00:58:06Z,2425000,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1629678]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,1.0,Schofield,1629678.0,,,,,,,,,,,,,,,
275,PT05M53.00S,2021-12-24T00:52:20.3Z,2,REGULAR,steal,,[],1629678,,,1610612753,28,39,2021-12-24T00:58:06Z,2427500,,,0,,A. Schofield STEAL (1 STL),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M43.00S,2021-12-24T00:52:26.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203914,87.86136662286465,67.15686274509804,1610612753,30,39,2021-12-24T00:58:06Z,2430000,86.0,62.0,1,right,G. Harris 10' driving floating Jump Shot (10 PTS),[203914],1610612753.0,ORL,driving floating,,,Harris,G. Harris,,,,,10.56,Made,10.0,,,,,,,,,,,,,,,,,,
245,PT05M22.00S,2021-12-24T00:52:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,16.63929040735874,58.57843137254902,1610612740,30,39,2021-12-24T00:53:17Z,2440000,-43.0,104.0,1,left,MISS B. Ingram 11' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,11.24,Missed,,,,,,,,,,,,,,,,,,,
246,PT05M17.00S,2021-12-24T00:52:51.9Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,30,39,2021-12-24T00:52:54Z,2450000,,,0,,W. Hernangomez REBOUND (Off:4 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,245.0,8.0,4.0,4.0,,,
247,PT05M17.00S,2021-12-24T00:52:52.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626195,5.590000152587891,50.0,1610612740,30,39,2021-12-24T00:58:12Z,2460000,0.0,0.0,1,left,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
248,PT05M17.00S,2021-12-24T00:52:52.7Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,30,39,2021-12-24T00:52:59Z,2470000,,,0,,W. Hernangomez REBOUND (Off:5 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,247.0,9.0,4.0,5.0,,,
249,PT05M14.00S,2021-12-24T00:52:55.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626195,5.590000152587891,50.0,1610612740,30,41,2021-12-24T00:52:55Z,2480000,0.0,0.0,1,left,W. Hernangomez putback DUNK (2 PTS),[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
250,PT05M10.00S,2021-12-24T00:52:59.6Z,2,REGULAR,2pt,Jump Shot,[],1630175,74.06373193166885,50.49019607843137,1610612753,30,41,2021-12-24T00:53:10Z,2490000,2.0,191.0,1,right,MISS C. Anthony 19' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,19.13,Missed,,,,,,,,,,,,,,,,,,,
251,PT05M04.00S,2021-12-24T00:53:05.6Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,30,41,2021-12-24T00:53:10Z,2500000,,,0,,H. Jones REBOUND (Off:2 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,250.0,5.0,3.0,2.0,,,
252,PT04M54.00S,2021-12-24T00:53:14.8Z,2,REGULAR,3pt,Jump Shot,[],1628404,28.991458607095925,69.85294117647058,1610612740,30,44,2021-12-24T01:00:03Z,2510000,-99.0,220.0,1,left,J. Hart 24' 3PT pullup (10 PTS),[1628404],1610612740.0,NOP,pullup,,,Hart,J. Hart,,,,,24.14,Made,10.0,,,,,,,,,,,,,,,,,,
253,PT04M42.00S,2021-12-24T00:53:31.0Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612753,30,44,2021-12-24T00:53:47Z,2520000,,,0,,H. Jones shooting personal FOUL (2 PF) (Anthony 2 FT),"[1630529, 1630175]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,201640.0,2.0,0.0,Anthony,1630175.0,,,,,,,,,,
255,PT04M42.00S,2021-12-24T00:53:57.4Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,31,44,2021-12-24T00:54:46Z,2540000,,,0,,C. Anthony Free Throw 1 of 2 (6 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
256,PT04M42.00S,2021-12-24T00:53:58.6Z,2,REGULAR,substitution,out,[],1628976,,,1610612753,31,44,2021-12-24T00:54:08Z,2550000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M42.00S,2021-12-24T00:53:58.6Z,2,REGULAR,substitution,in,[],1630273,,,1610612753,31,44,2021-12-24T00:54:08Z,2560000,,,0,,SUB in: F. Gillespie,[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M42.00S,2021-12-24T00:54:10.0Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,31,44,2021-12-24T00:54:15Z,2570000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M42.00S,2021-12-24T00:54:10.0Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,31,44,2021-12-24T00:54:15Z,2580000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
