actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-03T00:10:21.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-03T00:10:21Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-03-03T00:10:26.3Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2022-03-03T00:10:26Z,40000,,,0,,Jump Ball M. Bamba vs. I. Jackson: Tip to J. Suggs,"[1630591, 1628964, 1630543]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Bamba,1628964.0,Jackson,1630543.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-03-03T00:10:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.915243101182654,57.84313725490197,1610612753,0,0,2022-03-03T00:10:46Z,70000,-39.0,13.0,1,left,MISS F. Wagner cutting Layup,[1630532],1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,4.11,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2022-03-03T00:10:42.3Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,0,0,2022-03-03T00:10:42Z,80000,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-03-03T00:10:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,90.22667542706965,50.98039215686274,1610612754,0,2,2022-03-03T00:12:59Z,90000,5.0,39.0,1,right,I. Jackson alley-oop Layup (2 PTS) (T. Haliburton 1 AST),"[1630543, 1630169]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,3.97,Made,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,
11,PT11M16.00S,2022-03-03T00:11:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.886333771353483,50.98039215686274,1610612753,2,2,2022-03-03T00:13:38Z,110000,-5.0,31.0,1,left,F. Wagner driving Layup (2 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.14,Made,,,,,2.0,,,,,,,,,,,,,,
12,PT11M04.00S,2022-03-03T00:11:16.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,66.17936925098554,39.21568627450981,1610612754,2,2,2022-03-03T00:11:23Z,120000,-54.0,265.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
13,PT11M00.00S,2022-03-03T00:11:20.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,2,2,2022-03-03T00:11:24Z,130000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
14,PT10M53.00S,2022-03-03T00:11:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,7.30946123521682,47.794117647058826,1610612753,4,2,2022-03-03T00:11:38Z,140000,11.0,16.0,1,left,M. Bamba driving finger roll Layup (2 PTS) (J. Suggs 1 AST),"[1628964, 1630591]",1610612753.0,ORL,driving finger roll,,,Bamba,M. Bamba,,,,,1.96,Made,,,,,2.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,
16,PT10M43.00S,2022-03-03T00:11:36.2Z,1,REGULAR,3pt,Jump Shot,[],1627763,67.7562417871222,26.47058823529412,1610612754,4,2,2022-03-03T00:11:44Z,160000,-118.0,251.0,1,right,MISS M. Brogdon 27' step back 3PT,[1627763],1610612754.0,IND,step back,,,Brogdon,M. Brogdon,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2022-03-03T00:11:39.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,4,2,2022-03-03T00:11:44Z,170000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT10M34.00S,2022-03-03T00:11:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,7.966491458607096,51.225490196078425,1610612753,6,2,2022-03-03T00:11:57Z,180000,-6.0,22.0,1,left,M. Bamba driving Layup (4 PTS) (J. Suggs 2 AST),"[1628964, 1630591]",1610612753.0,ORL,driving,,,Bamba,M. Bamba,,,,,2.32,Made,,,,,4.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,
20,PT10M34.00S,2022-03-03T00:11:54.3Z,1,REGULAR,foul,personal,['1freethrow'],1630169,,,1610612753,6,2,2022-03-03T00:12:03Z,200000,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Bamba 1 FT),"[1630169, 1628964]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,1662.0,1.0,0.0,Bamba,1628964.0,,,,,,
22,PT10M34.00S,2022-03-03T00:12:22.8Z,1,REGULAR,freethrow,1 of 1,[],1628964,,,1610612753,7,2,2022-03-03T00:12:22Z,220000,,,0,,M. Bamba Free Throw 1 of 1 (5 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
