actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
92,PT03M13.00S,2021-11-03T23:25:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,12.565703022339028,46.81372549019608,1610612738,22,22,2021-11-03T23:27:56Z,920000,16.0,66.0,1,left,MISS R. Williams III 6' putback Layup,[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,6.75,Missed,,,,,,,,,,,,,,,,,,
93,PT03M13.00S,2021-11-03T23:25:25.0Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,22,22,2021-11-03T23:25:32Z,930000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,
94,PT03M03.00S,2021-11-03T23:25:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,92.32917214191852,42.8921568627451,1610612753,24,22,2021-11-03T23:25:47Z,940000,-36.0,20.0,1,right,T. Ross driving Layup (4 PTS),[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,4.06,Made,4.0,,,,,,,,,,,,,,,,,
95,PT02M37.00S,2021-11-03T23:26:01.2Z,1,REGULAR,3pt,Jump Shot,[],203471,29.517082785808146,68.13725490196079,1610612738,24,22,2021-11-03T23:26:05Z,950000,-91.0,225.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,
96,PT02M33.00S,2021-11-03T23:26:04.3Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,24,22,2021-11-03T23:26:04Z,960000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,
97,PT02M22.00S,2021-11-03T23:26:19.0Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612753,24,22,2021-11-03T23:29:26Z,970000,,,0,,D. Schroder shooting personal FOUL (1 PF) (Anthony 2 FT),"[203471, 1630175]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Anthony,1630175.0,,
99,PT02M22.00S,2021-11-03T23:26:37.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,24,22,2021-11-03T23:26:37Z,990000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,24,22,2021-11-03T23:29:07Z,1000000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,24,22,2021-11-03T23:29:07Z,1010000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612753,24,22,2021-11-03T23:29:07Z,1020000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612753,24,22,2021-11-03T23:29:07Z,1030000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,24,22,2021-11-03T23:29:07Z,1040000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,24,22,2021-11-03T23:29:07Z,1050000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,in,[],201143,,,1610612753,24,22,2021-11-03T23:29:07Z,1060000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M22.00S,2021-11-03T23:27:07.5Z,1,REGULAR,substitution,in,[],1629641,,,1610612753,24,22,2021-11-03T23:29:07Z,1070000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M22.00S,2021-11-03T23:29:33.6Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,25,22,2021-11-03T23:29:33Z,1080000,,,0,,C. Anthony Free Throw 1 of 2 (3 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
109,PT02M22.00S,2021-11-03T23:29:49.8Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,26,22,2021-11-03T23:29:49Z,1090000,,,0,,C. Anthony Free Throw 2 of 2 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
110,PT02M14.00S,2021-11-03T23:30:06.6Z,1,REGULAR,3pt,Jump Shot,[],201143,32.013797634691194,56.61764705882353,1610612738,26,25,2021-11-03T23:30:12Z,1100000,-33.0,248.0,1,left,A. Horford 25' 3PT  (5 PTS) (J. Richardson 1 AST),"[201143, 1626196]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.06,Made,5.0,,,,,J. Richardson,1626196.0,1.0,,,,,,,,,,
112,PT01M56.00S,2021-11-03T23:30:24.6Z,1,REGULAR,3pt,Jump Shot,[],1629643,74.32654402102497,83.57843137254902,1610612753,26,25,2021-11-03T23:30:28Z,1120000,168.0,189.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
113,PT01M53.00S,2021-11-03T23:30:27.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,26,25,2021-11-03T23:30:28Z,1130000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,
114,PT01M48.00S,2021-11-03T23:30:33.9Z,1,REGULAR,foul,personal,[],1630175,,,1610612738,26,25,2021-11-03T23:30:45Z,1140000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 203471]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Schroder,203471.0,,
116,PT01M48.00S,2021-11-03T23:30:44.5Z,1,REGULAR,substitution,out,[],1630175,,,1610612738,26,25,2021-11-03T23:30:48Z,1160000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M48.00S,2021-11-03T23:30:44.5Z,1,REGULAR,substitution,in,[],1630591,,,1610612738,26,25,2021-11-03T23:30:48Z,1170000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M42.00S,2021-11-03T23:31:01.1Z,1,REGULAR,3pt,Jump Shot,[],203471,29.911300919842315,66.17647058823529,1610612738,26,25,2021-11-03T23:35:03Z,1180000,-81.0,229.0,1,left,MISS D. Schroder 24' pullup 3PT,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,
119,PT01M38.00S,2021-11-03T23:31:05.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,26,25,2021-11-03T23:31:06Z,1190000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,118.0,2.0,1.0,1.0,,,,,,,,,,,,,
120,PT01M37.00S,2021-11-03T23:31:08.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612738,26,25,2021-11-03T23:31:23Z,1200000,,,0,,T. Ross personal FOUL (1 PF) (Williams 2 FT),"[203082, 1629684]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Williams,1629684.0,,
122,PT01M37.00S,2021-11-03T23:31:32.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,26,26,2021-11-03T23:31:50Z,1220000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
123,PT01M37.00S,2021-11-03T23:31:32.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,26,26,2021-11-03T23:31:50Z,1230000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
124,PT01M34.00S,2021-11-03T23:31:35.1Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,26,26,2021-11-03T23:31:50Z,1240000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,
125,PT01M14.00S,2021-11-03T23:32:09.1Z,1,REGULAR,3pt,Jump Shot,[],203082,67.23061760840999,52.20588235294118,1610612753,26,26,2021-11-03T23:32:14Z,1250000,11.0,256.0,1,right,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,
126,PT01M09.00S,2021-11-03T23:32:14.1Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612738,26,26,2021-11-03T23:32:14Z,1260000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT01M05.00S,2021-11-03T23:32:17.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201143,27.808804204993432,19.852941176470587,1610612738,26,26,2021-11-03T23:32:28Z,1270000,151.0,209.0,1,left,MISS A. Horford 25' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
128,PT01M01.00S,2021-11-03T23:32:21.5Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,26,26,2021-11-03T23:32:28Z,1280000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,
129,PT00M57.80S,2021-11-03T23:32:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,87.86136662286465,48.529411764705884,1610612753,28,26,2021-11-03T23:32:37Z,1290000,-7.0,62.0,1,right,R. Hampton 6' pullup Jump Shot (2 PTS),[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,6.2,Made,2.0,,,,,,,,,,,,,,,,,
130,PT00M43.60S,2021-11-03T23:32:44.0Z,1,REGULAR,3pt,Jump Shot,[],1626196,23.47240473061761,87.25490196078431,1610612738,28,26,2021-11-03T23:32:48Z,1300000,-186.0,168.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,
131,PT00M40.50S,2021-11-03T23:32:47.1Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,28,26,2021-11-03T23:32:47Z,1310000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,
132,PT00M36.00S,2021-11-03T23:32:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628964,68.28186596583443,60.29411764705882,1610612753,28,26,2021-11-03T23:32:58Z,1320000,51.0,246.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.1,Missed,,,,,,,,,,,,,,,,,,
133,PT00M33.50S,2021-11-03T23:32:54.2Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,28,26,2021-11-03T23:32:58Z,1330000,,,0,,D. Schroder REBOUND (Off:1 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,132.0,2.0,1.0,1.0,,,,,,,,,,,,,
134,PT00M27.10S,2021-11-03T23:33:00.5Z,1,REGULAR,3pt,Jump Shot,[],1629684,30.56833114323259,28.186274509803923,1610612738,28,26,2021-11-03T23:33:05Z,1340000,109.0,235.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
135,PT00M24.00S,2021-11-03T23:33:03.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,28,26,2021-11-03T23:33:05Z,1350000,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,
136,PT00M02.20S,2021-11-03T23:33:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,87.53695795006571,41.80070465686275,1610612753,28,26,2021-11-03T23:33:36Z,1360000,-41.0,65.0,1,right,MISS J. Suggs 7' driving Layup - blocked,"[1630591, 1626196]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,7.66,Missed,,,,,,,,,,,,,,,,,Richardson,1626196.0
137,PT00M02.20S,2021-11-03T23:33:25.5Z,1,REGULAR,block,,[],1626196,,,1610612753,28,26,2021-11-03T23:33:29Z,1370000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M02.20S,2021-11-03T23:33:25.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,26,2021-11-03T23:33:36Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,
139,PT00M02.20S,2021-11-03T23:33:33.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,28,26,2021-11-03T23:33:33Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M00.00S,2021-11-03T23:33:44.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628964,83.20055847568987,50.34849877450981,1610612753,28,26,2021-11-03T23:34:07Z,1400000,2.0,105.0,1,right,MISS M. Bamba 10' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,10.54,Missed,,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2021-11-03T23:33:44.8Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,28,26,2021-11-03T23:34:07Z,1410000,,,0,,D. Schroder REBOUND (Off:1 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,140.0,3.0,2.0,1.0,,,,,,,,,,,,,
142,PT00M00.00S,2021-11-03T23:33:52.9Z,1,REGULAR,period,end,[],0,,,1610612738,28,26,2021-11-03T23:33:52Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-11-03T23:34:01.5Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612738,28,26,2021-11-03T23:36:36Z,1430000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-03T23:34:01.5Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,28,26,2021-11-03T23:36:36Z,1440000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-03T23:34:01.5Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612738,28,26,2021-11-03T23:36:36Z,1450000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-03T23:34:01.5Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,28,26,2021-11-03T23:36:36Z,1460000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-11-03T23:36:35.8Z,2,REGULAR,period,start,[],0,,,1610612738,28,26,2021-11-03T23:36:36Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M35.00S,2021-11-03T23:36:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.280551905387648,63.48039215686274,1610612738,28,26,2021-11-03T23:45:44Z,1480000,-67.0,35.0,1,left,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,7.58,Missed,,,,,,,,,,,,,,,,,,
149,PT11M31.00S,2021-11-03T23:37:03.9Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,28,26,2021-11-03T23:37:08Z,1490000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,
150,PT11M25.00S,2021-11-03T23:37:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,84.1819973718791,42.8921568627451,1610612753,28,26,2021-11-03T23:42:15Z,1500000,-36.0,96.0,1,right,MISS T. Ross 10' driving floating Shot - blocked,"[203082, 201143]",1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,10.25,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
151,PT11M25.00S,2021-11-03T23:37:10.8Z,2,REGULAR,block,,[],201143,,,1610612753,28,26,2021-11-03T23:37:13Z,1510000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M21.00S,2021-11-03T23:37:14.8Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612738,28,26,2021-11-03T23:37:15Z,1520000,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT11M16.00S,2021-11-03T23:37:18.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.276609724047304,39.46078431372549,1610612738,28,26,2021-11-03T23:41:47Z,1530000,53.0,251.0,1,left,MISS J. Tatum 25' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
154,PT11M10.00S,2021-11-03T23:37:24.2Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,28,26,2021-11-03T23:37:40Z,1540000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,153.0,3.0,3.0,0.0,,,,,,,,,,,,,
155,PT11M07.00S,2021-11-03T23:37:27.2Z,2,REGULAR,3pt,Jump Shot,[],1628964,70.77858081471747,23.52941176470588,1610612753,31,26,2021-11-03T23:37:55Z,1550000,-132.0,222.0,1,right,M. Bamba 25' 3PT  (3 PTS) (R. Hampton 1 AST),"[1628964, 1630181]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.87,Made,3.0,,,,,R. Hampton,1630181.0,1.0,,,,,,,,,,
157,PT10M49.00S,2021-11-03T23:37:46.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,8.492115637319317,34.31372549019608,1610612738,31,26,2021-11-03T23:38:13Z,1570000,78.0,27.0,1,left,MISS A. Horford 8' Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,8.3,Missed,,,,,,,,,,,,,,,,,,
158,PT10M49.00S,2021-11-03T23:37:46.1Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,31,26,2021-11-03T23:37:59Z,1580000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,,
159,PT10M36.00S,2021-11-03T23:37:58.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,88.38699080157687,48.03921568627451,1610612753,31,26,2021-11-03T23:38:04Z,1590000,-10.0,57.0,1,right,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,
160,PT10M31.00S,2021-11-03T23:38:02.8Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,31,26,2021-11-03T23:38:02Z,1600000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,
161,PT10M24.00S,2021-11-03T23:38:10.7Z,2,REGULAR,3pt,Jump Shot,[],201143,32.013797634691194,44.36274509803921,1610612738,31,29,2021-11-03T23:38:16Z,1610000,28.0,248.0,1,left,A. Horford 25' 3PT  (8 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.0,Made,8.0,,,,,J. Tatum,1628369.0,1.0,,,,,,,,,,
163,PT10M07.00S,2021-11-03T23:38:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,88.25558475689881,42.8921568627451,1610612753,31,29,2021-11-03T23:38:33Z,1630000,-36.0,58.0,1,right,MISS J. Suggs 6' driving Layup - blocked,"[1630591, 1628369]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,6.79,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
164,PT10M07.00S,2021-11-03T23:38:27.0Z,2,REGULAR,block,,[],1628369,,,1610612753,31,29,2021-11-03T23:38:30Z,1640000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M04.00S,2021-11-03T23:38:30.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,29,2021-11-03T23:38:33Z,1650000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,
166,PT09M59.00S,2021-11-03T23:38:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,7.30946123521682,52.69607843137255,1610612738,31,31,2021-11-03T23:41:33Z,1660000,-13.0,16.0,1,left,D. Schroder driving Layup (2 PTS) (A. Horford 2 AST),"[203471, 201143]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,2.11,Made,2.0,,,,,A. Horford,201143.0,2.0,,,,,,,,,,
168,PT09M58.00S,2021-11-03T23:38:52.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,31,31,2021-11-03T23:38:52Z,1680000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M58.00S,2021-11-03T23:41:16.3Z,2,REGULAR,substitution,out,[],1626196,,,1610612753,31,31,2021-11-03T23:41:35Z,1690000,,,0,,SUB out: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M58.00S,2021-11-03T23:41:16.3Z,2,REGULAR,substitution,out,[],203471,,,1610612753,31,31,2021-11-03T23:41:35Z,1700000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M58.00S,2021-11-03T23:41:16.3Z,2,REGULAR,substitution,in,[],1630202,,,1610612753,31,31,2021-11-03T23:41:35Z,1710000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M58.00S,2021-11-03T23:41:16.3Z,2,REGULAR,substitution,in,[],203935,,,1610612753,31,31,2021-11-03T23:41:35Z,1720000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M44.00S,2021-11-03T23:41:48.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,91.80354796320631,47.30392156862745,1610612753,33,31,2021-11-03T23:41:55Z,1730000,-13.0,25.0,1,right,R. Hampton driving finger roll Layup (4 PTS) (W. Carter Jr. 2 AST),"[1630181, 1628976]",1610612753.0,ORL,driving finger roll,,,Hampton,R. Hampton,,,,,2.8,Made,4.0,,,,,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,
175,PT09M31.00S,2021-11-03T23:42:00.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,33.722076215505915,54.41176470588235,1610612738,33,31,2021-11-03T23:44:55Z,1750000,-22.0,264.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
176,PT09M29.00S,2021-11-03T23:42:02.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,33,31,2021-11-03T23:42:05Z,1760000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,,
177,PT09M19.00S,2021-11-03T23:42:13.2Z,2,REGULAR,turnover,bad pass,[],1628976,,,1610612753,33,31,2021-11-03T23:42:19Z,1770000,,,0,,W. Carter Jr. bad pass TURNOVER (2 TO),"[1628976, 201143]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,2.0,Horford,201143.0,,,,,,,
