actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
443,PT00M39.60S,2022-04-02T00:40:44.5Z,3,REGULAR,rebound,defensive,[],201152,,,1610612761,63,82,2022-04-02T00:40:44Z,4340000,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,442.0,2.0,2.0,0.0,,,
444,PT00M30.40S,2022-04-02T00:40:53.5Z,3,REGULAR,3pt,Jump Shot,[],1630173,28.86005256241787,25.49019607843137,1610612761,63,85,2022-04-02T00:40:58Z,4350000,123.0,219.0,1,left,P. Achiuwa 25' 3PT  (11 PTS) (S. Barnes 5 AST),"[1630173, 1630567]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,25.08,Made,11.0,,S. Barnes,1630567.0,5.0,,,,,,,,,
446,PT00M03.80S,2022-04-02T00:41:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629021,69.33311432325887,73.77450980392157,1610612753,63,85,2022-04-02T00:41:26Z,4370000,119.0,236.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,26.41,Missed,,,,,,,,,,,,,,
447,PT00M01.90S,2022-04-02T00:41:24.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,63,85,2022-04-02T00:41:24Z,4380000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,446.0,3.0,2.0,1.0,,,
448,PT00M00.00S,2022-04-02T00:41:27.1Z,3,REGULAR,3pt,Jump Shot,[],1627832,46.99408672798949,53.431372549019606,1610612761,63,85,2022-04-02T00:41:33Z,4390000,-17.0,389.0,1,left,MISS F. VanVleet 38' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,38.96,Missed,,,,,,,,,,,,,,
449,PT00M00.00S,2022-04-02T00:41:27.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,63,85,2022-04-02T00:41:33Z,4400000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,,,,
450,PT00M00.00S,2022-04-02T00:41:33.5Z,3,REGULAR,period,end,[],0,,,1610612761,63,85,2022-04-02T00:41:33Z,4410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2022-04-02T00:41:39.0Z,4,REGULAR,substitution,out,['startperiod'],1630175,,,1610612761,63,85,2022-04-02T00:44:08Z,4420000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2022-04-02T00:41:39.0Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,63,85,2022-04-02T00:44:08Z,4430000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2022-04-02T00:41:39.0Z,4,REGULAR,substitution,out,['startperiod'],1630567,,,1610612761,63,85,2022-04-02T00:44:08Z,4440000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2022-04-02T00:41:39.0Z,4,REGULAR,substitution,in,['startperiod'],1628964,,,1610612761,63,85,2022-04-02T00:44:08Z,4450000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2022-04-02T00:41:39.0Z,4,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,63,85,2022-04-02T00:44:08Z,4460000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2022-04-02T00:41:39.0Z,4,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,63,85,2022-04-02T00:44:08Z,4470000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-04-02T00:44:14.6Z,4,REGULAR,period,start,[],0,,,1610612761,63,85,2022-04-02T00:44:14Z,4480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT11M38.00S,2022-04-02T00:44:35.8Z,4,REGULAR,2pt,Jump Shot,[],1627783,10.33180026281209,16.42156862745098,1610612761,63,85,2022-04-02T00:44:41Z,4490000,168.0,45.0,1,left,MISS P. Siakam 17' Jump Shot - blocked,"[1627783, 1628964]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,17.37,Missed,,,,,,,,,,,,Bamba,1628964.0,
459,PT11M38.00S,2022-04-02T00:44:35.8Z,4,REGULAR,block,,[],1628964,,,1610612761,63,85,2022-04-02T00:44:38Z,4500000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT11M35.00S,2022-04-02T00:44:38.8Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,63,85,2022-04-02T00:44:41Z,4510000,,,0,,M. Wagner REBOUND (Off:0 Def:6),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,458.0,6.0,6.0,0.0,,,
461,PT11M29.00S,2022-04-02T00:44:44.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,92.06636005256242,45.34313725490196,1610612753,65,85,2022-04-02T00:44:50Z,4520000,-23.0,22.0,1,right,M. Bamba cutting DUNK (13 PTS) (M. Fultz 5 AST),"[1628964, 1628365]",1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,,,,,,3.21,Made,13.0,,M. Fultz,1628365.0,5.0,,,,,,,,,
463,PT11M03.00S,2022-04-02T00:45:09.7Z,4,REGULAR,2pt,Jump Shot,[],1629018,17.427726675427067,75.49019607843137,1610612761,65,85,2022-04-02T00:45:16Z,4540000,-127.0,111.0,1,left,MISS G. Trent Jr. 16' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,16.92,Missed,,,,,,,,,,,,,,
464,PT11M02.00S,2022-04-02T00:45:10.7Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,65,85,2022-04-02T00:45:16Z,4550000,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,463.0,4.0,3.0,1.0,,,
465,PT10M49.00S,2022-04-02T00:45:24.8Z,4,REGULAR,3pt,Jump Shot,[],1629021,77.08607095926413,88.23529411764706,1610612753,65,85,2022-04-02T00:45:28Z,4560000,191.0,163.0,1,right,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,25.12,Missed,,,,,,,,,,,,,,
466,PT10M47.00S,2022-04-02T00:45:26.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,65,85,2022-04-02T00:45:28Z,4570000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,465.0,8.0,7.0,1.0,,,
467,PT10M39.00S,2022-04-02T00:45:34.5Z,4,REGULAR,3pt,Jump Shot,[],201152,3.630091984231275,94.6078431372549,1610612761,65,85,2022-04-02T00:45:38Z,4580000,-223.0,-18.0,1,left,MISS T. Young 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,22.38,Missed,,,,,,,,,,,,,,
468,PT10M38.00S,2022-04-02T00:45:35.5Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,65,85,2022-04-02T00:45:38Z,4590000,,,0,,M. Bamba REBOUND (Off:1 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,467.0,5.0,4.0,1.0,,,
469,PT10M22.00S,2022-04-02T00:45:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.27792378449409,57.59803921568627,1610612753,67,85,2022-04-02T00:45:56Z,4600000,38.0,29.0,1,right,M. Wagner cutting Layup (4 PTS) (D. Cannady 1 AST),"[1629021, 1629962]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,,,,,,4.81,Made,4.0,,D. Cannady,1629962.0,1.0,,,,,,,,,
471,PT10M07.00S,2022-04-02T00:46:09.1Z,4,REGULAR,2pt,Jump Shot,[],1627783,9.806176084099869,28.676470588235293,1610612761,67,85,2022-04-02T00:46:55Z,4620000,107.0,40.0,1,left,MISS P. Siakam 11' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,,,11.38,Missed,,,,,,,,,,,,,,
472,PT10M07.00S,2022-04-02T00:46:09.1Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,67,85,2022-04-02T00:46:21Z,4630000,,,0,,T. Young REBOUND (Off:1 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,471.0,3.0,2.0,1.0,,,
473,PT10M07.00S,2022-04-02T00:46:22.3Z,4,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612761,67,85,2022-04-02T00:47:04Z,4640000,,,0,,M. Fultz shooting personal FOUL (2 PF) (Young 2 FT),"[1628365, 201152]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,1627524.0,2.0,0.0,Young,201152.0,,,,,,,,,,,,,,,,
475,PT10M07.00S,2022-04-02T00:46:35.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201152,,,1610612761,67,86,2022-04-02T00:46:35Z,4660000,,,0,,T. Young Free Throw 1 of 2 (1 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
476,PT10M07.00S,2022-04-02T00:46:35.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201152,,,1610612761,67,86,2022-04-02T00:46:53Z,4670000,,,0,,MISS T. Young Free Throw 2 of 2,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,Missed,,,,,,,,,,,,,,
477,PT10M04.00S,2022-04-02T00:46:38.7Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,67,86,2022-04-02T00:46:53Z,4680000,,,0,,M. Bamba REBOUND (Off:1 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,476.0,6.0,5.0,1.0,,,
478,PT09M54.00S,2022-04-02T00:47:03.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,92.72339027595268,53.18627450980392,1610612753,69,86,2022-04-02T00:47:09Z,4690000,16.0,16.0,1,right,M. Wagner cutting DUNK (6 PTS) (M. Fultz 6 AST),"[1629021, 1628365]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,,,,,,2.25,Made,6.0,,M. Fultz,1628365.0,6.0,,,,,,,,,
480,PT09M41.00S,2022-04-02T00:47:16.1Z,4,REGULAR,turnover,lost ball,[],1629018,,,1610612761,69,86,2022-04-02T00:47:23Z,4710000,,,0,,G. Trent Jr. lost ball TURNOVER (2 TO),"[1629018, 1628365]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,2.0,,,,Fultz,1628365.0,,,,,,,
481,PT09M41.00S,2022-04-02T00:47:16.1Z,4,REGULAR,steal,,[],1628365,,,1610612753,69,86,2022-04-02T00:47:17Z,4720000,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT09M37.00S,2022-04-02T00:47:20.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629021,91.01511169513797,51.9607843137255,1610612753,71,86,2022-04-02T00:47:31Z,4730000,10.0,32.0,1,right,M. Wagner running DUNK (8 PTS) (M. Fultz 7 AST),"[1629021, 1628365]",1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,,,,,,3.35,Made,8.0,,M. Fultz,1628365.0,7.0,,,,,,,,,
484,PT09M18.00S,2022-04-02T00:47:40.6Z,4,REGULAR,foul,offensive,[],1627783,,,1610612761,71,86,2022-04-02T00:47:48Z,4750000,,,0,,P. Siakam charge offensive FOUL (2 PF),"[1627783, 1629021]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,1627961.0,2.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,,
486,PT09M18.00S,2022-04-02T00:47:40.6Z,4,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,71,86,2022-04-02T00:47:40Z,4770000,,,0,,P. Siakam offensive foul TURNOVER (2 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,1627961.0,,,,,,,,2.0,,,,,,,,,,,,
487,PT09M05.00S,2022-04-02T00:48:17.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628365,85.89027595269383,31.862745098039213,1610612753,73,86,2022-04-02T00:55:11Z,4780000,-91.0,80.0,1,right,M. Fultz 12' fadeaway bank Jump Shot (10 PTS) (M. Wagner 1 AST),"[1628365, 1629021]",1610612753.0,ORL,fadeaway bank,,,Fultz,M. Fultz,,,,,,,,,,12.1,Made,10.0,,M. Wagner,1629021.0,1.0,,,,,,,,,
488,PT08M46.00S,2022-04-02T00:48:34.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,12.828515111695138,46.568627450980394,1610612761,73,86,2022-04-02T00:48:38Z,4790000,17.0,68.0,1,left,MISS P. Siakam 7' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,,,7.02,Missed,,,,,,,,,,,,,,
489,PT08M44.00S,2022-04-02T00:48:36.7Z,4,REGULAR,rebound,defensive,[],1629678,,,1610612753,73,86,2022-04-02T00:48:38Z,4800000,,,0,,A. Schofield REBOUND (Off:2 Def:3),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,488.0,5.0,3.0,2.0,,,
490,PT08M38.00S,2022-04-02T00:48:43.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,89.56964520367937,39.21568627450981,1610612753,75,86,2022-04-02T00:49:17Z,4810000,-54.0,46.0,1,right,M. Fultz 7' driving floating Jump Shot (12 PTS),[1628365],1610612753.0,ORL,driving floating,,,Fultz,M. Fultz,,,,,,,,,,7.05,Made,12.0,,,,,,,,,,,,,
491,PT08M38.00S,2022-04-02T00:48:48.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,75,86,2022-04-02T00:48:48Z,4820000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M38.00S,2022-04-02T00:49:59.8Z,4,REGULAR,substitution,out,[],1630173,,,1610612761,75,86,2022-04-02T00:51:19Z,4830000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M38.00S,2022-04-02T00:49:59.8Z,4,REGULAR,substitution,out,[],201152,,,1610612761,75,86,2022-04-02T00:51:19Z,4840000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT08M38.00S,2022-04-02T00:49:59.8Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,75,86,2022-04-02T00:51:19Z,4850000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M38.00S,2022-04-02T00:49:59.8Z,4,REGULAR,substitution,in,[],1628384,,,1610612761,75,86,2022-04-02T00:51:19Z,4860000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M38.00S,2022-04-02T00:49:59.8Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,75,86,2022-04-02T00:51:19Z,4870000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M38.00S,2022-04-02T00:49:59.8Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,75,86,2022-04-02T00:51:19Z,4880000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M19.00S,2022-04-02T00:51:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,20.318659658344284,65.44117647058823,1610612761,75,88,2022-04-02T00:51:57Z,4890000,-77.0,138.0,1,left,G. Trent Jr. 15' pullup Jump Shot (17 PTS) (P. Siakam 3 AST),"[1629018, 1627783]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,15.86,Made,17.0,,P. Siakam,1627783.0,3.0,,,,,,,,,
501,PT08M04.00S,2022-04-02T00:52:08.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629678,90.62089356110381,64.95098039215686,1610612753,77,88,2022-04-02T00:52:23Z,4910000,75.0,36.0,1,right,A. Schofield 8' driving finger roll Layup (2 PTS) (M. Bamba 5 AST),"[1629678, 1628964]",1610612753.0,ORL,driving finger roll,,,Schofield,A. Schofield,,,,,,,,,,8.29,Made,2.0,,M. Bamba,1628964.0,5.0,,,,,,,,,
503,PT07M50.00S,2022-04-02T00:52:23.5Z,4,REGULAR,turnover,bad pass,[],1627832,,,1610612761,77,88,2022-04-02T00:52:28Z,4930000,,,0,,F. VanVleet bad pass TURNOVER (3 TO),"[1627832, 1628365]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,3.0,,,,Fultz,1628365.0,,,,,,,
504,PT07M50.00S,2022-04-02T00:52:23.5Z,4,REGULAR,steal,,[],1628365,,,1610612753,77,88,2022-04-02T00:52:25Z,4940000,,,0,,M. Fultz STEAL (2 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT07M36.00S,2022-04-02T00:52:37.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628365,83.52496714848883,85.04901960784314,1610612753,77,88,2022-04-02T00:52:41Z,4950000,175.0,102.0,1,right,MISS M. Fultz 20' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,,,,,,20.29,Missed,,,,,,,,,,,,,,
506,PT07M33.00S,2022-04-02T00:52:40.4Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,77,88,2022-04-02T00:52:41Z,4960000,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,505.0,4.0,4.0,0.0,,,
507,PT07M28.00S,2022-04-02T00:52:44.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,29.77989487516426,27.941176470588236,1610612761,77,88,2022-04-02T00:53:13Z,4970000,110.0,227.0,1,left,MISS F. VanVleet 25' running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,,,,,,25.27,Missed,,,,,,,,,,,,,,
508,PT07M25.00S,2022-04-02T00:52:47.9Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,77,88,2022-04-02T00:52:55Z,4980000,,,0,,M. Bamba REBOUND (Off:1 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,507.0,7.0,6.0,1.0,,,
513,PT07M14.00S,2022-04-02T00:52:56.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,88.12417871222075,51.470588235294116,1610612753,77,88,2022-04-02T01:04:12Z,4995000,7.0,59.0,1,right,MISS M. Wagner cutting DUNK - blocked,"[1629021, 1627832]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,,,,,,5.96,Missed,,,,,,,,,,,,VanVleet,1627832.0,
514,PT07M14.00S,2022-04-02T00:52:56.2Z,4,REGULAR,block,,[],1627832,,,1610612753,77,88,2022-04-02T00:57:20Z,5002500,,,0,,F. VanVleet BLOCK (2 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M13.00S,2022-04-02T00:52:57.2Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,77,88,2022-04-02T01:04:13Z,5006250,,,0,,M. Bamba REBOUND (Off:2 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,513.0,8.0,6.0,2.0,,,
511,PT07M13.00S,2022-04-02T00:53:29.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,77,88,2022-04-02T00:57:51Z,5010000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M13.00S,2022-04-02T00:53:40.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612753,77,88,2022-04-02T00:55:40Z,5020000,,,0,,,[],1610612761.0,TOR,overturned,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,No Foul on F. VanVleet
516,PT07M07.00S,2022-04-02T00:57:39.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629962,80.3712220762155,4.411764705882353,1610612753,77,88,2022-04-02T00:58:13Z,5060000,-228.0,132.0,1,right,MISS D. Cannady 26' 3PT,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,26.34,Missed,,,,,,,,,,,,,,
517,PT07M02.00S,2022-04-02T00:57:44.2Z,4,REGULAR,rebound,offensive,[],1629021,,,1610612753,77,88,2022-04-02T00:57:45Z,5070000,,,0,,M. Wagner REBOUND (Off:1 Def:6),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,516.0,7.0,6.0,1.0,,,
518,PT06M58.00S,2022-04-02T00:57:51.2Z,4,REGULAR,turnover,out-of-bounds,[],1629962,,,1610612753,77,88,2022-04-02T00:58:02Z,5080000,,,0,,D. Cannady bad pass out-of-bounds TURNOVER (2 TO),[1629962],1610612753.0,ORL,bad pass,,,Cannady,D. Cannady,,,,,1627524.0,,,,,,,,2.0,,,,,,,,,,,,
519,PT06M37.00S,2022-04-02T00:58:17.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,23.73521681997372,34.068627450980394,1610612761,77,90,2022-04-02T00:58:25Z,5090000,80.0,171.0,1,left,P. Siakam 18' pullup Jump Shot (16 PTS) (S. Barnes 6 AST),"[1627783, 1630567]",1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,,18.83,Made,16.0,,S. Barnes,1630567.0,6.0,,,,,,,,,
521,PT06M20.00S,2022-04-02T00:58:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,91.27792378449409,56.372549019607845,1610612753,77,90,2022-04-02T00:58:39Z,5110000,32.0,29.0,1,right,MISS M. Fultz driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,,,,,,4.34,Missed,,,,,,,,,,,,,,
522,PT06M18.00S,2022-04-02T00:58:36.9Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,77,90,2022-04-02T00:58:39Z,5120000,,,0,,P. Siakam REBOUND (Off:1 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,521.0,9.0,8.0,1.0,,,
523,PT06M15.00S,2022-04-02T00:58:41.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,77,90,2022-04-02T00:58:41Z,5130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M03.00S,2022-04-02T00:59:07.5Z,4,REGULAR,3pt,Jump Shot,[],1627783,29.77989487516426,23.284313725490197,1610612761,77,90,2022-04-02T00:59:14Z,5140000,134.0,227.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,26.37,Missed,,,,,,,,,,,,,,
525,PT06M02.00S,2022-04-02T00:59:08.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,77,90,2022-04-02T00:59:14Z,5150000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,524.0,,,,,,
526,PT06M02.00S,2022-04-02T00:59:12.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,77,90,2022-04-02T00:59:12Z,5160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT05M46.00S,2022-04-02T00:59:31.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628365,89.17542706964521,49.26470588235294,1610612753,77,90,2022-04-02T00:59:36Z,5170000,-4.0,49.0,1,right,MISS M. Fultz turnaround Hook,[1628365],1610612753.0,ORL,turnaround,,,Fultz,M. Fultz,,,,,,,,,,4.94,Missed,,,,,,,,,,,,,,
528,PT05M44.00S,2022-04-02T00:59:33.5Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,77,90,2022-04-02T00:59:33Z,5180000,,,0,,F. VanVleet REBOUND (Off:1 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,527.0,5.0,4.0,1.0,,,
529,PT05M39.00S,2022-04-02T00:59:38.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,18.347568988173457,90.68627450980392,1610612761,77,90,2022-04-02T01:00:25Z,5190000,-203.0,120.0,1,left,MISS G. Trent Jr. running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,23.62,Missed,,,,,,,,,,,,,,
530,PT05M37.00S,2022-04-02T00:59:40.5Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,77,90,2022-04-02T01:00:15Z,5200000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,529.0,5.0,4.0,1.0,,,
