actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
183,PT09M12.00S,2021-12-29T00:46:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,88.91261498028909,34.068627450980394,1610612753,26,47,2021-12-29T00:46:43Z,1820000,-80.0,52.0,1,right,MISS I. Brazdeikis 9' driving Layup - blocked,"[1629649, 203507]",1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,9.5,Missed,,,,,,,,,,,,,,,Antetokounmpo,203507.0,,,
184,PT09M12.00S,2021-12-29T00:46:32.2Z,2,REGULAR,block,,[],203507,,,1610612753,26,47,2021-12-29T00:46:34Z,1830000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M07.00S,2021-12-29T00:46:37.2Z,2,REGULAR,rebound,offensive,[],204025,,,1610612753,26,47,2021-12-29T00:46:43Z,1840000,,,0,,T. Frazier REBOUND (Off:1 Def:0),[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,183.0,1.0,0.0,1.0,,,,,,,,,,,,,,
186,PT09M05.00S,2021-12-29T00:46:38.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630181,85.62746386333771,48.77450980392157,1610612753,26,47,2021-12-29T00:46:50Z,1850000,-6.0,83.0,1,right,MISS R. Hampton 8' driving floating Shot - blocked,"[1630181, 1626171]",1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,8.28,Missed,,,,,,,,,,,,,,,Portis,1626171.0,,,
187,PT09M05.00S,2021-12-29T00:46:38.8Z,2,REGULAR,block,,[],1626171,,,1610612753,26,47,2021-12-29T00:46:41Z,1860000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M03.00S,2021-12-29T00:46:40.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,47,2021-12-29T00:46:50Z,1870000,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,,
189,PT08M59.00S,2021-12-29T00:46:45.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.703679369250986,50.245098039215684,1610612749,26,49,2021-12-29T00:47:12Z,1880000,-1.0,20.0,1,left,G. Antetokounmpo driving Layup (7 PTS) (W. Matthews 2 AST),"[203507, 202083]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.99,Made,7.0,,,,,W. Matthews,202083.0,2.0,,,,,,,,,,,
190,PT08M59.00S,2021-12-29T00:47:05.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,26,49,2021-12-29T00:47:05Z,1890000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,out,[],204025,,,1610612753,26,49,2021-12-29T00:49:30Z,1900000,,,0,,SUB out: T. Frazier,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,26,49,2021-12-29T00:49:30Z,1910000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,out,[],1629678,,,1610612753,26,49,2021-12-29T00:49:30Z,1920000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,out,[],1630273,,,1610612753,26,49,2021-12-29T00:49:30Z,1930000,,,0,,SUB out: F. Gillespie,[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,out,[],1629649,,,1610612753,26,49,2021-12-29T00:49:30Z,1940000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,out,[],202083,,,1610612753,26,49,2021-12-29T00:49:30Z,1950000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,in,[],201577,,,1610612753,26,49,2021-12-29T00:49:30Z,1960000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,26,49,2021-12-29T00:49:30Z,1970000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,in,[],203914,,,1610612753,26,49,2021-12-29T00:49:30Z,1980000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,in,[],1629755,,,1610612753,26,49,2021-12-29T00:49:30Z,1990000,,,0,,SUB in: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,26,49,2021-12-29T00:49:30Z,2000000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M59.00S,2021-12-29T00:47:06.8Z,2,REGULAR,substitution,in,[],203114,,,1610612753,26,49,2021-12-29T00:49:30Z,2010000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M40.00S,2021-12-29T00:50:02.4Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612753,26,49,2021-12-29T00:50:10Z,2020000,,,0,,B. Portis shooting personal FOUL (1 PF) (Wagner 2 FT),"[1626171, 1630532]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,1627541.0,1.0,0.0,,Wagner,1630532.0,,,,,
206,PT08M40.00S,2021-12-29T00:50:30.1Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,27,49,2021-12-29T00:50:30Z,2040000,,,0,,F. Wagner Free Throw 1 of 2 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
207,PT08M40.00S,2021-12-29T00:50:30.7Z,2,REGULAR,substitution,out,[],1628960,,,1610612753,27,49,2021-12-29T00:50:35Z,2050000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M40.00S,2021-12-29T00:50:30.7Z,2,REGULAR,substitution,in,[],1628978,,,1610612753,27,49,2021-12-29T00:50:35Z,2060000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M40.00S,2021-12-29T00:50:48.8Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,28,49,2021-12-29T00:50:48Z,2070000,,,0,,F. Wagner Free Throw 2 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
210,PT08M27.00S,2021-12-29T00:51:02.4Z,2,REGULAR,2pt,Jump Shot,[],203507,21.369908015768726,42.8921568627451,1610612749,28,49,2021-12-29T00:51:37Z,2080000,36.0,148.0,1,left,MISS G. Antetokounmpo 15' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,15.26,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M24.00S,2021-12-29T00:51:05.4Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,28,49,2021-12-29T00:51:08Z,2090000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,210.0,2.0,2.0,0.0,,,,,,,,,,,,,,
212,PT08M22.00S,2021-12-29T00:51:08.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628976,92.85479632063075,44.85294117647059,1610612753,30,49,2021-12-29T00:51:59Z,2100000,-26.0,15.0,1,right,W. Carter Jr. running alley-oop DUNK (4 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,running alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,2.96,Made,4.0,,,,,F. Wagner,1630532.0,1.0,,,,,,,,,,,
214,PT08M15.00S,2021-12-29T00:51:18.0Z,2,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,30,49,2021-12-29T00:51:28Z,2120000,,,0,,B. Portis step out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,,,,,,,,,,,202056.0,,,1.0,,,,,,,
215,PT08M03.00S,2021-12-29T00:51:37.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629755,87.59855453350855,0.9803921568627451,1610612753,30,49,2021-12-29T00:51:41Z,2130000,-245.0,64.0,1,right,MISS H. Gravett 25' 3PT,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
216,PT07M59.00S,2021-12-29T00:51:41.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,30,49,2021-12-29T00:51:41Z,2140000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,215.0,5.0,5.0,0.0,,,,,,,,,,,,,,
217,PT07M54.00S,2021-12-29T00:51:45.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,33.327858081471746,48.529411764705884,1610612749,30,49,2021-12-29T00:51:52Z,2150000,7.0,261.0,1,left,MISS D. DiVincenzo 26' running 3PT,[1628978],1610612749.0,MIL,running,,,DiVincenzo,D. DiVincenzo,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,,
218,PT07M51.00S,2021-12-29T00:51:48.3Z,2,REGULAR,rebound,defensive,[],1629755,,,1610612753,30,49,2021-12-29T00:51:52Z,2160000,,,0,,H. Gravett REBOUND (Off:0 Def:2),[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,,
219,PT07M43.00S,2021-12-29T00:51:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,85.89027595269383,38.23529411764706,1610612753,32,49,2021-12-29T00:52:01Z,2170000,-59.0,80.0,1,right,F. Wagner 9' driving floating Jump Shot (9 PTS) (H. Gravett 2 AST),"[1630532, 1629755]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,9.94,Made,9.0,,,,,H. Gravett,1629755.0,2.0,,,,,,,,,,,
221,PT07M29.00S,2021-12-29T00:52:10.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,16.245072273324574,36.51960784313725,1610612749,32,49,2021-12-29T00:53:10Z,2190000,67.0,100.0,1,left,MISS K. Middleton 12' step back Shot - blocked,"[203114, 1630532]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,12.08,Missed,,,,,,,,,,,,,,,Wagner,1630532.0,,,
256,PT07M29.00S,2021-12-29T00:52:10.0Z,2,REGULAR,block,,[],1630532,,,1610612749,32,49,2021-12-29T00:57:20Z,2195000,,,0,,F. Wagner BLOCK (1 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M26.00S,2021-12-29T00:52:13.0Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612749,32,49,2021-12-29T00:52:13Z,2200000,,,0,,D. DiVincenzo REBOUND (Off:2 Def:0),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,221.0,2.0,0.0,2.0,,,,,,,,,,,,,,
223,PT07M16.00S,2021-12-29T00:52:23.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626171,2.3160315374507228,95.58823529411765,1610612749,32,52,2021-12-29T00:52:31Z,2210000,-228.0,-31.0,1,left,B. Portis 3PT  (12 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.0,Made,12.0,,,,,K. Middleton,203114.0,1.0,,,,,,,,,,,
225,PT07M09.00S,2021-12-29T00:52:33.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,32,52,2021-12-29T00:52:33Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M09.00S,2021-12-29T00:52:36.3Z,2,REGULAR,substitution,out,[],201588,,,1610612753,32,52,2021-12-29T00:52:56Z,2240000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M09.00S,2021-12-29T00:52:36.3Z,2,REGULAR,substitution,out,[],1626171,,,1610612753,32,52,2021-12-29T00:52:56Z,2250000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M09.00S,2021-12-29T00:52:36.3Z,2,REGULAR,substitution,out,[],203507,,,1610612753,32,52,2021-12-29T00:52:56Z,2260000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M09.00S,2021-12-29T00:52:36.3Z,2,REGULAR,substitution,in,[],202326,,,1610612753,32,52,2021-12-29T00:52:56Z,2270000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M09.00S,2021-12-29T00:52:36.3Z,2,REGULAR,substitution,in,[],1626192,,,1610612753,32,52,2021-12-29T00:52:56Z,2280000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M09.00S,2021-12-29T00:52:36.3Z,2,REGULAR,substitution,in,[],201950,,,1610612753,32,52,2021-12-29T00:52:56Z,2290000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M53.00S,2021-12-29T00:53:18.2Z,2,REGULAR,3pt,Jump Shot,[],203914,65.91655716162943,38.23529411764706,1610612753,32,52,2021-12-29T00:53:27Z,2300000,-59.0,268.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,27.43,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M50.00S,2021-12-29T00:53:21.2Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,32,52,2021-12-29T00:53:27Z,2310000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,232.0,3.0,2.0,1.0,,,,,,,,,,,,,,
234,PT06M49.00S,2021-12-29T00:53:23.2Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612753,32,52,2021-12-29T00:53:30Z,2320000,,,0,,D. Cousins shooting personal FOUL (1 PF) (Wagner 2 FT),"[202326, 1630532]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1151.0,1.0,0.0,,Wagner,1630532.0,,,,,
236,PT06M49.00S,2021-12-29T00:53:45.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630532,,,1610612753,33,52,2021-12-29T00:53:45Z,2340000,,,0,,F. Wagner Free Throw 1 of 2 (10 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
237,PT06M49.00S,2021-12-29T00:53:59.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630532,,,1610612753,34,52,2021-12-29T00:53:59Z,2350000,,,0,,F. Wagner Free Throw 2 of 2 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
238,PT06M40.00S,2021-12-29T00:54:12.8Z,2,REGULAR,foul,personal,[],203914,,,1610612749,34,52,2021-12-29T00:54:19Z,2360000,,,0,,G. Harris personal FOUL (2 PF),"[203914, 203114]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,1151.0,2.0,0.0,,Middleton,203114.0,,,,,
240,PT06M34.00S,2021-12-29T00:54:38.0Z,2,REGULAR,foul,offensive,[],203114,,,1610612749,34,52,2021-12-29T00:57:55Z,2380000,,,0,,K. Middleton offensive FOUL (1 PF),"[203114, 1629755]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,1627541.0,1.0,0.0,,Gravett,1629755.0,,,,,
242,PT06M34.00S,2021-12-29T00:54:38.0Z,2,REGULAR,turnover,offensive foul,[],203114,,,1610612749,34,52,2021-12-29T00:54:38Z,2400000,,,0,,K. Middleton offensive foul TURNOVER (1 TO),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,1627541.0,,,1.0,,,,,,,
243,PT06M15.00S,2021-12-29T00:55:08.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628976,92.32917214191852,47.05882352941176,1610612753,36,52,2021-12-29T00:55:12Z,2410000,-15.0,20.0,1,right,W. Carter Jr. cutting DUNK (6 PTS) (R. Lopez 1 AST),"[1628976, 201577]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,2.45,Made,6.0,,,,,R. Lopez,201577.0,1.0,,,,,,,,,,,
245,PT06M04.00S,2021-12-29T00:55:19.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202326,6.521024967148489,50.98039215686274,1610612749,36,54,2021-12-29T00:55:25Z,2430000,-5.0,9.0,1,left,D. Cousins cutting Layup (2 PTS) (D. DiVincenzo 1 AST),"[202326, 1628978]",1610612749.0,MIL,cutting,,,Cousins,D. Cousins,,,,,1.01,Made,2.0,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,
247,PT05M50.00S,2021-12-29T00:55:35.9Z,2,REGULAR,foul,personal,['2freethrow'],202326,,,1610612753,36,54,2021-12-29T00:55:47Z,2450000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Lopez 2 FT),"[202326, 201577]",1610612749.0,MIL,shooting,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1627541.0,2.0,0.0,,Lopez,201577.0,,,,,
249,PT05M50.00S,2021-12-29T00:56:05.6Z,2,REGULAR,freethrow,1 of 2,[],201577,,,1610612753,36,54,2021-12-29T00:56:05Z,2470000,,,0,,MISS R. Lopez Free Throw 1 of 2,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
250,PT05M50.00S,2021-12-29T00:56:05.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,36,54,2021-12-29T00:56:05Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,
251,PT05M50.00S,2021-12-29T00:56:16.1Z,2,REGULAR,foul,technical,['1freethrow'],202326,,,1610612753,36,54,2021-12-29T00:56:25Z,2490000,,,0,,D. Cousins technical FOUL (1 Tech),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1627541.0,2.0,1.0,,,,,,,,
252,PT05M50.00S,2021-12-29T00:56:31.5Z,2,REGULAR,freethrow,1 of 1,[],203914,,,1610612753,36,54,2021-12-29T00:56:31Z,2500000,,,0,,MISS G. Harris technical Free Throw 1 of 1,[203914],1610612753.0,ORL,technical,,,Harris,G. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
253,PT05M50.00S,2021-12-29T00:56:31.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,36,54,2021-12-29T00:56:31Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,
254,PT05M50.00S,2021-12-29T00:56:58.0Z,2,REGULAR,freethrow,2 of 2,[],201577,,,1610612753,37,54,2021-12-29T00:56:58Z,2520000,,,0,,R. Lopez Free Throw 2 of 2 (7 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
255,PT05M32.00S,2021-12-29T00:57:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,6.652431011826544,52.450980392156865,1610612749,37,56,2021-12-29T00:57:27Z,2530000,-12.0,10.0,1,left,P. Connaughton reverse Layup (8 PTS) (K. Middleton 2 AST),"[1626192, 203114]",1610612749.0,MIL,reverse,,,Connaughton,P. Connaughton,,,,,1.59,Made,8.0,,,,,K. Middleton,203114.0,2.0,,,,,,,,,,,
258,PT05M15.00S,2021-12-29T00:57:34.8Z,2,REGULAR,3pt,Jump Shot,[],1628976,66.44218134034165,35.53921568627451,1610612753,37,56,2021-12-29T00:57:40Z,2550000,-72.0,263.0,1,right,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M12.00S,2021-12-29T00:57:37.8Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612749,37,56,2021-12-29T00:57:40Z,2560000,,,0,,D. DiVincenzo REBOUND (Off:2 Def:1),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,258.0,3.0,1.0,2.0,,,,,,,,,,,,,,
260,PT04M56.00S,2021-12-29T00:57:56.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612749,37,56,2021-12-29T00:58:04Z,2570000,,,0,,F. Wagner personal FOUL (1 PF) (DiVincenzo 2 FT),"[1630532, 1628978]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,1151.0,1.0,0.0,,DiVincenzo,1628978.0,,,,,
262,PT04M56.00S,2021-12-29T00:58:21.2Z,2,REGULAR,freethrow,1 of 2,[],1628978,,,1610612749,37,57,2021-12-29T00:58:21Z,2590000,,,0,,D. DiVincenzo Free Throw 1 of 2 (5 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
263,PT04M56.00S,2021-12-29T00:58:34.8Z,2,REGULAR,freethrow,2 of 2,[],1628978,,,1610612749,37,58,2021-12-29T00:58:34Z,2600000,,,0,,D. DiVincenzo Free Throw 2 of 2 (6 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
264,PT04M45.00S,2021-12-29T00:58:51.5Z,2,REGULAR,foul,offensive,['inpenalty'],201577,,,1610612753,37,58,2021-12-29T00:59:05Z,2610000,,,0,,R. Lopez offensive FOUL (2 PF),"[201577, 202326]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,1151.0,2.0,0.0,,Cousins,202326.0,,,,,
266,PT04M45.00S,2021-12-29T00:58:51.5Z,2,REGULAR,turnover,offensive foul,[],201577,,,1610612753,37,58,2021-12-29T00:58:51Z,2630000,,,0,,R. Lopez offensive foul TURNOVER (2 TO),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,1151.0,,,2.0,,,,,,,
267,PT04M45.00S,2021-12-29T00:58:58.5Z,2,REGULAR,substitution,out,[],1629755,,,1610612749,37,58,2021-12-29T00:59:12Z,2640000,,,0,,SUB out: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M45.00S,2021-12-29T00:58:58.5Z,2,REGULAR,substitution,out,[],1628978,,,1610612749,37,58,2021-12-29T00:59:12Z,2650000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M45.00S,2021-12-29T00:58:58.5Z,2,REGULAR,substitution,in,[],1630181,,,1610612749,37,58,2021-12-29T00:59:12Z,2660000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2021-12-29T00:58:58.5Z,2,REGULAR,substitution,in,[],201588,,,1610612749,37,58,2021-12-29T00:59:12Z,2670000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M31.00S,2021-12-29T00:59:34.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201950,20.45006570302234,92.8921568627451,1610612749,37,58,2021-12-29T01:01:25Z,2680000,-214.0,140.0,1,left,MISS J. Holiday 25' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
272,PT04M28.00S,2021-12-29T00:59:37.4Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,37,58,2021-12-29T00:59:39Z,2690000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,,,,,,,
