actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M06.00S,2021-11-27T00:24:02.0Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,18,17,2021-11-27T00:24:02Z,860000,,,0,,Z. LaVine Free Throw 1 of 2 (4 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
88,PT04M06.00S,2021-11-27T00:24:03.1Z,1,REGULAR,substitution,out,[],1628964,,,1610612741,18,17,2021-11-27T00:24:12Z,870000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M06.00S,2021-11-27T00:24:03.1Z,1,REGULAR,substitution,in,[],1629643,,,1610612741,18,17,2021-11-27T00:24:12Z,880000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M06.00S,2021-11-27T00:24:32.5Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,18,18,2021-11-27T00:24:32Z,890000,,,0,,Z. LaVine Free Throw 2 of 2 (5 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
91,PT03M55.00S,2021-11-27T00:24:45.4Z,1,REGULAR,2pt,Jump Shot,[],1628976,84.44480946123521,9.313725490196079,1610612753,18,18,2021-11-27T00:24:50Z,900000,-203.0,94.0,1,right,MISS W. Carter Jr. 22' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,22.39,Missed,,,,,,,,,,,,,,,,,,
92,PT03M52.00S,2021-11-27T00:24:48.4Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,18,18,2021-11-27T00:24:50Z,910000,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,91.0,,,,,3.0,2.0,1.0,,,,,,,,,,
93,PT03M42.00S,2021-11-27T00:24:58.3Z,1,REGULAR,3pt,Jump Shot,[],203897,5.338370565045992,2.696078431372549,1610612741,18,21,2021-11-27T00:25:03Z,920000,237.0,-2.0,1,left,Z. LaVine 3PT step back (8 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,23.65,Made,,8.0,,,,,,,,,,,,,,,,
97,PT03M23.00S,2021-11-27T00:25:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,90.48948751642575,50.245098039215684,1610612753,20,21,2021-11-27T00:25:23Z,930000,1.0,37.0,1,right,W. Carter Jr. alley-oop Layup (10 PTS) (F. Wagner 2 AST),"[1628976, 1630532]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,3.69,Made,,10.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,
99,PT03M10.00S,2021-11-27T00:25:30.4Z,1,REGULAR,3pt,Jump Shot,[],1627936,30.699737187910642,63.23529411764706,1610612741,20,21,2021-11-27T00:25:35Z,950000,-66.0,236.0,1,left,MISS A. Caruso 24' pullup 3PT,[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
100,PT03M06.00S,2021-11-27T00:25:34.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,21,2021-11-27T00:25:35Z,960000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,99.0,,,,,4.0,4.0,0.0,,,,,,,,,,
101,PT02M53.00S,2021-11-27T00:25:49.1Z,1,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612753,20,21,2021-11-27T00:29:08Z,970000,,,0,,J. Green shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629750, 1628976]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,,,,1628168.0,1.0,0.0,Carter Jr.,1628976.0,,,,,
103,PT02M53.00S,2021-11-27T00:26:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,20,21,2021-11-27T00:26:13Z,990000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M53.00S,2021-11-27T00:28:29.6Z,1,REGULAR,substitution,out,[],203914,,,1610612753,20,21,2021-11-27T00:28:51Z,1000000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M53.00S,2021-11-27T00:28:29.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,20,21,2021-11-27T00:28:51Z,1010000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M53.00S,2021-11-27T00:28:29.6Z,1,REGULAR,substitution,out,[],1629750,,,1610612753,20,21,2021-11-27T00:28:51Z,1020000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M53.00S,2021-11-27T00:28:29.6Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,20,21,2021-11-27T00:28:51Z,1030000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M53.00S,2021-11-27T00:28:29.6Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,20,21,2021-11-27T00:28:51Z,1040000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M53.00S,2021-11-27T00:28:29.6Z,1,REGULAR,substitution,in,[],1630245,,,1610612753,20,21,2021-11-27T00:28:51Z,1050000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M53.00S,2021-11-27T00:29:15.9Z,1,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,21,21,2021-11-27T00:29:15Z,1060000,,,0,,W. Carter Jr. Free Throw 1 of 2 (11 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
112,PT02M53.00S,2021-11-27T00:29:25.5Z,1,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,22,21,2021-11-27T00:29:25Z,1070000,,,0,,W. Carter Jr. Free Throw 2 of 2 (12 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
136,PT02M53.00S,2021-11-27T00:29:29.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,22,21,2021-11-27T00:33:13Z,1075000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M39.00S,2021-11-27T00:29:42.8Z,1,REGULAR,3pt,Jump Shot,[],203897,24.655059132720105,83.57843137254902,1610612741,22,21,2021-11-27T00:29:49Z,1080000,-168.0,179.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,
114,PT02M35.00S,2021-11-27T00:29:46.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,22,21,2021-11-27T00:29:49Z,1090000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,113.0,,,,,5.0,5.0,0.0,,,,,,,,,,
115,PT02M21.00S,2021-11-27T00:30:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629643,79.188567674113,11.76470588235294,1610612753,22,21,2021-11-27T00:30:20Z,1100000,-191.0,143.0,1,right,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,
116,PT02M19.00S,2021-11-27T00:30:03.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,22,21,2021-11-27T00:30:20Z,1110000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,115.0,,,,,2.0,2.0,0.0,,,,,,,,,,
117,PT02M12.00S,2021-11-27T00:30:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,29.122864651773984,17.15686274509804,1610612741,22,21,2021-11-27T00:30:25Z,1120000,164.0,221.0,1,left,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,
118,PT02M12.00S,2021-11-27T00:30:10.4Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,22,21,2021-11-27T00:34:38Z,1130000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,117.0,,,,,1.0,0.0,1.0,,,,,,,,,,
119,PT02M02.00S,2021-11-27T00:30:20.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,6.1268068331143235,2.696078431372549,1610612741,22,21,2021-11-27T00:30:41Z,1140000,237.0,5.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,
120,PT01M59.00S,2021-11-27T00:30:23.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,22,21,2021-11-27T00:30:41Z,1150000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,119.0,,,,,1.0,1.0,0.0,,,,,,,,,,
121,PT01M45.00S,2021-11-27T00:30:37.5Z,1,REGULAR,3pt,Jump Shot,[],203082,75.90341655716163,88.23529411764706,1610612753,22,21,2021-11-27T00:30:45Z,1160000,191.0,174.0,1,right,MISS T. Ross 25' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
122,PT01M42.00S,2021-11-27T00:30:40.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,22,21,2021-11-27T00:30:45Z,1170000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,121.0,,,,,1.0,1.0,0.0,,,,,,,,,,
123,PT01M33.00S,2021-11-27T00:30:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,7.966491458607096,43.872549019607845,1610612741,22,23,2021-11-27T00:30:53Z,1180000,31.0,22.0,1,left,C. White driving Layup (7 PTS),[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,3.79,Made,,7.0,,,,,,,,,,,,,,,,
124,PT01M11.00S,2021-11-27T00:31:10.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,65.39093298291722,58.333333333333336,1610612753,22,23,2021-11-27T00:31:13Z,1190000,42.0,273.0,1,right,MISS W. Carter Jr. 27' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,
125,PT01M09.00S,2021-11-27T00:31:12.1Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,22,23,2021-11-27T00:31:13Z,1200000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,124.0,,,,,1.0,1.0,0.0,,,,,,,,,,
126,PT01M02.00S,2021-11-27T00:31:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,13.87976346911958,55.63725490196079,1610612741,22,25,2021-11-27T00:31:26Z,1210000,-28.0,78.0,1,left,Z. LaVine 8' turnaround fadeaway Jump Shot (10 PTS),[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,8.29,Made,,10.0,,,,,,,,,,,,,,,,
127,PT00M47.50S,2021-11-27T00:31:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,92.06636005256242,52.450980392156865,1610612753,24,25,2021-11-27T00:31:41Z,1220000,12.0,22.0,1,right,T. Ross driving Layup (2 PTS) (J. Suggs 2 AST),"[203082, 1630591]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,2.53,Made,,2.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,
129,PT00M31.10S,2021-11-27T00:31:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,18.084756898817346,54.166666666666664,1610612741,24,25,2021-11-27T00:32:00Z,1240000,-21.0,117.0,1,left,MISS Z. LaVine 11' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,11.93,Missed,,,,,,,,,,,,,,,,,,
130,PT00M27.20S,2021-11-27T00:31:57.9Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,24,25,2021-11-27T00:42:27Z,1250000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,129.0,,,,,1.0,1.0,0.0,,,,,,,,,,
133,PT00M08.00S,2021-11-27T00:32:17.1Z,1,REGULAR,3pt,Jump Shot,[],203082,70.90998685939553,20.34313725490196,1610612753,27,25,2021-11-27T00:32:21Z,1280000,-148.0,221.0,1,right,T. Ross 26' 3PT pullup (5 PTS) (W. Carter Jr. 2 AST),"[203082, 1628976]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,26.61,Made,,5.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,,,
134,PT00M00.80S,2021-11-27T00:32:29.2Z,1,REGULAR,2pt,Jump Shot,[],203897,6.783837056504599,73.77450980392157,1610612741,27,27,2021-11-27T00:32:35Z,1290000,-119.0,11.0,1,left,Z. LaVine 11' step back Jump Shot (12 PTS),[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,11.94,Made,,12.0,,,,,,,,,,,,,,,,
135,PT00M00.00S,2021-11-27T00:32:36.3Z,1,REGULAR,period,end,[],0,,,1610612753,27,27,2021-11-27T00:32:36Z,1300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,out,['startperiod'],1628976,,,1610612753,27,27,2021-11-27T00:35:14Z,1310000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,out,['startperiod'],1627884,,,1610612753,27,27,2021-11-27T00:35:14Z,1320000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612753,27,27,2021-11-27T00:35:14Z,1330000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,out,['startperiod'],1630245,,,1610612753,27,27,2021-11-27T00:35:14Z,1340000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,27,27,2021-11-27T00:35:14Z,1350000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,in,['startperiod'],202696,,,1610612753,27,27,2021-11-27T00:35:14Z,1360000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612753,27,27,2021-11-27T00:35:14Z,1370000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-27T00:34:50.3Z,2,REGULAR,substitution,in,['startperiod'],1628366,,,1610612753,27,27,2021-11-27T00:35:14Z,1380000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-27T00:35:13.2Z,2,REGULAR,period,start,[],0,,,1610612741,27,27,2021-11-27T00:35:15Z,1390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M43.00S,2021-11-27T00:35:32.8Z,2,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612741,27,27,2021-11-27T00:35:58Z,1400000,,,0,,C. Okeke shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629643, 201942]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,1628168.0,1.0,0.0,DeRozan,201942.0,,,,,
149,PT11M43.00S,2021-11-27T00:35:59.7Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,27,28,2021-11-27T00:35:59Z,1420000,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
150,PT11M43.00S,2021-11-27T00:36:15.5Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,27,29,2021-11-27T00:36:15Z,1430000,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
151,PT11M27.00S,2021-11-27T00:36:32.5Z,2,REGULAR,2pt,Jump Shot,[],1628964,74.32654402102497,47.549019607843135,1610612753,27,29,2021-11-27T00:36:38Z,1440000,-12.0,189.0,1,right,MISS M. Bamba 18' Jump Shot,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,18.92,Missed,,,,,,,,,,,,,,,,,,
152,PT11M23.00S,2021-11-27T00:36:36.5Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,27,29,2021-11-27T00:36:38Z,1450000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,151.0,,,,,2.0,2.0,0.0,,,,,,,,,,
153,PT11M11.00S,2021-11-27T00:36:48.4Z,2,REGULAR,turnover,bad pass,[],1629632,,,1610612741,27,29,2021-11-27T00:36:52Z,1460000,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1629643]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,
154,PT11M11.00S,2021-11-27T00:36:48.4Z,2,REGULAR,steal,,[],1629643,,,1610612753,27,29,2021-11-27T00:36:50Z,1470000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M06.00S,2021-11-27T00:36:52.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630181,91.5407358738502,45.83333333333333,1610612753,27,29,2021-11-27T00:37:12Z,1480000,-21.0,27.0,1,right,MISS R. Hampton running finger roll Layup,[1630181],1610612753.0,ORL,running finger roll,,,Hampton,R. Hampton,,,,,3.41,Missed,,,,,,,,,,,,,,,,,,
156,PT11M04.00S,2021-11-27T00:36:54.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,27,29,2021-11-27T00:37:09Z,1490000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,155.0,,,,,2.0,2.0,0.0,,,,,,,,,,
157,PT11M01.00S,2021-11-27T00:37:02.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,27,29,2021-11-27T00:37:02Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M56.00S,2021-11-27T00:37:21.7Z,2,REGULAR,3pt,Jump Shot,[],202696,29.911300919842315,69.36274509803921,1610612741,27,29,2021-11-27T00:37:29Z,1510000,-97.0,229.0,1,left,MISS N. Vucevic 24' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,
159,PT10M51.00S,2021-11-27T00:37:26.7Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,27,29,2021-11-27T00:37:29Z,1520000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,158.0,,,,,2.0,2.0,0.0,,,,,,,,,,
160,PT10M44.00S,2021-11-27T00:37:32.9Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,27,29,2021-11-27T00:37:42Z,1530000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1628366]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,1.0,Ball,1628366.0,,
161,PT10M44.00S,2021-11-27T00:37:32.9Z,2,REGULAR,steal,,[],1628366,,,1610612741,27,29,2021-11-27T00:37:34Z,1540000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M40.00S,2021-11-27T00:37:38.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,7.440867279894875,43.872549019607845,1610612741,27,31,2021-11-27T00:37:47Z,1550000,31.0,17.0,1,left,C. White running Layup (9 PTS) (L. Ball 2 AST),"[1629632, 1628366]",1610612741.0,CHI,running,,,White,C. White,,,,,3.52,Made,,9.0,L. Ball,1628366.0,2.0,,,,,,,,,,,,,
164,PT10M40.00S,2021-11-27T00:37:44.3Z,2,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612741,27,31,2021-11-27T00:38:07Z,1570000,,,0,,C. Okeke shooting personal FOUL (2 PF) (White 1 FT),"[1629643, 1629632]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,2715.0,2.0,0.0,White,1629632.0,,,,,
166,PT10M40.00S,2021-11-27T00:38:08.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629632,,,1610612741,27,31,2021-11-27T00:38:08Z,1590000,,,0,,MISS C. White Free Throw 1 of 1,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT10M35.00S,2021-11-27T00:38:10.1Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,27,31,2021-11-27T00:38:10Z,1600000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,166.0,,,,,2.0,2.0,0.0,,,,,,,,,,
168,PT10M26.00S,2021-11-27T00:38:19.4Z,2,REGULAR,3pt,Jump Shot,[],1628964,73.53810775295663,12.990196078431374,1610612753,27,31,2021-11-27T00:38:24Z,1610000,-185.0,196.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,
169,PT10M24.00S,2021-11-27T00:38:21.4Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,27,31,2021-11-27T00:38:24Z,1620000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,168.0,,,,,1.0,1.0,0.0,,,,,,,,,,
170,PT10M15.00S,2021-11-27T00:38:31.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,8.360709592641262,64.95098039215686,1610612741,27,33,2021-11-27T00:38:43Z,1630000,-75.0,26.0,1,left,A. Caruso 7' driving floating bank Jump Shot (2 PTS) (L. Ball 3 AST),"[1627936, 1628366]",1610612741.0,CHI,driving floating bank,,,Caruso,A. Caruso,,,,,7.92,Made,,2.0,L. Ball,1628366.0,3.0,,,,,,,,,,,,,
172,PT10M14.00S,2021-11-27T00:39:04.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,27,33,2021-11-27T00:39:04Z,1650000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M53.00S,2021-11-27T00:41:46.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,91.93495400788436,55.14705882352941,1610612753,27,33,2021-11-27T00:42:00Z,1660000,26.0,23.0,1,right,MISS M. Bamba Layup - blocked,"[1628964, 202696]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,3.47,Missed,,,,,,,,,,,,,,,,,Vucevic,202696.0
174,PT09M53.00S,2021-11-27T00:41:46.7Z,2,REGULAR,block,,[],202696,,,1610612753,27,33,2021-11-27T00:41:48Z,1670000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M50.00S,2021-11-27T00:41:49.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,27,33,2021-11-27T00:42:00Z,1680000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,173.0,,,,,3.0,3.0,0.0,,,,,,,,,,
176,PT09M46.00S,2021-11-27T00:41:56.7Z,2,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612741,27,33,2021-11-27T00:42:18Z,1690000,,,0,,J. Suggs shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630591, 201942]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,1628168.0,1.0,0.0,DeRozan,201942.0,,,,,
178,PT09M46.00S,2021-11-27T00:42:20.8Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,27,34,2021-11-27T00:42:20Z,1710000,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
