actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
178,PT10M38.00S,2021-11-07T23:38:17.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630591,89.17542706964521,67.40196078431373,1610612753,32,19,2021-11-07T23:38:26Z,1770000,87.0,49.0,1,right,J. Suggs 10' driving bank Jump Shot (6 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,driving bank,,,Suggs,J. Suggs,,,,,10.0,Made,6.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
180,PT10M28.00S,2021-11-07T23:38:27.0Z,2,REGULAR,3pt,Jump Shot,[],1629672,21.76412614980289,6.127450980392156,1610612762,32,19,2021-11-07T23:38:32Z,1790000,219.0,152.0,1,left,MISS E. Paschall 26' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,
181,PT10M25.00S,2021-11-07T23:38:30.0Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,32,19,2021-11-07T23:38:32Z,1800000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,,,
182,PT10M21.00S,2021-11-07T23:38:34.7Z,2,REGULAR,turnover,bad pass,[],1630181,,,1610612753,32,19,2021-11-07T23:38:43Z,1810000,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 1630235]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,1.0,Forrest,1630235.0
183,PT10M21.00S,2021-11-07T23:38:34.7Z,2,REGULAR,steal,,[],1630235,,,1610612762,32,19,2021-11-07T23:38:38Z,1820000,,,0,,T. Forrest STEAL (1 STL),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M07.00S,2021-11-07T23:38:48.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],204060,30.831143232588698,20.34313725490196,1610612762,32,22,2021-11-07T23:38:54Z,1830000,148.0,237.0,1,left,J. Ingles 27' 3PT  (3 PTS) (J. Clarkson 1 AST),"[204060, 203903]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,27.98,Made,3.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
186,PT09M51.00S,2021-11-07T23:39:04.8Z,2,REGULAR,2pt,Jump Shot,[],1630591,79.45137976346912,30.637254901960787,1610612753,32,22,2021-11-07T23:39:11Z,1850000,-97.0,141.0,1,right,MISS J. Suggs 17' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,17.08,Missed,,,,,,,,,,,,,,,,,,
187,PT09M47.00S,2021-11-07T23:39:08.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,32,22,2021-11-07T23:39:11Z,1860000,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,186.0,5.0,2.0,3.0,,,,,,,
188,PT09M37.00S,2021-11-07T23:39:20.2Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612762,32,22,2021-11-07T23:39:33Z,1870000,,,0,,M. Bamba shooting personal FOUL (2 PF) (Paschall 2 FT),"[1628964, 1629672]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,2004.0,,,,,,,2.0,0.0,Paschall,1629672.0,,,
190,PT09M37.00S,2021-11-07T23:39:50.8Z,2,REGULAR,freethrow,1 of 2,[],1629672,,,1610612762,32,23,2021-11-07T23:39:50Z,1890000,,,0,,E. Paschall Free Throw 1 of 2 (3 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
191,PT09M37.00S,2021-11-07T23:39:53.0Z,2,REGULAR,substitution,out,[],1630591,,,1610612762,32,23,2021-11-07T23:40:02Z,1900000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M37.00S,2021-11-07T23:39:53.0Z,2,REGULAR,substitution,in,[],1630175,,,1610612762,32,23,2021-11-07T23:40:02Z,1910000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M37.00S,2021-11-07T23:40:10.6Z,2,REGULAR,freethrow,2 of 2,[],1629672,,,1610612762,32,24,2021-11-07T23:40:10Z,1920000,,,0,,E. Paschall Free Throw 2 of 2 (4 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
194,PT09M14.00S,2021-11-07T23:40:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.14651773981603,41.17647058823529,1610612753,34,24,2021-11-07T23:40:47Z,1930000,-44.0,31.0,1,right,F. Wagner driving Layup (6 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,5.37,Made,6.0,,,,,,,,,,,,,,,,,
195,PT08M54.00S,2021-11-07T23:41:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,7.30946123521682,57.107843137254896,1610612762,34,24,2021-11-07T23:41:07Z,1940000,-36.0,16.0,1,left,MISS R. Gobert driving Layup,[203497],1610612762.0,UTA,driving,,,Gobert,R. Gobert,,,,,3.9,Missed,,,,,,,,,,,,,,,,,,
196,PT08M49.00S,2021-11-07T23:41:06.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,34,24,2021-11-07T23:41:07Z,1950000,,,0,,M. Bamba REBOUND (Off:2 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,195.0,5.0,3.0,2.0,,,,,,,
197,PT08M46.00S,2021-11-07T23:41:09.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,86.67871222076215,95.83333333333334,1610612753,34,24,2021-11-07T23:41:17Z,1960000,229.0,73.0,1,right,MISS F. Wagner 24' running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,
198,PT08M44.00S,2021-11-07T23:41:11.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,34,24,2021-11-07T23:41:17Z,1970000,,,0,,R. Gobert REBOUND (Off:3 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,197.0,6.0,3.0,3.0,,,,,,,
199,PT08M32.00S,2021-11-07T23:41:25.9Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612762,34,24,2021-11-07T23:41:42Z,1980000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Forrest 2 FT),"[1630175, 1630235]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,202056.0,,,,,,,1.0,0.0,Forrest,1630235.0,,,
201,PT08M32.00S,2021-11-07T23:41:54.5Z,2,REGULAR,freethrow,1 of 2,[],1630235,,,1610612762,34,25,2021-11-07T23:41:54Z,2000000,,,0,,T. Forrest Free Throw 1 of 2 (1 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
202,PT08M32.00S,2021-11-07T23:42:10.1Z,2,REGULAR,freethrow,2 of 2,[],1630235,,,1610612762,34,26,2021-11-07T23:42:10Z,2010000,,,0,,T. Forrest Free Throw 2 of 2 (2 PTS),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
203,PT08M14.00S,2021-11-07T23:42:30.2Z,2,REGULAR,2pt,Layup,[],203914,92.85479632063075,68.87254901960785,1610612753,34,26,2021-11-07T23:42:40Z,2020000,94.0,15.0,1,right,MISS G. Harris 9' Layup - blocked,"[203914, 203903]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,9.55,Missed,,,,,,Clarkson,203903.0,,,,,,,,,,,
204,PT08M14.00S,2021-11-07T23:42:30.2Z,2,REGULAR,block,,[],203903,,,1610612753,34,26,2021-11-07T23:42:33Z,2030000,,,0,,J. Clarkson BLOCK (1 BLK),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M10.00S,2021-11-07T23:42:34.2Z,2,REGULAR,rebound,offensive,[],203914,,,1610612753,34,26,2021-11-07T23:42:40Z,2040000,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,203.0,1.0,0.0,1.0,,,,,,,
206,PT08M07.00S,2021-11-07T23:42:37.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,71.04139290407359,18.137254901960784,1610612753,34,26,2021-11-07T23:42:43Z,2050000,-159.0,220.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,
207,PT08M05.00S,2021-11-07T23:42:39.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,34,26,2021-11-07T23:42:43Z,2060000,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,206.0,7.0,4.0,3.0,,,,,,,
208,PT08M01.00S,2021-11-07T23:42:46.8Z,2,REGULAR,foul,personal,[],203914,,,1610612762,34,26,2021-11-07T23:42:56Z,2070000,,,0,,G. Harris personal FOUL (1 PF),"[203914, 203903]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Clarkson,203903.0,,,
210,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,out,[],203914,,,1610612762,34,26,2021-11-07T23:43:16Z,2090000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,out,[],1629672,,,1610612762,34,26,2021-11-07T23:43:16Z,2100000,,,0,,SUB out: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,out,[],204060,,,1610612762,34,26,2021-11-07T23:43:16Z,2110000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,out,[],1630235,,,1610612762,34,26,2021-11-07T23:43:16Z,2120000,,,0,,SUB out: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,out,[],203497,,,1610612762,34,26,2021-11-07T23:43:16Z,2130000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,in,[],203082,,,1610612762,34,26,2021-11-07T23:43:16Z,2140000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,in,[],1626220,,,1610612762,34,26,2021-11-07T23:43:16Z,2150000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,in,[],202355,,,1610612762,34,26,2021-11-07T23:43:16Z,2160000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,in,[],1628378,,,1610612762,34,26,2021-11-07T23:43:16Z,2170000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M01.00S,2021-11-07T23:42:55.8Z,2,REGULAR,substitution,in,[],202711,,,1610612762,34,26,2021-11-07T23:43:16Z,2180000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M56.00S,2021-11-07T23:43:25.8Z,2,REGULAR,foul,offensive,[],202355,,,1610612762,34,26,2021-11-07T23:43:42Z,2190000,,,0,,H. Whiteside off-the-ball offensive FOUL (1 PF),"[202355, 1630181]",1610612762.0,UTA,off-the-ball,,,Whiteside,H. Whiteside,,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Hampton,1630181.0,,,
222,PT07M56.00S,2021-11-07T23:43:25.8Z,2,REGULAR,turnover,offensive foul,[],202355,,,1610612762,34,26,2021-11-07T23:43:25Z,2210000,,,0,,H. Whiteside offensive foul TURNOVER (2 TO),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,202037.0,,,,,,,,,,,2.0,,
223,PT07M48.00S,2021-11-07T23:43:52.1Z,2,REGULAR,foul,personal,['2freethrow'],202355,,,1610612753,34,26,2021-11-07T23:44:00Z,2220000,,,0,,H. Whiteside shooting personal FOUL (2 PF) (Wagner 2 FT),"[202355, 1630532]",1610612762.0,UTA,shooting,,,Whiteside,H. Whiteside,,,,,,,,,,,202037.0,,,,,,,2.0,0.0,Wagner,1630532.0,,,
225,PT07M48.00S,2021-11-07T23:44:18.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630532,,,1610612753,35,26,2021-11-07T23:44:18Z,2240000,,,0,,F. Wagner Free Throw 1 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
226,PT07M48.00S,2021-11-07T23:44:36.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630532,,,1610612753,36,26,2021-11-07T23:44:36Z,2250000,,,0,,F. Wagner Free Throw 2 of 2 (8 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
227,PT07M41.00S,2021-11-07T23:44:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,10.33180026281209,59.31372549019608,1610612762,36,26,2021-11-07T23:45:25Z,2260000,-47.0,45.0,1,left,MISS D. Mitchell 6' driving Layup - blocked,"[1628378, 1630181]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,6.45,Missed,,,,,,Hampton,1630181.0,,,,,,,,,,,
228,PT07M41.00S,2021-11-07T23:44:45.8Z,2,REGULAR,block,,[],1630181,,,1610612762,36,26,2021-11-07T23:44:51Z,2270000,,,0,,R. Hampton BLOCK (1 BLK),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M39.00S,2021-11-07T23:44:47.8Z,2,REGULAR,rebound,offensive,[],1628378,,,1610612762,36,26,2021-11-07T23:44:53Z,2280000,,,0,,D. Mitchell REBOUND (Off:2 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,227.0,3.0,1.0,2.0,,,,,,,
230,PT07M39.00S,2021-11-07T23:44:56.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,9.674770039421814,43.872549019607845,1610612762,36,28,2021-11-07T23:45:34Z,2290000,31.0,38.0,1,left,H. Whiteside Layup (2 PTS) (D. Mitchell 3 AST),"[202355, 1628378]",1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,4.91,Made,2.0,D. Mitchell,1628378.0,3.0,,,,,,,,,,,,,,
231,PT07M39.00S,2021-11-07T23:45:02.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628964,,,1610612762,36,28,2021-11-07T23:48:50Z,2300000,,,0,,M. Bamba shooting personal FOUL (3 PF) (Whiteside 1 FT),"[1628964, 202355]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,202037.0,,,,,,,3.0,0.0,Whiteside,202355.0,,,
233,PT07M39.00S,2021-11-07T23:45:20.4Z,2,REGULAR,substitution,out,[],1628964,,,1610612762,36,28,2021-11-07T23:45:56Z,2320000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M39.00S,2021-11-07T23:45:20.4Z,2,REGULAR,substitution,in,[],1628976,,,1610612762,36,28,2021-11-07T23:45:56Z,2330000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M39.00S,2021-11-07T23:45:28.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],202355,,,1610612762,36,29,2021-11-07T23:45:28Z,2340000,,,0,,H. Whiteside Free Throw 1 of 1 (3 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
237,PT07M28.00S,2021-11-07T23:45:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,86.02168199737189,45.09803921568628,1610612753,38,29,2021-11-07T23:45:45Z,2350000,-25.0,79.0,1,right,C. Anthony 8' driving Layup (7 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,8.26,Made,7.0,,,,,,,,,,,,,,,,,
238,PT07M14.00S,2021-11-07T23:45:52.9Z,2,REGULAR,3pt,Jump Shot,[],202711,9.280551905387648,2.2058823529411766,1610612762,38,29,2021-11-07T23:45:58Z,2360000,239.0,35.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,
239,PT07M10.00S,2021-11-07T23:45:56.6Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,38,29,2021-11-07T23:45:56Z,2370000,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,238.0,2.0,1.0,1.0,,,,,,,
240,PT07M04.00S,2021-11-07T23:46:02.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630181,92.59198423127464,58.57843137254902,1610612753,38,29,2021-11-07T23:46:32Z,2380000,43.0,17.0,1,right,MISS R. Hampton running Layup,[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,4.62,Missed,,,,,,,,,,,,,,,,,,
241,PT07M02.00S,2021-11-07T23:46:04.8Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,38,29,2021-11-07T23:46:14Z,2390000,,,0,,H. Whiteside REBOUND (Off:1 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,240.0,3.0,2.0,1.0,,,,,,,
242,PT06M57.00S,2021-11-07T23:46:10.6Z,2,REGULAR,3pt,Jump Shot,[],203903,33.590670170827856,45.09803921568628,1610612762,38,29,2021-11-07T23:46:21Z,2400000,25.0,263.0,1,left,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
243,PT06M52.00S,2021-11-07T23:46:15.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,38,29,2021-11-07T23:46:21Z,2410000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,242.0,5.0,5.0,0.0,,,,,,,
244,PT06M32.00S,2021-11-07T23:46:34.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,89.17542706964521,43.627450980392155,1610612753,38,29,2021-11-07T23:46:41Z,2420000,-32.0,49.0,1,right,MISS W. Carter Jr. DUNK,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,
245,PT06M27.00S,2021-11-07T23:46:39.6Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612762,38,29,2021-11-07T23:46:41Z,2430000,,,0,,D. Mitchell REBOUND (Off:2 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,244.0,4.0,2.0,2.0,,,,,,,
246,PT06M24.00S,2021-11-07T23:46:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,7.5722733245729295,56.61764705882353,1610612762,38,29,2021-11-07T23:46:53Z,2440000,-33.0,19.0,1,left,MISS D. Mitchell running Layup,[1628378],1610612762.0,UTA,running,,,Mitchell,D. Mitchell,,,,,3.8,Missed,,,,,,,,,,,,,,,,,,
247,PT06M23.00S,2021-11-07T23:46:44.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,38,29,2021-11-07T23:46:53Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,
248,PT06M23.00S,2021-11-07T23:46:49.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,38,29,2021-11-07T23:46:49Z,2460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M23.00S,2021-11-07T23:47:07.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612762,38,29,2021-11-07T23:47:07Z,2470000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M15.00S,2021-11-07T23:49:56.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628378,8.09789750328515,26.225490196078432,1610612762,38,29,2021-11-07T23:50:03Z,2480000,119.0,24.0,1,left,MISS D. Mitchell 12' turnaround fadeaway Shot,[1628378],1610612762.0,UTA,turnaround fadeaway,,,Mitchell,D. Mitchell,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,
251,PT06M13.00S,2021-11-07T23:49:58.4Z,2,REGULAR,rebound,offensive,[],202711,,,1610612762,38,29,2021-11-08T00:09:36Z,2490000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,250.0,1.0,0.0,1.0,,,,,,,
252,PT06M10.00S,2021-11-07T23:50:03.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202355,7.5722733245729295,57.107843137254896,1610612762,38,29,2021-11-08T00:10:01Z,2500000,-36.0,19.0,1,left,MISS H. Whiteside Hook,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,4.01,Missed,,,,,,,,,,,,,,,,,,
253,PT06M08.00S,2021-11-07T23:50:05.0Z,2,REGULAR,rebound,offensive,[],202711,,,1610612762,38,29,2021-11-08T00:10:01Z,2510000,,,0,,B. Bogdanovic REBOUND (Off:2 Def:0),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,252.0,2.0,0.0,2.0,,,,,,,
254,PT06M07.00S,2021-11-07T23:50:09.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202711,5.590000152587891,50.0,1610612762,38,29,2021-11-08T00:10:21Z,2520000,0.0,0.0,1,left,MISS B. Bogdanovic putback Layup,[202711],1610612762.0,UTA,putback,,,Bogdanovic,B. Bogdanovic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
255,PT06M06.00S,2021-11-07T23:50:10.3Z,2,REGULAR,rebound,offensive,[],202355,,,1610612762,38,29,2021-11-08T00:10:21Z,2530000,,,0,,H. Whiteside REBOUND (Off:2 Def:2),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,254.0,4.0,2.0,2.0,,,,,,,
301,PT06M06.00S,2021-11-07T23:50:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,7.30946123521682,51.225490196078425,1610612762,38,29,2021-11-08T00:10:40Z,2535000,-6.0,16.0,1,left,MISS H. Whiteside tip Layup,[202355],1610612762.0,UTA,tip,,,Whiteside,H. Whiteside,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,
302,PT06M05.00S,2021-11-07T23:50:15.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,38,29,2021-11-08T00:10:40Z,2537500,,,0,,W. Carter Jr. REBOUND (Off:0 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,301.0,6.0,6.0,0.0,,,,,,,
256,PT05M51.00S,2021-11-07T23:50:20.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,87.59855453350855,52.94117647058824,1610612753,38,29,2021-11-07T23:50:24Z,2540000,15.0,64.0,1,right,MISS W. Carter Jr. 6' turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,6.58,Missed,,,,,,,,,,,,,,,,,,
257,PT05M48.00S,2021-11-07T23:50:22.9Z,2,REGULAR,rebound,defensive,[],202355,,,1610612762,38,29,2021-11-07T23:50:22Z,2550000,,,0,,H. Whiteside REBOUND (Off:2 Def:3),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,256.0,5.0,3.0,2.0,,,,,,,
258,PT05M35.00S,2021-11-07T23:50:35.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,8.623521681997373,58.08823529411765,1610612762,38,31,2021-11-07T23:50:46Z,2560000,-40.0,29.0,1,left,H. Whiteside DUNK (5 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,4.95,Made,5.0,,,,,,,,,,,,,,,,,
259,PT05M19.00S,2021-11-07T23:50:51.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203082,90.88370565045992,45.34313725490196,1610612753,38,31,2021-11-07T23:51:02Z,2570000,-23.0,33.0,1,right,MISS T. Ross cutting DUNK - blocked,"[203082, 202355]",1610612753.0,ORL,cutting,,,Ross,T. Ross,,,,,4.06,Missed,,,,,,Whiteside,202355.0,,,,,,,,,,,
