actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
181,PT10M04.00S,2022-03-01T00:39:34.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630537,93.38042049934296,55.63725490196079,1610612754,33,36,2022-03-01T00:41:13Z,1760000,28.0,10.0,1,right,C. Duarte running Layup (7 PTS),[1630537],1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,2.98,Made,7.0,,,,,,,,,,,,,,,,,,
182,PT09M43.00S,2022-03-01T00:39:56.1Z,2,REGULAR,3pt,Jump Shot,[],203914,31.750985545335087,31.372549019607842,1610612753,33,36,2022-03-01T00:40:00Z,1770000,93.0,246.0,1,left,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M40.00S,2022-03-01T00:39:59.1Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,33,36,2022-03-01T00:40:00Z,1780000,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,182.0,3.0,2.0,1.0,,,,,,
184,PT09M35.00S,2022-03-01T00:40:04.0Z,2,REGULAR,3pt,Jump Shot,[],1630169,68.28186596583443,74.75490196078431,1610612754,33,36,2022-03-01T00:43:45Z,1790000,124.0,246.0,1,right,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M33.00S,2022-03-01T00:40:06.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,33,36,2022-03-01T00:40:13Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,
186,PT09M33.00S,2022-03-01T00:40:09.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,33,36,2022-03-01T00:40:09Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M30.00S,2022-03-01T00:40:27.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630537,92.06636005256242,1.715686274509804,1610612754,33,36,2022-03-01T00:40:33Z,1820000,-241.0,22.0,1,right,MISS C. Duarte 24' 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,,
188,PT09M25.00S,2022-03-01T00:40:32.6Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,33,36,2022-03-01T00:40:33Z,1830000,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,187.0,4.0,3.0,1.0,,,,,,
189,PT09M15.00S,2022-03-01T00:40:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,10.33180026281209,50.245098039215684,1610612753,33,36,2022-03-01T00:40:48Z,1840000,-1.0,45.0,1,left,MISS T. Ross driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,4.46,Missed,,,,,,,,,,,,,,,,,,,
190,PT09M12.00S,2022-03-01T00:40:45.7Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,33,36,2022-03-01T00:40:48Z,1850000,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,189.0,3.0,3.0,0.0,,,,,,
191,PT09M07.00S,2022-03-01T00:40:50.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630188,68.41327201051249,72.54901960784314,1610612754,33,39,2022-03-01T00:40:56Z,1860000,113.0,244.0,1,right,J. Smith 26' 3PT running (11 PTS) (T. Haliburton 5 AST),"[1630188, 1630169]",1610612754.0,IND,running,,,Smith,J. Smith,,,,,26.91,Made,11.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,,
193,PT08M47.00S,2022-03-01T00:41:10.0Z,2,REGULAR,3pt,Jump Shot,[],203082,20.318659658344284,7.107843137254902,1610612753,33,39,2022-03-01T00:41:20Z,1880000,214.0,138.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
194,PT08M47.00S,2022-03-01T00:41:10.0Z,2,REGULAR,rebound,offensive,[],203082,,,1610612753,33,39,2022-03-01T00:41:20Z,1890000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,193.0,2.0,1.0,1.0,,,,,,
195,PT08M40.00S,2022-03-01T00:41:17.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628365,6.389618922470433,44.6078431372549,1610612753,35,39,2022-03-01T00:45:59Z,1900000,27.0,8.0,1,left,M. Fultz driving reverse Layup (4 PTS) (T. Ross 1 AST),"[1628365, 203082]",1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,2.8,Made,4.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,,
197,PT08M31.00S,2022-03-01T00:41:25.9Z,2,REGULAR,turnover,bad pass,[],1630678,,,1610612754,35,39,2022-03-01T00:41:31Z,1920000,,,0,,T. Taylor bad pass TURNOVER (1 TO),"[1630678, 203082]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,1.0,Ross,203082.0,
198,PT08M31.00S,2022-03-01T00:41:25.9Z,2,REGULAR,steal,,[],203082,,,1610612753,35,39,2022-03-01T00:41:28Z,1930000,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M07.00S,2022-03-01T00:41:49.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628964,12.040078843626807,46.568627450980394,1610612753,35,39,2022-03-01T00:41:56Z,1940000,17.0,61.0,1,left,MISS M. Bamba 6' driving Hook,[1628964],1610612753.0,ORL,driving,,,Bamba,M. Bamba,,,,,6.31,Missed,,,,,,,,,,,,,,,,,,,
200,PT08M07.00S,2022-03-01T00:41:49.4Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,35,39,2022-03-01T00:41:56Z,1950000,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,199.0,4.0,3.0,1.0,,,,,,
201,PT08M07.00S,2022-03-01T00:42:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,35,39,2022-03-01T00:42:00Z,1960000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,out,[],203914,,,1610612754,35,39,2022-03-01T00:44:36Z,1970000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,out,[],1628365,,,1610612754,35,39,2022-03-01T00:44:36Z,1980000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,out,[],1630169,,,1610612754,35,39,2022-03-01T00:44:36Z,1990000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,35,39,2022-03-01T00:44:36Z,2000000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,in,[],1630181,,,1610612754,35,39,2022-03-01T00:44:36Z,2010000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,in,[],1630591,,,1610612754,35,39,2022-03-01T00:44:36Z,2020000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,in,[],1629052,,,1610612754,35,39,2022-03-01T00:44:36Z,2030000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M07.00S,2022-03-01T00:44:15.6Z,2,REGULAR,substitution,in,[],1627741,,,1610612754,35,39,2022-03-01T00:44:36Z,2040000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M49.00S,2022-03-01T00:45:11.4Z,2,REGULAR,3pt,Jump Shot,[],1630613,73.53810775295663,86.51960784313727,1610612754,35,39,2022-03-01T00:45:15Z,2050000,183.0,196.0,1,right,MISS D. Washington Jr. 26' pullup 3PT,[1630613],1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M46.00S,2022-03-01T00:45:14.1Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,35,39,2022-03-01T00:45:14Z,2060000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,210.0,1.0,1.0,0.0,,,,,,
212,PT07M41.00S,2022-03-01T00:45:19.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630181,26.10052562417871,80.14705882352942,1610612753,38,39,2022-03-01T00:45:27Z,2070000,-151.0,193.0,1,left,R. Hampton 24' 3PT running (3 PTS) (C. Okeke 1 AST),"[1630181, 1629643]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,24.47,Made,3.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,,
214,PT07M28.00S,2022-03-01T00:45:35.2Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612754,38,39,2022-03-01T00:45:44Z,2090000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Smith 2 FT),"[1628964, 1630188]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,1627541.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,
216,PT07M28.00S,2022-03-01T00:45:58.8Z,2,REGULAR,freethrow,1 of 2,[],1630188,,,1610612754,38,40,2022-03-01T00:45:58Z,2110000,,,0,,J. Smith Free Throw 1 of 2 (12 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
217,PT07M28.00S,2022-03-01T00:46:14.7Z,2,REGULAR,freethrow,2 of 2,[],1630188,,,1610612754,38,41,2022-03-01T00:46:14Z,2120000,,,0,,J. Smith Free Throw 2 of 2 (13 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
218,PT07M17.00S,2022-03-01T00:46:27.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,10.068988173455978,42.40196078431372,1610612753,38,41,2022-03-01T00:46:34Z,2130000,38.0,42.0,1,left,MISS C. Okeke driving floating Shot,[1629643],1610612753.0,ORL,driving floating,,,Okeke,C. Okeke,,,,,5.67,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M15.00S,2022-03-01T00:46:29.7Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,38,41,2022-03-01T00:46:34Z,2140000,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,
220,PT06M58.00S,2022-03-01T00:46:46.0Z,2,REGULAR,3pt,Jump Shot,[],1627741,68.41327201051249,72.54901960784314,1610612754,38,44,2022-03-01T00:50:29Z,2150000,113.0,244.0,1,right,B. Hield 26' 3PT pullup (3 PTS) (T. Taylor 1 AST),"[1627741, 1630678]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,26.91,Made,3.0,T. Taylor,1630678.0,1.0,,,,,,,,,,,,,,,
222,PT06M53.00S,2022-03-01T00:46:53.9Z,2,REGULAR,turnover,traveling,[],1630181,,,1610612753,38,44,2022-03-01T00:46:59Z,2170000,,,0,,R. Hampton traveling TURNOVER (1 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,1830.0,,,,,,,,,,,1.0,,,
223,PT06M29.00S,2022-03-01T00:47:31.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630613,62.23718791064389,41.911764705882355,1610612754,38,47,2022-03-01T00:51:35Z,2180000,-40.0,302.0,1,right,D. Washington Jr. 30' 3PT pullup (3 PTS) (T. Taylor 2 AST),"[1630613, 1630678]",1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,30.52,Made,3.0,T. Taylor,1630678.0,2.0,,,,,,,,,,,,,,,
224,PT06M11.00S,2022-03-01T00:47:49.3Z,2,REGULAR,3pt,Jump Shot,[],1629643,18.74178712220762,92.40196078431373,1610612753,38,47,2022-03-01T00:47:52Z,2190000,-212.0,124.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,,
225,PT06M08.00S,2022-03-01T00:47:52.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,38,47,2022-03-01T00:47:52Z,2200000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,224.0,5.0,4.0,1.0,,,,,,
226,PT06M01.00S,2022-03-01T00:48:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,92.19776609724047,44.11764705882353,1610612754,38,49,2022-03-01T00:52:36Z,2210000,-29.0,21.0,1,right,T. Taylor cutting finger roll Layup (2 PTS) (B. Hield 3 AST),"[1630678, 1627741]",1610612754.0,IND,cutting finger roll,,,Taylor,T. Taylor,,,,,3.6,Made,2.0,B. Hield,1627741.0,3.0,,,,,,,,,,,,,,,
228,PT06M01.00S,2022-03-01T00:48:06.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,38,49,2022-03-01T00:48:06Z,2230000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M01.00S,2022-03-01T00:50:31.9Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,38,49,2022-03-01T00:50:49Z,2240000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M01.00S,2022-03-01T00:50:31.9Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,38,49,2022-03-01T00:50:49Z,2250000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M01.00S,2022-03-01T00:50:31.9Z,2,REGULAR,substitution,out,[],203082,,,1610612753,38,49,2022-03-01T00:50:49Z,2260000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M01.00S,2022-03-01T00:50:31.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,38,49,2022-03-01T00:50:49Z,2270000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M01.00S,2022-03-01T00:50:31.9Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,38,49,2022-03-01T00:50:49Z,2280000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M01.00S,2022-03-01T00:50:31.9Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,38,49,2022-03-01T00:50:49Z,2290000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M44.00S,2022-03-01T00:51:20.9Z,2,REGULAR,foul,personal,[],1630613,,,1610612753,38,49,2022-03-01T00:51:28Z,2300000,,,0,,D. Washington Jr. personal FOUL (2 PF),"[1630613, 1630532]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,1198.0,2.0,0.0,Wagner,1630532.0,,,,,,,,,,
237,PT05M44.00S,2022-03-01T00:51:32.3Z,2,REGULAR,substitution,out,[],1630613,,,1610612753,38,49,2022-03-01T00:51:35Z,2320000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M44.00S,2022-03-01T00:51:32.3Z,2,REGULAR,substitution,in,[],1630169,,,1610612753,38,49,2022-03-01T00:51:35Z,2330000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M34.00S,2022-03-01T00:51:56.5Z,2,REGULAR,3pt,Jump Shot,[],1630181,30.305519053876477,34.80392156862745,1610612753,41,49,2022-03-01T00:52:06Z,2340000,76.0,232.0,1,left,R. Hampton 24' 3PT  (6 PTS) (F. Wagner 2 AST),"[1630181, 1630532]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,24.45,Made,6.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,,
241,PT05M14.00S,2022-03-01T00:52:16.0Z,2,REGULAR,3pt,Jump Shot,[],1630188,87.07293035479631,94.6078431372549,1610612754,41,49,2022-03-01T00:52:21Z,2360000,223.0,69.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M11.00S,2022-03-01T00:52:19.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,41,49,2022-03-01T00:52:21Z,2370000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,241.0,5.0,4.0,1.0,,,,,,
243,PT05M03.00S,2022-03-01T00:52:27.3Z,2,REGULAR,3pt,Jump Shot,[],1630175,31.09395532194481,73.52941176470588,1610612753,41,49,2022-03-01T00:52:34Z,2380000,-118.0,240.0,1,left,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
244,PT05M00.00S,2022-03-01T00:52:30.3Z,2,REGULAR,rebound,defensive,[],1630678,,,1610612754,41,49,2022-03-01T00:52:34Z,2390000,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,243.0,1.0,1.0,0.0,,,,,,
245,PT04M58.00S,2022-03-01T00:52:34.4Z,2,REGULAR,foul,personal,[],1630175,,,1610612754,41,49,2022-03-01T00:52:50Z,2400000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1630188]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,1198.0,2.0,0.0,Smith,1630188.0,,,,,,,,,,
248,PT04M53.00S,2022-03-01T00:53:02.3Z,2,REGULAR,3pt,Jump Shot,[],1627741,80.50262812089356,5.392156862745098,1610612754,41,49,2022-03-01T00:53:08Z,2420000,-223.0,131.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
249,PT04M51.00S,2022-03-01T00:53:04.3Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,41,49,2022-03-01T00:53:08Z,2430000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,248.0,2.0,2.0,0.0,,,,,,
250,PT04M38.00S,2022-03-01T00:53:17.8Z,2,REGULAR,3pt,Jump Shot,[],1630532,19.793035479632064,6.372549019607843,1610612753,41,49,2022-03-01T00:53:23Z,2440000,218.0,134.0,1,left,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M37.00S,2022-03-01T00:53:18.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,41,49,2022-03-01T00:53:23Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,
252,PT04M37.00S,2022-03-01T00:53:23.7Z,2,REGULAR,foul,personal,[],1630678,,,1610612753,41,49,2022-03-01T00:55:14Z,2460000,,,0,,T. Taylor loose ball personal FOUL (1 PF),"[1630678, 1628976]",1610612754.0,IND,loose ball,,,Taylor,T. Taylor,,,,,,,,,,,1830.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
254,PT04M29.00S,2022-03-01T00:53:48.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,10.5946123521682,51.71568627450981,1610612753,43,49,2022-03-01T00:53:53Z,2480000,-9.0,47.0,1,left,W. Carter Jr. cutting DUNK (5 PTS) (J. Suggs 2 AST),"[1628976, 1630591]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,4.79,Made,5.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,,,
256,PT04M14.00S,2022-03-01T00:54:02.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630678,89.43823915900131,47.794117647058826,1610612754,43,51,2022-03-01T00:56:22Z,2500000,-11.0,47.0,1,right,T. Taylor Hook (4 PTS) (B. Hield 4 AST),"[1630678, 1627741]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,4.81,Made,4.0,B. Hield,1627741.0,4.0,,,,,,,,,,,,,,,
258,PT04M05.00S,2022-03-01T00:54:13.9Z,2,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,43,51,2022-03-01T00:54:24Z,2520000,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (2 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,,,,,,,1627541.0,,,,,,,,,,,2.0,,,
260,PT03M56.00S,2022-03-01T00:54:27.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,91.93495400788436,46.32352941176471,1610612754,43,51,2022-03-01T00:58:22Z,2540000,-18.0,23.0,1,right,MISS B. Hield driving Layup,[1627741],1610612754.0,IND,driving,,,Hield,B. Hield,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
261,PT03M54.00S,2022-03-01T00:54:29.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,43,51,2022-03-01T00:54:39Z,2550000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,260.0,6.0,5.0,1.0,,,,,,
262,PT03M51.00S,2022-03-01T00:54:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630181,5.995400788436268,53.18627450980392,1610612753,45,51,2022-03-01T00:54:53Z,2560000,-16.0,4.0,1,left,R. Hampton running Layup (8 PTS),[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,1.64,Made,8.0,,,,,,,,,,,,,,,,,,
263,PT03M29.00S,2022-03-01T00:54:57.2Z,2,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,45,51,2022-03-01T00:55:06Z,2570000,,,0,,J. Smith lost ball out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,lost ball,,,Smith,J. Smith,,,,,,,,,,,1198.0,,,,,,,,,,,1.0,,,
265,PT03M20.00S,2022-03-01T00:55:21.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,21.895532194480946,78.43137254901961,1610612753,45,51,2022-03-01T00:59:34Z,2590000,-142.0,153.0,1,left,MISS C. Anthony 20' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,20.91,Missed,,,,,,,,,,,,,,,,,,,
266,PT03M20.00S,2022-03-01T00:55:21.1Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,45,51,2022-03-01T00:55:35Z,2600000,,,0,,J. Smith REBOUND (Off:1 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,265.0,6.0,5.0,1.0,,,,,,
267,PT03M01.00S,2022-03-01T00:55:39.4Z,2,REGULAR,2pt,Jump Shot,[],1627741,73.14388961892247,68.87254901960785,1610612754,45,53,2022-03-01T00:55:43Z,2610000,94.0,200.0,1,right,B. Hield 22' pullup Jump Shot (5 PTS),[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,22.11,Made,5.0,,,,,,,,,,,,,,,,,,
268,PT02M54.00S,2022-03-01T00:55:46.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,25.837713534822605,82.84313725490196,1610612753,48,53,2022-03-01T01:00:30Z,2620000,-164.0,190.0,1,left,C. Anthony 25' 3PT running (7 PTS) (J. Suggs 3 AST),"[1630175, 1630591]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,25.14,Made,7.0,J. Suggs,1630591.0,3.0,,,,,,,,,,,,,,,
270,PT02M36.00S,2022-03-01T00:56:05.6Z,2,REGULAR,2pt,Jump Shot,[],1627741,78.0059132720105,47.05882352941176,1610612754,48,53,2022-03-01T01:00:56Z,2640000,-15.0,154.0,1,right,MISS B. Hield 15' driving floating Shot,[1627741],1610612754.0,IND,driving floating,,,Hield,B. Hield,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,,
271,PT02M33.00S,2022-03-01T00:56:08.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,48,53,2022-03-01T01:00:56Z,2650000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,270.0,7.0,6.0,1.0,,,,,,
