actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
17,PT09M59.00S,2021-12-16T00:12:45.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,2,2021-12-16T00:12:47Z,170000,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
18,PT09M50.00S,2021-12-16T00:12:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,85.75886990801577,63.970588235294116,1610612737,3,4,2021-12-16T00:13:11Z,180000,70.0,81.0,1,right,K. Huerter 10' pullup bank Jump Shot (2 PTS) (C. Capela 1 AST),"[1628989, 203991]",1610612737.0,ATL,pullup bank,,,Huerter,K. Huerter,,,,,10.73,Made,,,,,2.0,C. Capela,203991.0,1.0,,,,,,,,,,,
20,PT09M23.00S,2021-12-16T00:13:21.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,7.966491458607096,50.0,1610612753,3,4,2021-12-16T00:13:26Z,200000,0.0,22.0,1,left,MISS C. Anthony turnaround Hook,[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,,
21,PT09M21.00S,2021-12-16T00:13:23.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,3,4,2021-12-16T00:13:23Z,210000,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
22,PT09M15.00S,2021-12-16T00:13:29.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627789,68.9388961892247,22.30392156862745,1610612737,3,4,2021-12-16T00:16:18Z,220000,-138.0,239.0,1,right,MISS T. Luwawu-Cabarrot 27' running 3PT,[1627789],1610612737.0,ATL,running,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,27.67,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M13.00S,2021-12-16T00:13:31.6Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612737,3,4,2021-12-16T00:13:31Z,230000,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
24,PT09M11.00S,2021-12-16T00:13:34.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,85.75886990801577,44.6078431372549,1610612737,3,6,2021-12-16T00:13:41Z,240000,-27.0,81.0,1,right,T. Young 8' driving floating Jump Shot (2 PTS) (K. Huerter 1 AST),"[1629027, 1628989]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.58,Made,,,,,2.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,
26,PT09M01.00S,2021-12-16T00:13:44.7Z,1,REGULAR,3pt,Jump Shot,[],1629643,25.04927726675427,83.82352941176471,1610612753,3,6,2021-12-16T00:13:48Z,260000,-169.0,183.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
27,PT08M58.00S,2021-12-16T00:13:47.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,3,6,2021-12-16T00:13:48Z,270000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
29,PT08M56.00S,2021-12-16T00:13:48.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628381,94.1688567674113,47.05882352941176,1610612737,3,8,2021-12-16T00:13:56Z,290000,-15.0,2.0,1,right,J. Collins running DUNK (2 PTS) (T. Young 1 AST),"[1628381, 1629027]",1610612737.0,ATL,running,,,Collins,J. Collins,,,,,1.49,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,
31,PT08M38.00S,2021-12-16T00:14:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,15.982260183968464,38.970588235294116,1610612753,5,8,2021-12-16T00:14:13Z,310000,55.0,98.0,1,left,C. Anthony 11' driving floating Jump Shot (2 PTS) (F. Wagner 1 AST),"[1630175, 1630532]",1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,11.22,Made,,,,,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,
32,PT08M22.00S,2021-12-16T00:14:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.56964520367937,60.78431372549019,1610612737,5,10,2021-12-16T00:14:27Z,320000,54.0,46.0,1,right,T. Young 7' driving floating bank Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,7.05,Made,,,,,4.0,,,,,,,,,,,,,,
33,PT08M08.00S,2021-12-16T00:14:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,4.944152431011826,46.07843137254902,1610612753,7,10,2021-12-16T00:19:35Z,330000,20.0,-6.0,1,left,F. Wagner reverse Layup (2 PTS) (W. Carter Jr. 2 AST),"[1630532, 1628976]",1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,2.05,Made,,,,,2.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,
36,PT07M55.00S,2021-12-16T00:14:49.5Z,1,REGULAR,2pt,Jump Shot,[],1629027,75.77201051248358,72.05882352941177,1610612737,7,10,2021-12-16T00:14:54Z,350000,110.0,175.0,1,right,MISS T. Young 20' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,20.7,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M53.00S,2021-12-16T00:14:51.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,10,2021-12-16T00:14:51Z,360000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
38,PT07M53.00S,2021-12-16T00:14:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.06636005256242,50.98039215686274,1610612737,7,12,2021-12-16T00:22:02Z,370000,5.0,22.0,1,right,C. Capela putback Layup (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,2.26,Made,,,,,2.0,,,,,,,,,,,,,,
39,PT07M53.00S,2021-12-16T00:14:58.2Z,1,REGULAR,foul,personal,['1freethrow'],1628976,,,1610612737,7,12,2021-12-16T00:15:11Z,380000,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Capela 1 FT),"[1628976, 203991]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,2003.0,1.0,0.0,Capela,203991.0,,,,,,
41,PT07M53.00S,2021-12-16T00:15:17.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203991,,,1610612737,7,13,2021-12-16T00:15:17Z,400000,,,0,,C. Capela Free Throw 1 of 1 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
50,PT07M40.00S,2021-12-16T00:15:26.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.440867279894875,51.470588235294116,1610612753,7,13,2021-12-16T00:20:58Z,405000,-7.0,17.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 1628989]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,1.89,Missed,,,,,,,,,,,,,,Huerter,1628989.0,,,,
51,PT07M40.00S,2021-12-16T00:15:26.2Z,1,REGULAR,block,,[],1628989,,,1610612753,7,13,2021-12-16T00:19:06Z,407500,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2021-12-16T00:15:27.2Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,7,13,2021-12-16T00:20:58Z,408750,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
42,PT07M37.00S,2021-12-16T00:15:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628976,6.258212877792378,50.245098039215684,1610612753,7,13,2021-12-16T00:23:13Z,410000,-1.0,6.0,1,left,MISS W. Carter Jr. putback Layup,[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,0.64,Missed,,,,,,,,,,,,,,,,,,,
43,PT07M33.00S,2021-12-16T00:15:39.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,13,2021-12-16T00:15:44Z,420000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,42.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
44,PT07M28.00S,2021-12-16T00:15:43.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,90.75229960578186,51.470588235294116,1610612737,7,15,2021-12-16T00:16:33Z,430000,7.0,34.0,1,right,T. Young driving floating Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,3.52,Made,,,,,6.0,,,,,,,,,,,,,,
45,PT07M28.00S,2021-12-16T00:15:48.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,7,15,2021-12-16T00:15:48Z,440000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M28.00S,2021-12-16T00:16:34.1Z,1,REGULAR,substitution,out,[],1630181,,,1610612753,7,15,2021-12-16T00:18:27Z,450000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M28.00S,2021-12-16T00:16:34.1Z,1,REGULAR,substitution,in,[],203082,,,1610612753,7,15,2021-12-16T00:18:27Z,460000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M12.00S,2021-12-16T00:18:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,19.136005256241788,43.13725490196079,1610612753,9,15,2021-12-16T00:19:15Z,470000,34.0,127.0,1,left,W. Carter Jr. 13' Jump Shot (2 PTS) (T. Ross 1 AST),"[1628976, 203082]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,13.19,Made,,,,,2.0,T. Ross,203082.0,1.0,,,,,,,,,,,
53,PT06M54.00S,2021-12-16T00:19:12.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,85.89027595269383,49.26470588235294,1610612737,9,15,2021-12-16T00:19:20Z,490000,-4.0,80.0,1,right,MISS C. Capela 8' turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,,
54,PT06M54.00S,2021-12-16T00:19:12.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,9,15,2021-12-16T00:19:20Z,500000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT06M46.00S,2021-12-16T00:19:20.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,5.732588699080158,95.34313725490196,1610612753,9,15,2021-12-16T00:19:27Z,510000,-227.0,1.0,1,left,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2021-12-16T00:19:23.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,15,2021-12-16T00:19:27Z,520000,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,55.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
57,PT06M35.00S,2021-12-16T00:19:31.1Z,1,REGULAR,2pt,Jump Shot,[],1628381,87.72996057818659,76.22549019607843,1610612737,9,15,2021-12-16T00:19:35Z,530000,131.0,63.0,1,right,MISS J. Collins 14' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,14.54,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M33.00S,2021-12-16T00:19:33.1Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,9,15,2021-12-16T00:19:35Z,540000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
59,PT06M26.00S,2021-12-16T00:19:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,7.178055190538765,50.49019607843137,1610612753,11,15,2021-12-16T00:19:52Z,550000,-2.0,15.0,1,left,T. Ross driving finger roll Layup (2 PTS),[203082],1610612753.0,ORL,driving finger roll,,,Ross,T. Ross,,,,,1.52,Made,,,,,2.0,,,,,,,,,,,,,,
60,PT06M19.00S,2021-12-16T00:19:50.4Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612737,11,15,2021-12-16T00:20:06Z,560000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Young 2 FT),"[1630532, 1629027]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Young,1629027.0,,,,,,
62,PT06M19.00S,2021-12-16T00:20:17.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,11,16,2021-12-16T00:20:17Z,580000,,,0,,T. Young Free Throw 1 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
63,PT06M19.00S,2021-12-16T00:20:19.2Z,1,REGULAR,substitution,out,[],1627789,,,1610612737,11,16,2021-12-16T00:20:33Z,590000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2021-12-16T00:20:19.2Z,1,REGULAR,substitution,out,[],203991,,,1610612737,11,16,2021-12-16T00:20:33Z,600000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M19.00S,2021-12-16T00:20:19.2Z,1,REGULAR,substitution,in,[],201568,,,1610612737,11,16,2021-12-16T00:20:33Z,610000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M19.00S,2021-12-16T00:20:19.2Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,11,16,2021-12-16T00:20:33Z,620000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M19.00S,2021-12-16T00:20:36.6Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,11,17,2021-12-16T00:20:36Z,630000,,,0,,T. Young Free Throw 2 of 2 (8 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
68,PT06M03.00S,2021-12-16T00:20:52.6Z,1,REGULAR,2pt,Jump Shot,[],203082,23.73521681997372,29.901960784313726,1610612753,11,17,2021-12-16T00:20:57Z,640000,100.0,171.0,1,left,MISS T. Ross 19' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,19.8,Missed,,,,,,,,,,,,,,,,,,,
69,PT06M02.00S,2021-12-16T00:20:53.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,11,17,2021-12-16T00:20:57Z,650000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,
70,PT06M02.00S,2021-12-16T00:20:59.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,11,17,2021-12-16T00:20:59Z,660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2021-12-16T00:21:12.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,74.19513797634691,72.79411764705883,1610612737,11,19,2021-12-16T00:25:46Z,670000,114.0,190.0,1,right,T. Young 22' step back Jump Shot (10 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,22.17,Made,,,,,10.0,,,,,,,,,,,,,,
72,PT05M28.00S,2021-12-16T00:21:34.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,5.338370565045992,54.166666666666664,1610612753,13,19,2021-12-16T00:21:42Z,680000,-21.0,-2.0,1,left,F. Wagner driving DUNK (4 PTS) (C. Okeke 1 AST),"[1630532, 1629643]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,2.09,Made,,,,,4.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,
74,PT05M14.00S,2021-12-16T00:21:51.6Z,1,REGULAR,foul,personal,[],1630532,,,1610612737,13,19,2021-12-16T00:22:04Z,700000,,,0,,F. Wagner personal FOUL (2 PF),"[1630532, 1629027]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,2003.0,2.0,0.0,Young,1629027.0,,,,,,
76,PT05M02.00S,2021-12-16T00:22:17.1Z,1,REGULAR,3pt,Jump Shot,[],1628989,70.12155059132719,78.67647058823529,1610612737,13,19,2021-12-16T00:22:21Z,720000,143.0,228.0,1,right,MISS K. Huerter 26' pullup 3PT,[1628989],1610612737.0,ATL,pullup,,,Huerter,K. Huerter,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
77,PT04M59.00S,2021-12-16T00:22:20.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,13,19,2021-12-16T00:22:21Z,730000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,76.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
78,PT04M49.00S,2021-12-16T00:22:29.4Z,1,REGULAR,turnover,bad pass,[],1629643,,,1610612753,13,19,2021-12-16T00:22:35Z,740000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 1629027]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,1.0,Young,1629027.0,
79,PT04M49.00S,2021-12-16T00:22:29.4Z,1,REGULAR,steal,,[],1629027,,,1610612737,13,19,2021-12-16T00:22:33Z,750000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M43.00S,2021-12-16T00:22:35.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629027,92.19776609724047,49.01960784313725,1610612737,13,19,2021-12-16T00:26:55Z,760000,-5.0,21.0,1,right,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M41.00S,2021-12-16T00:22:37.7Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,13,19,2021-12-16T00:22:44Z,770000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,80.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
82,PT04M36.00S,2021-12-16T00:22:43.3Z,1,REGULAR,3pt,Jump Shot,[],1629643,31.09395532194481,38.72549019607843,1610612753,13,19,2021-12-16T00:22:57Z,780000,56.0,240.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M32.00S,2021-12-16T00:22:47.3Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,13,19,2021-12-16T00:22:57Z,790000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
84,PT04M25.00S,2021-12-16T00:22:54.6Z,1,REGULAR,3pt,Jump Shot,[],1628989,86.94152431011827,97.05882352941177,1610612737,13,19,2021-12-16T00:23:00Z,800000,235.0,70.0,1,right,MISS K. Huerter 24' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M25.00S,2021-12-16T00:22:54.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,13,19,2021-12-16T00:23:00Z,810000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,84.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
86,PT04M14.00S,2021-12-16T00:23:04.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.276609724047304,58.57843137254902,1610612753,13,19,2021-12-16T00:23:09Z,820000,-43.0,251.0,1,left,MISS W. Carter Jr. 25' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
87,PT04M12.00S,2021-12-16T00:23:06.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,13,19,2021-12-16T00:23:09Z,830000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
