actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT05M08.00S,2022-01-18T00:50:00.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203496,90.88370565045992,48.529411764705884,1610612757,35,38,2022-01-18T00:50:09Z,2610000,-7.0,33.0,1,right,R. Covington driving floating Jump Shot (2 PTS),[203496],1610612757.0,POR,driving floating,,,Covington,R. Covington,,,,,3.4,Made,2.0,,,,,,,,,,,,,,,,,,
265,PT04M50.00S,2022-01-18T00:50:21.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612753,35,38,2022-01-18T00:50:32Z,2620000,,,0,,J. Nurkic personal FOUL (2 PF) (Lopez 2 FT),"[203994, 201577]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Lopez,201577.0,
267,PT04M50.00S,2022-01-18T00:50:48.9Z,2,REGULAR,freethrow,1 of 2,[],201577,,,1610612753,35,38,2022-01-18T00:50:48Z,2640000,,,0,,MISS R. Lopez Free Throw 1 of 2,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Missed,,,,,,,,,,,,,,,,,,,
268,PT04M50.00S,2022-01-18T00:50:48.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,35,38,2022-01-18T00:50:48Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,
269,PT04M50.00S,2022-01-18T00:50:49.8Z,2,REGULAR,substitution,out,[],203503,,,1610612753,35,38,2022-01-18T00:50:59Z,2660000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M50.00S,2022-01-18T00:50:49.8Z,2,REGULAR,substitution,in,[],1629642,,,1610612753,35,38,2022-01-18T00:50:59Z,2670000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M50.00S,2022-01-18T00:51:09.7Z,2,REGULAR,freethrow,2 of 2,[],201577,,,1610612753,36,38,2022-01-18T00:51:09Z,2680000,,,0,,R. Lopez Free Throw 2 of 2 (3 PTS),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
272,PT04M33.00S,2022-01-18T00:51:28.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,70.90998685939553,76.47058823529412,1610612757,36,38,2022-01-18T00:51:33Z,2690000,132.0,221.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
273,PT04M30.00S,2022-01-18T00:51:31.4Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,36,38,2022-01-18T00:51:33Z,2700000,,,0,,C. Anthony REBOUND (Off:2 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,272.0,4.0,2.0,2.0,,,,,,,,,,,,,,
275,PT04M23.00S,2022-01-18T00:51:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,10.463206307490145,41.42156862745098,1610612753,38,38,2022-01-18T00:51:47Z,2720000,43.0,46.0,1,left,F. Wagner 6' driving floating bank Jump Shot (4 PTS) (C. Anthony 3 AST),"[1630532, 1630175]",1610612753.0,ORL,driving floating bank,,,Wagner,F. Wagner,,,,,6.28,Made,4.0,,,,,,,C. Anthony,1630175.0,3.0,,,,,,,,,
277,PT04M09.00S,2022-01-18T00:51:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.32917214191852,55.88235294117647,1610612757,38,40,2022-01-18T00:52:03Z,2740000,29.0,20.0,1,right,J. Nurkic cutting finger roll Layup (14 PTS) (A. Simons 1 AST),"[203994, 1629014]",1610612757.0,POR,cutting finger roll,,,Nurkic,J. Nurkic,,,,,3.53,Made,14.0,,,,,,,A. Simons,1629014.0,1.0,,,,,,,,,
279,PT04M09.00S,2022-01-18T00:51:59.5Z,2,REGULAR,foul,personal,['1freethrow'],201577,,,1610612757,38,40,2022-01-18T00:52:16Z,2760000,,,0,,R. Lopez shooting personal FOUL (1 PF) (Nurkic 1 FT),"[201577, 203994]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Nurkic,203994.0,
281,PT04M09.00S,2022-01-18T00:52:23.5Z,2,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,38,41,2022-01-18T00:52:23Z,2780000,,,0,,J. Nurkic Free Throw 1 of 1 (15 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
282,PT04M04.00S,2022-01-18T00:52:33.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,38,41,2022-01-18T00:52:33Z,2790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M58.00S,2022-01-18T00:53:05.3Z,2,REGULAR,turnover,traveling,[],201577,,,1610612753,38,41,2022-01-18T00:53:15Z,2800000,,,0,,R. Lopez traveling TURNOVER (1 TO),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,1.0,,,1628480.0,,,,,
284,PT03M47.00S,2022-01-18T00:53:25.9Z,2,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612757,38,41,2022-01-18T00:53:37Z,2810000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Little 2 FT),"[1628964, 1629642]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Little,1629642.0,
286,PT03M47.00S,2022-01-18T00:54:13.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629642,,,1610612757,38,42,2022-01-18T00:54:13Z,2830000,,,0,,N. Little Free Throw 1 of 2 (3 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
287,PT03M47.00S,2022-01-18T00:54:14.1Z,2,REGULAR,substitution,out,[],1630532,,,1610612757,38,42,2022-01-18T00:54:23Z,2840000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M47.00S,2022-01-18T00:54:14.1Z,2,REGULAR,substitution,in,[],1629643,,,1610612757,38,42,2022-01-18T00:54:23Z,2850000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M47.00S,2022-01-18T00:54:35.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629642,,,1610612757,38,43,2022-01-18T00:54:35Z,2860000,,,0,,N. Little Free Throw 2 of 2 (4 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
290,PT03M47.00S,2022-01-18T00:54:43.3Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612753,38,43,2022-01-18T00:54:43Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M40.00S,2022-01-18T00:56:22.7Z,2,REGULAR,foul,offensive,[],201577,,,1610612753,38,43,2022-01-18T03:15:17Z,2890000,,,0,,R. Lopez offensive FOUL (2 PF),"[201577, 1629642]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Little,1629642.0,
294,PT03M40.00S,2022-01-18T00:56:22.7Z,2,REGULAR,turnover,offensive foul,[],201577,,,1610612753,38,43,2022-01-18T03:15:17Z,2910000,,,0,,R. Lopez offensive foul TURNOVER (2 TO),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,2.0,,,1628480.0,,,,,
295,PT03M24.00S,2022-01-18T00:56:35.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203463,91.27792378449409,4.901960784313726,1610612757,38,43,2022-01-18T00:56:42Z,2920000,-225.0,29.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
296,PT03M20.00S,2022-01-18T00:56:39.4Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,38,43,2022-01-18T00:56:39Z,2930000,,,0,,N. Little REBOUND (Off:1 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,295.0,3.0,2.0,1.0,,,,,,,,,,,,,,
297,PT03M13.00S,2022-01-18T00:56:46.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629014,68.9388961892247,23.52941176470588,1610612757,38,43,2022-01-18T00:56:52Z,2940000,-132.0,239.0,1,right,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
298,PT03M10.00S,2022-01-18T00:56:49.1Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,38,43,2022-01-18T00:56:49Z,2950000,,,0,,M. Bamba REBOUND (Off:0 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,297.0,7.0,7.0,0.0,,,,,,,,,,,,,,
299,PT02M58.00S,2022-01-18T00:57:01.6Z,2,REGULAR,2pt,Jump Shot,[],1630175,15.850854139290407,31.862745098039213,1610612753,38,43,2022-01-18T00:57:06Z,2960000,91.0,96.0,1,left,MISS C. Anthony 13' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,,
300,PT02M55.00S,2022-01-18T00:57:04.6Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,38,43,2022-01-18T00:57:06Z,2970000,,,0,,R. Covington REBOUND (Off:1 Def:5),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,299.0,6.0,5.0,1.0,,,,,,,,,,,,,,
301,PT02M52.00S,2022-01-18T00:57:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203496,90.48948751642575,55.14705882352941,1610612757,38,43,2022-01-18T00:57:16Z,2980000,26.0,37.0,1,right,MISS R. Covington driving Layup - blocked,"[203496, 1628964]",1610612757.0,POR,driving,,,Covington,R. Covington,,,,,4.5,Missed,,,,,,Bamba,1628964.0,,,,,,,,,,,,
302,PT02M52.00S,2022-01-18T00:57:07.8Z,2,REGULAR,block,,[],1628964,,,1610612757,38,43,2022-01-18T00:57:10Z,2990000,,,0,,M. Bamba BLOCK (3 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M47.00S,2022-01-18T00:57:12.8Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,38,43,2022-01-18T00:57:16Z,3000000,,,0,,N. Little REBOUND (Off:2 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,301.0,4.0,2.0,2.0,,,,,,,,,,,,,,
304,PT02M47.00S,2022-01-18T00:57:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fastbreak']",1629642,90.88370565045992,53.67647058823529,1610612757,38,45,2022-01-18T00:57:24Z,3010000,18.0,33.0,1,right,N. Little putback Layup (6 PTS),[1629642],1610612757.0,POR,putback,,,Little,N. Little,,,,,3.8,Made,6.0,,,,,,,,,,,,,,,,,,
305,PT02M34.00S,2022-01-18T00:57:25.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,10.33180026281209,43.13725490196079,1610612753,38,45,2022-01-18T00:57:31Z,3020000,34.0,45.0,1,left,MISS C. Okeke driving floating Shot,[1629643],1610612753.0,ORL,driving floating,,,Okeke,C. Okeke,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,,
306,PT02M30.00S,2022-01-18T00:57:29.6Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,38,45,2022-01-18T00:57:31Z,3030000,,,0,,J. Nurkic REBOUND (Off:2 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,305.0,9.0,7.0,2.0,,,,,,,,,,,,,,
307,PT02M26.00S,2022-01-18T00:57:34.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203463,88.78120893561103,3.431372549019608,1610612757,38,45,2022-01-18T00:57:39Z,3040000,-233.0,53.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
308,PT02M23.00S,2022-01-18T00:57:36.6Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,38,45,2022-01-18T00:57:36Z,3050000,,,0,,N. Little REBOUND (Off:3 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,307.0,5.0,2.0,3.0,,,,,,,,,,,,,,
309,PT02M21.00S,2022-01-18T00:57:38.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203496,75.24638633377135,85.7843137254902,1610612757,38,48,2022-01-18T00:57:44Z,3060000,179.0,180.0,1,right,R. Covington 25' 3PT  (5 PTS) (N. Little 3 AST),"[203496, 1629642]",1610612757.0,POR,,,,Covington,R. Covington,,,,,25.39,Made,5.0,,,,,,,N. Little,1629642.0,3.0,,,,,,,,,
311,PT02M20.00S,2022-01-18T00:57:44.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,38,48,2022-01-18T00:57:44Z,3080000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M20.00S,2022-01-18T00:59:32.5Z,2,REGULAR,substitution,out,[],203463,,,1610612753,38,48,2022-01-18T01:00:13Z,3090000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M20.00S,2022-01-18T00:59:32.5Z,2,REGULAR,substitution,in,[],203468,,,1610612753,38,48,2022-01-18T01:00:13Z,3100000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M07.00S,2022-01-18T01:00:42.2Z,2,REGULAR,2pt,Jump Shot,[],1628964,22.683968462549277,48.03921568627451,1610612753,38,48,2022-01-18T01:00:49Z,3110000,10.0,161.0,1,left,MISS M. Bamba 16' turnaround Shot,[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,16.1,Missed,,,,,,,,,,,,,,,,,,,
315,PT02M04.00S,2022-01-18T01:00:45.2Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,38,48,2022-01-18T01:00:49Z,3120000,,,0,,R. Covington REBOUND (Off:1 Def:6),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,314.0,7.0,6.0,1.0,,,,,,,,,,,,,,
316,PT01M52.00S,2022-01-18T01:00:56.8Z,2,REGULAR,3pt,Jump Shot,[],203496,75.50919842312747,87.74509803921569,1610612757,38,48,2022-01-18T01:01:09Z,3130000,189.0,178.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
317,PT01M48.00S,2022-01-18T01:01:00.8Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,38,48,2022-01-18T01:01:09Z,3140000,,,0,,J. Nurkic REBOUND (Off:3 Def:7),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,316.0,10.0,7.0,3.0,,,,,,,,,,,,,,
318,PT01M43.00S,2022-01-18T01:01:06.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629642,92.32917214191852,57.35294117647059,1610612757,38,50,2022-01-18T01:01:13Z,3150000,37.0,20.0,1,right,N. Little cutting Layup (8 PTS) (R. Covington 2 AST),"[1629642, 203496]",1610612757.0,POR,cutting,,,Little,N. Little,,,,,4.17,Made,8.0,,,,,,,R. Covington,203496.0,2.0,,,,,,,,,
320,PT01M23.00S,2022-01-18T01:01:26.2Z,2,REGULAR,2pt,Jump Shot,[],1630175,15.456636005256241,29.411764705882355,1610612753,40,50,2022-01-18T01:01:34Z,3170000,103.0,93.0,1,left,C. Anthony 13' turnaround bank Jump Shot (4 PTS),[1630175],1610612753.0,ORL,turnaround bank,,,Anthony,C. Anthony,,,,,13.86,Made,4.0,,,,,,,,,,,,,,,,,,
321,PT01M07.00S,2022-01-18T01:01:41.6Z,2,REGULAR,3pt,Jump Shot,[],203994,66.3107752956636,46.07843137254902,1610612757,40,50,2022-01-18T01:01:50Z,3180000,-20.0,264.0,1,right,MISS J. Nurkic 26' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
322,PT01M04.00S,2022-01-18T01:01:44.6Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,40,50,2022-01-18T01:01:50Z,3190000,,,0,,N. Little REBOUND (Off:4 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,321.0,6.0,2.0,4.0,,,,,,,,,,,,,,
323,PT01M00.00S,2022-01-18T01:01:52.1Z,2,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,40,50,2022-01-18T01:02:00Z,3200000,,,0,,J. Nurkic lost ball out-of-bounds TURNOVER (4 TO),[203994],1610612757.0,POR,lost ball,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,4.0,,,2534.0,,,,,
326,PT00M48.40S,2022-01-18T01:02:30.4Z,2,REGULAR,foul,offensive,[],203914,,,1610612753,40,50,2022-01-18T01:03:24Z,3230000,,,0,,G. Harris charge offensive FOUL (1 PF),"[203914, 1629014]",1610612753.0,ORL,charge,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Simons,1629014.0,
328,PT00M48.40S,2022-01-18T01:02:30.4Z,2,REGULAR,turnover,offensive foul,[],203914,,,1610612753,40,50,2022-01-18T01:02:30Z,3250000,,,0,,G. Harris offensive foul TURNOVER (2 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,2.0,,,2534.0,,,,,
329,PT00M48.40S,2022-01-18T01:02:56.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,40,50,2022-01-18T01:06:02Z,3260000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M48.40S,2022-01-18T01:03:07.8Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612757,40,50,2022-01-18T01:10:00Z,3270000,,,0,,,[],1610612753.0,ORL,stands,,,,,,,,,,,,,,,,,,,,,,,,2534.0,,,,,On player G. Harris
331,PT00M36.00S,2022-01-18T01:05:17.8Z,2,REGULAR,foul,personal,['2freethrow'],201577,,,1610612757,40,50,2022-01-18T01:06:48Z,3280000,,,0,,R. Lopez shooting personal FOUL (3 PF) (Simons 2 FT),"[201577, 1629014]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Simons,1629014.0,
333,PT00M36.00S,2022-01-18T01:05:47.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629014,,,1610612757,40,51,2022-01-18T01:05:47Z,3300000,,,0,,A. Simons Free Throw 1 of 2 (3 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
338,PT00M36.00S,2022-01-18T01:05:47.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629014,,,1610612757,40,52,2022-01-18T01:06:27Z,3305000,,,0,,A. Simons Free Throw 2 of 2 (4 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
334,PT00M36.00S,2022-01-18T01:05:48.8Z,2,REGULAR,substitution,out,[],201577,,,1610612753,40,52,2022-01-18T01:05:55Z,3310000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M36.00S,2022-01-18T01:05:48.8Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,40,52,2022-01-18T01:05:55Z,3320000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M36.00S,2022-01-18T01:06:03.6Z,2,REGULAR,substitution,out,[],203994,,,1610612753,40,52,2022-01-18T01:06:06Z,3330000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M36.00S,2022-01-18T01:06:03.6Z,2,REGULAR,substitution,in,[],1630570,,,1610612753,40,52,2022-01-18T01:06:06Z,3340000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M25.70S,2022-01-18T01:06:33.9Z,2,REGULAR,3pt,Jump Shot,[],1630175,32.802233902759525,46.568627450980394,1610612753,40,52,2022-01-18T01:06:38Z,3350000,17.0,256.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
340,PT00M22.90S,2022-01-18T01:06:36.8Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,40,52,2022-01-18T01:06:36Z,3360000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,339.0,1.0,1.0,0.0,,,,,,,,,,,,,,
341,PT00M08.40S,2022-01-18T01:06:51.3Z,2,REGULAR,2pt,Jump Shot,[],203468,92.19776609724047,72.79411764705883,1610612757,40,54,2022-01-18T01:07:47Z,3370000,114.0,21.0,1,right,C. McCollum 11' turnaround fadeaway Jump Shot (9 PTS),[203468],1610612757.0,POR,turnaround fadeaway,,,McCollum,C. McCollum,,,,,11.59,Made,9.0,,,,,,,,,,,,,,,,,,
342,PT00M08.40S,2022-01-18T01:06:59.6Z,2,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612753,40,54,2022-01-18T01:07:09Z,3380000,,,0,,M. Bamba bad pass out-of-bounds TURNOVER (2 TO),[1628964],1610612753.0,ORL,bad pass,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,2.0,,,1626300.0,,,,,
343,PT00M04.40S,2022-01-18T01:07:30.1Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,40,54,2022-01-18T01:07:40Z,3390000,,,0,,C. McCollum step out-of-bounds TURNOVER (2 TO),[203468],1610612757.0,POR,step,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2.0,,,1628480.0,,,,,
344,PT00M00.00S,2022-01-18T01:07:48.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,7.5722733245729295,46.81372549019608,1610612753,40,54,2022-01-18T01:08:58Z,3400000,16.0,19.0,1,left,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
345,PT00M00.00S,2022-01-18T01:07:48.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,40,54,2022-01-18T01:08:58Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,
346,PT00M00.00S,2022-01-18T01:07:54.5Z,2,REGULAR,period,end,[],0,,,1610612753,40,54,2022-01-18T01:07:54Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-01-18T01:22:51.6Z,3,REGULAR,substitution,out,['startperiod'],1628964,,,1610612753,40,54,2022-01-18T01:23:14Z,3430000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-01-18T01:22:51.6Z,3,REGULAR,substitution,out,['startperiod'],1630570,,,1610612753,40,54,2022-01-18T01:23:14Z,3440000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-01-18T01:22:51.6Z,3,REGULAR,substitution,in,['startperiod'],201577,,,1610612753,40,54,2022-01-18T01:23:14Z,3450000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-01-18T01:22:51.6Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612753,40,54,2022-01-18T01:23:14Z,3460000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-01-18T01:23:09.8Z,3,REGULAR,period,start,[],0,,,1610612757,40,54,2022-01-18T01:23:14Z,3470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M41.00S,2022-01-18T01:23:28.2Z,3,REGULAR,2pt,Jump Shot,[],203468,24.392247043363994,74.50980392156863,1610612757,40,54,2022-01-18T01:24:44Z,3480000,-123.0,177.0,1,left,MISS C. McCollum 21' step back Shot,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,21.51,Missed,,,,,,,,,,,,,,,,,,,
353,PT11M40.00S,2022-01-18T01:23:37.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,40,54,2022-01-18T01:23:37Z,3490000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,
354,PT11M40.00S,2022-01-18T01:23:38.5Z,3,REGULAR,foul,personal,[],203914,,,1610612757,40,54,2022-01-18T01:24:02Z,3500000,,,0,,G. Harris loose ball personal FOUL (2 PF),"[203914, 1629642]",1610612753.0,ORL,loose ball,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Little,1629642.0,
356,PT11M32.00S,2022-01-18T01:23:57.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629014,11.645860709592641,79.41176470588235,1610612757,40,54,2022-01-18T01:24:05Z,3520000,-147.0,57.0,1,left,MISS A. Simons 15' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,15.78,Missed,,,,,,,,,,,,,,,,,,,
