actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-15T23:10:41.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-15T23:10:41Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-15T23:10:44.2Z,1,REGULAR,jumpball,recovered,[],1628971,,,1610612751,0,0,2022-03-15T23:10:44Z,40000,,,0,,Jump Ball A. Drummond vs. M. Bamba: Tip to B. Brown,"[1628971, 203083, 1628964]",1610612751.0,BKN,startperiod,B. Brown,1628971.0,Brown,B. Brown,Drummond,203083.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M53.00S,2022-03-15T23:10:56.6Z,1,REGULAR,foul,personal,[],1630532,,,1610612751,0,0,2022-03-15T23:11:08Z,70000,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 201142]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,1626300.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
9,PT11M44.00S,2022-03-15T23:11:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,85.62746386333771,49.50980392156863,1610612751,0,2,2022-03-15T23:11:17Z,90000,-2.0,83.0,1,right,B. Brown 8' driving floating Jump Shot (2 PTS) (G. Dragic 1 AST),"[1628971, 201609]",1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,,,,,,8.26,Made,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,
11,PT11M26.00S,2022-03-15T23:11:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628964,31.488173455978973,39.46078431372549,1610612753,0,2,2022-03-15T23:11:34Z,110000,53.0,243.0,1,left,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,24.91,Missed,,,,,,,,,,,,,,
12,PT11M21.00S,2022-03-15T23:11:33.0Z,1,REGULAR,rebound,defensive,[],201609,,,1610612751,0,2,2022-03-15T23:11:34Z,120000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,
13,PT11M05.00S,2022-03-15T23:11:48.9Z,1,REGULAR,2pt,Jump Shot,[],201142,93.64323258869908,72.05882352941177,1610612751,0,4,2022-03-15T23:11:55Z,130000,110.0,7.0,1,right,K. Durant 11' turnaround fadeaway Jump Shot (2 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,,,,,,11.05,Made,2.0,,,,,,,,,,,,,
14,PT10M53.00S,2022-03-15T23:12:00.4Z,1,REGULAR,2pt,Jump Shot,[],1628976,26.757555847568987,48.03921568627451,1610612753,2,4,2022-03-15T23:12:06Z,140000,10.0,199.0,1,left,W. Carter Jr. 19' Jump Shot (2 PTS) (R. Hampton 1 AST),"[1628976, 1630181]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,19.92,Made,2.0,R. Hampton,1630181.0,1.0,,,,,,,,,,
16,PT10M37.00S,2022-03-15T23:12:16.8Z,1,REGULAR,3pt,Jump Shot,[],202681,68.41327201051249,74.26470588235294,1610612751,2,7,2022-03-15T23:13:37Z,160000,121.0,244.0,1,right,K. Irving 27' 3PT pullup (3 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,27.28,Made,3.0,,,,,,,,,,,,,
18,PT10M30.00S,2022-03-15T23:12:29.4Z,1,REGULAR,foul,personal,[],202681,,,1610612753,2,7,2022-03-15T23:12:43Z,180000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1630175]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,201640.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,,,,,,,
