actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
178,PT11M02.00S,2022-01-23T23:42:20.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,23,21,2022-01-23T23:42:20Z,1780000,,,0,,D. DeRozan Free Throw 2 of 2 (12 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
179,PT11M02.00S,2022-01-23T23:42:32.2Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612753,23,21,2022-01-23T23:42:32Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M41.00S,2022-01-23T23:43:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.06636005256242,51.71568627450981,1610612753,25,21,2022-01-23T23:43:24Z,1800000,9.0,22.0,1,right,M. Wagner driving Layup (13 PTS) (F. Wagner 2 AST),"[1629021, 1630532]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,2.37,Made,13.0,,,,,,,,,,,,,,,F. Wagner,1630532.0,2.0,
182,PT10M26.00S,2022-01-23T23:43:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,7.178055190538765,50.49019607843137,1610612741,25,21,2022-01-23T23:43:30Z,1820000,-2.0,15.0,1,left,MISS T. Brown Jr. Layup - blocked,"[1628972, 1630591]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,1.52,Missed,,,,,,,,,,,,Suggs,1630591.0,,,,,,
183,PT10M26.00S,2022-01-23T23:43:24.3Z,2,REGULAR,block,,[],1630591,,,1610612741,25,21,2022-01-23T23:43:27Z,1830000,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M22.00S,2022-01-23T23:43:28.3Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612741,25,21,2022-01-23T23:43:30Z,1840000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,182.0,2.0,1.0,1.0,,,,,,,,,,,,,,
185,PT10M16.00S,2022-01-23T23:43:34.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630245,18.2161629434954,29.65686274509804,1610612741,25,23,2022-01-23T23:43:39Z,1850000,102.0,119.0,1,left,A. Dosunmu 15' pullup Jump Shot (2 PTS) (T. Brown Jr. 1 AST),"[1630245, 1628972]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,15.63,Made,2.0,,,,,,,,,,,,,,,T. Brown Jr.,1628972.0,1.0,
187,PT10M09.00S,2022-01-23T23:43:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,92.72339027595268,49.26470588235294,1610612753,27,23,2022-01-23T23:43:49Z,1870000,-4.0,16.0,1,right,C. Okeke driving Layup (2 PTS) (J. Suggs 2 AST),"[1629643, 1630591]",1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,1.63,Made,2.0,,,,,,,,,,,,,,,J. Suggs,1630591.0,2.0,
188,PT09M56.00S,2022-01-23T23:43:54.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,6.783837056504599,48.529411764705884,1610612741,27,23,2022-01-23T23:44:01Z,1880000,7.0,11.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1629643]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,1.35,Missed,,,,,,,,,,,,Okeke,1629643.0,,,,,,
189,PT09M56.00S,2022-01-23T23:43:54.7Z,2,REGULAR,block,,[],1629643,,,1610612741,27,23,2022-01-23T23:43:57Z,1890000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M52.00S,2022-01-23T23:43:58.7Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,27,23,2022-01-23T23:44:01Z,1900000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT09M50.00S,2022-01-23T23:44:03.4Z,2,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,27,23,2022-01-23T23:44:17Z,1910000,,,0,,C. Okeke bad pass out-of-bounds TURNOVER (1 TO),[1629643],1610612753.0,ORL,bad pass,,,Okeke,C. Okeke,,,,,,,,,,,,1626302.0,,,,,1.0,,,,,,,,
192,PT09M37.00S,2022-01-23T23:44:21.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,20.844283837056505,51.9607843137255,1610612741,27,23,2022-01-23T23:44:32Z,1920000,-10.0,143.0,1,left,MISS D. DeRozan 14' pullup Shot - blocked,"[201942, 1629643]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,14.37,Missed,,,,,,,,,,,,Okeke,1629643.0,,,,,,
193,PT09M37.00S,2022-01-23T23:44:21.9Z,2,REGULAR,block,,[],1629643,,,1610612741,27,23,2022-01-23T23:44:25Z,1930000,,,0,,C. Okeke BLOCK (2 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M28.00S,2022-01-23T23:44:30.9Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,27,23,2022-01-23T23:44:32Z,1940000,,,0,,A. Schofield REBOUND (Off:0 Def:2),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,,
195,PT09M25.00S,2022-01-23T23:44:34.6Z,2,REGULAR,3pt,Jump Shot,[],1629021,67.88764783180025,32.35294117647059,1610612753,27,23,2022-01-23T23:44:48Z,1950000,-88.0,249.0,1,right,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
196,PT09M20.00S,2022-01-23T23:44:39.6Z,2,REGULAR,rebound,offensive,[],1629643,,,1610612753,27,23,2022-01-23T23:44:48Z,1960000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,195.0,2.0,1.0,1.0,,,,,,,,,,,,,,
197,PT09M19.00S,2022-01-23T23:44:40.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,92.59198423127464,49.50980392156863,1610612753,29,23,2022-01-23T23:44:51Z,1970000,-2.0,17.0,1,right,M. Wagner cutting Layup (15 PTS) (C. Okeke 1 AST),"[1629021, 1629643]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,1.73,Made,15.0,,,,,,,,,,,,,,,C. Okeke,1629643.0,1.0,
199,PT09M02.00S,2022-01-23T23:44:58.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,13.222733245729303,41.42156862745098,1610612741,29,25,2022-01-23T23:45:02Z,1990000,43.0,72.0,1,left,D. DeRozan 8' driving floating bank Jump Shot (14 PTS),[201942],1610612741.0,CHI,driving floating bank,,,DeRozan,D. DeRozan,,,,,8.36,Made,14.0,,,,,,,,,,,,,,,,,,
200,PT08M41.00S,2022-01-23T23:45:18.6Z,2,REGULAR,3pt,Jump Shot,[],1630532,67.62483574244416,24.509803921568626,1610612753,29,25,2022-01-23T23:45:24Z,2000000,-127.0,252.0,1,right,MISS F. Wagner 28' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,28.22,Missed,,,,,,,,,,,,,,,,,,,
201,PT08M35.00S,2022-01-23T23:45:24.6Z,2,REGULAR,rebound,defensive,[],1629076,,,1610612741,29,25,2022-01-23T23:45:24Z,2010000,,,0,,T. Cook REBOUND (Off:2 Def:4),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,200.0,6.0,4.0,2.0,,,,,,,,,,,,,,
202,PT08M29.00S,2022-01-23T23:45:29.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,14.011169513797633,41.911764705882355,1610612741,29,27,2022-01-23T23:45:33Z,2020000,40.0,79.0,1,left,D. DeRozan 8' driving floating bank Jump Shot (16 PTS),[201942],1610612741.0,CHI,driving floating bank,,,DeRozan,D. DeRozan,,,,,8.89,Made,16.0,,,,,,,,,,,,,,,,,,
204,PT08M26.00S,2022-01-23T23:46:52.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,29,27,2022-01-23T23:47:02Z,2040000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,,,,,
206,PT08M26.00S,2022-01-23T23:46:57.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,29,27,2022-01-23T23:46:57Z,2050000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,29,27,2022-01-23T23:48:33Z,2060000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,29,27,2022-01-23T23:48:33Z,2070000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,out,[],1629678,,,1610612753,29,27,2022-01-23T23:48:33Z,2080000,,,0,,SUB out: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,out,[],1628972,,,1610612753,29,27,2022-01-23T23:48:33Z,2090000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,out,[],1629744,,,1610612753,29,27,2022-01-23T23:48:33Z,2100000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,out,[],1629076,,,1610612753,29,27,2022-01-23T23:48:33Z,2110000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,in,[],1629649,,,1610612753,29,27,2022-01-23T23:48:33Z,2120000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,29,27,2022-01-23T23:48:33Z,2130000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,29,27,2022-01-23T23:48:33Z,2140000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,in,[],1629632,,,1610612753,29,27,2022-01-23T23:48:33Z,2150000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,in,[],1630792,,,1610612753,29,27,2022-01-23T23:48:33Z,2160000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M26.00S,2022-01-23T23:47:23.2Z,2,REGULAR,substitution,in,[],202696,,,1610612753,29,27,2022-01-23T23:48:33Z,2170000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M07.00S,2022-01-23T23:49:12.2Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612753,29,27,2022-01-23T23:49:25Z,2180000,,,0,,C. White shooting personal FOUL (2 PF) (Carter Jr. 2 FT),"[1629632, 1628976]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,204059.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,
221,PT08M07.00S,2022-01-23T23:49:39.9Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,29,27,2022-01-23T23:49:39Z,2200000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M07.00S,2022-01-23T23:49:39.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,29,27,2022-01-23T23:49:39Z,2210000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,
223,PT08M07.00S,2022-01-23T23:49:56.4Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,30,27,2022-01-23T23:49:56Z,2220000,,,0,,W. Carter Jr. Free Throw 2 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
224,PT07M51.00S,2022-01-23T23:50:14.0Z,2,REGULAR,2pt,Jump Shot,[],201942,24.655059132720105,51.9607843137255,1610612741,30,29,2022-01-23T23:50:18Z,2230000,-10.0,179.0,1,left,D. DeRozan 17' pullup Jump Shot (18 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,17.96,Made,18.0,,,,,,,,,,,,,,,,,,
225,PT07M35.00S,2022-01-23T23:50:30.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,86.81011826544021,56.372549019607845,1610612753,30,29,2022-01-23T23:50:36Z,2240000,32.0,71.0,1,right,MISS C. Anthony 7' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,7.83,Missed,,,,,,,,,,,,,,,,,,,
226,PT07M31.00S,2022-01-23T23:50:34.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,30,29,2022-01-23T23:50:36Z,2250000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,225.0,2.0,2.0,0.0,,,,,,,,,,,,,,
227,PT07M24.00S,2022-01-23T23:50:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.601182654402102,50.245098039215684,1610612741,30,29,2022-01-23T23:50:46Z,2260000,-1.0,0.0,1,left,MISS N. Vucevic cutting Layup,[202696],1610612741.0,CHI,cutting,,,Vucevic,N. Vucevic,,,,,0.12,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M21.00S,2022-01-23T23:50:43.2Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,30,29,2022-01-23T23:50:46Z,2270000,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,227.0,5.0,3.0,2.0,,,,,,,,,,,,,,
229,PT07M21.00S,2022-01-23T23:50:43.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,5.590000152587891,50.0,1610612741,30,31,2022-01-23T23:50:48Z,2280000,0.0,0.0,1,left,N. Vucevic tip Layup (4 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
230,PT07M00.00S,2022-01-23T23:51:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629643,92.72339027595268,3.1862745098039214,1610612753,33,31,2022-01-23T23:51:08Z,2290000,-234.0,16.0,1,right,C. Okeke 3PT  (5 PTS) (I. Brazdeikis 1 AST),"[1629643, 1629649]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.46,Made,5.0,,,,,,,,,,,,,,,I. Brazdeikis,1629649.0,1.0,
232,PT06M47.00S,2022-01-23T23:51:20.7Z,2,REGULAR,turnover,traveling,[],202696,,,1610612741,33,31,2022-01-23T23:51:26Z,2310000,,,0,,N. Vucevic traveling TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,1201.0,,,,,1.0,,,,,,,,
233,PT06M35.00S,2022-01-23T23:51:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,91.14651773981603,53.18627450980392,1610612753,35,31,2022-01-23T23:51:50Z,2320000,16.0,31.0,1,right,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.46,Made,8.0,,,,,,,,,,,,,,,,,,
432,PT06M35.00S,2022-01-23T23:52:55.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,35,31,2022-01-24T00:44:37Z,2325000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M35.00S,2022-01-23T23:54:05.3Z,2,REGULAR,substitution,out,[],201942,,,1610612741,35,31,2022-01-23T23:54:21Z,2330000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M35.00S,2022-01-23T23:54:05.3Z,2,REGULAR,substitution,in,[],1629076,,,1610612741,35,31,2022-01-23T23:54:21Z,2340000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M22.00S,2022-01-23T23:54:52.7Z,2,REGULAR,3pt,Jump Shot,[],202696,26.49474375821288,81.37254901960785,1610612741,35,31,2022-01-23T23:54:59Z,2350000,-157.0,197.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
237,PT06M18.00S,2022-01-23T23:54:56.7Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,35,31,2022-01-23T23:54:59Z,2360000,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,236.0,3.0,2.0,1.0,,,,,,,,,,,,,,
238,PT06M09.00S,2022-01-23T23:55:06.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,92.46057818659659,50.0,1610612753,37,31,2022-01-23T23:55:11Z,2370000,0.0,18.0,1,right,W. Carter Jr. driving DUNK (3 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,1.84,Made,3.0,,,,,,,,,,,,,,,C. Anthony,1630175.0,2.0,
240,PT05M59.00S,2022-01-23T23:55:18.3Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,37,31,2022-01-23T23:55:27Z,2390000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,,,,,,,,1201.0,,,,,2.0,,,,,,,,
241,PT05M58.00S,2022-01-23T23:55:32.9Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612753,37,31,2022-01-23T23:55:32Z,2400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M48.00S,2022-01-23T23:55:47.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629649,66.96780551905388,72.05882352941177,1610612753,40,31,2022-01-23T23:55:53Z,2410000,110.0,258.0,1,right,I. Brazdeikis 28' 3PT pullup (3 PTS) (W. Carter Jr. 1 AST),"[1629649, 1628976]",1610612753.0,ORL,pullup,,,Brazdeikis,I. Brazdeikis,,,,,28.06,Made,3.0,,,,,,,,,,,,,,,W. Carter Jr.,1628976.0,1.0,
243,PT05M25.00S,2022-01-23T23:56:11.3Z,2,REGULAR,3pt,Jump Shot,[],1629632,33.327858081471746,25.49019607843137,1610612741,40,34,2022-01-23T23:56:17Z,2420000,123.0,261.0,1,left,C. White 28' 3PT  (10 PTS) (N. Vucevic 1 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,28.81,Made,10.0,,,,,,,,,,,,,,,N. Vucevic,202696.0,1.0,
245,PT05M02.00S,2022-01-23T23:56:34.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,85.3646517739816,40.68627450980392,1610612753,40,34,2022-01-23T23:56:40Z,2440000,-47.0,85.0,1,right,MISS C. Anthony 9' driving floating bank Shot,[1630175],1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,9.7,Missed,,,,,,,,,,,,,,,,,,,
246,PT04M59.00S,2022-01-23T23:56:37.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,34,2022-01-23T23:56:37Z,2450000,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,245.0,6.0,4.0,2.0,,,,,,,,,,,,,,
247,PT04M59.00S,2022-01-23T23:56:40.0Z,2,REGULAR,violation,kicked ball,[],1630532,,,1610612741,40,34,2022-01-23T23:58:29Z,2460000,,,0,,F. Wagner kicked ball VIOLATION,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,1201.0,,,,,,,,,,,,,
248,PT04M59.00S,2022-01-23T23:56:46.8Z,2,REGULAR,substitution,out,[],1630792,,,1610612741,40,34,2022-01-23T23:56:50Z,2470000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M59.00S,2022-01-23T23:56:46.8Z,2,REGULAR,substitution,in,[],201942,,,1610612741,40,34,2022-01-23T23:56:50Z,2480000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M45.00S,2022-01-23T23:57:14.7Z,2,REGULAR,foul,personal,['2freethrow'],1629649,,,1610612741,40,34,2022-01-23T23:57:28Z,2490000,,,0,,I. Brazdeikis shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1629649, 202696]",1610612753.0,ORL,shooting,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,1626302.0,1.0,0.0,Vucevic,202696.0,,,,,,,,,
252,PT04M45.00S,2022-01-23T23:57:37.1Z,2,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,40,34,2022-01-23T23:57:37Z,2510000,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M45.00S,2022-01-23T23:57:37.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,40,34,2022-01-23T23:57:37Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,
255,PT04M45.00S,2022-01-23T23:57:51.7Z,2,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,40,35,2022-01-23T23:57:51Z,2530000,,,0,,N. Vucevic Free Throw 2 of 2 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
256,PT04M32.00S,2022-01-23T23:58:07.5Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,40,35,2022-01-23T23:58:16Z,2540000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (2 PF),"[1628976, 1629076]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,204059.0,2.0,0.0,Cook,1629076.0,,,,,,,,,
258,PT04M32.00S,2022-01-23T23:58:07.5Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,40,35,2022-01-23T23:58:07Z,2560000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,204059.0,,,,,1.0,,,,,,,,
259,PT04M25.00S,2022-01-23T23:58:20.5Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612741,40,35,2022-01-23T23:58:20Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M13.00S,2022-01-23T23:58:57.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,14.4053876478318,52.69607843137255,1610612741,40,35,2022-01-23T23:59:01Z,2580000,-13.0,83.0,1,left,MISS N. Vucevic 8' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,8.4,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M11.00S,2022-01-23T23:58:59.7Z,2,REGULAR,rebound,offensive,[],1629076,,,1610612741,40,35,2022-01-23T23:58:59Z,2590000,,,0,,T. Cook REBOUND (Off:3 Def:4),[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,260.0,7.0,4.0,3.0,,,,,,,,,,,,,,
262,PT04M09.00S,2022-01-23T23:59:03.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,40,35,2022-01-23T23:59:12Z,2600000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,1201.0,,,,,,,,,,,,,
263,PT03M43.00S,2022-01-23T23:59:41.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628976,87.20433639947439,51.470588235294116,1610612753,42,35,2022-01-23T23:59:46Z,2610000,7.0,68.0,1,right,W. Carter Jr. 6' driving Hook (5 PTS) (C. Okeke 2 AST),"[1628976, 1629643]",1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,6.82,Made,5.0,,,,,,,,,,,,,,,C. Okeke,1629643.0,2.0,
