actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M20.00S,2022-04-05T23:12:12.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629650,94.40999984741211,50.0,1610612739,0,4,2022-04-05T23:12:28Z,170000,0.0,0.0,1,right,MISS M. Brown tip Layup,[1629650],1610612739.0,CLE,tip,,,Brown,M. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
18,PT10M20.00S,2022-04-05T23:12:12.7Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,0,4,2022-04-05T23:12:20Z,180000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M16.00S,2022-04-05T23:12:16.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628964,31.882391590013142,32.35294117647059,1610612753,3,4,2022-04-05T23:12:24Z,190000,88.0,247.0,1,left,M. Bamba 26' 3PT running (3 PTS) (J. Suggs 1 AST),"[1628964, 1630591]",1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,26.25,Made,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
21,PT10M00.00S,2022-04-05T23:12:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,75.64060446780552,8.823529411764707,1610612739,3,7,2022-04-05T23:12:37Z,210000,-206.0,176.0,1,right,I. Okoro 27' 3PT  (3 PTS) (D. Garland 1 AST),"[1630171, 1629636]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,27.12,Made,3.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
23,PT09M52.00S,2022-04-05T23:12:41.0Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,3,7,2022-04-05T23:12:48Z,230000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1629636]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,,
24,PT09M52.00S,2022-04-05T23:12:41.0Z,1,REGULAR,steal,,[],1629636,,,1610612739,3,7,2022-04-06T00:05:14Z,240000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2022-04-05T23:12:44.8Z,1,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612739,3,7,2022-04-05T23:12:56Z,250000,,,0,,M. Fultz shooting personal FOUL (1 PF) (LeVert 2 FT),"[1628365, 1627747]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,LeVert,1627747.0,,
27,PT09M50.00S,2022-04-05T23:13:13.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627747,,,1610612739,3,8,2022-04-05T23:13:13Z,270000,,,0,,C. LeVert Free Throw 1 of 2 (1 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
28,PT09M50.00S,2022-04-05T23:13:29.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627747,,,1610612739,3,9,2022-04-05T23:13:29Z,280000,,,0,,C. LeVert Free Throw 2 of 2 (2 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M32.00S,2022-04-05T23:13:50.1Z,1,REGULAR,2pt,Hook,[],1628964,6.783837056504599,27.205882352941174,1610612753,3,9,2022-04-05T23:13:59Z,290000,114.0,11.0,1,left,MISS M. Bamba 11' turnaround Hook,[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,11.46,Missed,,,,,,,,,,,,,,,,,,
30,PT09M29.00S,2022-04-05T23:13:53.1Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612739,3,9,2022-04-05T23:13:59Z,300000,,,0,,M. Brown REBOUND (Off:1 Def:3),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,29.0,4.0,3.0,1.0,,,,,,,,,,
31,PT09M15.00S,2022-04-05T23:14:07.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,69.46452036793693,78.18627450980392,1610612739,3,12,2022-04-05T23:14:12Z,310000,141.0,235.0,1,right,L. Markkanen 27' 3PT  (3 PTS) (D. Garland 2 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,27.36,Made,3.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,
33,PT09M01.00S,2022-04-05T23:14:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.5722733245729295,51.9607843137255,1610612753,3,12,2022-04-05T23:14:28Z,330000,-10.0,19.0,1,left,MISS J. Suggs cutting Layup,[1630591],1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,
34,PT08M59.00S,2022-04-05T23:14:22.0Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,3,12,2022-04-05T23:14:28Z,340000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT08M54.00S,2022-04-05T23:14:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,94.69448094612353,52.450980392156865,1610612739,3,14,2022-04-05T23:16:23Z,350000,12.0,-3.0,1,right,I. Okoro driving reverse Layup (5 PTS) (C. LeVert 2 AST),"[1630171, 1627747]",1610612739.0,CLE,driving reverse,,,Okoro,I. Okoro,,,,,1.26,Made,5.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,,,
37,PT08M54.00S,2022-04-05T23:14:37.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,3,14,2022-04-05T23:14:37Z,370000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M38.00S,2022-04-05T23:17:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630532,31.35676741130092,24.509803921568626,1610612753,3,14,2022-04-05T23:17:58Z,380000,127.0,242.0,1,left,MISS F. Wagner 27' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,
39,PT08M36.00S,2022-04-05T23:17:40.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,3,14,2022-04-05T23:17:49Z,390000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M16.00S,2022-04-05T23:17:59.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,82.7365308804205,47.794117647058826,1610612739,3,14,2022-04-05T23:18:04Z,400000,-11.0,110.0,1,right,MISS L. Markkanen 11' Hook,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,
41,PT08M14.00S,2022-04-05T23:18:01.6Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,3,14,2022-04-05T23:18:04Z,410000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT08M08.00S,2022-04-05T23:18:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,8.360709592641262,50.98039215686274,1610612753,5,14,2022-04-05T23:18:17Z,420000,-5.0,26.0,1,left,M. Fultz driving reverse Layup (2 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,2.66,Made,2.0,,,,,,,,,,,,,,,,,
43,PT07M48.00S,2022-04-05T23:18:27.8Z,1,REGULAR,turnover,lost ball,[],1629650,,,1610612739,5,14,2022-04-05T23:18:32Z,430000,,,0,,M. Brown lost ball TURNOVER (1 TO),"[1629650, 1628365]",1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,1.0,Fultz,1628365.0,,,,,,,
44,PT07M48.00S,2022-04-05T23:18:27.8Z,1,REGULAR,steal,,[],1628365,,,1610612753,5,14,2022-04-05T23:26:42Z,440000,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M40.00S,2022-04-05T23:18:35.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628365,21.895532194480946,52.69607843137255,1610612753,7,14,2022-04-05T23:18:42Z,450000,-13.0,153.0,1,left,M. Fultz 15' pullup Jump Shot (4 PTS) (F. Wagner 1 AST),"[1628365, 1630532]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,15.39,Made,4.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
47,PT07M26.00S,2022-04-05T23:18:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630171,87.07293035479631,94.6078431372549,1610612739,7,14,2022-04-05T23:18:55Z,470000,223.0,69.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.34,Missed,,,,,,,,,,,,,,,,,,
48,PT07M25.00S,2022-04-05T23:18:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,7,14,2022-04-05T23:18:55Z,480000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,
50,PT07M25.00S,2022-04-05T23:19:04.1Z,1,REGULAR,foul,personal,[],1628964,,,1610612739,7,14,2022-04-05T23:23:14Z,500000,,,0,,M. Bamba loose ball personal FOUL (1 PF),"[1628964, 1629650]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Brown,1629650.0,,
52,PT07M22.00S,2022-04-05T23:19:17.6Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,7,14,2022-04-05T23:19:25Z,520000,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1630591]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,
53,PT07M22.00S,2022-04-05T23:19:17.6Z,1,REGULAR,steal,,[],1630591,,,1610612753,7,14,2022-04-05T23:19:20Z,530000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M18.00S,2022-04-05T23:19:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,7.703679369250986,49.26470588235294,1610612753,9,14,2022-04-05T23:23:47Z,540000,4.0,20.0,1,left,F. Wagner running alley-oop Layup (2 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,running alley-oop,,,Wagner,F. Wagner,,,,,2.02,Made,2.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,,
56,PT07M04.00S,2022-04-05T23:19:34.6Z,1,REGULAR,2pt,Jump Shot,[],1629636,76.16622864651774,50.73529411764706,1610612739,9,14,2022-04-05T23:19:39Z,560000,4.0,172.0,1,right,MISS D. Garland 17' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,17.15,Missed,,,,,,,,,,,,,,,,,,
57,PT07M01.00S,2022-04-05T23:19:37.6Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,9,14,2022-04-05T23:19:39Z,570000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,
58,PT06M56.00S,2022-04-05T23:19:44.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,8.886333771353483,44.85294117647059,1610612753,9,14,2022-04-05T23:19:52Z,580000,26.0,31.0,1,left,MISS M. Fultz driving Layup - blocked,"[1628365, 1630171]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,4.03,Missed,,,,,,,,,,,,,,,,,Okoro,1630171.0
59,PT06M56.00S,2022-04-05T23:19:44.4Z,1,REGULAR,block,,[],1630171,,,1610612753,9,14,2022-04-05T23:19:47Z,590000,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2022-04-05T23:19:44.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,9,14,2022-04-05T23:19:52Z,600000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,
61,PT06M56.00S,2022-04-05T23:19:49.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,9,14,2022-04-05T23:19:55Z,610000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M56.00S,2022-04-05T23:19:49.3Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,9,14,2022-04-05T23:19:55Z,620000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2022-04-05T23:20:07.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,9,14,2022-04-05T23:20:07Z,630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M50.00S,2022-04-05T23:20:10.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628964,32.933639947437584,37.00980392156863,1610612753,12,14,2022-04-05T23:20:14Z,640000,65.0,257.0,1,left,M. Bamba 26' 3PT  (6 PTS) (F. Wagner 2 AST),"[1628964, 1630532]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.52,Made,6.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
66,PT06M33.00S,2022-04-05T23:20:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,91.27792378449409,48.03921568627451,1610612739,12,14,2022-04-05T23:20:33Z,660000,-10.0,29.0,1,right,MISS D. Garland driving Layup - blocked,"[1629636, 1629643]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,3.11,Missed,,,,,,,,,,,,,,,,,Okeke,1629643.0
67,PT06M33.00S,2022-04-05T23:20:27.1Z,1,REGULAR,block,,[],1629643,,,1610612739,12,14,2022-04-05T23:20:30Z,670000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M29.00S,2022-04-05T23:20:31.1Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,12,14,2022-04-05T23:20:33Z,680000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,66.0,2.0,2.0,0.0,,,,,,,,,,
69,PT06M24.00S,2022-04-05T23:20:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,10.33180026281209,53.18627450980392,1610612753,12,14,2022-04-05T23:20:48Z,690000,-16.0,45.0,1,left,MISS R. Hampton driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2022-04-05T23:20:38.8Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612739,12,14,2022-04-05T23:20:48Z,700000,,,0,,M. Brown REBOUND (Off:1 Def:4),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,69.0,5.0,4.0,1.0,,,,,,,,,,
71,PT06M19.00S,2022-04-05T23:20:41.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,68.9388961892247,23.774509803921568,1610612739,12,17,2022-04-05T23:20:54Z,710000,-131.0,239.0,1,right,L. Markkanen 27' 3PT running (6 PTS) (D. Garland 3 AST),"[1628374, 1629636]",1610612739.0,CLE,running,,,Markkanen,L. Markkanen,,,,,27.3,Made,6.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,
73,PT05M58.00S,2022-04-05T23:21:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628964,32.53942181340342,39.46078431372549,1610612753,15,17,2022-04-05T23:21:06Z,730000,53.0,253.0,1,left,M. Bamba 25' 3PT  (9 PTS) (M. Fultz 1 AST),"[1628964, 1628365]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.88,Made,9.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
75,PT05M39.00S,2022-04-05T23:21:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,95.0886990801577,49.01960784313725,1610612739,15,19,2022-04-05T23:21:27Z,750000,-5.0,-6.0,1,right,C. LeVert driving Layup (4 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,0.8,Made,4.0,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2022-04-05T23:21:40.7Z,1,REGULAR,3pt,Jump Shot,[],1628964,32.802233902759525,39.21568627450981,1610612753,18,19,2022-04-05T23:21:44Z,760000,54.0,256.0,1,left,M. Bamba 26' 3PT  (12 PTS) (M. Fultz 2 AST),"[1628964, 1628365]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.14,Made,12.0,M. Fultz,1628365.0,2.0,,,,,,,,,,,,,,
78,PT05M12.00S,2022-04-05T23:21:49.9Z,1,REGULAR,foul,personal,[],1630181,,,1610612739,18,19,2022-04-05T23:22:32Z,780000,,,0,,R. Hampton take personal FOUL (1 PF),"[1630181, 1629636]",1610612753.0,ORL,take,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Garland,1629636.0,,
80,PT05M12.00S,2022-04-05T23:22:00.2Z,1,REGULAR,substitution,out,[],1628365,,,1610612739,18,19,2022-04-05T23:22:19Z,800000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2022-04-05T23:22:00.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612739,18,19,2022-04-05T23:22:19Z,810000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M12.00S,2022-04-05T23:22:00.2Z,1,REGULAR,substitution,out,[],1629650,,,1610612739,18,19,2022-04-05T23:22:19Z,820000,,,0,,SUB out: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2022-04-05T23:22:00.2Z,1,REGULAR,substitution,in,[],1629649,,,1610612739,18,19,2022-04-05T23:22:19Z,830000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2022-04-05T23:22:00.2Z,1,REGULAR,substitution,in,[],1629962,,,1610612739,18,19,2022-04-05T23:22:19Z,840000,,,0,,SUB in: D. Cannady,[1629962],1610612753.0,ORL,,,,Cannady,D. Cannady,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M12.00S,2022-04-05T23:22:00.2Z,1,REGULAR,substitution,in,[],201567,,,1610612739,18,19,2022-04-05T23:22:19Z,850000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M54.00S,2022-04-05T23:22:42.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,80.3712220762155,51.225490196078425,1610612739,18,21,2022-04-05T23:23:03Z,860000,6.0,132.0,1,right,K. Love 13' fadeaway Jump Shot (2 PTS),[201567],1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,13.21,Made,2.0,,,,,,,,,,,,,,,,,
87,PT04M42.00S,2022-04-05T23:22:54.4Z,1,REGULAR,3pt,Jump Shot,[],1629643,23.209592641261498,85.04901960784314,1610612753,18,21,2022-04-05T23:23:05Z,870000,-175.0,166.0,1,left,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,
88,PT04M42.00S,2022-04-05T23:22:54.4Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,18,21,2022-04-05T23:23:05Z,880000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,87.0,3.0,2.0,1.0,,,,,,,,,,
89,PT04M36.00S,2022-04-05T23:23:01.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630181,33.327858081471746,50.73529411764706,1610612753,18,21,2022-04-05T23:23:08Z,890000,-4.0,261.0,1,left,MISS R. Hampton 26' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,
90,PT04M32.00S,2022-04-05T23:23:05.0Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,21,2022-04-05T23:23:08Z,900000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,
91,PT04M15.00S,2022-04-05T23:23:22.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,86.81011826544021,96.32352941176471,1610612739,18,21,2022-04-05T23:23:27Z,910000,232.0,71.0,1,right,MISS L. Markkanen 24' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,
92,PT04M11.00S,2022-04-05T23:23:26.3Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,18,21,2022-04-05T23:23:27Z,920000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
