actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
367,PT10M30.00S,2021-11-11T01:24:04.6Z,3,REGULAR,foul,personal,['2freethrow'],203925,,,1610612753,53,65,2021-11-11T01:24:31Z,3580000,,,0,,J. Harris shooting personal FOUL (2 PF) (Suggs 2 FT),"[203925, 1630591]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Suggs,1630591.0,,,
369,PT10M30.00S,2021-11-11T01:24:33.4Z,3,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,53,65,2021-11-11T01:24:33Z,3600000,,,0,,MISS J. Suggs Free Throw 1 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,Missed,,,,,,,,,,,,,,,
370,PT10M30.00S,2021-11-11T01:24:33.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,53,65,2021-11-11T01:24:33Z,3610000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,
371,PT10M30.00S,2021-11-11T01:24:49.7Z,3,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,54,65,2021-11-11T01:24:49Z,3620000,,,0,,J. Suggs Free Throw 2 of 2 (7 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
372,PT10M16.00S,2021-11-11T01:25:34.9Z,3,REGULAR,jumpball,recovered,[],1628964,,,1610612751,54,65,2021-11-11T01:25:35Z,3630000,,,0,,Jump Ball W. Carter Jr. vs. K. Durant: Tip to M. Bamba,"[1628964, 1628976, 201142]",1610612753.0,ORL,heldball,M. Bamba,1628964.0,Bamba,M. Bamba,Carter Jr.,1628976.0,Durant,201142.0,,,,,,,,,,,,,,,,,,,,
375,PT10M16.00S,2021-11-11T01:25:34.9Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612751,54,65,2021-11-11T01:33:34Z,3660000,,,0,,K. Durant lost ball TURNOVER (6 TO),"[201142, 1630532]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,6.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
376,PT10M16.00S,2021-11-11T01:25:34.9Z,3,REGULAR,steal,,[],1630532,,,1610612753,54,65,2021-11-11T01:33:34Z,3670000,,,0,,F. Wagner STEAL (4 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
377,PT10M08.00S,2021-11-11T01:25:42.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,69.33311432325887,73.2843137254902,1610612753,54,65,2021-11-11T01:25:47Z,3680000,116.0,236.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,26.3,Missed,,,,,,,,,,,,,,,
378,PT10M05.00S,2021-11-11T01:25:45.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,54,65,2021-11-11T01:25:47Z,3690000,,,0,,J. Harden REBOUND (Off:0 Def:10),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,377.0,10.0,10.0,0.0,,,,,,,,,,,
379,PT09M58.00S,2021-11-11T01:25:52.2Z,3,REGULAR,3pt,Jump Shot,[],203925,7.30946123521682,3.1862745098039214,1610612751,54,68,2021-11-11T01:25:59Z,3700000,234.0,16.0,1,left,J. Harris 3PT  (6 PTS) (B. Brown 2 AST),"[203925, 1628971]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,23.47,Made,,,,,,,6.0,,,,,,B. Brown,1628971.0,2.0
381,PT09M49.00S,2021-11-11T01:26:03.9Z,3,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,54,68,2021-11-11T01:26:16Z,3720000,,,0,,J. Suggs bad pass out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,bad pass,,,Suggs,J. Suggs,,,,,1.0,,,,,,,,,,,,1628171.0,,,,,,,
382,PT09M32.00S,2021-11-11T01:26:29.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,7.966491458607096,58.57843137254902,1610612751,54,70,2021-11-11T01:26:42Z,3730000,-43.0,22.0,1,left,K. Durant fadeaway Jump Shot (20 PTS) (B. Griffin 2 AST),"[201142, 201933]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,4.84,Made,,,,,,,20.0,,,,,,B. Griffin,201933.0,2.0
384,PT09M17.00S,2021-11-11T01:26:48.2Z,3,REGULAR,foul,offensive,[],1630532,,,1610612753,54,70,2021-11-11T01:26:58Z,3750000,,,0,,F. Wagner charge offensive FOUL (2 PF),"[1630532, 201933]",1610612753.0,ORL,charge,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Griffin,201933.0,,,
386,PT09M17.00S,2021-11-11T01:26:48.2Z,3,REGULAR,turnover,offensive foul,[],1630532,,,1610612753,54,70,2021-11-11T01:26:48Z,3770000,,,0,,F. Wagner offensive foul TURNOVER (3 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,3.0,,,,,,,,,,,,1628171.0,,,,,,,
387,PT09M03.00S,2021-11-11T01:27:15.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201935,7.5722733245729295,2.941176470588235,1610612751,54,70,2021-11-11T01:29:50Z,3780000,235.0,19.0,1,left,MISS J. Harden step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,23.6,Missed,,,,,,,,,,,,,,,
388,PT08M58.00S,2021-11-11T01:27:20.0Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,54,70,2021-11-11T01:27:22Z,3790000,,,0,,C. Anthony REBOUND (Off:0 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,387.0,5.0,5.0,0.0,,,,,,,,,,,
389,PT08M56.00S,2021-11-11T01:27:23.2Z,3,REGULAR,turnover,lost ball,[],1630175,,,1610612753,54,70,2021-11-11T01:27:28Z,3800000,,,0,,C. Anthony lost ball TURNOVER (4 TO),"[1630175, 1628971]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,4.0,Brown,1628971.0,,,,,,,,,,,,,,,,,
390,PT08M56.00S,2021-11-11T01:27:23.2Z,3,REGULAR,steal,,[],1628971,,,1610612751,54,70,2021-11-11T01:27:25Z,3810000,,,0,,B. Brown STEAL (2 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M50.00S,2021-11-11T01:27:29.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,10.068988173455978,51.71568627450981,1610612751,54,70,2021-11-11T01:27:47Z,3820000,-9.0,42.0,1,left,MISS B. Brown driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,,,,4.3,Missed,,,,,,,,,,,,,,,
392,PT08M47.00S,2021-11-11T01:27:31.6Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,54,70,2021-11-11T01:27:31Z,3830000,,,0,,F. Wagner REBOUND (Off:3 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,391.0,5.0,2.0,3.0,,,,,,,,,,,
393,PT08M32.00S,2021-11-11T01:27:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,91.93495400788436,45.83333333333333,1610612753,56,70,2021-11-11T01:27:51Z,3840000,-21.0,23.0,1,right,W. Carter Jr. alley-oop Layup (9 PTS) (J. Suggs 4 AST),"[1628976, 1630591]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,,,,3.12,Made,,,,,,,9.0,,,,,,J. Suggs,1630591.0,4.0
395,PT08M10.00S,2021-11-11T01:28:07.6Z,3,REGULAR,2pt,Jump Shot,[],201142,20.45006570302234,61.029411764705884,1610612751,56,72,2021-11-11T01:28:30Z,3860000,-55.0,140.0,1,left,K. Durant 15' step back Jump Shot (22 PTS),[201142],1610612751.0,BKN,step back,,,Durant,K. Durant,,,,,,,,15.02,Made,,,,,,,22.0,,,,,,,,
396,PT07M54.00S,2021-11-11T01:28:24.4Z,3,REGULAR,3pt,Jump Shot,[],1628964,67.23061760840999,66.42156862745098,1610612753,59,72,2021-11-11T01:28:34Z,3870000,82.0,256.0,1,right,M. Bamba 26' 3PT  (12 PTS) (C. Anthony 2 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,26.84,Made,,,,,,,12.0,,,,,,C. Anthony,1630175.0,2.0
398,PT07M31.00S,2021-11-11T01:28:50.8Z,3,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612751,59,72,2021-11-11T01:29:16Z,3890000,,,0,,J. Suggs shooting personal FOUL (3 PF) (Harden 2 FT),"[1630591, 201935]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Harden,201935.0,,,
400,PT07M31.00S,2021-11-11T01:29:17.6Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,59,73,2021-11-11T01:29:17Z,3910000,,,0,,J. Harden Free Throw 1 of 2 (14 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,,14.0,,,,,,,,
401,PT07M31.00S,2021-11-11T01:29:18.3Z,3,REGULAR,substitution,out,[],1630591,,,1610612751,59,73,2021-11-11T01:29:24Z,3920000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M31.00S,2021-11-11T01:29:18.3Z,3,REGULAR,substitution,in,[],203082,,,1610612751,59,73,2021-11-11T01:29:24Z,3930000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M31.00S,2021-11-11T01:29:36.3Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,59,74,2021-11-11T01:29:36Z,3940000,,,0,,J. Harden Free Throw 2 of 2 (15 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,,15.0,,,,,,,,
404,PT07M18.00S,2021-11-11T01:29:52.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,88.51839684625493,58.57843137254902,1610612753,59,74,2021-11-11T01:30:02Z,3950000,43.0,55.0,1,right,MISS C. Anthony 7' driving bank Hook,[1630175],1610612753.0,ORL,driving bank,,,Anthony,C. Anthony,,,,,,,,7.01,Missed,,,,,,,,,,,,,,,
405,PT07M15.00S,2021-11-11T01:29:55.9Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,59,74,2021-11-11T01:30:02Z,3960000,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,404.0,3.0,3.0,0.0,,,,,,,,,,,
406,PT07M09.00S,2021-11-11T01:30:02.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,6.915243101182654,45.588235294117645,1610612751,59,74,2021-11-11T01:30:07Z,3970000,22.0,13.0,1,left,MISS B. Brown Layup,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,2.54,Missed,,,,,,,,,,,,,,,
407,PT07M06.00S,2021-11-11T01:30:05.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,59,74,2021-11-11T01:30:07Z,3980000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,406.0,5.0,3.0,2.0,,,,,,,,,,,
408,PT06M57.00S,2021-11-11T01:30:20.4Z,3,REGULAR,foul,personal,[],201935,,,1610612753,59,74,2021-11-11T01:30:29Z,3990000,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1628976]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Carter Jr.,1628976.0,,,
410,PT06M57.00S,2021-11-11T01:30:30.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,59,74,2021-11-11T01:30:30Z,4010000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M57.00S,2021-11-11T01:32:54.3Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,59,74,2021-11-11T01:33:10Z,4020000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M57.00S,2021-11-11T01:32:54.3Z,3,REGULAR,substitution,in,[],1629643,,,1610612753,59,74,2021-11-11T01:33:10Z,4030000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M47.00S,2021-11-11T01:33:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203082,90.75229960578186,58.08823529411765,1610612753,59,74,2021-11-11T01:39:04Z,4040000,40.0,34.0,1,right,MISS T. Ross driving Layup,[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,,,,5.31,Missed,,,,,,,,,,,,,,,
414,PT06M46.00S,2021-11-11T01:33:36.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,59,74,2021-11-11T01:36:36Z,4050000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,
417,PT06M46.00S,2021-11-11T01:33:43.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,59,74,2021-11-11T01:33:43Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M35.00S,2021-11-11T01:34:01.6Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,59,74,2021-11-11T01:34:05Z,4090000,,,0,,C. Anthony bad pass TURNOVER (5 TO),"[1630175, 201935]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,5.0,Harden,201935.0,,,,,,,,,,,,,,,,,
419,PT06M35.00S,2021-11-11T01:34:01.6Z,3,REGULAR,steal,,[],201935,,,1610612751,59,74,2021-11-11T01:34:03Z,4100000,,,0,,J. Harden STEAL (2 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M22.00S,2021-11-11T01:34:14.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201933,18.74178712220762,6.862745098039216,1610612751,59,74,2021-11-11T01:34:19Z,4110000,216.0,124.0,1,left,MISS B. Griffin 24' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,24.87,Missed,,,,,,,,,,,,,,,
421,PT06M18.00S,2021-11-11T01:34:18.4Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,59,74,2021-11-11T01:34:19Z,4120000,,,0,,C. Anthony REBOUND (Off:0 Def:6),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,420.0,6.0,6.0,0.0,,,,,,,,,,,
422,PT06M13.00S,2021-11-11T01:34:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,89.43823915900131,43.872549019607845,1610612753,61,74,2021-11-11T01:34:34Z,4130000,-31.0,47.0,1,right,C. Anthony driving floating Jump Shot (6 PTS),[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,,,,5.59,Made,,,,,,,6.0,,,,,,,,
423,PT05M56.00S,2021-11-11T01:34:39.5Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,61,74,2021-11-11T01:34:43Z,4140000,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 1630532]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,5.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
424,PT05M56.00S,2021-11-11T01:34:39.5Z,3,REGULAR,steal,,[],1630532,,,1610612753,61,74,2021-11-11T01:34:41Z,4150000,,,0,,F. Wagner STEAL (5 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M53.00S,2021-11-11T01:34:43.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,92.9862023653088,50.73529411764706,1610612753,63,74,2021-11-11T01:34:50Z,4160000,4.0,13.0,1,right,F. Wagner running DUNK (10 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,,,,1.39,Made,,,,,,,10.0,,,,,,,,
426,PT05M24.00S,2021-11-11T01:35:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,13.87976346911958,52.94117647058824,1610612751,63,74,2021-11-11T01:35:18Z,4170000,-15.0,78.0,1,left,MISS J. Harden 7' driving Layup,[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,7.94,Missed,,,,,,,,,,,,,,,
427,PT05M21.00S,2021-11-11T01:35:15.3Z,3,REGULAR,rebound,offensive,[],201935,,,1610612751,63,74,2021-11-11T01:35:18Z,4180000,,,0,,J. Harden REBOUND (Off:1 Def:10),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,426.0,11.0,10.0,1.0,,,,,,,,,,,
428,PT05M20.00S,2021-11-11T01:35:15.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,9.543363994743759,46.568627450980394,1610612751,63,76,2021-11-11T01:35:22Z,4190000,17.0,37.0,1,left,J. Harden putback Layup (17 PTS),[201935],1610612751.0,BKN,putback,,,Harden,J. Harden,,,,,,,,4.1,Made,,,,,,,17.0,,,,,,,,
429,PT05M12.00S,2021-11-11T01:35:25.8Z,3,REGULAR,turnover,lost ball,[],203082,,,1610612753,63,76,2021-11-11T01:36:08Z,4200000,,,0,,T. Ross lost ball TURNOVER (1 TO),"[203082, 1628971]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,1.0,Brown,1628971.0,,,,,,,,,,,,,,,,,
430,PT05M12.00S,2021-11-11T01:35:25.8Z,3,REGULAR,steal,,[],1628971,,,1610612751,63,76,2021-11-11T01:35:28Z,4210000,,,0,,B. Brown STEAL (3 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M11.00S,2021-11-11T01:35:30.8Z,3,REGULAR,foul,personal,[],203082,,,1610612751,63,76,2021-11-11T01:41:05Z,4220000,,,0,,T. Ross take personal FOUL (1 PF),"[203082, 203925]",1610612753.0,ORL,take,,,Ross,T. Ross,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Harris,203925.0,,,
433,PT05M11.00S,2021-11-11T01:35:35.9Z,3,REGULAR,substitution,out,[],1630532,,,1610612751,63,76,2021-11-11T01:35:52Z,4240000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M11.00S,2021-11-11T01:35:35.9Z,3,REGULAR,substitution,in,[],1629021,,,1610612751,63,76,2021-11-11T01:35:52Z,4270000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M11.00S,2021-11-11T01:35:35.9Z,3,REGULAR,substitution,in,[],200746,,,1610612751,63,76,2021-11-11T01:35:52Z,4280000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
475,PT05M11.00S,2021-11-11T01:35:35.9Z,3,REGULAR,substitution,out,[],201933,,,1610612751,63,76,2021-11-11T01:43:03Z,4295000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
540,PT05M11.00S,2021-11-11T01:35:35.9Z,3,REGULAR,substitution,out,[],1628971,,,1610612751,63,76,2021-11-11T01:52:26Z,4297500,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
541,PT05M11.00S,2021-11-11T01:35:35.9Z,3,REGULAR,substitution,in,[],201988,,,1610612751,63,76,2021-11-11T01:52:26Z,4298750,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M03.00S,2021-11-11T01:36:11.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200746,27.54599211563732,20.833333333333336,1610612751,63,76,2021-11-11T01:36:15Z,4300000,146.0,206.0,1,left,MISS L. Aldridge 25' 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,
440,PT04M58.00S,2021-11-11T01:36:16.2Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,63,76,2021-11-11T01:36:15Z,4310000,,,0,,C. Anthony REBOUND (Off:0 Def:7),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,439.0,7.0,7.0,0.0,,,,,,,,,,,
441,PT04M52.00S,2021-11-11T01:36:21.8Z,3,REGULAR,3pt,Jump Shot,[],1628964,67.88764783180025,30.392156862745097,1610612753,63,76,2021-11-11T01:36:26Z,4320000,-98.0,249.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,26.8,Missed,,,,,,,,,,,,,,,
442,PT04M49.00S,2021-11-11T01:36:24.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,63,76,2021-11-11T01:36:26Z,4330000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,441.0,4.0,4.0,0.0,,,,,,,,,,,
443,PT04M41.00S,2021-11-11T01:37:18.6Z,3,REGULAR,jumpball,recovered,[],1629643,,,1610612751,63,76,2021-11-11T01:37:18Z,4340000,,,0,,Jump Ball C. Anthony vs. J. Harden: Tip to C. Okeke,"[1629643, 1630175, 201935]",1610612753.0,ORL,heldball,C. Okeke,1629643.0,Okeke,C. Okeke,Anthony,1630175.0,Harden,201935.0,,,,,,,,,,,,,,,,,,,,
446,PT04M41.00S,2021-11-11T01:37:18.6Z,3,REGULAR,turnover,lost ball,[],201935,,,1610612751,63,76,2021-11-11T01:37:18Z,4370000,,,0,,J. Harden lost ball TURNOVER (6 TO),"[201935, 1630175]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,6.0,Anthony,1630175.0,,,,,,,,,,,,,,,,,
447,PT04M41.00S,2021-11-11T01:37:18.6Z,3,REGULAR,steal,,[],1630175,,,1610612753,63,76,2021-11-11T01:37:18Z,4380000,,,0,,C. Anthony STEAL (3 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M35.00S,2021-11-11T01:37:23.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629021,92.72339027595268,48.77450980392157,1610612753,65,76,2021-11-11T01:37:41Z,4390000,-6.0,16.0,1,right,M. Wagner running DUNK (2 PTS) (T. Ross 1 AST),"[1629021, 203082]",1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,,,,1.7,Made,,,,,,,2.0,,,,,,T. Ross,203082.0,1.0
450,PT04M21.00S,2021-11-11T01:37:38.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,16.770696452036795,37.745098039215684,1610612751,65,78,2021-11-11T01:46:21Z,4410000,61.0,105.0,1,left,K. Durant 12' pullup Jump Shot (24 PTS) (J. Harden 9 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,12.17,Made,,,,,,,24.0,,,,,,J. Harden,201935.0,9.0
518,PT04M08.00S,2021-11-11T01:37:46.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,93.38042049934296,57.107843137254896,1610612753,65,78,2021-11-11T01:51:10Z,4425000,36.0,10.0,1,right,MISS C. Okeke driving Layup - blocked,"[1629643, 200746]",1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,,,,3.68,Missed,,,,,Aldridge,200746.0,,,,,,,,,
519,PT04M08.00S,2021-11-11T01:37:46.8Z,3,REGULAR,block,,[],200746,,,1610612753,65,78,2021-11-11T01:51:10Z,4427500,,,0,,L. Aldridge BLOCK (1 BLK),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
520,PT04M07.00S,2021-11-11T01:37:47.8Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,65,78,2021-11-11T01:51:25Z,4428750,,,0,,M. Bamba REBOUND (Off:2 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,518.0,8.0,6.0,2.0,,,,,,,,,,,
454,PT04M04.00S,2021-11-11T01:38:05.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628964,94.40999984741211,50.0,1610612753,67,78,2021-11-11T01:51:37Z,4450000,0.0,0.0,1,right,M. Bamba tip DUNK (14 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,,,,0.0,Made,,,,,,,14.0,,,,,,,,
462,PT03M53.00S,2021-11-11T01:38:05.8Z,3,REGULAR,3pt,Jump Shot,[],203925,25.492772667542706,15.464154411764705,1610612751,67,81,2021-11-11T01:50:41Z,4455000,173.0,187.0,1,left,J. Harris 25' 3PT  (9 PTS) (J. Harden 10 AST),"[203925, 201935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,25.46,Made,,,,,,,9.0,,,,,,J. Harden,201935.0,10.0
455,PT03M36.00S,2021-11-11T01:38:23.3Z,3,REGULAR,2pt,Jump Shot,[],203082,83.52496714848883,71.81372549019608,1610612753,69,81,2021-11-11T01:55:23Z,4460000,109.0,102.0,1,right,T. Ross 14' pullup Jump Shot (12 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,14.96,Made,,,,,,,12.0,,,,,,,,
456,PT03M18.00S,2021-11-11T01:38:40.6Z,3,REGULAR,2pt,Jump Shot,[],201142,8.492115637319317,68.62745098039215,1610612751,69,83,2021-11-11T01:38:47Z,4470000,-93.0,27.0,1,left,K. Durant 9' fadeaway Jump Shot (26 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,9.7,Made,,,,,,,26.0,,,,,,,,
