actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
176,PT09M36.00S,2022-01-27T00:39:42.6Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,30,25,2022-01-27T00:39:45Z,1760000,,,0,,T. Ross REBOUND (Off:0 Def:3),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,
177,PT09M29.00S,2022-01-27T00:39:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630591,68.80749014454665,30.637254901960787,1610612753,33,25,2022-01-27T00:39:55Z,1770000,-97.0,241.0,1,right,J. Suggs 25' 3PT  (8 PTS) (M. Wagner 2 AST),"[1630591, 1629021]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Made,8.0,,,,,25.94,M. Wagner,1629021.0,2.0,,,,,,
179,PT09M08.00S,2022-01-27T00:40:10.5Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,33,25,2022-01-27T00:40:14Z,1790000,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1629643]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,
180,PT09M08.00S,2022-01-27T00:40:10.5Z,2,REGULAR,steal,,[],1629643,,,1610612753,33,25,2022-01-27T00:40:13Z,1800000,,,0,,C. Okeke STEAL (3 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M03.00S,2022-01-27T00:40:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629643,92.06636005256242,54.166666666666664,1610612753,35,25,2022-01-27T00:40:24Z,1810000,21.0,22.0,1,right,C. Okeke running Layup (2 PTS),[1629643],1610612753.0,ORL,running,,,Okeke,C. Okeke,,,,,,,,,,Made,2.0,,,,,3.03,,,,,,,,,
182,PT09M03.00S,2022-01-27T00:40:23.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612746,35,25,2022-01-27T00:40:23Z,1820000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M03.00S,2022-01-27T00:42:33.5Z,2,REGULAR,substitution,out,[],1630591,,,1610612746,35,25,2022-01-27T00:43:05Z,1830000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M03.00S,2022-01-27T00:42:33.5Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,35,25,2022-01-27T00:43:05Z,1840000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M03.00S,2022-01-27T00:42:33.5Z,2,REGULAR,substitution,in,[],1630532,,,1610612746,35,25,2022-01-27T00:43:05Z,1850000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M03.00S,2022-01-27T00:42:33.5Z,2,REGULAR,substitution,in,[],1629611,,,1610612746,35,25,2022-01-27T00:43:05Z,1860000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M42.00S,2022-01-27T00:43:34.7Z,2,REGULAR,turnover,out-of-bounds,[],1630527,,,1610612746,35,25,2022-01-27T00:44:00Z,1870000,,,0,,B. Boston Jr. bad pass out-of-bounds TURNOVER (1 TO),[1630527],1610612746.0,LAC,bad pass,,,Boston Jr.,B. Boston Jr.,,,,,1627541.0,,,,,,,,,,,,,,,1.0,,,,,
188,PT08M28.00S,2022-01-27T00:44:06.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,92.06636005256242,45.83333333333333,1610612753,37,25,2022-01-27T00:44:11Z,1880000,-21.0,22.0,1,right,M. Wagner cutting Layup (2 PTS) (F. Wagner 1 AST),"[1629021, 1630532]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,,,,,,Made,2.0,,,,,3.03,F. Wagner,1630532.0,1.0,,,,,,
190,PT08M07.00S,2022-01-27T00:44:28.3Z,2,REGULAR,turnover,bad pass,[],202704,,,1610612746,37,25,2022-01-27T00:44:35Z,1900000,,,0,,R. Jackson bad pass TURNOVER (2 TO),"[202704, 1629021]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,2.0,Wagner,1629021.0,,,
191,PT08M07.00S,2022-01-27T00:44:28.3Z,2,REGULAR,steal,,[],1629021,,,1610612753,37,25,2022-01-27T00:44:35Z,1910000,,,0,,M. Wagner STEAL (2 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M57.00S,2022-01-27T00:44:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629643,92.72339027595268,53.431372549019606,1610612753,39,25,2022-01-27T00:44:45Z,1920000,17.0,16.0,1,right,C. Okeke cutting Layup (4 PTS) (F. Wagner 2 AST),"[1629643, 1630532]",1610612753.0,ORL,cutting,,,Okeke,C. Okeke,,,,,,,,,,Made,4.0,,,,,2.34,F. Wagner,1630532.0,2.0,,,,,,
194,PT07M34.00S,2022-01-27T00:45:01.3Z,2,REGULAR,3pt,Jump Shot,[],202704,33.69949080157687,31.395526960784316,1610612746,39,25,2022-01-27T00:45:09Z,1940000,93.0,264.0,1,left,MISS R. Jackson 28' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,Missed,,,,,,28.02,,,,,,,,,
195,PT07M30.00S,2022-01-27T00:45:05.3Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,39,25,2022-01-27T00:45:09Z,1950000,,,0,,T. Ross REBOUND (Off:0 Def:4),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,194.0,4.0,4.0,0.0,,,,,,,,,,
196,PT07M23.00S,2022-01-27T00:45:11.5Z,2,REGULAR,3pt,Jump Shot,[],1629643,70.64717477003943,20.34313725490196,1610612753,39,25,2022-01-27T00:45:16Z,1960000,-148.0,223.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,Missed,,,,,,26.81,,,,,,,,,
197,PT07M20.00S,2022-01-27T00:45:14.5Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,39,25,2022-01-27T00:45:16Z,1970000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,
198,PT07M14.00S,2022-01-27T00:45:21.3Z,2,REGULAR,3pt,Jump Shot,[],1628379,29.911300919842315,67.40196078431373,1610612746,39,28,2022-01-27T00:45:26Z,1980000,-87.0,229.0,1,left,L. Kennard 24' 3PT pullup (5 PTS),[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,Made,5.0,,,,,24.47,,,,,,,,,
199,PT07M01.00S,2022-01-27T00:45:33.9Z,2,REGULAR,3pt,Jump Shot,[],1629021,70.25295663600527,74.75490196078431,1610612753,39,28,2022-01-27T00:45:39Z,1990000,124.0,227.0,1,right,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,,,,25.87,,,,,,,,,
200,PT06M56.00S,2022-01-27T00:45:38.9Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,39,28,2022-01-27T00:45:39Z,2000000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,,,,,
201,PT06M51.00S,2022-01-27T00:45:43.9Z,2,REGULAR,3pt,Jump Shot,[],1630527,35.03613666228647,37.254901960784316,1610612746,39,31,2022-01-27T00:46:05Z,2010000,64.0,277.0,1,left,B. Boston Jr. 28' 3PT pullup (5 PTS),[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,Made,5.0,,,,,28.4,,,,,,,,,
202,PT06M49.00S,2022-01-27T00:45:55.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,39,31,2022-01-27T00:45:55Z,2020000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT06M49.00S,2022-01-27T00:47:30.6Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,39,31,2022-01-27T00:48:45Z,2030000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M49.00S,2022-01-27T00:47:30.6Z,2,REGULAR,substitution,out,[],203914,,,1610612753,39,31,2022-01-27T00:48:45Z,2040000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M49.00S,2022-01-27T00:47:30.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,39,31,2022-01-27T00:48:45Z,2050000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M49.00S,2022-01-27T00:47:30.6Z,2,REGULAR,substitution,in,[],1628964,,,1610612753,39,31,2022-01-27T00:48:45Z,2060000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M49.00S,2022-01-27T00:47:30.6Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,39,31,2022-01-27T00:48:45Z,2070000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M49.00S,2022-01-27T00:47:30.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,39,31,2022-01-27T00:48:45Z,2080000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M33.00S,2022-01-27T00:49:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,91.27792378449409,47.549019607843135,1610612753,41,31,2022-01-27T00:49:10Z,2090000,-12.0,29.0,1,right,T. Ross driving finger roll Layup (7 PTS),[203082],1610612753.0,ORL,driving finger roll,,,Ross,T. Ross,,,,,,,,,,Made,7.0,,,,,3.2,,,,,,,,,
210,PT06M14.00S,2022-01-27T00:49:20.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201586,12.434296977660972,47.05882352941176,1610612746,41,31,2022-01-27T00:49:26Z,2100000,15.0,64.0,1,left,MISS S. Ibaka 6' Hook,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,Missed,,,,,,6.61,,,,,,,,,
211,PT06M11.00S,2022-01-27T00:49:23.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,41,31,2022-01-27T00:49:26Z,2110000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,210.0,4.0,3.0,1.0,,,,,,,,,,
212,PT06M04.00S,2022-01-27T00:49:31.5Z,2,REGULAR,3pt,Jump Shot,[],203082,93.38042049934296,4.901960784313726,1610612753,41,31,2022-01-27T00:49:37Z,2120000,-225.0,10.0,1,right,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,Missed,,,,,,22.57,,,,,,,,,
213,PT06M00.00S,2022-01-27T00:49:35.5Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612746,41,31,2022-01-27T00:49:37Z,2130000,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,212.0,2.0,2.0,0.0,,,,,,,,,,
214,PT05M42.00S,2022-01-27T00:49:52.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,18.084756898817346,51.9607843137255,1610612746,41,33,2022-01-27T00:49:57Z,2140000,-10.0,117.0,1,left,L. Kennard 11' pullup Jump Shot (7 PTS),[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,Made,7.0,,,,,11.79,,,,,,,,,
215,PT05M24.00S,2022-01-27T00:50:13.4Z,2,REGULAR,foul,personal,['2freethrow'],1630527,,,1610612753,41,33,2022-01-27T00:50:20Z,2150000,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Bamba 2 FT),"[1630527, 1628964]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,1627541.0,1.0,0.0,Bamba,1628964.0,,,,,,,,,,,,,,,,
217,PT05M24.00S,2022-01-27T00:50:36.8Z,2,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,42,33,2022-01-27T00:50:36Z,2170000,,,0,,M. Bamba Free Throw 1 of 2 (1 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
218,PT05M24.00S,2022-01-27T00:50:52.1Z,2,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,43,33,2022-01-27T00:50:52Z,2180000,,,0,,M. Bamba Free Throw 2 of 2 (2 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
219,PT05M12.00S,2022-01-27T00:51:08.8Z,2,REGULAR,foul,personal,[],1630175,,,1610612746,43,33,2022-01-27T00:51:18Z,2190000,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1628379]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,200834.0,1.0,0.0,Kennard,1628379.0,,,,,,,,,,,,,,,,
221,PT05M12.00S,2022-01-27T00:51:17.0Z,2,REGULAR,substitution,out,[],203082,,,1610612746,43,33,2022-01-27T00:51:26Z,2210000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT05M12.00S,2022-01-27T00:51:17.0Z,2,REGULAR,substitution,out,[],201586,,,1610612746,43,33,2022-01-27T00:51:26Z,2220000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M12.00S,2022-01-27T00:51:17.0Z,2,REGULAR,substitution,in,[],1630591,,,1610612746,43,33,2022-01-27T00:51:26Z,2230000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M12.00S,2022-01-27T00:51:17.0Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,43,33,2022-01-27T00:51:26Z,2240000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT05M08.00S,2022-01-27T00:51:38.1Z,2,REGULAR,2pt,Jump Shot,[],202704,21.632720105124836,28.921568627450984,1610612746,43,35,2022-01-27T00:51:43Z,2250000,105.0,151.0,1,left,R. Jackson 18' pullup Jump Shot (2 PTS) (L. Kennard 1 AST),"[202704, 1628379]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,,,,,,Made,2.0,,,,,18.4,L. Kennard,1628379.0,1.0,,,,,,
226,PT04M50.00S,2022-01-27T00:51:55.7Z,2,REGULAR,3pt,Jump Shot,[],1630591,72.48685939553219,15.931372549019606,1610612753,43,35,2022-01-27T00:52:00Z,2260000,-170.0,206.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Missed,,,,,,26.74,,,,,,,,,
227,PT04M47.00S,2022-01-27T00:51:58.7Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,43,35,2022-01-27T00:52:00Z,2270000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,226.0,1.0,1.0,0.0,,,,,,,,,,
228,PT04M41.00S,2022-01-27T00:52:04.5Z,2,REGULAR,2pt,Jump Shot,[],202704,22.552562417871222,70.83333333333334,1610612746,43,35,2022-01-27T00:52:10Z,2280000,-104.0,159.0,1,left,MISS R. Jackson 19' step back Shot,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,,,Missed,,,,,,19.05,,,,,,,,,
229,PT04M39.00S,2022-01-27T00:52:06.5Z,2,REGULAR,rebound,offensive,[],1627826,,,1610612746,43,35,2022-01-27T00:52:10Z,2290000,,,0,,I. Zubac REBOUND (Off:1 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,228.0,5.0,4.0,1.0,,,,,,,,,,
230,PT04M39.00S,2022-01-27T00:52:09.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,43,35,2022-01-27T00:52:34Z,2300000,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,,,,,,Missed,,,,,,0.0,,,,,,,,,
231,PT04M39.00S,2022-01-27T00:52:09.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,43,35,2022-01-27T00:52:34Z,2310000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,
232,PT04M39.00S,2022-01-27T00:52:14.0Z,2,REGULAR,foul,personal,[],1628964,,,1610612746,43,35,2022-01-27T00:52:20Z,2320000,,,0,,M. Bamba loose ball personal FOUL (1 PF),"[1628964, 1627826]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,200834.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,,,,,,,,
234,PT04M39.00S,2022-01-27T00:52:22.3Z,2,REGULAR,substitution,out,[],202704,,,1610612746,43,35,2022-01-27T00:52:35Z,2340000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT04M39.00S,2022-01-27T00:52:22.3Z,2,REGULAR,substitution,out,[],1630527,,,1610612746,43,35,2022-01-27T00:52:35Z,2350000,,,0,,SUB out: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT04M39.00S,2022-01-27T00:52:22.3Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,43,35,2022-01-27T00:52:35Z,2360000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M39.00S,2022-01-27T00:52:22.3Z,2,REGULAR,substitution,in,[],1629599,,,1610612746,43,35,2022-01-27T00:52:35Z,2370000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M39.00S,2022-01-27T00:52:22.3Z,2,REGULAR,substitution,in,[],201587,,,1610612746,43,35,2022-01-27T00:52:35Z,2380000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT04M39.00S,2022-01-27T00:52:22.3Z,2,REGULAR,substitution,in,[],202339,,,1610612746,43,35,2022-01-27T00:52:35Z,2390000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M34.00S,2022-01-27T00:52:44.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201587,19.92444152431012,4.901960784313726,1610612746,43,38,2022-01-27T00:52:53Z,2400000,225.0,135.0,1,left,N. Batum 26' 3PT  (9 PTS) (A. Coffey 3 AST),"[201587, 1629599]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,Made,9.0,,,,,26.27,A. Coffey,1629599.0,3.0,,,,,,
243,PT04M17.00S,2022-01-27T00:53:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,83.13074901445466,41.17647058823529,1610612753,43,38,2022-01-27T00:53:09Z,2420000,-44.0,106.0,1,right,MISS W. Carter Jr. 11' turnaround fadeaway Shot,[1628976],1610612753.0,ORL,turnaround fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Missed,,,,,,11.49,,,,,,,,,
244,PT04M14.00S,2022-01-27T00:53:04.4Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,43,38,2022-01-27T01:01:02Z,2430000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,243.0,3.0,3.0,0.0,,,,,,,,,,
245,PT04M09.00S,2022-01-27T00:53:10.0Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,43,38,2022-01-27T00:53:16Z,2440000,,,0,,E. Bledsoe bad pass TURNOVER (2 TO),"[202339, 1630532]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,2.0,Wagner,1630532.0,,,
246,PT04M09.00S,2022-01-27T00:53:10.0Z,2,REGULAR,steal,,[],1630532,,,1610612753,43,38,2022-01-27T00:58:01Z,2450000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M06.00S,2022-01-27T00:53:13.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630591,92.72339027595268,50.0,1610612753,45,38,2022-01-27T00:53:25Z,2460000,0.0,16.0,1,right,J. Suggs DUNK (10 PTS) (F. Wagner 3 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Made,10.0,,,,,1.59,F. Wagner,1630532.0,3.0,,,,,,
249,PT03M50.00S,2022-01-27T00:53:29.2Z,2,REGULAR,2pt,Jump Shot,[],202339,19.66162943495401,25.98039215686275,1610612746,45,38,2022-01-27T00:53:34Z,2480000,120.0,132.0,1,left,MISS E. Bledsoe 17' pullup Shot,[202339],1610612746.0,LAC,pullup,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,17.87,,,,,,,,,
250,PT03M46.00S,2022-01-27T00:53:33.2Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,45,38,2022-01-27T00:53:34Z,2490000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,249.0,2.0,2.0,0.0,,,,,,,,,,
251,PT03M42.00S,2022-01-27T00:53:37.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628964,93.11760840998686,49.26470588235294,1610612753,47,38,2022-01-27T00:53:47Z,2500000,-4.0,12.0,1,right,M. Bamba running DUNK (4 PTS) (F. Wagner 4 AST),"[1628964, 1630532]",1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,,,,,,Made,4.0,,,,,1.27,F. Wagner,1630532.0,4.0,,,,,,
253,PT03M21.00S,2022-01-27T00:53:58.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,14.273981603153747,47.549019607843135,1610612746,47,38,2022-01-27T00:54:04Z,2520000,12.0,82.0,1,left,MISS I. Zubac 8' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,Missed,,,,,,8.26,,,,,,,,,
254,PT03M17.00S,2022-01-27T00:54:02.3Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,47,38,2022-01-27T00:54:04Z,2530000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,253.0,3.0,3.0,0.0,,,,,,,,,,
255,PT03M11.00S,2022-01-27T00:54:08.6Z,2,REGULAR,turnover,lost ball,[],1630175,,,1610612753,47,38,2022-01-27T00:54:14Z,2540000,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1629611]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,1.0,Mann,1629611.0,,,
256,PT03M11.00S,2022-01-27T00:54:08.6Z,2,REGULAR,steal,,[],1629611,,,1610612746,47,38,2022-01-27T00:54:11Z,2550000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M07.00S,2022-01-27T00:54:12.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,7.178055190538765,47.30392156862745,1610612746,47,40,2022-01-27T00:54:20Z,2560000,13.0,15.0,1,left,T. Mann running Layup (5 PTS),[1629611],1610612746.0,LAC,running,,,Mann,T. Mann,,,,,,,,,,Made,5.0,,,,,2.02,,,,,,,,,
258,PT02M48.00S,2022-01-27T00:54:31.0Z,2,REGULAR,3pt,Jump Shot,[],1628964,86.94152431011827,95.34313725490196,1610612753,47,40,2022-01-27T00:54:36Z,2570000,227.0,70.0,1,right,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Missed,,,,,,23.73,,,,,,,,,
259,PT02M44.00S,2022-01-27T00:54:35.0Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,47,40,2022-01-27T00:54:36Z,2580000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,258.0,1.0,1.0,0.0,,,,,,,,,,
260,PT02M38.00S,2022-01-27T00:54:40.6Z,2,REGULAR,3pt,Jump Shot,[],1629599,29.122864651773984,71.32352941176471,1610612746,47,43,2022-01-27T00:54:51Z,2590000,-107.0,221.0,1,left,A. Coffey 24' 3PT  (7 PTS) (T. Mann 1 AST),"[1629599, 1629611]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,Made,7.0,,,,,24.56,T. Mann,1629611.0,1.0,,,,,,
