actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2021-12-31T00:10:48.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-31T00:10:48Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2021-12-31T00:10:53.1Z,1,REGULAR,jumpball,recovered,[],1628976,,,1610612753,0,0,2021-12-31T00:10:53Z,40000,,,0,,Jump Ball F. Gillespie vs. B. Portis: Tip to W. Carter Jr.,"[1628976, 1630273, 1626171]",1610612753.0,ORL,startperiod,W. Carter Jr.,1628976.0,Carter Jr.,W. Carter Jr.,Gillespie,1630273.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,
67,PT11M43.00S,2021-12-31T00:10:58.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,91.45860709592641,62.768075980392155,1610612753,0,0,2021-12-31T00:20:14Z,65000,64.0,28.0,1,right,MISS F. Wagner 6' driving Hook - blocked,"[1630532, 203507]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,6.96,Missed,Antetokounmpo,203507.0,,,,,,,,,,,,,,,,
68,PT11M43.00S,2021-12-31T00:10:58.6Z,1,REGULAR,block,,[],203507,,,1610612753,0,0,2021-12-31T00:20:14Z,67500,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
69,PT11M43.00S,2021-12-31T00:10:58.6Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,0,0,2021-12-31T00:20:14Z,68750,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
9,PT11M27.00S,2021-12-31T00:11:20.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,8.09789750328515,40.44117647058824,1610612749,0,2,2021-12-31T00:20:20Z,90000,48.0,24.0,1,left,J. Holiday bank Jump Shot (2 PTS) (G. Antetokounmpo 1 AST),"[201950, 203507]",1610612749.0,MIL,bank,,,Holiday,J. Holiday,,,,,5.33,Made,,,,,,,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,
11,PT11M10.00S,2021-12-31T00:11:37.8Z,1,REGULAR,2pt,Jump Shot,[],1628976,77.4802890932983,53.431372549019606,1610612753,2,2,2021-12-31T00:15:39Z,110000,17.0,159.0,1,right,W. Carter Jr. 16' Jump Shot (2 PTS) (G. Harris 1 AST),"[1628976, 203914]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,16.01,Made,,,,,,,2.0,G. Harris,203914.0,1.0,,,,,,,,
13,PT10M55.00S,2021-12-31T00:11:54.6Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,2,2,2021-12-31T00:17:03Z,130000,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 204025]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,1629174.0,1.0,0.0,Frazier,204025.0,,,
15,PT10M55.00S,2021-12-31T00:11:54.6Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,2,2,2021-12-31T00:11:54Z,150000,,,0,,G. Antetokounmpo offensive foul TURNOVER (1 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,1629174.0,,,,,1.0,,
16,PT10M30.00S,2021-12-31T00:12:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,89.43823915900131,55.392156862745104,1610612753,2,2,2021-12-31T00:12:34Z,160000,27.0,47.0,1,right,MISS G. Harris driving Layup,[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,5.4,Missed,,,,,,,,,,,,,,,,,,
17,PT10M27.00S,2021-12-31T00:12:31.5Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,2,2,2021-12-31T00:12:31Z,170000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT10M23.00S,2021-12-31T00:12:35.6Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,2,2,2021-12-31T00:16:06Z,180000,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1628976]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,2.0,Carter Jr.,1628976.0
19,PT10M23.00S,2021-12-31T00:12:35.6Z,1,REGULAR,steal,,[],1628976,,,1610612753,2,2,2021-12-31T00:16:01Z,190000,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M20.00S,2021-12-31T00:12:39.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203914,92.85479632063075,52.94117647058824,1610612753,4,2,2021-12-31T00:19:49Z,210000,15.0,15.0,1,right,G. Harris running finger roll Layup (2 PTS) (T. Frazier 1 AST),"[203914, 204025]",1610612753.0,ORL,running finger roll,,,Harris,G. Harris,,,,,2.08,Made,,,,,,,2.0,T. Frazier,204025.0,1.0,,,,,,,,
23,PT10M04.00S,2021-12-31T00:12:54.6Z,1,REGULAR,3pt,Jump Shot,[],203114,21.944809461235216,89.97395833333334,1610612749,4,5,2021-12-31T00:16:07Z,230000,-200.0,154.0,1,left,K. Middleton 25' 3PT pullup (3 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,25.22,Made,,,,,,,3.0,,,,,,,,,,,
24,PT09M49.00S,2021-12-31T00:13:09.7Z,1,REGULAR,2pt,Jump Shot,[],204025,76.95466491458606,53.67647058823529,1610612753,4,5,2021-12-31T00:13:16Z,240000,18.0,164.0,1,right,MISS T. Frazier 16' pullup Shot,[204025],1610612753.0,ORL,pullup,,,Frazier,T. Frazier,,,,,16.51,Missed,,,,,,,,,,,,,,,,,,
25,PT09M49.00S,2021-12-31T00:13:09.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,4,5,2021-12-31T00:13:16Z,250000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,
