actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
93,PT06M08.00S,2021-11-25T00:23:22.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,88.91261498028909,53.92156862745098,1610612766,11,7,2021-11-25T00:23:31Z,890000,20.0,52.0,1,right,M. Bridges alley-oop DUNK (2 PTS) (L. Ball 1 AST),"[1628970, 1630163]",1610612766.0,CHA,alley-oop,,,,,,,,,Bridges,M. Bridges,,,,5.53,Made,,,,,,,2.0,L. Ball,1630163.0,1.0,,,
95,PT05M56.00S,2021-11-25T00:23:36.5Z,1,REGULAR,3pt,Jump Shot,[],1628964,9.937582128777924,94.36274509803921,1610612753,14,7,2021-11-25T00:24:07Z,910000,-222.0,41.0,1,left,M. Bamba 3PT  (5 PTS) (G. Harris 1 AST),"[1628964, 203914]",1610612753.0,ORL,,,,,,,,,,Bamba,M. Bamba,,,,22.55,Made,,,,,,,5.0,G. Harris,203914.0,1.0,,,
97,PT05M41.00S,2021-11-25T00:23:49.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,71.30420499342969,22.30392156862745,1610612766,14,7,2021-11-25T00:37:25Z,930000,-138.0,217.0,1,right,MISS L. Ball 25' step back 3PT,[1630163],1610612766.0,CHA,step back,,,,,,,,,Ball,L. Ball,,,,25.76,Missed,,,,,,,,,,,,,
98,PT05M41.00S,2021-11-25T00:23:49.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,14,7,2021-11-25T00:37:25Z,940000,,,0,,F. Wagner REBOUND (Off:2 Def:2),[1630532],1610612753.0,ORL,,,,,,,,,,Wagner,F. Wagner,,,,,,97.0,4.0,2.0,2.0,,,,,,,,,
99,PT05M31.00S,2021-11-25T00:24:02.5Z,1,REGULAR,foul,personal,[],1626162,,,1610612753,14,7,2021-11-25T00:24:07Z,950000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1628964]",1610612766.0,CHA,,,,,,,204059.0,1.0,0.0,Oubre Jr.,K. Oubre Jr.,Bamba,1628964.0,,,,,,,,,,,,,,,,
101,PT05M31.00S,2021-11-25T00:24:09.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,14,7,2021-11-25T00:24:15Z,970000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,,,,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,
102,PT05M31.00S,2021-11-25T00:24:09.3Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,14,7,2021-11-25T00:24:15Z,980000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,,,,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,
103,PT05M18.00S,2021-11-25T00:24:36.5Z,1,REGULAR,3pt,Jump Shot,[],203914,15.325229960578188,1.4705882352941175,1610612753,14,7,2021-11-25T00:24:52Z,990000,243.0,92.0,1,left,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,,,,,,,Harris,G. Harris,,,,25.93,Missed,,,,,,,,,,,,,
104,PT05M14.00S,2021-11-25T00:24:40.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,14,7,2021-11-25T00:24:52Z,1000000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,,,,,,,Washington,P. Washington,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,
105,PT05M09.00S,2021-11-25T00:24:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,65.52233902759527,34.31372549019608,1610612766,14,10,2021-11-25T01:47:53Z,1010000,-78.0,272.0,1,right,L. Ball 28' 3PT  (6 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,28.27,Made,,,,,,,6.0,M. Bridges,1628970.0,2.0,,,
107,PT04M48.00S,2021-11-25T00:25:07.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.863994743758213,49.01960784313725,1610612753,16,10,2021-11-25T00:25:49Z,1030000,5.0,3.0,1,left,W. Carter Jr. driving DUNK (2 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,driving,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,0.55,Made,,,,,,,2.0,F. Wagner,1630532.0,1.0,,,
109,PT04M48.00S,2021-11-25T00:25:15.2Z,1,REGULAR,foul,personal,['1freethrow'],1628998,,,1610612753,16,10,2021-11-25T00:25:27Z,1050000,,,0,,C. Martin shooting personal FOUL (1 PF) (Carter Jr. 1 FT),"[1628998, 1628976]",1610612766.0,CHA,shooting,,,,,,202901.0,1.0,0.0,Martin,C. Martin,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,
111,PT04M48.00S,2021-11-25T00:25:44.5Z,1,REGULAR,freethrow,1 of 1,[],1628976,,,1610612753,17,10,2021-11-25T00:25:44Z,1070000,,,0,,W. Carter Jr. Free Throw 1 of 1 (3 PTS),[1628976],1610612753.0,ORL,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,,Made,,,,,,,3.0,,,,,,
112,PT04M37.00S,2021-11-25T00:25:58.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,90.09526938239159,50.245098039215684,1610612766,17,10,2021-11-25T00:27:05Z,1080000,1.0,41.0,1,right,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,,,,,,,Martin,C. Martin,,,,4.06,Missed,,,,,,,,,,,,,
113,PT04M37.00S,2021-11-25T00:25:58.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,17,10,2021-11-25T00:27:05Z,1090000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,
114,PT04M37.00S,2021-11-25T00:26:06.3Z,1,REGULAR,foul,personal,[],1628964,,,1610612766,17,10,2021-11-25T00:40:18Z,1100000,,,0,,M. Bamba loose ball personal FOUL (2 PF),"[1628964, 1629023]",1610612753.0,ORL,loose ball,,,,,,203177.0,2.0,0.0,Bamba,M. Bamba,Washington,1629023.0,,,,,,,,,,,,,,,,
116,PT04M37.00S,2021-11-25T00:26:14.0Z,1,REGULAR,substitution,out,[],1628964,,,1610612766,17,10,2021-11-25T00:26:23Z,1120000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,
117,PT04M37.00S,2021-11-25T00:26:14.0Z,1,REGULAR,substitution,in,[],1629643,,,1610612766,17,10,2021-11-25T00:26:23Z,1130000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,
118,PT04M27.00S,2021-11-25T00:26:31.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,92.06636005256242,51.9607843137255,1610612766,17,12,2021-11-25T00:27:15Z,1140000,10.0,22.0,1,right,L. Ball driving floating Jump Shot (8 PTS),[1630163],1610612766.0,CHA,driving floating,,,,,,,,,Ball,L. Ball,,,,2.42,Made,,,,,,,8.0,,,,,,
119,PT04M02.00S,2021-11-25T00:26:56.2Z,1,REGULAR,2pt,Jump Shot,[],1629643,24.917871222076215,28.676470588235293,1610612753,17,12,2021-11-25T00:27:26Z,1150000,107.0,182.0,1,left,MISS C. Okeke 21' pullup Shot,[1629643],1610612753.0,ORL,pullup,,,,,,,,,Okeke,C. Okeke,,,,21.07,Missed,,,,,,,,,,,,,
120,PT04M02.00S,2021-11-25T00:26:56.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,17,12,2021-11-25T00:27:26Z,1160000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,
121,PT03M50.00S,2021-11-25T00:27:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,90.09526938239159,50.0,1610612766,17,12,2021-11-25T00:27:34Z,1170000,0.0,41.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,,,,,,,Ball,L. Ball,,,,4.06,Missed,,,,,,,,,,,,,
122,PT03M49.00S,2021-11-25T00:27:10.6Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,17,12,2021-11-25T00:27:10Z,1180000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,
123,PT03M46.00S,2021-11-25T00:27:12.7Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612766,17,12,2021-11-25T00:27:39Z,1190000,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 203914]",1610612766.0,CHA,,,,,,,,,,Washington,P. Washington,,,1.0,,,,,,,,,,,,,Harris,203914.0,
124,PT03M46.00S,2021-11-25T00:27:12.7Z,1,REGULAR,steal,,[],203914,,,1610612753,17,12,2021-11-25T00:27:15Z,1200000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,,,,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,
125,PT03M43.00S,2021-11-25T00:27:15.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203914,5.995400788436268,49.01960784313725,1610612753,19,12,2021-11-25T00:27:54Z,1210000,5.0,4.0,1,left,G. Harris running DUNK (5 PTS),[203914],1610612753.0,ORL,running,,,,,,,,,Harris,G. Harris,,,,0.63,Made,,,,,,,5.0,,,,,,
126,PT03M38.00S,2021-11-25T00:27:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612766,19,12,2021-11-25T00:27:44Z,1220000,,,0,,F. Wagner shooting personal FOUL (2 PF) (Ball 2 FT),"[1630532, 1630163]",1610612753.0,ORL,shooting,,,,,,204059.0,2.0,0.0,Wagner,F. Wagner,Ball,1630163.0,,,,,,,,,,,,,,,,
128,PT03M38.00S,2021-11-25T00:27:55.0Z,1,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,19,13,2021-11-25T00:27:55Z,1240000,,,0,,L. Ball Free Throw 1 of 2 (9 PTS),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,Made,,,,,,,9.0,,,,,,
129,PT03M38.00S,2021-11-25T00:27:57.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612766,19,13,2021-11-25T00:28:02Z,1250000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,,,,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,
130,PT03M38.00S,2021-11-25T00:27:57.6Z,1,REGULAR,substitution,in,[],1628539,,,1610612766,19,13,2021-11-25T00:28:02Z,1260000,,,0,,SUB in: M. Mulder,[1628539],1610612753.0,ORL,,,,,,,,,,Mulder,M. Mulder,,,,,,,,,,,,,,,,,,
131,PT03M38.00S,2021-11-25T00:28:18.5Z,1,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,19,14,2021-11-25T00:28:18Z,1270000,,,0,,L. Ball Free Throw 2 of 2 (10 PTS),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,Made,,,,,,,10.0,,,,,,
132,PT03M18.00S,2021-11-25T00:28:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,7.966491458607096,52.94117647058824,1610612753,19,14,2021-11-25T00:42:35Z,1280000,-15.0,22.0,1,left,MISS R. Hampton driving Layup - blocked,"[1630181, 1629023]",1610612753.0,ORL,driving,,,,,,,,,Hampton,R. Hampton,,,,2.68,Missed,,,,,Washington,1629023.0,,,,,,,
133,PT03M18.00S,2021-11-25T00:28:39.8Z,1,REGULAR,block,,[],1629023,,,1610612753,19,14,2021-11-25T00:28:42Z,1290000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,
134,PT03M14.00S,2021-11-25T00:28:43.8Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,19,14,2021-11-25T00:28:54Z,1300000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,,,132.0,3.0,2.0,1.0,,,,,,,,,
135,PT03M13.00S,2021-11-25T00:28:44.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,6.438896189224705,51.57398897058824,1610612753,21,14,2021-11-25T00:43:15Z,1310000,-8.0,8.0,1,left,W. Carter Jr. putback DUNK (5 PTS),[1628976],1610612753.0,ORL,putback,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,1.12,Made,,,,,,,5.0,,,,,,
137,PT03M02.00S,2021-11-25T00:28:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,91.01511169513797,54.166666666666664,1610612766,21,14,2021-11-25T00:29:03Z,1330000,21.0,32.0,1,right,MISS K. Oubre Jr. driving floating Shot,[1626162],1610612766.0,CHA,driving floating,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,3.82,Missed,,,,,,,,,,,,,
138,PT03M02.00S,2021-11-25T00:28:55.7Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,21,14,2021-11-25T00:29:03Z,1340000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,,,,,,,Hampton,R. Hampton,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,
139,PT02M53.00S,2021-11-25T00:29:04.3Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.14520367936925,48.77450980392157,1610612753,21,14,2021-11-25T00:29:09Z,1350000,6.0,250.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,24.98,Missed,,,,,,,,,,,,,
140,PT02M50.00S,2021-11-25T00:29:07.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,21,14,2021-11-25T00:29:09Z,1360000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,139.0,3.0,3.0,0.0,,,,,,,,,
141,PT02M45.00S,2021-11-25T00:29:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,73.14388961892247,86.51960784313727,1610612766,21,17,2021-11-25T00:29:21Z,1370000,183.0,200.0,1,right,K. Oubre Jr. 27' 3PT running (3 PTS) (M. Bridges 3 AST),"[1626162, 1628970]",1610612766.0,CHA,running,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,27.07,Made,,,,,,,3.0,M. Bridges,1628970.0,3.0,,,
143,PT02M44.00S,2021-11-25T00:29:22.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,21,17,2021-11-25T00:29:22Z,1390000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M44.00S,2021-11-25T00:31:37.1Z,1,REGULAR,substitution,out,[],203914,,,1610612753,21,17,2021-11-25T00:31:58Z,1400000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,,,,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,
145,PT02M44.00S,2021-11-25T00:31:37.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,21,17,2021-11-25T00:31:58Z,1410000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,,,,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,
146,PT02M44.00S,2021-11-25T00:31:37.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612753,21,17,2021-11-25T00:31:58Z,1420000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
147,PT02M44.00S,2021-11-25T00:31:37.1Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,21,17,2021-11-25T00:31:58Z,1430000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,,,,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,
148,PT02M44.00S,2021-11-25T00:31:37.1Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,21,17,2021-11-25T00:31:58Z,1440000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,
149,PT02M44.00S,2021-11-25T00:31:37.1Z,1,REGULAR,substitution,in,[],1626179,,,1610612753,21,17,2021-11-25T00:31:58Z,1450000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
150,PT02M26.00S,2021-11-25T00:32:36.7Z,1,REGULAR,3pt,Jump Shot,[],1630181,32.013797634691194,57.107843137254896,1610612753,21,17,2021-11-25T00:32:42Z,1460000,-36.0,248.0,1,left,MISS R. Hampton 25' 3PT,[1630181],1610612753.0,ORL,,,,,,,,,,Hampton,R. Hampton,,,,25.09,Missed,,,,,,,,,,,,,
151,PT02M22.00S,2021-11-25T00:32:40.7Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,21,17,2021-11-25T00:32:42Z,1470000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,
152,PT02M14.00S,2021-11-25T00:32:48.7Z,1,REGULAR,3pt,Jump Shot,[],1629023,71.82982917214193,23.03921568627451,1610612766,21,17,2021-11-25T00:32:55Z,1480000,-135.0,212.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,,,,,,,Washington,P. Washington,,,,25.15,Missed,,,,,,,,,,,,,
153,PT02M10.00S,2021-11-25T00:32:52.7Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,21,17,2021-11-25T00:32:55Z,1490000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,,,,,,,Hampton,R. Hampton,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,
154,PT02M06.00S,2021-11-25T00:32:55.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630181,7.5722733245729295,47.794117647058826,1610612753,21,17,2021-11-25T01:10:24Z,1500000,11.0,19.0,1,left,MISS R. Hampton running Layup - blocked,"[1630181, 1628970]",1610612753.0,ORL,running,,,,,,,,,Hampton,R. Hampton,,,,2.17,Missed,,,,,Bridges,1628970.0,,,,,,,
155,PT02M06.00S,2021-11-25T00:32:55.7Z,1,REGULAR,block,,[],1628970,,,1610612753,21,17,2021-11-25T00:33:19Z,1510000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
156,PT02M02.00S,2021-11-25T00:32:59.7Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,21,17,2021-11-25T00:33:03Z,1520000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,,,,,,,Wagner,M. Wagner,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,
157,PT02M01.00S,2021-11-25T00:33:01.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1629021,7.5722733245729295,46.32352941176471,1610612753,23,17,2021-11-25T01:10:49Z,1530000,18.0,19.0,1,left,M. Wagner putback Layup (2 PTS),[1629021],1610612753.0,ORL,putback,,,,,,,,,Wagner,M. Wagner,,,,2.62,Made,,,,,,,2.0,,,,,,
158,PT01M44.00S,2021-11-25T00:33:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,91.80354796320631,47.549019607843135,1610612766,23,19,2021-11-25T01:11:22Z,1540000,-12.0,25.0,1,right,C. Martin driving Layup (2 PTS),[1628998],1610612766.0,CHA,driving,,,,,,,,,Martin,C. Martin,,,,2.74,Made,,,,,,,2.0,,,,,,
159,PT01M44.00S,2021-11-25T00:33:24.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630591,,,1610612766,23,19,2021-11-25T00:33:55Z,1550000,,,0,,J. Suggs shooting personal FOUL (2 PF) (Martin 1 FT),"[1630591, 1628998]",1610612753.0,ORL,shooting,,,,,,203177.0,2.0,0.0,Suggs,J. Suggs,Martin,1628998.0,,,,,,,,,,,,,,,,
161,PT01M44.00S,2021-11-25T00:33:37.5Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,23,19,2021-11-25T00:33:55Z,1570000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
162,PT01M44.00S,2021-11-25T00:33:37.5Z,1,REGULAR,substitution,in,[],202330,,,1610612766,23,19,2021-11-25T00:33:55Z,1580000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
163,PT01M44.00S,2021-11-25T00:33:50.9Z,1,REGULAR,freethrow,1 of 1,[],1628998,,,1610612766,23,20,2021-11-25T00:33:50Z,1590000,,,0,,C. Martin Free Throw 1 of 1 (3 PTS),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,Made,,,,,,,3.0,,,,,,
164,PT01M32.00S,2021-11-25T00:33:58.5Z,1,REGULAR,2pt,Jump Shot,[],1629643,5.732588699080158,67.40196078431373,1610612753,25,20,2021-11-25T00:34:04Z,1600000,-87.0,1.0,1,left,C. Okeke 8' turnaround fadeaway Jump Shot (2 PTS),[1629643],1610612753.0,ORL,turnaround fadeaway,,,,,,,,,Okeke,C. Okeke,,,,8.7,Made,,,,,,,2.0,,,,,,
165,PT01M16.00S,2021-11-25T00:34:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.62089356110381,53.18627450980392,1610612766,25,20,2021-11-25T00:34:21Z,1610000,16.0,36.0,1,right,MISS P. Washington Layup - blocked,"[1629023, 1630591]",1610612766.0,CHA,,,,,,,,,,Washington,P. Washington,,,,3.91,Missed,,,,,Suggs,1630591.0,,,,,,,
166,PT01M16.00S,2021-11-25T00:34:14.9Z,1,REGULAR,block,,[],1630591,,,1610612766,25,20,2021-11-25T00:34:17Z,1620000,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,,,,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,
167,PT01M11.00S,2021-11-25T00:34:19.9Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,25,20,2021-11-25T00:34:21Z,1630000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,
168,PT01M08.00S,2021-11-25T00:34:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,7.046649145860711,44.85294117647059,1610612753,25,20,2021-11-25T00:34:28Z,1640000,26.0,14.0,1,left,MISS C. Okeke driving Layup,[1629643],1610612753.0,ORL,driving,,,,,,,,,Okeke,C. Okeke,,,,2.91,Missed,,,,,,,,,,,,,
169,PT01M06.00S,2021-11-25T00:34:25.1Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,25,20,2021-11-25T00:34:28Z,1650000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,
170,PT01M03.00S,2021-11-25T00:34:28.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,87.46714848883047,95.83333333333334,1610612766,25,23,2021-11-25T00:34:37Z,1660000,229.0,65.0,1,right,K. Oubre Jr. 3PT running (6 PTS) (C. Martin 1 AST),"[1626162, 1628998]",1610612766.0,CHA,running,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,23.83,Made,,,,,,,6.0,C. Martin,1628998.0,1.0,,,
172,PT00M49.80S,2021-11-25T00:34:42.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,33.98488830486202,41.66666666666667,1610612753,25,23,2021-11-25T01:12:37Z,1680000,42.0,267.0,1,left,MISS J. Suggs 27' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,,,,,,,Suggs,J. Suggs,,,,27.02,Missed,,,,,,,,,,,,,
173,PT00M46.80S,2021-11-25T00:34:45.2Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,25,23,2021-11-25T00:34:47Z,1690000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,
174,PT00M28.30S,2021-11-25T00:35:03.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,68.9060446780552,33.57843137254902,1610612766,25,23,2021-11-25T01:13:44Z,1700000,-82.0,240.0,1,right,MISS K. Oubre Jr. 25' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,25.35,Missed,,,,,,,,,,,,,
175,PT00M26.20S,2021-11-25T00:35:05.9Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,25,23,2021-11-25T00:35:11Z,1710000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,,,,,,,Okeke,C. Okeke,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,
176,PT00M09.60S,2021-11-25T00:35:22.9Z,1,REGULAR,3pt,Jump Shot,[],1628539,24.392247043363994,12.009803921568627,1610612753,28,23,2021-11-25T01:14:26Z,1720000,190.0,177.0,1,left,M. Mulder 25' 3PT step back (3 PTS) (R. Hampton 1 AST),"[1628539, 1630181]",1610612753.0,ORL,step back,,,,,,,,,Mulder,M. Mulder,,,,25.95,Made,,,,,,,3.0,R. Hampton,1630181.0,1.0,,,
178,PT00M04.80S,2021-11-25T00:35:33.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612766,28,23,2021-11-25T00:35:49Z,1740000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629643, 202330]",1610612753.0,ORL,shooting,,,,,,202901.0,1.0,0.0,Okeke,C. Okeke,Hayward,202330.0,,,,,,,,,,,,,,,,
180,PT00M04.80S,2021-11-25T00:35:54.2Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,28,23,2021-11-25T00:35:54Z,1760000,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,Missed,,,,,,,,,,,,,
