actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT04M49.00S,2022-03-17T23:27:58.9Z,1,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,21,20,2022-03-17T23:27:58Z,940000,,,0,,M. Wagner Free Throw 2 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
96,PT04M34.00S,2022-03-17T23:28:14.1Z,1,REGULAR,2pt,Jump Shot,[],1630180,72.7496714848883,51.71568627450981,1610612765,21,20,2022-03-17T23:28:19Z,950000,9.0,204.0,1,right,MISS S. Bey 20' Jump Shot,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,20.39,Missed,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2022-03-17T23:28:17.1Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,21,20,2022-03-17T23:28:19Z,960000,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,96.0,4.0,2.0,2.0,,,,
98,PT04M29.00S,2022-03-17T23:28:18.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202709,68.80749014454665,27.696078431372552,1610612765,21,23,2022-03-17T23:28:22Z,970000,-112.0,241.0,1,right,C. Joseph 26' 3PT  (6 PTS) (I. Stewart 1 AST),"[202709, 1630191]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,26.53,Made,6.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,,
100,PT04M14.00S,2022-03-17T23:28:33.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628365,12.565703022339028,43.38235294117647,1610612753,21,23,2022-03-17T23:29:24Z,990000,33.0,66.0,1,left,MISS M. Fultz 7' driving bank Hook,[1628365],1610612753.0,ORL,driving bank,,,Fultz,M. Fultz,,,,,7.35,Missed,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2022-03-17T23:28:36.2Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,21,23,2022-03-17T23:29:24Z,1000000,,,0,,M. Bamba REBOUND (Off:2 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,100.0,3.0,1.0,2.0,,,,
102,PT04M07.00S,2022-03-17T23:28:43.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630532,7.178055190538765,47.794117647058826,1610612753,23,23,2022-03-17T23:28:50Z,1010000,11.0,15.0,1,left,F. Wagner driving Layup (10 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,1.86,Made,10.0,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2022-03-17T23:28:48.7Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612753,23,23,2022-03-17T23:29:18Z,1020000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Wagner 1 FT),"[203482, 1630532]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,1155.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,
105,PT04M07.00S,2022-03-17T23:29:04.0Z,1,REGULAR,substitution,out,[],1630191,,,1610612753,23,23,2022-03-17T23:29:13Z,1040000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M07.00S,2022-03-17T23:29:04.0Z,1,REGULAR,substitution,in,[],203585,,,1610612753,23,23,2022-03-17T23:29:13Z,1050000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M07.00S,2022-03-17T23:29:21.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630532,,,1610612753,24,23,2022-03-17T23:29:21Z,1060000,,,0,,F. Wagner Free Throw 1 of 1 (11 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
108,PT04M02.00S,2022-03-17T23:29:27.9Z,1,REGULAR,3pt,Jump Shot,[],203585,76.42904073587385,90.19607843137256,1610612765,24,23,2022-03-17T23:29:42Z,1070000,201.0,169.0,1,right,MISS R. McGruder 26' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
109,PT03M58.00S,2022-03-17T23:29:31.9Z,1,REGULAR,rebound,defensive,[],1630181,,,1610612753,24,23,2022-03-17T23:29:42Z,1080000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,108.0,2.0,2.0,0.0,,,,
110,PT03M52.00S,2022-03-17T23:29:37.9Z,1,REGULAR,2pt,Jump Shot,[],1628365,22.421156373193167,71.56862745098039,1610612753,24,23,2022-03-17T23:31:48Z,1090000,-108.0,158.0,1,left,MISS M. Fultz 19' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,19.15,Missed,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2022-03-17T23:29:37.9Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,24,23,2022-03-17T23:30:35Z,1100000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,
112,PT03M44.00S,2022-03-17T23:29:45.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,70.90998685939553,17.647058823529413,1610612765,24,23,2022-03-17T23:32:57Z,1110000,-162.0,221.0,1,right,MISS S. Bey 27' running pullup 3PT,[1630180],1610612765.0,DET,running pullup,,,Bey,S. Bey,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,
113,PT03M42.00S,2022-03-17T23:29:47.7Z,1,REGULAR,rebound,offensive,[],203585,,,1610612765,24,23,2022-03-17T23:32:57Z,1120000,,,0,,R. McGruder REBOUND (Off:1 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,112.0,2.0,1.0,1.0,,,,
114,PT03M40.00S,2022-03-17T23:29:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,91.37647831800263,46.81372549019608,1610612765,24,25,2022-03-17T23:33:32Z,1130000,-16.0,29.0,1,right,S. Bey cutting Layup (15 PTS) (R. McGruder 1 AST),"[1630180, 203585]",1610612765.0,DET,cutting,,,Bey,S. Bey,,,,,3.27,Made,15.0,R. McGruder,203585.0,1.0,,,,,,,,,,,,,,
116,PT03M40.00S,2022-03-17T23:29:57.0Z,1,REGULAR,foul,personal,['1freethrow'],1628964,,,1610612765,24,25,2022-03-17T23:30:41Z,1150000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Bey 1 FT),"[1628964, 1630180]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,1155.0,1.0,0.0,Bey,1630180.0,,,,,,,,,
118,PT03M40.00S,2022-03-17T23:30:24.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,24,25,2022-03-17T23:30:24Z,1170000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M40.00S,2022-03-17T23:30:45.5Z,1,REGULAR,substitution,out,[],1628964,,,1610612765,24,25,2022-03-17T23:32:48Z,1180000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M40.00S,2022-03-17T23:30:45.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612765,24,25,2022-03-17T23:32:48Z,1190000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M40.00S,2022-03-17T23:30:45.5Z,1,REGULAR,substitution,in,[],203082,,,1610612765,24,25,2022-03-17T23:32:48Z,1200000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M40.00S,2022-03-17T23:30:45.5Z,1,REGULAR,substitution,in,[],1629678,,,1610612765,24,25,2022-03-17T23:32:48Z,1210000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M40.00S,2022-03-17T23:33:16.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630180,,,1610612765,24,26,2022-03-17T23:33:16Z,1220000,,,0,,S. Bey Free Throw 1 of 1 (16 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
124,PT03M17.00S,2022-03-17T23:33:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,14.011169513797633,48.28431372549019,1610612753,26,26,2022-03-17T23:34:13Z,1230000,9.0,79.0,1,left,R. Hampton 7' driving floating Jump Shot (4 PTS),[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,7.97,Made,4.0,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2022-03-17T23:34:07.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,70.77858081471747,77.20588235294117,1610612765,26,26,2022-03-17T23:34:13Z,1240000,136.0,222.0,1,right,MISS S. Bey 26' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
126,PT02M47.00S,2022-03-17T23:34:10.9Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,26,26,2022-03-17T23:34:10Z,1250000,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,125.0,3.0,2.0,1.0,,,,
127,PT02M37.00S,2022-03-17T23:34:21.2Z,1,REGULAR,3pt,Jump Shot,[],1630181,23.866622864651774,86.27450980392157,1610612753,29,26,2022-03-17T23:34:29Z,1260000,-181.0,172.0,1,left,R. Hampton 24' 3PT step back (7 PTS) (M. Wagner 2 AST),"[1630181, 1629021]",1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,24.98,Made,7.0,M. Wagner,1629021.0,2.0,,,,,,,,,,,,,,
128,PT02M29.00S,2022-03-17T23:34:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,92.72339027595268,47.30392156862745,1610612765,29,28,2022-03-17T23:36:01Z,1270000,-13.0,16.0,1,right,C. Joseph driving Layup (8 PTS),[202709],1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,2.09,Made,8.0,,,,,,,,,,,,,,,,,
129,PT02M13.00S,2022-03-17T23:34:45.6Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,29,28,2022-03-17T23:34:51Z,1280000,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 1630180]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,1.0,,,,,Bey,1630180.0,,
130,PT02M13.00S,2022-03-17T23:34:45.6Z,1,REGULAR,steal,,[],1630180,,,1610612765,29,28,2022-03-17T23:34:48Z,1290000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M08.00S,2022-03-17T23:34:50.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630165,76.95466491458606,59.55882352941176,1610612765,29,28,2022-03-17T23:34:59Z,1300000,48.0,164.0,1,right,MISS K. Hayes 17' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,17.09,Missed,,,,,,,,,,,,,,,,,,
132,PT02M04.00S,2022-03-17T23:34:53.7Z,1,REGULAR,rebound,offensive,[],203482,,,1610612765,29,28,2022-03-17T23:34:53Z,1310000,,,0,,K. Olynyk REBOUND (Off:1 Def:0),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,131.0,1.0,0.0,1.0,,,,
133,PT02M01.00S,2022-03-17T23:34:56.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203482,66.17936925098554,49.50980392156863,1610612765,29,31,2022-03-17T23:35:02Z,1320000,-2.0,265.0,1,right,K. Olynyk 26' 3PT  (3 PTS) (R. McGruder 2 AST),"[203482, 203585]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,26.54,Made,3.0,R. McGruder,203585.0,2.0,,,,,,,,,,,,,,
135,PT01M48.00S,2022-03-17T23:35:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,8.492115637319317,49.754901960784316,1610612753,31,31,2022-03-17T23:35:20Z,1340000,1.0,27.0,1,left,T. Ross driving Layup (2 PTS) (R. Hampton 1 AST),"[203082, 1630181]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,2.73,Made,2.0,R. Hampton,1630181.0,1.0,,,,,,,,,,,,,,
136,PT01M32.00S,2022-03-17T23:35:25.8Z,1,REGULAR,3pt,Jump Shot,[],203482,68.01905387647832,28.921568627450984,1610612765,31,31,2022-03-17T23:35:33Z,1350000,-105.0,248.0,1,right,MISS K. Olynyk 26' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,
137,PT01M29.00S,2022-03-17T23:35:28.8Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,31,31,2022-03-17T23:35:33Z,1360000,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,
138,PT01M27.00S,2022-03-17T23:35:31.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628365,7.178055190538765,49.754901960784316,1610612753,33,31,2022-03-17T23:35:39Z,1370000,1.0,15.0,1,left,M. Fultz running DUNK (2 PTS),[1628365],1610612753.0,ORL,running,,,Fultz,M. Fultz,,,,,1.5,Made,2.0,,,,,,,,,,,,,,,,,
139,PT01M14.00S,2022-03-17T23:35:43.5Z,1,REGULAR,3pt,Jump Shot,[],1630180,67.7562417871222,42.40196078431372,1610612765,33,34,2022-03-17T23:35:47Z,1380000,-38.0,251.0,1,right,S. Bey 25' 3PT  (19 PTS) (C. Joseph 1 AST),"[1630180, 202709]",1610612765.0,DET,,,,Bey,S. Bey,,,,,25.35,Made,19.0,C. Joseph,202709.0,1.0,,,,,,,,,,,,,,
141,PT01M00.00S,2022-03-17T23:35:59.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,6.258212877792378,50.0,1610612753,35,34,2022-03-17T23:36:07Z,1400000,0.0,6.0,1,left,M. Wagner cutting DUNK (5 PTS) (T. Ross 1 AST),"[1629021, 203082]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,0.63,Made,5.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,
143,PT00M47.80S,2022-03-17T23:36:15.8Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612765,35,34,2022-03-17T23:36:22Z,1420000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 203082]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,1.0,,,,,Ross,203082.0,,
144,PT00M47.80S,2022-03-17T23:36:15.8Z,1,REGULAR,steal,,[],203082,,,1610612753,35,34,2022-03-17T23:36:17Z,1430000,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M43.60S,2022-03-17T23:36:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203082,6.915243101182654,49.26470588235294,1610612753,37,34,2022-03-17T23:36:27Z,1440000,4.0,13.0,1,left,T. Ross running finger roll Layup (4 PTS),[203082],1610612753.0,ORL,running finger roll,,,Ross,T. Ross,,,,,1.3,Made,4.0,,,,,,,,,,,,,,,,,
146,PT00M34.20S,2022-03-17T23:36:33.8Z,1,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612765,37,34,2022-03-17T23:36:43Z,1450000,,,0,,A. Schofield shooting personal FOUL (1 PF) (Bey 2 FT),"[1629678, 1630180]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,1830.0,1.0,0.0,Bey,1630180.0,,,,,,,,,
149,PT00M34.20S,2022-03-17T23:37:05.6Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,37,35,2022-03-17T23:37:05Z,1470000,,,0,,S. Bey Free Throw 1 of 2 (20 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
150,PT00M34.20S,2022-03-17T23:37:07.2Z,1,REGULAR,substitution,out,[],1629021,,,1610612765,37,35,2022-03-17T23:37:12Z,1480000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M34.20S,2022-03-17T23:37:07.2Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,37,35,2022-03-17T23:37:12Z,1490000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M34.20S,2022-03-17T23:37:07.2Z,1,REGULAR,substitution,in,[],201577,,,1610612765,37,35,2022-03-17T23:37:12Z,1500000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M34.20S,2022-03-17T23:37:07.2Z,1,REGULAR,substitution,in,[],1630240,,,1610612765,37,35,2022-03-17T23:37:12Z,1510000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M34.20S,2022-03-17T23:37:32.1Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,37,36,2022-03-17T23:37:32Z,1520000,,,0,,S. Bey Free Throw 2 of 2 (21 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
155,PT00M25.80S,2022-03-17T23:37:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,7.835085413929041,52.450980392156865,1610612753,37,36,2022-03-17T23:37:51Z,1530000,-12.0,21.0,1,left,MISS M. Fultz driving Layup,[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,
156,PT00M24.10S,2022-03-17T23:37:44.9Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,37,36,2022-03-17T23:37:51Z,1540000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,155.0,2.0,1.0,1.0,,,,
157,PT00M22.70S,2022-03-17T23:37:48.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201577,,,1610612765,37,36,2022-03-17T23:38:03Z,1550000,,,0,,R. Lopez shooting personal FOUL (1 PF) (Olynyk 2 FT),"[201577, 203482]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,1155.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,
159,PT00M22.70S,2022-03-17T23:38:28.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203482,,,1610612765,37,37,2022-03-17T23:38:28Z,1570000,,,0,,K. Olynyk Free Throw 1 of 2 (4 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
160,PT00M22.70S,2022-03-17T23:38:28.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203482,,,1610612765,37,37,2022-03-17T23:38:47Z,1580000,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M20.10S,2022-03-17T23:38:30.8Z,1,REGULAR,rebound,defensive,[],1629678,,,1610612753,37,37,2022-03-17T23:38:47Z,1590000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,
162,PT00M02.70S,2022-03-17T23:39:02.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,7.966491458607096,49.50980392156863,1610612753,39,37,2022-03-17T23:39:09Z,1600000,2.0,22.0,1,left,R. Lopez Hook (2 PTS) (M. Fultz 1 AST),"[201577, 1628365]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,2.25,Made,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
164,PT00M00.00S,2022-03-17T23:39:08.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,45.54862023653088,14.950980392156863,1610612765,39,37,2022-03-17T23:41:33Z,1620000,-175.0,459.0,1,right,MISS S. Bey 49' pullup 3PT,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,49.16,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-03-17T23:39:08.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,39,37,2022-03-17T23:41:33Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,
166,PT00M00.00S,2022-03-17T23:39:18.0Z,1,REGULAR,period,end,[],0,,,1610612765,39,37,2022-03-17T23:39:18Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-17T23:40:33.1Z,2,REGULAR,substitution,out,['startperiod'],1630181,,,1610612765,39,37,2022-03-17T23:41:53Z,1650000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-17T23:40:33.1Z,2,REGULAR,substitution,out,['startperiod'],202709,,,1610612765,39,37,2022-03-17T23:41:53Z,1660000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-17T23:40:33.1Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612765,39,37,2022-03-17T23:41:53Z,1670000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-17T23:40:33.1Z,2,REGULAR,substitution,in,['startperiod'],1629649,,,1610612765,39,37,2022-03-17T23:41:53Z,1680000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-17T23:40:33.1Z,2,REGULAR,substitution,in,['startperiod'],1630691,,,1610612765,39,37,2022-03-17T23:41:53Z,1690000,,,0,,SUB in: J. Pickett,[1630691],1610612765.0,DET,,,,Pickett,J. Pickett,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-17T23:40:33.1Z,2,REGULAR,substitution,in,['startperiod'],1628963,,,1610612765,39,37,2022-03-17T23:41:53Z,1700000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-17T23:41:57.5Z,2,REGULAR,period,start,[],0,,,1610612765,39,37,2022-03-17T23:41:57Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M44.00S,2022-03-17T23:42:12.7Z,2,REGULAR,2pt,Jump Shot,[],1628963,94.82588699080158,20.588235294117645,1610612765,39,37,2022-03-17T23:42:21Z,1720000,-147.0,-4.0,1,right,MISS M. Bagley III 14' turnaround Shot,[1628963],1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,
177,PT11M39.00S,2022-03-17T23:42:17.7Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,39,37,2022-03-17T23:42:21Z,1730000,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,176.0,2.0,2.0,0.0,,,,
178,PT11M36.00S,2022-03-17T23:42:20.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628365,19.004599211563733,52.450980392156865,1610612753,39,37,2022-03-17T23:42:25Z,1740000,-12.0,126.0,1,left,MISS M. Fultz 12' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,12.67,Missed,,,,,,,,,,,,,,,,,,
179,PT11M33.00S,2022-03-17T23:42:23.1Z,2,REGULAR,rebound,defensive,[],1630240,,,1610612765,39,37,2022-03-17T23:42:25Z,1750000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,
180,PT11M20.00S,2022-03-17T23:42:37.2Z,2,REGULAR,3pt,Jump Shot,[],203585,87.59855453350855,94.85294117647058,1610612765,39,40,2022-03-17T23:42:42Z,1760000,224.0,64.0,1,right,R. McGruder 3PT  (3 PTS) (M. Bagley III 1 AST),"[203585, 1628963]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,23.33,Made,3.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,,,,
182,PT11M04.00S,2022-03-17T23:42:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,8.754927726675426,49.50980392156863,1610612753,41,40,2022-03-17T23:42:58Z,1780000,2.0,30.0,1,left,M. Fultz driving Layup (4 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,2.99,Made,4.0,,,,,,,,,,,,,,,,,
183,PT11M04.00S,2022-03-17T23:42:57.3Z,2,REGULAR,foul,personal,['1freethrow'],1630240,,,1610612753,41,40,2022-03-17T23:43:14Z,1790000,,,0,,S. Lee shooting personal FOUL (1 PF) (Fultz 1 FT),"[1630240, 1628365]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,,,,,,,1830.0,1.0,0.0,Fultz,1628365.0,,,,,,,,,
