actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
22,PT10M39.00S,2022-02-05T22:12:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,4.28712220762155,50.98039215686274,1610612763,6,4,2022-02-05T22:12:49Z,220000,-5.0,-12.0,1,left,J. Morant running Layup (2 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,1.31,Made,2.0,,,,,,,,,,,,,,,,,
23,PT10M22.00S,2022-02-05T22:12:57.0Z,1,REGULAR,3pt,Jump Shot,[],1630175,65.78515111695138,44.6078431372549,1610612753,6,4,2022-02-05T22:13:02Z,230000,-27.0,269.0,1,right,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,
24,PT10M18.00S,2022-02-05T22:13:01.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,6,4,2022-02-05T22:13:02Z,240000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M11.00S,2022-02-05T22:13:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629630,5.469776609724048,94.36274509803921,1610612763,6,7,2022-02-05T22:13:13Z,250000,-222.0,-1.0,1,left,J. Morant 3PT  (5 PTS) (D. Bane 1 AST),"[1629630, 1630217]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,22.18,Made,5.0,D. Bane,1630217.0,1.0,,,,,,,,,,,,,,
27,PT09M53.00S,2022-02-05T22:13:25.2Z,1,REGULAR,3pt,Jump Shot,[],1630175,67.49342969776609,30.637254901960787,1610612753,9,7,2022-02-05T22:13:29Z,270000,-97.0,253.0,1,right,C. Anthony 27' 3PT  (3 PTS) (F. Wagner 2 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.1,Made,3.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
29,PT09M35.00S,2022-02-05T22:13:43.6Z,1,REGULAR,3pt,Jump Shot,[],1630533,5.995400788436268,2.2058823529411766,1610612763,9,10,2022-02-05T22:13:48Z,290000,239.0,4.0,1,left,Z. Williams 3PT  (3 PTS) (D. Bane 2 AST),"[1630533, 1630217]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,23.9,Made,3.0,D. Bane,1630217.0,2.0,,,,,,,,,,,,,,
31,PT09M26.00S,2022-02-05T22:13:52.5Z,1,REGULAR,3pt,Jump Shot,[],1628964,66.70499342969777,54.166666666666664,1610612753,12,10,2022-02-05T22:13:57Z,310000,21.0,260.0,1,right,M. Bamba 26' 3PT  (3 PTS) (J. Suggs 2 AST),"[1628964, 1630591]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.13,Made,3.0,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,,
33,PT09M13.00S,2022-02-05T22:14:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630533,25.57490144546649,18.38235294117647,1610612763,12,10,2022-02-05T22:14:09Z,330000,158.0,188.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,
34,PT09M10.00S,2022-02-05T22:14:09.0Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,12,10,2022-02-05T22:14:09Z,340000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,
35,PT09M07.00S,2022-02-05T22:14:15.7Z,1,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612753,12,10,2022-02-05T22:14:28Z,350000,,,0,,J. Jackson Jr. shooting personal FOUL (1 PF) (Anthony 2 FT),"[1628991, 1630175]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Anthony,1630175.0,,,,,
37,PT09M07.00S,2022-02-05T22:14:45.1Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,13,10,2022-02-05T22:14:45Z,370000,,,0,,C. Anthony Free Throw 1 of 2 (4 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
38,PT09M07.00S,2022-02-05T22:15:03.7Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,14,10,2022-02-05T22:15:03Z,380000,,,0,,C. Anthony Free Throw 2 of 2 (5 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
39,PT08M49.00S,2022-02-05T22:15:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,10.5946123521682,41.17647058823529,1610612763,14,10,2022-02-05T22:15:28Z,390000,44.0,47.0,1,left,MISS J. Jackson Jr. 6' driving Layup - blocked,"[1628991, 1628964]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,6.45,Missed,,,,,,,,,,,,,,Bamba,1628964.0,,,
144,PT08M49.00S,2022-02-05T22:15:22.9Z,1,REGULAR,block,,[],1628964,,,1610612763,14,10,2022-02-05T22:32:09Z,400000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M45.00S,2022-02-05T22:15:26.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,14,10,2022-02-05T22:15:28Z,410000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,
42,PT08M40.00S,2022-02-05T22:15:31.3Z,1,REGULAR,3pt,Jump Shot,[],1628964,90.88370565045992,1.9607843137254901,1610612753,14,10,2022-02-05T22:15:41Z,420000,-240.0,33.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.25,Missed,,,,,,,,,,,,,,,,,,
43,PT08M36.00S,2022-02-05T22:15:35.3Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,14,10,2022-02-05T22:15:41Z,430000,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,
44,PT08M33.00S,2022-02-05T22:15:40.5Z,1,REGULAR,3pt,Jump Shot,[],1629630,26.757555847568987,12.5,1610612763,14,10,2022-02-05T22:19:21Z,440000,188.0,199.0,1,left,MISS J. Morant 27' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,27.34,Missed,,,,,,,,,,,,,,,,,,
45,PT08M31.00S,2022-02-05T22:15:42.5Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,14,10,2022-02-05T22:19:21Z,450000,,,0,,S. Adams REBOUND (Off:1 Def:0),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,
46,PT08M30.00S,2022-02-05T22:15:49.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,14,12,2022-02-05T22:20:28Z,460000,0.0,0.0,1,left,S. Adams tip Layup (2 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
47,PT08M11.00S,2022-02-05T22:16:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,84.70762155059133,49.01960784313725,1610612753,14,12,2022-02-05T22:16:06Z,470000,-5.0,91.0,1,right,MISS F. Wagner 9' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,9.13,Missed,,,,,,,,,,,,,,,,,,
48,PT08M09.00S,2022-02-05T22:16:03.2Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,14,12,2022-02-05T22:16:06Z,480000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,
50,PT08M01.00S,2022-02-05T22:16:10.3Z,1,REGULAR,3pt,Jump Shot,[],1628991,24.52365308804205,81.61764705882352,1610612763,14,15,2022-02-05T22:16:15Z,500000,-158.0,178.0,1,left,J. Jackson Jr. 3PT  (5 PTS) (J. Morant 2 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.81,Made,5.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,,,
52,PT07M47.00S,2022-02-05T22:16:25.1Z,1,REGULAR,3pt,Jump Shot,[],1628976,69.46452036793693,24.754901960784316,1610612753,14,15,2022-02-05T22:16:30Z,520000,-126.0,235.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,
53,PT07M44.00S,2022-02-05T22:16:27.7Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,14,15,2022-02-05T22:16:27Z,530000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,
54,PT07M35.00S,2022-02-05T22:16:38.9Z,1,REGULAR,foul,offensive,[],203500,,,1610612763,14,15,2022-02-05T22:17:18Z,540000,,,0,,S. Adams off-the-ball offensive FOUL (2 PF),"[203500, 1630591]",1610612763.0,MEM,off-the-ball,,,Adams,S. Adams,,,,,,,,,,,,,,,201640.0,2.0,0.0,Suggs,1630591.0,,,,,
56,PT07M35.00S,2022-02-05T22:16:38.9Z,1,REGULAR,turnover,offensive foul,[],203500,,,1610612763,14,15,2022-02-05T22:17:18Z,560000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,201640.0,,,,,,,1.0,,
57,PT07M35.00S,2022-02-05T22:16:56.5Z,1,REGULAR,substitution,out,[],203500,,,1610612753,14,15,2022-02-05T22:17:04Z,570000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M35.00S,2022-02-05T22:16:56.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612753,14,15,2022-02-05T22:17:04Z,580000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M25.00S,2022-02-05T22:17:16.5Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,14,15,2022-02-05T22:17:24Z,590000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1630533]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0
60,PT07M25.00S,2022-02-05T22:17:16.5Z,1,REGULAR,steal,,[],1630533,,,1610612763,14,15,2022-02-05T22:17:18Z,600000,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M08.00S,2022-02-05T22:17:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,5.732588699080158,52.20588235294118,1610612763,14,15,2022-02-05T22:44:04Z,610000,-11.0,1.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,
62,PT07M06.00S,2022-02-05T22:17:38.1Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,14,15,2022-02-05T22:44:04Z,620000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,
63,PT07M06.00S,2022-02-05T22:17:41.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628991,5.590000152587891,50.0,1610612763,14,15,2022-02-05T22:44:18Z,630000,0.0,0.0,1,left,MISS J. Jackson Jr. tip Layup,[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
64,PT07M04.00S,2022-02-05T22:17:43.5Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,14,15,2022-02-05T22:44:18Z,640000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,
65,PT07M02.00S,2022-02-05T22:17:44.5Z,1,REGULAR,turnover,lost ball,[],1630175,,,1610612753,14,15,2022-02-05T22:44:35Z,650000,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1628991]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,1.0,Jackson Jr.,1628991.0
66,PT07M02.00S,2022-02-05T22:17:44.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,14,15,2022-02-05T22:28:52Z,660000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M58.00S,2022-02-05T22:17:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,8.09789750328515,49.26470588235294,1610612763,14,17,2022-02-05T22:44:56Z,670000,4.0,24.0,1,left,J. Jackson Jr. running Layup (7 PTS),[1628991],1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,2.39,Made,7.0,,,,,,,,,,,,,,,,,
68,PT06M36.00S,2022-02-05T22:18:08.2Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,14,17,2022-02-05T22:28:13Z,680000,,,0,,W. Carter Jr. offensive FOUL (1 PF),"[1628976, 1630533]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Williams,1630533.0,,,,,
70,PT06M36.00S,2022-02-05T22:18:08.2Z,1,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,14,17,2022-02-05T22:28:13Z,700000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1627961.0,,,,,,,1.0,,
71,PT06M36.00S,2022-02-05T22:18:24.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,14,17,2022-02-05T22:18:24Z,710000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M36.00S,2022-02-05T22:20:51.3Z,1,REGULAR,substitution,out,[],1630591,,,1610612763,14,17,2022-02-05T22:21:11Z,720000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M36.00S,2022-02-05T22:20:51.3Z,1,REGULAR,substitution,out,[],1628964,,,1610612763,14,17,2022-02-05T22:21:11Z,730000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M36.00S,2022-02-05T22:20:51.3Z,1,REGULAR,substitution,in,[],1629643,,,1610612763,14,17,2022-02-05T22:21:11Z,740000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M36.00S,2022-02-05T22:20:51.3Z,1,REGULAR,substitution,in,[],203914,,,1610612763,14,17,2022-02-05T22:21:11Z,750000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M22.00S,2022-02-05T22:21:24.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,11.383048620236531,48.03921568627451,1610612763,14,19,2022-02-05T22:28:43Z,760000,10.0,55.0,1,left,B. Clarke floating Jump Shot (2 PTS) (Z. Williams 1 AST),"[1629634, 1630533]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,5.54,Made,2.0,Z. Williams,1630533.0,1.0,,,,,,,,,,,,,,
78,PT06M04.00S,2022-02-05T22:21:41.2Z,1,REGULAR,3pt,Jump Shot,[],1629643,74.06373193166885,85.7843137254902,1610612753,14,19,2022-02-05T22:21:46Z,780000,179.0,191.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
79,PT06M01.00S,2022-02-05T22:21:44.3Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,14,19,2022-02-05T22:21:44Z,790000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,78.0,3.0,2.0,1.0,,,,,,,,,,
80,PT05M58.00S,2022-02-05T22:21:48.3Z,1,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612753,14,19,2022-02-05T22:31:17Z,792500,,,0,,B. Clarke shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[1629634, 1628976]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,,,203591.0,1.0,0.0,Carter Jr.,1628976.0,,,,,
83,PT05M58.00S,2022-02-05T22:22:18.6Z,1,REGULAR,substitution,out,[],1630217,,,1610612753,14,19,2022-02-05T22:22:22Z,795000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M58.00S,2022-02-05T22:22:18.6Z,1,REGULAR,substitution,in,[],1629001,,,1610612753,14,19,2022-02-05T22:22:22Z,797500,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M58.00S,2022-02-05T22:22:19.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,15,19,2022-02-05T22:32:25Z,820000,,,0,,W. Carter Jr. Free Throw 1 of 2 (4 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
85,PT05M58.00S,2022-02-05T22:22:19.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,15,19,2022-02-05T22:32:25Z,850000,,,0,,MISS W. Carter Jr. Free Throw 2 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
86,PT05M57.00S,2022-02-05T22:22:20.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,15,19,2022-02-05T22:32:25Z,860000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,
87,PT05M44.00S,2022-02-05T22:22:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630533,1.133377135348226,95.09803921568627,1610612763,15,22,2022-02-05T22:22:56Z,870000,-225.0,-42.0,1,left,Z. Williams 3PT  (6 PTS) (J. Morant 3 AST),"[1630533, 1629630]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,22.93,Made,6.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,,,
89,PT05M25.00S,2022-02-05T22:23:09.5Z,1,REGULAR,3pt,Jump Shot,[],1630532,70.77858081471747,74.26470588235294,1610612753,18,22,2022-02-05T22:23:13Z,890000,121.0,222.0,1,right,F. Wagner 25' 3PT  (3 PTS) (C. Okeke 1 AST),"[1630532, 1629643]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,25.32,Made,3.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,
91,PT05M03.00S,2022-02-05T22:23:30.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,12.828515111695138,56.127450980392155,1610612763,18,22,2022-02-05T22:23:40Z,910000,-31.0,68.0,1,left,MISS D. Melton 7' turnaround Shot,[1629001],1610612763.0,MEM,turnaround,,,Melton,D. Melton,,,,,7.47,Missed,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2022-02-05T22:23:32.5Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,18,22,2022-02-05T22:23:40Z,920000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT04M38.00S,2022-02-05T22:23:55.6Z,1,REGULAR,3pt,Jump Shot,[],203914,76.16622864651774,8.823529411764707,1610612753,18,22,2022-02-05T22:24:05Z,930000,-206.0,172.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,
