actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
180,PT11M09.00S,2021-11-14T00:40:11.3Z,2,REGULAR,3pt,Jump Shot,[],1628964,67.9862023653088,46.81372549019608,1610612753,18,28,2021-11-14T00:40:17Z,1740000,-16.0,248.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,24.89,Missed,,,,,,,,,,,,,,,,
181,PT11M06.00S,2021-11-14T00:40:14.3Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,18,28,2021-11-14T00:40:17Z,1750000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,180.0,1.0,1.0,0.0,,,,,,,,,,,,
182,PT11M06.00S,2021-11-14T00:40:15.9Z,2,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,18,28,2021-11-14T00:40:29Z,1760000,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612764.0,WAS,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
183,PT11M06.00S,2021-11-14T00:40:19.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,18,28,2021-11-14T00:40:19Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M55.00S,2021-11-14T00:40:36.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630532,85.46320630749014,60.049019607843135,1610612753,18,28,2021-11-14T00:40:44Z,1780000,50.0,84.0,1,right,MISS F. Wagner 9' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,,,,9.79,Missed,,,,,,,,,,,,,,,,
185,PT10M51.00S,2021-11-14T00:40:40.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,28,2021-11-14T00:40:44Z,1790000,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,184.0,3.0,2.0,1.0,,,,,,,,,,,,
186,PT10M42.00S,2021-11-14T00:40:48.0Z,2,REGULAR,3pt,Jump Shot,[],203484,31.192509855453352,19.85294117647058,1610612764,18,28,2021-11-14T00:47:56Z,1800000,151.0,241.0,1,left,MISS K. Caldwell-Pope 28' bank 3PT,[203484],1610612764.0,WAS,bank,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,28.4,Missed,,,,,,,,,,,,,,,,
187,PT10M39.00S,2021-11-14T00:40:51.0Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,18,28,2021-11-14T00:40:55Z,1810000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,
188,PT10M32.00S,2021-11-14T00:40:57.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630181,93.74178712220763,38.23529411764706,1610612753,18,28,2021-11-14T00:42:25Z,1820000,-59.0,6.0,1,right,MISS R. Hampton running Layup,[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,,,,5.91,Missed,,,,,,,,,,,,,,,,
189,PT10M30.00S,2021-11-14T00:40:59.9Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,28,2021-11-14T00:41:04Z,1830000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,188.0,4.0,3.0,1.0,,,,,,,,,,,,
190,PT10M25.00S,2021-11-14T00:41:06.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203915,9.379106438896187,61.029411764705884,1610612764,18,30,2021-11-14T00:48:53Z,1840000,-55.0,36.0,1,left,S. Dinwiddie 6' driving finger roll Layup (5 PTS),[203915],1610612764.0,WAS,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,,,,6.57,Made,,,,,,,,,,5.0,,,,,,
191,PT10M25.00S,2021-11-14T00:41:12.5Z,2,REGULAR,violation,defensive goaltending,[],1628964,,,1610612764,18,30,2021-11-14T00:41:30Z,1850000,,,0,,M. Bamba defensive goaltending VIOLATION,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,1151.0,,,,,,,,,,,
192,PT10M11.00S,2021-11-14T00:41:33.7Z,2,REGULAR,3pt,Jump Shot,[],203082,75.21353482260184,15.686274509803923,1610612753,18,30,2021-11-14T00:49:17Z,1860000,-172.0,180.0,1,right,MISS T. Ross 24' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,24.91,Missed,,,,,,,,,,,,,,,,
193,PT10M08.00S,2021-11-14T00:41:36.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,30,2021-11-14T00:41:40Z,1870000,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,192.0,5.0,4.0,1.0,,,,,,,,,,,,
194,PT09M56.00S,2021-11-14T00:41:49.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,7.933639947437584,59.068627450980394,1610612764,18,32,2021-11-14T00:41:54Z,1880000,-45.0,22.0,1,left,M. Harrell alley-oop Layup (8 PTS) (S. Dinwiddie 2 AST),"[1626149, 203915]",1610612764.0,WAS,alley-oop,,,Harrell,M. Harrell,,,,,,,,5.04,Made,,,,,,,,,,8.0,S. Dinwiddie,203915.0,2.0,,,
196,PT09M56.00S,2021-11-14T00:41:55.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,18,32,2021-11-14T00:41:55Z,1900000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M56.00S,2021-11-14T00:44:01.1Z,2,REGULAR,substitution,out,[],1628964,,,1610612753,18,32,2021-11-14T00:44:34Z,1910000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M56.00S,2021-11-14T00:44:01.1Z,2,REGULAR,substitution,out,[],1630264,,,1610612753,18,32,2021-11-14T00:44:34Z,1920000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M56.00S,2021-11-14T00:44:01.1Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,18,32,2021-11-14T00:44:34Z,1930000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M56.00S,2021-11-14T00:44:01.1Z,2,REGULAR,substitution,in,[],1628988,,,1610612753,18,32,2021-11-14T00:44:34Z,1940000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M42.00S,2021-11-14T00:44:59.6Z,2,REGULAR,2pt,Jump Shot,[],1628976,79.5006570302234,49.609375,1610612753,18,32,2021-11-14T00:45:11Z,1950000,-2.0,140.0,1,right,MISS W. Carter Jr. 14' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,14.02,Missed,,,,,,,,,,,,,,,,
202,PT09M39.00S,2021-11-14T00:45:02.6Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,18,32,2021-11-14T00:45:11Z,1960000,,,0,,M. Harrell REBOUND (Off:0 Def:4),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,201.0,4.0,4.0,0.0,,,,,,,,,,,,
203,PT09M30.00S,2021-11-14T00:45:11.4Z,2,REGULAR,2pt,Jump Shot,[],203915,21.59986859395532,51.470588235294116,1610612764,18,34,2021-11-14T00:50:32Z,1970000,-7.0,151.0,1,left,S. Dinwiddie 15' Jump Shot (7 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,15.07,Made,,,,,,,,,,7.0,,,,,,
204,PT09M22.00S,2021-11-14T00:45:21.3Z,2,REGULAR,turnover,out-of-bounds,[],1628976,,,1610612753,18,34,2021-11-14T00:46:16Z,1980000,,,0,,W. Carter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628976],1610612753.0,ORL,bad pass,,,Carter Jr.,W. Carter Jr.,,,,,1.0,,,,,,,,,1151.0,,,,,,,,,,,
205,PT09M22.00S,2021-11-14T00:45:26.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,18,34,2021-11-14T00:45:26Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M07.00S,2021-11-14T00:45:47.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203915,35.26609724047306,41.666666666666664,1610612764,18,34,2021-11-14T00:45:55Z,2000000,42.0,279.0,1,left,MISS S. Dinwiddie 28' 3PT,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,28.21,Missed,,,,,,,,,,,,,,,,
207,PT09M05.00S,2021-11-14T00:45:49.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,18,34,2021-11-14T00:45:55Z,2010000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,
208,PT09M05.00S,2021-11-14T00:45:53.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,18,34,2021-11-14T00:45:53Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M05.00S,2021-11-14T00:45:54.7Z,2,REGULAR,substitution,out,[],1630166,,,1610612753,18,34,2021-11-14T00:46:04Z,2030000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M05.00S,2021-11-14T00:45:54.7Z,2,REGULAR,substitution,in,[],1628398,,,1610612753,18,34,2021-11-14T00:46:04Z,2040000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M51.00S,2021-11-14T00:46:26.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.42772667542707,47.05882352941176,1610612753,20,34,2021-11-14T00:46:32Z,2050000,-15.0,19.0,1,right,J. Suggs cutting Layup (4 PTS) (T. Ross 2 AST),"[1630591, 203082]",1610612753.0,ORL,cutting,,,Suggs,J. Suggs,,,,,,,,2.38,Made,,,,,,,,,,4.0,T. Ross,203082.0,2.0,,,
213,PT08M33.00S,2021-11-14T00:46:44.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,7.933639947437584,40.931372549019606,1610612764,20,36,2021-11-14T00:46:50Z,2070000,45.0,22.0,1,left,M. Harrell bank Jump Shot (10 PTS) (S. Dinwiddie 3 AST),"[1626149, 203915]",1610612764.0,WAS,bank,,,Harrell,M. Harrell,,,,,,,,5.04,Made,,,,,,,,,,10.0,S. Dinwiddie,203915.0,3.0,,,
215,PT08M17.00S,2021-11-14T00:47:00.4Z,2,REGULAR,2pt,Jump Shot,[],203082,90.71944809461235,78.18627450980392,1610612753,22,36,2021-11-14T00:47:06Z,2090000,141.0,35.0,1,right,T. Ross 14' pullup Jump Shot (2 PTS) (W. Carter Jr. 1 AST),"[203082, 1628976]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,14.51,Made,,,,,,,,,,2.0,W. Carter Jr.,1628976.0,1.0,,,
217,PT08M03.00S,2021-11-14T00:47:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,8.065045992115643,56.127450980392155,1610612764,22,38,2021-11-14T00:47:20Z,2110000,-31.0,23.0,1,left,S. Dinwiddie driving Layup (9 PTS) (M. Harrell 3 AST),"[203915, 1626149]",1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,,3.85,Made,,,,,,,,,,9.0,M. Harrell,1626149.0,3.0,,,
219,PT07M49.00S,2021-11-14T00:47:28.2Z,2,REGULAR,2pt,Jump Shot,[],203082,77.71024967148489,70.83333333333333,1610612753,24,38,2021-11-14T00:47:33Z,2130000,104.0,157.0,1,right,T. Ross 18' pullup Jump Shot (4 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,18.84,Made,,,,,,,,,,4.0,,,,,,
220,PT07M36.00S,2021-11-14T00:47:41.4Z,2,REGULAR,turnover,bad pass,[],1628398,,,1610612764,24,38,2021-11-14T00:47:48Z,2140000,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1630591]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,2.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,,
221,PT07M36.00S,2021-11-14T00:47:41.4Z,2,REGULAR,steal,,[],1630591,,,1610612753,24,38,2021-11-14T00:47:43Z,2150000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M29.00S,2021-11-14T00:47:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630591,93.74178712220763,49.50980392156863,1610612753,24,38,2021-11-14T00:47:53Z,2160000,-2.0,6.0,1,right,MISS J. Suggs running Layup - blocked,"[1630591, 1628988]",1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,,,,0.68,Missed,,,,,,,,,,,,,,Holiday,1628988.0,
270,PT07M29.00S,2021-11-14T00:47:48.4Z,2,REGULAR,block,,[],1628988,,,1610612753,24,38,2021-11-14T00:54:56Z,2165000,,,0,,A. Holiday BLOCK (1 BLK),[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M27.00S,2021-11-14T00:47:50.4Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,24,38,2021-11-14T00:47:53Z,2170000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:4),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,222.0,5.0,4.0,1.0,,,,,,,,,,,,
224,PT07M25.00S,2021-11-14T00:47:52.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203915,33.952036793692514,65.93137254901961,1610612764,24,38,2021-11-14T00:54:51Z,2180000,-80.0,267.0,1,left,MISS S. Dinwiddie 27' running pullup 3PT,[203915],1610612764.0,WAS,running pullup,,,Dinwiddie,S. Dinwiddie,,,,,,,,27.83,Missed,,,,,,,,,,,,,,,,
225,PT07M22.00S,2021-11-14T00:47:55.9Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,24,38,2021-11-14T00:47:58Z,2190000,,,0,,R. Hampton REBOUND (Off:0 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,
226,PT07M13.00S,2021-11-14T00:48:03.9Z,2,REGULAR,3pt,Jump Shot,[],203082,67.32917214191853,54.65686274509804,1610612753,24,38,2021-11-14T00:48:09Z,2200000,23.0,255.0,1,right,MISS T. Ross 25' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,25.57,Missed,,,,,,,,,,,,,,,,
227,PT07M11.00S,2021-11-14T00:48:06.9Z,2,REGULAR,rebound,offensive,[],203082,,,1610612753,24,38,2021-11-14T00:48:06Z,2210000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,226.0,2.0,1.0,1.0,,,,,,,,,,,,
228,PT07M09.00S,2021-11-14T00:48:08.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630181,80.6011826544021,7.843137254901961,1610612753,27,38,2021-11-14T00:48:14Z,2220000,-211.0,130.0,1,right,R. Hampton 24' 3PT  (3 PTS) (T. Ross 3 AST),"[1630181, 203082]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,24.76,Made,,,,,,,,,,3.0,T. Ross,203082.0,3.0,,,
230,PT06M40.00S,2021-11-14T00:48:39.3Z,2,REGULAR,3pt,Jump Shot,[],203484,32.769382391590014,78.92156862745098,1610612764,27,38,2021-11-14T00:56:14Z,2240000,-145.0,256.0,1,left,MISS K. Caldwell-Pope 29' driving floating 3PT,[203484],1610612764.0,WAS,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,29.36,Missed,,,,,,,,,,,,,,,,
231,PT06M38.00S,2021-11-14T00:48:41.3Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,27,38,2021-11-14T00:55:58Z,2250000,,,0,,R. Hampton REBOUND (Off:0 Def:3),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,
232,PT06M34.00S,2021-11-14T00:48:45.6Z,2,REGULAR,foul,personal,['2freethrow'],203915,,,1610612753,27,38,2021-11-14T00:57:57Z,2260000,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Hampton 2 FT),"[203915, 1630181]",1610612764.0,WAS,shooting,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,1627529.0,1.0,0.0,Hampton,1630181.0,,,,,,,
234,PT06M34.00S,2021-11-14T00:49:12.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630181,,,1610612753,28,38,2021-11-14T00:49:45Z,2280000,,,0,,R. Hampton Free Throw 1 of 2 (4 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Made,,,,,,,,,,4.0,,,,,,
235,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,28,38,2021-11-14T00:49:38Z,2290000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,out,[],203082,,,1610612753,28,38,2021-11-14T00:49:38Z,2300000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,out,[],203484,,,1610612753,28,38,2021-11-14T00:49:38Z,2310000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,out,[],1626149,,,1610612753,28,38,2021-11-14T00:49:38Z,2320000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,out,[],203915,,,1610612753,28,38,2021-11-14T00:49:38Z,2330000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,in,[],203914,,,1610612753,28,38,2021-11-14T00:49:38Z,2340000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,28,38,2021-11-14T00:49:38Z,2350000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,in,[],1630557,,,1610612753,28,38,2021-11-14T00:49:38Z,2360000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,in,[],1629655,,,1610612753,28,38,2021-11-14T00:49:38Z,2370000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M34.00S,2021-11-14T00:49:13.2Z,2,REGULAR,substitution,in,[],203526,,,1610612753,28,38,2021-11-14T00:49:38Z,2380000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M34.00S,2021-11-14T00:49:12.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630181,,,1610612753,28,38,2021-11-14T00:49:45Z,2390000,,,0,,MISS R. Hampton Free Throw 2 of 2,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
246,PT06M29.00S,2021-11-14T00:49:17.0Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,28,38,2021-11-14T00:49:45Z,2400000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,,,,
247,PT06M24.00S,2021-11-14T00:49:47.9Z,2,REGULAR,foul,personal,[],1630175,,,1610612764,28,38,2021-11-14T00:50:22Z,2410000,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 203526]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,1151.0,1.0,0.0,Neto,203526.0,,,,,,,
249,PT06M09.00S,2021-11-14T00:50:26.3Z,2,REGULAR,3pt,Jump Shot,[],1628398,27.90735873850197,15.196078431372555,1610612764,28,38,2021-11-14T00:50:32Z,2430000,174.0,210.0,1,left,MISS K. Kuzma 27' pullup 3PT,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,,,,27.26,Missed,,,,,,,,,,,,,,,,
250,PT06M07.00S,2021-11-14T00:50:28.3Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,28,38,2021-11-14T00:50:32Z,2440000,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,249.0,3.0,2.0,1.0,,,,,,,,,,,,
251,PT06M03.00S,2021-11-14T00:50:32.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630557,14.898160315374511,65.93137254901961,1610612764,28,38,2021-11-14T00:50:36Z,2450000,-80.0,88.0,1,left,MISS C. Kispert 11' pullup Shot,[1630557],1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,,,,11.84,Missed,,,,,,,,,,,,,,,,
252,PT06M01.00S,2021-11-14T00:50:34.2Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,28,38,2021-11-14T00:50:36Z,2460000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,,,,
253,PT05M51.00S,2021-11-14T00:50:44.4Z,2,REGULAR,2pt,Jump Shot,[],1630175,76.39618922470433,49.50980392156863,1610612753,28,38,2021-11-14T00:50:52Z,2470000,-2.0,169.0,1,right,MISS C. Anthony 16' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,,16.94,Missed,,,,,,,,,,,,,,,,
254,PT05M48.00S,2021-11-14T00:50:47.4Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,28,38,2021-11-14T00:50:52Z,2480000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,253.0,1.0,1.0,0.0,,,,,,,,,,,,
255,PT05M38.00S,2021-11-14T00:50:56.9Z,2,REGULAR,turnover,bad pass,[],203526,,,1610612764,28,38,2021-11-14T00:51:03Z,2490000,,,0,,R. Neto bad pass TURNOVER (1 TO),"[203526, 1628976]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,1.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,
256,PT05M38.00S,2021-11-14T00:50:56.9Z,2,REGULAR,steal,,[],1628976,,,1610612753,28,38,2021-11-14T00:50:59Z,2500000,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M21.00S,2021-11-14T00:51:14.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630181,91.50788436268068,43.38235294117647,1610612753,30,38,2021-11-14T00:51:20Z,2510000,-33.0,27.0,1,right,R. Hampton driving Layup (6 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,,4.29,Made,,,,,,,,,,6.0,,,,,,
259,PT05M07.00S,2021-11-14T00:51:30.8Z,2,REGULAR,foul,offensive,[],203526,,,1610612764,30,38,2021-11-14T01:01:14Z,2530000,,,0,,R. Neto offensive FOUL (2 PF),"[203526, 1630175]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,1193.0,2.0,0.0,Anthony,1630175.0,,,,,,,
261,PT05M07.00S,2021-11-14T00:51:30.8Z,2,REGULAR,turnover,offensive foul,[],203526,,,1610612764,30,38,2021-11-14T00:51:30Z,2550000,,,0,,R. Neto offensive foul TURNOVER (2 TO),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,2.0,,,,,,,,,1193.0,,,,,,,,,,,
262,PT04M51.00S,2021-11-14T00:52:03.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628976,69.30026281208936,24.264705882352942,1610612753,30,38,2021-11-14T00:52:08Z,2560000,-129.0,236.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,26.89,Missed,,,,,,,,,,,,,,,,
263,PT04M48.00S,2021-11-14T00:52:06.6Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,30,38,2021-11-14T00:52:08Z,2570000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,262.0,4.0,4.0,0.0,,,,,,,,,,,,
